,DISH US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,16.1589
2020-01-02,16.2327
2020-01-03,16.273
2020-01-04,16.273
2020-01-05,16.273
2020-01-06,16.2062
2020-01-07,16.1784
2020-01-08,16.1645
2020-01-09,16.1896
2020-01-10,16.1283
2020-01-11,16.1283
2020-01-12,16.1283
2020-01-13,16.3231
2020-01-14,16.4706
2020-01-15,16.4901
2020-01-16,16.5346
2020-01-17,16.5263
2020-01-18,16.5263
2020-01-19,16.5263
2020-01-20,16.5263
2020-01-21,16.5152
2020-01-22,16.5152
2020-01-23,16.5541
2020-01-24,16.5124
2020-01-25,16.5124
2020-01-26,16.5124
2020-01-27,16.5152
2020-01-28,16.5152
2020-01-29,16.5152
2020-01-30,16.6126
2020-01-31,16.5179
2020-02-01,16.5179
2020-02-02,16.5179
2020-02-03,16.5152
2020-02-04,16.5235
2020-02-05,16.8463
2020-02-06,16.5569
2020-02-07,16.5235
2020-02-08,16.5235
2020-02-09,16.5235
2020-02-10,16.543
2020-02-11,17.2749
2020-02-12,17.4503
2020-02-13,17.4697
2020-02-14,17.4113
2020-02-15,17.4113
2020-02-16,17.4113
2020-02-17,17.4113
2020-02-18,17.7787
2020-02-19,17.7708
2020-02-20,17.7012
2020-02-21,17.6261
2020-02-22,17.6261
2020-02-23,17.6261
2020-02-24,16.9663
2020-02-25,16.7603
2020-02-26,16.3984
2020-02-27,15.6078
2020-02-28,15.6189
2020-02-29,15.6189
2020-03-01,15.6189
2020-03-02,15.8444
2020-03-03,15.4241
2020-03-04,15.7164
2020-03-05,15.0371
2020-03-06,14.4191
2020-03-07,14.4191
2020-03-08,14.4191
2020-03-09,13.2276
2020-03-10,13.6201
2020-03-11,12.8518
2020-03-12,11.8134
2020-03-13,12.2978
2020-03-14,12.2978
2020-03-15,12.2978
2020-03-16,11.5184
2020-03-17,12.1002
2020-03-18,11.5044
2020-03-19,12.3758
2020-03-20,11.8468
2020-03-21,11.8468
2020-03-22,11.8468
2020-03-23,11.3402
2020-03-24,12.0612
2020-03-25,12.0334
2020-03-26,12.5011
2020-03-27,12.1281
2020-03-28,12.1281
2020-03-29,12.1281
2020-03-30,12.0585
2020-03-31,13.8995
2020-04-01,13.4688
2020-04-02,13.5556
2020-04-03,13.5623
2020-04-04,13.5623
2020-04-05,13.5623
2020-04-06,14.2734
2020-04-07,14.1599
2020-04-08,14.4971
2020-04-09,14.9278
2020-04-10,14.9278
2020-04-11,14.9278
2020-04-12,14.9278
2020-04-13,14.5706
2020-04-14,14.6741
2020-04-15,14.2668
2020-04-16,14.3486
2020-04-17,14.7442
2020-04-18,14.7442
2020-04-19,14.7442
2020-04-20,14.6407
2020-04-21,14.427
2020-04-22,14.6974
2020-04-23,14.8644
2020-04-24,15.038
2020-04-25,15.038
2020-04-26,15.038
2020-04-27,15.3618
2020-04-28,15.4136
2020-04-29,15.7558
2020-04-30,15.5772
2020-05-01,15.235
2020-05-02,15.235
2020-05-03,15.235
2020-05-04,15.1048
2020-05-05,15.3418
2020-05-06,14.8711
2020-05-07,15.0378
2020-05-08,15.8341
2020-05-09,15.8341
2020-05-10,15.8341
2020-05-11,15.901
2020-05-12,15.6434
2020-05-13,15.1616
2020-05-14,15.4627
2020-05-15,15.4928
2020-05-16,15.4928
2020-05-17,15.4928
2020-05-18,16.172
2020-05-19,16.1787
2020-05-20,16.7073
2020-05-21,16.7792
2020-05-22,17.1155
2020-05-23,17.1155
2020-05-24,17.1155
2020-05-25,17.1155
2020-05-26,17.5571
2020-05-27,17.6223
2020-05-28,17.6591
2020-05-29,17.8147
2020-05-30,17.8147
2020-05-31,17.8147
2020-06-01,18.1426
2020-06-02,18.0824
2020-06-03,18.5775
2020-06-04,18.8486
2020-06-05,19.2099
2020-06-06,19.2099
2020-06-07,19.2099
2020-06-08,19.7117
2020-06-09,19.0292
2020-06-10,18.3768
2020-06-11,17.7495
2020-06-12,18.166
2020-06-13,18.166
2020-06-14,18.166
2020-06-15,18.6144
2020-06-16,19.0158
2020-06-17,19.0326
2020-06-18,19.5679
2020-06-19,19.0861
2020-06-20,19.0861
2020-06-21,19.0861
2020-06-22,19.0225
2020-06-23,18.9891
2020-06-24,18.7381
2020-06-25,18.5575
2020-06-26,18.1158
2020-06-27,18.1158
2020-06-28,18.1158
2020-06-29,18.2831
2020-06-30,16.4145
2020-07-01,16.4485
2020-07-02,15.9859
2020-07-03,15.9859
2020-07-04,15.9859
2020-07-05,15.9859
2020-07-06,16.116
2020-07-07,15.8736
2020-07-08,15.6638
2020-07-09,15.3269
