,LNT US Equity
2023-03-17,23.7791
2023-03-18,23.7791
2023-03-19,23.7791
2023-03-20,23.9387
2023-03-21,23.4652
2023-03-22,23.0971
2023-03-23,22.932
2023-03-24,23.4164
2023-03-25,23.4164
2023-03-26,23.4164
2023-03-27,23.2784
2023-03-28,23.4543
2023-03-29,23.6844
2023-03-30,23.7087
2023-03-31,24.727
2023-04-01,24.727
2023-04-02,24.727
2023-04-03,24.5377
2023-04-04,24.5989
2023-04-05,25.1223
2023-04-06,25.1864
2023-04-07,25.1864
2023-04-08,25.1864
2023-04-09,25.1864
2023-04-10,25.1502
2023-04-11,25.1892
2023-04-12,25.1001
2023-04-13,25.114
2023-04-14,24.9943
2023-04-15,24.9943
2023-04-16,24.9943
2023-04-17,25.0945
2023-04-18,24.9887
2023-04-19,25.2532
2023-04-20,25.1808
2023-04-21,25.2532
2023-04-22,25.2532
2023-04-23,25.2532
2023-04-24,25.3228
2023-04-25,25.3813
2023-04-26,25.0889
2023-04-27,25.2003
2023-04-28,25.2114
2023-04-29,25.2114
2023-04-30,25.2114
2023-05-01,25.2532
2023-05-02,25.0444
2023-05-03,25.0138
2023-05-04,25.1168
2023-05-05,25.2184
2023-05-06,25.2184
2023-05-07,25.2184
2023-05-08,25.1208
2023-05-09,25.0205
2023-05-10,25.2323
2023-05-11,25.0762
2023-05-12,25.1961
2023-05-13,25.1961
2023-05-14,25.1961
2023-05-15,24.909
2023-05-16,24.7056
2023-05-17,24.5634
2023-05-18,24.53
2023-05-19,24.5216
2023-05-20,24.5216
2023-05-21,24.5216
2023-05-22,24.5161
2023-05-23,24.4743
2023-05-24,24.3377
2023-05-25,24.0896
2023-05-26,24.0646
2023-05-27,24.0646
2023-05-28,24.0646
2023-05-29,24.0646
2023-05-30,24.0757
2023-05-31,24.2011
2023-06-01,24.0478
2023-06-02,24.3461
2023-06-03,24.3461
2023-06-04,24.3461
2023-06-05,24.4297
2023-06-06,24.438
2023-06-07,24.7418
2023-06-08,24.7613
2023-06-09,24.6944
2023-06-10,24.6944
2023-06-11,24.6944
2023-06-12,24.7028
2023-06-13,24.6526
2023-06-14,24.6666
2023-06-15,24.8393
2023-06-16,24.8366
2023-06-17,24.8366
2023-06-18,24.8366
2023-06-19,24.8366
2023-06-20,24.6192
2023-06-21,24.7056
2023-06-22,24.5551
2023-06-23,24.3042
2023-06-24,24.3042
2023-06-25,24.3042
2023-06-26,24.622
2023-06-27,24.5802
2023-06-28,24.2959
2023-06-29,24.2931
2023-06-30,24.4937
2023-07-01,24.4937
2023-07-02,24.4937
2023-07-03,24.66
2023-07-04,24.66
2023-07-05,24.7986
2023-07-06,24.7238
2023-07-07,24.5353
2023-07-08,24.5353
2023-07-09,24.5353
2023-07-10,24.3718
2023-07-11,24.624
2023-07-12,24.8735
2023-07-13,24.9926
2023-07-14,24.9594
2023-07-15,24.9594
2023-07-16,24.9594
2023-07-17,24.721
2023-07-18,24.6393
2023-07-19,24.8347
2023-07-20,25.1312
2023-07-21,25.3973
2023-07-22,25.3973
2023-07-23,25.3973
2023-07-24,25.3446
2023-07-25,25.3474
2023-07-26,25.3751
2023-07-27,25.0619
2023-07-28,24.8846
2023-07-29,24.8846
2023-07-30,24.8846
2023-07-31,24.843
2023-08-01,24.721
2023-08-02,24.7155
2023-08-03,24.2942
2023-08-04,24.242
2023-08-05,24.242
2023-08-06,24.242
2023-08-07,24.2504
2023-08-08,24.3033
2023-08-09,24.2894
2023-08-10,24.3256
2023-08-11,24.398
2023-08-12,24.398
2023-08-13,24.398
2023-08-14,24.1891
2023-08-15,23.9661
2023-08-16,24.0219
2023-08-17,23.9522
2023-08-18,24.0525
2023-08-19,24.0525
2023-08-20,24.0525
2023-08-21,23.9578
2023-08-22,23.9912
2023-08-23,24.033
2023-08-24,23.9578
2023-08-25,24.0971
2023-08-26,24.0971
2023-08-27,24.0971
2023-08-28,24.072
2023-08-29,24.1166
2023-08-30,24.111
2023-08-31,23.9271
2023-09-01,23.8213
2023-09-02,23.8213
2023-09-03,23.8213
2023-09-04,23.8213
2023-09-05,23.6652
2023-09-06,23.7683
2023-09-07,23.9996
2023-09-08,24.086
2023-09-09,24.086
2023-09-10,24.086
2023-09-11,24.0999
2023-09-12,24.0804
2023-09-13,24.3089
2023-09-14,24.4621
2023-09-15,24.3757
2023-09-16,24.3757
2023-09-17,24.3757
2023-09-18,24.49
2023-09-19,24.4426
2023-09-20,24.4343
2023-09-21,24.2504
2023-09-22,24.2281
2023-09-23,24.2281
2023-09-24,24.2281
2023-09-25,24.1723
2023-09-26,23.6736
2023-09-27,23.4758
2023-09-28,23.3392
2023-09-29,23.2361
2023-09-30,23.2361
2023-10-01,23.2361
2023-10-02,22.6291
2023-10-03,22.7801
2023-10-04,22.9724
2023-10-05,23.0054
2023-10-06,23.2169
2023-10-07,23.2169
2023-10-08,23.2169
2023-10-09,23.2691
2023-10-10,23.4284
2023-10-11,23.5768
2023-10-12,23.4559
2023-10-13,23.5932
2023-10-14,23.5932
2023-10-15,23.5932
2023-10-16,23.7306
2023-10-17,23.6674
2023-10-18,23.6125
2023-10-19,23.5108
2023-10-20,23.3378
2023-10-21,23.3378
2023-10-22,23.3378
2023-10-23,23.2499
2023-10-24,23.5081
2023-10-25,23.5355
2023-10-26,23.6042
2023-10-27,23.368
2023-10-28,23.368
2023-10-29,23.368
2023-10-30,23.2444
2023-10-31,23.3295
2023-11-01,23.5246
2023-11-02,23.7333
2023-11-03,23.9641
2023-11-04,23.9641
2023-11-05,23.9641
2023-11-06,23.7828
2023-11-07,23.6619
2023-11-08,23.5548
2023-11-09,23.2801
2023-11-10,23.2691
2023-11-11,23.2691
2023-11-12,23.2691
2023-11-13,23.0054
2023-11-14,23.4202
2023-11-15,23.4751
2023-11-16,23.5191
2023-11-17,23.4504
2023-11-18,23.4504
2023-11-19,23.4504
2023-11-20,23.4174
2023-11-21,23.4119
2023-11-22,23.5355
2023-11-23,23.5355
2023-11-24,23.5932
2023-11-25,23.5932
2023-11-26,23.5932
2023-11-27,23.6509
2023-11-28,23.6949
2023-11-29,23.6454
2023-11-30,23.8185
2023-12-01,24.0712
2023-12-02,24.0712
2023-12-03,24.0712
2023-12-04,24.0465
2023-12-05,24.0053
2023-12-06,24.2388
2023-12-07,24.1619
2023-12-08,24.041
2023-12-09,24.041
2023-12-10,24.041
2023-12-11,24.0767
2023-12-12,24.0437
2023-12-13,24.5904
2023-12-14,24.2635
2023-12-15,23.8322
2023-12-16,23.8322
2023-12-17,23.8322
2023-12-18,23.8981
2023-12-19,24.0025
2023-12-20,23.7306
2023-12-21,23.8185
2023-12-22,23.9201
2023-12-23,23.9201
2023-12-24,23.9201
2023-12-25,23.9201
2023-12-26,23.9174
2023-12-27,23.8927
2023-12-28,24.0245
2023-12-29,23.7653
2023-12-30,23.7653
2023-12-31,23.7653
2024-01-01,23.7653
2024-01-02,23.9206
2024-01-03,23.8885
2024-01-04,23.9367
2024-01-05,23.9608
2024-01-06,23.9608
2024-01-07,23.9608
2024-01-08,24.0411
2024-01-09,24.0116
2024-01-10,23.9287
2024-01-11,23.4414
2024-01-12,23.5191
2024-01-13,23.5191
2024-01-14,23.5191
2024-01-15,23.5191
2024-01-16,23.4923
2024-01-17,23.2942
2024-01-18,23.163
2024-01-19,23.1148
2024-01-20,23.1148
2024-01-21,23.1148
2024-01-22,23.005
2024-01-23,23.088
2024-01-24,22.9194
2024-01-25,23.0827
2024-01-26,23.1095
2024-01-27,23.1095
2024-01-28,23.1095
2024-01-29,23.2005
2024-01-30,23.1175
2024-01-31,23.0586
2024-02-01,23.3745
2024-02-02,23.0961
2024-02-03,23.0961
2024-02-04,23.0961
2024-02-05,22.7775
2024-02-06,22.8177
2024-02-07,22.823
2024-02-08,22.7427
2024-02-09,22.8632
2024-02-10,22.8632
2024-02-11,22.8632
2024-02-12,23.005
2024-02-13,22.7668
2024-02-14,22.7828
2024-02-15,22.989
2024-02-16,22.9756
2024-02-17,22.9756
2024-02-18,22.9756
2024-02-19,22.9756
2024-02-20,22.9488
2024-02-21,23.1737
2024-02-22,23.0506
2024-02-23,23.0693
2024-02-24,23.0693
2024-02-25,23.0693
2024-02-26,22.7293
2024-02-27,22.8337
2024-02-28,22.7641
2024-02-29,22.815
2024-03-01,22.8096
2024-03-02,22.8096
2024-03-03,22.8096
2024-03-04,23.0265
2024-03-05,23.0184
2024-03-06,23.1443
2024-03-07,23.1657
2024-03-08,23.2406
2024-03-09,23.2406
2024-03-10,23.2406
2024-03-11,23.3076
2024-03-12,23.088
2024-03-13,23.1309
2024-03-14,22.9006
2024-03-15,22.9863
2024-03-16,22.9863
2024-03-17,22.9863
2024-03-18,23.0452
2024-03-19,23.1362
2024-03-20,23.0961
2024-03-21,23.1228
2024-03-22,23.0613
2024-03-23,23.0613
2024-03-24,23.0613
2024-03-25,23.0506
2024-03-26,22.9515
2024-03-27,23.3558
2024-03-28,23.5244
2024-03-29,23.5244
2024-03-30,23.5244
2024-03-31,23.5244
2024-04-01,23.3317
2024-04-02,23.4093
2024-04-03,23.2701
2024-04-04,23.1844
2024-04-05,23.1095
2024-04-06,23.1095
2024-04-07,23.1095
2024-04-08,23.2701
