,BBDC US Equity
2020-09-26,17.3346
2020-09-27,17.3346
2020-09-28,17.3346
2020-09-29,17.3346
2020-09-30,17.3346
2020-10-01,17.3346
2020-10-02,17.3346
2020-10-03,17.3346
2020-10-04,17.3346
2020-10-05,17.3346
2020-10-06,17.3346
2020-10-07,17.3346
2020-10-08,17.3346
2020-10-09,17.3346
2020-10-10,17.3346
2020-10-11,17.3346
2020-10-12,17.3346
2020-10-13,17.3346
2020-10-14,17.3346
2020-10-15,17.3346
2020-10-16,17.3346
2020-10-17,17.3346
2020-10-18,17.3346
2020-10-19,17.3346
2020-10-20,17.3346
2020-10-21,17.3346
2020-10-22,17.3346
2020-10-23,17.3346
2020-10-24,17.3346
2020-10-25,17.3346
2020-10-26,17.3346
2020-10-27,17.3346
2020-10-28,17.3346
2020-10-29,17.3346
2020-10-30,17.3346
2020-10-31,17.3346
2020-11-01,17.3346
2020-11-02,17.3346
2020-11-03,17.3346
2020-11-04,17.3346
2020-11-05,17.3346
2020-11-06,17.3346
2020-11-07,17.3346
2020-11-08,17.3346
2020-11-09,17.3346
2020-11-10,17.3346
2020-11-11,17.3346
2020-11-12,17.3346
2020-11-13,17.3346
2020-11-14,17.3346
2020-11-15,17.3346
2020-11-16,17.3346
2020-11-17,17.3346
2020-11-18,17.3346
2020-11-19,17.3346
2020-11-20,17.3346
2020-11-21,17.3346
2020-11-22,17.3346
2020-11-23,17.3346
2020-11-24,17.3346
2020-11-25,17.3346
2020-11-26,17.3346
2020-11-27,17.3346
2020-11-28,17.3346
2020-11-29,17.3346
2020-11-30,17.3346
2020-12-01,17.3346
2020-12-02,17.3346
2020-12-03,17.3346
2020-12-04,17.3346
2020-12-05,17.3346
2020-12-06,17.3346
2020-12-07,17.3346
2020-12-08,17.3346
2020-12-09,17.3346
2020-12-10,17.3346
2020-12-11,17.3346
2020-12-12,17.3346
2020-12-13,17.3346
2020-12-14,17.3346
2020-12-15,17.3346
2020-12-16,17.3346
2020-12-17,17.3346
2020-12-18,17.3346
2020-12-19,17.3346
2020-12-20,17.3346
2020-12-21,17.3346
2020-12-22,17.3346
2020-12-23,17.3346
2020-12-24,17.3346
2020-12-25,17.3346
2020-12-26,17.3346
2020-12-27,17.3346
2020-12-28,17.3346
2020-12-29,17.3346
2020-12-30,17.3346
2020-12-31,256.5131
2021-01-01,256.5131
2021-01-02,256.5131
2021-01-03,256.5131
2021-01-04,255.9479
2021-01-05,256.5131
2021-01-06,255.0436
2021-01-07,254.2524
2021-01-08,254.5915
2021-01-09,254.5915
2021-01-10,254.5915
2021-01-11,254.9306
2021-01-12,254.8176
2021-01-13,255.3827
2021-01-14,255.9479
2021-01-15,255.8349
2021-01-16,255.8349
2021-01-17,255.8349
2021-01-18,255.8349
2021-01-19,255.4958
2021-01-20,254.8176
2021-01-21,256.5131
2021-01-22,255.8349
2021-01-23,255.8349
2021-01-24,255.8349
2021-01-25,254.3654
2021-01-26,256.4
2021-01-27,254.0263
2021-01-28,254.1394
2021-01-29,252.3308
2021-01-30,252.3308
2021-01-31,252.3308
2021-02-01,254.3654
2021-02-02,255.6088
2021-02-03,256.0609
2021-02-04,256.287
2021-02-05,256.4
2021-02-06,256.4
2021-02-07,256.4
2021-02-08,256.287
2021-02-09,259.2259
2021-02-10,259.7911
2021-02-11,258.6607
2021-02-12,258.7737
2021-02-13,258.7737
2021-02-14,258.7737
2021-02-15,258.7737
2021-02-16,258.0955
2021-02-17,258.2086
2021-02-18,257.6434
2021-02-19,257.7564
2021-02-20,257.7564
2021-02-21,257.7564
2021-02-22,258.6607
2021-02-23,259.452
2021-02-24,260.9214
2021-02-25,261.7126
2021-02-26,262.1648
2021-02-27,262.1648
2021-02-28,262.1648
2021-03-01,264.9906
2021-03-02,265.8949
2021-03-03,267.1382
2021-03-04,267.7034
2021-03-05,264.8776
2021-03-06,264.8776
2021-03-07,264.8776
2021-03-08,267.2513
2021-03-09,263.9733
2021-03-10,263.1821
2021-03-11,264.0863
2021-03-12,266.1209
2021-03-13,266.1209
2021-03-14,266.1209
2021-03-15,267.8164
2021-03-16,266.1209
2021-03-17,265.5557
2021-03-18,263.9732
2021-03-19,264.8775
2021-03-20,264.8775
2021-03-21,264.8775
2021-03-22,264.4254
2021-03-23,263.8602
2021-03-24,264.1993
2021-03-25,264.7645
2021-03-26,265.4427
2021-03-27,265.4427
2021-03-28,265.4427
2021-03-29,265.2166
2021-03-30,265.6687
2021-03-31,12.0157
2021-04-01,12.1031
2021-04-02,12.1031
2021-04-03,12.1031
2021-04-04,12.1031
2021-04-05,12.1079
2021-04-06,12.1468
2021-04-07,12.1322
2021-04-08,12.1711
2021-04-09,12.1516
2021-04-10,12.1516
2021-04-11,12.1516
2021-04-12,12.1711
2021-04-13,12.1614
2021-04-14,12.1419
2021-04-15,12.1808
2021-04-16,12.1856
2021-04-17,12.1856
2021-04-18,12.1856
2021-04-19,12.1808
2021-04-20,12.1759
2021-04-21,12.1954
2021-04-22,12.1614
2021-04-23,12.1565
2021-04-24,12.1565
2021-04-25,12.1565
2021-04-26,12.1614
2021-04-27,12.1808
2021-04-28,12.2148
2021-04-29,12.2391
2021-04-30,12.2099
2021-05-01,12.2099
2021-05-02,12.2099
2021-05-03,12.2099
2021-05-04,12.1856
2021-05-05,12.2002
2021-05-06,12.2682
2021-05-07,12.2633
2021-05-08,12.2633
2021-05-09,12.2633
2021-05-10,12.2391
2021-05-11,12.2196
2021-05-12,12.1808
2021-05-13,12.2342
2021-05-14,12.2633
2021-05-15,12.2633
2021-05-16,12.2633
2021-05-17,12.2682
2021-05-18,12.3313
2021-05-19,12.3945
2021-05-20,12.341
2021-05-21,12.3313
2021-05-22,12.3313
2021-05-23,12.3313
2021-05-24,12.3313
2021-05-25,12.2925
2021-05-26,12.2876
2021-05-27,12.2488
2021-05-28,12.2536
2021-05-29,12.2536
2021-05-30,12.2536
2021-05-31,12.2536
2021-06-01,12.3071
2021-06-02,12.3216
2021-06-03,12.3556
2021-06-04,12.3605
2021-06-05,12.3605
2021-06-06,12.3605
2021-06-07,12.3848
2021-06-08,12.2439
2021-06-09,12.2682
2021-06-10,12.2828
2021-06-11,12.3119
2021-06-12,12.3119
2021-06-13,12.3119
2021-06-14,12.2682
2021-06-15,12.2245
2021-06-16,12.2196
2021-06-17,12.2245
2021-06-18,12.1856
2021-06-19,12.1856
2021-06-20,12.1856
2021-06-21,12.2196
2021-06-22,12.1905
2021-06-23,12.2245
2021-06-24,12.2633
2021-06-25,12.3119
2021-06-26,12.3119
2021-06-27,12.3119
2021-06-28,12.3993
2021-06-29,12.3702
2021-06-30,16.2938
2021-07-01,16.3497
2021-07-02,16.3933
2021-07-03,16.3933
2021-07-04,16.3933
2021-07-05,16.3933
2021-07-06,16.4057
2021-07-07,16.356
2021-07-08,16.2564
2021-07-09,16.3684
2021-07-10,16.3684
2021-07-11,16.3684
2021-07-12,16.4244
2021-07-13,16.4057
2021-07-14,16.3435
2021-07-15,16.3497
2021-07-16,16.2751
2021-07-17,16.2751
2021-07-18,16.2751
2021-07-19,16.1693
2021-07-20,16.2378
2021-07-21,16.2564
2021-07-22,16.2564
2021-07-23,16.2875
2021-07-24,16.2875
2021-07-25,16.2875
2021-07-26,16.2751
2021-07-27,16.2751
2021-07-28,16.2689
2021-07-29,16.3062
2021-07-30,16.3933
2021-07-31,16.3933
2021-08-01,16.3933
2021-08-02,16.3186
2021-08-03,16.3435
2021-08-04,16.356
2021-08-05,16.3684
2021-08-06,16.5364
2021-08-07,16.5364
2021-08-08,16.5364
2021-08-09,16.5426
2021-08-10,16.5488
2021-08-11,16.5675
2021-08-12,16.5737
2021-08-13,16.5861
2021-08-14,16.5861
2021-08-15,16.5861
2021-08-16,16.5612
2021-08-17,16.611
2021-08-18,16.5488
2021-08-19,16.4119
2021-08-20,16.4804
2021-08-21,16.4804
2021-08-22,16.4804
2021-08-23,16.4617
2021-08-24,16.5053
2021-08-25,16.5364
2021-08-26,16.4866
2021-08-27,16.4741
2021-08-28,16.4741
2021-08-29,16.4741
2021-08-30,16.4182
2021-08-31,16.4368
2021-09-01,16.555
2021-09-02,16.5612
2021-09-03,16.5861
2021-09-04,16.5861
2021-09-05,16.5861
2021-09-06,16.5861
2021-09-07,16.3746
2021-09-08,16.3124
2021-09-09,16.3995
2021-09-10,16.4306
2021-09-11,16.4306
2021-09-12,16.4306
2021-09-13,16.4119
2021-09-14,16.4493
2021-09-15,16.4928
2021-09-16,16.4555
2021-09-17,16.4119
2021-09-18,16.4119
2021-09-19,16.4119
2021-09-20,16.3373
2021-09-21,16.4555
2021-09-22,16.5426
2021-09-23,16.5923
2021-09-24,16.555
2021-09-25,16.555
2021-09-26,16.555
2021-09-27,16.5861
2021-09-28,16.5612
2021-09-29,16.5986
2021-09-30,22.1738
2021-10-01,22.2409
2021-10-02,22.2409
2021-10-03,22.2409
2021-10-04,22.0983
2021-10-05,22.0647
2021-10-06,22.1654
2021-10-07,22.1318
2021-10-08,22.2409
2021-10-09,22.2409
2021-10-10,22.2409
2021-10-11,22.2241
2021-10-12,22.1989
2021-10-13,22.1905
2021-10-14,22.2325
2021-10-15,22.2409
2021-10-16,22.2409
2021-10-17,22.2409
2021-10-18,22.1654
2021-10-19,22.1905
2021-10-20,22.1486
2021-10-21,22.1234
2021-10-22,22.1234
2021-10-23,22.1234
2021-10-24,22.1234
2021-10-25,22.1067
2021-10-26,22.0899
2021-10-27,22.1234
2021-10-28,22.2073
2021-10-29,22.3583
2021-10-30,22.3583
2021-10-31,22.3583
2021-11-01,22.3499
2021-11-02,22.3667
2021-11-03,22.3919
2021-11-04,22.4338
2021-11-05,22.4925
2021-11-06,22.4925
2021-11-07,22.4925
2021-11-08,22.4842
2021-11-09,22.5009
2021-11-10,22.5513
2021-11-11,22.5513
2021-11-12,22.4842
2021-11-13,22.4842
2021-11-14,22.4842
2021-11-15,22.4506
2021-11-16,22.417
2021-11-17,22.3415
2021-11-18,22.3583
2021-11-19,22.3415
2021-11-20,22.3415
2021-11-21,22.3415
2021-11-22,22.4254
2021-11-23,22.1989
2021-11-24,22.1654
2021-11-25,22.1654
2021-11-26,22.0312
2021-11-27,22.0312
2021-11-28,22.0312
2021-11-29,22.0144
2021-11-30,21.9808
2021-12-01,21.964
2021-12-02,22.2325
2021-12-03,22.1822
2021-12-04,22.1822
2021-12-05,22.1822
2021-12-06,22.1905
2021-12-07,22.157
2021-12-08,22.1318
2021-12-09,22.0479
2021-12-10,22.0983
2021-12-11,22.0983
2021-12-12,22.0983
2021-12-13,22.0479
2021-12-14,22.0395
2021-12-15,21.9976
2021-12-16,21.9724
2021-12-17,21.8382
2021-12-18,21.8382
2021-12-19,21.8382
2021-12-20,21.8634
2021-12-21,21.8885
2021-12-22,22.0144
2021-12-23,22.1402
2021-12-24,22.1402
2021-12-25,22.1402
2021-12-26,22.1402
2021-12-27,22.0815
2021-12-28,22.0815
2021-12-29,22.1402
2021-12-30,22.0312
2021-12-31,29.9727
2022-01-01,29.9727
2022-01-02,29.9727
2022-01-03,29.9535
2022-01-04,30.0111
2022-01-05,29.9344
2022-01-06,29.9535
2022-01-07,30.0015
2022-01-08,30.0015
2022-01-09,30.0015
2022-01-10,30.0015
2022-01-11,30.059
2022-01-12,30.059
2022-01-13,30.0015
2022-01-14,29.8673
2022-01-15,29.8673
2022-01-16,29.8673
2022-01-17,29.8673
2022-01-18,29.8481
2022-01-19,29.7427
2022-01-20,29.6373
2022-01-21,29.5797
2022-01-22,29.5797
2022-01-23,29.5797
2022-01-24,29.5318
2022-01-25,29.6852
2022-01-26,29.7139
2022-01-27,29.6852
2022-01-28,29.6948
2022-01-29,29.6948
2022-01-30,29.6948
2022-01-31,29.8002
2022-02-01,29.9248
2022-02-02,30.1261
2022-02-03,30.0206
2022-02-04,30.1357
2022-02-05,30.1357
2022-02-06,30.1357
2022-02-07,30.1452
2022-02-08,30.1261
2022-02-09,30.0877
2022-02-10,30.1165
2022-02-11,30.0302
2022-02-12,30.0302
2022-02-13,30.0302
2022-02-14,30.0015
2022-02-15,29.7523
2022-02-16,29.9056
2022-02-17,29.8769
2022-02-18,29.7619
2022-02-19,29.7619
2022-02-20,29.7619
2022-02-21,29.7619
2022-02-22,29.7331
2022-02-23,29.8098
2022-02-24,29.8002
2022-02-25,29.8194
2022-02-26,29.8194
2022-02-27,29.8194
2022-02-28,29.8194
2022-03-01,29.7235
2022-03-02,29.8002
2022-03-03,29.8194
2022-03-04,29.666
2022-03-05,29.666
2022-03-06,29.666
2022-03-07,29.3976
2022-03-08,29.321
2022-03-09,29.2922
2022-03-10,29.1197
2022-03-11,29.1293
2022-03-12,29.1293
2022-03-13,29.1293
2022-03-14,35.9735
2022-03-15,35.9408
2022-03-16,35.8576
2022-03-17,36.0536
2022-03-18,36.0046
2022-03-19,36.0046
2022-03-20,36.0046
2022-03-21,36.4783
2022-03-22,36.3966
2022-03-23,36.2006
2022-03-24,36.217
2022-03-25,36.413
2022-03-26,36.413
2022-03-27,36.413
2022-03-28,36.2823
2022-03-29,36.413
2022-03-30,36.315
2022-03-31,44.8606
2022-04-01,45.138
2022-04-02,45.138
2022-04-03,45.138
2022-04-04,45.0588
2022-04-05,44.9002
2022-04-06,44.7813
2022-04-07,44.8011
2022-04-08,45.2371
2022-04-09,45.2371
2022-04-10,45.2371
2022-04-11,45.2173
2022-04-12,45.3362
2022-04-13,45.4155
2022-04-14,45.3362
2022-04-15,45.3362
2022-04-16,45.3362
2022-04-17,45.3362
2022-04-18,45.5939
2022-04-19,45.8911
2022-04-20,45.9704
2022-04-21,45.7722
2022-04-22,45.257
2022-04-23,45.257
2022-04-24,45.257
2022-04-25,45.257
2022-04-26,44.6624
2022-04-27,44.6822
2022-04-28,44.9201
2022-04-29,44.5435
2022-04-30,44.5435
2022-05-01,44.5435
2022-05-02,44.1075
2022-05-03,44.385
2022-05-04,44.7417
2022-05-05,44.2248
2022-05-06,44.9961
2022-05-07,44.9961
2022-05-08,44.9961
2022-05-09,44.5412
2022-05-10,44.7785
2022-05-11,44.6994
2022-05-12,44.3237
2022-05-13,44.4621
2022-05-14,44.4621
2022-05-15,44.4621
2022-05-16,44.7192
2022-05-17,44.9763
2022-05-18,44.4819
2022-05-19,44.3434
2022-05-20,44.3632
2022-05-21,44.3632
2022-05-22,44.3632
2022-05-23,44.5214
2022-05-24,44.4621
2022-05-25,44.6994
2022-05-26,44.8774
2022-05-27,45.0356
2022-05-28,45.0356
2022-05-29,45.0356
2022-05-30,45.0356
2022-05-31,44.8576
2022-06-01,44.9961
2022-06-02,45.0752
2022-06-03,44.917
2022-06-04,44.917
2022-06-05,44.917
2022-06-06,44.9961
2022-06-07,44.4225
2022-06-08,44.1852
2022-06-09,44.205
2022-06-10,44.2841
2022-06-11,44.2841
2022-06-12,44.2841
2022-06-13,43.5128
2022-06-14,43.236
2022-06-15,43.3151
2022-06-16,42.7218
2022-06-17,42.7613
2022-06-18,42.7613
2022-06-19,42.7613
2022-06-20,42.7613
2022-06-21,42.88
2022-06-22,42.8009
2022-06-23,42.6427
2022-06-24,42.8998
2022-06-25,42.8998
2022-06-26,42.8998
2022-06-27,43.1568
2022-06-28,43.0975
2022-06-29,42.9195
2022-06-30,100.0526
2022-07-01,100.9678
2022-07-02,100.9678
2022-07-03,100.9678
2022-07-04,100.9678
2022-07-05,100.9678
2022-07-06,100.556
2022-07-07,101.0136
2022-07-08,100.9221
2022-07-09,100.9221
2022-07-10,100.9221
2022-07-11,100.5102
2022-07-12,100.739
2022-07-13,100.4645
2022-07-14,100.1899
2022-07-15,100.6475
2022-07-16,100.6475
2022-07-17,100.6475
2022-07-18,100.9221
2022-07-19,101.4254
2022-07-20,101.7915
2022-07-21,101.5169
2022-07-22,101.5169
2022-07-23,101.5169
2022-07-24,101.5169
2022-07-25,101.0593
2022-07-26,101.2881
2022-07-27,101.7
2022-07-28,102.2033
2022-07-29,102.4779
2022-07-30,102.4779
2022-07-31,102.4779
2022-08-01,102.6609
2022-08-02,102.2491
2022-08-03,102.7524
2022-08-04,102.7982
2022-08-05,102.9355
2022-08-06,102.9355
2022-08-07,102.9355
2022-08-08,103.8049
2022-08-09,102.6302
2022-08-10,103.9802
2022-08-11,103.7552
2022-08-12,104.2502
2022-08-13,104.2502
2022-08-14,104.2502
2022-08-15,103.9802
2022-08-16,104.2952
2022-08-17,103.3952
2022-08-18,103.5752
2022-08-19,103.1702
2022-08-20,103.1702
2022-08-21,103.1702
2022-08-22,102.5852
2022-08-23,102.8552
2022-08-24,103.3502
2022-08-25,103.3952
2022-08-26,102.8102
2022-08-27,102.8102
2022-08-28,102.8102
2022-08-29,102.5402
2022-08-30,102.4052
2022-08-31,102.3152
2022-09-01,101.3703
2022-09-02,101.6403
2022-09-03,101.6403
2022-09-04,101.6403
2022-09-05,101.6403
2022-09-06,100.0653
2022-09-07,100.2903
2022-09-08,100.7403
2022-09-09,101.1903
2022-09-10,101.1903
2022-09-11,101.1903
2022-09-12,101.1903
2022-09-13,100.6503
2022-09-14,100.9203
2022-09-15,101.1003
2022-09-16,100.7853
2022-09-17,100.7853
2022-09-18,100.7853
2022-09-19,100.3803
2022-09-20,99.8853
2022-09-21,99.5253
2022-09-22,98.4903
2022-09-23,97.0503
2022-09-24,97.0503
2022-09-25,97.0503
2022-09-26,95.3403
2022-09-27,95.8803
2022-09-28,96.4653
2022-09-29,94.8903
2022-09-30,109.7709
2022-10-01,109.7709
2022-10-02,109.7709
2022-10-03,109.9913
2022-10-04,112.3604
2022-10-05,111.1483
2022-10-06,110.5423
2022-10-07,109.3302
2022-10-08,109.3302
2022-10-09,109.3302
2022-10-10,108.6139
2022-10-11,108.7241
2022-10-12,108.7241
2022-10-13,109.4955
2022-10-14,109.7709
2022-10-15,109.7709
2022-10-16,109.7709
2022-10-17,110.4872
2022-10-18,110.7076
2022-10-19,110.4872
2022-10-20,110.1566
2022-10-21,109.9563
2022-10-22,109.9563
2022-10-23,109.9563
2022-10-24,110.5055
2022-10-25,112.5925
2022-10-26,112.3728
2022-10-27,112.6474
2022-10-28,113.581
2022-10-29,113.581
2022-10-30,113.581
2022-10-31,113.1417
2022-11-01,112.922
2022-11-02,113.1417
2022-11-03,112.4277
2022-11-04,113.4163
2022-11-05,113.4163
2022-11-06,113.4163
2022-11-07,114.3499
2022-11-08,113.6909
2022-11-09,113.0868
2022-11-10,114.1621
2022-11-11,114.4915
2022-11-12,114.4915
2022-11-13,114.4915
2022-11-14,112.2408
2022-11-15,113.6131
2022-11-16,113.6131
2022-11-17,113.7229
2022-11-18,113.5582
2022-11-19,113.5582
2022-11-20,113.5582
2022-11-21,114.0523
2022-11-22,115.0404
2022-11-23,114.2719
2022-11-24,114.2719
2022-11-25,114.711
2022-11-26,114.711
2022-11-27,114.711
2022-11-28,113.9974
2022-11-29,114.3817
2022-11-30,114.6562
2022-12-01,114.7659
2022-12-02,114.6013
2022-12-03,114.6013
2022-12-04,114.6013
2022-12-05,113.8327
2022-12-06,111.6369
2022-12-07,111.3624
2022-12-08,111.4722
2022-12-09,111.5271
2022-12-10,111.5271
2022-12-11,111.5271
2022-12-12,111.6918
2022-12-13,112.0212
2022-12-14,111.4722
2022-12-15,110.8135
2022-12-16,109.3313
2022-12-17,109.3313
2022-12-18,109.3313
2022-12-19,108.947
2022-12-20,108.8921
2022-12-21,108.7823
2022-12-22,109.2215
2022-12-23,109.496
2022-12-24,109.496
2022-12-25,109.496
2022-12-26,109.496
2022-12-27,109.6058
2022-12-28,108.6725
2022-12-29,109.3862
2022-12-30,358.7472
2022-12-31,358.7472
2023-01-01,358.7472
2023-01-02,358.7472
2023-01-03,359.9679
2023-01-04,364.3275
2023-01-05,362.5836
2023-01-06,363.1068
2023-01-07,363.1068
2023-01-08,363.1068
2023-01-09,365.7225
2023-01-10,366.5944
2023-01-11,370.0821
2023-01-12,372.6978
2023-01-13,371.1284
2023-01-14,371.1284
2023-01-15,371.1284
2023-01-16,371.1284
2023-01-17,371.6515
2023-01-18,370.6052
2023-01-19,368.1639
2023-01-20,367.8151
2023-01-21,367.8151
2023-01-22,367.8151
2023-01-23,367.9895
2023-01-24,367.4663
2023-01-25,365.5481
2023-01-26,366.5944
2023-01-27,369.7333
2023-01-28,369.7333
2023-01-29,369.7333
2023-01-30,367.4663
2023-01-31,369.3845
2023-02-01,369.3845
2023-02-02,370.7796
2023-02-03,371.6515
2023-02-04,371.6515
2023-02-05,371.6515
2023-02-06,369.3845
2023-02-07,368.8614
2023-02-08,369.9077
2023-02-09,366.42
2023-02-10,367.4663
2023-02-11,367.4663
2023-02-12,367.4663
2023-02-13,367.4663
2023-02-14,367.8151
2023-02-15,367.9895
2023-02-16,367.6407
2023-02-17,368.8614
2023-02-18,368.8614
2023-02-19,368.8614
2023-02-20,368.8614
2023-02-21,365.5481
2023-02-22,366.7688
2023-02-23,366.3701
2023-02-24,366.0243
2023-02-25,366.0243
2023-02-26,366.0243
2023-02-27,366.1972
2023-02-28,366.543
2023-03-01,364.9868
2023-03-02,363.6035
2023-03-03,365.5056
2023-03-04,365.5056
2023-03-05,365.5056
2023-03-06,367.2347
2023-03-07,358.7619
2023-03-08,359.7994
2023-03-09,354.7848
2023-03-10,350.1161
2023-03-11,350.1161
2023-03-12,350.1161
2023-03-13,348.2141
2023-03-14,349.7703
