,CXT US Equity
2020-04-30,22.0039
2020-05-01,21.0621
2020-05-02,21.0621
2020-05-03,21.0621
2020-05-04,20.7211
2020-05-05,20.9714
2020-05-06,20.4676
2020-05-07,21.0027
2020-05-08,21.8099
2020-05-09,21.8099
2020-05-10,21.8099
2020-05-11,21.0434
2020-05-12,20.0953
2020-05-13,19.5509
2020-05-14,19.8231
2020-05-15,19.7918
2020-05-16,19.7918
2020-05-17,19.7918
2020-05-18,21.3907
2020-05-19,20.7711
2020-05-20,21.3031
2020-05-21,21.2436
2020-05-22,21.1904
2020-05-23,21.1904
2020-05-24,21.1904
2020-05-25,21.1904
2020-05-26,22.3982
2020-05-27,23.559
2020-05-28,22.8832
2020-05-29,22.4013
2020-05-30,22.4013
2020-05-31,22.4013
2020-06-01,22.7048
2020-06-02,22.8925
2020-06-03,23.8218
2020-06-04,24.5978
2020-06-05,25.5771
2020-06-06,25.5771
2020-06-07,25.5771
2020-06-08,25.8431
2020-06-09,24.9607
2020-06-10,23.6435
2020-06-11,21.6535
2020-06-12,22.1823
2020-06-13,22.1823
2020-06-14,22.1823
2020-06-15,22.1948
2020-06-16,23.074
2020-06-17,22.5421
2020-06-18,22.3731
2020-06-19,22.1729
2020-06-20,22.1729
2020-06-21,22.1729
2020-06-22,22.3293
2020-06-23,22.32
2020-06-24,21.9382
2020-06-25,22.4451
2020-06-26,22.5984
2020-06-27,22.5984
2020-06-28,22.5984
2020-06-29,23.3681
2020-06-30,46.0817
2020-07-01,44.492
2020-07-02,45.1154
2020-07-03,45.1154
2020-07-04,45.1154
2020-07-05,45.1154
2020-07-06,45.5892
2020-07-07,44.1803
2020-07-08,43.9746
2020-07-09,42.4596
2020-07-10,43.1392
2020-07-11,43.1392
2020-07-12,43.1392
2020-07-13,44.1678
2020-07-14,45.2401
2020-07-15,46.6989
2020-07-16,46.4433
2020-07-17,46.568
2020-07-18,46.568
2020-07-19,46.568
2020-07-20,45.7201
2020-07-21,46.4371
2020-07-22,46.8984
2020-07-23,47.0543
2020-07-24,46.78
2020-07-25,46.78
2020-07-26,46.78
2020-07-27,47.2974
2020-07-28,44.5481
2020-07-29,44.7079
2020-07-30,44.2899
2020-07-31,44.3086
2020-08-01,44.3086
2020-08-02,44.3086
2020-08-03,44.9138
2020-08-04,44.8889
2020-08-05,45.6875
2020-08-06,45.6563
2020-08-07,46.6172
2020-08-08,46.6172
2020-08-09,46.6172
2020-08-10,47.9649
2020-08-11,48.046
2020-08-12,47.6654
2020-08-13,47.0789
2020-08-14,47.0227
2020-08-15,47.0227
2020-08-16,47.0227
2020-08-17,46.3239
2020-08-18,45.126
2020-08-19,45.4379
2020-08-20,45.0012
2020-08-21,44.3835
2020-08-22,44.3835
2020-08-23,44.3835
2020-08-24,45.4442
2020-08-25,45.0199
2020-08-26,45.0449
2020-08-27,45.126
2020-08-28,45.3194
2020-08-29,45.3194
2020-08-30,45.3194
2020-08-31,44.2899
2020-09-01,45.0324
2020-09-02,45.6688
2020-09-03,44.4521
2020-09-04,44.6019
2020-09-05,44.6019
2020-09-06,44.6019
2020-09-07,44.6019
2020-09-08,43.5537
2020-09-09,43.9468
2020-09-10,42.6677
2020-09-11,42.9797
2020-09-12,42.9797
2020-09-13,42.9797
2020-09-14,43.2604
2020-09-15,42.3682
2020-09-16,42.1748
2020-09-17,43.092
2020-09-18,42.0687
2020-09-19,42.0687
2020-09-20,42.0687
2020-09-21,40.4715
2020-09-22,40.6961
2020-09-23,40.016
2020-09-24,39.9224
2020-09-25,39.9723
2020-09-26,39.9723
2020-09-27,39.9723
2020-09-28,40.8833
2020-09-29,40.3342
2020-09-30,61.9282
2020-10-01,61.2272
2020-10-02,61.5485
2020-10-03,61.5485
2020-10-04,61.5485
2020-10-05,61.9574
2020-10-06,62.2787
2020-10-07,63.1549
2020-10-08,63.4567
2020-10-09,63.5443
2020-10-10,63.5443
2020-10-11,63.5443
2020-10-12,65.0631
2020-10-13,64.1966
2020-10-14,64.2063
2020-10-15,65.5109
2020-10-16,66.134
2020-10-17,66.134
2020-10-18,66.134
2020-10-19,65.657
2020-10-20,67.02
2020-10-21,65.9004
2020-10-22,67.3218
2020-10-23,66.8058
2020-10-24,66.8058
2020-10-25,66.8058
2020-10-26,65.6472
2020-10-27,64.2648
2020-10-28,62.0561
2020-10-29,62.3291
2020-10-30,62.6021
2020-10-31,62.6021
2020-11-01,62.6021
2020-11-02,64.3375
2020-11-03,65.1955
2020-11-04,64.006
2020-11-05,66.3654
2020-11-06,64.63
2020-11-07,64.63
2020-11-08,64.63
2020-11-09,71.913
2020-11-10,74.3017
2020-11-11,72.5857
2020-11-12,71.1915
2020-11-13,73.0147
2020-11-14,73.0147
2020-11-15,73.0147
2020-11-16,76.9633
2020-11-17,76.7293
2020-11-18,76.2809
2020-11-19,76.6611
2020-11-20,77.4118
2020-11-21,77.4118
2020-11-22,77.4118
2020-11-23,79.9662
2020-11-24,83.8076
2020-11-25,83.2714
2020-11-26,83.2714
2020-11-27,82.3452
2020-11-28,82.3452
2020-11-29,82.3452
2020-11-30,80.912
2020-12-01,81.6822
2020-12-02,81.7797
2020-12-03,82.3257
2020-12-04,84.9873
2020-12-05,84.9873
2020-12-06,84.9873
2020-12-07,84.2366
2020-12-08,84.6363
2020-12-09,85.7283
2020-12-10,87.3662
2020-12-11,87.376
2020-12-12,87.376
2020-12-13,87.376
2020-12-14,86.7325
2020-12-15,89.5112
2020-12-16,88.6629
2020-12-17,88.6337
2020-12-18,88.5264
2020-12-19,88.5264
2020-12-20,88.5264
2020-12-21,87.1615
2020-12-22,87.0152
2020-12-23,87.6977
2020-12-24,88.0877
2020-12-25,88.0877
2020-12-26,88.0877
2020-12-27,88.0877
2020-12-28,87.7855
2020-12-29,86.6935
2020-12-30,87.9317
2020-12-31,21.261
2021-01-01,21.261
2021-01-02,21.261
2021-01-03,21.261
2021-01-04,20.9085
2021-01-05,21.5038
2021-01-06,22.6058
2021-01-07,22.4984
2021-01-08,22.0618
2021-01-09,22.0618
2021-01-10,22.0618
2021-01-11,22.0898
2021-01-12,22.2159
2021-01-13,21.9684
2021-01-14,22.2812
2021-01-15,21.9778
2021-01-16,21.9778
2021-01-17,21.9778
2021-01-18,21.9778
2021-01-19,22.2206
2021-01-20,22.3396
2021-01-21,22.0921
2021-01-22,21.9614
2021-01-23,21.9614
2021-01-24,21.9614
2021-01-25,21.4781
2021-01-26,21.1817
2021-01-27,20.8175
2021-01-28,20.9085
2021-01-29,20.7988
2021-01-30,20.7988
2021-01-31,20.7988
2021-02-01,21.4711
2021-02-02,21.8797
2021-02-03,21.84
2021-02-04,22.1108
2021-02-05,22.2019
2021-02-06,22.2019
2021-02-07,22.2019
2021-02-08,22.5567
2021-02-09,22.3326
2021-02-10,22.4143
2021-02-11,22.5521
2021-02-12,22.5847
2021-02-13,22.5847
2021-02-14,22.5847
2021-02-15,22.5847
2021-02-16,22.6781
2021-02-17,22.6151
2021-02-18,22.3863
2021-02-19,22.9093
2021-02-20,22.9093
2021-02-21,22.9093
2021-02-22,23.1497
2021-02-23,23.1972
2021-02-24,23.6015
2021-02-25,23.1178
2021-02-26,22.7275
2021-02-27,22.7275
2021-02-28,22.7275
2021-03-01,23.3561
2021-03-02,23.6179
2021-03-03,23.8843
2021-03-04,23.4029
2021-03-05,24.0478
2021-03-06,24.0478
2021-03-07,24.0478
2021-03-08,24.3143
2021-03-09,24.0221
2021-03-10,24.4241
2021-03-11,24.5783
2021-03-12,24.9826
2021-03-13,24.9826
2021-03-14,24.9826
2021-03-15,25.3471
2021-03-16,24.833
2021-03-17,25.1742
2021-03-18,25.1929
2021-03-19,25.0574
2021-03-20,25.0574
2021-03-21,25.0574
2021-03-22,24.7723
2021-03-23,24.0759
2021-03-24,24.3376
2021-03-25,24.8541
2021-03-26,25.3285
2021-03-27,25.3285
2021-03-28,25.3285
2021-03-29,24.9265
2021-03-30,25.2186
2021-03-31,19.8906
2021-04-01,20.1011
2021-04-02,20.1011
2021-04-03,20.1011
2021-04-04,20.1011
2021-04-05,20.0157
2021-04-06,20.01
2021-04-07,19.828
2021-04-08,19.8792
2021-04-09,20.1466
2021-04-10,20.1466
2021-04-11,20.1466
2021-04-12,20.1523
2021-04-13,19.9664
2021-04-14,20.0176
2021-04-15,19.9873
2021-04-16,19.993
2021-04-17,19.993
2021-04-18,19.993
2021-04-19,19.8014
2021-04-20,19.6364
2021-04-21,20.0309
2021-04-22,19.9
2021-04-23,20.1599
2021-04-24,20.1599
2021-04-25,20.1599
2021-04-26,20.1636
2021-04-27,20.1466
2021-04-28,20.3666
2021-04-29,20.1959
2021-04-30,19.919
2021-05-01,19.919
2021-05-02,19.919
2021-05-03,20.048
2021-05-04,20.5714
2021-05-05,20.5061
2021-05-06,20.8737
2021-05-07,20.9727
2021-05-08,20.9727
2021-05-09,20.9727
2021-05-10,20.8565
2021-05-11,20.4718
2021-05-12,19.9157
2021-05-13,20.3919
2021-05-14,20.847
2021-05-15,20.847
2021-05-16,20.847
2021-05-17,20.628
2021-05-18,20.2509
2021-05-19,19.9196
2021-05-20,19.9329
2021-05-21,20.0414
2021-05-22,20.0414
2021-05-23,20.0414
2021-05-24,20.3976
2021-05-25,20.2109
2021-05-26,20.3671
2021-05-27,20.4623
2021-05-28,20.2662
2021-05-29,20.2662
2021-05-30,20.2662
2021-05-31,20.2662
2021-06-01,20.2966
2021-06-02,20.1462
2021-06-03,19.9443
2021-06-04,20.0033
2021-06-05,20.0033
2021-06-06,20.0033
2021-06-07,19.7786
2021-06-08,19.8491
2021-06-09,19.4168
2021-06-10,19.5044
2021-06-11,19.6129
2021-06-12,19.6129
2021-06-13,19.6129
2021-06-14,19.373
2021-06-15,19.573
2021-06-16,19.352
2021-06-17,18.5712
2021-06-18,18.5541
2021-06-19,18.5541
2021-06-20,18.5541
2021-06-21,19.2778
2021-06-22,19.1159
2021-06-23,18.9978
2021-06-24,19.3311
2021-06-25,19.6206
2021-06-26,19.6206
2021-06-27,19.6206
2021-06-28,19.4301
2021-06-29,19.2892
2021-06-30,13.9491
2021-07-01,14.0283
2021-07-02,14.1143
2021-07-03,14.1143
2021-07-04,14.1143
2021-07-05,14.1143
2021-07-06,14.1143
2021-07-07,14.285
2021-07-08,13.9491
2021-07-09,14.2725
2021-07-10,14.2725
2021-07-11,14.2725
2021-07-12,14.199
2021-07-13,14.0435
2021-07-14,14.0657
2021-07-15,13.7951
2021-07-16,13.6826
2021-07-17,13.6826
2021-07-18,13.6826
2021-07-19,13.2093
2021-07-20,13.7798
2021-07-21,13.9852
2021-07-22,13.7895
2021-07-23,13.9436
2021-07-24,13.9436
2021-07-25,13.9436
2021-07-26,13.8672
2021-07-27,14.3822
2021-07-28,14.2503
2021-07-29,14.4544
2021-07-30,14.6237
2021-07-31,14.6237
2021-08-01,14.6237
2021-08-02,14.5141
2021-08-03,14.7486
2021-08-04,14.6308
2021-08-05,14.8147
2021-08-06,14.8802
2021-08-07,14.8802
2021-08-08,14.8802
2021-08-09,14.6433
2021-08-10,15.0362
2021-08-11,15.4807
2021-08-12,15.6312
2021-08-13,15.3428
2021-08-14,15.3428
2021-08-15,15.3428
2021-08-16,15.4041
2021-08-17,15.0864
2021-08-18,14.7046
2021-08-19,14.5834
2021-08-20,14.8676
2021-08-21,14.8676
2021-08-22,14.8676
2021-08-23,14.9261
2021-08-24,15.0892
2021-08-25,15.2717
2021-08-26,15.2759
2021-08-27,15.5977
2021-08-28,15.5977
2021-08-29,15.5977
2021-08-30,15.4361
2021-08-31,15.3079
2021-09-01,15.0181
2021-09-02,14.9206
2021-09-03,14.6809
2021-09-04,14.6809
2021-09-05,14.6809
2021-09-06,14.6809
2021-09-07,14.3786
2021-09-08,14.4399
2021-09-09,14.2964
2021-09-10,14.21
2021-09-11,14.21
2021-09-12,14.21
2021-09-13,14.4287
2021-09-14,14.3535
2021-09-15,14.405
2021-09-16,14.242
2021-09-17,13.9229
2021-09-18,13.9229
2021-09-19,13.9229
2021-09-20,13.739
2021-09-21,13.5481
2021-09-22,13.739
2021-09-23,13.9592
2021-09-24,14.1027
2021-09-25,14.1027
2021-09-26,14.1027
2021-09-27,14.2587
2021-09-28,14.3214
2021-09-29,14.5095
2021-09-30,12.1566
2021-10-01,12.432
2021-10-02,12.432
2021-10-03,12.432
2021-10-04,12.3171
2021-10-05,12.3578
2021-10-06,12.183
2021-10-07,12.3817
2021-10-08,12.2751
2021-10-09,12.2751
2021-10-10,12.2751
2021-10-11,11.8298
2021-10-12,11.7938
2021-10-13,11.6286
2021-10-14,11.9483
2021-10-15,11.9615
2021-10-16,11.9615
2021-10-17,11.9615
2021-10-18,12.0525
2021-10-19,11.886
2021-10-20,12.0453
2021-10-21,12.153
2021-10-22,12.0968
2021-10-23,12.0968
2021-10-24,12.0968
2021-10-25,11.9986
2021-10-26,12.9576
2021-10-27,12.8199
2021-10-28,12.9588
2021-10-29,13.1707
2021-10-30,13.1707
2021-10-31,13.1707
2021-11-01,13.4856
2021-11-02,13.3623
2021-11-03,13.3707
2021-11-04,13.2388
2021-11-05,13.541
2021-11-06,13.541
2021-11-07,13.541
2021-11-08,13.6717
2021-11-09,13.7233
2021-11-10,13.5686
2021-11-11,13.5805
2021-11-12,13.6165
2021-11-13,13.6165
2021-11-14,13.6165
2021-11-15,13.7329
2021-11-16,13.6321
2021-11-17,13.3815
2021-11-18,13.439
2021-11-19,13.2424
2021-11-20,13.2424
2021-11-21,13.2424
2021-11-22,13.4175
2021-11-23,13.4318
2021-11-24,13.3827
2021-11-25,13.3827
2021-11-26,12.8082
2021-11-27,12.8082
2021-11-28,12.8082
2021-11-29,12.7771
2021-11-30,12.3825
2021-12-01,12.1343
2021-12-02,12.6703
2021-12-03,12.5624
2021-12-04,12.5624
2021-12-05,12.5624
2021-12-06,12.927
2021-12-07,13.0229
2021-12-08,13.1572
2021-12-09,13.144
2021-12-10,13.21
2021-12-11,13.21
2021-12-12,13.21
2021-12-13,12.7986
2021-12-14,12.7231
2021-12-15,12.8226
2021-12-16,12.6164
2021-12-17,12.3189
2021-12-18,12.3189
2021-12-19,12.3189
2021-12-20,12.1594
2021-12-21,12.5828
2021-12-22,12.5672
2021-12-23,12.7591
2021-12-24,12.7591
2021-12-25,12.7591
2021-12-26,12.7591
2021-12-27,13.0421
2021-12-28,13.108
2021-12-29,13.0373
2021-12-30,12.9042
2021-12-31,12.1773
2022-01-01,12.1773
2022-01-02,12.1773
2022-01-03,12.2428
2022-01-04,12.5436
2022-01-05,12.4526
2022-01-06,12.4792
2022-01-07,12.5225
2022-01-08,12.5225
2022-01-09,12.5225
2022-01-10,12.245
2022-01-11,12.3427
2022-01-12,12.4503
2022-01-13,12.6091
2022-01-14,12.7423
2022-01-15,12.7423
2022-01-16,12.7423
2022-01-17,12.7423
2022-01-18,12.4814
2022-01-19,12.2838
2022-01-20,12.1285
2022-01-21,11.9398
2022-01-22,11.9398
2022-01-23,11.9398
2022-01-24,12.2084
2022-01-25,12.1495
2022-01-26,12.1773
2022-01-27,11.8976
2022-01-28,11.9731
2022-01-29,11.9731
2022-01-30,11.9731
2022-01-31,12.3749
2022-02-01,12.3982
2022-02-02,12.4881
2022-02-03,12.174
2022-02-04,12.235
2022-02-05,12.235
2022-02-06,12.235
2022-02-07,12.1762
2022-02-08,12.2872
2022-02-09,12.518
2022-02-10,12.3171
2022-02-11,12.1717
2022-02-12,12.1717
2022-02-13,12.1717
2022-02-14,12.1962
2022-02-15,12.4037
2022-02-16,12.4437
2022-02-17,12.2417
2022-02-18,12.2095
2022-02-19,12.2095
2022-02-20,12.2095
2022-02-21,12.2095
2022-02-22,12.0286
2022-02-23,11.9187
2022-02-24,11.8854
2022-02-25,12.1584
2022-02-26,12.1584
2022-02-27,12.1584
2022-02-28,11.8421
2022-03-01,11.3362
2022-03-02,12.0941
2022-03-03,12.0898
2022-03-04,11.8103
2022-03-05,11.8103
2022-03-06,11.8103
2022-03-07,11.4372
2022-03-08,11.5963
2022-03-09,11.9576
2022-03-10,11.8651
2022-03-11,11.9167
2022-03-12,11.9167
2022-03-13,11.9167
2022-03-14,12.0188
2022-03-15,12.0242
2022-03-16,12.3553
2022-03-17,12.494
2022-03-18,12.6671
2022-03-19,12.6671
2022-03-20,12.6671
2022-03-21,12.638
2022-03-22,12.7359
2022-03-23,12.4499
2022-03-24,12.5176
2022-03-25,12.6724
2022-03-26,12.6724
2022-03-27,12.6724
2022-03-28,12.4789
2022-03-29,12.7251
2022-03-30,12.7165
2022-03-31,12.8815
2022-04-01,12.9266
2022-04-02,12.9266
2022-04-03,12.9266
2022-04-04,12.8718
2022-04-05,12.5207
2022-04-06,12.3059
2022-04-07,12.2415
2022-04-08,12.2447
2022-04-09,12.2447
2022-04-10,12.2447
2022-04-11,12.278
2022-04-12,12.3822
2022-04-13,12.5615
2022-04-14,12.6023
2022-04-15,12.6023
2022-04-16,12.6023
2022-04-17,12.6023
2022-04-18,12.4095
2022-04-19,12.6524
2022-04-20,12.997
2022-04-21,12.8517
2022-04-22,12.3915
2022-04-23,12.3915
2022-04-24,12.3915
2022-04-25,12.383
2022-04-26,11.752
2022-04-27,11.4222
2022-04-28,11.7234
2022-04-29,11.4593
2022-04-30,11.4593
2022-05-01,11.4593
2022-05-02,11.6078
2022-05-03,11.6746
2022-05-04,11.9193
2022-05-05,11.588
2022-05-06,11.4134
2022-05-07,11.4134
2022-05-08,11.4134
2022-05-09,11.2071
2022-05-10,10.9933
2022-05-11,10.7086
2022-05-12,10.8155
2022-05-13,10.8631
2022-05-14,10.8631
2022-05-15,10.8631
2022-05-16,10.8631
2022-05-17,11.2092
2022-05-18,11.2198
2022-05-19,10.9213
2022-05-20,10.7584
2022-05-21,10.7584
2022-05-22,10.7584
2022-05-23,10.86
2022-05-24,10.7965
2022-05-25,10.8504
2022-05-26,11.2409
2022-05-27,11.3552
2022-05-28,11.3552
2022-05-29,11.3552
2022-05-30,11.3552
2022-05-31,11.3774
2022-06-01,11.1309
2022-06-02,11.4462
2022-06-03,11.3065
2022-06-04,11.3065
2022-06-05,11.3065
2022-06-06,11.4896
2022-06-07,11.8843
2022-06-08,11.4642
2022-06-09,11.3055
2022-06-10,11.0219
2022-06-11,11.0219
2022-06-12,11.0219
2022-06-13,10.5901
2022-06-14,10.5647
2022-06-15,10.6843
2022-06-16,10.2187
2022-06-17,10.1689
2022-06-18,10.1689
2022-06-19,10.1689
2022-06-20,10.1689
2022-06-21,10.224
2022-06-22,10.3203
2022-06-23,10.2335
2022-06-24,10.6303
2022-06-25,10.6303
2022-06-26,10.6303
2022-06-27,10.5541
2022-06-28,10.551
2022-06-29,10.3954
2022-06-30,11.3908
2022-07-01,11.4727
2022-07-02,11.4727
2022-07-03,11.4727
2022-07-04,11.4727
2022-07-05,11.518
2022-07-06,11.5681
2022-07-07,11.7674
2022-07-08,11.6928
2022-07-09,11.6928
2022-07-10,11.6928
2022-07-11,11.6891
2022-07-12,11.672
2022-07-13,11.4593
2022-07-14,11.4299
2022-07-15,11.6476
2022-07-16,11.6476
2022-07-17,11.6476
2022-07-18,11.5669
2022-07-19,12.0302
2022-07-20,12.1525
2022-07-21,12.3677
2022-07-22,12.2698
2022-07-23,12.2698
2022-07-24,12.2698
2022-07-25,12.2674
2022-07-26,12.0155
2022-07-27,12.1451
2022-07-28,12.4703
2022-07-29,12.7809
2022-07-30,12.7809
2022-07-31,12.7809
2022-08-01,12.7198
2022-08-02,12.6916
2022-08-03,12.7963
2022-08-04,12.9921
2022-08-05,12.8979
2022-08-06,12.8979
2022-08-07,12.8979
2022-08-08,12.915
2022-08-09,12.8416
2022-08-10,13.079
2022-08-11,13.2674
2022-08-12,13.5916
2022-08-13,13.5916
2022-08-14,13.5916
2022-08-15,13.6344
2022-08-16,13.851
2022-08-17,13.5353
2022-08-18,13.6552
2022-08-19,13.3909
2022-08-20,13.3909
2022-08-21,13.3909
2022-08-22,13.1303
2022-08-23,13.167
2022-08-24,13.1719
2022-08-25,13.2613
2022-08-26,12.6923
2022-08-27,12.6923
2022-08-28,12.6923
2022-08-29,12.57
2022-08-30,12.3461
2022-08-31,12.2311
2022-09-01,12.105
2022-09-02,12.0793
2022-09-03,12.0793
2022-09-04,12.0793
2022-09-05,12.0793
2022-09-06,12.05
2022-09-07,12.2996
2022-09-08,12.3571
2022-09-09,12.4329
2022-09-10,12.4329
2022-09-11,12.4329
2022-09-12,12.8012
2022-09-13,12.1968
2022-09-14,12.1222
2022-09-15,12.0414
2022-09-16,11.8004
2022-09-17,11.8004
2022-09-18,11.8004
2022-09-19,11.8958
2022-09-20,11.7404
2022-09-21,11.6242
2022-09-22,11.4296
2022-09-23,11.2571
2022-09-24,11.2571
2022-09-25,11.2571
2022-09-26,11.2082
2022-09-27,11.218
2022-09-28,11.4431
2022-09-29,11.3819
2022-09-30,20.2388
2022-10-01,20.2388
2022-10-02,20.2388
2022-10-03,20.7948
2022-10-04,21.7043
2022-10-05,21.6963
2022-10-06,21.9426
2022-10-07,21.4262
2022-10-08,21.4262
2022-10-09,21.4262
2022-10-10,21.5672
2022-10-11,21.5792
2022-10-12,21.5057
2022-10-13,21.9326
2022-10-14,21.6606
2022-10-15,21.6606
2022-10-16,21.6606
2022-10-17,21.9485
2022-10-18,22.6098
2022-10-19,22.4688
2022-10-20,21.9823
2022-10-21,22.6038
2022-10-22,22.6038
2022-10-23,22.6038
2022-10-24,22.6435
2022-10-25,22.306
2022-10-26,22.1153
2022-10-27,22.2503
2022-10-28,22.7865
2022-10-29,22.7865
2022-10-30,22.7865
2022-10-31,22.7806
2022-11-01,23.3097
2022-11-02,22.5386
2022-11-03,22.8923
2022-11-04,23.4369
2022-11-05,23.4369
2022-11-06,23.4369
2022-11-07,23.6376
2022-11-08,23.3614
2022-11-09,22.9341
2022-11-10,23.5303
2022-11-11,23.57
2022-11-12,23.57
2022-11-13,23.57
2022-11-14,23.7966
2022-11-15,23.8542
2022-11-16,23.6595
2022-11-17,23.2898
2022-11-18,23.6813
2022-11-19,23.6813
2022-11-20,23.6813
2022-11-21,23.5343
2022-11-22,23.6058
2022-11-23,23.9119
2022-11-24,23.9119
2022-11-25,24.21
2022-11-26,24.21
2022-11-27,24.21
2022-11-28,23.7827
2022-11-29,23.5979
2022-11-30,23.9099
2022-12-01,24.4147
2022-12-02,23.8662
2022-12-03,23.8662
2022-12-04,23.8662
2022-12-05,23.1785
2022-12-06,22.9599
2022-12-07,22.9221
2022-12-08,22.9837
2022-12-09,22.6419
2022-12-10,22.6419
2022-12-11,22.6419
2022-12-12,23.3236
2022-12-13,23.4329
2022-12-14,23.3315
2022-12-15,22.4054
2022-12-16,21.9861
2022-12-17,21.9861
2022-12-18,21.9861
2022-12-19,22.151
2022-12-20,22.2265
2022-12-21,22.7413
2022-12-22,22.5604
2022-12-23,22.628
2022-12-24,22.628
2022-12-25,22.628
2022-12-26,22.628
2022-12-27,22.8287
2022-12-28,22.3537
2022-12-29,22.8406
2022-12-30,19.8597
2022-12-31,19.8597
2023-01-01,19.8597
2023-01-02,19.8597
2023-01-03,20.0166
2023-01-04,20.1576
2023-01-05,20.2263
2023-01-06,20.5331
2023-01-07,20.5331
2023-01-08,20.5331
2023-01-09,20.6617
2023-01-10,20.7922
2023-01-11,20.7922
2023-01-12,21.1888
2023-01-13,21.1395
2023-01-14,21.1395
2023-01-15,21.1395
2023-01-16,21.1395
2023-01-17,21.2611
2023-01-18,21.083
2023-01-19,20.7834
2023-01-20,21.2294
2023-01-21,21.2294
2023-01-22,21.2294
2023-01-23,21.5713
2023-01-24,22.5127
2023-01-25,22.562
2023-01-26,22.7665
2023-01-27,22.1389
2023-01-28,22.1389
2023-01-29,22.1389
2023-01-30,22.2306
2023-01-31,22.5849
2023-02-01,22.7877
2023-02-02,23.0168
2023-02-03,23.1843
2023-02-04,23.1843
2023-02-05,23.1843
2023-02-06,23.2548
2023-02-07,23.3359
2023-02-08,23.2283
2023-02-09,22.9974
2023-02-10,23.1226
2023-02-11,23.1226
2023-02-12,23.1226
2023-02-13,23.417
2023-02-14,23.4205
2023-02-15,23.4275
2023-02-16,23.3059
2023-02-17,23.3747
2023-02-18,23.3747
2023-02-19,23.3747
2023-02-20,23.3747
2023-02-21,22.7753
2023-02-22,22.8793
2023-02-23,22.9904
2023-02-24,22.9657
2023-02-25,22.9657
2023-02-26,22.9657
2023-02-27,23.1138
2023-02-28,23.2671
2023-03-01,23.5809
2023-03-02,23.8378
2023-03-03,24.0097
2023-03-04,24.0097
2023-03-05,24.0097
2023-03-06,23.712
2023-03-07,23.2602
2023-03-08,23.3187
2023-03-09,22.9714
2023-03-10,21.756
2023-03-11,21.756
2023-03-12,21.756
2023-03-13,21.8853
2023-03-14,22.8952
2023-03-15,21.802
2023-03-16,21.9774
2023-03-17,21.6479
2023-03-18,21.6479
