,AVA US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-06,31.5926
2023-03-07,31.427
2023-03-08,31.5965
2023-03-09,31.5058
2023-03-10,31.1982
2023-03-11,31.1982
2023-03-12,31.1982
2023-03-13,31.2968
2023-03-14,31.5887
2023-03-15,31.6123
2023-03-16,31.7464
2023-03-17,31.6715
2023-03-18,31.6715
2023-03-19,31.6715
2023-03-20,31.9318
2023-03-21,31.4585
2023-03-22,31.2258
2023-03-23,30.9774
2023-03-24,31.5177
2023-03-25,31.5177
2023-03-26,31.5177
2023-03-27,31.6951
2023-03-28,31.6873
2023-03-29,31.9685
2023-03-30,32.0278
2023-03-31,33.296
2023-04-01,33.296
2023-04-02,33.296
2023-04-03,33.1895
2023-04-04,33.2592
2023-04-05,33.775
2023-04-06,33.9183
2023-04-07,33.9183
2023-04-08,33.9183
2023-04-09,33.9183
2023-04-10,33.9388
2023-04-11,34.1722
2023-04-12,34.1517
2023-04-13,34.0412
2023-04-14,33.6195
2023-04-15,33.6195
2023-04-16,33.6195
2023-04-17,33.8487
2023-04-18,33.775
2023-04-19,33.8406
2023-04-20,34.0248
2023-04-21,34.2009
2023-04-22,34.2009
2023-04-23,34.2009
2023-04-24,34.2131
2023-04-25,34.1599
2023-04-26,33.8037
2023-04-27,34.1845
2023-04-28,33.9593
2023-04-29,33.9593
2023-04-30,33.9593
2023-05-01,33.9798
2023-05-02,33.7791
2023-05-03,33.9051
2023-05-04,34.1399
2023-05-05,34.2594
2023-05-06,34.2594
2023-05-07,34.2594
2023-05-08,34.2059
2023-05-09,34.1647
2023-05-10,34.2265
2023-05-11,33.9504
2023-05-12,34.0534
2023-05-13,34.0534
2023-05-14,34.0534
2023-05-15,33.8968
2023-05-16,33.6455
2023-05-17,33.5383
2023-05-18,33.4353
2023-05-19,33.3983
2023-05-20,33.3983
2023-05-21,33.3983
2023-05-22,33.4312
2023-05-23,33.4724
2023-05-24,33.2211
2023-05-25,33.0151
2023-05-26,32.9491
2023-05-27,32.9491
2023-05-28,32.9491
2023-05-29,32.9491
2023-05-30,33.0563
2023-05-31,32.9533
2023-06-01,32.7101
2023-06-02,33.0439
2023-06-03,33.0439
2023-06-04,33.0439
2023-06-05,32.8626
2023-06-06,32.912
2023-06-07,33.3735
2023-06-08,33.2829
2023-06-09,33.1222
2023-06-10,33.1222
2023-06-11,33.1222
2023-06-12,32.809
2023-06-13,32.5824
2023-06-14,32.3682
2023-06-15,32.43
2023-06-16,32.5536
2023-06-17,32.5536
2023-06-18,32.5536
2023-06-19,32.5536
2023-06-20,32.397
2023-06-21,32.397
2023-06-22,32.1663
2023-06-23,31.746
2023-06-24,31.746
2023-06-25,31.746
2023-06-26,31.9273
2023-06-27,32.0138
2023-06-28,32.0468
2023-06-29,32.1663
2023-06-30,28.8189
2023-07-01,28.8189
2023-07-02,28.8189
2023-07-03,28.7518
2023-07-04,28.7518
2023-07-05,28.7704
2023-07-06,28.5842
2023-07-07,28.1037
2023-07-08,28.1037
2023-07-09,28.1037
2023-07-10,27.9361
2023-07-11,28.1409
2023-07-12,28.6326
2023-07-13,28.7034
2023-07-14,28.5879
2023-07-15,28.5879
2023-07-16,28.5879
2023-07-17,28.5209
2023-07-18,28.6214
2023-07-19,28.6997
2023-07-20,28.9306
2023-07-21,28.9343
2023-07-22,28.9343
2023-07-23,28.9343
2023-07-24,28.9157
2023-07-25,28.871
2023-07-26,28.8598
2023-07-27,28.681
2023-07-28,28.7034
2023-07-29,28.7034
2023-07-30,28.7034
2023-07-31,28.5842
2023-08-01,28.1633
2023-08-02,28.7439
2023-08-03,28.394
2023-08-04,28.1269
2023-08-05,28.1269
2023-08-06,28.1269
2023-08-07,28.1307
2023-08-08,28.0216
2023-08-09,28.0065
2023-08-10,27.8635
2023-08-11,27.8598
2023-08-12,27.8598
2023-08-13,27.8598
2023-08-14,27.5325
2023-08-15,26.9644
2023-08-16,27.0095
2023-08-17,26.7875
2023-08-18,26.8703
2023-08-19,26.8703
2023-08-20,26.8703
2023-08-21,26.6295
2023-08-22,26.5091
2023-08-23,26.4564
2023-08-24,26.3887
2023-08-25,26.7311
2023-08-26,26.7311
2023-08-27,26.7311
2023-08-28,26.7988
2023-08-29,26.8402
2023-08-30,26.8139
2023-08-31,26.716
2023-09-01,26.7424
2023-09-02,26.7424
2023-09-03,26.7424
2023-09-04,26.7424
2023-09-05,26.543
2023-09-06,26.5768
2023-09-07,26.7424
2023-09-08,26.8515
2023-09-09,26.8515
2023-09-10,26.8515
2023-09-11,27.017
2023-09-12,27.0659
2023-09-13,27.0772
2023-09-14,27.2766
2023-09-15,27.318
2023-09-16,27.318
2023-09-17,27.318
2023-09-18,27.1788
2023-09-19,27.175
2023-09-20,27.1525
2023-09-21,26.9606
2023-09-22,26.9192
2023-09-23,26.9192
2023-09-24,26.9192
2023-09-25,26.8101
2023-09-26,26.4753
2023-09-27,26.3624
2023-09-28,26.2683
2023-09-29,24.2347
2023-09-30,24.2347
2023-10-01,24.2347
2023-10-02,23.7868
2023-10-03,23.8764
2023-10-04,24.0004
2023-10-05,24.0107
2023-10-06,24.0866
2023-10-07,24.0866
2023-10-08,24.0866
2023-10-09,24.121
2023-10-10,24.1658
2023-10-11,24.3622
2023-10-12,24.2278
2023-10-13,24.3588
2023-10-14,24.3588
2023-10-15,24.3588
2023-10-16,24.5
2023-10-17,24.4863
2023-10-18,24.3415
2023-10-19,24.1279
2023-10-20,23.9349
2023-10-21,23.9349
2023-10-22,23.9349
2023-10-23,23.7971
2023-10-24,23.9039
2023-10-25,23.9591
2023-10-26,24.1589
2023-10-27,24.0487
2023-10-28,24.0487
2023-10-29,24.0487
2023-10-30,24.1727
2023-10-31,24.0004
2023-11-01,24.8278
2023-11-02,25.0438
2023-11-03,25.2877
2023-11-04,25.2877
2023-11-05,25.2877
2023-11-06,25.2528
2023-11-07,25.1553
2023-11-08,24.8801
2023-11-09,24.786
2023-11-10,24.7372
2023-11-11,24.7372
2023-11-12,24.7372
2023-11-13,24.6815
2023-11-14,25.2389
2023-11-15,25.3225
2023-11-16,25.2668
2023-11-17,25.3051
2023-11-18,25.3051
2023-11-19,25.3051
2023-11-20,25.2459
2023-11-21,25.1588
2023-11-22,25.1971
2023-11-23,25.1971
2023-11-24,25.1832
2023-11-25,25.1832
2023-11-26,25.1832
2023-11-27,25.0647
2023-11-28,25.0159
2023-11-29,24.901
2023-11-30,24.9079
2023-12-01,25.2424
2023-12-02,25.2424
2023-12-03,25.2424
2023-12-04,25.3364
2023-12-05,25.1866
2023-12-06,25.3504
2023-12-07,25.3295
2023-12-08,25.3225
2023-12-09,25.3225
2023-12-10,25.3225
2023-12-11,25.2912
2023-12-12,25.3086
2023-12-13,25.7266
2023-12-14,25.5141
2023-12-15,25.2284
2023-12-16,25.2284
2023-12-17,25.2284
2023-12-18,25.2075
2023-12-19,25.4549
2023-12-20,25.1936
2023-12-21,25.4688
2023-12-22,25.6186
2023-12-23,25.6186
2023-12-24,25.6186
2023-12-25,25.6186
2023-12-26,25.6151
2023-12-27,25.4932
2023-12-28,25.5768
2023-12-29,22.3973
2023-12-30,22.3973
2023-12-31,22.3973
2024-01-01,22.3973
2024-01-02,22.4904
2024-01-03,22.5715
2024-01-04,22.5354
2024-01-05,22.5384
2024-01-06,22.5384
2024-01-07,22.5384
2024-01-08,22.6345
2024-01-09,22.5384
2024-01-10,22.5024
2024-01-11,22.3193
2024-01-12,22.3823
2024-01-13,22.3823
2024-01-14,22.3823
2024-01-15,22.3823
2024-01-16,21.8479
2024-01-17,21.8539
2024-01-18,21.7188
2024-01-19,21.7728
2024-01-20,21.7728
2024-01-21,21.7728
2024-01-22,21.8899
2024-01-23,21.953
2024-01-24,21.6948
2024-01-25,21.8569
2024-01-26,21.8089
2024-01-27,21.8089
2024-01-28,21.8089
2024-01-29,21.938
2024-01-30,21.9169
2024-01-31,21.9827
2024-02-01,22.1313
2024-02-02,22.013
2024-02-03,22.013
2024-02-04,22.013
2024-02-05,21.7006
2024-02-06,21.64
2024-02-07,21.5672
2024-02-08,21.646
2024-02-09,21.7249
2024-02-10,21.7249
2024-02-11,21.7249
2024-02-12,21.7916
2024-02-13,21.4671
2024-02-14,21.458
2024-02-15,21.8917
2024-02-16,21.8492
2024-02-17,21.8492
2024-02-18,21.8492
2024-02-19,21.8492
2024-02-20,21.9615
2024-02-21,22.0798
2024-02-22,21.9766
2024-02-23,21.9372
2024-02-24,21.9372
2024-02-25,21.9372
2024-02-26,21.7461
2024-02-27,21.9129
2024-02-28,21.825
2024-02-29,21.737
2024-03-01,21.7704
2024-03-02,21.7704
2024-03-03,21.7704
2024-03-04,21.8189
2024-03-05,21.828
2024-03-06,21.7795
2024-03-07,21.9857
2024-03-08,22.01
2024-03-09,22.01
2024-03-10,22.01
2024-03-11,22.1435
2024-03-12,22.1131
2024-03-13,22.0585
2024-03-14,21.9008
2024-03-15,21.9615
2024-03-16,21.9615
2024-03-17,21.9615
2024-03-18,21.8583
2024-03-19,21.8614
2024-03-20,21.8917
2024-03-21,21.9222
2024-03-22,21.8828
2024-03-23,21.8828
2024-03-24,21.8828
2024-03-25,21.904
2024-03-26,21.8919
2024-03-27,22.1892
2024-03-28,22.2924
2024-03-29,22.2924
2024-03-30,22.2924
2024-03-31,22.2924
2024-04-01,22.1953
2024-04-02,22.3015
2024-04-03,22.1831
2024-04-04,22.171
2024-04-05,22.1649
2024-04-06,22.1649
2024-04-07,22.1649
2024-04-08,22.4198
