,MTZ US Equity
2023-03-20,80.7823
2023-03-21,81.7647
2023-03-22,80.0959
2023-03-23,80.5241
2023-03-24,82.7659
2023-03-25,82.7659
2023-03-26,82.7659
2023-03-27,84.3528
2023-03-28,84.7936
2023-03-29,84.2898
2023-03-30,84.3654
2023-03-31,149.4389
2023-04-01,149.4389
2023-04-02,149.4389
2023-04-03,148.7521
2023-04-04,142.8976
2023-04-05,142.1889
2023-04-06,141.6438
2023-04-07,141.6438
2023-04-08,141.6438
2023-04-09,141.6438
2023-04-10,144.6201
2023-04-11,145.0453
2023-04-12,145.1107
2023-04-13,144.4457
2023-04-14,142.843
2023-04-15,142.843
2023-04-16,142.843
2023-04-17,144.0205
2023-04-18,143.0175
2023-04-19,142.8103
2023-04-20,143.072
2023-04-21,140.4336
2023-04-22,140.4336
2023-04-23,140.4336
2023-04-24,142.1235
2023-04-25,140.7607
2023-04-26,139.3652
2023-04-27,141.6002
2023-04-28,143.3009
2023-04-29,143.3009
2023-04-30,143.3009
2023-05-01,141.8182
2023-05-02,141.3494
2023-05-03,142.0908
2023-05-04,139.9692
2023-05-05,143.952
2023-05-06,143.952
2023-05-07,143.952
2023-05-08,142.5662
2023-05-09,144.7049
2023-05-10,145.065
2023-05-11,145.6215
2023-05-12,150.128
2023-05-13,150.128
2023-05-14,150.128
2023-05-15,152.3759
2023-05-16,150.8482
2023-05-17,151.4265
2023-05-18,154.2745
2023-05-19,152.1576
2023-05-20,152.1576
2023-05-21,152.1576
2023-05-22,153.347
2023-05-23,152.2013
2023-05-24,149.4952
2023-05-25,151.6775
2023-05-26,153.6744
2023-05-27,153.6744
2023-05-28,153.6744
2023-05-29,153.6744
2023-05-30,157.9627
2023-05-31,157.0788
2023-06-01,157.6353
2023-06-02,161.7381
2023-06-03,161.7381
2023-06-04,161.7381
2023-06-05,162.4256
2023-06-06,163.6913
2023-06-07,165.83
2023-06-08,167.4341
2023-06-09,166.5175
2023-06-10,166.5175
2023-06-11,166.5175
2023-06-12,166.4629
2023-06-13,166.6593
2023-06-14,164.0951
2023-06-15,165.7318
2023-06-16,166.5502
2023-06-17,166.5502
2023-06-18,166.5502
2023-06-19,166.5502
2023-06-20,166.2774
2023-06-21,169.9983
2023-06-22,170.2493
2023-06-23,167.0958
2023-06-24,167.0958
2023-06-25,167.0958
2023-06-26,169.8783
2023-06-27,173.6319
2023-06-28,172.5953
2023-06-29,173.8611
2023-06-30,111.7695
2023-07-01,111.7695
2023-07-02,111.7695
2023-07-03,111.927
2023-07-04,111.927
2023-07-05,110.4409
2023-07-06,109.7971
2023-07-07,110.2491
2023-07-08,110.2491
2023-07-09,110.2491
2023-07-10,110.5573
2023-07-11,109.9889
2023-07-12,109.5026
2023-07-13,111.0367
2023-07-14,109.8313
2023-07-15,109.8313
2023-07-16,109.8313
2023-07-17,110.0368
2023-07-18,110.297
2023-07-19,109.8587
2023-07-20,109.3999
2023-07-21,109.5232
2023-07-22,109.5232
2023-07-23,109.5232
2023-07-24,110.7696
2023-07-25,111.023
2023-07-26,110.7696
2023-07-27,111.5435
2023-07-28,111.1189
2023-07-29,111.1189
2023-07-30,111.1189
2023-07-31,111.6188
2023-08-01,114.4952
2023-08-02,114.5842
2023-08-03,113.8185
2023-08-04,99.1623
2023-08-05,99.1623
2023-08-06,99.1623
2023-08-07,96.8201
2023-08-08,94.4641
2023-08-09,94.8477
2023-08-10,95.4024
2023-08-11,95.4367
2023-08-12,95.4367
2023-08-13,95.4367
2023-08-14,95.6832
2023-08-15,95.2106
2023-08-16,95.0737
2023-08-17,94.7244
2023-08-18,95.464
2023-08-19,95.464
2023-08-20,95.464
2023-08-21,96.2585
2023-08-22,97.4159
2023-08-23,97.4639
2023-08-24,96.4913
2023-08-25,96.9776
2023-08-26,96.9776
2023-08-27,96.9776
2023-08-28,98.6281
2023-08-29,99.9773
2023-08-30,99.0733
2023-08-31,99.1144
2023-09-01,99.1007
2023-09-02,99.1007
2023-09-03,99.1007
2023-09-04,99.1007
2023-09-05,96.4571
2023-09-06,95.2654
2023-09-07,94.3135
2023-09-08,93.8067
2023-09-09,93.8067
2023-09-10,93.8067
2023-09-11,92.841
2023-09-12,91.3685
2023-09-13,88.3072
2023-09-14,90.6905
2023-09-15,88.7729
2023-09-16,88.7729
2023-09-17,88.7729
2023-09-18,88.4099
2023-09-19,88.0058
2023-09-20,87.1635
2023-09-21,84.4856
2023-09-22,83.4378
2023-09-23,83.4378
2023-09-24,83.4378
2023-09-25,81.3147
2023-09-26,80.4723
2023-09-27,80.9038
2023-09-28,80.849
2023-09-29,94.8106
2023-09-30,94.8106
2023-10-01,94.8106
2023-10-02,92.8361
2023-10-03,90.6642
2023-10-04,91.7749
2023-10-05,91.5198
2023-10-06,92.2767
2023-10-07,92.2767
2023-10-08,92.2767
2023-10-09,90.368
2023-10-10,93.0336
2023-10-11,90.7383
2023-10-12,90.3105
2023-10-13,88.081
2023-10-14,88.081
2023-10-15,88.081
2023-10-16,89.4302
2023-10-17,92.1944
2023-10-18,90.1048
2023-10-19,88.2537
2023-10-20,85.9173
2023-10-21,85.9173
2023-10-22,85.9173
2023-10-23,87.0773
2023-10-24,85.654
2023-10-25,84.4858
2023-10-26,85.8103
2023-10-27,84.2636
2023-10-28,84.2636
2023-10-29,84.2636
2023-10-30,83.7207
2023-10-31,84.5022
2023-11-01,75.8968
2023-11-02,76.2889
2023-11-03,78.0158
2023-11-04,78.0158
2023-11-05,78.0158
2023-11-06,75.5817
2023-11-07,76.256
2023-11-08,76.7165
2023-11-09,74.743
2023-11-10,76.108
2023-11-11,76.108
2023-11-12,76.108
2023-11-13,75.9764
2023-11-14,78.0898
2023-11-15,79.7426
2023-11-16,79.4383
2023-11-17,79.4877
2023-11-18,79.4877
2023-11-19,79.4877
2023-11-20,80.7787
2023-11-21,82.1684
2023-11-22,82.7522
2023-11-23,82.7522
2023-11-24,82.6207
2023-11-25,82.6207
2023-11-26,82.6207
2023-11-27,82.1849
2023-11-28,80.4909
2023-11-29,84.0762
2023-11-30,85.4659
2023-12-01,87.5052
2023-12-02,87.5052
2023-12-03,87.5052
2023-12-04,88.5248
2023-12-05,89.5692
2023-12-06,88.5989
2023-12-07,88.9031
2023-12-08,90.227
2023-12-09,90.227
2023-12-10,90.227
2023-12-11,90.9178
2023-12-12,91.222
2023-12-13,94.1905
2023-12-14,97.71
2023-12-15,95.5391
2023-12-16,95.5391
2023-12-17,95.5391
2023-12-18,94.281
2023-12-19,96.0325
2023-12-20,93.5985
2023-12-21,95.1691
2023-12-22,95.7036
2023-12-23,95.7036
2023-12-24,95.7036
2023-12-25,95.7036
2023-12-26,96.9453
2023-12-27,96.9535
2023-12-28,97.7594
2023-12-29,111.7219
2023-12-30,111.7219
2023-12-31,111.7219
2024-01-01,111.7219
2024-01-02,110.1476
2024-01-03,106.5956
2024-01-04,105.9954
2024-01-05,106.3988
2024-01-06,106.3988
2024-01-07,106.3988
2024-01-08,107.8845
2024-01-09,107.7172
2024-01-10,110.7674
2024-01-11,108.957
2024-01-12,107.9435
2024-01-13,107.9435
2024-01-14,107.9435
2024-01-15,107.9435
2024-01-16,105.2574
2024-01-17,102.4433
2024-01-18,104.5686
2024-01-19,99.3636
2024-01-20,99.3636
2024-01-21,99.3636
2024-01-22,100.869
2024-01-23,100.8395
2024-01-24,99.9737
2024-01-25,101.4102
2024-01-26,101.1249
2024-01-27,101.1249
2024-01-28,101.1249
2024-01-29,103.1419
2024-01-30,102.955
2024-01-31,101.8333
2024-02-01,106.202
2024-02-02,106.7923
2024-02-03,106.7923
2024-02-04,106.7923
2024-02-05,104.1357
2024-02-06,105.1295
2024-02-07,104.7654
2024-02-08,105.3656
2024-02-09,106.9695
2024-02-10,106.9695
2024-02-11,106.9695
2024-02-12,109.4293
2024-02-13,107.5401
2024-02-14,108.8291
2024-02-15,109.0259
2024-02-16,107.1564
2024-02-17,107.1564
2024-02-18,107.1564
2024-02-19,107.1564
2024-02-20,105.4148
2024-02-21,106.1725
2024-02-22,108.2682
2024-02-23,106.9891
2024-02-24,106.9891
2024-02-25,106.9891
2024-02-26,108.1699
2024-02-27,110.2755
2024-02-28,110.7773
2024-02-29,111.466
2024-03-01,121.1908
2024-03-02,121.1908
2024-03-03,121.1908
2024-03-04,123.9916
2024-03-05,122.705
2024-03-06,124.9219
2024-03-07,127.7523
2024-03-08,128.643
2024-03-09,128.643
2024-03-10,128.643
2024-03-11,124.8427
2024-03-12,124.4567
2024-03-13,123.0217
2024-03-14,120.7059
2024-03-15,120.7554
2024-03-16,120.7554
2024-03-17,120.7554
2024-03-18,122.6852
2024-03-19,122.2795
2024-03-20,122.804
2024-03-21,127.0397
2024-03-22,126.1589
2024-03-23,126.1589
2024-03-24,126.1589
2024-03-25,128.3164
2024-03-26,127.8414
2024-03-27,129.979
2024-03-28,129.504
2024-03-29,129.504
2024-03-30,129.504
2024-03-31,129.504
2024-04-01,130.1275
2024-04-02,128.8211
2024-04-03,131.2458
2024-04-04,128.2471
2024-04-05,129.6425
2024-04-06,129.6425
2024-04-07,129.6425
2024-04-08,130.4046
