,AEO US Equity
2020-03-28,8.0721
2020-03-29,8.0721
2020-03-30,8.0774
2020-03-31,7.9714
2020-04-01,7.4782
2020-04-02,7.3562
2020-04-03,7.335
2020-04-04,7.335
2020-04-05,7.335
2020-04-06,8.0934
2020-04-07,8.507
2020-04-08,8.7244
2020-04-09,8.8623
2020-04-10,8.8623
2020-04-11,8.8623
2020-04-12,8.8623
2020-04-13,8.4752
2020-04-14,8.804
2020-04-15,8.2896
2020-04-16,8.454
2020-04-17,8.6555
2020-04-18,8.6555
2020-04-19,8.6555
2020-04-20,8.2631
2020-04-21,8.1782
2020-04-22,7.288
2020-04-23,7.4245
2020-04-24,7.3405
2020-04-25,7.3405
2020-04-26,7.3405
2020-04-27,7.8444
2020-04-28,8.0177
2020-04-29,8.1699
2020-04-30,7.9284
2020-05-01,7.9284
2020-05-02,7.9284
2020-05-03,7.9284
2020-05-04,7.9284
2020-05-05,7.9284
2020-05-06,7.9284
2020-05-07,7.9284
2020-05-08,7.9284
2020-05-09,7.9284
2020-05-10,7.9284
2020-05-11,7.9284
2020-05-12,7.9284
2020-05-13,7.9284
2020-05-14,7.9284
2020-05-15,7.9284
2020-05-16,7.9284
2020-05-17,7.9284
2020-05-18,7.9284
2020-05-19,7.9284
2020-05-20,7.9284
2020-05-21,7.9284
2020-05-22,7.9284
2020-05-23,7.9284
2020-05-24,7.9284
2020-05-25,7.9284
2020-05-26,7.9284
2020-05-27,7.9284
2020-05-28,7.9284
2020-05-29,7.9284
2020-05-30,7.9284
2020-05-31,7.9284
2020-06-01,7.9284
2020-06-02,7.9284
2020-06-03,7.9284
2020-06-04,7.9284
2020-06-05,7.9284
2020-06-06,7.9284
2020-06-07,7.9284
2020-06-08,7.9284
2020-06-09,7.9284
2020-06-10,7.9284
2020-06-11,7.9284
2020-06-12,7.9284
2020-06-13,7.9284
2020-06-14,7.9284
2020-06-15,7.9284
2020-06-16,7.9284
2020-06-17,7.9284
2020-06-18,7.9284
2020-06-19,7.9284
2020-06-20,7.9284
2020-06-21,7.9284
2020-06-22,7.9284
2020-06-23,7.9284
2020-06-24,7.9284
2020-06-25,7.9284
2020-06-26,7.9284
2020-06-27,7.9284
2020-06-28,7.9284
2020-06-29,7.9284
2020-06-30,7.9284
2020-07-01,7.9284
2020-07-02,7.9284
2020-07-03,7.9284
2020-07-04,7.9284
2020-07-05,7.9284
2020-07-06,7.9284
2020-07-07,7.9284
2020-07-08,7.9284
2020-07-09,7.9284
2020-07-10,7.9284
2020-07-11,7.9284
2020-07-12,7.9284
2020-07-13,7.9284
2020-07-14,7.9284
2020-07-15,7.9284
2020-07-16,7.9284
2020-07-17,7.9284
2020-07-18,7.9284
2020-07-19,7.9284
2020-07-20,7.9284
2020-07-21,7.9284
2020-07-22,7.9284
2020-07-23,7.9284
2020-07-24,7.9284
2020-07-25,7.9284
2020-07-26,7.9284
2020-07-27,7.9284
2020-07-28,7.9284
2020-07-29,7.9284
2020-07-30,7.9284
2020-07-31,7.9284
2020-08-01,7.9284
2020-08-02,7.9284
2020-08-03,7.9284
2020-08-04,7.9284
2020-08-05,7.9284
2020-08-06,7.9284
2020-08-07,7.9284
2020-08-08,7.9284
2020-08-09,7.9284
2020-08-10,7.9284
2020-08-11,7.9284
2020-08-12,7.9284
2020-08-13,7.9284
2020-08-14,7.9284
2020-08-15,7.9284
2020-08-16,7.9284
2020-08-17,7.9284
2020-08-18,7.9284
2020-08-19,7.9284
2020-08-20,7.9284
2020-08-21,7.9284
2020-08-22,7.9284
2020-08-23,7.9284
2020-08-24,7.9284
2020-08-25,7.9284
2020-08-26,7.9284
2020-08-27,7.9284
2020-08-28,7.9284
2020-08-29,7.9284
2020-08-30,7.9284
2020-08-31,7.9284
2020-09-01,7.9284
2020-09-02,7.9284
2020-09-03,7.9284
2020-09-04,7.9284
2020-09-05,7.9284
2020-09-06,7.9284
2020-09-07,7.9284
2020-09-08,7.9284
2020-09-09,7.9284
2020-09-10,7.9284
2020-09-11,7.9284
2020-09-12,7.9284
2020-09-13,7.9284
2020-09-14,7.9284
2020-09-15,7.9284
2020-09-16,7.9284
2020-09-17,7.9284
2020-09-18,7.9284
2020-09-19,7.9284
2020-09-20,7.9284
2020-09-21,7.9284
2020-09-22,7.9284
2020-09-23,7.9284
2020-09-24,7.9284
2020-09-25,7.9284
2020-09-26,7.9284
2020-09-27,7.9284
2020-09-28,7.9284
2020-09-29,7.9284
2020-09-30,7.9284
2020-10-01,7.9284
2020-10-02,7.9284
2020-10-03,7.9284
2020-10-04,7.9284
2020-10-05,7.9284
2020-10-06,7.9284
2020-10-07,7.9284
2020-10-08,7.9284
2020-10-09,7.9284
2020-10-10,7.9284
2020-10-11,7.9284
2020-10-12,7.9284
2020-10-13,7.9284
2020-10-14,7.9284
2020-10-15,7.9284
2020-10-16,7.9284
2020-10-17,7.9284
2020-10-18,7.9284
2020-10-19,7.9284
2020-10-20,7.9284
2020-10-21,7.9284
2020-10-22,7.9284
2020-10-23,7.9284
2020-10-24,7.9284
2020-10-25,7.9284
2020-10-26,7.9284
2020-10-27,7.9284
2020-10-28,7.9284
2020-10-29,7.9284
2020-10-30,7.9284
2020-10-31,7.9284
2020-11-01,7.9284
2020-11-02,7.9284
2020-11-03,7.9284
2020-11-04,7.9284
2020-11-05,7.9284
2020-11-06,7.9284
2020-11-07,7.9284
2020-11-08,7.9284
2020-11-09,7.9284
2020-11-10,7.9284
2020-11-11,7.9284
2020-11-12,7.9284
2020-11-13,7.9284
2020-11-14,7.9284
2020-11-15,7.9284
2020-11-16,7.9284
2020-11-17,7.9284
2020-11-18,7.9284
2020-11-19,7.9284
2020-11-20,7.9284
2020-11-21,7.9284
2020-11-22,7.9284
2020-11-23,7.9284
2020-11-24,7.9284
2020-11-25,7.9284
2020-11-26,7.9284
2020-11-27,7.9284
2020-11-28,7.9284
2020-11-29,7.9284
2020-11-30,7.9284
2020-12-01,7.9284
2020-12-02,7.9284
2020-12-03,7.9284
2020-12-04,7.9284
2020-12-05,7.9284
2020-12-06,7.9284
2020-12-07,7.9284
2020-12-08,7.9284
2020-12-09,7.9284
2020-12-10,7.9284
2020-12-11,7.9284
2020-12-12,7.9284
2020-12-13,7.9284
2020-12-14,7.9284
2020-12-15,7.9284
2020-12-16,7.9284
2020-12-17,7.9284
2020-12-18,7.9284
2020-12-19,7.9284
2020-12-20,7.9284
2020-12-21,7.9284
2020-12-22,7.9284
2020-12-23,7.9284
2020-12-24,7.9284
2020-12-25,7.9284
2020-12-26,7.9284
2020-12-27,7.9284
2020-12-28,7.9284
2020-12-29,7.9284
2020-12-30,7.9284
2020-12-31,7.9284
2021-01-01,7.9284
2021-01-02,7.9284
2021-01-03,7.9284
2021-01-04,7.9284
2021-01-05,7.9284
2021-01-06,7.9284
2021-01-07,7.9284
2021-01-08,7.9284
2021-01-09,7.9284
2021-01-10,7.9284
2021-01-11,7.9284
2021-01-12,7.9284
2021-01-13,7.9284
2021-01-14,7.9284
2021-01-15,7.9284
2021-01-16,7.9284
2021-01-17,7.9284
2021-01-18,7.9284
2021-01-19,7.9284
2021-01-20,7.9284
2021-01-21,7.9284
2021-01-22,7.9284
2021-01-23,7.9284
2021-01-24,7.9284
2021-01-25,7.9284
2021-01-26,7.9284
2021-01-27,7.9284
2021-01-28,7.9284
2021-01-29,7.9284
2021-01-30,7.9284
2021-01-31,7.9284
2021-02-01,7.9284
2021-02-02,7.9284
2021-02-03,7.9284
2021-02-04,7.9284
2021-02-05,7.9284
2021-02-06,7.9284
2021-02-07,7.9284
2021-02-08,7.9284
2021-02-09,7.9284
2021-02-10,7.9284
2021-02-11,7.9284
2021-02-12,7.9284
2021-02-13,7.9284
2021-02-14,7.9284
2021-02-15,7.9284
2021-02-16,7.9284
2021-02-17,7.9284
2021-02-18,7.9284
2021-02-19,7.9284
2021-02-20,7.9284
2021-02-21,7.9284
2021-02-22,7.9284
2021-02-23,7.9284
2021-02-24,7.9284
2021-02-25,7.9284
2021-02-26,7.9284
2021-02-27,7.9284
2021-02-28,7.9284
2021-03-01,7.9284
2021-03-02,7.9284
2021-03-03,7.9284
2021-03-04,7.9284
2021-03-05,7.9284
2021-03-06,7.9284
2021-03-07,7.9284
2021-03-08,7.9284
2021-03-09,7.9284
2021-03-10,7.9284
2021-03-11,7.9284
2021-03-12,7.9284
2021-03-13,7.9284
2021-03-14,7.9284
2021-03-15,7.9284
2021-03-16,7.9284
2021-03-17,7.9284
2021-03-18,7.9284
2021-03-19,7.9284
2021-03-20,7.9284
2021-03-21,7.9284
2021-03-22,7.9284
2021-03-23,7.9284
2021-03-24,7.9284
2021-03-25,7.9284
2021-03-26,7.9284
2021-03-27,7.9284
2021-03-28,7.9284
2021-03-29,7.9284
2021-03-30,7.9284
2021-03-31,7.9284
2021-04-01,7.9284
2021-04-02,7.9284
2021-04-03,7.9284
2021-04-04,7.9284
2021-04-05,7.9284
2021-04-06,7.9284
2021-04-07,7.9284
2021-04-08,7.9284
2021-04-09,7.9284
2021-04-10,7.9284
2021-04-11,7.9284
2021-04-12,7.9284
2021-04-13,7.9284
2021-04-14,7.9284
2021-04-15,7.9284
2021-04-16,7.9284
2021-04-17,7.9284
2021-04-18,7.9284
2021-04-19,7.9284
2021-04-20,7.9284
2021-04-21,7.9284
2021-04-22,7.9284
2021-04-23,7.9284
2021-04-24,7.9284
2021-04-25,7.9284
2021-04-26,7.9284
2021-04-27,7.9284
2021-04-28,7.9284
2021-04-29,7.9284
2021-04-30,30.602
2021-05-01,30.602
2021-05-02,30.602
2021-05-03,31.9149
2021-05-04,31.6948
2021-05-05,31.5734
2021-05-06,31.8239
2021-05-07,32.2944
2021-05-08,32.2944
2021-05-09,32.2944
2021-05-10,32.2261
2021-05-11,31.4216
2021-05-12,30.1086
2021-05-13,30.5944
2021-05-14,32.1123
2021-05-15,32.1123
2021-05-16,32.1123
2021-05-17,32.6132
2021-05-18,31.5051
2021-05-19,30.7234
2021-05-20,29.2434
2021-05-21,29.2207
2021-05-22,29.2207
2021-05-23,29.2207
2021-05-24,29.1827
2021-05-25,29.6077
2021-05-26,31.0573
2021-05-27,31.6645
2021-05-28,31.2547
2021-05-29,31.2547
2021-05-30,31.2547
2021-05-31,31.2547
2021-06-01,30.4957
2021-06-02,29.9189
2021-06-03,29.7901
2021-06-04,29.9271
2021-06-05,29.9271
2021-06-06,29.9271
2021-06-07,29.5998
2021-06-08,30.3306
2021-06-09,30.0033
2021-06-10,29.714
2021-06-11,30.4904
2021-06-12,30.4904
2021-06-13,30.4904
2021-06-14,30.8254
2021-06-15,30.4067
2021-06-16,30.8102
2021-06-17,30.323
2021-06-18,29.5694
2021-06-19,29.5694
2021-06-20,29.5694
2021-06-21,30.5818
2021-06-22,31.7008
2021-06-23,32.3935
2021-06-24,33.0938
2021-06-25,32.9796
2021-06-26,32.9796
2021-06-27,32.9796
2021-06-28,32.2793
2021-06-29,32.6371
2021-06-30,32.934
2021-07-01,32.9949
2021-07-02,32.8655
2021-07-03,32.8655
2021-07-04,32.8655
2021-07-05,32.8655
2021-07-06,32.5762
2021-07-07,31.1984
2021-07-08,30.9624
2021-07-09,32.1271
2021-07-10,32.1271
2021-07-11,32.1271
2021-07-12,32.6295
2021-07-13,32.0738
2021-07-14,32.0662
2021-07-15,30.5437
2021-07-16,29.9119
2021-07-17,29.9119
2021-07-18,29.9119
2021-07-19,29.8282
2021-07-20,30.696
2021-07-21,31.1832
2021-07-22,30.7569
2021-07-23,30.6807
2021-07-24,30.6807
2021-07-25,30.6807
2021-07-26,31.1832
2021-07-27,30.8787
2021-07-28,30.5057
2021-07-29,30.5513
2021-07-30,16.6563
2021-07-31,16.6563
2021-08-01,16.6563
2021-08-02,16.761
2021-08-03,16.6144
2021-08-04,15.8984
2021-08-05,16.2753
2021-08-06,16.673
2021-08-07,16.673
2021-08-08,16.673
2021-08-09,16.3381
2021-08-10,16.9619
2021-08-11,17.0917
2021-08-12,16.3799
2021-08-13,16.1455
2021-08-14,16.1455
2021-08-15,16.1455
2021-08-16,15.6849
2021-08-17,15.1615
2021-08-18,15.3206
2021-08-19,15.5425
2021-08-20,15.777
2021-08-21,15.777
2021-08-22,15.777
2021-08-23,15.9361
2021-08-24,16.3841
2021-08-25,15.5174
2021-08-26,15.2452
2021-08-27,15.8524
2021-08-28,15.8524
2021-08-29,15.8524
2021-08-30,15.4713
2021-08-31,15.0024
2021-09-01,14.8056
2021-09-02,13.5878
2021-09-03,13.5457
2021-09-04,13.5457
2021-09-05,13.5457
2021-09-06,13.5457
2021-09-07,13.369
2021-09-08,13.3648
2021-09-09,13.5457
2021-09-10,13.6005
2021-09-11,13.6005
2021-09-12,13.6005
2021-09-13,13.592
2021-09-14,13.2259
2021-09-15,13.2848
2021-09-16,13.4994
2021-09-17,13.4616
2021-09-18,13.4616
2021-09-19,13.4616
2021-09-20,13.2595
2021-09-21,13.3311
2021-09-22,13.4658
2021-09-23,13.8446
2021-09-24,14.0087
2021-09-25,14.0087
2021-09-26,14.0087
2021-09-27,13.9288
2021-09-28,13.9204
2021-09-29,13.773
2021-09-30,13.0828
2021-10-01,13.2259
2021-10-02,13.2259
2021-10-03,13.2259
2021-10-04,13.0575
2021-10-05,12.6198
2021-10-06,12.3883
2021-10-07,12.7965
2021-10-08,12.6997
2021-10-09,12.6997
2021-10-10,12.6997
2021-10-11,12.3125
2021-10-12,12.4977
2021-10-13,12.3841
2021-10-14,12.4556
2021-10-15,12.5272
2021-10-16,12.5272
2021-10-17,12.5272
2021-10-18,12.9523
2021-10-19,12.8765
2021-10-20,12.7502
2021-10-21,12.6324
2021-10-22,12.4893
2021-10-23,12.4893
2021-10-24,12.4893
2021-10-25,12.5903
2021-10-26,12.5861
2021-10-27,12.3462
2021-10-28,12.4093
2021-10-29,9.7562
2021-10-30,9.7562
2021-10-31,9.7562
2021-11-01,10.2737
2021-11-02,10.1886
2021-11-03,10.6668
2021-11-04,10.657
2021-11-05,10.6865
2021-11-06,10.6865
2021-11-07,10.6865
2021-11-08,10.5849
2021-11-09,10.7749
2021-11-10,10.4866
2021-11-11,10.6373
2021-11-12,10.788
2021-11-13,10.788
2021-11-14,10.788
2021-11-15,10.8797
2021-11-16,11.0566
2021-11-17,10.7323
2021-11-18,11.2204
2021-11-19,10.8011
2021-11-20,10.8011
2021-11-21,10.8011
2021-11-22,10.9747
2021-11-23,11.4118
2021-11-24,11.2152
2021-11-25,11.2152
2021-11-26,10.7631
2021-11-27,10.7631
2021-11-28,10.7631
2021-11-29,10.8024
2021-11-30,10.4617
2021-12-01,10.442
2021-12-02,10.5829
2021-12-03,10.6026
2021-12-04,10.6026
2021-12-05,10.6026
2021-12-06,10.9171
2021-12-07,11.1038
2021-12-08,11.0547
2021-12-09,10.8155
2021-12-10,10.5272
2021-12-11,10.5272
2021-12-12,10.5272
2021-12-13,9.6983
2021-12-14,9.7835
2021-12-15,9.7999
2021-12-16,9.4232
2021-12-17,9.5313
2021-12-18,9.5313
2021-12-19,9.5313
2021-12-20,9.2266
2021-12-21,9.5345
2021-12-22,9.528
2021-12-23,9.5968
2021-12-24,9.5968
2021-12-25,9.5968
2021-12-26,9.5968
2021-12-27,9.8622
2021-12-28,9.9572
2021-12-29,10.4355
2021-12-30,10.4224
2021-12-31,10.275
2022-01-01,10.275
2022-01-02,10.275
2022-01-03,10.2586
2022-01-04,10.3274
2022-01-05,10.0129
2022-01-06,9.9637
2022-01-07,9.8261
2022-01-08,9.8261
2022-01-09,9.8261
2022-01-10,9.682
2022-01-11,9.8818
2022-01-12,9.6361
2022-01-13,9.8261
2022-01-14,9.7606
2022-01-15,9.7606
2022-01-16,9.7606
2022-01-17,9.7606
2022-01-18,9.5706
2022-01-19,9.4887
2022-01-20,8.971
2022-01-21,8.935
2022-01-22,8.935
2022-01-23,8.935
2022-01-24,9.5739
2022-01-25,9.7278
2022-01-26,9.3937
2022-01-27,9.4526
2022-01-28,8.7111
2022-01-29,8.7111
2022-01-30,8.7111
2022-01-31,8.8338
2022-02-01,8.9536
2022-02-02,8.8681
2022-02-03,8.7026
2022-02-04,8.7283
2022-02-05,8.7283
2022-02-06,8.7283
2022-02-07,8.7882
2022-02-08,9.0278
2022-02-09,9.0763
2022-02-10,9.0877
2022-02-11,8.7853
2022-02-12,8.7853
2022-02-13,8.7853
2022-02-14,8.7882
2022-02-15,8.8367
2022-02-16,8.8053
2022-02-17,8.4715
2022-02-18,8.3945
2022-02-19,8.3945
2022-02-20,8.3945
2022-02-21,8.3945
2022-02-22,8.249
2022-02-23,8.0322
2022-02-24,8.2889
2022-02-25,8.4144
2022-02-26,8.4144
2022-02-27,8.4144
2022-02-28,8.3346
2022-03-01,8.1662
2022-03-02,8.4059
2022-03-03,7.8382
2022-03-04,7.4787
2022-03-05,7.4787
2022-03-06,7.4787
2022-03-07,7.0308
2022-03-08,7.3332
2022-03-09,7.5158
2022-03-10,7.4901
2022-03-11,7.3018
2022-03-12,7.3018
2022-03-13,7.3018
2022-03-14,7.4083
2022-03-15,7.4798
2022-03-16,7.6769
2022-03-17,7.7711
2022-03-18,7.8711
2022-03-19,7.8711
2022-03-20,7.8711
2022-03-21,7.5055
2022-03-22,7.5626
2022-03-23,7.3226
2022-03-24,7.3369
2022-03-25,7.3055
2022-03-26,7.3055
2022-03-27,7.3055
2022-03-28,7.3255
2022-03-29,7.5683
2022-03-30,7.2455
2022-03-31,7.1198
2022-04-01,6.9056
2022-04-02,6.9056
2022-04-03,6.9056
2022-04-04,6.997
2022-04-05,6.8827
2022-04-06,6.8113
2022-04-07,6.8513
2022-04-08,6.9513
2022-04-09,6.9513
2022-04-10,6.9513
2022-04-11,7.037
2022-04-12,7.0713
2022-04-13,7.3112
2022-04-14,7.3198
2022-04-15,7.3198
2022-04-16,7.3198
2022-04-17,7.3198
2022-04-18,7.3655
2022-04-19,7.3998
2022-04-20,7.3741
2022-04-21,7.177
2022-04-22,6.7342
2022-04-23,6.7342
2022-04-24,6.7342
2022-04-25,6.8285
2022-04-26,6.6598
2022-04-27,6.5824
2022-04-28,6.7687
2022-04-29,8.4186
2022-04-30,8.4186
2022-05-01,8.4186
2022-05-02,8.5949
2022-05-03,8.4796
2022-05-04,8.6729
2022-05-05,8.4118
2022-05-06,8.188
2022-05-07,8.188
2022-05-08,8.188
2022-05-09,8.0523
2022-05-10,8.1066
2022-05-11,7.8726
2022-05-12,8.1168
2022-05-13,8.1608
2022-05-14,8.1608
2022-05-15,8.1608
2022-05-16,8.0795
2022-05-17,8.266
2022-05-18,7.8658
2022-05-19,7.8489
2022-05-20,7.8116
2022-05-21,7.8116
2022-05-22,7.8116
2022-05-23,7.6793
2022-05-24,7.4013
2022-05-25,7.893
2022-05-26,8.0491
2022-05-27,7.7337
2022-05-28,7.7337
2022-05-29,7.7337
2022-05-30,7.7337
2022-05-31,7.4014
2022-06-01,7.398
2022-06-02,7.3573
2022-06-03,7.632
2022-06-04,7.632
2022-06-05,7.632
2022-06-06,7.5099
2022-06-07,7.5608
2022-06-08,7.6625
2022-06-09,7.5167
2022-06-10,7.337
2022-06-11,7.337
2022-06-12,7.337
2022-06-13,7.32
2022-06-14,7.2217
2022-06-15,7.3878
2022-06-16,7.3166
2022-06-17,7.3098
2022-06-18,7.3098
2022-06-19,7.3098
2022-06-20,7.3098
2022-06-21,7.2827
2022-06-22,7.3336
2022-06-23,7.3268
2022-06-24,7.6761
2022-06-25,7.6761
2022-06-26,7.6761
2022-06-27,7.615
2022-06-28,7.4489
2022-06-29,7.2725
2022-06-30,7.086
2022-07-01,7.1708
2022-07-02,7.1708
2022-07-03,7.1708
2022-07-04,7.1708
2022-07-05,7.242
2022-07-06,7.2318
2022-07-07,7.2793
2022-07-08,7.2725
2022-07-09,7.2725
2022-07-10,7.2725
2022-07-11,7.3166
2022-07-12,7.2963
2022-07-13,7.3404
2022-07-14,7.2251
2022-07-15,7.2895
2022-07-16,7.2895
2022-07-17,7.2895
2022-07-18,7.2624
2022-07-19,7.3607
2022-07-20,7.4421
2022-07-21,7.4048
2022-07-22,7.4421
2022-07-23,7.4421
2022-07-24,7.4421
2022-07-25,7.3743
2022-07-26,7.0216
2022-07-27,7.2386
2022-07-28,7.3607
2022-07-29,10.9502
2022-07-30,10.9502
2022-07-31,10.9502
2022-08-01,10.9845
2022-08-02,10.7884
2022-08-03,11.0825
2022-08-04,11.009
2022-08-05,10.96
2022-08-06,10.96
2022-08-07,10.96
2022-08-08,11.2394
2022-08-09,10.6806
2022-08-10,10.911
2022-08-11,11.1561
2022-08-12,11.3473
2022-08-13,11.3473
2022-08-14,11.3473
2022-08-15,11.3669
2022-08-16,11.813
2022-08-17,11.4943
2022-08-18,11.6953
2022-08-19,11.46
2022-08-20,11.46
2022-08-21,11.46
2022-08-22,11.1904
2022-08-23,11.1953
2022-08-24,10.9894
2022-08-25,11.0531
2022-08-26,10.8325
2022-08-27,10.8325
2022-08-28,10.8325
2022-08-29,10.7541
2022-08-30,10.8178
2022-08-31,10.5678
2022-09-01,10.5384
2022-09-02,10.5139
2022-09-03,10.5139
2022-09-04,10.5139
2022-09-05,10.5139
2022-09-06,10.5776
2022-09-07,11.331
2022-09-08,10.7835
2022-09-09,10.8431
2022-09-10,10.8431
2022-09-11,10.8431
2022-09-12,11.0762
2022-09-13,10.7726
2022-09-14,10.8973
2022-09-15,10.8865
2022-09-16,10.9841
2022-09-17,10.9841
2022-09-18,10.9841
2022-09-19,11.0491
2022-09-20,10.8865
2022-09-21,10.9136
2022-09-22,10.8052
2022-09-23,10.5992
2022-09-24,10.5992
2022-09-25,10.5992
2022-09-26,10.3931
2022-09-27,10.5233
2022-09-28,10.6805
2022-09-29,10.4907
2022-09-30,10.3227
2022-10-01,10.3227
2022-10-02,10.3227
2022-10-03,10.5395
2022-10-04,10.7347
2022-10-05,10.8377
2022-10-06,10.8973
2022-10-07,10.7401
2022-10-08,10.7401
2022-10-09,10.7401
2022-10-10,10.5504
2022-10-11,10.4961
2022-10-12,10.4203
2022-10-13,10.5233
2022-10-14,10.3986
2022-10-15,10.3986
2022-10-16,10.3986
2022-10-17,10.5016
2022-10-18,10.5992
2022-10-19,10.4961
2022-10-20,10.4365
2022-10-21,10.6696
2022-10-22,10.6696
2022-10-23,10.6696
2022-10-24,10.8702
2022-10-25,11.0491
2022-10-26,11.0708
2022-10-27,11.1142
2022-10-28,15.2284
2022-10-29,15.2284
2022-10-30,15.2284
2022-10-31,15.3097
2022-11-01,15.2358
2022-11-02,14.5927
2022-11-03,14.9253
2022-11-04,15.2876
2022-11-05,15.2876
2022-11-06,15.2876
2022-11-07,15.4354
2022-11-08,15.4354
2022-11-09,14.9327
2022-11-10,15.6128
2022-11-11,16.0637
2022-11-12,16.0637
2022-11-13,16.0637
2022-11-14,16.049
2022-11-15,16.5368
2022-11-16,15.9085
2022-11-17,16.1968
2022-11-18,16.4629
2022-11-19,16.4629
2022-11-20,16.4629
2022-11-21,16.5221
2022-11-22,18.2666
2022-11-23,18.5964
2022-11-24,18.5964
2022-11-25,18.5964
2022-11-26,18.5964
2022-11-27,18.5964
2022-11-28,18.6038
2022-11-29,18.5225
2022-11-30,18.6112
2022-12-01,18.271
2022-12-02,18.7369
2022-12-03,18.7369
2022-12-04,18.7369
2022-12-05,18.8035
2022-12-06,18.4411
2022-12-07,18.7295
2022-12-08,18.9366
2022-12-09,18.6112
2022-12-10,18.6112
2022-12-11,18.6112
2022-12-12,18.6186
2022-12-13,18.3524
2022-12-14,18.2119
2022-12-15,17.7534
2022-12-16,17.6942
2022-12-17,17.6942
2022-12-18,17.6942
2022-12-19,17.6424
2022-12-20,17.4206
2022-12-21,17.5167
2022-12-22,17.5833
2022-12-23,17.7016
2022-12-24,17.7016
2022-12-25,17.7016
2022-12-26,17.7016
2022-12-27,17.3318
2022-12-28,17.2505
2022-12-29,17.2579
2022-12-30,17.2357
2022-12-31,17.2357
2023-01-01,17.2357
2023-01-02,17.2357
2023-01-03,17.5981
2023-01-04,18.2341
2023-01-05,17.8495
2023-01-06,18.0048
2023-01-07,18.0048
2023-01-08,18.0048
2023-01-09,17.9382
2023-01-10,18.1675
2023-01-11,18.7147
2023-01-12,18.6556
2023-01-13,18.308
2023-01-14,18.308
2023-01-15,18.308
2023-01-16,18.308
2023-01-17,18.345
2023-01-18,18.0935
2023-01-19,17.783
2023-01-20,17.9382
2023-01-21,17.9382
2023-01-22,17.9382
2023-01-23,18.6038
2023-01-24,18.4929
2023-01-25,18.4855
2023-01-26,18.6408
2023-01-27,16.7254
2023-01-28,16.7254
2023-01-29,16.7254
2023-01-30,16.6723
2023-01-31,17.0895
2023-02-01,17.3702
2023-02-02,17.7722
2023-02-03,17.3626
2023-02-04,17.3626
2023-02-05,17.3626
2023-02-06,16.9909
2023-02-07,17.1805
2023-02-08,16.733
2023-02-09,16.6344
2023-02-10,16.6647
2023-02-11,16.6647
2023-02-12,16.6647
2023-02-13,16.9985
2023-02-14,17.0061
2023-02-15,16.6495
2023-02-16,16.3992
2023-02-17,16.6647
2023-02-18,16.6647
2023-02-19,16.6647
2023-02-20,16.6647
2023-02-21,15.8834
2023-02-22,16.0427
2023-02-23,16.073
2023-02-24,15.944
2023-02-25,15.944
2023-02-26,15.944
2023-02-27,15.9213
2023-02-28,15.7468
2023-03-01,15.5648
2023-03-02,15.6937
2023-03-03,15.5572
2023-03-04,15.5572
2023-03-05,15.5572
2023-03-06,15.1475
2023-03-07,15.2234
2023-03-08,15.5117
2023-03-09,15.2689
2023-03-10,14.9503
2023-03-11,14.9503
2023-03-12,14.9503
2023-03-13,14.9623
2023-03-14,15.3264
2023-03-15,15.3739
