,TSLA US Equity
2020-11-29,313.3956
2020-11-30,303.714
2020-12-01,312.8624
2020-12-02,304.3644
2020-12-03,317.458
2020-12-04,320.4755
2020-12-05,320.4755
2020-12-06,320.4755
2020-12-07,343.2507
2020-12-08,347.5797
2020-12-09,323.3757
2020-12-10,335.4191
2020-12-11,326.3133
2020-12-12,326.3133
2020-12-13,326.3133
2020-12-14,342.2218
2020-12-15,338.7138
2020-12-16,333.1266
2020-12-17,350.7891
2020-12-18,371.6344
2020-12-19,371.6344
2020-12-20,371.6344
2020-12-21,347.569
2020-12-22,342.4937
2020-12-23,345.5005
2020-12-24,353.9186
2020-12-25,353.9186
2020-12-26,353.9186
2020-12-27,353.9186
2020-12-28,354.9422
2020-12-29,356.1684
2020-12-30,371.5171
2020-12-31,333.1264
2021-01-01,333.1264
2021-01-02,333.1264
2021-01-03,333.1264
2021-01-04,344.583
2021-01-05,347.1215
2021-01-06,357.0426
2021-01-07,385.5937
2021-01-08,416.0083
2021-01-09,416.0083
2021-01-10,416.0083
2021-01-11,383.2882
2021-01-12,401.4713
2021-01-13,403.8339
2021-01-14,399.3606
2021-01-15,390.4045
2021-01-16,390.4045
2021-01-17,390.4045
2021-01-18,390.4045
2021-01-19,399.1467
2021-01-20,401.9514
2021-01-21,399.3559
2021-01-22,400.1403
2021-01-23,400.1403
2021-01-24,400.1403
2021-01-25,416.3791
2021-01-26,417.4677
2021-01-27,408.4689
2021-01-28,394.8113
2021-01-29,374.893
2021-01-30,374.893
2021-01-31,374.893
2021-02-01,396.8934
2021-02-02,412.5714
2021-02-03,403.967
2021-02-04,401.7328
2021-02-05,402.7976
2021-02-06,402.7976
2021-02-07,402.7976
2021-02-08,413.2927
2021-02-09,406.5728
2021-02-10,385.0844
2021-02-11,388.377
2021-02-12,390.5239
2021-02-13,390.5239
2021-02-14,390.5239
2021-02-15,390.5239
2021-02-16,380.9446
2021-02-17,381.8737
2021-02-18,376.6893
2021-02-19,373.7626
2021-02-20,373.7626
2021-02-21,373.7626
2021-02-22,341.607
2021-02-23,334.0687
2021-02-24,354.8543
2021-02-25,326.0683
2021-02-26,322.8335
2021-02-27,322.8335
2021-02-28,322.8335
2021-03-01,343.4988
2021-03-02,328.0997
2021-03-03,312.099
2021-03-04,296.8106
2021-03-05,285.5032
2021-03-06,285.5032
2021-03-07,285.5032
2021-03-08,268.6793
2021-03-09,321.9093
2021-03-10,319.2521
2021-03-11,334.4346
2021-03-12,331.6089
2021-03-13,331.6089
2021-03-14,331.6089
2021-03-15,338.4492
2021-03-16,323.4978
2021-03-17,335.4984
2021-03-18,312.0797
2021-03-19,312.9028
2021-03-20,312.9028
2021-03-21,312.9028
2021-03-22,320.186
2021-03-23,316.412
2021-03-24,301.0611
2021-03-25,305.9326
2021-03-26,295.4965
2021-03-27,295.4965
2021-03-28,295.4965
2021-03-29,291.9247
2021-03-30,303.6365
2021-03-31,276.7605
2021-04-01,274.187
2021-04-02,274.187
2021-04-03,274.187
2021-04-04,274.187
2021-04-05,286.3882
2021-04-06,286.6255
2021-04-07,278.0264
2021-04-08,283.3691
2021-04-09,280.5458
2021-04-10,280.5458
2021-04-11,280.5458
2021-04-12,290.9397
2021-04-13,316.0666
2021-04-14,303.5365
2021-04-15,306.2932
2021-04-16,306.6804
2021-04-17,306.6804
2021-04-18,306.6804
2021-04-19,296.2074
2021-04-20,298.023
2021-04-21,308.4877
2021-04-22,298.3145
2021-04-23,302.358
2021-04-24,302.358
2021-04-25,302.358
2021-04-26,306.0225
2021-04-27,292.089
2021-04-28,288.8307
2021-04-29,281.5587
2021-04-30,295.1163
2021-05-01,295.1163
2021-05-02,295.1163
2021-05-03,284.8603
2021-05-04,280.1377
2021-05-05,279.026
2021-05-06,275.9333
2021-05-07,279.6236
2021-05-08,279.6236
2021-05-09,279.6236
2021-05-10,261.5147
2021-05-11,256.5664
2021-05-12,245.1527
2021-05-13,237.5464
2021-05-14,245.09
2021-05-15,245.09
2021-05-16,245.09
2021-05-17,239.6945
2021-05-18,240.1292
2021-05-19,234.1068
2021-05-20,243.8529
2021-05-21,241.3872
2021-05-22,241.3872
2021-05-23,241.3872
2021-05-24,252.0695
2021-05-25,251.3381
2021-05-26,257.373
2021-05-27,262.2712
2021-05-28,259.9182
2021-05-29,259.9182
2021-05-30,259.9182
2021-05-31,259.9182
2021-06-01,259.3665
2021-06-02,251.5178
2021-06-03,238.027
2021-06-04,248.981
2021-06-05,248.981
2021-06-06,248.981
2021-06-07,251.522
2021-06-08,250.8784
2021-06-09,248.8681
2021-06-10,253.6075
2021-06-11,253.5113
2021-06-12,253.5113
2021-06-13,253.5113
2021-06-14,256.7712
2021-06-15,249.1105
2021-06-16,251.4133
2021-06-17,256.3156
2021-06-18,259.12
2021-06-19,259.12
2021-06-20,259.12
2021-06-21,258.0835
2021-06-22,259.2871
2021-06-23,273.0203
2021-06-24,282.7372
2021-06-25,279.4147
2021-06-26,279.4147
2021-06-27,279.4147
2021-06-28,286.4568
2021-06-29,283.1301
2021-06-30,197.9105
2021-07-01,197.3894
2021-07-02,197.6763
2021-07-03,197.6763
2021-07-04,197.6763
2021-07-05,197.6763
2021-07-06,192.0193
2021-07-07,187.6477
2021-07-08,190.037
2021-07-09,191.2492
2021-07-10,191.2492
2021-07-11,191.2492
2021-07-12,199.6674
2021-07-13,194.6428
2021-07-14,190.2039
2021-07-15,189.3899
2021-07-16,187.5218
2021-07-17,187.5218
2021-07-18,187.5218
2021-07-19,188.1074
2021-07-20,192.2887
2021-07-21,190.7632
2021-07-22,188.9975
2021-07-23,187.2758
2021-07-24,187.2758
2021-07-25,187.2758
2021-07-26,191.4454
2021-07-27,192.9155
2021-07-28,193.5775
2021-07-29,202.7163
2021-07-30,205.6804
2021-07-31,205.6804
2021-08-01,205.6804
2021-08-02,212.442
2021-08-03,212.463
2021-08-04,212.8181
2021-08-05,213.9345
2021-08-06,209.2613
2021-08-07,209.2613
2021-08-08,209.2613
2021-08-09,213.6727
2021-08-10,212.5383
2021-08-11,211.8853
2021-08-12,216.2275
2021-08-13,214.6988
2021-08-14,214.6988
2021-08-15,214.6988
2021-08-16,207.8215
2021-08-17,201.5917
2021-08-18,208.6801
2021-08-19,203.9545
2021-08-20,206.022
2021-08-21,206.022
2021-08-22,206.022
2021-08-23,213.9508
2021-08-24,214.6177
2021-08-25,215.4428
2021-08-26,212.3858
2021-08-27,215.6621
2021-08-28,215.6621
2021-08-29,215.6621
2021-08-30,221.4443
2021-08-31,222.9089
2021-09-01,222.4126
2021-09-02,221.8949
2021-09-03,222.2542
2021-09-04,222.2542
2021-09-05,222.2542
2021-09-06,222.2542
2021-09-07,228.1461
2021-09-08,228.4354
2021-09-09,228.7368
2021-09-10,223.0764
2021-09-11,223.0764
2021-09-12,223.0764
2021-09-13,225.1256
2021-09-14,225.5793
2021-09-15,229.0322
2021-09-16,229.3854
2021-09-17,230.1466
2021-09-18,230.1466
2021-09-19,230.1466
2021-09-20,221.219
2021-09-21,224.0233
2021-09-22,227.8477
2021-09-23,228.3653
2021-09-24,234.6835
2021-09-25,234.6835
2021-09-26,234.6835
2021-09-27,239.8506
2021-09-28,235.6487
2021-09-29,236.7905
2021-09-30,172.2012
2021-10-01,172.1432
2021-10-02,172.1432
2021-10-03,172.1432
2021-10-04,173.5526
2021-10-05,173.3426
2021-10-06,173.8251
2021-10-07,176.2507
2021-10-08,174.4371
2021-10-09,174.4371
2021-10-10,174.4371
2021-10-11,175.8777
2021-10-12,178.9556
2021-10-13,180.1528
2021-10-14,181.77
2021-10-15,187.2892
2021-10-16,187.2892
2021-10-17,187.2892
2021-10-18,193.3377
2021-10-19,192.0333
2021-10-20,192.3751
2021-10-21,198.6738
2021-10-22,202.1761
2021-10-23,202.1761
2021-10-24,202.1761
2021-10-25,228.4733
2021-10-26,227.0335
2021-10-27,231.3842
2021-10-28,240.1573
2021-10-29,248.4332
2021-10-30,248.4332
2021-10-31,248.4332
2021-11-01,269.6135
2021-11-02,261.4204
2021-11-03,270.7935
2021-11-04,274.3874
2021-11-05,272.6364
2021-11-06,272.6364
2021-11-07,272.6364
2021-11-08,259.3917
2021-11-09,228.1688
2021-11-10,238.1219
2021-11-11,237.1277
2021-11-12,230.3901
2021-11-13,230.3901
2021-11-14,230.3901
2021-11-15,225.905
2021-11-16,235.1617
2021-11-17,242.8376
2021-11-18,244.4878
2021-11-19,253.5967
2021-11-20,253.5967
2021-11-21,253.5967
2021-11-22,258.0325
2021-11-23,247.3204
2021-11-24,248.8811
2021-11-25,248.8811
2021-11-26,241.25
2021-11-27,241.25
2021-11-28,241.25
2021-11-29,253.5811
2021-11-30,255.3209
2021-12-01,244.1788
2021-12-02,241.8501
2021-12-03,226.2588
2021-12-04,226.2588
2021-12-05,226.2588
2021-12-06,224.9243
2021-12-07,234.4944
2021-12-08,238.348
2021-12-09,223.7576
2021-12-10,226.7201
2021-12-11,226.7201
2021-12-12,226.7201
2021-12-13,215.3854
2021-12-14,213.6165
2021-12-15,217.5305
2021-12-16,206.543
2021-12-17,207.8081
2021-12-18,207.8081
2021-12-19,207.8081
2021-12-20,200.5017
2021-12-21,209.1426
2021-12-22,224.8929
2021-12-23,237.9092
2021-12-24,237.9092
2021-12-25,237.9092
2021-12-26,237.9092
2021-12-27,243.9415
2021-12-28,242.7166
2021-12-29,242.2061
2021-12-30,238.657
2021-12-31,161.5586
2022-01-01,161.5586
2022-01-02,161.5586
2022-01-03,183.5746
2022-01-04,175.8474
2022-01-05,166.3837
2022-01-06,162.778
2022-01-07,156.9676
2022-01-08,156.9676
2022-01-09,156.9676
2022-01-10,161.7649
2022-01-11,162.7318
2022-01-12,169.1703
2022-01-13,157.6758
2022-01-14,160.4548
2022-01-15,160.4548
2022-01-16,160.4548
2022-01-17,160.4548
2022-01-18,157.5142
2022-01-19,152.1472
2022-01-20,152.2427
2022-01-21,144.1799
2022-01-22,144.1799
2022-01-23,144.1799
2022-01-24,142.0399
2022-01-25,140.254
2022-01-26,143.1807
2022-01-27,126.5056
2022-01-28,129.1614
2022-01-29,129.1614
2022-01-30,129.1614
2022-01-31,143.0745
2022-02-01,142.2324
2022-02-02,138.2926
2022-02-03,136.0571
2022-02-04,141.0115
2022-02-05,141.0115
2022-02-06,141.0115
2022-02-07,142.6189
2022-02-08,144.9416
2022-02-09,146.526
2022-02-10,142.1768
2022-02-11,135.1183
2022-02-12,135.1183
2022-02-13,135.1183
2022-02-14,137.6153
2022-02-15,145.0097
2022-02-16,145.1618
2022-02-17,137.7088
2022-02-18,134.6398
2022-02-19,134.6398
2022-02-20,134.6398
2022-02-21,134.6398
2022-02-22,129.0231
2022-02-23,119.9143
2022-02-24,125.7338
2022-02-25,127.1757
2022-02-26,127.1757
2022-02-27,127.1757
2022-02-28,136.7708
2022-03-01,135.8107
2022-03-02,138.2697
2022-03-03,131.837
2022-03-04,131.6785
2022-03-05,131.6785
2022-03-06,131.6785
2022-03-07,126.3375
2022-03-08,129.4778
2022-03-09,134.9551
2022-03-10,131.6801
2022-03-11,124.8751
2022-03-12,124.8751
2022-03-13,124.8751
2022-03-14,120.2835
2022-03-15,125.9113
2022-03-16,131.9859
2022-03-17,136.9562
2022-03-18,142.3099
2022-03-19,142.3099
2022-03-20,142.3099
2022-03-21,144.8085
2022-03-22,156.3461
2022-03-23,157.1589
2022-03-24,159.5054
2022-03-25,158.9858
2022-03-26,158.9858
2022-03-27,158.9858
2022-03-28,171.8511
2022-03-29,173.0759
2022-03-30,172.1918
2022-03-31,115.8247
2022-04-01,116.5826
2022-04-02,116.5826
2022-04-03,116.5826
2022-04-04,123.1813
2022-04-05,117.3058
2022-04-06,112.3724
2022-04-07,113.6193
2022-04-08,110.1746
2022-04-09,110.1746
2022-04-10,110.1746
2022-04-11,104.8011
2022-04-12,105.9959
2022-04-13,109.8364
2022-04-14,105.7845
2022-04-15,105.7845
2022-04-16,105.7845
2022-04-17,105.7845
2022-04-18,107.876
2022-04-19,110.4631
2022-04-20,104.9388
2022-04-21,108.3629
2022-04-22,107.9584
2022-04-23,107.9584
2022-04-24,107.9584
2022-04-25,107.4582
2022-04-26,94.2418
2022-04-27,94.795
2022-04-28,94.3603
2022-04-29,93.6266
2022-04-30,93.6266
2022-05-01,93.6266
2022-05-02,97.1242
2022-05-03,97.81
2022-05-04,102.5238
2022-05-05,93.9005
2022-05-06,93.0712
2022-05-07,93.0712
2022-05-08,93.0712
2022-05-09,84.5349
2022-05-10,85.9402
2022-05-11,78.7625
2022-05-12,78.1104
2022-05-13,82.6307
2022-05-14,82.6307
2022-05-15,82.6307
2022-05-16,77.7159
2022-05-17,81.7634
2022-05-18,76.1334
2022-05-19,76.091
2022-05-20,71.1435
2022-05-21,71.1435
2022-05-22,71.1435
2022-05-23,72.3391
2022-05-24,67.259
2022-05-25,70.5892
2022-05-26,75.9073
2022-05-27,81.5482
2022-05-28,81.5482
2022-05-29,81.5482
2022-05-30,81.5482
2022-05-31,81.3993
2022-06-01,79.4549
2022-06-02,83.2187
2022-06-03,75.453
2022-06-04,75.453
2022-06-05,75.453
2022-06-06,76.6801
2022-06-07,76.8779
2022-06-08,77.8495
2022-06-09,77.1452
2022-06-10,74.7352
2022-06-11,74.7352
2022-06-12,74.7352
2022-06-13,69.3554
2022-06-14,71.0363
2022-06-15,74.9864
2022-06-16,68.4953
2022-06-17,69.6892
2022-06-18,69.6892
2022-06-19,69.6892
2022-06-20,69.6892
2022-06-21,76.3031
2022-06-22,75.9932
2022-06-23,75.6616
2022-06-24,79.1311
2022-06-25,79.1311
2022-06-26,79.1311
2022-06-27,78.8745
2022-06-28,74.8765
2022-06-29,73.5153
2022-06-30,64.2978
2022-07-01,65.1098
2022-07-02,65.1098
2022-07-03,65.1098
2022-07-04,65.1098
2022-07-05,66.7986
2022-07-06,66.4106
2022-07-07,70.1385
2022-07-08,71.9485
2022-07-09,71.9485
2022-07-10,71.9485
2022-07-11,67.1701
2022-07-12,66.7996
2022-07-13,67.9549
2022-07-14,68.3254
2022-07-15,68.8357
2022-07-16,68.8357
2022-07-17,68.8357
2022-07-18,68.9754
2022-07-19,70.4256
2022-07-20,70.9989
2022-07-21,78.0433
2022-07-22,78.1995
2022-07-23,78.1995
2022-07-24,78.1995
2022-07-25,77.7012
2022-07-26,74.8935
2022-07-27,79.5743
2022-07-28,81.3575
2022-07-29,86.1234
2022-07-30,86.1234
2022-07-31,86.1234
2022-08-01,86.1606
2022-08-02,87.1313
2022-08-03,89.1286
2022-08-04,89.4913
2022-08-05,83.4897
2022-08-06,83.4897
2022-08-07,83.4897
2022-08-08,84.1506
2022-08-09,82.0712
2022-08-10,85.3042
2022-08-11,83.038
2022-08-12,86.9681
2022-08-13,86.9681
2022-08-14,86.9681
2022-08-15,89.6927
2022-08-16,88.8842
2022-08-17,88.1315
2022-08-18,87.801
2022-08-19,85.9817
2022-08-20,85.9817
2022-08-21,85.9817
2022-08-22,84.001
2022-08-23,85.9191
2022-08-24,86.1078
2022-08-25,85.8067
2022-08-26,83.4662
2022-08-27,83.4662
2022-08-28,83.4662
2022-08-29,82.5072
2022-08-30,80.419
2022-08-31,79.806
2022-09-01,80.2606
2022-09-02,78.2223
2022-09-03,78.2223
2022-09-04,78.2223
2022-09-05,78.2223
2022-09-06,79.457
2022-09-07,82.1787
2022-09-08,83.8094
2022-09-09,86.8654
2022-09-10,86.8654
2022-09-11,86.8654
2022-09-12,88.2556
2022-09-13,84.6511
2022-09-14,87.7248
2022-09-15,88.0591
2022-09-16,87.9418
2022-09-17,87.9418
2022-09-18,87.9418
2022-09-19,89.6194
2022-09-20,89.5197
2022-09-21,87.1939
2022-09-22,83.6129
2022-09-23,79.7239
2022-09-24,79.7239
2022-09-25,79.7239
2022-09-26,79.9233
2022-09-27,81.9558
2022-09-28,83.3841
2022-09-29,77.6357
2022-09-30,66.0732
2022-10-01,66.0732
2022-10-02,66.0732
2022-10-03,60.2841
2022-10-04,62.0677
2022-10-05,59.8812
2022-10-06,59.2022
2022-10-07,55.3867
2022-10-08,55.3867
2022-10-09,55.3867
2022-10-10,55.3589
2022-10-11,53.7222
2022-10-12,53.9097
2022-10-13,55.0447
2022-10-14,50.8061
2022-10-15,50.8061
2022-10-16,50.8061
2022-10-17,54.4443
2022-10-18,54.6571
2022-10-19,55.1258
2022-10-20,51.3863
2022-10-21,53.2003
2022-10-22,53.2003
2022-10-23,53.2003
2022-10-24,52.8069
2022-10-25,55.6575
2022-10-26,56.2255
2022-10-27,56.3404
2022-10-28,57.2162
2022-10-29,57.2162
2022-10-30,57.2162
2022-10-31,56.966
2022-11-01,57.0374
2022-11-02,53.7592
2022-11-03,53.8434
2022-11-04,51.8418
2022-11-05,51.8418
2022-11-06,51.8418
2022-11-07,49.189
2022-11-08,47.7133
2022-11-09,44.2129
2022-11-10,47.5652
2022-11-11,48.9056
2022-11-12,48.9056
2022-11-13,48.9056
2022-11-14,47.6239
2022-11-15,48.5099
2022-11-16,46.595
2022-11-17,45.6376
2022-11-18,44.8767
2022-11-19,44.8767
2022-11-20,44.8767
2022-11-21,41.7312
2022-11-22,42.2521
2022-11-23,45.6452
2022-11-24,45.6452
2022-11-25,45.5584
2022-11-26,45.5584
2022-11-27,45.5584
2022-11-28,45.5737
2022-11-29,45.0401
2022-11-30,48.5814
2022-12-01,48.5814
2022-12-02,48.6222
2022-12-03,48.6222
2022-12-04,48.6222
2022-12-05,45.4537
2022-12-06,44.7823
2022-12-07,43.3065
2022-12-08,43.1533
2022-12-09,44.5857
2022-12-10,44.5857
2022-12-11,44.5857
2022-12-12,41.7185
2022-12-13,39.9644
2022-12-14,38.9049
2022-12-15,39.127
2022-12-16,37.2275
2022-12-17,37.2275
2022-12-18,37.2275
2022-12-19,37.1355
2022-12-20,34.0539
2022-12-21,33.9951
2022-12-22,30.8752
2022-12-23,30.3135
2022-12-24,30.3135
2022-12-25,30.3135
2022-12-26,30.3135
2022-12-27,26.7263
2022-12-28,27.648
2022-12-29,29.9739
2022-12-30,27.3674
2022-12-31,27.3674
2023-01-01,27.3674
2023-01-02,27.3674
2023-01-03,23.8803
2023-01-04,25.1614
2023-01-05,24.3983
2023-01-06,25.0273
2023-01-07,25.0273
2023-01-08,25.0273
2023-01-09,26.5789
2023-01-10,26.3661
2023-01-11,27.3766
2023-01-12,27.4552
2023-01-13,27.187
2023-01-14,27.187
2023-01-15,27.187
2023-01-16,27.187
2023-01-17,29.2889
2023-01-18,28.6623
2023-01-19,28.29
2023-01-20,29.7352
2023-01-21,29.7352
2023-01-22,29.7352
2023-01-23,32.1239
2023-01-24,32.1563
2023-01-25,32.2811
2023-01-26,35.9439
2023-01-27,40.0206
2023-01-28,40.0206
2023-01-29,40.0206
2023-01-30,37.4215
2023-01-31,39.019
2023-02-01,40.9166
2023-02-02,42.506
2023-02-03,42.9023
2023-02-04,42.9023
2023-02-05,42.9023
2023-02-06,44.0098
2023-02-07,44.4848
2023-02-08,45.5228
2023-02-09,46.9199
2023-02-10,44.5033
2023-02-11,44.5033
2023-02-12,44.5033
2023-02-13,43.982
2023-02-14,47.3671
2023-02-15,48.5233
2023-02-16,45.6966
2023-02-17,47.1493
2023-02-18,47.1493
2023-02-19,47.1493
2023-02-20,47.1493
2023-02-21,44.6145
2023-02-22,45.4232
2023-02-23,45.7035
2023-02-24,44.501
2023-02-25,44.501
2023-02-26,44.501
2023-02-27,46.9918
2023-02-28,46.5469
2023-03-01,45.8657
2023-03-02,43.1154
2023-03-03,44.7118
2023-03-04,44.7118
2023-03-05,44.7118
2023-03-06,43.7897
2023-03-07,42.3763
2023-03-08,41.0533
2023-03-09,38.9494
2023-03-10,39.0699
2023-03-11,39.0699
2023-03-12,39.0699
2023-03-13,39.3109
2023-03-14,41.3452
2023-03-15,40.6942
2023-03-16,41.5468
2023-03-17,40.62
2023-03-18,40.62
2023-03-19,40.62
2023-03-20,41.3429
2023-03-21,44.6632
2023-03-22,43.1733
2023-03-23,43.4213
2023-03-24,43.0019
2023-03-25,43.0019
2023-03-26,43.0019
2023-03-27,43.3263
2023-03-28,42.7192
2023-03-29,43.8059
2023-03-30,44.1303
2023-03-31,50.3875
2023-04-01,50.3875
2023-04-02,50.3875
2023-04-03,47.2301
2023-04-04,46.6852
2023-04-05,44.9286
2023-04-06,44.8142
2023-04-07,44.8142
2023-04-08,44.8142
2023-04-09,44.8142
2023-04-10,44.6773
2023-04-11,45.2446
2023-04-12,43.6896
2023-04-13,45.0232
2023-04-14,44.7992
2023-04-15,44.7992
2023-04-16,44.7992
