,TSLA US Equity
2023-04-17,45.3068
2023-04-18,44.6276
2023-04-19,43.702
2023-04-20,39.323
2023-04-21,39.843
2023-04-22,39.843
2023-04-23,39.843
2023-04-24,39.2825
2023-04-25,38.814
2023-04-26,37.0893
2023-04-27,38.6943
2023-04-28,39.7212
2023-04-29,39.7212
2023-04-30,39.7212
2023-05-01,39.1031
2023-05-02,38.7242
2023-05-03,38.799
2023-05-04,38.9461
2023-05-05,41.1543
2023-05-06,41.1543
2023-05-07,41.1543
2023-05-08,41.5854
2023-05-09,40.9275
2023-05-10,40.7754
2023-05-11,41.6577
2023-05-12,40.6359
2023-05-13,40.6359
2023-05-14,40.6359
2023-05-15,40.2296
2023-05-16,40.272
2023-05-17,42.1014
2023-05-18,42.8565
2023-05-19,43.6665
2023-05-20,43.6665
2023-05-21,43.6665
2023-05-22,45.8424
2023-05-23,45.0697
2023-05-24,44.3544
2023-05-25,44.7457
2023-05-26,46.9141
2023-05-27,46.9141
2023-05-28,46.9141
2023-05-29,46.9141
2023-05-30,48.9054
2023-05-31,49.5958
2023-06-01,50.4906
2023-06-02,52.0981
2023-06-03,52.0981
2023-06-04,52.0981
2023-06-05,53.0053
2023-06-06,53.9275
2023-06-07,54.74
2023-06-08,57.3046
2023-06-09,59.6823
2023-06-10,59.6823
2023-06-11,59.6823
2023-06-12,61.0356
2023-06-13,63.2488
2023-06-14,62.7703
2023-06-15,62.5485
2023-06-16,63.7049
2023-06-17,63.7049
2023-06-18,63.7049
2023-06-19,63.7049
2023-06-20,67.1718
2023-06-21,63.4358
2023-06-22,64.7193
2023-06-23,62.723
2023-06-24,62.723
2023-06-25,62.723
2023-06-26,58.8474
2023-06-27,61.1304
2023-06-28,62.6332
2023-06-29,62.9473
2023-06-30,64.2957
2023-07-01,64.2957
2023-07-02,64.2957
2023-07-03,68.8175
2023-07-04,68.8175
2023-07-05,69.4838
2023-07-06,67.9958
2023-07-07,67.4672
2023-07-08,67.4672
2023-07-09,67.4672
2023-07-10,66.2597
2023-07-11,66.3048
2023-07-12,66.8559
2023-07-13,68.3365
2023-07-14,69.2083
2023-07-15,69.2083
2023-07-16,69.2083
2023-07-17,71.4629
2023-07-18,72.2044
2023-07-19,71.6834
2023-07-20,64.5788
2023-07-21,63.8573
2023-07-22,63.8573
2023-07-23,63.8573
2023-07-24,66.2174
2023-07-25,65.2691
2023-07-26,65.0358
2023-07-27,62.8683
2023-07-28,65.5602
2023-07-29,65.5602
2023-07-30,65.5602
2023-07-31,65.8085
2023-08-01,64.213
2023-08-02,62.4669
2023-08-03,63.774
2023-08-04,62.4042
2023-08-05,62.4042
2023-08-06,62.4042
2023-08-07,61.7996
2023-08-08,61.3606
2023-08-09,59.4766
2023-08-10,60.2668
2023-08-11,59.592
2023-08-12,59.592
2023-08-13,59.592
2023-08-14,58.867
2023-08-15,57.1611
2023-08-16,55.3147
2023-08-17,53.7141
2023-08-18,52.7784
2023-08-19,52.7784
2023-08-20,52.7784
2023-08-21,56.7396
2023-08-22,57.2188
2023-08-23,58.1395
2023-08-24,56.4285
2023-08-25,58.5735
2023-08-26,58.5735
2023-08-27,58.5735
2023-08-28,58.6312
2023-08-29,63.2371
2023-08-30,63.1669
2023-08-31,63.4629
2023-09-01,60.184
2023-09-02,60.184
2023-09-03,60.184
2023-09-04,60.184
2023-09-05,63.064
2023-09-06,61.9175
2023-09-07,61.8097
2023-09-08,61.0596
2023-09-09,61.0596
2023-09-10,61.0596
2023-09-11,67.3514
2023-09-12,65.8211
2023-09-13,66.7794
2023-09-14,67.9685
2023-09-15,67.5546
2023-09-16,67.5546
2023-09-17,67.5546
2023-09-18,65.2691
2023-09-19,65.5752
2023-09-20,64.5943
2023-09-21,62.8658
2023-09-22,60.1514
2023-09-23,60.1514
2023-09-24,60.1514
2023-09-25,60.6808
2023-09-26,59.9608
2023-09-27,59.0526
2023-09-28,60.5277
2023-09-29,72.4586
2023-09-30,72.4586
2023-10-01,72.4586
2023-10-02,72.8669
2023-10-03,71.3669
2023-10-04,75.6953
2023-10-05,75.3669
2023-10-06,75.5089
2023-10-07,75.5089
2023-10-08,75.5089
2023-10-09,75.2545
2023-10-10,76.4231
2023-10-11,76.2367
2023-10-12,75.0178
2023-10-13,72.7249
2023-10-14,72.7249
2023-10-15,72.7249
2023-10-16,73.5533
2023-10-17,73.8284
2023-10-18,70.2278
2023-10-19,63.5502
2023-10-20,61.1478
2023-10-21,61.1478
2023-10-22,61.1478
2023-10-23,61.2719
2023-10-24,62.5875
2023-10-25,61.3726
2023-10-26,59.3991
2023-10-27,59.8555
2023-10-28,59.8555
2023-10-29,59.8555
2023-10-30,56.91
2023-10-31,57.9412
2023-11-01,59.3695
2023-11-02,63.1772
2023-11-03,63.6069
2023-11-04,63.6069
2023-11-05,63.6069
2023-11-06,63.4024
2023-11-07,64.2647
2023-11-08,64.244
2023-11-09,60.6496
2023-11-10,62.0334
2023-11-11,62.0334
2023-11-12,62.0334
2023-11-13,64.7181
2023-11-14,68.7777
2023-11-15,70.3867
2023-11-16,67.6457
2023-11-17,67.8561
2023-11-18,67.8561
2023-11-19,67.8561
2023-11-20,68.2413
2023-11-21,69.9007
2023-11-22,67.8294
2023-11-23,67.8294
2023-11-24,68.1969
2023-11-25,68.1969
2023-11-26,68.1969
2023-11-27,68.3836
2023-11-28,71.5364
2023-11-29,70.7719
2023-11-30,69.5688
2023-12-01,69.1984
2023-12-02,69.1984
2023-12-03,69.1984
2023-12-04,68.2354
2023-12-05,69.1658
2023-12-06,69.3584
2023-12-07,70.3274
2023-12-08,70.683
2023-12-09,70.683
2023-12-10,70.683
2023-12-11,69.4681
2023-12-12,68.6591
2023-12-13,69.3347
2023-12-14,72.8195
2023-12-15,73.5454
2023-12-16,73.5454
2023-12-17,73.5454
2023-12-18,73.1247
2023-12-19,74.6478
2023-12-20,71.6609
2023-12-21,73.8418
2023-12-22,73.261
2023-12-23,73.261
2023-12-24,73.261
2023-12-25,73.261
2023-12-26,74.467
2023-12-27,75.8982
2023-12-28,73.4506
2023-12-29,86.7565
2023-12-30,86.7565
2023-12-31,86.7565
2024-01-01,86.7565
2024-01-02,86.7351
2024-01-03,83.1704
2024-01-04,82.9845
2024-01-05,82.8271
2024-01-06,82.8271
2024-01-07,82.8271
2024-01-08,83.8855
2024-01-09,81.9225
2024-01-10,81.5579
2024-01-11,79.1552
2024-01-12,76.1768
2024-01-13,76.1768
2024-01-14,76.1768
2024-01-15,76.1768
2024-01-16,76.5415
2024-01-17,74.9826
2024-01-18,73.6704
2024-01-19,73.7813
2024-01-20,73.7813
2024-01-21,73.7813
2024-01-22,72.5692
2024-01-23,72.6908
2024-01-24,72.2224
2024-01-25,63.2123
2024-01-26,63.434
2024-01-27,63.434
2024-01-28,63.434
2024-01-29,66.3059
2024-01-30,66.5423
2024-01-31,65.0021
2024-02-01,65.5644
2024-02-02,65.2242
2024-02-03,65.2242
2024-02-04,65.2242
2024-02-05,62.7705
2024-02-06,64.2176
2024-02-07,65.1059
2024-02-08,65.8152
2024-02-09,67.2516
2024-02-10,67.2516
2024-02-11,67.2516
2024-02-12,65.303
2024-02-13,63.8307
2024-02-14,65.5107
2024-02-15,69.716
2024-02-16,69.5369
2024-02-17,69.5369
2024-02-18,69.5369
2024-02-19,69.5369
2024-02-20,67.3196
2024-02-21,67.6814
2024-02-22,68.6271
2024-02-23,66.6785
2024-02-24,66.6785
2024-02-25,66.6785
2024-02-26,69.3399
2024-02-27,69.4581
2024-02-28,70.2856
2024-02-29,70.2283
2024-03-01,70.5005
2024-03-02,70.5005
2024-03-03,70.5005
2024-03-04,65.3065
2024-03-05,62.6558
2024-03-06,61.1514
2024-03-07,61.9072
2024-03-08,60.7215
2024-03-09,60.7215
2024-03-10,60.7215
2024-03-11,61.592
2024-03-12,61.5096
2024-03-13,58.6225
2024-03-14,56.1222
2024-03-15,56.5055
2024-03-16,56.5055
2024-03-17,56.5055
2024-03-18,60.1699
2024-03-19,59.2816
2024-03-20,60.8362
2024-03-21,59.8189
2024-03-22,59.106
2024-03-23,59.106
2024-03-24,59.106
2024-03-25,59.7508
2024-03-26,61.5561
2024-03-27,62.3299
2024-03-28,60.8827
2024-03-29,60.8827
2024-03-30,60.8827
2024-03-31,60.8827
2024-04-01,60.6785
2024-04-02,57.6016
2024-04-03,58.2284
2024-04-04,59.2063
2024-04-05,56.9819
2024-04-06,56.9819
2024-04-07,56.9819
2024-04-08,59.8762
