,MUR US Equity
2023-05-07,4.1619
2023-05-08,4.1465
2023-05-09,4.1497
2023-05-10,4.1044
2023-05-11,4.0622
2023-05-12,4.0468
2023-05-13,4.0468
2023-05-14,4.0468
2023-05-15,4.0914
2023-05-16,4.0427
2023-05-17,4.1781
2023-05-18,4.2227
2023-05-19,4.1927
2023-05-20,4.1927
2023-05-21,4.1927
2023-05-22,4.2786
2023-05-23,4.3151
2023-05-24,4.38
2023-05-25,4.2754
2023-05-26,4.3038
2023-05-27,4.3038
2023-05-28,4.3038
2023-05-29,4.3038
2023-05-30,4.2292
2023-05-31,4.17
2023-06-01,4.2478
2023-06-02,4.4189
2023-06-03,4.4189
2023-06-04,4.4189
2023-06-05,4.3248
2023-06-06,4.3856
2023-06-07,4.5259
2023-06-08,4.4789
2023-06-09,4.4627
2023-06-10,4.4627
2023-06-11,4.4627
2023-06-12,4.4286
2023-06-13,4.4408
2023-06-14,4.4027
2023-06-15,4.4748
2023-06-16,4.5024
2023-06-17,4.5024
2023-06-18,4.5024
2023-06-19,4.5024
2023-06-20,4.44
2023-06-21,4.4554
2023-06-22,4.4051
2023-06-23,4.3856
2023-06-24,4.3856
2023-06-25,4.3856
2023-06-26,4.4237
2023-06-27,4.4294
2023-06-28,4.4562
2023-06-29,4.4708
2023-06-30,5.5045
2023-07-01,5.5045
2023-07-02,5.5045
2023-07-03,5.4923
2023-07-04,5.4923
2023-07-05,5.4649
2023-07-06,5.3655
2023-07-07,5.5207
2023-07-08,5.5207
2023-07-09,5.5207
2023-07-10,5.6039
2023-07-11,5.7357
2023-07-12,5.7702
2023-07-13,5.8047
2023-07-14,5.5927
2023-07-15,5.5927
2023-07-16,5.5927
2023-07-17,5.5978
2023-07-18,5.7134
2023-07-19,5.7439
2023-07-20,5.7763
2023-07-21,5.8169
2023-07-22,5.8169
2023-07-23,5.8169
2023-07-24,5.8727
2023-07-25,5.9183
2023-07-26,5.894
2023-07-27,5.8646
2023-07-28,5.9295
2023-07-29,5.9295
2023-07-30,5.9295
2023-07-31,6.0086
2023-08-01,5.9812
2023-08-02,5.8605
2023-08-03,6.0133
2023-08-04,6.0498
2023-08-05,6.0498
2023-08-06,6.0498
2023-08-07,6.0417
2023-08-08,6.0802
2023-08-09,6.1563
2023-08-10,6.0934
2023-08-11,6.0924
2023-08-12,6.0924
2023-08-13,6.0924
2023-08-14,6.0883
2023-08-15,6.0762
2023-08-16,6.0904
2023-08-17,6.1949
2023-08-18,6.2223
2023-08-19,6.2223
2023-08-20,6.2223
2023-08-21,6.2071
2023-08-22,6.1644
2023-08-23,6.1563
2023-08-24,6.136
2023-08-25,6.1553
2023-08-26,6.1553
2023-08-27,6.1553
2023-08-28,6.2
2023-08-29,6.2162
2023-08-30,6.2477
2023-08-31,6.2263
2023-09-01,6.3349
2023-09-02,6.3349
2023-09-03,6.3349
2023-09-04,6.3349
2023-09-05,6.3339
2023-09-06,6.3126
2023-09-07,6.3187
2023-09-08,6.34
2023-09-09,6.34
2023-09-10,6.34
2023-09-11,6.1797
2023-09-12,6.3278
2023-09-13,6.273
2023-09-14,6.3035
2023-09-15,6.2121
2023-09-16,6.2121
2023-09-17,6.2121
2023-09-18,6.2314
2023-09-19,6.2101
2023-09-20,6.1178
2023-09-21,6.0427
2023-09-22,6.0589
2023-09-23,6.0589
2023-09-24,6.0589
2023-09-25,6.1969
2023-09-26,6.2081
2023-09-27,6.3298
2023-09-28,6.3075
2023-09-29,8.0036
2023-09-30,8.0036
2023-10-01,8.0036
2023-10-02,7.8063
2023-10-03,7.8694
2023-10-04,7.6264
2023-10-05,7.5714
2023-10-06,7.6278
2023-10-07,7.6278
2023-10-08,7.6278
2023-10-09,7.9727
2023-10-10,7.9204
2023-10-11,7.9029
2023-10-12,7.9687
2023-10-13,8.1513
2023-10-14,8.1513
2023-10-15,8.1513
2023-10-16,8.2332
2023-10-17,8.2707
2023-10-18,8.3097
2023-10-19,8.3392
2023-10-20,8.2439
2023-10-21,8.2439
2023-10-22,8.2439
2023-10-23,8.107
2023-10-24,8.0318
2023-10-25,8.009
2023-10-26,8.0023
2023-10-27,7.9983
2023-10-28,7.9983
2023-10-29,7.9983
2023-10-30,7.9459
2023-10-31,7.9392
2023-11-01,7.9311
2023-11-02,8.0429
2023-11-03,8.0137
2023-11-04,8.0137
2023-11-05,8.0137
2023-11-06,7.8743
2023-11-07,7.7216
2023-11-08,7.5915
2023-11-09,7.5384
2023-11-10,7.618
2023-11-11,7.618
2023-11-12,7.618
2023-11-13,7.6472
2023-11-14,7.7575
2023-11-15,7.7189
2023-11-16,7.549
2023-11-17,7.7163
2023-11-18,7.7163
2023-11-19,7.7163
2023-11-20,7.6911
2023-11-21,7.5955
2023-11-22,7.5556
2023-11-23,7.5556
2023-11-24,7.6287
2023-11-25,7.6287
2023-11-26,7.6287
2023-11-27,7.5729
2023-11-28,7.5901
2023-11-29,7.5848
2023-11-30,7.5955
2023-12-01,7.6605
2023-12-02,7.6605
2023-12-03,7.6605
2023-12-04,7.6048
2023-12-05,7.4667
2023-12-06,7.2768
2023-12-07,7.302
2023-12-08,7.4056
2023-12-09,7.4056
2023-12-10,7.4056
2023-12-11,7.3857
2023-12-12,7.2237
2023-12-13,7.3883
2023-12-14,7.5941
2023-12-15,7.5357
2023-12-16,7.5357
2023-12-17,7.5357
2023-12-18,7.6101
2023-12-19,7.7322
2023-12-20,7.634
2023-12-21,7.7189
2023-12-22,7.7136
2023-12-23,7.7136
2023-12-24,7.7136
2023-12-25,7.7136
2023-12-26,7.8146
2023-12-27,7.784
2023-12-28,7.6366
2023-12-29,8.2036
2023-12-30,8.2036
2023-12-31,8.2036
2024-01-01,8.2036
2024-01-02,8.2184
2024-01-03,8.2836
2024-01-04,8.0583
2024-01-05,8.0153
2024-01-06,8.0153
2024-01-07,8.0153
2024-01-08,7.9783
2024-01-09,7.8641
2024-01-10,7.7648
2024-01-11,7.701
2024-01-12,7.6729
2024-01-13,7.6729
2024-01-14,7.6729
2024-01-15,7.6729
2024-01-16,7.5365
2024-01-17,7.4668
2024-01-18,7.5306
2024-01-19,7.4772
2024-01-20,7.4772
2024-01-21,7.4772
2024-01-22,7.4831
2024-01-23,7.5054
2024-01-24,7.5736
2024-01-25,7.5573
2024-01-26,7.5958
2024-01-27,7.5958
2024-01-28,7.5958
2024-01-29,7.6581
2024-01-30,7.7855
2024-01-31,7.6165
2024-02-01,7.5943
2024-02-02,7.4861
2024-02-03,7.4861
2024-02-04,7.4861
2024-02-05,7.4653
2024-02-06,7.5068
2024-02-07,7.5083
2024-02-08,7.5439
2024-02-09,7.4965
2024-02-10,7.4965
2024-02-11,7.4965
2024-02-12,7.618
2024-02-13,7.5335
2024-02-14,7.5187
2024-02-15,7.7514
2024-02-16,7.6892
2024-02-17,7.6892
2024-02-18,7.6892
2024-02-19,7.6892
2024-02-20,7.5973
2024-02-21,7.7307
2024-02-22,7.7766
2024-02-23,7.6539
2024-02-24,7.6539
2024-02-25,7.6539
2024-02-26,7.7037
2024-02-27,7.7521
2024-02-28,7.6334
2024-02-29,7.6949
2024-03-01,7.8093
2024-03-02,7.8093
2024-03-03,7.8093
2024-03-04,7.5659
2024-03-05,7.6187
2024-03-06,7.6495
2024-03-07,7.8606
2024-03-08,7.9075
2024-03-09,7.9075
2024-03-10,7.9075
2024-03-11,8.038
2024-03-12,8.057
2024-03-13,8.2271
2024-03-14,8.2417
2024-03-15,8.2388
2024-03-16,8.2388
2024-03-17,8.2388
2024-03-18,8.274
2024-03-19,8.444
2024-03-20,8.4323
2024-03-21,8.4305
2024-03-22,8.3661
2024-03-23,8.3661
2024-03-24,8.3661
2024-03-25,8.5096
2024-03-26,8.4319
2024-03-27,8.4847
2024-03-28,8.5711
2024-03-29,8.5711
2024-03-30,8.5711
2024-03-31,8.5711
2024-04-01,8.6779
2024-04-02,8.7526
2024-04-03,8.962
2024-04-04,8.9693
2024-04-05,9.0499
2024-04-06,9.0499
2024-04-07,9.0499
2024-04-08,8.9342
