,TNET US Equity
2023-03-19,9.4633
2023-03-20,9.5871
2023-03-21,9.7037
2023-03-22,9.545
2023-03-23,9.4537
2023-03-24,9.4344
2023-03-25,9.4344
2023-03-26,9.4344
2023-03-27,9.4693
2023-03-28,9.5282
2023-03-29,9.5859
2023-03-30,9.7205
2023-03-31,9.8865
2023-04-01,9.8865
2023-04-02,9.8865
2023-04-03,9.8438
2023-04-04,9.8155
2023-04-05,9.7989
2023-04-06,9.754
2023-04-07,9.754
2023-04-08,9.754
2023-04-09,9.754
2023-04-10,9.9439
2023-04-11,10.0786
2023-04-12,10.2428
2023-04-13,10.3814
2023-04-14,10.2416
2023-04-15,10.2416
2023-04-16,10.2416
2023-04-17,10.3416
2023-04-18,10.3712
2023-04-19,10.2672
2023-04-20,10.3224
2023-04-21,10.4417
2023-04-22,10.4417
2023-04-23,10.4417
2023-04-24,10.4712
2023-04-25,9.9875
2023-04-26,9.9656
2023-04-27,11.1142
2023-04-28,11.3459
2023-04-29,11.3459
2023-04-30,11.3459
2023-05-01,11.2794
2023-05-02,11.392
2023-05-03,11.5342
2023-05-04,10.9746
2023-05-05,11.1833
2023-05-06,11.1833
2023-05-07,11.1833
2023-05-08,11.0783
2023-05-09,11.045
2023-05-10,11.0207
2023-05-11,10.8376
2023-05-12,11.2153
2023-05-13,11.2153
2023-05-14,11.2153
2023-05-15,11.4087
2023-05-16,11.0975
2023-05-17,11.2397
2023-05-18,11.3062
2023-05-19,11.296
2023-05-20,11.296
2023-05-21,11.296
2023-05-22,11.4471
2023-05-23,11.2998
2023-05-24,10.9784
2023-05-25,10.9221
2023-05-26,10.9618
2023-05-27,10.9618
2023-05-28,10.9618
2023-05-29,10.9618
2023-05-30,10.7774
2023-05-31,10.8453
2023-06-01,11.1974
2023-06-02,11.57
2023-06-03,11.57
2023-06-04,11.57
2023-06-05,11.3959
2023-06-06,11.6776
2023-06-07,11.9721
2023-06-08,11.9273
2023-06-09,13.1476
2023-06-10,13.1476
2023-06-11,13.1476
2023-06-12,12.6994
2023-06-13,12.6546
2023-06-14,12.2205
2023-06-15,12.0848
2023-06-16,12.0182
2023-06-17,12.0182
2023-06-18,12.0182
2023-06-19,12.0182
2023-06-20,11.9913
2023-06-21,11.9196
2023-06-22,11.8338
2023-06-23,11.547
2023-06-24,11.547
2023-06-25,11.547
2023-06-26,11.5367
2023-06-27,11.5956
2023-06-28,11.6123
2023-06-29,11.6251
2023-06-30,12.7503
2023-07-01,12.7503
2023-07-02,12.7503
2023-07-03,12.8888
2023-07-04,12.8888
2023-07-05,12.6374
2023-07-06,12.386
2023-07-07,12.2193
2023-07-08,12.2193
2023-07-09,12.2193
2023-07-10,12.421
2023-07-11,12.5003
2023-07-12,12.3511
2023-07-13,12.4586
2023-07-14,12.7812
2023-07-15,12.7812
2023-07-16,12.7812
2023-07-17,13.1495
2023-07-18,13.206
2023-07-19,13.1832
2023-07-20,13.1442
2023-07-21,12.9963
2023-07-22,12.9963
2023-07-23,12.9963
2023-07-24,13.1361
2023-07-25,12.96
2023-07-26,12.9007
2023-07-27,13.6217
2023-07-28,13.5421
2023-07-29,13.5421
2023-07-30,13.5421
2023-07-31,14.1929
2023-08-01,14.1092
2023-08-02,13.9836
2023-08-03,14.0633
2023-08-04,14.066
2023-08-05,14.066
2023-08-06,14.066
2023-08-07,14.228
2023-08-08,14.1969
2023-08-09,14.1335
2023-08-10,14.1659
2023-08-11,14.2888
2023-08-12,14.2888
2023-08-13,14.2888
2023-08-14,14.3657
2023-08-15,14.3536
2023-08-16,14.2213
2023-08-17,14.1321
2023-08-18,14.2077
2023-08-19,14.2077
2023-08-20,14.2077
2023-08-21,14.1969
2023-08-22,14.1821
2023-08-23,14.3576
2023-08-24,14.2402
2023-08-25,14.305
2023-08-26,14.305
2023-08-27,14.305
2023-08-28,14.336
2023-08-29,14.2969
2023-08-30,14.4778
2023-08-31,14.9625
2023-09-01,14.9679
2023-09-02,14.9679
2023-09-03,14.9679
2023-09-04,14.9679
2023-09-05,14.7533
2023-09-06,14.8302
2023-09-07,15.0598
2023-09-08,15.242
2023-09-09,15.242
2023-09-10,15.242
2023-09-11,15.2326
2023-09-12,15.2353
2023-09-13,15.4459
2023-09-14,15.8267
2023-09-15,15.9212
2023-09-16,15.9212
2023-09-17,15.9212
2023-09-18,15.504
2023-09-19,15.716
2023-09-20,15.8078
2023-09-21,15.6633
2023-09-22,15.4702
2023-09-23,15.4702
2023-09-24,15.4702
2023-09-25,15.5607
2023-09-26,15.2663
2023-09-27,15.7686
2023-09-28,15.8524
2023-09-29,17.9056
2023-09-30,17.9056
2023-10-01,17.9056
2023-10-02,17.8307
2023-10-03,17.595
2023-10-04,17.8116
2023-10-05,17.8893
2023-10-06,18.2231
2023-10-07,18.2231
2023-10-08,18.2231
2023-10-09,18.4248
2023-10-10,18.3321
2023-10-11,18.3049
2023-10-12,18.2872
2023-10-13,18.2722
2023-10-14,18.2722
2023-10-15,18.2722
2023-10-16,18.4398
2023-10-17,18.3744
2023-10-18,18.016
2023-10-19,17.7135
2023-10-20,17.4832
2023-10-21,17.4832
2023-10-22,17.4832
2023-10-23,17.3415
2023-10-24,17.4219
2023-10-25,14.5944
2023-10-26,14.7178
2023-10-27,14.0548
2023-10-28,14.0548
2023-10-29,14.0548
2023-10-30,13.8968
2023-10-31,13.8829
2023-11-01,13.7526
2023-11-02,13.9014
2023-11-03,14.0536
2023-11-04,14.0536
2023-11-05,14.0536
2023-11-06,14.0086
2023-11-07,14.26
2023-11-08,14.1989
2023-11-09,14.4503
2023-11-10,14.6025
2023-11-11,14.6025
2023-11-12,14.6025
2023-11-13,14.7017
2023-11-14,15.0407
2023-11-15,15.0027
2023-11-16,14.6925
2023-11-17,15.0073
2023-11-18,15.0073
2023-11-19,15.0073
2023-11-20,14.8527
2023-11-21,14.8378
2023-11-22,15.0592
2023-11-23,15.0592
2023-11-24,15.0488
2023-11-25,15.0488
2023-11-26,15.0488
2023-11-27,15.2137
2023-11-28,15.2656
2023-11-29,15.1722
2023-11-30,15.4028
2023-12-01,15.6634
2023-12-02,15.6634
2023-12-03,15.6634
2023-12-04,15.6761
2023-12-05,15.4478
2023-12-06,15.3071
2023-12-07,15.2506
2023-12-08,15.2656
2023-12-09,15.2656
2023-12-10,15.2656
2023-12-11,15.5631
2023-12-12,15.954
2023-12-13,16.0082
2023-12-14,16.0416
2023-12-15,15.9125
2023-12-16,15.9125
2023-12-17,15.9125
2023-12-18,16.0774
2023-12-19,16.0497
2023-12-20,15.8837
2023-12-21,15.8364
2023-12-22,15.7257
2023-12-23,15.7257
2023-12-24,15.7257
2023-12-25,15.7257
2023-12-26,15.8744
2023-12-27,15.8018
2023-12-28,15.7683
2023-12-29,14.2798
2023-12-30,14.2798
2023-12-31,14.2798
2024-01-01,14.2798
2024-01-02,14.1643
2024-01-03,13.9291
2024-01-04,14.0586
2024-01-05,13.8233
2024-01-06,13.8233
2024-01-07,13.8233
2024-01-08,14.3726
2024-01-09,14.1848
2024-01-10,14.1212
2024-01-11,14.0834
2024-01-12,13.846
2024-01-13,13.846
2024-01-14,13.846
2024-01-15,13.846
2024-01-16,13.9291
2024-01-17,14.1481
2024-01-18,13.8427
2024-01-19,13.996
2024-01-20,13.996
2024-01-21,13.996
2024-01-22,13.9949
2024-01-23,14.0801
2024-01-24,13.983
2024-01-25,13.846
2024-01-26,13.9086
2024-01-27,13.9086
2024-01-28,13.9086
2024-01-29,13.9917
2024-01-30,13.9334
2024-01-31,13.7154
2024-02-01,13.8524
2024-02-02,13.847
2024-02-03,13.847
2024-02-04,13.847
2024-02-05,13.8524
2024-02-06,13.9625
2024-02-07,13.8201
2024-02-08,13.5362
2024-02-09,13.5999
2024-02-10,13.5999
2024-02-11,13.5999
2024-02-12,13.7111
2024-02-13,13.4974
2024-02-14,13.656
2024-02-15,14.1231
2024-02-16,15.1864
2024-02-17,15.1864
2024-02-18,15.1864
2024-02-19,15.1864
2024-02-20,14.7606
2024-02-21,14.7801
2024-02-22,14.9076
2024-02-23,15.3139
2024-02-24,15.3139
2024-02-25,15.3139
2024-02-26,15.437
2024-02-27,15.6207
2024-02-28,15.2923
2024-02-29,15.2761
2024-03-01,15.2318
2024-03-02,15.2318
2024-03-03,15.2318
2024-03-04,15.1853
2024-03-05,14.9054
2024-03-06,14.9692
2024-03-07,14.9843
2024-03-08,15.0643
2024-03-09,15.0643
2024-03-10,15.0643
2024-03-11,14.7596
2024-03-12,14.926
2024-03-13,15.0848
2024-03-14,15.0697
2024-03-15,15.0211
2024-03-16,15.0211
2024-03-17,15.0211
2024-03-18,15.1788
2024-03-19,15.383
2024-03-20,15.4824
2024-03-21,15.7299
2024-03-22,15.6834
2024-03-23,15.6834
2024-03-24,15.6834
2024-03-25,15.6207
2024-03-26,15.6704
2024-03-27,15.7353
2024-03-28,15.7601
2024-03-29,15.7601
2024-03-30,15.7601
2024-03-31,15.7601
2024-04-01,15.7515
2024-04-02,15.7396
2024-04-03,15.8757
2024-04-04,15.2588
2024-04-05,15.3636
2024-04-06,15.3636
2024-04-07,15.3636
2024-04-08,15.4533
