,WMS US Equity
2020-12-29,24.6865
2020-12-30,24.921
2020-12-31,21.291
2021-01-01,21.291
2021-01-02,21.291
2021-01-03,21.291
2021-01-04,20.6336
2021-01-05,21.0011
2021-01-06,22.6479
2021-01-07,23.9605
2021-01-08,23.4359
2021-01-09,23.4359
2021-01-10,23.4359
2021-01-11,23.3739
2021-01-12,23.478
2021-01-13,22.8029
2021-01-14,22.8958
2021-01-15,22.6036
2021-01-16,22.6036
2021-01-17,22.6036
2021-01-18,22.6036
2021-01-19,22.6103
2021-01-20,22.4443
2021-01-21,23.0906
2021-01-22,23.6086
2021-01-23,23.6086
2021-01-24,23.6086
2021-01-25,22.8073
2021-01-26,21.9883
2021-01-27,21.1759
2021-01-28,21.705
2021-01-29,21.0475
2021-01-30,21.0475
2021-01-31,21.0475
2021-02-01,21.9529
2021-02-02,21.8046
2021-02-03,21.7404
2021-02-04,25.8217
2021-02-05,24.9935
2021-02-06,24.9935
2021-02-07,24.9935
2021-02-08,24.8288
2021-02-09,24.7042
2021-02-10,24.3925
2021-02-11,24.5483
2021-02-12,25.0804
2021-02-13,25.0804
2021-02-14,25.0804
2021-02-15,25.0804
2021-02-16,24.7776
2021-02-17,24.4014
2021-02-18,24.4548
2021-02-19,25.2941
2021-02-20,25.2941
2021-02-21,25.2941
2021-02-22,25.9463
2021-02-23,27.0371
2021-02-24,27.8518
2021-02-25,26.9369
2021-02-26,27.282
2021-02-27,27.282
2021-02-28,27.282
2021-03-01,27.5291
2021-03-02,27.2619
2021-03-03,26.8278
2021-03-04,25.7927
2021-03-05,25.5523
2021-03-06,25.5523
2021-03-07,25.5523
2021-03-08,25.8217
2021-03-09,26.4984
2021-03-10,26.7766
2021-03-11,26.5652
2021-03-12,26.1578
2021-03-13,26.1578
2021-03-14,26.1578
2021-03-15,26.298
2021-03-16,25.9864
2021-03-17,25.8996
2021-03-18,25.8884
2021-03-19,25.8328
2021-03-20,25.8328
2021-03-21,25.8328
2021-03-22,25.441
2021-03-23,24.6218
2021-03-24,24.112
2021-03-25,24.5995
2021-03-26,24.7286
2021-03-27,24.7286
2021-03-28,24.7286
2021-03-29,24.5461
2021-03-30,25.0937
2021-03-31,23.9767
2021-04-01,24.9127
2021-04-02,24.9127
2021-04-03,24.9127
2021-04-04,24.9127
2021-04-05,25.1843
2021-04-06,25.3838
2021-04-07,25.2522
2021-04-08,25.5114
2021-04-09,25.678
2021-04-10,25.678
2021-04-11,25.678
2021-04-12,25.9043
2021-04-13,25.6595
2021-04-14,25.6513
2021-04-15,26.0031
2021-04-16,26.7766
2021-04-17,26.7766
2021-04-18,26.7766
2021-04-19,26.1553
2021-04-20,25.7027
2021-04-21,25.8282
2021-04-22,26.2767
2021-04-23,26.3672
2021-04-24,26.3672
2021-04-25,26.3672
2021-04-26,26.4536
2021-04-27,26.466
2021-04-28,25.8796
2021-04-29,25.927
2021-04-30,25.678
2021-05-01,25.678
2021-05-02,25.678
2021-05-03,25.6924
2021-05-04,25.2378
2021-05-05,25.5916
2021-05-06,25.1102
2021-05-07,26.4762
2021-05-08,26.4762
2021-05-09,26.4762
2021-05-10,26.3507
2021-05-11,25.7171
2021-05-12,25.0341
2021-05-13,25.318
2021-05-14,25.9969
2021-05-15,25.9969
2021-05-16,25.9969
2021-05-17,25.8632
2021-05-18,25.2872
2021-05-19,24.4766
2021-05-20,25.0139
2021-05-21,25.9989
2021-05-22,25.9989
2021-05-23,25.9989
2021-05-24,26.7573
2021-05-25,26.6368
2021-05-26,26.3854
2021-05-27,26.3293
2021-05-28,26.2753
2021-05-29,26.2753
2021-05-30,26.2753
2021-05-31,26.2753
2021-06-01,26.323
2021-06-02,25.3007
2021-06-03,25.4919
2021-06-04,25.3589
2021-06-05,25.3589
2021-06-06,25.3589
2021-06-07,25.8347
2021-06-08,25.841
2021-06-09,25.4018
2021-06-10,24.3781
2021-06-11,24.7005
2021-06-12,24.7005
2021-06-13,24.7005
2021-06-14,24.8282
2021-06-15,25.0961
2021-06-16,24.9433
2021-06-17,24.4116
2021-06-18,24.1353
2021-06-19,24.1353
2021-06-20,24.1353
2021-06-21,25.115
2021-06-22,25.4478
2021-06-23,25.2804
2021-06-24,25.5148
2021-06-25,26.2413
2021-06-26,26.2413
2021-06-27,26.2413
2021-06-28,26.8149
2021-06-29,27.1331
2021-06-30,26.9676
2021-07-01,26.7596
2021-07-02,26.7492
2021-07-03,26.7492
2021-07-04,26.7492
2021-07-05,26.7492
2021-07-06,26.485
2021-07-07,26.7034
2021-07-08,26.2458
2021-07-09,26.8366
2021-07-10,26.8366
2021-07-11,26.8366
2021-07-12,27.2568
2021-07-13,26.924
2021-07-14,26.3623
2021-07-15,26.3519
2021-07-16,26.2791
2021-07-17,26.2791
2021-07-18,26.2791
2021-07-19,26.381
2021-07-20,27.3275
2021-07-21,28.1472
2021-07-22,27.5938
2021-07-23,27.9558
2021-07-24,27.9558
2021-07-25,27.9558
2021-07-26,27.9204
2021-07-27,27.7915
2021-07-28,27.7935
2021-07-29,28.0203
2021-07-30,28.116
2021-07-31,28.116
2021-08-01,28.116
2021-08-02,27.727
2021-08-03,28.1805
2021-08-04,28.1098
2021-08-05,26.206
2021-08-06,26.2691
2021-08-07,26.2691
2021-08-08,26.2691
2021-08-09,26.0738
2021-08-10,26.5154
2021-08-11,26.8736
2021-08-12,26.6986
2021-08-13,26.318
2021-08-14,26.318
2021-08-15,26.318
2021-08-16,26.0107
2021-08-17,25.5649
2021-08-18,25.856
2021-08-19,25.3187
2021-08-20,25.8132
2021-08-21,25.8132
2021-08-22,25.8132
2021-08-23,26.4828
2021-08-24,26.7596
2021-08-25,27.299
2021-08-26,26.2854
2021-08-27,26.7332
2021-08-28,26.7332
2021-08-29,26.7332
2021-08-30,26.3872
2021-08-31,25.9496
2021-09-01,25.337
2021-09-02,26.2549
2021-09-03,26.4116
2021-09-04,26.4116
2021-09-05,26.4116
2021-09-06,26.4116
2021-09-07,26.4218
2021-09-08,26.3343
2021-09-09,26.5012
2021-09-10,26.5948
2021-09-11,26.5948
2021-09-12,26.5948
2021-09-13,26.206
2021-09-14,25.6809
2021-09-15,24.2461
2021-09-16,24.3112
2021-09-17,24.6898
2021-09-18,24.6898
2021-09-19,24.6898
2021-09-20,24.6165
2021-09-21,24.6043
2021-09-22,24.6674
2021-09-23,25.0195
2021-09-24,24.8302
2021-09-25,24.8302
2021-09-26,24.8302
2021-09-27,25.1721
2021-09-28,24.5046
2021-09-29,25.0012
2021-09-30,26.2061
2021-10-01,26.6336
2021-10-02,26.6336
2021-10-03,26.6336
2021-10-04,26.3213
2021-10-05,26.6294
2021-10-06,26.7678
2021-10-07,27.1597
2021-10-08,26.8663
2021-10-09,26.8663
2021-10-10,26.8663
2021-10-11,26.9878
2021-10-12,26.9585
2021-10-13,26.8055
2021-10-14,27.2666
2021-10-15,27.2058
2021-10-16,27.2058
2021-10-17,27.2058
2021-10-18,26.9752
2021-10-19,26.7573
2021-10-20,26.0133
2021-10-21,26.2543
2021-10-22,26.0782
2021-10-23,26.0782
2021-10-24,26.0782
2021-10-25,26.6546
2021-10-26,26.4827
2021-10-27,26.2312
2021-10-28,26.8516
2021-10-29,27.1764
2021-10-30,27.1764
2021-10-31,27.1764
2021-11-01,27.3001
2021-11-02,27.3713
2021-11-03,27.0109
2021-11-04,29.0739
2021-11-05,29.7383
2021-11-06,29.7383
2021-11-07,29.7383
2021-11-08,31.2259
2021-11-09,31.5898
2021-11-10,30.9952
2021-11-11,31.1518
2021-11-12,31.0862
2021-11-13,31.0862
2021-11-14,31.0862
2021-11-15,31.0481
2021-11-16,31.1539
2021-11-17,30.5741
2021-11-18,31.1835
2021-11-19,31.1624
2021-11-20,31.1624
2021-11-21,31.1624
2021-11-22,31.3571
2021-11-23,31.2555
2021-11-24,30.6524
2021-11-25,30.6524
2021-11-26,30.1403
2021-11-27,30.1403
2021-11-28,30.1403
2021-11-29,30.5255
2021-11-30,29.7129
2021-12-01,29.2474
2021-12-02,30.2313
2021-12-03,30.0599
2021-12-04,30.0599
2021-12-05,30.0599
2021-12-06,30.5001
2021-12-07,31.903
2021-12-08,32.4172
2021-12-09,32.2754
2021-12-10,31.8268
2021-12-11,31.8268
2021-12-12,31.8268
2021-12-13,31.6787
2021-12-14,30.9296
2021-12-15,31.5665
2021-12-16,31.2386
2021-12-17,30.6503
2021-12-18,30.6503
2021-12-19,30.6503
2021-12-20,29.861
2021-12-21,30.8556
2021-12-22,31.8353
2021-12-23,31.8035
2021-12-24,31.8035
2021-12-25,31.8035
2021-12-26,31.8035
2021-12-27,32.2415
2021-12-28,32.0744
2021-12-29,32.1971
2021-12-30,31.9961
2021-12-31,29.8691
2022-01-01,29.8691
2022-01-02,29.8691
2022-01-03,29.5422
2022-01-04,29.9239
2022-01-05,28.824
2022-01-06,28.7653
2022-01-07,27.8748
2022-01-08,27.8748
2022-01-09,27.8748
2022-01-10,27.6909
2022-01-11,27.9707
2022-01-12,28.0001
2022-01-13,27.7065
2022-01-14,26.5969
2022-01-15,26.5969
2022-01-16,26.5969
2022-01-17,26.5969
2022-01-18,26.1292
2022-01-19,26.0744
2022-01-20,25.4423
2022-01-21,25.0802
2022-01-22,25.0802
2022-01-23,25.0802
2022-01-24,25.5127
2022-01-25,24.2485
2022-01-26,24.3561
2022-01-27,23.6085
2022-01-28,24.4266
2022-01-29,24.4266
2022-01-30,24.4266
2022-01-31,25.3601
2022-02-01,25.7417
2022-02-02,25.773
2022-02-03,26.928
2022-02-04,27.2876
2022-02-05,27.2876
2022-02-06,27.2876
2022-02-07,25.387
2022-02-08,26.4203
2022-02-09,26.8332
2022-02-10,26.5289
2022-02-11,26.1575
2022-02-12,26.1575
2022-02-13,26.1575
2022-02-14,25.9224
2022-02-15,27.1888
2022-02-16,27.2422
2022-02-17,26.6969
2022-02-18,26.2583
2022-02-19,26.2583
2022-02-20,26.2583
2022-02-21,26.2583
2022-02-22,25.2724
2022-02-23,24.4604
2022-02-24,24.9306
2022-02-25,26.2267
2022-02-26,26.2267
2022-02-27,26.2267
2022-02-28,26.2879
2022-03-01,26.7008
2022-03-02,28.1055
2022-03-03,27.6314
2022-03-04,27.1809
2022-03-05,27.1809
2022-03-06,27.1809
2022-03-07,25.1499
2022-03-08,24.8338
2022-03-09,25.796
2022-03-10,25.4581
2022-03-11,26.0548
2022-03-12,26.0548
2022-03-13,26.0548
2022-03-14,25.9758
2022-03-15,26.4065
2022-03-16,26.8925
2022-03-17,27.1552
2022-03-18,27.4377
2022-03-19,27.4377
2022-03-20,27.4377
2022-03-21,27.7855
2022-03-22,27.8487
2022-03-23,27.4773
2022-03-24,27.2757
2022-03-25,27.0545
2022-03-26,27.0545
2022-03-27,27.0545
2022-03-28,27.0327
2022-03-29,28.309
2022-03-30,27.7499
2022-03-31,23.6371
2022-04-01,23.8571
2022-04-02,23.8571
2022-04-03,23.8571
2022-04-04,24.2325
2022-04-05,22.9946
2022-04-06,22.2368
2022-04-07,22.1705
2022-04-08,21.7916
2022-04-09,21.7916
2022-04-10,21.7916
2022-04-11,21.9959
2022-04-12,21.947
2022-04-13,22.2595
2022-04-14,21.7637
2022-04-15,21.7637
2022-04-16,21.7637
2022-04-17,21.7637
2022-04-18,21.6257
2022-04-19,22.3503
2022-04-20,22.5598
2022-04-21,21.9051
2022-04-22,21.383
2022-04-23,21.383
2022-04-24,21.383
2022-04-25,21.9191
2022-04-26,21.0251
2022-04-27,20.6742
2022-04-28,21.28
2022-04-29,20.7824
2022-04-30,20.7824
2022-05-01,20.7824
2022-05-02,20.8767
2022-05-03,21.39
2022-05-04,21.6589
2022-05-05,20.6532
2022-05-06,20.2377
2022-05-07,20.2377
2022-05-08,20.2377
2022-05-09,19.4118
2022-05-10,19.5672
2022-05-11,19.2268
2022-05-12,19.7907
2022-05-13,20.5677
2022-05-14,20.5677
2022-05-15,20.5677
2022-05-16,20.4874
2022-05-17,21.1386
2022-05-18,20.229
2022-05-19,24.166
2022-05-20,24.3769
2022-05-21,24.3769
2022-05-22,24.3769
2022-05-23,25.1162
2022-05-24,24.766
2022-05-25,24.9626
2022-05-26,25.0834
2022-05-27,25.5565
2022-05-28,25.5565
2022-05-29,25.5565
2022-05-30,25.5565
2022-05-31,25.3189
2022-06-01,25.577
2022-06-02,26.3121
2022-06-03,26.1073
2022-06-04,26.1073
2022-06-05,26.1073
2022-06-06,26.0152
2022-06-07,25.9988
2022-06-08,25.2452
2022-06-09,25.1026
2022-06-10,22.7716
2022-06-11,22.7716
2022-06-12,22.7716
2022-06-13,21.6072
2022-06-14,21.8504
2022-06-15,22.075
2022-06-16,20.4736
2022-06-17,19.7543
2022-06-18,19.7543
2022-06-19,19.7543
2022-06-20,19.7543
2022-06-21,19.9975
2022-06-22,19.9687
2022-06-23,20.2077
2022-06-24,20.9847
2022-06-25,20.9847
2022-06-26,20.9847
2022-06-27,21.2073
2022-06-28,21.502
2022-06-29,21.5103
2022-06-30,15.7033
2022-07-01,15.9821
2022-07-02,15.9821
2022-07-03,15.9821
2022-07-04,15.9821
2022-07-05,16.2103
2022-07-06,16.3221
2022-07-07,16.9179
2022-07-08,16.9195
2022-07-09,16.9195
2022-07-10,16.9195
2022-07-11,16.4339
2022-07-12,16.2379
2022-07-13,16.0035
2022-07-14,16.0326
2022-07-15,16.3374
2022-07-16,16.3374
2022-07-17,16.3374
2022-07-18,16.4814
2022-07-19,17.1262
2022-07-20,17.4586
2022-07-21,17.5015
2022-07-22,17.9503
2022-07-23,17.9503
2022-07-24,17.9503
2022-07-25,18.0744
2022-07-26,18.3991
2022-07-27,18.7254
2022-07-28,19.5847
2022-07-29,20.0733
2022-07-30,20.0733
2022-07-31,20.0733
2022-08-01,20.0993
2022-08-02,20.0748
2022-08-03,20.3566
2022-08-04,22.5368
2022-08-05,22.9832
2022-08-06,22.9832
2022-08-07,22.9832
2022-08-08,23.4008
2022-08-09,22.9786
2022-08-10,23.4792
2022-08-11,23.6722
2022-08-12,24.307
2022-08-13,24.307
2022-08-14,24.307
2022-08-15,24.5965
2022-08-16,24.9508
2022-08-17,23.5772
2022-08-18,24.206
2022-08-19,23.5591
2022-08-20,23.5591
2022-08-21,23.5591
2022-08-22,23.2862
2022-08-23,23.2199
2022-08-24,23.4219
2022-08-25,23.6556
2022-08-26,22.8218
2022-08-27,22.8218
2022-08-28,22.8218
2022-08-29,22.7374
2022-08-30,22.6183
2022-08-31,22.368
2022-09-01,21.9609
2022-09-02,22.0302
2022-09-03,22.0302
2022-09-04,22.0302
2022-09-05,22.0302
2022-09-06,22.1403
2022-09-07,22.38
2022-09-08,22.7886
2022-09-09,22.9862
2022-09-10,22.9862
2022-09-11,22.9862
2022-09-12,23.1143
2022-09-13,22.3046
2022-09-14,22.3348
2022-09-15,22.2473
2022-09-16,21.7769
2022-09-17,21.7769
2022-09-18,21.7769
2022-09-19,22.38
2022-09-20,21.9021
2022-09-21,21.6593
2022-09-22,20.7441
2022-09-23,20.349
2022-09-24,20.349
2022-09-25,20.349
2022-09-26,19.9449
2022-09-27,20.0279
2022-09-28,20.8391
2022-09-29,20.45
2022-09-30,17.303
2022-10-01,17.303
2022-10-02,17.303
2022-10-03,17.9232
2022-10-04,18.6801
2022-10-05,18.6358
2022-10-06,18.5421
2022-10-07,17.9903
2022-10-08,17.9903
2022-10-09,17.9903
2022-10-10,17.9409
2022-10-11,17.8662
2022-10-12,17.5954
2022-10-13,17.5726
2022-10-14,16.7182
2022-10-15,16.7182
2022-10-16,16.7182
2022-10-17,17.4612
2022-10-18,17.5751
2022-10-19,16.8942
2022-10-20,16.3423
2022-10-21,16.7398
2022-10-22,16.7398
2022-10-23,16.7398
2022-10-24,16.9499
2022-10-25,17.3802
2022-10-26,17.1701
2022-10-27,17.2853
2022-10-28,16.5929
2022-10-29,16.5929
2022-10-30,16.5929
2022-10-31,16.2284
2022-11-01,16.3917
2022-11-02,15.9209
2022-11-03,12.3288
2022-11-04,12.002
2022-11-05,12.002
2022-11-06,12.002
2022-11-07,11.8226
2022-11-08,12.2417
2022-11-09,11.8301
2022-11-10,12.8152
2022-11-11,12.8641
2022-11-12,12.8641
2022-11-13,12.8641
2022-11-14,12.4161
2022-11-15,12.7273
2022-11-16,12.4487
2022-11-17,12.253
2022-11-18,12.9457
2022-11-19,12.9457
2022-11-20,12.9457
2022-11-21,13.1489
2022-11-22,13.43
2022-11-23,13.6873
2022-11-24,13.6873
2022-11-25,13.6609
2022-11-26,13.6609
2022-11-27,13.6609
2022-11-28,13.2631
2022-11-29,13.292
2022-11-30,13.7663
2022-12-01,13.6722
2022-12-02,13.5241
2022-12-03,13.5241
2022-12-04,13.5241
2022-12-05,12.8553
2022-12-06,12.8653
2022-12-07,12.701
2022-12-08,12.6846
2022-12-09,12.5353
2022-12-10,12.5353
2022-12-11,12.5353
2022-12-12,12.6432
2022-12-13,12.8214
2022-12-14,12.7938
2022-12-15,12.6043
2022-12-16,12.3082
2022-12-17,12.3082
2022-12-18,12.3082
2022-12-19,12.0259
2022-12-20,12.007
2022-12-21,12.1463
2022-12-22,11.869
2022-12-23,11.9493
2022-12-24,11.9493
2022-12-25,11.9493
2022-12-26,11.9493
2022-12-27,11.8866
2022-12-28,11.682
2022-12-29,11.9606
2022-12-30,11.6368
2022-12-31,11.6368
2023-01-01,11.6368
2023-01-02,11.6368
2023-01-03,11.552
2023-01-04,11.7916
2023-01-05,11.5705
2023-01-06,11.7523
2023-01-07,11.7523
2023-01-08,11.7523
2023-01-09,11.6085
2023-01-10,11.9722
2023-01-11,12.3616
2023-01-12,12.267
2023-01-13,12.4672
2023-01-14,12.4672
2023-01-15,12.4672
2023-01-16,12.4672
2023-01-17,12.6663
2023-01-18,12.5778
2023-01-19,12.0606
2023-01-20,12.5164
2023-01-21,12.5164
2023-01-22,12.5164
2023-01-23,12.6613
2023-01-24,12.4746
2023-01-25,12.5864
2023-01-26,12.9857
2023-01-27,13.3186
2023-01-28,13.3186
2023-01-29,13.3186
2023-01-30,13.2007
2023-01-31,13.9549
2023-02-01,14.3554
2023-02-02,11.978
2023-02-03,12.7428
2023-02-04,12.7428
2023-02-05,12.7428
2023-02-06,12.5477
2023-02-07,13.0463
2023-02-08,13.0945
2023-02-09,12.7753
2023-02-10,12.738
2023-02-11,12.738
2023-02-12,12.738
2023-02-13,12.738
2023-02-14,12.7838
2023-02-15,13.1186
2023-02-16,12.6019
2023-02-17,12.7838
2023-02-18,12.7838
2023-02-19,12.7838
2023-02-20,12.7838
2023-02-21,12.3767
2023-02-22,12.3273
2023-02-23,12.455
2023-02-24,12.0864
2023-02-25,12.0864
2023-02-26,12.0864
2023-02-27,12.1816
2023-02-28,12.2538
2023-03-01,12.2093
2023-03-02,12.2261
2023-03-03,12.3755
2023-03-04,12.3755
2023-03-05,12.3755
2023-03-06,12.9415
2023-03-07,12.4321
2023-03-08,12.691
2023-03-09,12.2875
2023-03-10,11.6649
2023-03-11,11.6649
2023-03-12,11.6649
2023-03-13,11.5239
2023-03-14,11.6432
2023-03-15,11.1759
2023-03-16,11.3457
2023-03-17,11.1361
2023-03-18,11.1361
2023-03-19,11.1361
2023-03-20,10.7158
2023-03-21,11.2048
2023-03-22,11.1614
2023-03-23,11.3059
2023-03-24,11.1686
2023-03-25,11.1686
2023-03-26,11.1686
2023-03-27,11.3686
2023-03-28,11.5926
2023-03-29,11.642
2023-03-30,11.6456
2023-03-31,11.3589
2023-04-01,11.3589
2023-04-02,11.3589
2023-04-03,11.2189
2023-04-04,10.7943
2023-04-05,10.6203
2023-04-06,10.6158
2023-04-07,10.6158
2023-04-08,10.6158
2023-04-09,10.6158
2023-04-10,10.9061
2023-04-11,10.9682
2023-04-12,10.9953
2023-04-13,11.1263
2023-04-14,11.0484
2023-04-15,11.0484
2023-04-16,11.0484
2023-04-17,11.1568
2023-04-18,11.1319
2023-04-19,11.3871
2023-04-20,11.3894
2023-04-21,11.3567
2023-04-22,11.3567
2023-04-23,11.3567
2023-04-24,11.6345
2023-04-25,11.0992
2023-04-26,10.9716
2023-04-27,11.325
2023-04-28,11.5294
2023-04-29,11.5294
2023-04-30,11.5294
2023-05-01,11.6322
2023-05-02,11.2878
2023-05-03,11.534
2023-05-04,11.1997
2023-05-05,11.6876
2023-05-06,11.6876
2023-05-07,11.6876
2023-05-08,11.6819
2023-05-09,11.6345
2023-05-10,11.7135
2023-05-11,11.6062
2023-05-12,11.5238
2023-05-13,11.5238
2023-05-14,11.5238
2023-05-15,11.744
2023-05-16,11.5407
