,MC US Equity
2020-10-03,30.5324
2020-10-04,30.5324
2020-10-05,31.063
2020-10-06,31.0795
2020-10-07,31.6018
2020-10-08,32.2485
2020-10-09,32.464
2020-10-10,32.464
2020-10-11,32.464
2020-10-12,32.8205
2020-10-13,32.5221
2020-10-14,32.2568
2020-10-15,32.2402
2020-10-16,32.3148
2020-10-17,32.3148
2020-10-18,32.3148
2020-10-19,31.8837
2020-10-20,32.1739
2020-10-21,32.3645
2020-10-22,32.6133
2020-10-23,33.0195
2020-10-24,33.0195
2020-10-25,33.0195
2020-10-26,32.348
2020-10-27,33.2267
2020-10-28,31.0675
2020-10-29,31.8326
2020-10-30,31.5998
2020-10-31,31.5998
2020-11-01,31.5998
2020-11-02,31.9491
2020-11-03,31.7994
2020-11-04,32.2734
2020-11-05,32.0821
2020-11-06,31.1174
2020-11-07,31.1174
2020-11-08,31.1174
2020-11-09,31.4501
2020-11-10,32.5395
2020-11-11,31.8576
2020-11-12,31.5915
2020-11-13,31.9491
2020-11-14,31.9491
2020-11-15,31.9491
2020-11-16,32.4481
2020-11-17,32.7641
2020-11-18,32.3815
2020-11-19,32.3233
2020-11-20,32.4314
2020-11-21,32.4314
2020-11-22,32.4314
2020-11-23,33.2049
2020-11-24,33.7538
2020-11-25,33.8619
2020-11-26,33.8619
2020-11-27,33.6706
2020-11-28,33.6706
2020-11-29,33.6706
2020-11-30,33.2963
2020-12-01,34.103
2020-12-02,34.6519
2020-12-03,35.3755
2020-12-04,35.7913
2020-12-05,35.7913
2020-12-06,35.7913
2020-12-07,36.282
2020-12-08,36.5398
2020-12-09,36.8226
2020-12-10,36.8558
2020-12-11,37.7457
2020-12-12,37.7457
2020-12-13,37.7457
2020-12-14,38.0867
2020-12-15,38.752
2020-12-16,38.4193
2020-12-17,36.5897
2020-12-18,37.8871
2020-12-19,37.8871
2020-12-20,37.8871
2020-12-21,38.4526
2020-12-22,39.3175
2020-12-23,40.1658
2020-12-24,39.9246
2020-12-25,39.9246
2020-12-26,39.9246
2020-12-27,39.9246
2020-12-28,39.8747
2020-12-29,39.0264
2020-12-30,39.2926
2020-12-31,11.5858
2021-01-01,11.5858
2021-01-02,11.5858
2021-01-03,11.5858
2021-01-04,11.3774
2021-01-05,11.4552
2021-01-06,12.3564
2021-01-07,12.8534
2021-01-08,12.7279
2021-01-09,12.7279
2021-01-10,12.7279
2021-01-11,12.9839
2021-01-12,13.1295
2021-01-13,13.1647
2021-01-14,13.5261
2021-01-15,13.7018
2021-01-16,13.7018
2021-01-17,13.7018
2021-01-18,13.7018
2021-01-19,13.6617
2021-01-20,13.6667
2021-01-21,13.4659
2021-01-22,13.5236
2021-01-23,13.5236
2021-01-24,13.5236
2021-01-25,13.2299
2021-01-26,12.763
2021-01-27,12.2409
2021-01-28,12.6978
2021-01-29,12.3263
2021-01-30,12.3263
2021-01-31,12.3263
2021-02-01,12.7128
2021-02-02,12.891
2021-02-03,13.0216
2021-02-04,12.9086
2021-02-05,12.8283
2021-02-06,12.8283
2021-02-07,12.8283
2021-02-08,13.0868
2021-02-09,13.1471
2021-02-10,13.6039
2021-02-11,13.4006
2021-02-12,13.5663
2021-02-13,13.5663
2021-02-14,13.5663
2021-02-15,13.5663
2021-02-16,13.6064
2021-02-17,13.6868
2021-02-18,13.4684
2021-02-19,13.5914
2021-02-20,13.5914
2021-02-21,13.5914
2021-02-22,13.5362
2021-02-23,13.1496
2021-02-24,13.1822
2021-02-25,13.044
2021-02-26,13.2966
2021-02-27,13.2966
2021-02-28,13.2966
2021-03-01,14.0414
2021-03-02,13.742
2021-03-03,13.7654
2021-03-04,13.4034
2021-03-05,13.7081
2021-03-06,13.7081
2021-03-07,13.7081
2021-03-08,14.1092
2021-03-09,14.2836
2021-03-10,14.3722
2021-03-11,14.729
2021-03-12,14.6014
2021-03-13,14.6014
2021-03-14,14.6014
2021-03-15,14.4685
2021-03-16,14.5727
2021-03-17,14.9425
2021-03-18,14.6821
2021-03-19,14.5831
2021-03-20,14.5831
2021-03-21,14.5831
2021-03-22,14.3904
2021-03-23,14.169
2021-03-24,14.0623
2021-03-25,14.1534
2021-03-26,14.4243
2021-03-27,14.4243
2021-03-28,14.4243
2021-03-29,14.1821
2021-03-30,14.2524
2021-03-31,12.2073
2021-04-01,12.4886
2021-04-02,12.4886
2021-04-03,12.4886
2021-04-04,12.4886
2021-04-05,12.8384
2021-04-06,12.679
2021-04-07,12.5461
2021-04-08,12.225
2021-04-09,12.0545
2021-04-10,12.0545
2021-04-11,12.0545
2021-04-12,12.09
2021-04-13,11.7135
2021-04-14,11.7822
2021-04-15,11.6006
2021-04-16,12.0612
2021-04-17,12.0612
2021-04-18,12.0612
2021-04-19,12.2627
2021-04-20,11.977
2021-04-21,12.8391
2021-04-22,12.8808
2021-04-23,13.2492
2021-04-24,13.2492
2021-04-25,13.2492
2021-04-26,13.1426
2021-04-27,13.2817
2021-04-28,13.2052
2021-04-29,13.0662
2021-04-30,12.6328
2021-05-01,12.6328
2021-05-02,12.6328
2021-05-03,12.6931
2021-05-04,12.6954
2021-05-05,12.9341
2021-05-06,12.9758
2021-05-07,12.4938
2021-05-08,12.4938
2021-05-09,12.4938
2021-05-10,12.2737
2021-05-11,11.9238
2021-05-12,11.933
2021-05-13,12.2088
2021-05-14,12.3826
2021-05-15,12.3826
2021-05-16,12.3826
2021-05-17,12.3478
2021-05-18,12.0767
2021-05-19,12.2899
2021-05-20,12.2435
2021-05-21,12.3385
2021-05-22,12.3385
2021-05-23,12.3385
2021-05-24,12.3733
2021-05-25,12.174
2021-05-26,12.3895
2021-05-27,12.4428
2021-05-28,12.4961
2021-05-29,12.4961
2021-05-30,12.4961
2021-05-31,12.4961
2021-06-01,12.7371
2021-06-02,12.4289
2021-06-03,12.3385
2021-06-04,12.3664
2021-06-05,12.3664
2021-06-06,12.3664
2021-06-07,12.4428
2021-06-08,12.656
2021-06-09,12.5008
2021-06-10,12.5633
2021-06-11,12.7163
2021-06-12,12.7163
2021-06-13,12.7163
2021-06-14,12.5378
2021-06-15,12.7603
2021-06-16,12.7348
2021-06-17,12.5123
2021-06-18,12.3107
2021-06-19,12.3107
2021-06-20,12.3107
2021-06-21,12.5077
2021-06-22,12.5888
2021-06-23,12.7394
2021-06-24,12.8993
2021-06-25,13.0708
2021-06-26,13.0708
2021-06-27,13.0708
2021-06-28,13.0013
2021-06-29,13.1913
2021-06-30,9.2001
2021-07-01,9.2196
2021-07-02,9.2392
2021-07-03,9.2392
2021-07-04,9.2392
2021-07-05,9.2392
2021-07-06,8.9915
2021-07-07,9.1039
2021-07-08,8.7895
2021-07-09,8.8449
2021-07-10,8.8449
2021-07-11,8.8449
2021-07-12,9.0502
2021-07-13,9.1512
2021-07-14,8.8481
2021-07-15,8.8416
2021-07-16,8.7161
2021-07-17,8.7161
2021-07-18,8.7161
2021-07-19,8.55
2021-07-20,8.8742
2021-07-21,9.1675
2021-07-22,9.4005
2021-07-23,9.4559
2021-07-24,9.4559
2021-07-25,9.4559
2021-07-26,9.5357
2021-07-27,9.3679
2021-07-28,9.3617
2021-07-29,9.5856
2021-07-30,9.5434
2021-07-31,9.5434
2021-08-01,9.5434
2021-08-02,9.5482
2021-08-03,9.3957
2021-08-04,9.472
2021-08-05,9.5872
2021-08-06,9.6715
2021-08-07,9.6715
2021-08-08,9.6715
2021-08-09,9.6634
2021-08-10,9.8127
2021-08-11,9.9976
2021-08-12,10.1226
2021-08-13,10.0301
2021-08-14,10.0301
2021-08-15,10.0301
2021-08-16,9.9944
2021-08-17,9.8679
2021-08-18,9.7608
2021-08-19,9.5272
2021-08-20,9.7575
2021-08-21,9.7575
2021-08-22,9.7575
2021-08-23,9.9587
2021-08-24,9.9636
2021-08-25,10.0204
2021-08-26,9.9052
2021-08-27,10.1956
2021-08-28,10.1956
2021-08-29,10.1956
2021-08-30,10.1112
2021-08-31,9.9814
2021-09-01,10.1063
2021-09-02,10.1794
2021-09-03,10.1794
2021-09-04,10.1794
2021-09-05,10.1794
2021-09-06,10.1794
2021-09-07,10.0204
2021-09-08,9.9522
2021-09-09,10.0025
2021-09-10,9.9457
2021-09-11,9.9457
2021-09-12,9.9457
2021-09-13,10.0187
2021-09-14,9.936
2021-09-15,10.2037
2021-09-16,10.1258
2021-09-17,9.9733
2021-09-18,9.9733
2021-09-19,9.9733
2021-09-20,9.6878
2021-09-21,9.5304
2021-09-22,9.764
2021-09-23,10.0479
2021-09-24,10.194
2021-09-25,10.194
2021-09-26,10.194
2021-09-27,10.2735
2021-09-28,10.0366
2021-09-29,10.1777
2021-09-30,8.0528
2021-10-01,8.4465
2021-10-02,8.4465
2021-10-03,8.4465
2021-10-04,8.5303
2021-10-05,8.7219
2021-10-06,8.7365
2021-10-07,8.8283
2021-10-08,8.9041
2021-10-09,8.9041
2021-10-10,8.9041
2021-10-11,8.7658
2021-10-12,8.8921
2021-10-13,8.8775
2021-10-14,8.9387
2021-10-15,9.2539
2021-10-16,9.2539
2021-10-17,9.2539
2021-10-18,9.238
2021-10-19,9.246
2021-10-20,9.367
2021-10-21,9.4122
2021-10-22,9.355
2021-10-23,9.355
2021-10-24,9.355
2021-10-25,9.4269
2021-10-26,9.2899
2021-10-27,8.9427
2021-10-28,9.1446
2021-10-29,9.4929
2021-10-30,9.4929
2021-10-31,9.4929
2021-11-01,9.9994
2021-11-02,10.0499
2021-11-03,10.0566
2021-11-04,9.9422
2021-11-05,9.7588
2021-11-06,9.7588
2021-11-07,9.7588
2021-11-08,9.5793
2021-11-09,9.3759
2021-11-10,9.1832
2021-11-11,9.2417
2021-11-12,9.146
2021-11-13,9.146
2021-11-14,9.146
2021-11-15,9.1593
2021-11-16,9.1978
2021-11-17,9.021
2021-11-18,8.9625
2021-11-19,8.7671
2021-11-20,8.7671
2021-11-21,8.7671
2021-11-22,8.694
2021-11-23,8.7445
2021-11-24,8.5956
2021-11-25,8.5956
2021-11-26,8.2154
2021-11-27,8.2154
2021-11-28,8.2154
2021-11-29,8.3497
2021-11-30,7.9735
2021-12-01,7.9389
2021-12-02,8.1835
2021-12-03,7.9814
2021-12-04,7.9814
2021-12-05,7.9814
2021-12-06,8.0293
2021-12-07,8.1636
2021-12-08,8.028
2021-12-09,7.8964
2021-12-10,7.778
2021-12-11,7.778
2021-12-12,7.778
2021-12-13,7.685
2021-12-14,8.0572
2021-12-15,8.0506
2021-12-16,8.0771
2021-12-17,8.0
2021-12-18,8.0
2021-12-19,8.0
2021-12-20,7.8445
2021-12-21,7.9721
2021-12-22,8.117
2021-12-23,8.1144
2021-12-24,8.1144
2021-12-25,8.1144
2021-12-26,8.1144
2021-12-27,8.246
2021-12-28,8.2008
2021-12-29,8.2486
2021-12-30,8.1675
2021-12-31,8.5178
2022-01-01,8.5178
2022-01-02,8.5178
2022-01-03,8.5163
2022-01-04,8.5384
2022-01-05,8.1222
2022-01-06,8.406
2022-01-07,8.5031
2022-01-08,8.5031
2022-01-09,8.5031
2022-01-10,8.4428
2022-01-11,8.6002
2022-01-12,8.4516
2022-01-13,8.2266
2022-01-14,8.0811
2022-01-15,8.0811
2022-01-16,8.0811
2022-01-17,8.0811
2022-01-18,7.5575
2022-01-19,7.4458
2022-01-20,7.3987
2022-01-21,7.2664
2022-01-22,7.2664
2022-01-23,7.2664
2022-01-24,7.2105
2022-01-25,7.1826
2022-01-26,7.2561
2022-01-27,7.2105
2022-01-28,7.4237
2022-01-29,7.4237
2022-01-30,7.4237
2022-01-31,7.6296
2022-02-01,7.6855
2022-02-02,7.4928
2022-02-03,7.3737
2022-02-04,7.3958
2022-02-05,7.3958
2022-02-06,7.3958
2022-02-07,7.4428
2022-02-08,7.6208
2022-02-09,7.9237
2022-02-10,7.1134
2022-02-11,6.862
2022-02-12,6.862
2022-02-13,6.862
2022-02-14,6.8782
2022-02-15,6.912
2022-02-16,6.9193
2022-02-17,6.6576
2022-02-18,6.5046
2022-02-19,6.5046
2022-02-20,6.5046
2022-02-21,6.5046
2022-02-22,6.3738
2022-02-23,6.2149
2022-02-24,6.4406
2022-02-25,6.6776
2022-02-26,6.6776
2022-02-27,6.6776
2022-02-28,6.5576
2022-03-01,6.4496
2022-03-02,6.5906
2022-03-03,6.5411
2022-03-04,6.3866
2022-03-05,6.3866
2022-03-06,6.3866
2022-03-07,6.0821
2022-03-08,5.9876
2022-03-09,6.2276
2022-03-10,6.1301
2022-03-11,6.1016
2022-03-12,6.1016
2022-03-13,6.1016
2022-03-14,6.1241
2022-03-15,6.2291
2022-03-16,6.3851
2022-03-17,6.3026
2022-03-18,6.4496
2022-03-19,6.4496
2022-03-20,6.4496
2022-03-21,6.2801
2022-03-22,6.4616
2022-03-23,6.2456
2022-03-24,6.2606
2022-03-25,6.2606
2022-03-26,6.2606
2022-03-27,6.2606
2022-03-28,6.3521
2022-03-29,6.5966
2022-03-30,6.4271
2022-03-31,6.9384
2022-04-01,7.0095
2022-04-02,7.0095
2022-04-03,7.0095
2022-04-04,7.0705
2022-04-05,6.8412
2022-04-06,6.5901
2022-04-07,6.6424
2022-04-08,6.6148
2022-04-09,6.6148
2022-04-10,6.6148
2022-04-11,6.5843
2022-04-12,6.5683
2022-04-13,6.6482
2022-04-14,6.6772
2022-04-15,6.6772
2022-04-16,6.6772
2022-04-17,6.6772
2022-04-18,6.6815
2022-04-19,7.0095
2022-04-20,7.3221
2022-04-21,7.2291
2022-04-22,7.0072
2022-04-23,7.0072
2022-04-24,7.0072
2022-04-25,7.1347
2022-04-26,6.8903
2022-04-27,6.8543
2022-04-28,7.1649
2022-04-29,6.7503
2022-04-30,6.7503
2022-05-01,6.7503
2022-05-02,6.8715
2022-05-03,6.7817
2022-05-04,6.8371
2022-05-05,6.635
2022-05-06,6.5138
2022-05-07,6.5138
2022-05-08,6.5138
2022-05-09,6.4449
2022-05-10,6.4284
2022-05-11,6.2473
2022-05-12,6.2084
2022-05-13,6.4344
2022-05-14,6.4344
2022-05-15,6.4344
2022-05-16,6.4928
2022-05-17,6.7922
2022-05-18,6.6335
2022-05-19,6.6799
2022-05-20,6.7159
2022-05-21,6.7159
2022-05-22,6.7159
2022-05-23,6.7892
2022-05-24,6.7218
2022-05-25,6.7967
2022-05-26,6.9838
2022-05-27,7.132
2022-05-28,7.132
2022-05-29,7.132
2022-05-30,7.132
2022-05-31,7.1485
2022-06-01,7.0122
2022-06-02,7.2398
2022-06-03,6.9943
2022-06-04,6.9943
2022-06-05,6.9943
2022-06-06,7.0901
2022-06-07,7.0587
2022-06-08,6.8506
2022-06-09,6.5602
2022-06-10,6.1231
2022-06-11,6.1231
2022-06-12,6.1231
2022-06-13,5.8491
2022-06-14,5.8476
2022-06-15,5.9689
2022-06-16,5.8401
2022-06-17,5.909
2022-06-18,5.909
2022-06-19,5.909
2022-06-20,5.909
2022-06-21,5.9734
2022-06-22,5.9554
2022-06-23,5.9464
2022-06-24,6.0961
2022-06-25,6.0961
2022-06-26,6.0961
2022-06-27,6.0841
2022-06-28,6.0976
2022-06-29,6.0976
2022-06-30,6.7485
2022-07-01,6.8005
2022-07-02,6.8005
2022-07-03,6.8005
2022-07-04,6.8005
2022-07-05,6.9985
2022-07-06,6.8559
2022-07-07,6.9515
2022-07-08,6.8894
2022-07-09,6.8894
2022-07-10,6.8894
2022-07-11,6.7636
2022-07-12,6.8475
2022-07-13,6.7283
2022-07-14,6.678
2022-07-15,6.9968
2022-07-16,6.9968
2022-07-17,6.9968
2022-07-18,6.9129
2022-07-19,7.1294
2022-07-20,7.2502
2022-07-21,7.3089
2022-07-22,7.3039
2022-07-23,7.3039
2022-07-24,7.3039
2022-07-25,7.3676
2022-07-26,7.3089
2022-07-27,7.5169
2022-07-28,7.6998
2022-07-29,7.886
2022-07-30,7.886
2022-07-31,7.886
2022-08-01,7.7929
2022-08-02,7.6268
2022-08-03,7.6949
2022-08-04,7.655
2022-08-05,7.5836
2022-08-06,7.5836
2022-08-07,7.5836
2022-08-08,7.6666
2022-08-09,7.5786
2022-08-10,7.753
2022-08-11,7.8993
2022-08-12,8.0854
2022-08-13,8.0854
2022-08-14,8.0854
2022-08-15,8.0472
2022-08-16,8.0605
2022-08-17,8.0239
2022-08-18,8.0239
2022-08-19,7.8178
2022-08-20,7.8178
2022-08-21,7.8178
2022-08-22,7.4589
2022-08-23,7.5387
2022-08-24,7.4689
2022-08-25,7.6068
2022-08-26,7.3842
2022-08-27,7.3842
2022-08-28,7.3842
2022-08-29,7.2678
2022-08-30,7.1116
2022-08-31,7.0684
2022-09-01,7.0684
2022-09-02,6.9056
2022-09-03,6.9056
2022-09-04,6.9056
2022-09-05,6.9056
2022-09-06,6.9039
2022-09-07,7.0402
2022-09-08,7.1166
2022-09-09,7.3626
2022-09-10,7.3626
2022-09-11,7.3626
2022-09-12,7.3376
2022-09-13,6.8009
2022-09-14,6.5816
2022-09-15,6.6813
2022-09-16,6.6497
2022-09-17,6.6497
2022-09-18,6.6497
2022-09-19,6.7178
2022-09-20,6.5882
2022-09-21,6.4586
2022-09-22,6.3008
2022-09-23,5.9551
2022-09-24,5.9551
2022-09-25,5.9551
2022-09-26,5.7624
2022-09-27,5.7508
2022-09-28,5.9086
2022-09-29,5.7607
2022-09-30,7.6911
2022-10-01,7.6911
2022-10-02,7.6911
2022-10-03,7.8578
2022-10-04,8.6981
2022-10-05,8.438
2022-10-06,8.4113
2022-10-07,8.1246
2022-10-08,8.1246
2022-10-09,8.1246
2022-10-10,8.2291
2022-10-11,8.0957
2022-10-12,8.2691
2022-10-13,8.6692
2022-10-14,8.4669
2022-10-15,8.4669
2022-10-16,8.4669
2022-10-17,8.3602
2022-10-18,8.6425
2022-10-19,8.5492
2022-10-20,8.4603
2022-10-21,9.0027
2022-10-22,9.0027
2022-10-23,9.0027
2022-10-24,9.1116
2022-10-25,8.7292
2022-10-26,9.076
2022-10-27,9.2917
2022-10-28,9.5784
2022-10-29,9.5784
2022-10-30,9.5784
2022-10-31,9.614
2022-11-01,9.8674
2022-11-02,9.7363
2022-11-03,9.0368
2022-11-04,9.1589
2022-11-05,9.1589
2022-11-06,9.1589
2022-11-07,9.1767
2022-11-08,9.2322
2022-11-09,9.0102
2022-11-10,10.1001
2022-11-11,10.4509
2022-11-12,10.4509
2022-11-13,10.4509
2022-11-14,10.3421
2022-11-15,10.4731
2022-11-16,10.2444
2022-11-17,9.7516
2022-11-18,9.5252
2022-11-19,9.5252
2022-11-20,9.5252
2022-11-21,9.5296
2022-11-22,9.594
2022-11-23,9.6095
2022-11-24,9.6095
2022-11-25,9.6584
2022-11-26,9.6584
2022-11-27,9.6584
2022-11-28,9.4009
2022-11-29,9.4519
2022-11-30,9.7694
2022-12-01,9.8759
2022-12-02,9.9869
2022-12-03,9.9869
2022-12-04,9.9869
2022-12-05,9.6007
2022-12-06,9.2188
2022-12-07,9.1456
2022-12-08,9.3343
2022-12-09,9.4231
2022-12-10,9.4231
2022-12-11,9.4231
2022-12-12,9.5829
2022-12-13,9.7338
2022-12-14,9.6539
2022-12-15,9.321
2022-12-16,9.2255
2022-12-17,9.2255
2022-12-18,9.2255
2022-12-19,8.9569
2022-12-20,9.0146
2022-12-21,9.2233
2022-12-22,8.9791
2022-12-23,8.837
2022-12-24,8.837
2022-12-25,8.837
2022-12-26,8.837
2022-12-27,8.8392
2022-12-28,8.6772
2022-12-29,8.786
2022-12-30,13.246
2022-12-31,13.246
2023-01-01,13.246
2023-01-02,13.246
2023-01-03,13.4531
2023-01-04,13.7706
2023-01-05,14.2228
2023-01-06,14.6508
2023-01-07,14.6508
2023-01-08,14.6508
2023-01-09,14.7889
2023-01-10,15.1513
2023-01-11,15.3101
2023-01-12,15.6518
2023-01-13,15.5828
2023-01-14,15.5828
2023-01-15,15.5828
2023-01-16,15.5828
2023-01-17,15.4965
2023-01-18,15.5897
2023-01-19,15.493
2023-01-20,15.6553
2023-01-21,15.6553
2023-01-22,15.6553
2023-01-23,15.9003
2023-01-24,15.6829
2023-01-25,15.569
2023-01-26,15.7554
2023-01-27,15.9383
2023-01-28,15.9383
2023-01-29,15.9383
2023-01-30,15.8244
2023-01-31,16.1385
2023-02-01,16.3353
2023-02-02,16.9151
2023-02-03,17.0325
2023-02-04,17.0325
2023-02-05,17.0325
2023-02-06,16.9186
2023-02-07,16.4595
2023-02-08,16.2455
2023-02-09,15.0996
2023-02-10,15.2756
2023-02-11,15.2756
2023-02-12,15.2756
2023-02-13,16.2144
2023-02-14,16.1109
2023-02-15,16.1282
2023-02-16,15.707
2023-02-17,15.6691
2023-02-18,15.6691
2023-02-19,15.6691
2023-02-20,15.6691
2023-02-21,15.0409
2023-02-22,14.9546
2023-02-23,14.7692
2023-02-24,14.5966
2023-02-25,14.5966
2023-02-26,14.5966
2023-02-27,14.859
2023-02-28,14.7899
2023-03-01,14.8245
2023-03-02,14.8106
2023-03-03,14.8832
2023-03-04,14.8832
2023-03-05,14.8832
2023-03-06,14.5862
2023-03-07,14.31
2023-03-08,14.417
2023-03-09,13.9751
2023-03-10,13.4882
2023-03-11,13.4882
2023-03-12,13.4882
2023-03-13,13.0912
2023-03-14,13.3294
2023-03-15,13.3812
2023-03-16,13.7748
2023-03-17,13.4917
