,PEP US Equity
2020-08-19,22.9544
2020-08-20,22.9925
2020-08-21,22.9558
2020-08-22,22.9558
2020-08-23,22.9558
2020-08-24,23.1226
2020-08-25,23.0745
2020-08-26,23.2399
2020-08-27,23.23
2020-08-28,23.4476
2020-08-29,23.4476
2020-08-30,23.4476
2020-08-31,23.4646
2020-09-01,23.3416
2020-09-02,23.9211
2020-09-03,23.3671
2020-09-04,22.8121
2020-09-05,22.8121
2020-09-06,22.8121
2020-09-07,22.8121
2020-09-08,22.3655
2020-09-09,22.5825
2020-09-10,22.2556
2020-09-11,22.4017
2020-09-12,22.4017
2020-09-13,22.4017
2020-09-14,22.5213
2020-09-15,22.3753
2020-09-16,22.2862
2020-09-17,22.0386
2020-09-18,21.7979
2020-09-19,21.7979
2020-09-20,21.7979
2020-09-21,21.7659
2020-09-22,21.8925
2020-09-23,21.7325
2020-09-24,21.8132
2020-09-25,22.0873
2020-09-26,22.0873
2020-09-27,22.0873
2020-09-28,22.7022
2020-09-29,22.5895
2020-09-30,22.7898
2020-10-01,23.058
2020-10-02,22.6776
2020-10-03,22.6776
2020-10-04,22.6776
2020-10-05,22.6595
2020-10-06,22.3499
2020-10-07,22.5318
2020-10-08,22.6484
2020-10-09,22.7303
2020-10-10,22.7303
2020-10-11,22.7303
2020-10-12,23.2427
2020-10-13,23.4385
2020-10-14,23.2968
2020-10-15,23.1455
2020-10-16,23.1871
2020-10-17,23.1871
2020-10-18,23.1871
2020-10-19,22.9025
2020-10-20,22.9067
2020-10-21,22.8914
2020-10-22,22.8928
2020-10-23,22.8858
2020-10-24,22.8858
2020-10-25,22.8858
2020-10-26,22.6776
2020-10-27,22.8248
2020-10-28,22.1375
2020-10-29,22.1125
2020-10-30,22.0153
2020-10-31,22.0153
2020-11-01,22.0153
2020-11-02,22.2735
2020-11-03,22.536
2020-11-04,22.6498
2020-11-05,22.6762
2020-11-06,22.722
2020-11-07,22.722
2020-11-08,22.722
2020-11-09,22.7317
2020-11-10,23.1858
2020-11-11,23.4884
2020-11-12,23.4801
2020-11-13,23.6009
2020-11-14,23.6009
2020-11-15,23.6009
2020-11-16,23.7467
2020-11-17,23.6745
2020-11-18,23.4162
2020-11-19,23.4079
2020-11-20,23.4218
2020-11-21,23.4218
2020-11-22,23.4218
2020-11-23,23.3663
2020-11-24,23.5065
2020-11-25,23.5246
2020-11-26,23.5246
2020-11-27,23.5856
2020-11-28,23.5856
2020-11-29,23.5856
2020-11-30,23.5343
2020-12-01,23.7898
2020-12-02,23.5884
2020-12-03,23.5648
2020-12-04,23.7592
2020-12-05,23.7592
2020-12-06,23.7592
2020-12-07,23.6926
2020-12-08,23.7134
2020-12-09,23.737
2020-12-10,23.5954
2020-12-11,23.637
2020-12-12,23.637
2020-12-13,23.637
2020-12-14,23.5343
2020-12-15,23.6092
2020-12-16,23.6259
2020-12-17,23.7398
2020-12-18,23.9092
2020-12-19,23.9092
2020-12-20,23.9092
2020-12-21,23.6967
2020-12-22,23.5051
2020-12-23,23.5593
2020-12-24,23.4977
2020-12-25,23.4977
2020-12-26,23.4977
2020-12-27,23.4977
2020-12-28,23.7513
2020-12-29,23.8212
2020-12-30,23.8062
2020-12-31,23.9419
2021-01-01,23.9419
2021-01-02,23.9419
2021-01-03,23.9419
2021-01-04,23.3894
2021-01-05,23.4483
2021-01-06,23.2057
2021-01-07,23.1426
2021-01-08,23.377
2021-01-09,23.377
2021-01-10,23.377
2021-01-11,23.0905
2021-01-12,23.0
2021-01-13,23.159
2021-01-14,23.0453
2021-01-15,22.9945
2021-01-16,22.9945
2021-01-17,22.9945
2021-01-18,22.9945
2021-01-19,23.0864
2021-01-20,22.9863
2021-01-21,22.7505
2021-01-22,22.6106
2021-01-23,22.6106
2021-01-24,22.6106
2021-01-25,22.8286
2021-01-26,23.0507
2021-01-27,22.5352
2021-01-28,22.6929
2021-01-29,22.3337
2021-01-30,22.3337
2021-01-31,22.3337
2021-02-01,22.3899
2021-02-02,22.5819
2021-02-03,22.5325
2021-02-04,22.7601
2021-02-05,22.9356
2021-02-06,22.9356
2021-02-07,22.9356
2021-02-08,22.8588
2021-02-09,22.7491
2021-02-10,22.4886
2021-02-11,22.0829
2021-02-12,21.9324
2021-02-13,21.9324
2021-02-14,21.9324
2021-02-15,21.9324
2021-02-16,22.0022
2021-02-17,22.0131
2021-02-18,22.1377
2021-02-19,21.7462
2021-02-20,21.7462
2021-02-21,21.7462
2021-02-22,21.6751
2021-02-23,21.7832
2021-02-24,21.6887
2021-02-25,21.4027
2021-02-26,21.2918
2021-02-27,21.2918
2021-02-28,21.2918
2021-03-01,21.4875
2021-03-02,21.5491
2021-03-03,21.285
2021-03-04,21.2426
2021-03-05,21.8174
2021-03-06,21.8174
2021-03-07,21.8174
2021-03-08,21.6942
2021-03-09,21.7106
2021-03-10,21.8927
2021-03-11,21.8434
2021-03-12,21.8188
2021-03-13,21.8188
2021-03-14,21.8188
2021-03-15,21.8174
2021-03-16,21.9515
2021-03-17,21.8981
2021-03-18,21.749
2021-03-19,21.2747
2021-03-20,21.2747
2021-03-21,21.2747
2021-03-22,21.7096
2021-03-23,21.9284
2021-03-24,21.8485
2021-03-25,21.9566
2021-03-26,22.3614
2021-03-27,22.3614
2021-03-28,22.3614
2021-03-29,22.6395
2021-03-30,22.3403
2021-03-31,22.1966
2021-04-01,22.1742
2021-04-02,22.1742
2021-04-03,22.1742
2021-04-04,22.1742
2021-04-05,22.422
2021-04-06,22.4892
2021-04-07,22.455
2021-04-08,22.3403
2021-04-09,22.3442
2021-04-10,22.3442
2021-04-11,22.3442
2021-04-12,22.4036
2021-04-13,22.4075
2021-04-14,22.2836
2021-04-15,22.3315
2021-04-16,22.5757
2021-04-17,22.5757
2021-04-18,22.5757
2021-04-19,22.6535
2021-04-20,22.7802
2021-04-21,22.9479
2021-04-22,22.8277
2021-04-23,22.7961
2021-04-24,22.7961
2021-04-25,22.7961
2021-04-26,22.4701
2021-04-27,22.408
2021-04-28,22.2681
2021-04-29,22.5466
2021-04-30,22.5757
2021-05-01,22.5757
2021-05-02,22.5757
2021-05-03,22.7908
2021-05-04,22.5493
2021-05-05,22.54
2021-05-06,22.7598
2021-05-07,22.7604
2021-05-08,22.7604
2021-05-09,22.7604
2021-05-10,22.9135
2021-05-11,22.7723
2021-05-12,22.5849
2021-05-13,22.8673
2021-05-14,22.8964
2021-05-15,22.8964
2021-05-16,22.8964
2021-05-17,22.8409
2021-05-18,22.7538
2021-05-19,22.7433
2021-05-20,22.9809
2021-05-21,22.9637
2021-05-22,22.9637
2021-05-23,22.9637
2021-05-24,23.0627
2021-05-25,23.1221
2021-05-26,23.1221
2021-05-27,22.8858
2021-05-28,23.0746
2021-05-29,23.0746
2021-05-30,23.0746
2021-05-31,23.0746
2021-06-01,23.0336
2021-06-02,23.1115
2021-06-03,23.0389
2021-06-04,23.0614
2021-06-05,23.0614
2021-06-06,23.0614
2021-06-07,23.0495
2021-06-08,22.8673
2021-06-09,22.8317
2021-06-10,23.0297
2021-06-11,21.3401
2021-06-12,21.3401
2021-06-13,21.3401
2021-06-14,21.4479
2021-06-15,21.4491
2021-06-16,21.2678
2021-06-17,21.4417
2021-06-18,21.062
2021-06-19,21.062
2021-06-20,21.062
2021-06-21,21.2016
2021-06-22,21.2286
2021-06-23,20.9921
2021-06-24,21.0926
2021-06-25,21.1832
2021-06-26,21.1832
2021-06-27,21.1832
2021-06-28,21.2604
2021-06-29,21.2482
2021-06-30,21.3989
2021-07-01,21.4025
2021-07-02,21.4895
2021-07-03,21.4895
2021-07-04,21.4895
2021-07-05,21.4895
2021-07-06,21.5165
2021-07-07,21.5973
2021-07-08,21.6059
2021-07-09,21.5593
2021-07-10,21.5593
2021-07-11,21.5593
2021-07-12,21.563
2021-07-13,21.9922
2021-07-14,22.1859
2021-07-15,22.2729
2021-07-16,22.3427
2021-07-17,22.3427
2021-07-18,22.3427
2021-07-19,22.3403
2021-07-20,22.3427
2021-07-21,22.2716
2021-07-22,22.2655
2021-07-23,22.5094
2021-07-24,22.5094
2021-07-25,22.5094
2021-07-26,22.4959
2021-07-27,22.6025
2021-07-28,22.4248
2021-07-29,22.464
2021-07-30,22.4812
2021-07-31,22.4812
2021-08-01,22.4812
2021-08-02,22.404
2021-08-03,22.4469
2021-08-04,22.1258
2021-08-05,22.1577
2021-08-06,22.1601
2021-08-07,22.1601
2021-08-08,22.1601
2021-08-09,22.1626
2021-08-10,22.1724
2021-08-11,22.2471
2021-08-12,22.2508
2021-08-13,22.4285
2021-08-14,22.4285
2021-08-15,22.4285
2021-08-16,22.616
2021-08-17,22.5976
2021-08-18,22.3991
2021-08-19,22.7214
2021-08-20,22.6528
2021-08-21,22.6528
2021-08-22,22.6528
2021-08-23,22.5915
2021-08-24,22.3513
2021-08-25,22.2667
2021-08-26,22.1969
2021-08-27,22.2349
2021-08-28,22.2349
2021-08-29,22.2349
2021-08-30,22.3648
2021-08-31,22.4126
2021-09-01,22.5988
2021-09-02,22.4812
2021-09-03,22.0236
2021-09-04,22.0236
2021-09-05,22.0236
2021-09-06,22.0236
2021-09-07,21.7139
2021-09-08,21.9788
2021-09-09,21.8591
2021-09-10,21.8264
2021-09-11,21.8264
2021-09-12,21.8264
2021-09-13,21.8627
2021-09-14,21.7889
2021-09-15,21.8942
2021-09-16,21.8385
2021-09-17,21.6655
2021-09-18,21.6655
2021-09-19,21.6655
2021-09-20,21.6026
2021-09-21,21.5942
2021-09-22,21.651
2021-09-23,21.6655
2021-09-24,21.674
2021-09-25,21.674
2021-09-26,21.674
2021-09-27,21.495
2021-09-28,21.293
2021-09-29,21.4442
2021-09-30,21.2156
2021-10-01,21.2809
2021-10-02,21.2809
2021-10-03,21.2809
2021-10-04,21.1902
2021-10-05,21.3049
2021-10-06,21.7732
2021-10-07,21.9463
2021-10-08,21.9027
2021-10-09,21.9027
2021-10-10,21.9027
2021-10-11,21.9281
2021-10-12,22.0116
2021-10-13,22.1399
2021-10-14,22.2936
2021-10-15,22.2391
2021-10-16,22.2391
2021-10-17,22.2391
2021-10-18,22.152
2021-10-19,22.3952
2021-10-20,22.5416
2021-10-21,22.2839
2021-10-22,22.3795
2021-10-23,22.3795
2021-10-24,22.3795
2021-10-25,22.2887
2021-10-26,22.5247
2021-10-27,22.4569
2021-10-28,22.5792
2021-10-29,22.5767
2021-10-30,22.5767
2021-10-31,22.5767
2021-11-01,22.5356
2021-11-02,22.7147
2021-11-03,22.9035
2021-11-04,22.9047
2021-11-05,23.1092
2021-11-06,23.1092
2021-11-07,23.1092
2021-11-08,22.6772
2021-11-09,22.8079
2021-11-10,22.872
2021-11-11,22.7086
2021-11-12,22.7038
2021-11-13,22.7038
2021-11-14,22.7038
2021-11-15,22.843
2021-11-16,22.7837
2021-11-17,22.7909
2021-11-18,22.797
2021-11-19,22.8442
2021-11-20,22.8442
2021-11-21,22.8442
2021-11-22,22.8853
2021-11-23,23.0184
2021-11-24,22.8357
2021-11-25,22.8357
2021-11-26,22.5211
2021-11-27,22.5211
2021-11-28,22.5211
2021-11-29,22.8841
2021-11-30,22.3565
2021-12-01,22.4025
2021-12-02,22.4581
2021-12-03,22.9531
2021-12-04,22.9531
2021-12-05,22.9531
2021-12-06,23.16
2021-12-07,23.137
2021-12-08,23.1721
2021-12-09,23.1467
2021-12-10,23.4686
2021-12-11,23.4686
2021-12-12,23.4686
2021-12-13,23.5702
2021-12-14,23.5194
2021-12-15,23.7832
2021-12-16,23.8134
2021-12-17,23.3875
2021-12-18,23.3875
2021-12-19,23.3875
2021-12-20,23.523
2021-12-21,23.4625
2021-12-22,23.5896
2021-12-23,24.3007
2021-12-24,24.3007
2021-12-25,24.3007
2021-12-26,24.3007
2021-12-27,24.5101
2021-12-28,24.6203
2021-12-29,24.6959
2021-12-30,24.6587
2021-12-31,24.7876
2022-01-01,24.7876
2022-01-02,24.7876
2022-01-03,24.6971
2022-01-04,24.7281
2022-01-05,24.8012
2022-01-06,24.8061
2022-01-07,24.8334
2022-01-08,24.8334
2022-01-09,24.8334
2022-01-10,24.8445
2022-01-11,24.8346
2022-01-12,24.8111
2022-01-13,24.8458
2022-01-14,25.0266
2022-01-15,25.0266
2022-01-16,25.0266
2022-01-17,25.0266
2022-01-18,24.8185
2022-01-19,24.9734
2022-01-20,24.816
2022-01-21,24.8507
2022-01-22,24.8507
2022-01-23,24.8507
2022-01-24,24.7405
2022-01-25,24.494
2022-01-26,24.2698
2022-01-27,24.2499
2022-01-28,24.6587
2022-01-29,24.6587
2022-01-30,24.6587
2022-01-31,24.764
2022-02-01,24.6178
2022-02-02,25.0056
2022-02-03,24.9932
2022-02-04,24.6364
2022-02-05,24.6364
2022-02-06,24.6364
2022-02-07,24.5522
2022-02-08,24.5782
2022-02-09,24.5683
2022-02-10,24.1381
2022-02-11,24.1641
2022-02-12,24.1641
2022-02-13,24.1641
2022-02-14,23.9311
2022-02-15,23.8394
2022-02-16,23.8816
2022-02-17,23.9373
2022-02-18,24.0563
2022-02-19,24.0563
2022-02-20,24.0563
2022-02-21,24.0563
2022-02-22,24.1356
2022-02-23,23.9299
2022-02-24,23.5705
2022-02-25,24.1394
2022-02-26,24.1394
2022-02-27,24.1394
2022-02-28,23.5643
2022-03-01,23.3821
2022-03-02,23.6609
2022-03-03,23.506
2022-03-04,23.8134
2022-03-05,23.8134
2022-03-06,23.8134
2022-03-07,23.4044
2022-03-08,22.8367
2022-03-09,22.7785
2022-03-10,22.4203
2022-03-11,22.3236
2022-03-12,22.3236
2022-03-13,22.3236
2022-03-14,22.5913
2022-03-15,22.9768
2022-03-16,23.0635
2022-03-17,23.2172
2022-03-18,18.3095
2022-03-19,18.3095
2022-03-20,18.3095
2022-03-21,18.2869
2022-03-22,18.4614
2022-03-23,18.3771
2022-03-24,18.4741
2022-03-25,18.5472
2022-03-26,18.5472
2022-03-27,18.5472
2022-03-28,18.5952
2022-03-29,18.8363
2022-03-30,18.8137
2022-03-31,18.7569
2022-04-01,18.9901
2022-04-02,18.9901
2022-04-03,18.9901
2022-04-04,18.947
2022-04-05,18.9646
2022-04-06,19.2478
2022-04-07,19.2635
2022-04-08,19.3203
2022-04-09,19.3203
2022-04-10,19.3203
2022-04-11,19.2684
2022-04-12,19.337
2022-04-13,19.3076
2022-04-14,19.1998
2022-04-15,19.1998
2022-04-16,19.1998
2022-04-17,19.1998
2022-04-18,19.0548
2022-04-19,19.2978
2022-04-20,19.5496
2022-04-21,19.4879
2022-04-22,19.2243
2022-04-23,19.2243
2022-04-24,19.2243
2022-04-25,19.3801
2022-04-26,19.33
2022-04-27,19.4818
2022-04-28,19.7414
2022-04-29,19.1743
2022-04-30,19.1743
2022-05-01,19.1743
2022-05-02,18.7874
2022-05-03,18.8099
2022-05-04,19.3849
2022-05-05,19.045
2022-05-06,19.047
2022-05-07,19.047
2022-05-08,19.047
2022-05-09,19.1733
2022-05-10,19.1528
2022-05-11,19.0715
2022-05-12,19.046
2022-05-13,19.3712
2022-05-14,19.3712
2022-05-15,19.3712
2022-05-16,19.5426
2022-05-17,19.4436
2022-05-18,18.3849
2022-05-19,18.1449
2022-05-20,18.2438
2022-05-21,18.2438
2022-05-22,18.2438
2022-05-23,18.5759
2022-05-24,18.7933
2022-05-25,18.9059
2022-05-26,19.0176
2022-05-27,19.1802
2022-05-28,19.1802
2022-05-29,19.1802
2022-05-30,19.1802
2022-05-31,18.7864
2022-06-01,18.663
2022-06-02,18.6816
2022-06-03,18.5024
2022-06-04,18.5024
2022-06-05,18.5024
2022-06-06,18.57
2022-06-07,18.6699
2022-06-08,18.5886
2022-06-09,18.2997
2022-06-10,19.7797
2022-06-11,19.7797
2022-06-12,19.7797
2022-06-13,19.4855
2022-06-14,19.1024
2022-06-15,19.2791
2022-06-16,19.1987
2022-06-17,19.2019
2022-06-18,19.2019
2022-06-19,19.2019
2022-06-20,19.2019
2022-06-21,19.5881
2022-06-22,19.7278
2022-06-23,19.9469
2022-06-24,20.1617
2022-06-25,20.1617
2022-06-26,20.1617
2022-06-27,20.185
2022-06-28,19.9374
2022-06-29,20.2252
2022-06-30,20.2178
2022-07-01,20.5068
2022-07-02,20.5068
2022-07-03,20.5068
2022-07-04,20.5068
2022-07-05,20.4665
2022-07-06,20.6454
2022-07-07,20.6094
2022-07-08,20.7703
2022-07-09,20.7703
2022-07-10,20.7703
2022-07-11,20.6211
2022-07-12,20.4847
2022-07-13,20.5481
2022-07-14,20.641
2022-07-15,20.6558
2022-07-16,20.6558
2022-07-17,20.6558
2022-07-18,20.3537
2022-07-19,20.5438
2022-07-20,20.3537
2022-07-21,20.3801
2022-07-22,20.4963
2022-07-23,20.4963
2022-07-24,20.4963
2022-07-25,20.5217
2022-07-26,20.7308
2022-07-27,20.7055
2022-07-28,21.0488
2022-07-29,21.0614
2022-07-30,21.0614
2022-07-31,21.0614
2022-08-01,21.2716
2022-08-02,21.1174
2022-08-03,21.259
2022-08-04,21.1576
2022-08-05,21.0181
2022-08-06,21.0181
2022-08-07,21.0181
2022-08-08,20.9442
2022-08-09,21.0128
2022-08-10,21.165
2022-08-11,21.0699
2022-08-12,21.3118
2022-08-13,21.3118
2022-08-14,21.3118
2022-08-15,21.5178
2022-08-16,21.6276
2022-08-17,21.6171
2022-08-18,21.6361
2022-08-19,21.6118
2022-08-20,21.6118
2022-08-21,21.6118
2022-08-22,21.4301
2022-08-23,21.4216
2022-08-24,21.5157
2022-08-25,21.5167
2022-08-26,21.0699
2022-08-27,21.0699
2022-08-28,21.0699
2022-08-29,21.0118
2022-08-30,20.8533
2022-08-31,20.7773
2022-09-01,20.8386
2022-09-02,20.2267
2022-09-03,20.2267
2022-09-04,20.2267
2022-09-05,20.2267
2022-09-06,20.107
2022-09-07,20.4963
2022-09-08,20.4359
2022-09-09,20.4932
2022-09-10,20.4932
2022-09-11,20.4932
2022-09-12,20.564
2022-09-13,19.8885
2022-09-14,20.0206
2022-09-15,19.7292
2022-09-16,19.8427
2022-09-17,19.8427
2022-09-18,19.8427
2022-09-19,20.0258
2022-09-20,20.0456
2022-09-21,19.9957
2022-09-22,20.0123
2022-09-23,20.004
2022-09-24,20.004
2022-09-25,20.004
2022-09-26,19.9967
2022-09-27,19.7427
2022-09-28,20.0196
2022-09-29,19.8052
2022-09-30,19.4565
2022-10-01,19.4565
2022-10-02,19.4565
2022-10-03,19.6636
2022-10-04,19.8572
2022-10-05,19.7417
2022-10-06,19.4086
2022-10-07,19.2848
2022-10-08,19.2848
2022-10-09,19.2848
2022-10-10,19.3066
2022-10-11,19.3868
2022-10-12,20.0642
2022-10-13,20.6066
2022-10-14,20.1473
2022-10-15,20.1473
2022-10-16,20.1473
2022-10-17,20.4112
2022-10-18,20.6534
2022-10-19,20.4767
2022-10-20,20.2793
2022-10-21,20.4455
2022-10-22,20.4455
2022-10-23,20.4455
2022-10-24,20.9256
2022-10-25,20.9869
2022-10-26,21.07
2022-10-27,21.0503
2022-10-28,21.3984
2022-10-29,21.3984
2022-10-30,21.3984
2022-10-31,21.3308
2022-11-01,21.2456
2022-11-02,20.9838
2022-11-03,20.936
2022-11-04,21.0399
2022-11-05,21.0399
2022-11-06,21.0399
2022-11-07,21.1885
2022-11-08,21.2404
2022-11-09,21.016
2022-11-10,21.3433
2022-11-11,20.964
2022-11-12,20.964
2022-11-13,20.964
2022-11-14,20.8269
2022-11-15,20.8747
2022-11-16,20.9931
2022-11-17,21.1698
2022-11-18,21.3049
2022-11-19,21.3049
2022-11-20,21.3049
2022-11-21,21.6675
2022-11-22,21.6696
2022-11-23,21.6945
2022-11-24,21.6945
2022-11-25,21.5937
2022-11-26,21.5937
2022-11-27,21.5937
2022-11-28,21.5709
2022-11-29,21.4358
2022-11-30,21.7392
2022-12-01,21.7797
2022-12-02,21.7579
2022-12-03,21.7579
2022-12-04,21.7579
2022-12-05,21.4908
2022-12-06,21.336
2022-12-07,21.3932
2022-12-08,21.5594
2022-12-09,21.4888
2022-12-10,21.4888
2022-12-11,21.4888
2022-12-12,21.5792
2022-12-13,21.5688
2022-12-14,21.5158
2022-12-15,21.1926
2022-12-16,21.202
2022-12-17,21.202
2022-12-18,21.202
2022-12-19,21.3059
2022-12-20,21.2945
2022-12-21,21.4264
2022-12-22,21.2799
2022-12-23,21.4015
2022-12-24,21.4015
2022-12-25,21.4015
2022-12-26,21.4015
2022-12-27,21.4856
2022-12-28,21.3485
2022-12-29,21.3724
2022-12-30,24.7707
2022-12-31,24.7707
2023-01-01,24.7707
2023-01-02,24.7707
2023-01-03,24.6211
2023-01-04,24.5684
2023-01-05,24.3446
2023-01-06,24.8233
2023-01-07,24.8233
2023-01-08,24.8233
2023-01-09,24.6115
2023-01-10,24.4344
2023-01-11,24.4583
2023-01-12,24.1867
2023-01-13,24.122
2023-01-14,24.122
2023-01-15,24.122
2023-01-16,24.122
2023-01-17,24.2202
2023-01-18,23.6888
2023-01-19,23.4506
2023-01-20,23.4806
2023-01-21,23.4806
2023-01-22,23.4806
2023-01-23,23.3896
2023-01-24,23.5775
2023-01-25,23.7259
2023-01-26,23.5213
2023-01-27,23.4494
2023-01-28,23.4494
2023-01-29,23.4494
2023-01-30,23.4327
2023-01-31,23.617
2023-02-01,23.6816
2023-02-02,23.4913
2023-02-03,23.3896
2023-02-04,23.3896
2023-02-05,23.3896
2023-02-06,23.7127
2023-02-07,23.6816
2023-02-08,23.6337
2023-02-09,23.8208
2023-02-10,24.2299
2023-02-11,24.2299
2023-02-12,24.2299
2023-02-13,24.4177
2023-02-14,24.1785
2023-02-15,24.2072
2023-02-16,24.1474
2023-02-17,24.2395
2023-02-18,24.2395
2023-02-19,24.2395
2023-02-20,24.2395
2023-02-21,24.2275
2023-02-22,24.2203
2023-02-23,24.2431
2023-02-24,24.2012
2023-02-25,24.2012
2023-02-26,24.2012
2023-02-27,24.1952
2023-02-28,23.9105
2023-03-01,23.6473
2023-03-02,23.8854
2023-03-03,23.865
2023-03-04,23.865
2023-03-05,23.865
2023-03-06,23.9069
2023-03-07,23.804
2023-03-08,23.8602
2023-03-09,23.7035
2023-03-10,23.731
2023-03-11,23.731
2023-03-12,23.731
2023-03-13,23.932
2023-03-14,23.9105
2023-03-15,24.2813
2023-03-16,24.267
2023-03-17,24.1019
