,OMF US Equity
2020-08-29,24.064
2020-08-30,24.064
2020-08-31,23.9099
2020-09-01,23.9199
2020-09-02,24.0355
2020-09-03,24.0506
2020-09-04,24.2565
2020-09-05,24.2565
2020-09-06,24.2565
2020-09-07,24.2565
2020-09-08,24.0656
2020-09-09,24.0774
2020-09-10,23.9836
2020-09-11,24.1946
2020-09-12,24.1946
2020-09-13,24.1946
2020-09-14,24.3369
2020-09-15,24.4307
2020-09-16,24.4676
2020-09-17,24.4943
2020-09-18,24.3939
2020-09-19,24.3939
2020-09-20,24.3939
2020-09-21,24.1912
2020-09-22,24.2013
2020-09-23,23.9953
2020-09-24,23.935
2020-09-25,23.9903
2020-09-26,23.9903
2020-09-27,23.9903
2020-09-28,24.146
2020-09-29,24.1427
2020-09-30,23.3856
2020-10-01,23.5348
2020-10-02,23.7174
2020-10-03,23.7174
2020-10-04,23.7174
2020-10-05,23.8841
2020-10-06,23.8777
2020-10-07,24.0539
2020-10-08,24.1619
2020-10-09,24.2047
2020-10-10,24.2047
2020-10-11,24.2047
2020-10-12,24.1873
2020-10-13,24.1651
2020-10-14,24.1444
2020-10-15,24.1031
2020-10-16,24.0984
2020-10-17,24.0984
2020-10-18,24.0984
2020-10-19,24.0857
2020-10-20,24.2698
2020-10-21,24.0269
2020-10-22,24.219
2020-10-23,24.4191
2020-10-24,24.4191
2020-10-25,24.4191
2020-10-26,24.3826
2020-10-27,24.2635
2020-10-28,23.9888
2020-10-29,24.0571
2020-10-30,23.9634
2020-10-31,23.9634
2020-11-01,23.9634
2020-11-02,24.2159
2020-11-03,24.3841
2020-11-04,24.3683
2020-11-05,24.3905
2020-11-06,24.2365
2020-11-07,24.2365
2020-11-08,24.2365
2020-11-09,24.4905
2020-11-10,24.7191
2020-11-11,24.6588
2020-11-12,24.4889
2020-11-13,24.6731
2020-11-14,24.6731
2020-11-15,24.6731
2020-11-16,24.7636
2020-11-17,24.7668
2020-11-18,24.6842
2020-11-19,24.6636
2020-11-20,24.3857
2020-11-21,24.3857
2020-11-22,24.3857
2020-11-23,24.5731
2020-11-24,24.8953
2020-11-25,24.9716
2020-11-26,24.9716
2020-11-27,24.8382
2020-11-28,24.8382
2020-11-29,24.8382
2020-11-30,24.6143
2020-12-01,24.7255
2020-12-02,24.8318
2020-12-03,24.7541
2020-12-04,24.8271
2020-12-05,24.8271
2020-12-06,24.8271
2020-12-07,24.8922
2020-12-08,24.7175
2020-12-09,24.8906
2020-12-10,25.3621
2020-12-11,25.3018
2020-12-12,25.3018
2020-12-13,25.3018
2020-12-14,25.2478
2020-12-15,25.5145
2020-12-16,25.5986
2020-12-17,25.624
2020-12-18,25.6129
2020-12-19,25.6129
2020-12-20,25.6129
2020-12-21,25.7272
2020-12-22,25.7526
2020-12-23,25.9162
2020-12-24,25.8415
2020-12-25,25.8415
2020-12-26,25.8415
2020-12-27,25.8415
2020-12-28,25.7939
2020-12-29,25.7955
2020-12-30,25.9908
2020-12-31,22.6599
2021-01-01,22.6599
2021-01-02,22.6599
2021-01-03,22.6599
2021-01-04,22.5006
2021-01-05,22.7079
2021-01-06,22.8878
2021-01-07,22.9112
2021-01-08,22.7739
2021-01-09,22.7739
2021-01-10,22.7739
2021-01-11,22.8796
2021-01-12,23.1186
2021-01-13,23.1392
2021-01-14,23.4454
2021-01-15,23.4784
2021-01-16,23.4784
2021-01-17,23.4784
2021-01-18,23.4784
2021-01-19,23.4399
2021-01-20,23.396
2021-01-21,23.076
2021-01-22,22.9483
2021-01-23,22.9483
2021-01-24,22.9483
2021-01-25,22.87
2021-01-26,22.6393
2021-01-27,22.1641
2021-01-28,22.6764
2021-01-29,22.4401
2021-01-30,22.4401
2021-01-31,22.4401
2021-02-01,22.5981
2021-02-02,23.0156
2021-02-03,23.0952
2021-02-04,23.4248
2021-02-05,23.6198
2021-02-06,23.6198
2021-02-07,23.6198
2021-02-08,23.7118
2021-02-09,23.7022
2021-02-10,23.4256
2021-02-11,23.258
2021-02-12,23.2923
2021-02-13,23.2923
2021-02-14,23.2923
2021-02-15,23.2923
2021-02-16,23.4352
2021-02-17,22.6618
2021-02-18,22.7744
2021-02-19,22.736
2021-02-20,22.736
2021-02-21,22.736
2021-02-22,22.8307
2021-02-23,22.7634
2021-02-24,22.9956
2021-02-25,22.5285
2021-02-26,22.4901
2021-02-27,22.4901
2021-02-28,22.4901
2021-03-01,22.67
2021-03-02,22.8046
2021-03-03,23.0368
2021-03-04,23.133
2021-03-05,23.2854
2021-03-06,23.2854
2021-03-07,23.2854
2021-03-08,23.3734
2021-03-09,23.3308
2021-03-10,23.4736
2021-03-11,23.758
2021-03-12,23.8363
2021-03-13,23.8363
2021-03-14,23.8363
2021-03-15,23.8734
2021-03-16,23.5849
2021-03-17,23.6618
2021-03-18,23.5107
2021-03-19,23.3734
2021-03-20,23.3734
2021-03-21,23.3734
2021-03-22,23.35
2021-03-23,23.0876
2021-03-24,23.078
2021-03-25,23.3789
2021-03-26,23.5822
2021-03-27,23.5822
2021-03-28,23.5822
2021-03-29,23.4283
2021-03-30,23.4833
2021-03-31,15.331
2021-04-01,15.4462
2021-04-02,15.4462
2021-04-03,15.4462
2021-04-04,15.4462
2021-04-05,15.4598
2021-04-06,15.4045
2021-04-07,15.4008
2021-04-08,15.3845
2021-04-09,15.4326
2021-04-10,15.4326
2021-04-11,15.4326
2021-04-12,15.536
2021-04-13,15.4601
2021-04-14,15.5018
2021-04-15,15.471
2021-04-16,15.54
2021-04-17,15.54
2021-04-18,15.54
2021-04-19,15.3139
2021-04-20,15.293
2021-04-21,15.342
2021-04-22,15.263
2021-04-23,15.4137
2021-04-24,15.4137
2021-04-25,15.4137
2021-04-26,15.4791
2021-04-27,15.5381
2021-04-28,15.6408
2021-04-29,15.3702
2021-04-30,15.6217
2021-05-01,15.6217
2021-05-02,15.6217
2021-05-03,15.5581
2021-05-04,15.569
2021-05-05,15.5
2021-05-06,15.5427
2021-05-07,15.6308
2021-05-08,15.6308
2021-05-09,15.6308
2021-05-10,15.5291
2021-05-11,15.4119
2021-05-12,15.2494
2021-05-13,15.2803
2021-05-14,15.4119
2021-05-15,15.4119
2021-05-16,15.4119
2021-05-17,15.4192
2021-05-18,15.3556
2021-05-19,15.3838
2021-05-20,15.3693
2021-05-21,15.4056
2021-05-22,15.4056
2021-05-23,15.4056
2021-05-24,15.4664
2021-05-25,15.4455
2021-05-26,15.5236
2021-05-27,15.6834
2021-05-28,15.7098
2021-05-29,15.7098
2021-05-30,15.7098
2021-05-31,15.7098
2021-06-01,15.8823
2021-06-02,15.816
2021-06-03,15.8441
2021-06-04,15.8323
2021-06-05,15.8323
2021-06-06,15.8323
2021-06-07,15.8523
2021-06-08,15.9004
2021-06-09,15.8959
2021-06-10,15.8051
2021-06-11,15.8423
2021-06-12,15.8423
2021-06-13,15.8423
2021-06-14,15.8378
2021-06-15,15.9132
2021-06-16,15.9231
2021-06-17,15.7651
2021-06-18,15.6062
2021-06-19,15.6062
2021-06-20,15.6062
2021-06-21,15.8169
2021-06-22,15.826
2021-06-23,15.8768
2021-06-24,15.9558
2021-06-25,16.0366
2021-06-26,16.0366
2021-06-27,16.0366
2021-06-28,15.8886
2021-06-29,15.8787
2021-06-30,13.0748
2021-07-01,13.1145
2021-07-02,13.1167
2021-07-03,13.1167
2021-07-04,13.1167
2021-07-05,13.1167
2021-07-06,13.0402
2021-07-07,13.0468
2021-07-08,12.9886
2021-07-09,13.144
2021-07-10,13.144
2021-07-11,13.144
2021-07-12,13.2095
2021-07-13,13.1064
2021-07-14,13.0652
2021-07-15,13.0843
2021-07-16,13.0328
2021-07-17,13.0328
2021-07-18,13.0328
2021-07-19,12.901
2021-07-20,13.0483
2021-07-21,13.1558
2021-07-22,13.0505
2021-07-23,13.1926
2021-07-24,13.1926
2021-07-25,13.1926
2021-07-26,13.0969
2021-07-27,13.1462
2021-07-28,13.1352
2021-07-29,13.1867
2021-07-30,13.0793
2021-07-31,13.0793
2021-08-01,13.0793
2021-08-02,13.0576
2021-08-03,13.0666
2021-08-04,13.089
2021-08-05,12.8842
2021-08-06,12.9081
2021-08-07,12.9081
2021-08-08,12.9081
2021-08-09,12.8813
2021-08-10,12.9783
2021-08-11,12.9819
2021-08-12,12.8582
2021-08-13,12.8374
2021-08-14,12.8374
2021-08-15,12.8374
2021-08-16,12.8403
2021-08-17,12.7831
2021-08-18,12.7426
2021-08-19,12.645
2021-08-20,12.6747
2021-08-21,12.6747
2021-08-22,12.6747
2021-08-23,12.7036
2021-08-24,12.7643
2021-08-25,12.799
2021-08-26,12.794
2021-08-27,12.9422
2021-08-28,12.9422
2021-08-29,12.9422
2021-08-30,12.8207
2021-08-31,12.8446
2021-09-01,12.7737
2021-09-02,12.8366
2021-09-03,12.7737
2021-09-04,12.7737
2021-09-05,12.7737
2021-09-06,12.7737
2021-09-07,12.734
2021-09-08,12.7282
2021-09-09,12.765
2021-09-10,12.6992
2021-09-11,12.6992
2021-09-12,12.6992
2021-09-13,12.7484
2021-09-14,12.6493
2021-09-15,12.726
2021-09-16,12.6775
2021-09-17,12.6783
2021-09-18,12.6783
2021-09-19,12.6783
2021-09-20,12.6139
2021-09-21,12.6248
2021-09-22,12.692
2021-09-23,12.7911
2021-09-24,12.7954
2021-09-25,12.7954
2021-09-26,12.7954
2021-09-27,12.8721
2021-09-28,12.7867
2021-09-29,12.692
2021-09-30,12.9748
2021-10-01,13.0961
2021-10-02,13.0961
2021-10-03,13.0961
2021-10-04,13.1082
2021-10-05,13.1075
2021-10-06,13.0933
2021-10-07,13.1004
2021-10-08,13.077
2021-10-09,13.077
2021-10-10,13.077
2021-10-11,13.0706
2021-10-12,13.1089
2021-10-13,13.0968
2021-10-14,13.1706
2021-10-15,13.2402
2021-10-16,13.2402
2021-10-17,13.2402
2021-10-18,13.2473
2021-10-19,13.2515
2021-10-20,13.3267
2021-10-21,12.9762
2021-10-22,12.857
2021-10-23,12.857
2021-10-24,12.857
2021-10-25,12.8696
2021-10-26,12.9077
2021-10-27,12.7011
2021-10-28,12.7157
2021-10-29,12.7234
2021-10-30,12.7234
2021-10-31,12.7234
2021-11-01,12.754
2021-11-02,12.7018
2021-11-03,12.7769
2021-11-04,12.7171
2021-11-05,12.754
2021-11-06,12.754
2021-11-07,12.754
2021-11-08,12.7714
2021-11-09,12.7714
2021-11-10,12.8034
2021-11-11,12.8305
2021-11-12,12.7853
2021-11-13,12.7853
2021-11-14,12.7853
2021-11-15,12.7199
2021-11-16,12.6134
2021-11-17,12.5988
2021-11-18,12.5578
2021-11-19,12.4833
2021-11-20,12.4833
2021-11-21,12.4833
2021-11-22,12.5104
2021-11-23,12.6016
2021-11-24,12.6051
2021-11-25,12.6051
2021-11-26,12.532
2021-11-27,12.532
2021-11-28,12.532
2021-11-29,12.5682
2021-11-30,12.5132
2021-12-01,12.5877
2021-12-02,12.6461
2021-12-03,12.5835
2021-12-04,12.5835
2021-12-05,12.5835
2021-12-06,12.619
2021-12-07,12.6343
2021-12-08,12.6273
2021-12-09,12.5717
2021-12-10,12.587
2021-12-11,12.587
2021-12-12,12.587
2021-12-13,12.5104
2021-12-14,12.548
2021-12-15,12.5905
2021-12-16,12.5327
2021-12-17,12.4972
2021-12-18,12.4972
2021-12-19,12.4972
2021-12-20,12.381
2021-12-21,12.4993
2021-12-22,12.5452
2021-12-23,12.5397
2021-12-24,12.5397
2021-12-25,12.5397
2021-12-26,12.5397
2021-12-27,12.5418
2021-12-28,12.5508
2021-12-29,12.5466
2021-12-30,12.5452
2021-12-31,13.7009
2022-01-01,13.7009
2022-01-02,13.7009
2022-01-03,13.7366
2022-01-04,13.8668
2022-01-05,13.8073
2022-01-06,13.8824
2022-01-07,13.9308
2022-01-08,13.9308
2022-01-09,13.9308
2022-01-10,13.9948
2022-01-11,14.0432
2022-01-12,14.032
2022-01-13,14.0439
2022-01-14,14.0506
2022-01-15,14.0506
2022-01-16,14.0506
2022-01-17,14.0506
2022-01-18,13.9792
2022-01-19,13.8155
2022-01-20,13.8169
2022-01-21,13.7663
2022-01-22,13.7663
2022-01-23,13.7663
2022-01-24,13.7619
2022-01-25,13.8772
2022-01-26,13.8415
2022-01-27,13.7232
2022-01-28,13.7448
2022-01-29,13.7448
2022-01-30,13.7448
2022-01-31,13.8214
2022-02-01,13.8579
2022-02-02,13.8482
2022-02-03,13.8207
2022-02-04,13.9003
2022-02-05,13.9003
2022-02-06,13.9003
2022-02-07,13.965
2022-02-08,14.032
2022-02-09,14.0089
2022-02-10,13.9628
2022-02-11,13.8653
2022-02-12,13.8653
2022-02-13,13.8653
2022-02-14,13.7898
2022-02-15,13.8887
2022-02-16,13.8938
2022-02-17,13.7861
2022-02-18,13.825
2022-02-19,13.825
2022-02-20,13.825
2022-02-21,13.825
2022-02-22,13.7341
2022-02-23,13.655
2022-02-24,13.5847
2022-02-25,13.7349
2022-02-26,13.7349
2022-02-27,13.7349
2022-02-28,13.7114
2022-03-01,13.4594
2022-03-02,13.5173
2022-03-03,13.4389
2022-03-04,13.3649
2022-03-05,13.3649
2022-03-06,13.3649
2022-03-07,13.1635
2022-03-08,13.0778
2022-03-09,13.1781
2022-03-10,13.1569
2022-03-11,13.1225
2022-03-12,13.1225
2022-03-13,13.1225
2022-03-14,13.1247
2022-03-15,13.1423
2022-03-16,13.2455
2022-03-17,13.2807
2022-03-18,13.3869
2022-03-19,13.3869
2022-03-20,13.3869
2022-03-21,13.3312
2022-03-22,13.392
2022-03-23,13.3122
2022-03-24,13.395
2022-03-25,13.4221
2022-03-26,13.4221
2022-03-27,13.4221
2022-03-28,13.4023
2022-03-29,13.4851
2022-03-30,13.4616
2022-03-31,14.4148
2022-04-01,14.4629
2022-04-02,14.4629
2022-04-03,14.4629
2022-04-04,14.4805
2022-04-05,14.3844
2022-04-06,14.3628
2022-04-07,14.2596
2022-04-08,14.334
2022-04-09,14.334
2022-04-10,14.334
2022-04-11,14.3156
2022-04-12,14.3124
2022-04-13,14.3308
2022-04-14,14.31
2022-04-15,14.31
2022-04-16,14.31
2022-04-17,14.31
2022-04-18,14.398
2022-04-19,14.6117
2022-04-20,14.6133
2022-04-21,14.5333
2022-04-22,14.3852
2022-04-23,14.3852
2022-04-24,14.3852
2022-04-25,14.4076
2022-04-26,14.2748
2022-04-27,14.1996
2022-04-28,14.3492
2022-04-29,14.2964
2022-04-30,14.2964
2022-05-01,14.2964
2022-05-02,14.3008
2022-05-03,14.3739
2022-05-04,14.5154
2022-05-05,14.3566
2022-05-06,14.1412
2022-05-07,14.1412
2022-05-08,14.1412
2022-05-09,14.039
2022-05-10,13.7852
2022-05-11,13.8064
2022-05-12,13.8237
2022-05-13,13.9486
2022-05-14,13.9486
2022-05-15,13.9486
2022-05-16,13.9337
2022-05-17,14.1066
2022-05-18,13.9416
2022-05-19,13.8543
2022-05-20,13.8417
2022-05-21,13.8417
2022-05-22,13.8417
2022-05-23,13.9282
2022-05-24,13.8559
2022-05-25,13.9046
2022-05-26,13.9911
2022-05-27,14.0988
2022-05-28,14.0988
2022-05-29,14.0988
2022-05-30,14.0988
2022-05-31,14.0846
2022-06-01,14.0021
2022-06-02,14.0807
2022-06-03,14.0115
2022-06-04,14.0115
2022-06-05,14.0115
2022-06-06,14.021
2022-06-07,14.0846
2022-06-08,13.9942
2022-06-09,13.9086
2022-06-10,13.7537
2022-06-11,13.7537
2022-06-12,13.7537
2022-06-13,13.5651
2022-06-14,13.5509
2022-06-15,13.5863
2022-06-16,13.367
2022-06-17,13.4935
2022-06-18,13.4935
2022-06-19,13.4935
2022-06-20,13.4935
2022-06-21,13.4904
2022-06-22,13.5014
2022-06-23,13.5604
2022-06-24,13.6602
2022-06-25,13.6602
2022-06-26,13.6602
2022-06-27,13.668
2022-06-28,13.6617
2022-06-29,13.5949
2022-06-30,15.657
2022-07-01,15.7574
2022-07-02,15.7574
2022-07-03,15.7574
2022-07-04,15.7574
2022-07-05,15.7716
2022-07-06,15.7325
2022-07-07,15.8
2022-07-08,15.784
2022-07-09,15.784
2022-07-10,15.784
2022-07-11,15.784
2022-07-12,15.7884
2022-07-13,15.7476
2022-07-14,15.7023
2022-07-15,15.8621
2022-07-16,15.8621
2022-07-17,15.8621
2022-07-18,15.9359
2022-07-19,16.0469
2022-07-20,16.0824
2022-07-21,16.0184
2022-07-22,16.0042
2022-07-23,16.0042
2022-07-24,16.0042
2022-07-25,15.9891
2022-07-26,15.7707
2022-07-27,15.8675
2022-07-28,15.6464
2022-07-29,15.641
2022-07-30,15.641
2022-07-31,15.641
2022-08-01,15.7707
2022-08-02,15.6686
2022-08-03,15.7369
2022-08-04,15.6512
2022-08-05,15.5398
2022-08-06,15.5398
2022-08-07,15.5398
2022-08-08,15.5468
2022-08-09,15.4863
2022-08-10,15.6415
2022-08-11,15.7731
2022-08-12,15.8362
2022-08-13,15.8362
2022-08-14,15.8362
2022-08-15,15.8187
2022-08-16,15.8625
2022-08-17,15.745
2022-08-18,15.7626
2022-08-19,15.6608
2022-08-20,15.6608
2022-08-21,15.6608
2022-08-22,15.5319
2022-08-23,15.5661
2022-08-24,15.5871
2022-08-25,15.6547
2022-08-26,15.5389
2022-08-27,15.5389
2022-08-28,15.5389
2022-08-29,15.481
2022-08-30,15.4468
2022-08-31,15.4012
2022-09-01,15.3688
2022-09-02,15.3933
2022-09-03,15.3933
2022-09-04,15.3933
2022-09-05,15.3933
2022-09-06,15.3538
2022-09-07,15.4565
2022-09-08,15.5293
2022-09-09,15.631
2022-09-10,15.631
2022-09-11,15.631
2022-09-12,15.6626
2022-09-13,15.4442
2022-09-14,15.3802
2022-09-15,15.4582
2022-09-16,15.4109
2022-09-17,15.4109
2022-09-18,15.4109
2022-09-19,15.4205
2022-09-20,15.3047
2022-09-21,15.2056
2022-09-22,15.0732
2022-09-23,15.0539
2022-09-24,15.0539
2022-09-25,15.0539
2022-09-26,14.8995
2022-09-27,14.8872
2022-09-28,14.9741
2022-09-29,14.9425
2022-09-30,16.6536
2022-10-01,16.6536
2022-10-02,16.6536
2022-10-03,16.8044
2022-10-04,16.987
2022-10-05,16.9734
2022-10-06,16.9589
2022-10-07,16.8362
2022-10-08,16.8362
2022-10-09,16.8362
2022-10-10,16.8285
2022-10-11,16.8778
2022-10-12,16.9106
2022-10-13,17.0391
2022-10-14,16.9667
2022-10-15,16.9667
2022-10-16,16.9667
2022-10-17,17.0131
2022-10-18,16.901
2022-10-19,16.702
2022-10-20,16.7184
2022-10-21,16.7889
2022-10-22,16.7889
2022-10-23,16.7889
2022-10-24,16.785
2022-10-25,16.9416
2022-10-26,16.9474
2022-10-27,17.2594
2022-10-28,17.4507
2022-10-29,17.4507
2022-10-30,17.4507
2022-10-31,17.4832
2022-11-01,17.5538
2022-11-02,17.4708
2022-11-03,17.339
2022-11-04,17.3304
2022-11-05,17.3304
2022-11-06,17.3304
2022-11-07,17.4708
2022-11-08,17.4431
2022-11-09,17.3304
2022-11-10,17.7162
2022-11-11,17.8155
2022-11-12,17.8155
2022-11-13,17.8155
2022-11-14,17.446
2022-11-15,17.4479
2022-11-16,17.3467
2022-11-17,17.3056
2022-11-18,17.3142
2022-11-19,17.3142
2022-11-20,17.3142
2022-11-21,17.3791
2022-11-22,17.4335
2022-11-23,17.4546
2022-11-24,17.4546
2022-11-25,17.4842
2022-11-26,17.4842
2022-11-27,17.4842
2022-11-28,17.4097
2022-11-29,17.5013
2022-11-30,17.5596
2022-12-01,17.5672
2022-12-02,17.572
2022-12-03,17.572
2022-12-04,17.572
2022-12-05,17.4651
2022-12-06,17.4135
2022-12-07,17.3085
2022-12-08,17.2836
2022-12-09,17.2894
2022-12-10,17.2894
2022-12-11,17.2894
2022-12-12,17.3276
2022-12-13,17.3257
2022-12-14,17.2054
2022-12-15,17.1843
2022-12-16,17.0688
2022-12-17,17.0688
2022-12-18,17.0688
2022-12-19,16.9724
2022-12-20,16.9724
2022-12-21,17.0459
2022-12-22,16.938
2022-12-23,16.9753
2022-12-24,16.9753
2022-12-25,16.9753
2022-12-26,16.9753
2022-12-27,16.9724
2022-12-28,16.8702
2022-12-29,16.9867
2022-12-30,19.0111
2022-12-31,19.0111
2023-01-01,19.0111
2023-01-02,19.0111
2023-01-03,18.9868
2023-01-04,19.1473
2023-01-05,19.1283
2023-01-06,19.2887
2023-01-07,19.2887
2023-01-08,19.2887
2023-01-09,19.3298
2023-01-10,19.4913
2023-01-11,19.5969
2023-01-12,19.5969
2023-01-13,19.5589
2023-01-14,19.5589
2023-01-15,19.5589
2023-01-16,19.5589
2023-01-17,19.6633
2023-01-18,19.5979
2023-01-19,19.5472
2023-01-20,19.7699
2023-01-21,19.7699
2023-01-22,19.7699
2023-01-23,19.8723
2023-01-24,19.848
2023-01-25,20.0201
2023-01-26,20.0158
2023-01-27,20.0296
2023-01-28,20.0296
2023-01-29,20.0296
2023-01-30,19.9472
2023-01-31,20.0486
2023-02-01,20.077
2023-02-02,20.1583
2023-02-03,20.1108
2023-02-04,20.1108
2023-02-05,20.1108
2023-02-06,19.961
2023-02-07,20.4348
2023-02-08,20.3514
2023-02-09,20.2966
2023-02-10,20.2322
2023-02-11,20.2322
2023-02-12,20.2322
2023-02-13,20.2791
2023-02-14,20.2802
2023-02-15,20.3021
2023-02-16,20.1299
2023-02-17,20.1393
2023-02-18,20.1393
2023-02-19,20.1393
2023-02-20,20.1393
2023-02-21,20.012
2023-02-22,20.0131
2023-02-23,20.0298
2023-02-24,20.059
2023-02-25,20.059
2023-02-26,20.059
2023-02-27,20.0381
2023-02-28,19.9912
2023-03-01,20.0131
2023-03-02,20.0089
2023-03-03,20.0371
2023-03-04,20.0371
2023-03-05,20.0371
2023-03-06,19.9536
2023-03-07,19.9098
2023-03-08,19.8597
2023-03-09,19.6438
2023-03-10,19.4852
2023-03-11,19.4852
2023-03-12,19.4852
2023-03-13,19.2171
2023-03-14,19.2421
2023-03-15,19.1148
2023-03-16,19.1983
2023-03-17,19.0282
2023-03-18,19.0282
2023-03-19,19.0282
2023-03-20,19.0929
