,PBH US Equity
2020-03-24,52.3175
2020-03-25,51.0488
2020-03-26,54.5239
2020-03-27,55.5089
2020-03-28,55.5089
2020-03-29,55.5089
2020-03-30,56.1078
2020-03-31,12.0748
2020-04-01,12.1542
2020-04-02,12.3165
2020-04-03,12.225
2020-04-04,12.225
2020-04-05,12.225
2020-04-06,12.5046
2020-04-07,12.3769
2020-04-08,12.6945
2020-04-09,12.7222
2020-04-10,12.7222
2020-04-11,12.7222
2020-04-12,12.7222
2020-04-13,12.7256
2020-04-14,12.351
2020-04-15,12.2094
2020-04-16,12.3769
2020-04-17,12.5392
2020-04-18,12.5392
2020-04-19,12.5392
2020-04-20,12.4598
2020-04-21,12.2906
2020-04-22,12.4718
2020-04-23,12.6186
2020-04-24,12.6462
2020-04-25,12.6462
2020-04-26,12.6462
2020-04-27,12.862
2020-04-28,12.6911
2020-04-29,12.6686
2020-04-30,12.7671
2020-05-01,12.6566
2020-05-02,12.6566
2020-05-03,12.6566
2020-05-04,12.6445
2020-05-05,12.5392
2020-05-06,12.5702
2020-05-07,12.5702
2020-05-08,12.6894
2020-05-09,12.6894
2020-05-10,12.6894
2020-05-11,12.8193
2020-05-12,12.5543
2020-05-13,12.4907
2020-05-14,12.5217
2020-05-15,12.6266
2020-05-16,12.6266
2020-05-17,12.6266
2020-05-18,12.9827
2020-05-19,12.9087
2020-05-20,12.876
2020-05-21,12.8674
2020-05-22,12.9982
2020-05-23,12.9982
2020-05-24,12.9982
2020-05-25,12.9982
2020-05-26,12.9982
2020-05-27,13.3233
2020-05-28,13.1719
2020-05-29,13.0016
2020-05-30,13.0016
2020-05-31,13.0016
2020-06-01,12.8451
2020-06-02,12.7006
2020-06-03,12.7246
2020-06-04,12.7986
2020-06-05,12.7831
2020-06-06,12.7831
2020-06-07,12.7831
2020-06-08,12.9878
2020-06-09,13.0653
2020-06-10,13.0136
2020-06-11,12.6644
2020-06-12,12.6748
2020-06-13,12.6748
2020-06-14,12.6748
2020-06-15,12.6627
2020-06-16,12.7797
2020-06-17,12.7522
2020-06-18,12.6455
2020-06-19,12.5974
2020-06-20,12.5974
2020-06-21,12.5974
2020-06-22,12.5423
2020-06-23,12.4907
2020-06-24,12.1484
2020-06-25,12.1604
2020-06-26,12.0864
2020-06-27,12.0864
2020-06-28,12.0864
2020-06-29,12.0564
2020-06-30,11.6167
2020-07-01,11.5045
2020-07-02,11.384
2020-07-03,11.384
2020-07-04,11.384
2020-07-05,11.384
2020-07-06,11.4024
2020-07-07,11.451
2020-07-08,11.3957
2020-07-09,11.2902
2020-07-10,11.4459
2020-07-11,11.4459
2020-07-12,11.4459
2020-07-13,11.4141
2020-07-14,11.6468
2020-07-15,11.9164
2020-07-16,11.9967
2020-07-17,11.9884
2020-07-18,11.9884
2020-07-19,11.9884
2020-07-20,11.8611
2020-07-21,11.8678
2020-07-22,11.7741
2020-07-23,11.7188
2020-07-24,11.615
2020-07-25,11.615
2020-07-26,11.615
2020-07-27,11.6385
2020-07-28,11.6418
2020-07-29,11.6552
2020-07-30,11.6201
2020-07-31,11.5548
2020-08-01,11.5548
2020-08-02,11.5548
2020-08-03,11.7038
2020-08-04,11.8343
2020-08-05,11.8377
2020-08-06,12.1575
2020-08-07,12.0152
2020-08-08,12.0152
2020-08-09,12.0152
2020-08-10,11.9549
2020-08-11,11.7172
2020-08-12,11.6519
2020-08-13,11.6435
2020-08-14,11.6669
2020-08-15,11.6669
2020-08-16,11.6669
2020-08-17,11.6803
2020-08-18,11.6435
2020-08-19,11.6519
2020-08-20,11.6033
2020-08-21,11.5581
2020-08-22,11.5581
2020-08-23,11.5581
2020-08-24,11.6167
2020-08-25,11.6134
2020-08-26,11.533
2020-08-27,11.5615
2020-08-28,11.5213
2020-08-29,11.5213
2020-08-30,11.5213
2020-08-31,11.4275
2020-09-01,11.4476
2020-09-02,11.523
2020-09-03,11.3689
2020-09-04,11.4962
2020-09-05,11.4962
2020-09-06,11.4962
2020-09-07,11.4962
2020-09-08,11.3388
2020-09-09,11.4275
2020-09-10,11.4359
2020-09-11,11.4426
2020-09-12,11.4426
2020-09-13,11.4426
2020-09-14,11.5246
2020-09-15,11.3589
2020-09-16,11.2869
2020-09-17,11.3338
2020-09-18,11.4007
2020-09-19,11.4007
2020-09-20,11.4007
2020-09-21,11.2417
2020-09-22,11.2333
2020-09-23,11.1178
2020-09-24,11.1111
2020-09-25,11.1128
2020-09-26,11.1128
2020-09-27,11.1128
2020-09-28,11.225
2020-09-29,11.225
2020-09-30,11.1699
2020-10-01,11.1186
2020-10-02,11.0673
2020-10-03,11.0673
2020-10-04,11.0673
2020-10-05,11.1749
2020-10-06,11.1368
2020-10-07,11.1484
2020-10-08,11.1898
2020-10-09,11.2923
2020-10-10,11.2923
2020-10-11,11.2923
2020-10-12,11.3569
2020-10-13,11.1815
2020-10-14,11.0591
2020-10-15,11.1252
2020-10-16,11.1484
2020-10-17,11.1484
2020-10-18,11.1484
2020-10-19,10.9101
2020-10-20,10.9168
2020-10-21,10.796
2020-10-22,10.8522
2020-10-23,10.7976
2020-10-24,10.7976
2020-10-25,10.7976
2020-10-26,10.8241
2020-10-27,10.6388
2020-10-28,10.5528
2020-10-29,10.6454
2020-10-30,10.609
2020-10-31,10.609
2020-11-01,10.609
2020-11-02,10.7033
2020-11-03,10.8208
2020-11-04,10.8125
2020-11-05,10.7071
2020-11-06,10.6031
2020-11-07,10.6031
2020-11-08,10.6031
2020-11-09,10.7765
2020-11-10,10.9714
2020-11-11,10.9631
2020-11-12,10.9648
2020-11-13,11.092
2020-11-14,11.092
2020-11-15,11.092
2020-11-16,11.1564
2020-11-17,11.168
2020-11-18,11.087
2020-11-19,11.125
2020-11-20,11.1118
2020-11-21,11.1118
2020-11-22,11.1118
2020-11-23,11.0672
2020-11-24,11.2291
2020-11-25,11.1514
2020-11-26,11.1514
2020-11-27,11.201
2020-11-28,11.201
2020-11-29,11.201
2020-11-30,11.0193
2020-12-01,11.0854
2020-12-02,11.0243
2020-12-03,10.9896
2020-12-04,11.196
2020-12-05,11.196
2020-12-06,11.196
2020-12-07,11.125
2020-12-08,11.3414
2020-12-09,11.348
2020-12-10,11.3695
2020-12-11,11.2109
2020-12-12,11.2109
2020-12-13,11.2109
2020-12-14,11.1382
2020-12-15,11.1382
2020-12-16,11.0837
2020-12-17,11.1217
2020-12-18,11.1134
2020-12-19,11.1134
2020-12-20,11.1134
2020-12-21,10.9086
2020-12-22,10.8591
2020-12-23,10.8855
2020-12-24,10.9086
2020-12-25,10.9086
2020-12-26,10.9086
2020-12-27,10.9086
2020-12-28,10.9532
2020-12-29,10.9582
2020-12-30,10.9202
2020-12-31,10.8874
2021-01-01,10.8874
2021-01-02,10.8874
2021-01-03,10.8874
2021-01-04,11.1025
2021-01-05,11.1609
2021-01-06,11.321
2021-01-07,11.321
2021-01-08,11.261
2021-01-09,11.261
2021-01-10,11.261
2021-01-11,11.261
2021-01-12,11.3277
2021-01-13,11.3594
2021-01-14,11.3727
2021-01-15,11.3294
2021-01-16,11.3294
2021-01-17,11.3294
2021-01-18,11.3294
2021-01-19,11.4178
2021-01-20,11.4261
2021-01-21,11.4011
2021-01-22,11.4228
2021-01-23,11.4228
2021-01-24,11.4228
2021-01-25,11.6213
2021-01-26,12.16
2021-01-27,12.0716
2021-01-28,11.8465
2021-01-29,11.743
2021-01-30,11.743
2021-01-31,11.743
2021-02-01,11.8915
2021-02-02,11.7864
2021-02-03,11.9015
2021-02-04,11.9984
2021-02-05,12.088
2021-02-06,12.088
2021-02-07,12.088
2021-02-08,12.176
2021-02-09,12.2441
2021-02-10,12.3885
2021-02-11,12.4864
2021-02-12,12.3188
2021-02-13,12.3188
2021-02-14,12.3188
2021-02-15,12.3188
2021-02-16,12.1113
2021-02-17,12.1146
2021-02-18,12.0648
2021-02-19,11.932
2021-02-20,11.932
2021-02-21,11.932
2021-02-22,11.9702
2021-02-23,11.9569
2021-02-24,12.0548
2021-02-25,12.005
2021-02-26,11.9951
2021-02-27,11.9951
2021-02-28,11.9951
2021-03-01,12.0897
2021-03-02,12.0449
2021-03-03,12.0947
2021-03-04,12.1179
2021-03-05,12.2972
2021-03-06,12.2972
2021-03-07,12.2972
2021-03-08,12.6691
2021-03-09,12.7023
2021-03-10,12.7521
2021-03-11,12.684
2021-03-12,12.7869
2021-03-13,12.7869
2021-03-14,12.7869
2021-03-15,12.9778
2021-03-16,12.8533
2021-03-17,12.8151
2021-03-18,12.7006
2021-03-19,12.679
2021-03-20,12.679
2021-03-21,12.679
2021-03-22,12.6491
2021-03-23,12.5147
2021-03-24,12.4084
2021-03-25,12.4234
2021-03-26,12.5495
2021-03-27,12.5495
2021-03-28,12.5495
2021-03-29,12.5313
2021-03-30,12.3254
2021-03-31,12.375
2021-04-01,12.2057
2021-04-02,12.2057
2021-04-03,12.2057
2021-04-04,12.2057
2021-04-05,12.1805
2021-04-06,12.2476
2021-04-07,12.2744
2021-04-08,12.3532
2021-04-09,12.3197
2021-04-10,12.3197
2021-04-11,12.3197
2021-04-12,12.4119
2021-04-13,12.3683
2021-04-14,12.3298
2021-04-15,12.5343
2021-04-16,12.5662
2021-04-17,12.5662
2021-04-18,12.5662
2021-04-19,12.5595
2021-04-20,12.5561
2021-04-21,12.6634
2021-04-22,12.6651
2021-04-23,12.4974
2021-04-24,12.4974
2021-04-25,12.4974
2021-04-26,12.3717
2021-04-27,12.3314
2021-04-28,12.2644
2021-04-29,12.3767
2021-04-30,12.2878
2021-05-01,12.2878
2021-05-02,12.2878
2021-05-03,12.4169
2021-05-04,12.4153
2021-05-05,12.4186
2021-05-06,12.8887
2021-05-07,12.7209
2021-05-08,12.7209
2021-05-09,12.7209
2021-05-10,12.8434
2021-05-11,12.8904
2021-05-12,12.8065
2021-05-13,13.1404
2021-05-14,13.1236
2021-05-15,13.1236
2021-05-16,13.1236
2021-05-17,13.278
2021-05-18,13.2579
2021-05-19,13.2965
2021-05-20,13.3653
2021-05-21,13.273
2021-05-22,13.273
2021-05-23,13.273
2021-05-24,13.3418
2021-05-25,13.2428
2021-05-26,13.315
2021-05-27,13.4257
2021-05-28,13.3536
2021-05-29,13.3536
2021-05-30,13.3536
2021-05-31,13.3536
2021-06-01,13.3636
2021-06-02,13.367
2021-06-03,13.4375
2021-06-04,13.3754
2021-06-05,13.3754
2021-06-06,13.3754
2021-06-07,13.3586
2021-06-08,13.4727
2021-06-09,13.5096
2021-06-10,13.6506
2021-06-11,13.6691
2021-06-12,13.6691
2021-06-13,13.6691
2021-06-14,13.7026
2021-06-15,13.7782
2021-06-16,13.8486
2021-06-17,13.8319
2021-06-18,13.711
2021-06-19,13.711
2021-06-20,13.711
2021-06-21,13.8839
2021-06-22,13.8402
2021-06-23,13.7429
2021-06-24,13.847
2021-06-25,13.852
2021-06-26,13.852
2021-06-27,13.852
2021-06-28,13.763
2021-06-29,13.7623
2021-06-30,13.035
2021-07-01,13.1501
2021-07-02,13.0512
2021-07-03,13.0512
2021-07-04,13.0512
2021-07-05,13.0512
2021-07-06,12.9847
2021-07-07,12.9247
2021-07-08,12.8566
2021-07-09,12.9733
2021-07-10,12.9733
2021-07-11,12.9733
2021-07-12,13.0123
2021-07-13,13.0025
2021-07-14,12.9961
2021-07-15,12.962
2021-07-16,12.9312
2021-07-17,12.9312
2021-07-18,12.9312
2021-07-19,13.0123
2021-07-20,13.1323
2021-07-21,13.1647
2021-07-22,13.108
2021-07-23,13.1128
2021-07-24,13.1128
2021-07-25,13.1128
2021-07-26,13.1729
2021-07-27,13.1274
2021-07-28,13.1501
2021-07-29,13.1047
2021-07-30,13.108
2021-07-31,13.108
2021-08-01,13.108
2021-08-02,13.1404
2021-08-03,13.2491
2021-08-04,13.2102
2021-08-05,13.7438
2021-08-06,14.1153
2021-08-07,14.1153
2021-08-08,14.1153
2021-08-09,14.0569
2021-08-10,14.2693
2021-08-11,14.404
2021-08-12,14.2191
2021-08-13,14.2856
2021-08-14,14.2856
2021-08-15,14.2856
2021-08-16,14.2904
2021-08-17,14.2207
2021-08-18,14.1201
2021-08-19,13.9887
2021-08-20,14.0277
2021-08-21,14.0277
2021-08-22,14.0277
2021-08-23,13.9709
2021-08-24,13.8768
2021-08-25,13.8265
2021-08-26,13.6838
2021-08-27,13.7957
2021-08-28,13.7957
2021-08-29,13.7957
2021-08-30,13.859
2021-08-31,13.893
2021-09-01,13.8947
2021-09-02,13.9612
2021-09-03,13.9109
2021-09-04,13.9109
2021-09-05,13.9109
2021-09-06,13.9109
2021-09-07,13.6205
2021-09-08,13.5816
2021-09-09,13.4308
2021-09-10,13.2621
2021-09-11,13.2621
2021-09-12,13.2621
2021-09-13,13.241
2021-09-14,13.2572
2021-09-15,13.3075
2021-09-16,13.2231
2021-09-17,13.1647
2021-09-18,13.1647
2021-09-19,13.1647
2021-09-20,13.1063
2021-09-21,13.215
2021-09-22,13.421
2021-09-23,13.4827
2021-09-24,13.6449
2021-09-25,13.6449
2021-09-26,13.6449
2021-09-27,13.4908
2021-09-28,13.507
2021-09-29,13.833
2021-09-30,13.9723
2021-10-01,13.8608
2021-10-02,13.8608
2021-10-03,13.8608
2021-10-04,13.9692
2021-10-05,14.0536
2021-10-06,14.1125
2021-10-07,14.2798
2021-10-08,14.2798
2021-10-09,14.2798
2021-10-10,14.2798
2021-10-11,14.224
2021-10-12,14.2304
2021-10-13,14.2288
2021-10-14,14.3196
2021-10-15,14.3403
2021-10-16,14.3403
2021-10-17,14.3403
2021-10-18,14.3642
2021-10-19,14.3021
2021-10-20,14.439
2021-10-21,14.4852
2021-10-22,14.4677
2021-10-23,14.4677
2021-10-24,14.4677
2021-10-25,14.576
2021-10-26,14.5569
2021-10-27,14.353
2021-10-28,14.5553
2021-10-29,14.5904
2021-10-30,14.5904
2021-10-31,14.5904
2021-11-01,14.6891
2021-11-02,14.6445
2021-11-03,14.8165
2021-11-04,14.8618
2021-11-05,15.0659
2021-11-06,15.0659
2021-11-07,15.0659
2021-11-08,15.0595
2021-11-09,15.0117
2021-11-10,14.9352
2021-11-11,15.1265
2021-11-12,15.0372
2021-11-13,15.0372
2021-11-14,15.0372
2021-11-15,14.8045
2021-11-16,14.8124
2021-11-17,14.755
2021-11-18,14.6418
2021-11-19,14.323
2021-11-20,14.323
2021-11-21,14.323
2021-11-22,14.4697
2021-11-23,14.3836
2021-11-24,14.5063
2021-11-25,14.5063
2021-11-26,14.0281
2021-11-27,14.0281
2021-11-28,14.0281
2021-11-29,13.9499
2021-11-30,13.9547
2021-12-01,14.1397
2021-12-02,14.2162
2021-12-03,14.2417
2021-12-04,14.2417
2021-12-05,14.2417
2021-12-06,14.3262
2021-12-07,14.2576
2021-12-08,14.2273
2021-12-09,14.0536
2021-12-10,14.1572
2021-12-11,14.1572
2021-12-12,14.1572
2021-12-13,14.1636
2021-12-14,14.1731
2021-12-15,14.4394
2021-12-16,14.4426
2021-12-17,14.4569
2021-12-18,14.4569
2021-12-19,14.4569
2021-12-20,14.6339
2021-12-21,14.7662
2021-12-22,15.0181
2021-12-23,14.9001
2021-12-24,14.9001
2021-12-25,14.9001
2021-12-26,14.9001
2021-12-27,14.9336
2021-12-28,14.9942
2021-12-29,15.0978
2021-12-30,14.9623
2021-12-31,14.159
2022-01-01,14.159
2022-01-02,14.159
2022-01-03,14.1544
2022-01-04,14.3496
2022-01-05,14.2241
2022-01-06,14.2489
2022-01-07,14.1079
2022-01-08,14.1079
2022-01-09,14.1079
2022-01-10,14.142
2022-01-11,13.9886
2022-01-12,13.9855
2022-01-13,14.0196
2022-01-14,14.0041
2022-01-15,14.0041
2022-01-16,14.0041
2022-01-17,14.0041
2022-01-18,13.7996
2022-01-19,13.8229
2022-01-20,13.434
2022-01-21,13.7439
2022-01-22,13.7439
2022-01-23,13.7439
2022-01-24,13.857
2022-01-25,13.5007
2022-01-26,13.4526
2022-01-27,13.5301
2022-01-28,13.7299
2022-01-29,13.7299
2022-01-30,13.7299
2022-01-31,13.5084
2022-02-01,13.5347
2022-02-02,13.8167
2022-02-03,14.284
2022-02-04,13.8168
2022-02-05,13.8168
2022-02-06,13.8168
2022-02-07,13.6585
2022-02-08,14.0341
2022-02-09,14.0449
2022-02-10,13.8509
2022-02-11,13.9798
2022-02-12,13.9798
2022-02-13,13.9798
2022-02-14,13.823
2022-02-15,13.7299
2022-02-16,13.986
2022-02-17,13.9503
2022-02-18,13.9782
2022-02-19,13.9782
2022-02-20,13.9782
2022-02-21,13.9782
2022-02-22,13.8866
2022-02-23,13.8339
2022-02-24,13.6274
2022-02-25,13.8556
2022-02-26,13.8556
2022-02-27,13.8556
2022-02-28,14.003
2022-03-01,14.0155
2022-03-02,14.0682
2022-03-03,13.9922
2022-03-04,13.9347
2022-03-05,13.9347
2022-03-06,13.9347
2022-03-07,13.8432
2022-03-08,13.4645
2022-03-09,13.5234
2022-03-10,13.57
2022-03-11,13.4645
2022-03-12,13.4645
2022-03-13,13.4645
2022-03-14,13.2487
2022-03-15,13.5033
2022-03-16,13.4862
2022-03-17,13.4427
2022-03-18,13.3775
2022-03-19,13.3775
2022-03-20,13.3775
2022-03-21,13.3465
2022-03-22,13.2239
2022-03-23,13.3496
2022-03-24,13.1044
2022-03-25,13.078
2022-03-26,13.078
2022-03-27,13.078
2022-03-28,13.1152
2022-03-29,13.1168
2022-03-30,13.0501
2022-03-31,12.5386
2022-04-01,12.5584
2022-04-02,12.5584
2022-04-03,12.5584
2022-04-04,12.5066
2022-04-05,12.4047
2022-04-06,12.5401
2022-04-07,12.5964
2022-04-08,12.6086
2022-04-09,12.6086
2022-04-10,12.6086
2022-04-11,12.5766
2022-04-12,12.6695
2022-04-13,12.7805
2022-04-14,12.706
2022-04-15,12.706
2022-04-16,12.706
2022-04-17,12.706
2022-04-18,12.5203
2022-04-19,12.636
2022-04-20,12.887
2022-04-21,12.8201
2022-04-22,12.5842
2022-04-23,12.5842
2022-04-24,12.5842
2022-04-25,12.5416
2022-04-26,12.5143
2022-04-27,12.6025
2022-04-28,12.6695
2022-04-29,12.8003
2022-04-30,12.8003
2022-05-01,12.8003
2022-05-02,12.7714
2022-05-03,12.7668
2022-05-04,12.9038
2022-05-05,12.6451
2022-05-06,12.8471
2022-05-07,12.8471
2022-05-08,12.8471
2022-05-09,13.2388
2022-05-10,13.2571
2022-05-11,12.9614
2022-05-12,13.062
2022-05-13,13.1367
2022-05-14,13.1367
2022-05-15,13.1367
2022-05-16,13.1717
2022-05-17,13.2738
2022-05-18,12.9096
2022-05-19,12.6002
2022-05-20,12.7145
2022-05-21,12.7145
2022-05-22,12.7145
2022-05-23,13.059
2022-05-24,12.9629
2022-05-25,13.0132
2022-05-26,13.0041
2022-05-27,13.0529
2022-05-28,13.0529
2022-05-29,13.0529
2022-05-30,13.0529
2022-05-31,12.9904
2022-06-01,12.9812
2022-06-02,13.0803
2022-06-03,13.0498
2022-06-04,13.0498
2022-06-05,13.0498
2022-06-06,13.0894
2022-06-07,13.1336
2022-06-08,13.0681
2022-06-09,13.0285
2022-06-10,12.8304
2022-06-11,12.8304
2022-06-12,12.8304
2022-06-13,12.6962
2022-06-14,12.7359
2022-06-15,12.934
2022-06-16,12.7816
2022-06-17,12.8304
2022-06-18,12.8304
2022-06-19,12.8304
2022-06-20,12.8304
2022-06-21,12.838
2022-06-22,12.9248
2022-06-23,13.1199
2022-06-24,13.4598
2022-06-25,13.4598
2022-06-26,13.4598
2022-06-27,13.3409
2022-06-28,13.1702
2022-06-29,13.099
2022-06-30,13.5121
2022-07-01,13.6317
2022-07-02,13.6317
2022-07-03,13.6317
2022-07-04,13.6317
2022-07-05,13.6624
2022-07-06,13.736
2022-07-07,13.644
2022-07-08,13.4922
2022-07-09,13.4922
2022-07-10,13.4922
2022-07-11,13.4876
2022-07-12,13.3849
2022-07-13,13.4569
2022-07-14,13.3711
2022-07-15,13.4661
2022-07-16,13.4661
2022-07-17,13.4661
2022-07-18,13.3174
2022-07-19,13.4784
2022-07-20,13.391
2022-07-21,13.4922
2022-07-22,13.4523
2022-07-23,13.4523
2022-07-24,13.4523
2022-07-25,13.5075
2022-07-26,13.5857
2022-07-27,13.759
2022-07-28,13.8142
2022-07-29,13.7436
2022-07-30,13.7436
2022-07-31,13.7436
2022-08-01,13.8678
2022-08-02,13.7145
2022-08-03,13.6256
2022-08-04,13.5097
2022-08-05,13.5678
2022-08-06,13.5678
2022-08-07,13.5678
2022-08-08,13.5754
2022-08-09,13.2438
2022-08-10,13.3095
2022-08-11,13.2392
2022-08-12,13.1674
2022-08-13,13.1674
2022-08-14,13.1674
2022-08-15,13.1475
2022-08-16,13.094
2022-08-17,13.0145
2022-08-18,13.1261
2022-08-19,13.204
2022-08-20,13.204
2022-08-21,13.204
2022-08-22,13.0084
2022-08-23,12.7929
2022-08-24,12.796
2022-08-25,12.7684
2022-08-26,12.6003
2022-08-27,12.6003
2022-08-28,12.6003
2022-08-29,12.3481
2022-08-30,12.3726
2022-08-31,12.2274
2022-09-01,12.3283
2022-09-02,12.2121
2022-09-03,12.2121
2022-09-04,12.2121
2022-09-05,12.2121
2022-09-06,12.2717
2022-09-07,12.3634
2022-09-08,12.3818
2022-09-09,12.4628
2022-09-10,12.4628
2022-09-11,12.4628
2022-09-12,12.6095
2022-09-13,12.4016
2022-09-14,12.3283
2022-09-15,12.3099
2022-09-16,12.368
2022-09-17,12.368
2022-09-18,12.368
2022-09-19,12.5071
2022-09-20,12.2763
2022-09-21,12.2228
2022-09-22,12.2534
2022-09-23,12.1877
2022-09-24,12.1877
2022-09-25,12.1877
2022-09-26,12.0058
2022-09-27,11.9431
2022-09-28,12.1357
2022-09-29,12.1647
2022-09-30,11.7703
2022-10-01,11.7703
2022-10-02,11.7703
2022-10-03,11.7583
2022-10-04,11.925
2022-10-05,11.8754
2022-10-06,11.7733
2022-10-07,11.7583
2022-10-08,11.7583
2022-10-09,11.7583
2022-10-10,11.8169
2022-10-11,11.8859
2022-10-12,11.7688
2022-10-13,11.982
2022-10-14,11.8904
2022-10-15,11.8904
2022-10-16,11.8904
2022-10-17,12.1262
2022-10-18,12.3109
2022-10-19,12.1262
2022-10-20,12.0241
2022-10-21,12.1562
2022-10-22,12.1562
2022-10-23,12.1562
2022-10-24,12.2238
2022-10-25,12.2508
2022-10-26,12.4896
2022-10-27,12.449
2022-10-28,12.6082
2022-10-29,12.6082
2022-10-30,12.6082
2022-10-31,12.4685
2022-11-01,12.6112
2022-11-02,12.4385
2022-11-03,12.452
2022-11-04,12.5806
2022-11-05,12.5806
2022-11-06,12.5806
2022-11-07,12.8331
2022-11-08,12.7763
2022-11-09,12.7031
2022-11-10,12.9541
2022-11-11,12.8944
2022-11-12,12.8944
2022-11-13,12.8944
2022-11-14,13.0632
2022-11-15,13.0737
2022-11-16,13.0079
2022-11-17,13.0214
2022-11-18,13.2172
2022-11-19,13.2172
2022-11-20,13.2172
2022-11-21,13.1903
2022-11-22,13.389
2022-11-23,13.2246
2022-11-24,13.2246
2022-11-25,13.3113
2022-11-26,13.3113
2022-11-27,13.3113
2022-11-28,13.3188
2022-11-29,13.3367
2022-11-30,13.4727
2022-12-01,13.6744
2022-12-02,13.8358
2022-12-03,13.8358
2022-12-04,13.8358
2022-12-05,13.4652
2022-12-06,13.383
2022-12-07,13.3965
2022-12-08,13.4906
2022-12-09,13.3935
2022-12-10,13.3935
2022-12-11,13.3935
2022-12-12,13.525
2022-12-13,13.4249
2022-12-14,13.4891
2022-12-15,13.3233
2022-12-16,13.3457
2022-12-17,13.3457
2022-12-18,13.3457
2022-12-19,13.4578
2022-12-20,13.4353
2022-12-21,13.6774
2022-12-22,13.5444
2022-12-23,13.5564
2022-12-24,13.5564
2022-12-25,13.5564
2022-12-26,13.5564
2022-12-27,13.788
2022-12-28,13.652
2022-12-29,13.8104
2022-12-30,13.2785
2022-12-31,13.2785
2023-01-01,13.2785
2023-01-02,13.2785
2023-01-03,13.4068
2023-01-04,13.6028
2023-01-05,13.6205
2023-01-06,13.8445
2023-01-07,13.8445
2023-01-08,13.8445
2023-01-09,13.8136
2023-01-10,13.759
2023-01-11,13.6632
2023-01-12,13.7458
2023-01-13,13.8711
2023-01-14,13.8711
2023-01-15,13.8711
2023-01-16,13.8711
2023-01-17,13.7561
2023-01-18,13.7546
2023-01-19,13.8504
2023-01-20,13.8858
2023-01-21,13.8858
2023-01-22,13.8858
2023-01-23,13.9344
2023-01-24,13.8121
2023-01-25,13.6927
2023-01-26,13.7237
2023-01-27,13.734
2023-01-28,13.734
2023-01-29,13.734
2023-01-30,13.7045
2023-01-31,13.7443
2023-02-01,13.8077
2023-02-02,12.9759
2023-02-03,13.0661
2023-02-04,13.0661
2023-02-05,13.0661
2023-02-06,13.0454
2023-02-07,13.0277
2023-02-08,13.0395
2023-02-09,12.8946
2023-02-10,12.865
2023-02-11,12.865
2023-02-12,12.865
2023-02-13,13.0159
2023-02-14,12.9271
2023-02-15,13.004
2023-02-16,13.0366
2023-02-17,13.1415
2023-02-18,13.1415
2023-02-19,13.1415
2023-02-20,13.1415
2023-02-21,13.0927
2023-02-22,13.0484
2023-02-23,13.1874
2023-02-24,13.0587
2023-02-25,13.0587
2023-02-26,13.0587
2023-02-27,12.9966
2023-02-28,12.9611
2023-03-01,13.004
2023-03-02,13.0661
2023-03-03,12.97
2023-03-04,12.97
2023-03-05,12.97
2023-03-06,12.794
2023-03-07,12.7556
2023-03-08,12.689
2023-03-09,12.7645
2023-03-10,12.8088
2023-03-11,12.8088
2023-03-12,12.8088
2023-03-13,12.76
2023-03-14,13.0218
2023-03-15,12.9597
2023-03-16,13.1874
2023-03-17,13.1135
2023-03-18,13.1135
2023-03-19,13.1135
2023-03-20,13.1637
2023-03-21,13.1253
