,IBM US Equity
2020-07-12,20.0025
2020-07-13,20.0963
2020-07-14,20.2509
2020-07-15,20.5158
2020-07-16,20.6273
2020-07-17,20.7487
2020-07-18,20.7487
2020-07-19,20.7487
2020-07-20,20.8878
2020-07-21,20.8536
2020-07-22,21.1417
2020-07-23,20.9938
2020-07-24,20.8238
2020-07-25,20.8238
2020-07-26,20.8238
2020-07-27,20.8702
2020-07-28,20.7197
2020-07-29,20.8138
2020-07-30,20.5458
2020-07-31,20.5503
2020-08-01,20.5503
2020-08-02,20.5503
2020-08-03,20.702
2020-08-04,20.8714
2020-08-05,20.8282
2020-08-06,20.9024
2020-08-07,20.7739
2020-08-08,20.7739
2020-08-09,20.7739
2020-08-10,21.012
2020-08-11,20.9721
2020-08-12,20.9666
2020-08-13,20.7817
2020-08-14,20.8083
2020-08-15,20.8083
2020-08-16,20.8083
2020-08-17,20.7164
2020-08-18,20.7695
2020-08-19,20.6499
2020-08-20,20.5735
2020-08-21,20.5746
2020-08-22,20.5746
2020-08-23,20.5746
2020-08-24,20.8537
2020-08-25,20.7385
2020-08-26,20.6865
2020-08-27,20.7396
2020-08-28,20.7861
2020-08-29,20.7861
2020-08-30,20.7861
2020-08-31,20.5912
2020-09-01,20.6012
2020-09-02,21.1305
2020-09-03,20.7175
2020-09-04,20.4794
2020-09-05,20.4794
2020-09-06,20.4794
2020-09-07,20.4794
2020-09-08,20.3587
2020-09-09,20.475
2020-09-10,20.2867
2020-09-11,20.3864
2020-09-12,20.3864
2020-09-13,20.3864
2020-09-14,20.4561
2020-09-15,20.4949
2020-09-16,20.692
2020-09-17,20.7695
2020-09-18,20.5303
2020-09-19,20.5303
2020-09-20,20.5303
2020-09-21,20.2524
2020-09-22,20.2812
2020-09-23,20.0952
2020-09-24,20.0132
2020-09-25,20.1085
2020-09-26,20.1085
2020-09-27,20.1085
2020-09-28,20.4163
2020-09-29,20.3288
2020-09-30,19.092
2020-10-01,19.0316
2020-10-02,18.9774
2020-10-03,18.9774
2020-10-04,18.9774
2020-10-05,19.1274
2020-10-06,19.1232
2020-10-07,19.3419
2020-10-08,20.1146
2020-10-09,19.7293
2020-10-10,19.7293
2020-10-11,19.7293
2020-10-12,19.6689
2020-10-13,19.4492
2020-10-14,19.5367
2020-10-15,19.4273
2020-10-16,19.5356
2020-10-17,19.5356
2020-10-18,19.5356
2020-10-19,19.4929
2020-10-20,18.6442
2020-10-21,18.4036
2020-10-22,18.4765
2020-10-23,18.5015
2020-10-24,18.5015
2020-10-25,18.5015
2020-10-26,18.1079
2020-10-27,17.9412
2020-10-28,17.5338
2020-10-29,17.7693
2020-10-30,18.0558
2020-10-31,18.0558
2020-11-01,18.0558
2020-11-02,18.1861
2020-11-03,18.3163
2020-11-04,18.0808
2020-11-05,18.3799
2020-11-06,18.3038
2020-11-07,18.3038
2020-11-08,18.3038
2020-11-09,18.4591
2020-11-10,18.707
2020-11-11,18.6331
2020-11-12,18.3517
2020-11-13,18.5966
2020-11-14,18.5966
2020-11-15,18.5966
2020-11-16,18.7539
2020-11-17,18.6852
2020-11-18,18.5883
2020-11-19,18.631
2020-11-20,18.606
2020-11-21,18.606
2020-11-22,18.606
2020-11-23,18.9342
2020-11-24,19.3853
2020-11-25,19.3624
2020-11-26,19.3624
2020-11-27,19.378
2020-11-28,19.378
2020-11-29,19.378
2020-11-30,19.2916
2020-12-01,19.254
2020-12-02,19.4062
2020-12-03,19.3009
2020-12-04,19.675
2020-12-05,19.675
2020-12-06,19.675
2020-12-07,19.4145
2020-12-08,19.5197
2020-12-09,19.6323
2020-12-10,19.4416
2020-12-11,19.3697
2020-12-12,19.3697
2020-12-13,19.3697
2020-12-14,19.2926
2020-12-15,19.5427
2020-12-16,19.5031
2020-12-17,19.5031
2020-12-18,19.5343
2020-12-19,19.5343
2020-12-20,19.5343
2020-12-21,19.278
2020-12-22,19.3009
2020-12-23,19.3311
2020-12-24,19.4135
2020-12-25,19.4135
2020-12-26,19.4135
2020-12-27,19.4135
2020-12-28,19.427
2020-12-29,19.3207
2020-12-30,19.377
2020-12-31,27.865
2021-01-01,27.865
2021-01-02,27.865
2021-01-03,27.865
2021-01-04,27.5705
2021-01-05,27.9044
2021-01-06,28.3825
2021-01-07,28.337
2021-01-08,28.2672
2021-01-09,28.2672
2021-01-10,28.2672
2021-01-11,28.2748
2021-01-12,28.3704
2021-01-13,28.0228
2021-01-14,28.334
2021-01-15,28.2459
2021-01-16,28.2459
2021-01-17,28.2459
2021-01-18,28.2459
2021-01-19,28.3415
2021-01-20,28.5024
2021-01-21,28.7407
2021-01-22,26.7616
2021-01-23,26.7616
2021-01-24,26.7616
2021-01-25,26.757
2021-01-26,27.3505
2021-01-27,27.3474
2021-01-28,26.9847
2021-01-29,26.8375
2021-01-30,26.8375
2021-01-31,26.8375
2021-02-01,27.0545
2021-02-02,26.8876
2021-02-03,26.839
2021-02-04,27.1274
2021-02-05,27.2442
2021-02-06,27.2442
2021-02-07,27.2442
2021-02-08,27.5205
2021-02-09,27.2913
2021-02-10,27.3125
2021-02-11,27.1107
2021-02-12,27.094
2021-02-13,27.094
2021-02-14,27.094
2021-02-15,27.094
2021-02-16,26.9832
2021-02-17,26.968
2021-02-18,27.0833
2021-02-19,26.8193
2021-02-20,26.8193
2021-02-21,26.8193
2021-02-22,27.1031
2021-02-23,27.1325
2021-02-24,27.513
2021-02-25,27.4004
2021-02-26,26.8615
2021-02-27,26.8615
2021-02-28,26.8615
2021-03-01,27.137
2021-03-02,27.0746
2021-03-03,27.3836
2021-03-04,27.0411
2021-03-05,27.4551
2021-03-06,27.4551
2021-03-07,27.4551
2021-03-08,27.7565
2021-03-09,27.6606
2021-03-10,28.2223
2021-03-11,28.1111
2021-03-12,28.1827
2021-03-13,28.1827
2021-03-14,28.1827
2021-03-15,28.3303
2021-03-16,28.2786
2021-03-17,28.3988
2021-03-18,28.5556
2021-03-19,28.379
2021-03-20,28.379
2021-03-21,28.379
2021-03-22,28.6302
2021-03-23,28.6165
2021-03-24,28.6408
2021-03-25,29.0137
2021-03-26,29.5175
2021-03-27,29.5175
2021-03-28,29.5175
2021-03-29,29.4384
2021-03-30,29.2649
2021-03-31,27.0666
2021-04-01,27.0623
2021-04-02,27.0623
2021-04-03,27.0623
2021-04-04,27.0623
2021-04-05,27.4483
2021-04-06,27.2038
2021-04-07,27.3053
2021-04-08,27.3325
2021-04-09,27.4197
2021-04-10,27.4197
2021-04-11,27.4197
2021-04-12,27.2567
2021-04-13,26.7693
2021-04-14,26.9765
2021-04-15,26.9694
2021-04-16,27.1138
2021-04-17,27.1138
2021-04-18,27.1138
2021-04-19,27.0466
2021-04-20,27.7671
2021-04-21,28.5376
2021-04-22,28.2131
2021-04-23,28.3775
2021-04-24,28.3775
2021-04-25,28.3775
2021-04-26,28.2545
2021-04-27,28.3174
2021-04-28,28.4573
2021-04-29,28.6346
2021-04-30,28.2972
2021-05-01,28.2972
2021-05-02,28.2972
2021-05-03,28.7075
2021-05-04,28.8504
2021-05-05,28.7747
2021-05-06,29.2321
2021-05-07,28.809
2021-05-08,28.809
2021-05-09,28.809
2021-05-10,28.9105
2021-05-11,28.6317
2021-05-12,28.2143
2021-05-13,28.6246
2021-05-14,28.6975
2021-05-15,28.6975
2021-05-16,28.6975
2021-05-17,28.7589
2021-05-18,28.5874
2021-05-19,28.4845
2021-05-20,28.5831
2021-05-21,28.706
2021-05-22,28.706
2021-05-23,28.706
2021-05-24,28.7032
2021-05-25,28.5703
2021-05-26,28.5116
2021-05-27,28.5745
2021-05-28,28.5631
2021-05-29,28.5631
2021-05-30,28.5631
2021-05-31,28.5631
2021-06-01,28.6274
2021-06-02,28.8461
2021-06-03,28.8218
2021-06-04,29.0891
2021-06-05,29.0891
2021-06-06,29.0891
2021-06-07,29.1749
2021-06-08,29.325
2021-06-09,29.5537
2021-06-10,29.5351
2021-06-11,29.6409
2021-06-12,29.6409
2021-06-13,29.6409
2021-06-14,29.4622
2021-06-15,29.3664
2021-06-16,29.1477
2021-06-17,28.829
2021-06-18,28.4745
2021-06-19,28.4745
2021-06-20,28.4745
2021-06-21,28.9791
2021-06-22,28.9376
2021-06-23,28.6875
2021-06-24,28.8061
2021-06-25,29.0062
2021-06-26,29.0062
2021-06-27,29.0062
2021-06-28,28.7847
2021-06-29,28.8218
2021-06-30,31.8554
2021-07-01,31.8943
2021-07-02,30.8332
2021-07-03,30.8332
2021-07-04,30.8332
2021-07-05,30.8332
2021-07-06,30.6403
2021-07-07,30.8021
2021-07-08,30.9452
2021-07-09,31.0666
2021-07-10,31.0666
2021-07-11,31.0666
2021-07-12,30.9732
2021-07-13,30.8737
2021-07-14,30.8021
2021-07-15,30.9001
2021-07-16,30.6589
2021-07-17,30.6589
2021-07-18,30.6589
2021-07-19,30.5065
2021-07-20,30.8254
2021-07-21,31.0323
2021-07-22,30.9406
2021-07-23,31.0386
2021-07-24,31.0386
2021-07-25,31.0386
2021-07-26,31.2611
2021-07-27,31.3275
2021-07-28,31.1745
2021-07-29,31.1995
2021-07-30,31.0481
2021-07-31,31.0481
2021-08-01,31.0481
2021-08-02,31.1199
2021-08-03,31.5335
2021-08-04,31.329
2021-08-05,31.3306
2021-08-06,31.5366
2021-08-07,31.5366
2021-08-08,31.5366
2021-08-09,31.0934
2021-08-10,31.1137
2021-08-11,31.2307
2021-08-12,31.3774
2021-08-13,31.3946
2021-08-14,31.3946
2021-08-15,31.3946
2021-08-16,31.4586
2021-08-17,31.276
2021-08-18,30.8156
2021-08-19,30.5893
2021-08-20,30.7594
2021-08-21,30.7594
2021-08-22,30.7594
2021-08-23,30.839
2021-08-24,30.8733
2021-08-25,30.8764
2021-08-26,30.7079
2021-08-27,30.8062
2021-08-28,30.8062
2021-08-29,30.8062
2021-08-30,30.7375
2021-08-31,30.9513
2021-09-01,30.789
2021-09-02,30.8998
2021-09-03,30.8327
2021-09-04,30.8327
2021-09-05,30.8327
2021-09-06,30.8327
2021-09-07,30.5955
2021-09-08,30.6907
2021-09-09,30.5456
2021-09-10,30.4332
2021-09-11,30.4332
2021-09-12,30.4332
2021-09-13,30.6095
2021-09-14,30.3083
2021-09-15,30.4613
2021-09-16,30.3411
2021-09-17,30.1538
2021-09-18,30.1538
2021-09-19,30.1538
2021-09-20,30.0102
2021-09-21,29.8011
2021-09-22,30.0602
2021-09-23,30.3879
2021-09-24,30.5065
2021-09-25,30.5065
2021-09-26,30.5065
2021-09-27,30.6735
2021-09-28,30.5034
2021-09-29,30.7703
2021-09-30,37.605
2021-10-01,38.4478
2021-10-02,38.4478
2021-10-03,38.4478
2021-10-04,38.5994
2021-10-05,38.4151
2021-10-06,38.2635
2021-10-07,38.1579
2021-10-08,38.4286
2021-10-09,38.4286
2021-10-10,38.4286
2021-10-11,38.2769
2021-10-12,37.9006
2021-10-13,37.9563
2021-10-14,38.4612
2021-10-15,38.6954
2021-10-16,38.6954
2021-10-17,38.6954
2021-10-18,38.2558
2021-10-19,38.1905
2021-10-20,38.1752
2021-10-21,35.5701
2021-10-22,35.4837
2021-10-23,35.4837
2021-10-24,35.4837
2021-10-25,35.4376
2021-10-26,35.3397
2021-10-27,34.9635
2021-10-28,35.0921
2021-10-29,34.95
2021-10-30,34.95
2021-10-31,34.95
2021-11-01,35.1765
2021-11-02,35.1573
2021-11-03,35.3397
2021-11-04,34.1466
2021-11-05,34.6767
2021-11-06,34.6767
2021-11-07,34.6767
2021-11-08,34.8553
2021-11-09,34.1466
2021-11-10,34.0256
2021-11-11,34.0352
2021-11-12,33.7835
2021-11-13,33.7835
2021-11-14,33.7835
2021-11-15,33.7663
2021-11-16,33.6875
2021-11-17,33.6107
2021-11-18,33.3418
2021-11-19,33.2246
2021-11-20,33.2246
2021-11-21,33.2246
2021-11-22,33.3053
2021-11-23,33.3667
2021-11-24,33.3552
2021-11-25,33.3552
2021-11-26,33.1785
2021-11-27,33.1785
2021-11-28,33.1785
2021-11-29,33.6952
2021-11-30,33.4263
2021-12-01,33.3917
2021-12-02,33.3879
2021-12-03,33.7605
2021-12-04,33.7605
2021-12-05,33.7605
2021-12-06,33.966
2021-12-07,34.2868
2021-12-08,34.5634
2021-12-09,34.669
2021-12-10,34.7689
2021-12-11,34.7689
2021-12-12,34.7689
2021-12-13,34.4789
2021-12-14,34.7055
2021-12-15,34.5807
2021-12-16,35.1223
2021-12-17,35.4047
2021-12-18,35.4047
2021-12-19,35.4047
2021-12-20,35.3394
2021-12-21,35.7062
2021-12-22,35.856
2021-12-23,36.0251
2021-12-24,36.0251
2021-12-25,36.0251
2021-12-26,36.0251
2021-12-27,36.2152
2021-12-28,36.4092
2021-12-29,36.5475
2021-12-30,36.6551
2021-12-31,26.8519
2022-01-01,26.8519
2022-01-02,26.8519
2022-01-03,27.1934
2022-01-04,27.4774
2022-01-05,27.5061
2022-01-06,27.0929
2022-01-07,27.0198
2022-01-08,27.0198
2022-01-09,27.0198
2022-01-10,27.0485
2022-01-11,26.7386
2022-01-12,26.8419
2022-01-13,27.0097
2022-01-14,26.9308
2022-01-15,26.9308
2022-01-16,26.9308
2022-01-17,26.9308
2022-01-18,26.7486
2022-01-19,26.5535
2022-01-20,26.4445
2022-01-21,26.2336
2022-01-22,26.2336
2022-01-23,26.2336
2022-01-24,26.1575
2022-01-25,27.202
2022-01-26,26.938
2022-01-27,26.6884
2022-01-28,26.9724
2022-01-29,26.9724
2022-01-30,26.9724
2022-01-31,26.839
2022-02-01,27.1202
2022-02-02,27.367
2022-02-03,27.443
2022-02-04,27.3526
2022-02-05,27.3526
2022-02-06,27.3526
2022-02-07,27.3655
2022-02-08,27.334
2022-02-09,27.4444
2022-02-10,26.8318
2022-02-11,26.7128
2022-02-12,26.7128
2022-02-13,26.7128
2022-02-14,26.3484
2022-02-15,26.3182
2022-02-16,26.2092
2022-02-17,25.6052
2022-02-18,25.5163
2022-02-19,25.5163
2022-02-20,25.5163
2022-02-21,25.5163
2022-02-22,25.5043
2022-02-23,25.2382
2022-02-24,25.2238
2022-02-25,25.5417
2022-02-26,25.5417
2022-02-27,25.5417
2022-02-28,25.3015
2022-03-01,25.1346
2022-03-02,25.4957
2022-03-03,25.7935
2022-03-04,25.8928
2022-03-05,25.8928
2022-03-06,25.8928
2022-03-07,25.8136
2022-03-08,25.7575
2022-03-09,25.8352
2022-03-10,25.5662
2022-03-11,25.5101
2022-03-12,25.5101
2022-03-13,25.5101
2022-03-14,25.5072
2022-03-15,25.7518
2022-03-16,25.9532
2022-03-17,26.0855
2022-03-18,26.2006
2022-03-19,26.2006
2022-03-20,26.2006
2022-03-21,26.1057
2022-03-22,26.2438
2022-03-23,26.1345
2022-03-24,26.2711
2022-03-25,26.5732
2022-03-26,26.5732
2022-03-27,26.5732
2022-03-28,26.5905
2022-03-29,26.6581
2022-03-30,26.6855
2022-03-31,24.9056
2022-04-01,24.9234
2022-04-02,24.9234
2022-04-03,24.9234
2022-04-04,24.9397
2022-04-05,24.7513
2022-04-06,24.8196
2022-04-07,24.7049
2022-04-08,24.593
2022-04-09,24.593
2022-04-10,24.593
2022-04-11,24.4073
2022-04-12,24.354
2022-04-13,24.3759
2022-04-14,24.4332
2022-04-15,24.4332
2022-04-16,24.4332
2022-04-17,24.4332
2022-04-18,24.38
2022-04-19,24.7868
2022-04-20,26.0388
2022-04-21,26.2477
2022-04-22,26.0292
2022-04-23,26.0292
2022-04-24,26.0292
2022-04-25,26.1453
2022-04-26,25.7506
2022-04-27,25.5963
2022-04-28,25.6891
2022-04-29,25.2071
2022-04-30,25.2071
2022-05-01,25.2071
2022-05-02,25.3205
2022-05-03,25.2495
2022-05-04,25.9158
2022-05-05,25.7137
2022-05-06,25.9527
2022-05-07,25.9527
2022-05-08,25.9527
2022-05-09,25.5116
2022-05-10,24.7866
2022-05-11,25.0078
2022-05-12,25.3013
2022-05-13,25.3969
2022-05-14,25.3969
2022-05-15,25.3969
2022-05-16,25.5922
2022-05-17,26.0483
2022-05-18,25.3068
2022-05-19,24.8589
2022-05-20,24.6978
2022-05-21,24.6978
2022-05-22,24.6978
2022-05-23,25.0651
2022-05-24,25.4242
2022-05-25,25.5048
2022-05-26,25.8462
2022-05-27,26.1711
2022-05-28,26.1711
2022-05-29,26.1711
2022-05-30,26.1711
2022-05-31,26.1124
2022-06-01,26.193
2022-06-02,26.2913
2022-06-03,26.432
2022-06-04,26.432
2022-06-05,26.432
2022-06-06,26.6641
2022-06-07,26.6504
2022-06-08,26.3842
2022-06-09,25.9923
2022-06-10,25.7506
2022-06-11,25.7506
2022-06-12,25.7506
2022-06-13,25.6031
2022-06-14,25.6864
2022-06-15,25.8694
2022-06-16,25.6796
2022-06-17,25.5908
2022-06-18,25.5908
2022-06-19,25.5908
2022-06-20,25.5908
2022-06-21,25.9773
2022-06-22,25.8721
2022-06-23,26.0578
2022-06-24,26.5521
2022-06-25,26.5521
2022-06-26,26.5521
2022-06-27,26.6532
2022-06-28,26.5248
2022-06-29,26.3678
2022-06-30,24.7424
2022-07-01,24.7334
2022-07-02,24.7334
2022-07-03,24.7334
2022-07-04,24.7334
2022-07-05,24.2829
2022-07-06,24.3421
2022-07-07,24.6961
2022-07-08,24.6497
2022-07-09,24.6497
2022-07-10,24.6497
2022-07-11,24.718
2022-07-12,24.4837
2022-07-13,24.2262
2022-07-14,24.4682
2022-07-15,24.5789
2022-07-16,24.5789
2022-07-17,24.5789
2022-07-18,24.3485
2022-07-19,23.4152
2022-07-20,23.1964
2022-07-21,22.9351
2022-07-22,23.0767
2022-07-23,23.0767
2022-07-24,23.0767
2022-07-25,23.1829
2022-07-26,23.1234
2022-07-27,23.2579
2022-07-28,23.2708
2022-07-29,23.4737
2022-07-30,23.4737
2022-07-31,23.4737
2022-08-01,23.6353
2022-08-02,23.6056
2022-08-03,23.6741
2022-08-04,23.5836
2022-08-05,23.6922
2022-08-06,23.6922
2022-08-07,23.6922
2022-08-08,23.709
2022-08-09,23.3031
2022-08-10,23.5655
2022-08-11,23.6999
2022-08-12,23.89
2022-08-13,23.89
2022-08-14,23.89
2022-08-15,24.0089
2022-08-16,24.2196
2022-08-17,24.3786
2022-08-18,24.5441
2022-08-19,24.4536
2022-08-20,24.4536
2022-08-21,24.4536
2022-08-22,24.089
2022-08-23,23.9843
2022-08-24,23.7891
2022-08-25,23.8861
2022-08-26,23.4207
2022-08-27,23.4207
2022-08-28,23.4207
2022-08-29,23.4117
2022-08-30,23.3173
2022-08-31,23.1712
2022-09-01,23.3277
2022-09-02,23.0859
2022-09-03,23.0859
2022-09-04,23.0859
2022-09-05,23.0859
2022-09-06,22.9476
2022-09-07,23.0756
2022-09-08,23.1738
2022-09-09,23.2669
2022-09-10,23.2669
2022-09-11,23.2669
2022-09-12,23.4569
2022-09-13,23.0161
2022-09-14,23.073
2022-09-15,22.7886
2022-09-16,23.0187
2022-09-17,23.0187
2022-09-18,23.0187
2022-09-19,23.0782
2022-09-20,22.8933
2022-09-21,22.7162
2022-09-22,22.7654
2022-09-23,22.4293
2022-09-24,22.4293
2022-09-25,22.4293
2022-09-26,22.3388
2022-09-27,22.3039
2022-09-28,22.4357
2022-09-29,22.2897
2022-09-30,20.9991
2022-10-01,20.9991
2022-10-02,20.9991
2022-10-03,21.3369
2022-10-04,21.8359
2022-10-05,21.8659
2022-10-06,21.4269
2022-10-07,21.0004
2022-10-08,21.0004
2022-10-09,21.0004
2022-10-10,20.8666
2022-10-11,20.8728
2022-10-12,20.8441
2022-10-13,21.3719
2022-10-14,21.153
2022-10-15,21.153
2022-10-16,21.153
2022-10-17,21.3381
2022-10-18,21.5157
2022-10-19,21.4619
2022-10-20,22.1861
2022-10-21,22.3863
2022-10-22,22.3863
2022-10-23,22.3863
2022-10-24,22.7352
2022-10-25,22.7827
2022-10-26,23.0431
2022-10-27,23.013
2022-10-28,23.4813
2022-10-29,23.4813
2022-10-30,23.4813
2022-10-31,23.4538
2022-11-01,23.4425
2022-11-02,23.271
2022-11-03,22.9755
2022-11-04,23.2872
2022-11-05,23.2872
2022-11-06,23.2872
2022-11-07,23.46
2022-11-08,23.6729
2022-11-09,23.3411
2022-11-10,23.8219
2022-11-11,24.0648
2022-11-12,24.0648
2022-11-13,24.0648
2022-11-14,24.1937
2022-11-15,24.2113
2022-11-16,24.2338
2022-11-17,24.4304
2022-11-18,24.6245
2022-11-19,24.6245
2022-11-20,24.6245
2022-11-21,24.5043
2022-11-22,24.8073
2022-11-23,24.7634
2022-11-24,24.7634
2022-11-25,24.7159
2022-11-26,24.7159
2022-11-27,24.7159
2022-11-28,24.4417
2022-11-29,24.4805
2022-11-30,24.7822
2022-12-01,24.8148
2022-12-02,24.7534
2022-12-03,24.7534
2022-12-04,24.7534
2022-12-05,24.5957
2022-12-06,24.6069
2022-12-07,24.5781
2022-12-08,24.642
2022-12-09,24.5506
2022-12-10,24.5506
2022-12-11,24.5506
2022-12-12,24.821
2022-12-13,24.9913
2022-12-14,24.9024
2022-12-15,23.9634
2022-12-16,23.6879
2022-12-17,23.6879
2022-12-18,23.6879
2022-12-19,23.5264
2022-12-20,23.8281
2022-12-21,23.9358
2022-12-22,23.7781
2022-12-23,23.8745
2022-12-24,23.8745
2022-12-25,23.8745
2022-12-26,23.8745
2022-12-27,23.9709
2022-12-28,23.6704
2022-12-29,23.8006
2022-12-30,22.9945
2022-12-31,22.9945
2023-01-01,22.9945
2023-01-02,22.9945
2023-01-03,23.0739
2023-01-04,23.2003
2023-01-05,23.0209
2023-01-06,23.3327
2023-01-07,23.3327
2023-01-08,23.3327
2023-01-09,23.3146
2023-01-10,23.4651
2023-01-11,23.5204
2023-01-12,23.5553
2023-01-13,23.5962
2023-01-14,23.5962
2023-01-15,23.5962
2023-01-16,23.5962
2023-01-17,23.512
2023-01-18,22.9367
2023-01-19,22.962
2023-01-20,23.0318
2023-01-21,23.0318
2023-01-22,23.0318
2023-01-23,23.1112
2023-01-24,23.0667
2023-01-25,22.9788
2023-01-26,22.2194
2023-01-27,22.2121
2023-01-28,22.2121
2023-01-29,22.2121
2023-01-30,22.3217
2023-01-31,22.2531
2023-02-01,22.2964
2023-02-02,22.4528
2023-02-03,22.519
2023-02-04,22.519
2023-02-05,22.519
2023-02-06,22.4276
2023-02-07,22.3867
2023-02-08,22.4035
2023-02-09,22.1351
2023-02-10,22.3578
2023-02-11,22.3578
2023-02-12,22.3578
2023-02-13,22.5684
2023-02-14,22.4071
2023-02-15,22.4541
2023-02-16,22.2856
2023-02-17,22.288
2023-02-18,22.288
2023-02-19,22.288
2023-02-20,22.288
2023-02-21,21.8896
2023-02-22,21.8005
2023-02-23,21.7788
2023-02-24,21.7524
2023-02-25,21.7524
2023-02-26,21.7524
2023-02-27,21.7427
2023-02-28,21.6508
2023-03-01,21.5168
2023-03-02,21.6061
2023-03-03,21.6918
2023-03-04,21.6918
2023-03-05,21.6918
2023-03-06,21.7583
2023-03-07,21.524
2023-03-08,21.4999
2023-03-09,21.2716
2023-03-10,21.1859
2023-03-11,21.1859
2023-03-12,21.1859
2023-03-13,21.2016
2023-03-14,21.0893
2023-03-15,20.9239
2023-03-16,21.0953
2023-03-17,20.9734
