,MAT US Equity
2020-03-27,82.1026
2020-03-28,82.1026
2020-03-29,82.1026
2020-03-30,83.7279
2020-03-31,358.1998
2020-04-01,348.928
2020-04-02,347.0315
2020-04-03,335.4417
2020-04-04,335.4417
2020-04-05,335.4417
2020-04-06,346.1886
2020-04-07,346.3993
2020-04-08,351.6674
2020-04-09,368.5252
2020-04-10,368.5252
2020-04-11,368.5252
2020-04-12,368.5252
2020-04-13,368.4199
2020-04-14,369.5788
2020-04-15,359.2534
2020-04-16,358.832
2020-04-17,365.9965
2020-04-18,365.9965
2020-04-19,365.9965
2020-04-20,361.3606
2020-04-21,349.9816
2020-04-22,348.0851
2020-04-23,349.6655
2020-04-24,348.7173
2020-04-25,348.7173
2020-04-26,348.7173
2020-04-27,359.4797
2020-04-28,368.4362
2020-04-29,360.9549
2020-04-30,356.3186
2020-05-01,347.3621
2020-05-02,347.3621
2020-05-03,347.3621
2020-05-04,353.3682
2020-05-05,353.8951
2020-05-06,351.4708
2020-05-07,352.3138
2020-05-08,358.4252
2020-05-09,358.4252
2020-05-10,358.4252
2020-05-11,353.1567
2020-05-12,349.1527
2020-05-13,341.1446
2020-05-14,343.252
2020-05-15,341.3553
2020-05-16,341.3553
2020-05-17,341.3553
2020-05-18,344.3057
2020-05-19,341.5661
2020-05-20,344.9379
2020-05-21,349.0473
2020-05-22,351.2601
2020-05-23,351.2601
2020-05-24,351.2601
2020-05-25,351.2601
2020-05-26,370.8588
2020-05-27,381.6066
2020-05-28,371.8072
2020-05-29,366.6441
2020-05-30,366.6441
2020-05-31,366.6441
2020-06-01,375.4951
2020-06-02,375.7059
2020-06-03,387.5073
2020-06-04,386.0321
2020-06-05,393.8295
2020-06-06,393.8295
2020-06-07,393.8295
2020-06-08,401.4161
2020-06-09,393.6187
2020-06-10,381.8173
2020-06-11,367.487
2020-06-12,375.2844
2020-06-13,375.2844
2020-06-14,375.2844
2020-06-15,380.3421
2020-06-16,386.875
2020-06-17,385.3999
2020-06-18,381.8173
2020-06-19,380.1314
2020-06-20,380.1314
2020-06-21,380.1314
2020-06-22,384.1354
2020-06-23,383.9247
2020-06-24,374.0199
2020-06-25,371.2803
2020-06-26,370.0159
2020-06-27,370.0159
2020-06-28,370.0159
2020-06-29,374.8629
2020-06-30,326.8564
2020-07-01,329.6597
2020-07-02,334.7408
2020-07-03,334.7408
2020-07-04,334.7408
2020-07-05,334.7408
2020-07-06,337.7194
2020-07-07,335.4416
2020-07-08,335.4416
2020-07-09,334.916
2020-07-10,341.0484
2020-07-11,341.0484
2020-07-12,341.0484
2020-07-13,338.245
2020-07-14,340.6979
2020-07-15,347.7063
2020-07-16,345.4286
2020-07-17,342.45
2020-07-18,342.45
2020-07-19,342.45
2020-07-20,343.8517
2020-07-21,354.3643
2020-07-22,356.4668
2020-07-23,361.1975
2020-07-24,356.1164
2020-07-25,356.1164
2020-07-26,356.1164
2020-07-27,347.7063
2020-07-28,355.766
2020-07-29,355.4156
2020-07-30,354.1891
2020-07-31,352.0866
2020-08-01,352.0866
2020-08-02,352.0866
2020-08-03,356.3792
2020-08-04,356.6421
2020-08-05,361.0223
2020-08-06,357.6057
2020-08-07,356.4668
2020-08-08,356.4668
2020-08-09,356.4668
2020-08-10,361.7226
2020-08-11,358.5688
2020-08-12,361.3722
2020-08-13,362.2483
2020-08-14,359.7953
2020-08-15,359.7953
2020-08-16,359.7953
2020-08-17,358.3936
2020-08-18,355.7655
2020-08-19,354.7142
2020-08-20,354.101
2020-08-21,352.6117
2020-08-22,352.6117
2020-08-23,352.6117
2020-08-24,353.9258
2020-08-25,354.7142
2020-08-26,351.7357
2020-08-27,351.9109
2020-08-28,353.4878
2020-08-29,353.4878
2020-08-30,353.4878
2020-08-31,345.6909
2020-09-01,352.7869
2020-09-02,356.992
2020-09-03,349.6332
2020-09-04,346.7422
2020-09-05,346.7422
2020-09-06,346.7422
2020-09-07,346.7422
2020-09-08,347.5306
2020-09-09,349.6332
2020-09-10,351.5605
2020-09-11,350.334
2020-09-12,350.334
2020-09-13,350.334
2020-09-14,349.6332
2020-09-15,351.0348
2020-09-16,357.868
2020-09-17,365.2268
2020-09-18,361.7226
2020-09-19,361.7226
2020-09-20,361.7226
2020-09-21,360.6714
2020-09-22,355.3275
2020-09-23,355.2399
2020-09-24,355.9407
2020-09-25,355.9407
2020-09-26,355.9407
2020-09-27,355.9407
2020-09-28,357.1672
2020-09-29,358.9193
2020-09-30,28.8763
2020-10-01,29.1826
2020-10-02,29.3983
2020-10-03,29.3983
2020-10-04,29.3983
2020-10-05,29.628
2020-10-06,29.6419
2020-10-07,29.7811
2020-10-08,30.1291
2020-10-09,29.976
2020-10-10,29.976
2020-10-11,29.976
2020-10-12,30.143
2020-10-13,30.0595
2020-10-14,29.8994
2020-10-15,29.8368
2020-10-16,30.1291
2020-10-17,30.1291
2020-10-18,30.1291
2020-10-19,30.0247
2020-10-20,30.0595
2020-10-21,29.9203
2020-10-22,30.5745
2020-10-23,32.2936
2020-10-24,32.2936
2020-10-25,32.2936
2020-10-26,31.7299
2020-10-27,32.4537
2020-10-28,32.1475
2020-10-29,32.0779
2020-10-30,31.7577
2020-10-31,31.7577
2020-11-01,31.7577
2020-11-02,31.9804
2020-11-03,32.1002
2020-11-04,31.5625
2020-11-05,32.6169
2020-11-06,32.4703
2020-11-07,32.4703
2020-11-08,32.4703
2020-11-09,31.4997
2020-11-10,32.1002
2020-11-11,31.9745
2020-11-12,31.5136
2020-11-13,31.8209
2020-11-14,31.8209
2020-11-15,31.8209
2020-11-16,32.6448
2020-11-17,32.8404
2020-11-18,32.8962
2020-11-19,33.5107
2020-11-20,33.5945
2020-11-21,33.5945
2020-11-22,33.5945
2020-11-23,34.195
2020-11-24,34.2509
2020-11-25,34.5302
2020-11-26,34.5302
2020-11-27,34.8514
2020-11-28,34.8514
2020-11-29,34.8514
2020-11-30,34.223
2020-12-01,34.5162
2020-12-02,34.3347
2020-12-03,34.3347
2020-12-04,34.195
2020-12-05,34.195
2020-12-06,34.195
2020-12-07,34.1392
2020-12-08,35.1168
2020-12-09,35.1866
2020-12-10,34.628
2020-12-11,34.8654
2020-12-12,34.8654
2020-12-13,34.8654
2020-12-14,35.41
2020-12-15,36.5831
2020-12-16,37.5049
2020-12-17,37.6585
2020-12-18,37.8959
2020-12-19,37.8959
2020-12-20,37.8959
2020-12-21,37.3931
2020-12-22,37.0719
2020-12-23,37.1837
2020-12-24,37.0719
2020-12-25,37.0719
2020-12-26,37.0719
2020-12-27,37.0719
2020-12-28,37.1976
2020-12-29,36.7088
2020-12-30,37.044
2020-12-31,22.979
2021-01-01,22.979
2021-01-02,22.979
2021-01-03,22.979
2021-01-04,22.7908
2021-01-05,23.205
2021-01-06,23.5909
2021-01-07,23.7416
2021-01-08,23.7698
2021-01-09,23.7698
2021-01-10,23.7698
2021-01-11,23.8922
2021-01-12,24.5794
2021-01-13,24.3629
2021-01-14,24.2687
2021-01-15,24.2122
2021-01-16,24.2122
2021-01-17,24.2122
2021-01-18,24.2122
2021-01-19,24.2687
2021-01-20,23.8075
2021-01-21,23.7133
2021-01-22,23.8451
2021-01-23,23.8451
2021-01-24,23.8451
2021-01-25,23.5156
2021-01-26,23.1956
2021-01-27,23.5909
2021-01-28,23.5533
2021-01-29,23.6098
2021-01-30,23.6098
2021-01-31,23.6098
2021-02-01,23.7604
2021-02-02,23.8828
2021-02-03,24.0334
2021-02-04,24.024
2021-02-05,23.9769
2021-02-06,23.9769
2021-02-07,23.9769
2021-02-08,23.9298
2021-02-09,24.3064
2021-02-10,23.9392
2021-02-11,23.5815
2021-02-12,24.1652
2021-02-13,24.1652
2021-02-14,24.1652
2021-02-15,24.1652
2021-02-16,24.1087
2021-02-17,24.5323
2021-02-18,24.4947
2021-02-19,24.457
2021-02-20,24.457
2021-02-21,24.457
2021-02-22,24.8712
2021-02-23,24.9183
2021-02-24,25.1066
2021-02-25,25.0381
2021-02-26,25.5749
2021-02-27,25.5749
2021-02-28,25.5749
2021-03-01,26.1211
2021-03-02,26.1211
2021-03-03,25.7067
2021-03-04,25.4431
2021-03-05,26.1023
2021-03-06,26.1023
2021-03-07,26.1023
2021-03-08,25.848
2021-03-09,25.0758
2021-03-10,26.1399
2021-03-11,26.3283
2021-03-12,26.3047
2021-03-13,26.3047
2021-03-14,26.3047
2021-03-15,26.9027
2021-03-16,27.0252
2021-03-17,26.4036
2021-03-18,26.1305
2021-03-19,26.413
2021-03-20,26.413
2021-03-21,26.413
2021-03-22,26.2106
2021-03-23,25.5184
2021-03-24,25.1323
2021-03-25,25.3771
2021-03-26,25.5655
2021-03-27,25.5655
2021-03-28,25.5655
2021-03-29,25.2076
2021-03-30,25.6032
2021-03-31,17.1446
2021-04-01,17.3334
2021-04-02,17.3334
2021-04-03,17.3334
2021-04-04,17.3334
2021-04-05,17.4844
2021-04-06,17.648
2021-04-07,17.5536
2021-04-08,17.1887
2021-04-09,17.2893
2021-04-10,17.2893
2021-04-11,17.2893
2021-04-12,17.3585
2021-04-13,17.4375
2021-04-14,17.4879
2021-04-15,17.5509
2021-04-16,17.532
2021-04-17,17.532
2021-04-18,17.532
2021-04-19,17.7463
2021-04-20,17.5131
2021-04-21,17.7526
2021-04-22,17.7715
2021-04-23,17.8787
2021-04-24,17.8787
2021-04-25,17.8787
2021-04-26,18.2631
2021-04-27,18.3514
2021-04-28,18.4711
2021-04-29,18.3072
2021-04-30,18.137
2021-05-01,18.137
2021-05-02,18.137
2021-05-03,18.1875
2021-05-04,18.3198
2021-05-05,18.5404
2021-05-06,18.6601
2021-05-07,18.3828
2021-05-08,18.3828
2021-05-09,18.3828
2021-05-10,18.2946
2021-05-11,17.9291
2021-05-12,17.3366
2021-05-13,17.4059
2021-05-14,17.6391
2021-05-15,17.6391
2021-05-16,17.6391
2021-05-17,17.7494
2021-05-18,17.5761
2021-05-19,17.1286
2021-05-20,17.3114
2021-05-21,17.2862
2021-05-22,17.2862
2021-05-23,17.2862
2021-05-24,17.2358
2021-05-25,17.2169
2021-05-26,17.5698
2021-05-27,18.0299
2021-05-28,17.9795
2021-05-29,17.9795
2021-05-30,17.9795
2021-05-31,17.9795
2021-06-01,17.9291
2021-06-02,18.1875
2021-06-03,17.7589
2021-06-04,17.6454
2021-06-05,17.6454
2021-06-06,17.6454
2021-06-07,17.6517
2021-06-08,17.9795
2021-06-09,17.8156
2021-06-10,17.5509
2021-06-11,17.8471
2021-06-12,17.8471
2021-06-13,17.8471
2021-06-14,17.4249
2021-06-15,17.3555
2021-06-16,17.1538
2021-06-17,16.7946
2021-06-18,16.8387
2021-06-19,16.8387
2021-06-20,16.8387
2021-06-21,16.8324
2021-06-22,16.8702
2021-06-23,16.99
2021-06-24,17.0593
2021-06-25,17.0341
2021-06-26,17.0341
2021-06-27,17.0341
2021-06-28,17.0278
2021-06-29,17.4879
2021-06-30,15.1282
2021-07-01,15.23
2021-07-02,15.3479
2021-07-03,15.3479
2021-07-04,15.3479
2021-07-05,15.3479
2021-07-06,15.0853
2021-07-07,14.9941
2021-07-08,14.8869
2021-07-09,15.1174
2021-07-10,15.1174
2021-07-11,15.1174
2021-07-12,15.2461
2021-07-13,15.1978
2021-07-14,14.9298
2021-07-15,14.8762
2021-07-16,14.7636
2021-07-17,14.7636
2021-07-18,14.7636
2021-07-19,14.4259
2021-07-20,14.8172
2021-07-21,14.9352
2021-07-22,14.769
2021-07-23,14.6028
2021-07-24,14.6028
2021-07-25,14.6028
2021-07-26,15.498
2021-07-27,15.364
2021-07-28,15.9001
2021-07-29,15.8787
2021-07-30,15.9966
2021-07-31,15.9966
2021-08-01,15.9966
2021-08-02,16.0984
2021-08-03,16.0448
2021-08-04,15.9805
2021-08-05,16.0877
2021-08-06,16.1574
2021-08-07,16.1574
2021-08-08,16.1574
2021-08-09,16.2874
2021-08-10,16.4322
2021-08-11,16.282
2021-08-12,16.1747
2021-08-13,16.105
2021-08-14,16.105
2021-08-15,16.105
2021-08-16,16.0782
2021-08-17,15.8207
2021-08-18,15.4667
2021-08-19,15.5901
2021-08-20,15.7403
2021-08-21,15.7403
2021-08-22,15.7403
2021-08-23,15.8904
2021-08-24,16.0728
2021-08-25,16.1211
2021-08-26,16.0299
2021-08-27,16.164
2021-08-28,16.164
2021-08-29,16.164
2021-08-30,15.9924
2021-08-31,15.8046
2021-09-01,15.9065
2021-09-02,15.81
2021-09-03,15.8904
2021-09-04,15.8904
2021-09-05,15.8904
2021-09-06,15.8904
2021-09-07,15.7188
2021-09-08,15.3112
2021-09-09,15.2683
2021-09-10,15.0752
2021-09-11,15.0752
2021-09-12,15.0752
2021-09-13,15.3487
2021-09-14,15.2468
2021-09-15,15.4453
2021-09-16,15.3916
2021-09-17,15.2843
2021-09-18,15.2843
2021-09-19,15.2843
2021-09-20,15.1342
2021-09-21,14.8928
2021-09-22,15.1234
2021-09-23,15.2629
2021-09-24,14.9786
2021-09-25,14.9786
2021-09-26,14.9786
2021-09-27,14.7748
2021-09-28,14.7051
2021-09-29,14.7855
2021-09-30,14.2129
2021-10-01,14.2922
2021-10-02,14.2922
2021-10-03,14.2922
2021-10-04,14.1019
2021-10-05,14.1971
2021-10-06,14.3662
2021-10-07,14.5512
2021-10-08,14.4508
2021-10-09,14.4508
2021-10-10,14.4508
2021-10-11,14.3821
2021-10-12,14.4825
2021-10-13,14.4666
2021-10-14,14.8208
2021-10-15,14.7944
2021-10-16,14.7944
2021-10-17,14.7944
2021-10-18,15.0005
2021-10-19,15.1485
2021-10-20,14.9107
2021-10-21,15.1485
2021-10-22,15.212
2021-10-23,15.212
2021-10-24,15.212
2021-10-25,15.027
2021-10-26,15.2542
2021-10-27,15.3071
2021-10-28,15.7088
2021-10-29,15.9308
2021-10-30,15.9308
2021-10-31,15.9308
2021-11-01,15.8146
2021-11-02,15.6348
2021-11-03,15.7247
2021-11-04,15.7957
2021-11-05,15.9337
2021-11-06,15.9337
2021-11-07,15.9337
2021-11-08,16.3264
2021-11-09,16.4484
2021-11-10,16.3741
2021-11-11,16.4537
2021-11-12,16.4644
2021-11-13,16.4644
2021-11-14,16.4644
2021-11-15,16.5333
2021-11-16,16.4803
2021-11-17,16.4591
2021-11-18,16.4272
2021-11-19,16.4219
2021-11-20,16.4219
2021-11-21,16.4219
2021-11-22,16.2786
2021-11-23,16.2574
2021-11-24,16.2574
2021-11-25,16.2574
2021-11-26,16.061
2021-11-27,16.061
2021-11-28,16.061
2021-11-29,16.0027
2021-11-30,15.6577
2021-12-01,15.7214
2021-12-02,15.8222
2021-12-03,15.5463
2021-12-04,15.5463
2021-12-05,15.5463
2021-12-06,15.7692
2021-12-07,15.9125
2021-12-08,16.0133
2021-12-09,15.7639
2021-12-10,15.679
2021-12-11,15.679
2021-12-12,15.679
2021-12-13,15.0952
2021-12-14,15.1111
2021-12-15,15.3818
2021-12-16,15.403
2021-12-17,15.3499
2021-12-18,15.3499
2021-12-19,15.3499
2021-12-20,15.0952
2021-12-21,15.1854
2021-12-22,15.1854
2021-12-23,15.3818
2021-12-24,15.3818
2021-12-25,15.3818
2021-12-26,15.3818
2021-12-27,15.6047
2021-12-28,15.5304
2021-12-29,15.6365
2021-12-30,15.7533
2021-12-31,13.3643
2022-01-01,13.3643
2022-01-02,13.3643
2022-01-03,13.4507
2022-01-04,13.686
2022-01-05,13.7052
2022-01-06,13.7436
2022-01-07,13.6956
2022-01-08,13.6956
2022-01-09,13.6956
2022-01-10,13.5131
2022-01-11,13.5083
2022-01-12,13.5707
2022-01-13,13.9693
2022-01-14,13.734
2022-01-15,13.734
2022-01-16,13.734
2022-01-17,13.734
2022-01-18,13.734
2022-01-19,13.638
2022-01-20,13.3979
2022-01-21,12.7784
2022-01-22,12.7784
2022-01-23,12.7784
2022-01-24,12.9273
2022-01-25,12.4279
2022-01-26,12.8361
2022-01-27,12.5479
2022-01-28,13.0473
2022-01-29,13.0473
2022-01-30,13.0473
2022-01-31,13.0569
2022-02-01,13.2682
2022-02-02,13.3403
2022-02-03,13.273
2022-02-04,13.2298
2022-02-05,13.2298
2022-02-06,13.2298
2022-02-07,13.3162
2022-02-08,13.5323
2022-02-09,13.9357
2022-02-10,14.7712
2022-02-11,14.5984
2022-02-12,14.5984
2022-02-13,14.5984
2022-02-14,14.632
2022-02-15,15.1602
2022-02-16,15.2946
2022-02-17,15.0017
2022-02-18,14.9345
2022-02-19,14.9345
2022-02-20,14.9345
2022-02-21,14.9345
2022-02-22,14.608
2022-02-23,14.4975
2022-02-24,14.9153
2022-02-25,15.2226
2022-02-26,15.2226
2022-02-27,15.2226
2022-02-28,15.0716
2022-03-01,14.8253
2022-03-02,15.1923
2022-03-03,15.1005
2022-03-04,14.7288
2022-03-05,14.7288
2022-03-06,14.7288
2022-03-07,14.0529
2022-03-08,13.9466
2022-03-09,14.5163
2022-03-10,14.1591
2022-03-11,13.937
2022-03-12,13.937
2022-03-13,13.937
2022-03-14,13.7873
2022-03-15,13.9466
2022-03-16,14.3281
2022-03-17,14.3522
2022-03-18,14.4584
2022-03-19,14.4584
2022-03-20,14.4584
2022-03-21,14.4439
2022-03-22,14.6515
2022-03-23,14.2508
2022-03-24,14.2267
2022-03-25,14.0722
2022-03-26,14.0722
2022-03-27,14.0722
2022-03-28,14.0287
2022-03-29,14.3377
2022-03-30,14.2508
2022-03-31,13.1859
2022-04-01,13.2813
2022-04-02,13.2813
2022-04-03,13.2813
2022-04-04,13.5582
2022-04-05,13.472
2022-04-06,13.0043
2022-04-07,13.1178
2022-04-08,13.0679
2022-04-09,13.0679
2022-04-10,13.0679
2022-04-11,12.9997
2022-04-12,13.1286
2022-04-13,13.2422
2022-04-14,13.1832
2022-04-15,13.1832
2022-04-16,13.1832
2022-04-17,13.1832
2022-04-18,13.1741
2022-04-19,13.7329
2022-04-20,13.642
2022-04-21,13.5194
2022-04-22,13.4512
2022-04-23,13.4512
2022-04-24,13.4512
2022-04-25,13.642
2022-04-26,13.1468
2022-04-27,14.2281
2022-04-28,14.3099
2022-04-29,14.1463
2022-04-30,14.1463
2022-05-01,14.1463
2022-05-02,14.3281
2022-05-03,14.9107
2022-05-04,15.356
2022-05-05,15.1515
2022-05-06,14.9697
2022-05-07,14.9697
2022-05-08,14.9697
2022-05-09,14.5881
2022-05-10,14.4154
2022-05-11,14.32
2022-05-12,14.5563
2022-05-13,15.0879
2022-05-14,15.0879
2022-05-15,15.0879
2022-05-16,14.7789
2022-05-17,15.0152
2022-05-18,14.3473
2022-05-19,13.6657
2022-05-20,13.6157
2022-05-21,13.6157
2022-05-22,13.6157
2022-05-23,13.5794
2022-05-24,12.9251
2022-05-25,13.3931
2022-05-26,13.9883
2022-05-27,14.3336
2022-05-28,14.3336
2022-05-29,14.3336
2022-05-30,14.3336
2022-05-31,14.5154
2022-06-01,14.22
2022-06-02,14.4018
2022-06-03,14.4381
2022-06-04,14.4381
2022-06-05,14.4381
2022-06-06,14.2518
2022-06-07,14.2473
2022-06-08,14.1519
2022-06-09,13.961
2022-06-10,13.752
2022-06-11,13.752
2022-06-12,13.752
2022-06-13,13.1568
2022-06-14,13.234
2022-06-15,13.1841
2022-06-16,12.8524
2022-06-17,13.0069
2022-06-18,13.0069
2022-06-19,13.0069
2022-06-20,13.0069
2022-06-21,13.4431
2022-06-22,13.1432
2022-06-23,13.3295
2022-06-24,13.7793
2022-06-25,13.7793
2022-06-26,13.7793
2022-06-27,13.8156
2022-06-28,13.6521
2022-06-29,13.5294
2022-06-30,12.3624
2022-07-01,12.2589
2022-07-02,12.2589
2022-07-03,12.2589
2022-07-04,12.2589
2022-07-05,12.4783
2022-07-06,12.3914
2022-07-07,12.6562
2022-07-08,12.5404
2022-07-09,12.5404
2022-07-10,12.5404
2022-07-11,12.4493
2022-07-12,12.3045
2022-07-13,12.2879
2022-07-14,12.1017
2022-07-15,12.0727
2022-07-16,12.0727
2022-07-17,12.0727
2022-07-18,12.052
2022-07-19,12.4659
2022-07-20,12.8507
2022-07-21,13.1239
2022-07-22,12.4121
2022-07-23,12.4121
2022-07-24,12.4121
2022-07-25,12.2879
2022-07-26,12.2175
2022-07-27,12.5735
2022-07-28,12.7597
2022-07-29,12.7225
2022-07-30,12.7225
2022-07-31,12.7225
2022-08-01,12.7059
2022-08-02,12.6935
2022-08-03,12.5445
2022-08-04,12.561
2022-08-05,12.4286
2022-08-06,12.4286
2022-08-07,12.4286
2022-08-08,12.47
2022-08-09,12.4735
2022-08-10,12.6063
2022-08-11,12.7307
2022-08-12,12.8841
2022-08-13,12.8841
2022-08-14,12.8841
2022-08-15,12.7473
2022-08-16,12.992
2022-08-17,12.8551
2022-08-18,13.1164
2022-08-19,13.162
2022-08-20,13.162
2022-08-21,13.162
2022-08-22,12.8924
2022-08-23,12.8759
2022-08-24,12.9007
2022-08-25,12.9629
2022-08-26,12.6063
2022-08-27,12.6063
2022-08-28,12.6063
2022-08-29,12.4901
2022-08-30,12.4321
2022-08-31,12.2952
2022-09-01,12.3159
2022-09-02,12.2786
2022-09-03,12.2786
2022-09-04,12.2786
2022-09-05,12.2786
2022-09-06,12.2993
2022-09-07,12.5026
2022-09-08,12.598
2022-09-09,12.88
2022-09-10,12.88
2022-09-11,12.88
2022-09-12,12.8883
2022-09-13,12.6768
2022-09-14,12.7058
2022-09-15,12.2786
2022-09-16,11.7892
2022-09-17,11.7892
2022-09-18,11.7892
2022-09-19,12.1542
2022-09-20,11.9841
2022-09-21,11.8141
2022-09-22,11.4781
2022-09-23,11.3744
2022-09-24,11.3744
2022-09-25,11.3744
2022-09-26,11.2956
2022-09-27,11.1712
2022-09-28,11.2376
2022-09-29,10.8975
2022-09-30,10.8479
2022-10-01,10.8479
2022-10-02,10.8479
2022-10-03,10.9058
2022-10-04,11.1375
2022-10-05,11.1581
2022-10-06,11.0713
2022-10-07,11.2202
2022-10-08,11.2202
2022-10-09,11.2202
2022-10-10,11.0506
2022-10-11,11.1912
2022-10-12,11.1706
2022-10-13,11.3319
2022-10-14,11.1416
2022-10-15,11.1416
2022-10-16,11.1416
2022-10-17,11.2491
2022-10-18,11.2161
2022-10-19,11.0258
2022-10-20,10.9761
2022-10-21,11.2119
2022-10-22,11.2119
2022-10-23,11.2119
2022-10-24,11.154
2022-10-25,11.1912
2022-10-26,10.9679
2022-10-27,10.7156
2022-10-28,10.7362
2022-10-29,10.7362
2022-10-30,10.7362
2022-10-31,10.8562
2022-11-01,10.8775
2022-11-02,10.5082
2022-11-03,10.3588
2022-11-04,10.2841
2022-11-05,10.2841
2022-11-06,10.2841
2022-11-07,10.3588
2022-11-08,10.2426
2022-11-09,10.0891
2022-11-10,10.2426
2022-11-11,10.1347
2022-11-12,10.1347
2022-11-13,10.1347
2022-11-14,9.9272
2022-11-15,10.2592
2022-11-16,10.1015
2022-11-17,10.1845
2022-11-18,10.0725
2022-11-19,10.0725
2022-11-20,10.0725
2022-11-21,10.0061
2022-11-22,10.3671
2022-11-23,10.529
2022-11-24,10.529
2022-11-25,10.4792
2022-11-26,10.4792
2022-11-27,10.4792
2022-11-28,10.4335
2022-11-29,10.5165
2022-11-30,10.5788
2022-12-01,10.6701
2022-12-02,10.7116
2022-12-03,10.7116
2022-12-04,10.7116
2022-12-05,10.5124
2022-12-06,10.3671
2022-12-07,10.2094
2022-12-08,10.1887
2022-12-09,10.1264
2022-12-10,10.1264
2022-12-11,10.1264
2022-12-12,10.2302
2022-12-13,10.2592
2022-12-14,10.1264
2022-12-15,10.1057
2022-12-16,9.9521
2022-12-17,9.9521
2022-12-18,9.9521
2022-12-19,9.8401
2022-12-20,9.7529
2022-12-21,9.9936
2022-12-22,9.9646
2022-12-23,10.0393
2022-12-24,10.0393
2022-12-25,10.0393
2022-12-26,10.0393
2022-12-27,10.0766
2022-12-28,10.0434
2022-12-29,10.4875
2022-12-30,12.1886
2022-12-31,12.1886
2023-01-01,12.1886
2023-01-02,12.1886
2023-01-03,12.2149
2023-01-04,12.4824
2023-01-05,12.9441
2023-01-06,13.2746
2023-01-07,13.2746
2023-01-08,13.2746
2023-01-09,13.0858
2023-01-10,13.2379
2023-01-11,13.3795
2023-01-12,13.4478
2023-01-13,13.4582
2023-01-14,13.4582
2023-01-15,13.4582
2023-01-16,13.4582
2023-01-17,13.2589
2023-01-18,13.0333
2023-01-19,12.9284
2023-01-20,13.2379
2023-01-21,13.2379
2023-01-22,13.2379
2023-01-23,13.3638
2023-01-24,13.2484
2023-01-25,13.3743
2023-01-26,13.4792
2023-01-27,13.4058
2023-01-28,13.4058
2023-01-29,13.4058
2023-01-30,13.5002
2023-01-31,13.5632
2023-02-01,13.8307
2023-02-02,14.0196
2023-02-03,13.9671
2023-02-04,13.9671
2023-02-05,13.9671
2023-02-06,13.6681
2023-02-07,13.7153
2023-02-08,13.5842
2023-02-09,12.4352
2023-02-10,12.5034
2023-02-11,12.5034
2023-02-12,12.5034
2023-02-13,12.5034
2023-02-14,12.5664
2023-02-15,12.6083
2023-02-16,12.4929
2023-02-17,12.8707
2023-02-18,12.8707
2023-02-19,12.8707
2023-02-20,12.8707
2023-02-21,12.5349
2023-02-22,12.576
2023-02-23,12.5866
2023-02-24,12.4391
2023-02-25,12.4391
2023-02-26,12.4391
2023-02-27,12.4128
2023-02-28,12.3022
2023-03-01,12.2127
2023-03-02,12.2496
2023-03-03,12.3391
2023-03-04,12.3391
2023-03-05,12.3391
2023-03-06,12.1653
2023-03-07,11.9705
2023-03-08,12.0969
2023-03-09,11.8599
2023-03-10,11.6229
2023-03-11,11.6229
2023-03-12,11.6229
2023-03-13,11.4123
2023-03-14,11.4018
2023-03-15,11.2543
2023-03-16,11.5808
2023-03-17,11.386
2023-03-18,11.386
