,NSP US Equity
2020-04-15,8.4325
2020-04-16,8.2479
2020-04-17,8.5575
2020-04-18,8.5575
2020-04-19,8.5575
2020-04-20,8.4495
2020-04-21,8.2874
2020-04-22,8.5035
2020-04-23,8.437
2020-04-24,8.4287
2020-04-25,8.4287
2020-04-26,8.4287
2020-04-27,8.994
2020-04-28,9.3639
2020-04-29,10.5652
2020-04-30,9.9521
2020-05-01,9.8212
2020-05-02,9.8212
2020-05-03,9.8212
2020-05-04,10.2638
2020-05-05,11.0594
2020-05-06,10.5914
2020-05-07,11.0864
2020-05-08,11.3339
2020-05-09,11.3339
2020-05-10,11.3339
2020-05-11,10.841
2020-05-12,9.7574
2020-05-13,9.591
2020-05-14,9.1397
2020-05-15,9.3539
2020-05-16,9.3539
2020-05-17,9.3539
2020-05-18,10.2586
2020-05-19,9.6846
2020-05-20,10.0132
2020-05-21,10.1151
2020-05-22,10.3501
2020-05-23,10.3501
2020-05-24,10.3501
2020-05-25,10.3501
2020-05-26,10.8223
2020-05-27,11.4358
2020-05-28,10.8389
2020-05-29,10.8181
2020-05-30,10.8181
2020-05-31,10.8181
2020-06-01,11.1363
2020-06-02,11.4753
2020-06-03,12.0098
2020-06-04,11.937
2020-06-05,13.0872
2020-06-06,13.0872
2020-06-07,13.0872
2020-06-08,13.0248
2020-06-09,12.64
2020-06-10,12.1242
2020-06-11,10.9429
2020-06-12,11.7332
2020-06-13,11.7332
2020-06-14,11.7332
2020-06-15,12.1284
2020-06-16,12.6774
2020-06-17,12.5152
2020-06-18,12.7294
2020-06-19,13.0872
2020-06-20,13.0872
2020-06-21,13.0872
2020-06-22,13.1371
2020-06-23,13.4844
2020-06-24,12.8272
2020-06-25,13.2203
2020-06-26,12.6358
2020-06-27,12.6358
2020-06-28,12.6358
2020-06-29,13.1475
2020-06-30,11.0949
2020-07-01,10.9719
2020-07-02,11.0193
2020-07-03,11.0193
2020-07-04,11.0193
2020-07-05,11.0193
2020-07-06,11.0053
2020-07-07,10.5555
2020-07-08,10.7101
2020-07-09,10.4343
2020-07-10,10.7575
2020-07-11,10.7575
2020-07-12,10.7575
2020-07-13,10.6539
2020-07-14,10.8032
2020-07-15,11.397
2020-07-16,11.3918
2020-07-17,11.4937
2020-07-18,11.4937
2020-07-19,11.4937
2020-07-20,11.4655
2020-07-21,11.585
2020-07-22,11.5059
2020-07-23,11.5358
2020-07-24,11.1774
2020-07-25,11.1774
2020-07-26,11.1774
2020-07-27,11.3303
2020-07-28,11.578
2020-07-29,11.8468
2020-07-30,11.7185
2020-07-31,11.4691
2020-08-01,11.4691
2020-08-02,11.4691
2020-08-03,11.6728
2020-08-04,11.9333
2020-08-05,11.9526
2020-08-06,11.7451
2020-08-07,11.9984
2020-08-08,11.9984
2020-08-09,11.9984
2020-08-10,11.8401
2020-08-11,11.9386
2020-08-12,12.1654
2020-08-13,12.176
2020-08-14,12.0195
2020-08-15,12.0195
2020-08-16,12.0195
2020-08-17,12.0634
2020-08-18,11.9315
2020-08-19,11.8471
2020-08-20,12.0124
2020-08-21,11.9702
2020-08-22,11.9702
2020-08-23,11.9702
2020-08-24,11.972
2020-08-25,11.7733
2020-08-26,11.6572
2020-08-27,11.7873
2020-08-28,11.9333
2020-08-29,11.9333
2020-08-30,11.9333
2020-08-31,11.5693
2020-09-01,11.7258
2020-09-02,11.9562
2020-09-03,11.2686
2020-09-04,11.0207
2020-09-05,11.0207
2020-09-06,11.0207
2020-09-07,11.0207
2020-09-08,10.7323
2020-09-09,10.72
2020-09-10,10.7798
2020-09-11,10.7851
2020-09-12,10.7851
2020-09-13,10.7851
2020-09-14,11.3864
2020-09-15,11.5992
2020-09-16,11.877
2020-09-17,11.8313
2020-09-18,11.666
2020-09-19,11.666
2020-09-20,11.666
2020-09-21,11.1139
2020-09-22,11.1965
2020-09-23,10.7903
2020-09-24,10.9574
2020-09-25,11.1297
2020-09-26,11.1297
2020-09-27,11.1297
2020-09-28,11.3231
2020-09-29,11.1965
2020-09-30,11.9635
2020-10-01,12.0955
2020-10-02,12.334
2020-10-03,12.334
2020-10-04,12.334
2020-10-05,12.4858
2020-10-06,12.5165
2020-10-07,12.9756
2020-10-08,13.2846
2020-10-09,13.1816
2020-10-10,13.1816
2020-10-11,13.1816
2020-10-12,13.2937
2020-10-13,13.2196
2020-10-14,13.3081
2020-10-15,13.6786
2020-10-16,13.44
2020-10-17,13.44
2020-10-18,13.44
2020-10-19,13.3967
2020-10-20,13.525
2020-10-21,13.6099
2020-10-22,13.9912
2020-10-23,14.0057
2020-10-24,14.0057
2020-10-25,14.0057
2020-10-26,13.7599
2020-10-27,13.937
2020-10-28,13.9262
2020-10-29,14.1937
2020-10-30,13.9677
2020-10-31,13.9677
2020-11-01,13.9677
2020-11-02,14.932
2020-11-03,15.309
2020-11-04,15.6019
2020-11-05,15.8645
2020-11-06,15.6573
2020-11-07,15.6573
2020-11-08,15.6573
2020-11-09,16.5827
2020-11-10,16.6059
2020-11-11,16.3951
2020-11-12,15.9771
2020-11-13,15.9646
2020-11-14,15.9646
2020-11-15,15.9646
2020-11-16,15.7681
2020-11-17,15.6412
2020-11-18,15.4322
2020-11-19,16.0378
2020-11-20,15.7181
2020-11-21,15.7181
2020-11-22,15.7181
2020-11-23,15.7538
2020-11-24,15.9699
2020-11-25,15.961
2020-11-26,15.961
2020-11-27,15.9324
2020-11-28,15.9324
2020-11-29,15.9324
2020-11-30,15.4019
2020-12-01,15.7431
2020-12-02,15.6538
2020-12-03,15.8127
2020-12-04,15.8967
2020-12-05,15.8967
2020-12-06,15.8967
2020-12-07,15.7288
2020-12-08,15.7824
2020-12-09,15.6716
2020-12-10,15.3911
2020-12-11,15.5698
2020-12-12,15.5698
2020-12-13,15.5698
2020-12-14,15.1768
2020-12-15,15.677
2020-12-16,15.6198
2020-12-17,15.643
2020-12-18,15.6966
2020-12-19,15.6966
2020-12-20,15.6966
2020-12-21,15.6127
2020-12-22,15.384
2020-12-23,15.334
2020-12-24,15.3018
2020-12-25,15.3018
2020-12-26,15.3018
2020-12-27,15.3018
2020-12-28,15.1732
2020-12-29,14.489
2020-12-30,14.6623
2020-12-31,15.3251
2021-01-01,15.3251
2021-01-02,15.3251
2021-01-03,15.3251
2021-01-04,14.8523
2021-01-05,15.1163
2021-01-06,15.8314
2021-01-07,16.0225
2021-01-08,16.0028
2021-01-09,16.0028
2021-01-10,16.0028
2021-01-11,15.9161
2021-01-12,16.3633
2021-01-13,15.9634
2021-01-14,15.9811
2021-01-15,16.0107
2021-01-16,16.0107
2021-01-17,16.0107
2021-01-18,16.0107
2021-01-19,16.0304
2021-01-20,16.3712
2021-01-21,15.7033
2021-01-22,15.8925
2021-01-23,15.8925
2021-01-24,15.8925
2021-01-25,15.723
2021-01-26,15.5221
2021-01-27,14.87
2021-01-28,15.2108
2021-01-29,14.7479
2021-01-30,14.7479
2021-01-31,14.7479
2021-02-01,15.0355
2021-02-02,15.1281
2021-02-03,15.1478
2021-02-04,15.7408
2021-02-05,15.6895
2021-02-06,15.6895
2021-02-07,15.6895
2021-02-08,16.4598
2021-02-09,16.5071
2021-02-10,16.8558
2021-02-11,16.8794
2021-02-12,15.1619
2021-02-13,15.1619
2021-02-14,15.1619
2021-02-15,15.1619
2021-02-16,14.5966
2021-02-17,14.4769
2021-02-18,14.5927
2021-02-19,14.8243
2021-02-20,14.8243
2021-02-21,14.8243
2021-02-22,15.2699
2021-02-23,15.8018
2021-02-24,16.3886
2021-02-25,16.3926
2021-02-26,16.6948
2021-02-27,16.6948
2021-02-28,16.6948
2021-03-01,17.0658
2021-03-02,16.8931
2021-03-03,16.7989
2021-03-04,16.5025
2021-03-05,17.1149
2021-03-06,17.1149
2021-03-07,17.1149
2021-03-08,17.4348
2021-03-09,17.4839
2021-03-10,17.5643
2021-03-11,17.8214
2021-03-12,17.9706
2021-03-13,17.9706
2021-03-14,17.9706
2021-03-15,17.0167
2021-03-16,16.6359
2021-03-17,16.8165
2021-03-18,16.5967
2021-03-19,16.3415
2021-03-20,16.3415
2021-03-21,16.3415
2021-03-22,15.7056
2021-03-23,15.423
2021-03-24,15.3955
2021-03-25,15.3778
2021-03-26,15.6526
2021-03-27,15.6526
2021-03-28,15.6526
2021-03-29,15.3719
2021-03-30,15.6271
2021-03-31,16.0999
2021-04-01,16.4775
2021-04-02,16.4775
2021-04-03,16.4775
2021-04-04,16.4775
2021-04-05,16.3767
2021-04-06,16.5309
2021-04-07,16.2521
2021-04-08,16.4972
2021-04-09,16.6376
2021-04-10,16.6376
2021-04-11,16.6376
2021-04-12,16.7048
2021-04-13,16.3549
2021-04-14,16.5803
2021-04-15,16.8096
2021-04-16,16.8215
2021-04-17,16.8215
2021-04-18,16.8215
2021-04-19,16.6949
2021-04-20,16.4953
2021-04-21,16.9444
2021-04-22,16.9144
2021-04-23,17.0945
2021-04-24,17.0945
2021-04-25,17.0945
2021-04-26,17.3486
2021-04-27,17.1765
2021-04-28,17.0945
2021-04-29,17.4527
2021-04-30,17.0605
2021-05-01,17.0605
2021-05-02,17.0605
2021-05-03,17.2846
2021-05-04,17.1265
2021-05-05,16.9364
2021-05-06,16.9765
2021-05-07,17.3206
2021-05-08,17.3206
2021-05-09,17.3206
2021-05-10,17.1525
2021-05-11,16.6203
2021-05-12,16.1401
2021-05-13,16.9604
2021-05-14,17.4226
2021-05-15,17.4226
2021-05-16,17.4226
2021-05-17,17.3286
2021-05-18,17.2246
2021-05-19,17.0525
2021-05-20,17.3586
2021-05-21,17.2886
2021-05-22,17.2886
2021-05-23,17.2886
2021-05-24,17.8588
2021-05-25,17.6948
2021-05-26,18.0709
2021-05-27,18.243
2021-05-28,17.9909
2021-05-29,17.9909
2021-05-30,17.9909
2021-05-31,17.9909
2021-06-01,17.8848
2021-06-02,17.3086
2021-06-03,17.3626
2021-06-04,17.6627
2021-06-05,17.6627
2021-06-06,17.6627
2021-06-07,17.6928
2021-06-08,18.0969
2021-06-09,17.7848
2021-06-10,17.6027
2021-06-11,17.9669
2021-06-12,17.9669
2021-06-13,17.9669
2021-06-14,18.1149
2021-06-15,18.4431
2021-06-16,18.155
2021-06-17,18.4271
2021-06-18,17.9729
2021-06-19,17.9729
2021-06-20,17.9729
2021-06-21,18.325
2021-06-22,18.3971
2021-06-23,18.4131
2021-06-24,18.4551
2021-06-25,18.259
2021-06-26,18.259
2021-06-27,18.259
2021-06-28,17.8148
2021-06-29,17.5527
2021-06-30,22.1453
2021-07-01,22.5556
2021-07-02,22.6153
2021-07-03,22.6153
2021-07-04,22.6153
2021-07-05,22.6153
2021-07-06,22.5506
2021-07-07,22.6053
2021-07-08,22.3144
2021-07-09,22.7993
2021-07-10,22.7993
2021-07-11,22.7993
2021-07-12,22.8987
2021-07-13,23.1027
2021-07-14,23.1424
2021-07-15,22.9982
2021-07-16,22.7495
2021-07-17,22.7495
2021-07-18,22.7495
2021-07-19,22.4337
2021-07-20,23.0579
2021-07-21,23.0281
2021-07-22,22.7023
2021-07-23,23.0181
2021-07-24,23.0181
2021-07-25,23.0181
2021-07-26,23.0256
2021-07-27,23.4035
2021-07-28,23.6149
2021-07-29,24.1222
2021-07-30,24.3037
2021-07-31,24.3037
2021-08-01,24.3037
2021-08-02,24.2664
2021-08-03,24.5977
2021-08-04,24.3271
2021-08-05,24.8434
2021-08-06,24.97
2021-08-07,24.97
2021-08-08,24.97
2021-08-09,24.9228
2021-08-10,25.3051
2021-08-11,25.4738
2021-08-12,25.7295
2021-08-13,25.7593
2021-08-14,25.7593
2021-08-15,25.7593
2021-08-16,25.7245
2021-08-17,25.5061
2021-08-18,25.3497
2021-08-19,25.9752
2021-08-20,26.0174
2021-08-21,26.0174
2021-08-22,26.0174
2021-08-23,26.2309
2021-08-24,26.5337
2021-08-25,26.5262
2021-08-26,26.6255
2021-08-27,27.1691
2021-08-28,27.1691
2021-08-29,27.1691
2021-08-30,27.3428
2021-08-31,27.0599
2021-09-01,27.1194
2021-09-02,27.9832
2021-09-03,28.0179
2021-09-04,28.0179
2021-09-05,28.0179
2021-09-06,28.0179
2021-09-07,27.5314
2021-09-08,27.4322
2021-09-09,26.3798
2021-09-10,25.7692
2021-09-11,25.7692
2021-09-12,25.7692
2021-09-13,26.2309
2021-09-14,25.9181
2021-09-15,26.2482
2021-09-16,26.0621
2021-09-17,25.9752
2021-09-18,25.9752
2021-09-19,25.9752
2021-09-20,26.0
2021-09-21,25.9132
2021-09-22,26.2929
2021-09-23,26.633
2021-09-24,27.2758
2021-09-25,27.2758
2021-09-26,27.2758
2021-09-27,27.869
2021-09-28,26.9134
2021-09-29,27.38
2021-09-30,25.3044
2021-10-01,26.3973
2021-10-02,26.3973
2021-10-03,26.3973
2021-10-04,26.4461
2021-10-05,26.9218
2021-10-06,26.8846
2021-10-07,27.5715
2021-10-08,27.3162
2021-10-09,27.3162
2021-10-10,27.3162
2021-10-11,26.8498
2021-10-12,26.9821
2021-10-13,27.0563
2021-10-14,26.8846
2021-10-15,26.9751
2021-10-16,26.9751
2021-10-17,26.9751
2021-10-18,26.822
2021-10-19,26.8893
2021-10-20,27.2489
2021-10-21,27.6457
2021-10-22,28.1377
2021-10-23,28.1377
2021-10-24,28.1377
2021-10-25,28.6737
2021-10-26,28.3744
2021-10-27,28.1586
2021-10-28,28.7015
2021-10-29,28.6134
2021-10-30,28.6134
2021-10-31,28.6134
2021-11-01,29.5879
2021-11-02,28.1325
2021-11-03,27.7067
2021-11-04,27.7553
2021-11-05,27.797
2021-11-06,27.797
2021-11-07,27.797
2021-11-08,27.8108
2021-11-09,27.6974
2021-11-10,27.4012
2021-11-11,27.3966
2021-11-12,27.3919
2021-11-13,27.3919
2021-11-14,27.3919
2021-11-15,27.2091
2021-11-16,27.2484
2021-11-17,27.1721
2021-11-18,26.892
2021-11-19,26.8018
2021-11-20,26.8018
2021-11-21,26.8018
2021-11-22,27.51
2021-11-23,28.5746
2021-11-24,28.5584
2021-11-25,28.5584
2021-11-26,26.3944
2021-11-27,26.3944
2021-11-28,26.3944
2021-11-29,27.422
2021-11-30,26.3944
2021-12-01,25.6955
2021-12-02,26.6166
2021-12-03,25.9825
2021-12-04,25.9825
2021-12-05,25.9825
2021-12-06,26.6259
2021-12-07,26.325
2021-12-08,26.3482
2021-12-09,25.515
2021-12-10,25.5821
2021-12-11,25.5821
2021-12-12,25.5821
2021-12-13,25.0776
2021-12-14,24.9503
2021-12-15,25.5219
2021-12-16,24.9318
2021-12-17,25.1563
2021-12-18,25.1563
2021-12-19,25.1563
2021-12-20,24.8577
2021-12-21,25.4779
2021-12-22,25.9293
2021-12-23,26.2278
2021-12-24,26.2278
2021-12-25,26.2278
2021-12-26,26.2278
2021-12-27,26.7393
2021-12-28,26.5912
2021-12-29,26.9846
2021-12-30,26.7856
2021-12-31,25.3428
2022-01-01,25.3428
2022-01-02,25.3428
2022-01-03,25.2806
2022-01-04,25.2006
2022-01-05,24.1744
2022-01-06,24.512
2022-01-07,23.6412
2022-01-08,23.6412
2022-01-09,23.6412
2022-01-10,23.8345
2022-01-11,23.7634
2022-01-12,23.3103
2022-01-13,23.177
2022-01-14,22.8327
2022-01-15,22.8327
2022-01-16,22.8327
2022-01-17,22.8327
2022-01-18,22.5506
2022-01-19,22.6505
2022-01-20,22.3973
2022-01-21,22.3729
2022-01-22,22.3729
2022-01-23,22.3729
2022-01-24,22.7349
2022-01-25,21.7465
2022-01-26,21.5599
2022-01-27,21.3955
2022-01-28,22.2485
2022-01-29,22.2485
2022-01-30,22.2485
2022-01-31,22.9926
2022-02-01,22.6194
2022-02-02,22.8349
2022-02-03,22.5683
2022-02-04,22.9438
2022-02-05,22.9438
2022-02-06,22.9438
2022-02-07,22.9482
2022-02-08,23.6701
2022-02-09,23.7123
2022-02-10,23.1859
2022-02-11,19.4443
2022-02-12,19.4443
2022-02-13,19.4443
2022-02-14,19.9685
2022-02-15,20.0238
2022-02-16,19.6412
2022-02-17,19.0639
2022-02-18,19.044
2022-02-19,19.044
2022-02-20,19.044
2022-02-21,19.044
2022-02-22,18.7897
2022-02-23,18.2079
2022-02-24,18.3097
2022-02-25,19.117
2022-02-26,19.117
2022-02-27,19.117
2022-02-28,19.002
2022-03-01,18.4424
2022-03-02,19.2762
2022-03-03,19.2962
2022-03-04,18.9887
2022-03-05,18.9887
2022-03-06,18.9887
2022-03-07,17.9757
2022-03-08,18.0775
2022-03-09,18.4402
2022-03-10,18.4579
2022-03-11,18.3274
2022-03-12,18.3274
2022-03-13,18.3274
2022-03-14,19.5947
2022-03-15,19.9044
2022-03-16,20.6476
2022-03-17,20.7581
2022-03-18,21.0081
2022-03-19,21.0081
2022-03-20,21.0081
2022-03-21,20.7029
2022-03-22,20.4684
2022-03-23,20.3003
2022-03-24,20.7382
2022-03-25,20.5193
2022-03-26,20.5193
2022-03-27,20.5193
2022-03-28,20.61
2022-03-29,21.6694
2022-03-30,21.4681
2022-03-31,19.5425
2022-04-01,19.9281
2022-04-02,19.9281
2022-04-03,19.9281
2022-04-04,19.871
2022-04-05,19.7568
2022-04-06,19.6201
2022-04-07,19.6649
2022-04-08,19.4976
2022-04-09,19.4976
2022-04-10,19.4976
2022-04-11,19.3854
2022-04-12,19.4854
2022-04-13,19.5874
2022-04-14,19.574
2022-04-15,19.574
2022-04-16,19.574
2022-04-17,19.574
2022-04-18,19.4986
2022-04-19,20.0225
2022-04-20,20.2142
2022-04-21,19.945
2022-04-22,19.1377
2022-04-23,19.1377
2022-04-24,19.1377
2022-04-25,19.2213
2022-04-26,21.0113
2022-04-27,21.152
2022-04-28,21.4048
2022-04-29,20.6749
2022-04-30,20.6749
2022-05-01,20.6749
2022-05-02,20.6178
2022-05-03,20.8421
2022-05-04,21.2396
2022-05-05,20.2264
2022-05-06,19.7187
2022-05-07,19.7187
2022-05-08,19.7187
2022-05-09,19.4415
2022-05-10,19.68
2022-05-11,19.2702
2022-05-12,18.573
2022-05-13,19.0256
2022-05-14,19.0256
2022-05-15,19.0256
2022-05-16,18.8176
2022-05-17,19.3558
2022-05-18,18.4343
2022-05-19,18.2488
2022-05-20,18.0694
2022-05-21,18.0694
2022-05-22,18.0694
2022-05-23,17.9797
2022-05-24,18.0592
2022-05-25,18.2141
2022-05-26,19.1112
2022-05-27,19.4394
2022-05-28,19.4394
2022-05-29,19.4394
2022-05-30,19.4394
2022-05-31,19.4557
2022-06-01,19.2498
2022-06-02,19.7921
2022-06-03,19.26
2022-06-04,19.26
2022-06-05,19.26
2022-06-06,19.2172
2022-06-07,19.2865
2022-06-08,18.8033
2022-06-09,18.7728
2022-06-10,18.4282
2022-06-11,18.4282
2022-06-12,18.4282
2022-06-13,17.8227
2022-06-14,18.1183
2022-06-15,18.2794
2022-06-16,17.1805
2022-06-17,17.311
2022-06-18,17.311
2022-06-19,17.311
2022-06-20,17.311
2022-06-21,18.0225
2022-06-22,18.1326
2022-06-23,18.0898
2022-06-24,18.9889
2022-06-25,18.9889
2022-06-26,18.9889
2022-06-27,19.3538
2022-06-28,18.9114
2022-06-29,18.8808
2022-06-30,18.46
2022-07-01,18.5419
2022-07-02,18.5419
2022-07-03,18.5419
2022-07-04,18.5419
2022-07-05,18.5648
2022-07-06,18.7706
2022-07-07,19.0964
2022-07-08,19.0602
2022-07-09,19.0602
2022-07-10,19.0602
2022-07-11,18.8125
2022-07-12,18.5724
2022-07-13,18.4771
2022-07-14,18.4885
2022-07-15,18.5648
2022-07-16,18.5648
2022-07-17,18.5648
2022-07-18,18.1589
2022-07-19,18.8373
2022-07-20,19.165
2022-07-21,19.5576
2022-07-22,19.2336
2022-07-23,19.2336
2022-07-24,19.2336
2022-07-25,19.2222
2022-07-26,19.0831
2022-07-27,19.7139
2022-07-28,20.1655
2022-07-29,20.3484
2022-07-30,20.3484
2022-07-31,20.3484
2022-08-01,20.5904
2022-08-02,20.0185
2022-08-03,20.2341
2022-08-04,20.1301
2022-08-05,20.1187
2022-08-06,20.1187
2022-08-07,20.1187
2022-08-08,20.1055
2022-08-09,20.0866
2022-08-10,20.4403
2022-08-11,20.5122
2022-08-12,21.3596
2022-08-13,21.3596
2022-08-14,21.3596
2022-08-15,21.1988
2022-08-16,21.3369
2022-08-17,21.1024
2022-08-18,21.0437
2022-08-19,20.9359
2022-08-20,20.9359
2022-08-21,20.9359
2022-08-22,20.7392
2022-08-23,20.5576
2022-08-24,20.7884
2022-08-25,20.9983
2022-08-26,20.6219
2022-08-27,20.6219
2022-08-28,20.6219
2022-08-29,20.3911
2022-08-30,19.9353
2022-08-31,20.0582
2022-09-01,20.1263
2022-09-02,19.8653
2022-09-03,19.8653
2022-09-04,19.8653
2022-09-05,19.8653
2022-09-06,19.8974
2022-09-07,20.3457
2022-09-08,20.2436
2022-09-09,20.7486
2022-09-10,20.7486
2022-09-11,20.7486
2022-09-12,20.6711
2022-09-13,19.8728
2022-09-14,19.6061
2022-09-15,19.2354
2022-09-16,19.5286
2022-09-17,19.5286
2022-09-18,19.5286
2022-09-19,19.9996
2022-09-20,19.7007
2022-09-21,19.7045
2022-09-22,19.4851
2022-09-23,18.9289
2022-09-24,18.9289
2022-09-25,18.9289
2022-09-26,18.9989
2022-09-27,19.0235
2022-09-28,19.521
2022-09-29,19.0651
2022-09-30,17.3344
2022-10-01,17.3344
2022-10-02,17.3344
2022-10-03,17.9508
2022-10-04,18.5068
2022-10-05,18.2457
2022-10-06,17.9206
2022-10-07,17.4818
2022-10-08,17.4818
2022-10-09,17.4818
2022-10-10,17.7998
2022-10-11,18.2777
2022-10-12,18.2279
2022-10-13,18.7378
2022-10-14,18.029
2022-10-15,18.029
2022-10-16,18.029
2022-10-17,18.7147
2022-10-18,19.0593
2022-10-19,18.8728
2022-10-20,18.3523
2022-10-21,18.4305
2022-10-22,18.4305
2022-10-23,18.4305
2022-10-24,18.6045
2022-10-25,18.5815
2022-10-26,17.965
2022-10-27,18.2048
2022-10-28,18.2315
2022-10-29,18.2315
2022-10-30,18.2315
2022-10-31,20.1138
2022-11-01,20.5711
2022-11-02,19.4634
2022-11-03,19.4705
2022-11-04,19.2703
2022-11-05,19.2703
2022-11-06,19.2703
2022-11-07,19.4439
2022-11-08,19.5981
2022-11-09,19.1126
2022-11-10,20.0961
2022-11-11,19.5255
2022-11-12,19.5255
2022-11-13,19.5255
2022-11-14,19.4493
2022-11-15,19.6105
2022-11-16,19.7753
2022-11-17,19.6584
2022-11-18,20.0146
2022-11-19,20.0146
2022-11-20,20.0146
2022-11-21,20.2343
2022-11-22,20.3442
2022-11-23,20.1475
2022-11-24,20.1475
2022-11-25,20.1599
2022-11-26,20.1599
2022-11-27,20.1599
2022-11-28,19.9703
2022-11-29,19.6176
2022-11-30,20.2078
2022-12-01,20.1794
2022-12-02,20.2485
2022-12-03,20.2485
2022-12-04,20.2485
2022-12-05,20.1209
2022-12-06,19.9437
2022-12-07,19.7417
2022-12-08,19.7062
2022-12-09,19.7505
2022-12-10,19.7505
2022-12-11,19.7505
2022-12-12,20.0926
2022-12-13,20.408
2022-12-14,20.1067
2022-12-15,19.366
2022-12-16,19.1799
2022-12-17,19.1799
2022-12-18,19.1799
2022-12-19,18.8875
2022-12-20,19.1675
2022-12-21,19.6832
2022-12-22,19.1356
2022-12-23,19.568
2022-12-24,19.568
2022-12-25,19.568
2022-12-26,19.568
2022-12-27,19.4351
2022-12-28,19.1055
2022-12-29,19.5042
2022-12-30,15.9383
2022-12-31,15.9383
2023-01-01,15.9383
2023-01-02,15.9383
2023-01-03,15.8504
2023-01-04,15.9155
2023-01-05,15.4213
2023-01-06,15.8776
2023-01-07,15.8776
2023-01-08,15.8776
2023-01-09,15.3986
2023-01-10,15.6017
2023-01-11,16.0414
2023-01-12,16.0535
2023-01-13,16.1217
2023-01-14,16.1217
2023-01-15,16.1217
2023-01-16,16.1217
2023-01-17,15.7503
2023-01-18,15.5396
2023-01-19,15.6457
2023-01-20,16.0232
2023-01-21,16.0232
2023-01-22,16.0232
2023-01-23,16.1687
2023-01-24,16.1429
2023-01-25,15.5184
2023-01-26,15.626
2023-01-27,15.1803
2023-01-28,15.1803
2023-01-29,15.1803
2023-01-30,15.2061
2023-01-31,15.4759
2023-02-01,15.4547
2023-02-02,15.9807
2023-02-03,15.8867
2023-02-04,15.8867
2023-02-05,15.8867
2023-02-06,15.6957
2023-02-07,15.9049
2023-02-08,15.6639
2023-02-09,16.3976
2023-02-10,16.5663
2023-02-11,16.5663
2023-02-12,16.5663
2023-02-13,16.6828
2023-02-14,16.7509
2023-02-15,16.8976
2023-02-16,17.3498
2023-02-17,17.7144
2023-02-18,17.7144
2023-02-19,17.7144
2023-02-20,17.7144
2023-02-21,17.5178
2023-02-22,17.548
2023-02-23,17.4527
2023-02-24,17.185
2023-02-25,17.185
2023-02-26,17.185
2023-02-27,17.2697
2023-02-28,17.4875
2023-03-01,17.4618
2023-03-02,17.4784
2023-03-03,17.3816
2023-03-04,17.3816
2023-03-05,17.3816
2023-03-06,17.4951
2023-03-07,17.3756
2023-03-08,17.2909
2023-03-09,17.0443
2023-03-10,16.651
2023-03-11,16.651
2023-03-12,16.651
2023-03-13,16.4332
2023-03-14,16.6994
2023-03-15,16.409
2023-03-16,16.7191
2023-03-17,16.3152
2023-03-18,16.3152
