,NSP US Equity
2023-03-19,16.3152
2023-03-20,16.6525
2023-03-21,16.8416
2023-03-22,16.3303
2023-03-23,16.046
2023-03-24,16.2245
2023-03-25,16.2245
2023-03-26,16.2245
2023-03-27,16.4483
2023-03-28,16.468
2023-03-29,16.5663
2023-03-30,16.6692
2023-03-31,15.722
2023-04-01,15.722
2023-04-02,15.722
2023-04-03,15.661
2023-04-04,15.3822
2023-04-05,15.4224
2023-04-06,15.5958
2023-04-07,15.5958
2023-04-08,15.5958
2023-04-09,15.5958
2023-04-10,15.7428
2023-04-11,15.7456
2023-04-12,15.8483
2023-04-13,16.1354
2023-04-14,15.9967
2023-04-15,15.9967
2023-04-16,15.9967
2023-04-17,16.6418
2023-04-18,16.7791
2023-04-19,16.7482
2023-04-20,16.8491
2023-04-21,17.0255
2023-04-22,17.0255
2023-04-23,17.0255
2023-04-24,16.0482
2023-04-25,15.6757
2023-04-26,15.6346
2023-04-27,15.9469
2023-04-28,16.0114
2023-04-29,16.0114
2023-04-30,16.0114
2023-05-01,16.073
2023-05-02,15.7354
2023-05-03,15.8783
2023-05-04,15.3069
2023-05-05,15.3573
2023-05-06,15.3573
2023-05-07,15.3573
2023-05-08,15.0366
2023-05-09,14.9315
2023-05-10,14.8041
2023-05-11,14.4651
2023-05-12,14.4763
2023-05-13,14.4763
2023-05-14,14.4763
2023-05-15,14.4161
2023-05-16,14.073
2023-05-17,14.2634
2023-05-18,14.3853
2023-05-19,14.4343
2023-05-20,14.4343
2023-05-21,14.4343
2023-05-22,14.7438
2023-05-23,14.6696
2023-05-24,14.4987
2023-05-25,14.3321
2023-05-26,14.3293
2023-05-27,14.3293
2023-05-28,14.3293
2023-05-29,14.3293
2023-05-30,14.3209
2023-05-31,14.3671
2023-06-01,14.6836
2023-06-02,15.4287
2023-06-03,15.4287
2023-06-04,15.4287
2023-06-05,15.4091
2023-06-06,15.7466
2023-06-07,16.2172
2023-06-08,16.4581
2023-06-09,16.6514
2023-06-10,16.6514
2023-06-11,16.6514
2023-06-12,16.622
2023-06-13,16.6066
2023-06-14,15.2382
2023-06-15,15.5436
2023-06-16,15.6346
2023-06-17,15.6346
2023-06-18,15.6346
2023-06-19,15.6346
2023-06-20,15.5604
2023-06-21,15.713
2023-06-22,15.9343
2023-06-23,15.1598
2023-06-24,15.1598
2023-06-25,15.1598
2023-06-26,15.2831
2023-06-27,15.2705
2023-06-28,14.9847
2023-06-29,15.2957
2023-06-30,18.0995
2023-07-01,18.0995
2023-07-02,18.0995
2023-07-03,18.2013
2023-07-04,18.2013
2023-07-05,17.7401
2023-07-06,17.6383
2023-07-07,17.3537
2023-07-08,17.3537
2023-07-09,17.3537
2023-07-10,17.4539
2023-07-11,17.4968
2023-07-12,17.1883
2023-07-13,17.3155
2023-07-14,17.5557
2023-07-15,17.5557
2023-07-16,17.5557
2023-07-17,17.8801
2023-07-18,18.2108
2023-07-19,18.3158
2023-07-20,18.2744
2023-07-21,18.1107
2023-07-22,18.1107
2023-07-23,18.1107
2023-07-24,18.4239
2023-07-25,18.5623
2023-07-26,18.5925
2023-07-27,18.319
2023-07-28,18.1043
2023-07-29,18.1043
2023-07-30,18.1043
2023-07-31,17.8912
2023-08-01,14.7017
2023-08-02,14.4763
2023-08-03,14.3207
2023-08-04,14.1255
2023-08-05,14.1255
2023-08-06,14.1255
2023-08-07,14.6413
2023-08-08,14.4096
2023-08-09,14.7604
2023-08-10,14.8874
2023-08-11,15.0429
2023-08-12,15.0429
2023-08-13,15.0429
2023-08-14,15.3715
2023-08-15,15.2905
2023-08-16,15.4937
2023-08-17,15.2524
2023-08-18,15.0588
2023-08-19,15.0588
2023-08-20,15.0588
2023-08-21,15.0572
2023-08-22,15.0381
2023-08-23,14.8477
2023-08-24,15.0524
2023-08-25,15.2
2023-08-26,15.2
2023-08-27,15.2
2023-08-28,15.2762
2023-08-29,15.0048
2023-08-30,15.2715
2023-08-31,15.2651
2023-09-01,15.3667
2023-09-02,15.3667
2023-09-03,15.3667
2023-09-04,15.3667
2023-09-05,15.1715
2023-09-06,15.0001
2023-09-07,14.7397
2023-09-08,14.5842
2023-09-09,14.5842
2023-09-10,14.5842
2023-09-11,14.6525
2023-09-12,14.5302
2023-09-13,14.4667
2023-09-14,14.7429
2023-09-15,14.762
2023-09-16,14.762
2023-09-17,14.762
2023-09-18,14.5286
2023-09-19,14.3906
2023-09-20,14.3636
2023-09-21,14.3715
2023-09-22,14.2937
2023-09-23,14.2937
2023-09-24,14.2937
2023-09-25,14.2223
2023-09-26,14.043
2023-09-27,14.5334
2023-09-28,14.6953
2023-09-29,13.9662
2023-09-30,13.9662
2023-10-01,13.9662
2023-10-02,13.8582
2023-10-03,13.7038
2023-10-04,13.9847
2023-10-05,13.7316
2023-10-06,13.957
2023-10-07,13.957
2023-10-08,13.957
2023-10-09,14.1113
2023-10-10,14.0959
2023-10-11,14.0588
2023-10-12,14.0017
2023-10-13,14.1607
2023-10-14,14.1607
2023-10-15,14.1607
2023-10-16,14.5805
2023-10-17,14.5928
2023-10-18,14.3474
2023-10-19,14.352
2023-10-20,14.0727
2023-10-21,14.0727
2023-10-22,14.0727
2023-10-23,13.9971
2023-10-24,13.9184
2023-10-25,13.6097
2023-10-26,14.0542
2023-10-27,13.6545
2023-10-28,13.6545
2023-10-29,13.6545
2023-10-30,13.7949
2023-10-31,14.869
2023-11-01,14.5884
2023-11-02,15.127
2023-11-03,15.2778
2023-11-04,15.2778
2023-11-05,15.2778
2023-11-06,15.0349
2023-11-07,15.0727
2023-11-08,15.0304
2023-11-09,15.0817
2023-11-10,15.2854
2023-11-11,15.2854
2023-11-12,15.2854
2023-11-13,15.1677
2023-11-14,15.7243
2023-11-15,15.7847
2023-11-16,15.575
2023-11-17,15.8284
2023-11-18,15.8284
2023-11-19,15.8284
2023-11-20,15.9536
2023-11-21,15.9808
2023-11-22,16.023
2023-11-23,16.023
2023-11-24,16.0667
2023-11-25,16.0667
2023-11-26,16.0667
2023-11-27,16.0411
2023-11-28,15.9144
2023-11-29,15.8299
2023-11-30,16.0622
2023-12-01,16.3262
2023-12-02,16.3262
2023-12-03,16.3262
2023-12-04,16.6158
2023-12-05,16.3684
2023-12-06,16.5253
2023-12-07,16.5525
2023-12-08,16.5902
2023-12-09,16.5902
2023-12-10,16.5902
2023-12-11,16.5102
2023-12-12,16.3956
2023-12-13,16.6943
2023-12-14,16.6219
2023-12-15,16.21
2023-12-16,16.21
2023-12-17,16.21
2023-12-18,16.4408
2023-12-19,16.7033
2023-12-20,16.3398
2023-12-21,16.4408
2023-12-22,16.5721
2023-12-23,16.5721
2023-12-24,16.5721
2023-12-25,16.5721
2023-12-26,16.6339
2023-12-27,16.379
2023-12-28,16.4122
2023-12-29,18.7966
2023-12-30,18.7966
2023-12-31,18.7966
2024-01-01,18.7966
2024-01-02,19.0593
2024-01-03,18.423
2024-01-04,18.672
2024-01-05,18.4452
2024-01-06,18.4452
2024-01-07,18.4452
2024-01-08,18.8631
2024-01-09,18.817
2024-01-10,18.6823
2024-01-11,18.7198
2024-01-12,18.7232
2024-01-13,18.7232
2024-01-14,18.7232
2024-01-15,18.7232
2024-01-16,18.6686
2024-01-17,18.7983
2024-01-18,18.6055
2024-01-19,18.3803
2024-01-20,18.3803
2024-01-21,18.3803
2024-01-22,18.3906
2024-01-23,18.3889
2024-01-24,18.8324
2024-01-25,18.0221
2024-01-26,18.353
2024-01-27,18.353
2024-01-28,18.353
2024-01-29,18.3957
2024-01-30,18.4179
2024-01-31,18.365
2024-02-01,18.2575
2024-02-02,18.2115
2024-02-03,18.2115
2024-02-04,18.2115
2024-02-05,17.9658
2024-02-06,18.1432
2024-02-07,18.0869
2024-02-08,15.2365
2024-02-09,15.2438
2024-02-10,15.2438
2024-02-11,15.2438
2024-02-12,15.0629
2024-02-13,14.5476
2024-02-14,14.5767
2024-02-15,14.9623
2024-02-16,15.2506
2024-02-17,15.2506
2024-02-18,15.2506
2024-02-19,15.2506
2024-02-20,15.4161
2024-02-21,15.2199
2024-02-22,15.4468
2024-02-23,15.6038
2024-02-24,15.6038
2024-02-25,15.6038
2024-02-26,15.5594
2024-02-27,15.4093
2024-02-28,15.9126
2024-02-29,16.1686
2024-03-01,16.3051
2024-03-02,16.3051
2024-03-03,16.3051
2024-03-04,15.6584
2024-03-05,15.1107
2024-03-06,16.0969
2024-03-07,15.9297
2024-03-08,16.0338
2024-03-09,16.0338
2024-03-10,16.0338
2024-03-11,16.0065
2024-03-12,15.9024
2024-03-13,15.5338
2024-03-14,15.5697
2024-03-15,15.5919
2024-03-16,15.5919
2024-03-17,15.5919
2024-03-18,15.6789
2024-03-19,15.7898
2024-03-20,16.0781
2024-03-21,16.3631
2024-03-22,16.7282
2024-03-23,16.7282
2024-03-24,16.7282
2024-03-25,16.834
2024-03-26,16.8238
2024-03-27,17.3254
2024-03-28,17.5028
2024-03-29,17.5028
2024-03-30,17.5028
2024-03-31,17.5028
2024-04-01,17.1445
2024-04-02,17.066
2024-04-03,17.1309
2024-04-04,16.8203
2024-04-05,16.8528
2024-04-06,16.8528
2024-04-07,16.8528
2024-04-08,17.1974
