,COP US Equity
2023-03-16,4.7243
2023-03-17,4.632
2023-03-18,4.632
2023-03-19,4.632
2023-03-20,4.7082
2023-03-21,4.871
2023-03-22,4.8096
2023-03-23,4.7202
2023-03-24,4.6748
2023-03-25,4.6748
2023-03-26,4.6748
2023-03-27,4.7688
2023-03-28,4.7894
2023-03-29,4.8728
2023-03-30,4.8499
2023-03-31,5.5092
2023-04-01,5.5092
2023-04-02,5.5092
2023-04-03,5.989
2023-04-04,5.8786
2023-04-05,5.9541
2023-04-06,5.8765
2023-04-07,5.8765
2023-04-08,5.8765
2023-04-09,5.8765
2023-04-10,5.8603
2023-04-11,5.902
2023-04-12,5.9426
2023-04-13,6.0213
2023-04-14,5.9932
2023-04-15,5.9932
2023-04-16,5.9932
2023-04-17,5.8426
2023-04-18,5.8082
2023-04-19,5.8244
2023-04-20,5.7473
2023-04-21,5.6681
2023-04-22,5.6681
2023-04-23,5.6681
2023-04-24,5.7405
2023-04-25,5.6592
2023-04-26,5.5749
2023-04-27,5.6144
2023-04-28,5.7009
2023-04-29,5.7009
2023-04-30,5.7009
2023-05-01,5.6822
2023-05-02,5.4795
2023-05-03,5.3467
2023-05-04,5.3823
2023-05-05,5.5382
2023-05-06,5.5382
2023-05-07,5.5382
2023-05-08,5.5656
2023-05-09,5.5983
2023-05-10,5.5434
2023-05-11,5.5133
2023-05-12,5.4895
2023-05-13,5.4895
2023-05-14,5.4895
2023-05-15,5.5341
2023-05-16,5.4191
2023-05-17,5.5558
2023-05-18,5.5652
2023-05-19,5.6616
2023-05-20,5.6616
2023-05-21,5.6616
2023-05-22,5.7202
2023-05-23,5.7545
2023-05-24,5.7332
2023-05-25,5.6145
2023-05-26,5.6228
2023-05-27,5.6228
2023-05-28,5.6228
2023-05-29,5.6228
2023-05-30,5.5891
2023-05-31,5.4905
2023-06-01,5.5025
2023-06-02,5.6487
2023-06-03,5.6487
2023-06-04,5.6487
2023-06-05,5.6342
2023-06-06,5.6274
2023-06-07,5.7763
2023-06-08,5.7622
2023-06-09,5.7285
2023-06-10,5.7285
2023-06-11,5.7285
2023-06-12,5.6731
2023-06-13,5.7037
2023-06-14,5.6653
2023-06-15,5.742
2023-06-16,5.782
2023-06-17,5.782
2023-06-18,5.782
2023-06-19,5.782
2023-06-20,5.6321
2023-06-21,5.7187
2023-06-22,5.601
2023-06-23,5.5507
2023-06-24,5.5507
2023-06-25,5.5507
2023-06-26,5.5948
2023-06-27,5.5678
2023-06-28,5.657
2023-06-29,5.6855
2023-06-30,7.1038
2023-07-01,7.1038
2023-07-02,7.1038
2023-07-03,7.1432
2023-07-04,7.1432
2023-07-05,7.1299
2023-07-06,6.8955
2023-07-07,7.0796
2023-07-08,7.0796
2023-07-09,7.0796
2023-07-10,7.1509
2023-07-11,7.3477
2023-07-12,7.4667
2023-07-13,7.5457
2023-07-14,7.3254
2023-07-15,7.3254
2023-07-16,7.3254
2023-07-17,7.284
2023-07-18,7.4311
2023-07-19,7.4776
2023-07-20,7.6183
2023-07-21,7.6947
2023-07-22,7.6947
2023-07-23,7.6947
2023-07-24,7.8112
2023-07-25,7.9042
2023-07-26,7.9456
2023-07-27,7.8787
2023-07-28,7.8883
2023-07-29,7.8883
2023-07-30,7.8883
2023-07-31,8.0023
2023-08-01,7.9806
2023-08-02,7.8666
2023-08-03,7.7415
2023-08-04,7.661
2023-08-05,7.661
2023-08-06,7.661
2023-08-07,7.7094
2023-08-08,7.7793
2023-08-09,7.8327
2023-08-10,7.7944
2023-08-11,7.9189
2023-08-12,7.9189
2023-08-13,7.9189
2023-08-14,7.9114
2023-08-15,7.7742
2023-08-16,7.7195
2023-08-17,7.851
2023-08-18,7.8862
2023-08-19,7.8862
2023-08-20,7.8862
2023-08-21,7.8812
2023-08-22,7.8145
2023-08-23,7.7931
2023-08-24,7.7295
2023-08-25,7.8378
2023-08-26,7.8378
2023-08-27,7.8378
2023-08-28,7.9007
2023-08-29,7.9095
2023-08-30,7.9749
2023-08-31,7.9957
2023-09-01,8.1914
2023-09-02,8.1914
2023-09-03,8.1914
2023-09-04,8.1914
2023-09-05,8.2348
2023-09-06,8.2499
2023-09-07,8.1643
2023-09-08,8.2279
2023-09-09,8.2279
2023-09-10,8.2279
2023-09-11,8.0844
2023-09-12,8.2505
2023-09-13,8.2021
2023-09-14,8.3399
2023-09-15,8.2814
2023-09-16,8.2814
2023-09-17,8.2814
2023-09-18,8.3386
2023-09-19,8.2556
2023-09-20,8.1304
2023-09-21,7.9982
2023-09-22,8.0039
2023-09-23,8.0039
2023-09-24,8.0039
2023-09-25,8.1241
2023-09-26,8.0656
2023-09-27,8.2512
2023-09-28,8.2279
2023-09-29,9.5798
2023-09-30,9.5798
2023-10-01,9.5798
2023-10-02,9.3775
2023-10-03,9.415
2023-10-04,9.095
2023-10-05,9.1017
2023-10-06,9.2449
2023-10-07,9.2449
2023-10-08,9.2449
2023-10-09,9.7312
2023-10-10,9.6241
2023-10-11,9.5978
2023-10-12,9.678
2023-10-13,9.9591
2023-10-14,9.9591
2023-10-15,9.9591
2023-10-16,9.9928
2023-10-17,10.004
2023-10-18,10.0887
2023-10-19,10.073
2023-10-20,9.8991
2023-10-21,9.8991
2023-10-22,9.8991
2023-10-23,9.6953
2023-10-24,9.5911
2023-10-25,9.6256
2023-10-26,9.4682
2023-10-27,9.43
2023-10-28,9.43
2023-10-29,9.43
2023-10-30,9.4554
2023-10-31,9.5049
2023-11-01,9.3453
2023-11-02,9.6692
2023-11-03,9.5005
2023-11-04,9.5005
2023-11-05,9.5005
2023-11-06,9.4054
2023-11-07,9.1661
2023-11-08,9.1067
2023-11-09,9.0844
2023-11-10,9.1929
2023-11-11,9.1929
2023-11-12,9.1929
2023-11-13,9.1743
2023-11-14,9.1877
2023-11-15,9.1498
2023-11-16,8.9239
2023-11-17,9.1171
2023-11-18,9.1171
2023-11-19,9.1171
2023-11-20,9.1765
2023-11-21,9.1602
2023-11-22,9.1364
2023-11-23,9.1364
2023-11-24,9.184
2023-11-25,9.184
2023-11-26,9.184
2023-11-27,9.1327
2023-11-28,9.1461
2023-11-29,9.071
2023-11-30,9.1899
2023-12-01,9.1647
2023-12-02,9.1647
2023-12-03,9.1647
2023-12-04,9.1126
2023-12-05,9.0093
2023-12-06,8.8147
2023-12-07,8.8392
2023-12-08,8.9298
2023-12-09,8.9298
2023-12-10,8.9298
2023-12-11,8.9365
2023-12-12,8.8548
2023-12-13,8.9135
2023-12-14,9.1438
2023-12-15,9.1134
2023-12-16,9.1134
2023-12-17,9.1134
2023-12-18,9.1401
2023-12-19,9.2583
2023-12-20,9.2731
2023-12-21,9.2836
2023-12-22,9.3452
2023-12-23,9.3452
2023-12-24,9.3452
2023-12-25,9.3452
2023-12-26,9.4463
2023-12-27,9.4069
2023-12-28,9.259
2023-12-29,9.8983
2023-12-30,9.8983
2023-12-31,9.8983
2024-01-01,9.8983
2024-01-02,10.0168
2024-01-03,10.1991
2024-01-04,9.9303
2024-01-05,9.9342
2024-01-06,9.9342
2024-01-07,9.9342
2024-01-08,9.776
2024-01-09,9.6404
2024-01-10,9.5173
2024-01-11,9.5033
2024-01-12,9.5578
2024-01-13,9.5578
2024-01-14,9.5578
2024-01-15,9.5578
2024-01-16,9.3194
2024-01-17,9.2361
2024-01-18,9.1862
2024-01-19,9.2594
2024-01-20,9.2594
2024-01-21,9.2594
2024-01-22,9.2742
2024-01-23,9.2688
2024-01-24,9.3997
2024-01-25,9.5851
2024-01-26,9.5991
2024-01-27,9.5991
2024-01-28,9.5991
2024-01-29,9.55
2024-01-30,9.7409
2024-01-31,9.5711
2024-02-01,9.5329
2024-02-02,9.4745
2024-02-03,9.4745
2024-02-04,9.4745
2024-02-05,9.423
2024-02-06,9.5438
2024-02-07,9.6061
2024-02-08,9.7292
2024-02-09,9.5158
2024-02-10,9.5158
2024-02-11,9.5158
2024-02-12,9.5111
2024-02-13,9.4075
2024-02-14,9.4347
2024-02-15,9.4232
2024-02-16,9.39
2024-02-17,9.39
2024-02-18,9.39
2024-02-19,9.39
2024-02-20,9.3105
2024-02-21,9.5675
2024-02-22,9.5174
2024-02-23,9.4626
2024-02-24,9.4626
2024-02-25,9.4626
2024-02-26,9.5328
2024-02-27,9.4703
2024-02-28,9.5035
2024-02-29,9.5421
2024-03-01,9.6733
2024-03-02,9.6733
2024-03-03,9.6733
2024-03-04,9.4726
2024-03-05,9.4402
2024-03-06,9.4996
2024-03-07,9.5575
2024-03-08,9.5776
2024-03-09,9.5776
2024-03-10,9.5776
2024-03-11,9.7513
2024-03-12,9.7335
2024-03-13,9.9288
2024-03-14,10.1009
2024-03-15,10.121
2024-03-16,10.121
2024-03-17,10.121
2024-03-18,10.138
2024-03-19,10.2738
2024-03-20,10.2654
2024-03-21,10.3889
2024-03-22,10.3518
2024-03-23,10.3518
2024-03-24,10.3518
2024-03-25,10.5988
2024-03-26,10.5803
2024-03-27,10.6459
2024-03-28,10.6799
2024-03-29,10.6799
2024-03-30,10.6799
2024-03-31,10.6799
2024-04-01,10.7431
2024-04-02,10.8961
2024-04-03,10.9698
2024-04-04,10.979
2024-04-05,11.1151
2024-04-06,11.1151
2024-04-07,11.1151
2024-04-08,11.0305
