,MPC US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,15.696
2020-01-02,15.9138
2020-01-03,15.431
2020-01-04,15.431
2020-01-05,15.431
2020-01-06,15.4297
2020-01-07,15.5504
2020-01-08,15.469
2020-01-09,15.5832
2020-01-10,15.6921
2020-01-11,15.6921
2020-01-12,15.6921
2020-01-13,15.6134
2020-01-14,15.6422
2020-01-15,15.4179
2020-01-16,15.3392
2020-01-17,15.2552
2020-01-18,15.2552
2020-01-19,15.2552
2020-01-20,15.2552
2020-01-21,15.162
2020-01-22,15.1345
2020-01-23,15.0505
2020-01-24,14.9403
2020-01-25,14.9403
2020-01-26,14.9403
2020-01-27,14.7054
2020-01-28,14.7356
2020-01-29,14.8222
2020-01-30,14.9219
2020-01-31,14.9416
2020-02-01,14.9416
2020-02-02,14.9416
2020-02-03,14.6215
2020-02-04,14.796
2020-02-05,15.0781
2020-02-06,15.0676
2020-02-07,14.9665
2020-02-08,14.9665
2020-02-09,14.9665
2020-02-10,15.0164
2020-02-11,15.2381
2020-02-12,15.5228
2020-02-13,15.5976
2020-02-14,15.4441
2020-02-15,15.4441
2020-02-16,15.4441
2020-02-17,15.4441
2020-02-18,15.2001
2020-02-19,15.3601
2020-02-20,15.6973
2020-02-21,15.5491
2020-02-22,15.5491
2020-02-23,15.5491
2020-02-24,15.1214
2020-02-25,14.7606
2020-02-26,14.649
2020-02-27,14.0796
2020-02-28,14.0144
2020-02-29,14.0144
2020-03-01,14.0144
2020-03-02,14.0551
2020-03-03,13.7192
2020-03-04,13.8123
2020-03-05,13.2036
2020-03-06,12.933
2020-03-07,12.933
2020-03-08,12.933
2020-03-09,12.233
2020-03-10,12.3249
2020-03-11,11.9099
2020-03-12,10.7974
2020-03-13,11.0641
2020-03-14,11.0641
2020-03-15,11.0641
2020-03-16,10.456
2020-03-17,10.4573
2020-03-18,9.991
2020-03-19,9.9871
2020-03-20,10.28
2020-03-21,10.28
2020-03-22,10.28
2020-03-23,9.9739
2020-03-24,10.0895
2020-03-25,10.5637
2020-03-26,10.8303
2020-03-27,10.8316
2020-03-28,10.8316
2020-03-29,10.8316
2020-03-30,10.9866
2020-03-31,10.9866
2020-04-01,10.9866
