,HBI US Equity
2020-05-14,8.7146
2020-05-15,8.7102
2020-05-16,8.7102
2020-05-17,8.7102
2020-05-18,9.0635
2020-05-19,9.037
2020-05-20,9.1739
2020-05-21,9.2799
2020-05-22,9.1827
2020-05-23,9.1827
2020-05-24,9.1827
2020-05-25,9.1827
2020-05-26,9.6685
2020-05-27,9.9379
2020-05-28,9.4565
2020-05-29,9.302
2020-05-30,9.302
2020-05-31,9.302
2020-06-01,9.4919
2020-06-02,9.6818
2020-06-03,10.2648
2020-06-04,10.2206
2020-06-05,10.6534
2020-06-06,10.6534
2020-06-07,10.6534
2020-06-08,10.7815
2020-06-09,10.7329
2020-06-10,10.5032
2020-06-11,9.8938
2020-06-12,10.1234
2020-06-13,10.1234
2020-06-14,10.1234
2020-06-15,10.0969
2020-06-16,10.2913
2020-06-17,10.1808
2020-06-18,10.1632
2020-06-19,9.96
2020-06-20,9.96
2020-06-21,9.96
2020-06-22,9.907
2020-06-23,9.9247
2020-06-24,9.6774
2020-06-25,9.6994
2020-06-26,9.9758
2020-06-27,9.9758
2020-06-28,9.9758
2020-06-29,10.2915
2020-06-30,10.3556
2020-07-01,10.2503
2020-07-02,10.4334
2020-07-03,10.4334
2020-07-04,10.4334
2020-07-05,10.4334
2020-07-06,10.3967
2020-07-07,10.2915
2020-07-08,10.3922
2020-07-09,10.1176
2020-07-10,10.4196
2020-07-11,10.4196
2020-07-12,10.4196
2020-07-13,10.4334
2020-07-14,10.9321
2020-07-15,11.7512
2020-07-16,11.7146
2020-07-17,11.6048
2020-07-18,11.6048
2020-07-19,11.6048
2020-07-20,11.5865
2020-07-21,11.5407
2020-07-22,11.6185
2020-07-23,11.6323
2020-07-24,11.5819
2020-07-25,11.5819
2020-07-26,11.5819
2020-07-27,11.6689
2020-07-28,11.6917
2020-07-29,11.8885
2020-07-30,11.7146
2020-07-31,11.6575
2020-08-01,11.6575
2020-08-02,11.6575
2020-08-03,11.7444
2020-08-04,11.717
2020-08-05,11.9367
2020-08-06,11.7216
2020-08-07,12.074
2020-08-08,12.074
2020-08-09,12.074
2020-08-10,12.4128
2020-08-11,12.4906
2020-08-12,12.4998
2020-08-13,12.3304
2020-08-14,12.4082
2020-08-15,12.4082
2020-08-16,12.4082
2020-08-17,12.4402
2020-08-18,12.4036
2020-08-19,12.4128
2020-08-20,12.3533
2020-08-21,12.367
2020-08-22,12.367
2020-08-23,12.367
2020-08-24,12.5318
2020-08-25,12.5181
2020-08-26,12.3166
2020-08-27,12.3899
2020-08-28,12.3853
2020-08-29,12.3853
2020-08-30,12.3853
2020-08-31,12.1885
2020-09-01,12.3029
2020-09-02,12.4769
2020-09-03,12.2892
2020-09-04,12.2434
2020-09-05,12.2434
2020-09-06,12.2434
2020-09-07,12.2434
2020-09-08,12.2938
2020-09-09,12.2297
2020-09-10,12.1839
2020-09-11,12.2343
2020-09-12,12.2343
2020-09-13,12.2343
2020-09-14,12.4128
2020-09-15,12.3807
2020-09-16,12.6096
2020-09-17,12.4219
2020-09-18,12.3624
2020-09-19,12.3624
2020-09-20,12.3624
2020-09-21,12.1885
2020-09-22,12.3487
2020-09-23,12.5135
2020-09-24,12.3212
2020-09-25,13.3563
2020-09-26,13.3563
2020-09-27,13.3563
2020-09-28,13.4991
2020-09-29,13.3206
2020-09-30,13.4787
2020-10-01,13.5807
2020-10-02,13.6828
2020-10-03,13.6828
2020-10-04,13.6828
2020-10-05,13.9837
2020-10-06,13.9174
2020-10-07,14.0143
2020-10-08,14.101
2020-10-09,14.2234
2020-10-10,14.2234
2020-10-11,14.2234
2020-10-12,14.254
2020-10-13,14.1265
2020-10-14,14.1265
2020-10-15,14.2897
2020-10-16,14.2183
2020-10-17,14.2183
2020-10-18,14.2183
2020-10-19,13.9786
2020-10-20,14.1724
2020-10-21,14.2489
2020-10-22,14.4325
2020-10-23,14.4121
2020-10-24,14.4121
2020-10-25,14.4121
2020-10-26,14.356
2020-10-27,14.3713
2020-10-28,13.8715
2020-10-29,13.8664
2020-10-30,13.642
2020-10-31,13.642
2020-11-01,13.642
2020-11-02,13.9072
2020-11-03,14.0245
2020-11-04,13.795
2020-11-05,12.2476
2020-11-06,12.0026
2020-11-07,12.0026
2020-11-08,12.0026
2020-11-09,11.9822
2020-11-10,12.069
2020-11-11,12.0384
2020-11-12,11.7985
2020-11-13,12.0537
2020-11-14,12.0537
2020-11-15,12.0537
2020-11-16,12.2425
2020-11-17,12.3496
2020-11-18,12.2884
2020-11-19,12.3649
2020-11-20,12.4007
2020-11-21,12.4007
2020-11-22,12.4007
2020-11-23,12.5946
2020-11-24,13.0079
2020-11-25,12.8446
2020-11-26,12.8446
2020-11-27,12.8089
2020-11-28,12.8089
2020-11-29,12.8089
2020-11-30,12.6915
2020-12-01,12.6609
2020-12-02,12.6201
2020-12-03,12.7885
2020-12-04,12.6354
2020-12-05,12.6354
2020-12-06,12.6354
2020-12-07,12.564
2020-12-08,12.5946
2020-12-09,12.6762
2020-12-10,12.5946
2020-12-11,12.5691
2020-12-12,12.5691
2020-12-13,12.5691
2020-12-14,12.467
2020-12-15,12.6609
2020-12-16,12.5742
2020-12-17,12.6762
2020-12-18,12.8089
2020-12-19,12.8089
2020-12-20,12.8089
2020-12-21,12.8038
2020-12-22,12.6252
2020-12-23,12.962
2020-12-24,12.8906
2020-12-25,12.8906
2020-12-26,12.8906
2020-12-27,12.8906
2020-12-28,12.9008
2020-12-29,12.814
2020-12-30,12.9314
2020-12-31,202.7237
2021-01-01,202.7237
2021-01-02,202.7237
2021-01-03,202.7237
2021-01-04,201.6623
2021-01-05,201.2541
2021-01-06,208.4384
2021-01-07,209.9896
2021-01-08,209.0915
2021-01-09,209.0915
2021-01-10,209.0915
2021-01-11,208.765
2021-01-12,214.3165
2021-01-13,211.3775
2021-01-14,212.6837
2021-01-15,212.0306
2021-01-16,212.0306
2021-01-17,212.0306
2021-01-18,212.0306
2021-01-19,209.5814
2021-01-20,210.4794
2021-01-21,211.0509
2021-01-22,210.8876
2021-01-23,210.8876
2021-01-24,210.8876
2021-01-25,210.2345
2021-01-26,211.2142
2021-01-27,214.6431
2021-01-28,209.4181
2021-01-29,208.5201
2021-01-30,208.5201
2021-01-31,208.5201
2021-02-01,208.1935
2021-02-02,208.0302
2021-02-03,208.4384
2021-02-04,212.4388
2021-02-05,213.2552
2021-02-06,213.2552
2021-02-07,213.2552
2021-02-08,214.1532
2021-02-09,246.6458
2021-02-10,236.6041
2021-02-11,234.4815
2021-02-12,234.8081
2021-02-13,234.8081
2021-02-14,234.8081
2021-02-15,234.8081
2021-02-16,231.0108
2021-02-17,229.7845
2021-02-18,230.1933
2021-02-19,229.7027
2021-02-20,229.7027
2021-02-21,229.7027
2021-02-22,232.2371
2021-02-23,230.8473
2021-02-24,232.8911
2021-02-25,228.8852
2021-02-26,228.313
2021-02-27,228.313
2021-02-28,228.313
2021-03-01,231.9101
2021-03-02,233.2181
2021-03-03,237.224
2021-03-04,234.5261
2021-03-05,240.7393
2021-03-06,240.7393
2021-03-07,240.7393
2021-03-08,254.392
2021-03-09,245.481
2021-03-10,246.0532
2021-03-11,248.3423
2021-03-12,251.1219
2021-03-13,251.1219
2021-03-14,251.1219
2021-03-15,252.1847
2021-03-16,250.8927
2021-03-17,249.0931
2021-03-18,250.4019
2021-03-19,253.8375
2021-03-20,253.8375
2021-03-21,253.8375
2021-03-22,251.0563
2021-03-23,241.0767
2021-03-24,241.0767
2021-03-25,247.7025
2021-03-26,251.7925
2021-03-27,251.7925
2021-03-28,251.7925
2021-03-29,244.8395
2021-03-30,247.2935
2021-03-31,244.5941
2021-04-01,56.0577
2021-04-02,56.0577
2021-04-03,56.0577
2021-04-04,56.0577
2021-04-05,57.0207
2021-04-06,57.1339
2021-04-07,57.0962
2021-04-08,57.1151
2021-04-09,57.927
2021-04-10,57.927
2021-04-11,57.927
2021-04-12,58.2858
2021-04-13,57.3417
2021-04-14,57.3983
2021-04-15,57.3228
2021-04-16,57.7382
2021-04-17,57.7382
2021-04-18,57.7382
2021-04-19,57.4172
2021-04-20,56.7941
2021-04-21,58.3613
2021-04-22,58.4557
2021-04-23,59.0033
2021-04-24,59.0033
2021-04-25,59.0033
2021-04-26,58.8711
2021-04-27,59.4376
2021-04-28,59.3243
2021-04-29,59.362
2021-04-30,59.2488
2021-05-01,59.2488
2021-05-02,59.2488
2021-05-03,59.683
2021-05-04,60.0796
2021-05-05,60.8349
2021-05-06,60.8349
2021-05-07,61.7223
2021-05-08,61.7223
2021-05-09,61.7223
2021-05-10,60.8349
2021-05-11,55.8877
2021-05-12,54.9166
2021-05-13,54.8978
2021-05-14,55.7099
2021-05-15,55.7099
2021-05-16,55.7099
2021-05-17,57.0321
2021-05-18,56.711
2021-05-19,56.1066
2021-05-20,56.0499
2021-05-21,55.9177
2021-05-22,55.9177
2021-05-23,55.9177
2021-05-24,55.6344
2021-05-25,55.5399
2021-05-26,56.2199
2021-05-27,56.8054
2021-05-28,56.3899
2021-05-29,56.3899
2021-05-30,56.3899
2021-05-31,56.3899
2021-06-01,57.0321
2021-06-02,56.371
2021-06-03,56.3144
2021-06-04,56.0499
2021-06-05,56.0499
2021-06-06,56.0499
2021-06-07,56.2388
2021-06-08,56.8054
2021-06-09,55.9366
2021-06-10,55.4833
2021-06-11,56.371
2021-06-12,56.371
2021-06-13,56.371
2021-06-14,55.5399
2021-06-15,55.8422
2021-06-16,55.5588
2021-06-17,54.5955
2021-06-18,53.9722
2021-06-19,53.9722
2021-06-20,53.9722
2021-06-21,54.5389
2021-06-22,54.6333
2021-06-23,54.4444
2021-06-24,54.7655
2021-06-25,55.2
2021-06-26,55.2
2021-06-27,55.2
2021-06-28,54.5767
2021-06-29,54.35
2021-06-30,54.7467
2021-07-01,54.9544
2021-07-02,49.5872
2021-07-03,49.5872
2021-07-04,49.5872
2021-07-05,49.5872
2021-07-06,48.331
2021-07-07,47.9123
2021-07-08,47.6855
2021-07-09,48.8021
2021-07-10,48.8021
2021-07-11,48.8021
2021-07-12,48.837
2021-07-13,48.8893
2021-07-14,48.8719
2021-07-15,48.5927
2021-07-16,47.6157
2021-07-17,47.6157
2021-07-18,47.6157
2021-07-19,47.4238
2021-07-20,48.2612
2021-07-21,48.8021
2021-07-22,48.4008
2021-07-23,48.6974
2021-07-24,48.6974
2021-07-25,48.6974
2021-07-26,49.2383
2021-07-27,49.0813
2021-07-28,48.7672
2021-07-29,49.2557
2021-07-30,49.0813
2021-07-31,49.0813
2021-08-01,49.0813
2021-08-02,49.5175
2021-08-03,49.8141
2021-08-04,49.2383
2021-08-05,51.2622
2021-08-06,51.8416
2021-08-07,51.8416
2021-08-08,51.8416
2021-08-09,51.0563
2021-08-10,52.4872
2021-08-11,53.1153
2021-08-12,53.3073
2021-08-13,52.8362
2021-08-14,52.8362
2021-08-15,52.8362
2021-08-16,52.365
2021-08-17,51.0738
2021-08-18,50.6027
2021-08-19,49.6778
2021-08-20,50.2886
2021-08-21,50.2886
2021-08-22,50.2886
2021-08-23,50.7771
2021-08-24,51.0214
2021-08-25,51.6671
2021-08-26,50.5329
2021-08-27,51.0912
2021-08-28,51.0912
2021-08-29,51.0912
2021-08-30,50.0617
2021-08-31,49.8174
2021-09-01,50.7771
2021-09-02,51.004
2021-09-03,50.4805
2021-09-04,50.4805
2021-09-05,50.4805
2021-09-06,50.4805
2021-09-07,50.1315
2021-09-08,49.8
2021-09-09,50.0617
2021-09-10,49.8872
2021-09-11,49.8872
2021-09-12,49.8872
2021-09-13,50.5329
2021-09-14,50.0443
2021-09-15,50.655
2021-09-16,50.8993
2021-09-17,50.3758
2021-09-18,50.3758
2021-09-19,50.3758
2021-09-20,49.8523
2021-09-21,49.3638
2021-09-22,49.5034
2021-09-23,49.7302
2021-09-24,49.8
2021-09-25,49.8
2021-09-26,49.8
2021-09-27,49.957
2021-09-28,50.3584
2021-09-29,49.5383
2021-09-30,47.1652
2021-10-01,37.8142
2021-10-02,37.8142
2021-10-03,37.8142
2021-10-04,37.7573
2021-10-05,37.0467
2021-10-06,36.3076
2021-10-07,37.2599
2021-10-08,36.0517
2021-10-09,36.0517
2021-10-10,36.0517
2021-10-11,36.137
2021-10-12,36.2649
2021-10-13,36.5066
2021-10-14,37.4304
2021-10-15,36.933
2021-10-16,36.933
2021-10-17,36.933
2021-10-18,36.9045
2021-10-19,36.6913
2021-10-20,36.8335
2021-10-21,36.9898
2021-10-22,36.9187
2021-10-23,36.9187
2021-10-24,36.9187
2021-10-25,37.0609
2021-10-26,37.1319
2021-10-27,37.1888
2021-10-28,37.4731
2021-10-29,37.203
2021-10-30,37.203
2021-10-31,37.203
2021-11-01,37.9847
2021-11-02,37.9705
2021-11-03,38.9654
2021-11-04,38.2832
2021-11-05,38.5571
2021-11-06,38.5571
2021-11-07,38.5571
2021-11-08,38.3012
2021-11-09,38.6708
2021-11-10,38.5571
2021-11-11,38.3581
2021-11-12,38.0312
2021-11-13,38.0312
2021-11-14,38.0312
2021-11-15,38.2159
2021-11-16,38.2302
2021-11-17,37.8321
2021-11-18,37.6189
2021-11-19,37.2493
2021-11-20,37.2493
2021-11-21,37.2493
2021-11-22,37.3773
2021-11-23,37.1498
2021-11-24,37.3488
2021-11-25,37.3488
2021-11-26,36.8939
2021-11-27,36.8939
2021-11-28,36.8939
2021-11-29,36.3111
2021-11-30,35.9415
2021-12-01,35.8704
2021-12-02,36.3538
2021-12-03,36.4106
2021-12-04,36.4106
2021-12-05,36.4106
2021-12-06,37.5905
2021-12-07,37.7184
2021-12-08,38.0454
2021-12-09,37.6758
2021-12-10,37.9316
2021-12-11,37.9316
2021-12-12,37.9316
2021-12-13,36.5954
2021-12-14,36.7233
2021-12-15,36.8939
2021-12-16,36.8797
2021-12-17,36.169
2021-12-18,36.169
2021-12-19,36.169
2021-12-20,35.245
2021-12-21,35.842
2021-12-22,35.9415
2021-12-23,36.0268
2021-12-24,36.0268
2021-12-25,36.0268
2021-12-26,36.0268
2021-12-27,36.5243
2021-12-28,36.5101
2021-12-29,36.8939
2021-12-30,36.8655
2021-12-31,11.3383
2022-01-01,11.3383
2022-01-02,11.3383
2022-01-03,11.4259
2022-01-04,11.6185
2022-01-05,11.4346
2022-01-06,11.474
2022-01-07,11.3996
2022-01-08,11.3996
2022-01-09,11.3996
2022-01-10,11.1982
2022-01-11,11.3208
2022-01-12,11.3077
2022-01-13,11.5265
2022-01-14,11.369
2022-01-15,11.369
2022-01-16,11.369
2022-01-17,11.369
2022-01-18,11.2508
2022-01-19,11.1807
2022-01-20,10.8918
2022-01-21,10.9049
2022-01-22,10.9049
2022-01-23,10.9049
2022-01-24,11.1501
2022-01-25,11.0713
2022-01-26,10.8393
2022-01-27,10.7298
2022-01-28,10.8787
2022-01-29,10.8787
2022-01-30,10.8787
2022-01-31,11.0669
2022-02-01,11.1019
2022-02-02,10.9356
2022-02-03,10.848
2022-02-04,10.9006
2022-02-05,10.9006
2022-02-06,10.9006
2022-02-07,10.8043
2022-02-08,11.0056
2022-02-09,11.1545
2022-02-10,10.9443
2022-02-11,10.778
2022-02-12,10.778
2022-02-13,10.778
2022-02-14,10.708
2022-02-15,10.7955
2022-02-16,10.9065
2022-02-17,10.6827
2022-02-18,10.7046
2022-02-19,10.7046
2022-02-20,10.7046
2022-02-21,10.7046
2022-02-22,10.5685
2022-02-23,10.5641
2022-02-24,10.6783
2022-02-25,10.7748
2022-02-26,10.7748
2022-02-27,10.7748
2022-02-28,10.8012
2022-03-01,10.608
2022-03-02,11.0294
2022-03-03,10.9987
2022-03-04,10.81
2022-03-05,10.81
2022-03-06,10.81
2022-03-07,10.6607
2022-03-08,10.8802
2022-03-09,10.7002
2022-03-10,10.7617
2022-03-11,10.8231
2022-03-12,10.8231
2022-03-13,10.8231
2022-03-14,10.6449
2022-03-15,10.5269
2022-03-16,10.7192
2022-03-17,10.7061
2022-03-18,10.7454
2022-03-19,10.7454
2022-03-20,10.7454
2022-03-21,10.7279
2022-03-22,10.7498
2022-03-23,10.5269
2022-03-24,10.6187
2022-03-25,10.6755
2022-03-26,10.6755
2022-03-27,10.6755
2022-03-28,10.6012
2022-03-29,10.8722
2022-03-30,10.7148
2022-03-31,10.5269
2022-04-01,10.9635
2022-04-02,10.9635
2022-04-03,10.9635
2022-04-04,10.9904
2022-04-05,10.6723
2022-04-06,10.6499
2022-04-07,10.6813
2022-04-08,10.7216
2022-04-09,10.7216
2022-04-10,10.7216
2022-04-11,10.735
2022-04-12,10.6185
2022-04-13,10.6409
2022-04-14,10.623
2022-04-15,10.623
2022-04-16,10.623
2022-04-17,10.623
2022-04-18,10.6723
2022-04-19,10.8426
2022-04-20,10.8874
2022-04-21,10.735
2022-04-22,10.5737
2022-04-23,10.5737
2022-04-24,10.5737
2022-04-25,10.5916
2022-04-26,10.3676
2022-04-27,10.399
2022-04-28,10.4393
2022-04-29,10.2556
2022-04-30,10.2556
2022-05-01,10.2556
2022-05-02,10.3228
2022-05-03,10.4617
2022-05-04,10.6678
2022-05-05,10.0091
2022-05-06,9.9619
2022-05-07,9.9619
2022-05-08,9.9619
2022-05-09,9.9529
2022-05-10,9.7781
2022-05-11,9.7961
2022-05-12,10.056
2022-05-13,10.1681
2022-05-14,10.1681
2022-05-15,10.1681
2022-05-16,10.0022
2022-05-17,10.1636
2022-05-18,9.7243
2022-05-19,9.554
2022-05-20,9.5271
2022-05-21,9.5271
2022-05-22,9.5271
2022-05-23,9.5271
2022-05-24,9.312
2022-05-25,9.442
2022-05-26,9.5854
2022-05-27,9.7333
2022-05-28,9.7333
2022-05-29,9.7333
2022-05-30,9.7333
2022-05-31,9.6347
2022-06-01,9.6257
2022-06-02,9.6616
2022-06-03,9.5988
2022-06-04,9.5988
2022-06-05,9.5988
2022-06-06,9.6168
2022-06-07,9.6257
2022-06-08,9.442
2022-06-09,9.3344
2022-06-10,9.1865
2022-06-11,9.1865
2022-06-12,9.1865
2022-06-13,8.9803
2022-06-14,8.8996
2022-06-15,8.8996
2022-06-16,8.68
2022-06-17,8.8279
2022-06-18,8.8279
2022-06-19,8.8279
2022-06-20,8.8279
2022-06-21,8.922
2022-06-22,8.8682
2022-06-23,8.9265
2022-06-24,9.1192
2022-06-25,9.1192
2022-06-26,9.1192
2022-06-27,9.1147
2022-06-28,9.0206
2022-06-29,9.0161
2022-06-30,8.9265
2022-07-01,10.3891
2022-07-02,10.3891
2022-07-03,10.3891
2022-07-04,10.3891
2022-07-05,10.4827
2022-07-06,10.3595
2022-07-07,10.6452
2022-07-08,10.7044
2022-07-09,10.7044
2022-07-10,10.7044
2022-07-11,10.6108
2022-07-12,10.6994
2022-07-13,10.6305
2022-07-14,10.4778
2022-07-15,10.5763
2022-07-16,10.5763
2022-07-17,10.5763
2022-07-18,10.6896
2022-07-19,10.9162
2022-07-20,10.9507
2022-07-21,10.9507
2022-07-22,10.931
2022-07-23,10.931
2022-07-24,10.931
2022-07-25,10.8374
2022-07-26,10.4285
2022-07-27,10.5911
2022-07-28,10.8866
2022-07-29,10.8472
2022-07-30,10.8472
2022-07-31,10.8472
2022-08-01,10.8226
2022-08-02,10.7142
2022-08-03,10.8768
2022-08-04,10.8423
2022-08-05,10.8571
2022-08-06,10.8571
2022-08-07,10.8571
2022-08-08,10.9901
2022-08-09,10.8916
2022-08-10,11.0344
2022-08-11,10.5985
2022-08-12,10.5492
2022-08-13,10.5492
2022-08-14,10.5492
2022-08-15,10.5098
2022-08-16,10.84
2022-08-17,10.6626
2022-08-18,10.5837
2022-08-19,10.4309
2022-08-20,10.4309
2022-08-21,10.4309
2022-08-22,10.0958
2022-08-23,10.0169
2022-08-24,9.9676
2022-08-25,10.0268
2022-08-26,9.7951
2022-08-27,9.7951
2022-08-28,9.7951
2022-08-29,9.7015
2022-08-30,9.6965
2022-08-31,9.6325
2022-09-01,9.6078
2022-09-02,9.5832
2022-09-03,9.5832
2022-09-04,9.5832
2022-09-05,9.5832
2022-09-06,9.4895
2022-09-07,9.6719
2022-09-08,9.6571
2022-09-09,9.8592
2022-09-10,9.8592
2022-09-11,9.8592
2022-09-12,10.007
2022-09-13,9.6867
2022-09-14,9.6226
2022-09-15,9.598
2022-09-16,9.4994
2022-09-17,9.4994
2022-09-18,9.4994
2022-09-19,9.5487
2022-09-20,9.3515
2022-09-21,9.3121
2022-09-22,9.2825
2022-09-23,9.1051
2022-09-24,9.1051
2022-09-25,9.1051
2022-09-26,9.0854
2022-09-27,8.972
2022-09-28,9.0607
2022-09-29,8.903
2022-09-30,10.1214
2022-10-01,10.1214
2022-10-02,10.1214
2022-10-03,10.2576
2022-10-04,10.4847
2022-10-05,10.6095
2022-10-06,10.5358
2022-10-07,10.3541
2022-10-08,10.3541
2022-10-09,10.3541
2022-10-10,10.4052
2022-10-11,10.5358
2022-10-12,10.5244
2022-10-13,10.5812
2022-10-14,10.5471
2022-10-15,10.5471
2022-10-16,10.5471
2022-10-17,10.5925
2022-10-18,10.6436
2022-10-19,10.4109
2022-10-20,10.286
2022-10-21,10.3484
2022-10-22,10.3484
2022-10-23,10.3484
2022-10-24,10.2633
2022-10-25,10.4052
2022-10-26,10.3541
2022-10-27,10.3484
2022-10-28,10.2576
2022-10-29,10.2576
2022-10-30,10.2576
2022-10-31,10.0419
2022-11-01,10.0874
2022-11-02,9.9171
2022-11-03,9.9682
2022-11-04,10.1271
2022-11-05,10.1271
2022-11-06,10.1271
2022-11-07,10.1838
2022-11-08,10.1895
2022-11-09,9.849
2022-11-10,10.0307
2022-11-11,10.5812
2022-11-12,10.5812
2022-11-13,10.5812
2022-11-14,10.3485
2022-11-15,10.4734
2022-11-16,10.3201
2022-11-17,10.1442
2022-11-18,10.0363
2022-11-19,10.0363
2022-11-20,10.0363
2022-11-21,9.9228
2022-11-22,9.9796
2022-11-23,9.9796
2022-11-24,9.9796
2022-11-25,10.0136
2022-11-26,10.0136
2022-11-27,10.0136
2022-11-28,9.8604
2022-11-29,9.8774
2022-11-30,9.9853
2022-12-01,10.0023
2022-12-02,9.9853
2022-12-03,9.9853
2022-12-04,9.9853
2022-12-05,9.7866
2022-12-06,9.7639
2022-12-07,9.7582
2022-12-08,9.815
2022-12-09,9.7752
2022-12-10,9.7752
2022-12-11,9.7752
2022-12-12,9.7923
2022-12-13,9.7866
2022-12-14,9.7412
2022-12-15,9.5539
2022-12-16,9.5141
2022-12-17,9.5141
2022-12-18,9.5141
2022-12-19,9.5085
2022-12-20,9.5141
2022-12-21,9.4858
2022-12-22,9.5312
2022-12-23,9.6333
2022-12-24,9.6333
2022-12-25,9.6333
2022-12-26,9.6333
2022-12-27,9.7071
2022-12-28,9.6106
2022-12-29,9.7242
2022-12-30,12.0902
2022-12-31,12.0902
2023-01-01,12.0902
2023-01-02,12.0902
2023-01-03,12.3387
2023-01-04,12.6477
2023-01-05,12.6678
2023-01-06,12.8089
2023-01-07,12.8089
2023-01-08,12.8089
2023-01-09,12.9499
2023-01-10,12.9969
2023-01-11,13.2119
2023-01-12,13.1581
2023-01-13,13.2723
2023-01-14,13.2723
2023-01-15,13.2723
2023-01-16,13.2723
2023-01-17,13.326
2023-01-18,13.2723
2023-01-19,13.1581
2023-01-20,13.1917
2023-01-21,13.1917
2023-01-22,13.1917
2023-01-23,13.3663
2023-01-24,13.2052
2023-01-25,13.0641
2023-01-26,13.1111
2023-01-27,13.2723
2023-01-28,13.2723
2023-01-29,13.2723
2023-01-30,13.2455
2023-01-31,13.4872
2023-02-01,13.6686
2023-02-02,12.0365
2023-02-03,12.2178
2023-02-04,12.2178
2023-02-05,12.2178
2023-02-06,11.9022
2023-02-07,11.835
2023-02-08,11.7792
2023-02-09,11.6649
2023-02-10,11.5909
2023-02-11,11.5909
2023-02-12,11.5909
2023-02-13,11.7322
2023-02-14,11.712
2023-02-15,11.8196
2023-02-16,11.6716
2023-02-17,11.6582
2023-02-18,11.6582
2023-02-19,11.6582
2023-02-20,11.6582
2023-02-21,11.4497
2023-02-22,11.4363
2023-02-23,11.4968
2023-02-24,11.5237
2023-02-25,11.5237
2023-02-26,11.5237
2023-02-27,11.4901
2023-02-28,11.638
2023-03-01,11.6582
2023-03-02,11.7456
2023-03-03,11.7322
2023-03-04,11.7322
2023-03-05,11.7322
2023-03-06,11.5909
2023-03-07,11.5035
2023-03-08,11.5103
2023-03-09,11.4161
2023-03-10,11.248
2023-03-11,11.248
2023-03-12,11.248
2023-03-13,11.2211
2023-03-14,11.2615
2023-03-15,11.3229
2023-03-16,11.3028
2023-03-17,11.2422
2023-03-18,11.2422
