,SYF US Equity
2020-04-04,3.2631
2020-04-05,3.2631
2020-04-06,3.501
2020-04-07,3.5975
2020-04-08,3.7047
2020-04-09,3.8273
2020-04-10,3.8273
2020-04-11,3.8273
2020-04-12,3.8273
2020-04-13,3.6128
2020-04-14,3.5638
2020-04-15,3.4183
2020-04-16,3.2988
2020-04-17,3.5209
2020-04-18,3.5209
2020-04-19,3.5209
2020-04-20,3.5163
2020-04-21,3.452
2020-04-22,3.5888
2020-04-23,3.5965
2020-04-24,3.7298
2020-04-25,3.7298
2020-04-26,3.7298
2020-04-27,3.8295
2020-04-28,4.0012
2020-04-29,4.3554
2020-04-30,4.1622
2020-05-01,3.966
2020-05-02,3.966
2020-05-03,3.966
2020-05-04,3.9537
2020-05-05,3.8878
2020-05-06,3.7804
2020-05-07,3.8862
2020-05-08,3.9828
2020-05-09,3.9828
2020-05-10,3.9828
2020-05-11,3.8464
2020-05-12,3.7314
2020-05-13,3.5612
2020-05-14,3.7452
2020-05-15,3.6639
2020-05-16,3.6639
2020-05-17,3.6639
2020-05-18,3.8816
2020-05-19,3.831
2020-05-20,3.9046
2020-05-21,3.9077
2020-05-22,3.8648
2020-05-23,3.8648
2020-05-24,3.8648
2020-05-25,3.8648
2020-05-26,4.1147
2020-05-27,4.4014
2020-05-28,4.3845
2020-05-29,4.2512
2020-05-30,4.2512
2020-05-31,4.2512
2020-06-01,4.3631
2020-06-02,4.5118
2020-06-03,4.7602
2020-06-04,4.8583
2020-06-05,5.0408
2020-06-06,5.0408
2020-06-07,5.0408
2020-06-08,5.2478
2020-06-09,5.0929
2020-06-10,4.8644
2020-06-11,4.5241
2020-06-12,4.7725
2020-06-13,4.7725
2020-06-14,4.7725
2020-06-15,4.8675
2020-06-16,4.9856
2020-06-17,4.9227
2020-06-18,4.8461
2020-06-19,4.7725
2020-06-20,4.7725
2020-06-21,4.7725
2020-06-22,4.7755
2020-06-23,4.7955
2020-06-24,4.5149
2020-06-25,4.6161
2020-06-26,4.4075
2020-06-27,4.4075
2020-06-28,4.4075
2020-06-29,4.4934
2020-06-30,4.8995
2020-07-01,4.7822
2020-07-02,4.8355
2020-07-03,4.8355
2020-07-04,4.8355
2020-07-05,4.8355
2020-07-06,5.036
2020-07-07,4.8206
2020-07-08,4.9336
2020-07-09,4.7246
2020-07-10,4.9848
2020-07-11,4.9848
2020-07-12,4.9848
2020-07-13,5.0125
2020-07-14,4.9614
2020-07-15,5.2151
2020-07-16,5.2386
2020-07-17,5.1234
2020-07-18,5.1234
2020-07-19,5.1234
2020-07-20,4.9464
2020-07-21,5.0018
2020-07-22,5.0615
2020-07-23,5.1622
2020-07-24,5.1985
2020-07-25,5.1985
2020-07-26,5.1985
2020-07-27,5.2369
2020-07-28,5.0961
2020-07-29,5.2454
2020-07-30,5.1153
2020-07-31,4.8935
2020-08-01,4.8935
2020-08-02,4.8935
2020-08-03,5.0193
2020-08-04,5.0044
2020-08-05,5.1494
2020-08-06,5.0982
2020-08-07,5.2262
2020-08-08,5.2262
2020-08-09,5.2262
2020-08-10,5.4182
2020-08-11,5.5269
2020-08-12,5.4502
2020-08-13,5.4416
2020-08-14,5.4907
2020-08-15,5.4907
2020-08-16,5.4907
2020-08-17,5.367
2020-08-18,5.2881
2020-08-19,5.3158
2020-08-20,5.2795
2020-08-21,5.2731
2020-08-22,5.2731
2020-08-23,5.2731
2020-08-24,5.5589
2020-08-25,5.4843
2020-08-26,5.3883
2020-08-27,5.6293
2020-08-28,5.672
2020-08-29,5.672
2020-08-30,5.672
2020-08-31,5.4651
2020-09-01,5.4758
2020-09-02,5.4672
2020-09-03,5.5312
2020-09-04,5.7552
2020-09-05,5.7552
2020-09-06,5.7552
2020-09-07,5.7552
2020-09-08,5.6187
2020-09-09,5.6336
2020-09-10,5.5909
2020-09-11,5.6741
2020-09-12,5.6741
2020-09-13,5.6741
2020-09-14,5.9237
2020-09-15,5.8234
2020-09-16,6.058
2020-09-17,6.0687
2020-09-18,5.9812
2020-09-19,5.9812
2020-09-20,5.9812
2020-09-21,5.6976
2020-09-22,5.6357
2020-09-23,5.5269
2020-09-24,5.4566
2020-09-25,5.5355
2020-09-26,5.5355
2020-09-27,5.5355
2020-09-28,5.6741
2020-09-29,5.6229
2020-09-30,10.2852
2020-10-01,10.4431
2020-10-02,10.7096
2020-10-03,10.7096
2020-10-04,10.7096
2020-10-05,11.0124
2020-10-06,10.7228
2020-10-07,10.9861
2020-10-08,11.2658
2020-10-09,11.1638
2020-10-10,11.1638
2020-10-11,11.1638
2020-10-12,11.1736
2020-10-13,11.065
2020-10-14,11.1078
2020-10-15,11.2493
2020-10-16,11.3414
2020-10-17,11.3414
2020-10-18,11.3414
2020-10-19,11.2427
2020-10-20,10.7597
2020-10-21,10.5129
2020-10-22,10.8748
2020-10-23,10.8057
2020-10-24,10.8057
2020-10-25,10.8057
2020-10-26,10.5226
2020-10-27,10.3055
2020-10-28,9.9566
2020-10-29,10.0521
2020-10-30,9.9073
2020-10-31,9.9073
2020-11-01,9.9073
2020-11-02,10.2166
2020-11-03,10.447
2020-11-04,10.4009
2020-11-05,10.7168
2020-11-06,10.493
2020-11-07,10.493
2020-11-08,10.493
2020-11-09,11.4967
2020-11-10,11.4177
2020-11-11,11.3486
2020-11-12,11.2532
2020-11-13,11.5527
2020-11-14,11.5527
2020-11-15,11.5527
2020-11-16,11.9114
2020-11-17,11.7337
2020-11-18,11.5724
2020-11-19,11.5625
2020-11-20,11.3651
2020-11-21,11.3651
2020-11-22,11.3651
2020-11-23,11.7534
2020-11-24,12.1944
2020-11-25,12.0002
2020-11-26,12.0002
2020-11-27,11.9048
2020-11-28,11.9048
2020-11-29,11.9048
2020-11-30,11.7008
2020-12-01,12.0298
2020-12-02,12.3129
2020-12-03,12.3194
2020-12-04,12.5235
2020-12-05,12.5235
2020-12-06,12.5235
2020-12-07,12.3918
2020-12-08,12.3326
2020-12-09,12.3194
2020-12-10,12.5268
2020-12-11,12.2931
2020-12-12,12.2931
2020-12-13,12.2931
2020-12-14,12.1746
2020-12-15,12.4445
2020-12-16,12.5202
2020-12-17,12.6321
2020-12-18,12.3194
2020-12-19,12.3194
2020-12-20,12.3194
2020-12-21,12.6584
2020-12-22,12.6189
2020-12-23,12.9052
2020-12-24,12.8493
2020-12-25,12.8493
2020-12-26,12.8493
2020-12-27,12.8493
2020-12-28,12.846
2020-12-29,12.8394
2020-12-30,12.9579
2020-12-31,14.0592
2021-01-01,14.0592
2021-01-02,14.0592
2021-01-03,14.0592
2021-01-04,13.874
2021-01-05,14.0787
2021-01-06,14.7642
2021-01-07,14.709
2021-01-08,14.6667
2021-01-09,14.6667
2021-01-10,14.6667
2021-01-11,14.5725
2021-01-12,14.6602
2021-01-13,14.9364
2021-01-14,15.4237
2021-01-15,15.3782
2021-01-16,15.3782
2021-01-17,15.3782
2021-01-18,15.3782
2021-01-19,15.6803
2021-01-20,15.7486
2021-01-21,15.1833
2021-01-22,14.9234
2021-01-23,14.9234
2021-01-24,14.9234
2021-01-25,14.683
2021-01-26,14.2769
2021-01-27,13.952
2021-01-28,14.4426
2021-01-29,13.7188
2021-01-30,13.7188
2021-01-31,13.7188
2021-02-01,14.0567
2021-02-02,14.4955
2021-02-03,14.5182
2021-02-04,14.853
2021-02-05,14.9017
2021-02-06,14.9017
2021-02-07,14.9017
2021-02-08,15.0252
2021-02-09,14.8465
2021-02-10,15.0934
2021-02-11,14.8985
2021-02-12,14.8538
2021-02-13,14.8538
2021-02-14,14.8538
2021-02-15,14.8538
2021-02-16,15.0975
2021-02-17,14.9577
2021-02-18,14.6913
2021-02-19,15.1559
2021-02-20,15.1559
2021-02-21,15.1559
2021-02-22,15.3964
2021-02-23,15.2859
2021-02-24,15.8513
2021-02-25,15.4614
2021-02-26,15.3509
2021-02-27,15.3509
2021-02-28,15.3509
2021-03-01,15.7798
2021-03-02,15.6368
2021-03-03,15.8188
2021-03-04,15.4256
2021-03-05,15.8123
2021-03-06,15.8123
2021-03-07,15.8123
2021-03-08,15.9877
2021-03-09,15.835
2021-03-10,16.3029
2021-03-11,16.6441
2021-03-12,16.6571
2021-03-13,16.6571
2021-03-14,16.6571
2021-03-15,16.6961
2021-03-16,16.4946
2021-03-17,16.8
2021-03-18,16.1892
2021-03-19,16.095
2021-03-20,16.095
2021-03-21,16.095
2021-03-22,15.9552
2021-03-23,15.3899
2021-03-24,15.6141
2021-03-25,16.017
2021-03-26,16.2087
2021-03-27,16.2087
2021-03-28,16.2087
2021-03-29,15.8773
2021-03-30,16.1242
2021-03-31,8.4361
2021-04-01,8.65
2021-04-02,8.65
2021-04-03,8.65
2021-04-04,8.65
2021-04-05,8.7698
2021-04-06,8.7271
2021-04-07,8.791
2021-04-08,8.7398
2021-04-09,8.857
2021-04-10,8.857
2021-04-11,8.857
2021-04-12,8.9316
2021-04-13,8.5716
2021-04-14,8.5801
2021-04-15,8.5332
2021-04-16,8.5567
2021-04-17,8.5567
2021-04-18,8.5567
2021-04-19,8.4161
2021-04-20,8.169
2021-04-21,8.2989
2021-04-22,8.235
2021-04-23,8.4054
2021-04-24,8.4054
2021-04-25,8.4054
2021-04-26,8.5737
2021-04-27,8.4161
2021-04-28,8.907
2021-04-29,9.2074
2021-04-30,9.0583
2021-05-01,9.0583
2021-05-02,9.0583
2021-05-03,9.0455
2021-05-04,9.2394
2021-05-05,9.282
2021-05-06,9.3054
2021-05-07,9.5185
2021-05-08,9.5185
2021-05-09,9.5185
2021-05-10,9.544
2021-05-11,9.3715
2021-05-12,9.1414
2021-05-13,9.3842
2021-05-14,9.7102
2021-05-15,9.7102
2021-05-16,9.7102
2021-05-17,9.7336
2021-05-18,9.5078
2021-05-19,9.5121
2021-05-20,9.4886
2021-05-21,9.5866
2021-05-22,9.5866
2021-05-23,9.5866
2021-05-24,9.625
2021-05-25,9.5952
2021-05-26,9.6995
2021-05-27,9.9019
2021-05-28,9.8401
2021-05-29,9.8401
2021-05-30,9.8401
2021-05-31,9.8401
2021-06-01,10.1725
2021-06-02,10.2854
2021-06-03,10.36
2021-06-04,10.3472
2021-06-05,10.3472
2021-06-06,10.3472
2021-06-07,10.4878
2021-06-08,10.5624
2021-06-09,10.4068
2021-06-10,10.1768
2021-06-11,10.2577
2021-06-12,10.2577
2021-06-13,10.2577
2021-06-14,10.1022
2021-06-15,10.4026
2021-06-16,10.2875
2021-06-17,9.8615
2021-06-18,9.5696
2021-06-19,9.5696
2021-06-20,9.5696
2021-06-21,9.9658
2021-06-22,9.9445
2021-06-23,10.034
2021-06-24,10.1789
2021-06-25,10.3493
2021-06-26,10.3493
2021-06-27,10.3493
2021-06-28,10.0702
2021-06-29,9.9658
2021-06-30,7.2609
2021-07-01,7.3081
2021-07-02,7.3324
2021-07-03,7.3324
2021-07-04,7.3324
2021-07-05,7.3324
2021-07-06,7.1733
2021-07-07,7.1854
2021-07-08,7.0168
2021-07-09,7.2893
2021-07-10,7.2893
2021-07-11,7.2893
2021-07-12,7.3931
2021-07-13,7.2771
2021-07-14,7.1234
2021-07-15,7.153
2021-07-16,7.0195
2021-07-17,7.0195
2021-07-18,7.0195
2021-07-19,6.7592
2021-07-20,6.8336
2021-07-21,6.9852
2021-07-22,6.7822
2021-07-23,6.8615
2021-07-24,6.8615
2021-07-25,6.8615
2021-07-26,6.9447
2021-07-27,6.9566
2021-07-28,6.954
2021-07-29,7.1006
2021-07-30,6.9289
2021-07-31,6.9289
2021-08-01,6.9289
2021-08-02,6.9064
2021-08-03,6.9421
2021-08-04,6.9487
2021-08-05,7.0967
2021-08-06,7.2433
2021-08-07,7.2433
2021-08-08,7.2433
2021-08-09,7.1865
2021-08-10,7.3398
2021-08-11,7.4824
2021-08-12,7.5366
2021-08-13,7.5617
2021-08-14,7.5617
2021-08-15,7.5617
2021-08-16,7.5155
2021-08-17,7.4137
2021-08-18,7.316
2021-08-19,7.1918
2021-08-20,7.2169
2021-08-21,7.2169
2021-08-22,7.2169
2021-08-23,7.2843
2021-08-24,7.3503
2021-08-25,7.5102
2021-08-26,7.4243
2021-08-27,7.5802
2021-08-28,7.5802
2021-08-29,7.5802
2021-08-30,7.2367
2021-08-31,7.2895
2021-09-01,7.1363
2021-09-02,7.0993
2021-09-03,6.9764
2021-09-04,6.9764
2021-09-05,6.9764
2021-09-06,6.9764
2021-09-07,6.8839
2021-09-08,6.7518
2021-09-09,6.8707
2021-09-10,6.9685
2021-09-11,6.9685
2021-09-12,6.9685
2021-09-13,7.1495
2021-09-14,7.0161
2021-09-15,7.09
2021-09-16,7.1495
2021-09-17,7.1165
2021-09-18,7.1165
2021-09-19,7.1165
2021-09-20,6.9632
2021-09-21,6.9962
2021-09-22,7.1046
2021-09-23,7.3014
2021-09-24,7.353
2021-09-25,7.353
2021-09-26,7.353
2021-09-27,7.5498
2021-09-28,7.4111
2021-09-29,7.3939
2021-09-30,5.8428
2021-10-01,5.9514
2021-10-02,5.9514
2021-10-03,5.9514
2021-10-04,5.9208
2021-10-05,5.9778
2021-10-06,5.9451
2021-10-07,5.9208
2021-10-08,5.9556
2021-10-09,5.9556
2021-10-10,5.9556
2021-10-11,5.8617
2021-10-12,5.9282
2021-10-13,5.7921
2021-10-14,5.9156
2021-10-15,5.9799
2021-10-16,5.9799
2021-10-17,5.9799
2021-10-18,6.0675
2021-10-19,5.9917
2021-10-20,5.9492
2021-10-21,5.6609
2021-10-22,5.6711
2021-10-23,5.6711
2021-10-24,5.6711
2021-10-25,5.6406
2021-10-26,5.6467
2021-10-27,5.4167
2021-10-28,5.4359
2021-10-29,5.3934
2021-10-30,5.3934
2021-10-31,5.3934
2021-11-01,5.4866
2021-11-02,5.4876
2021-11-03,5.5707
2021-11-04,5.5494
2021-11-05,5.6711
2021-11-06,5.6711
2021-11-07,5.6711
2021-11-08,5.6781
2021-11-09,5.6832
2021-11-10,5.7015
2021-11-11,5.7238
2021-11-12,5.7714
2021-11-13,5.7714
2021-11-14,5.7714
2021-11-15,5.7663
2021-11-16,5.7146
2021-11-17,5.6102
2021-11-18,5.5859
2021-11-19,5.5383
2021-11-20,5.5383
2021-11-21,5.5383
2021-11-22,5.5859
2021-11-23,5.7238
2021-11-24,5.7298
2021-11-25,5.7298
2021-11-26,5.518
2021-11-27,5.518
2021-11-28,5.518
2021-11-29,5.4613
2021-11-30,5.2251
2021-12-01,5.1208
2021-12-02,5.3113
2021-12-03,5.2748
2021-12-04,5.2748
2021-12-05,5.2748
2021-12-06,5.3822
2021-12-07,5.5089
2021-12-08,5.4805
2021-12-09,5.5393
2021-12-10,5.5373
2021-12-11,5.5373
2021-12-12,5.5373
2021-12-13,5.3822
2021-12-14,5.4319
2021-12-15,5.4207
2021-12-16,5.5119
2021-12-17,5.4136
2021-12-18,5.4136
2021-12-19,5.4136
2021-12-20,5.1674
2021-12-21,5.3609
2021-12-22,5.3427
2021-12-23,5.364
2021-12-24,5.364
2021-12-25,5.364
2021-12-26,5.364
2021-12-27,5.366
2021-12-28,5.3944
2021-12-29,5.3772
2021-12-30,5.3741
2021-12-31,5.8709
2022-01-01,5.8709
2022-01-02,5.8709
2022-01-03,5.9315
2022-01-04,6.0469
2022-01-05,5.9226
2022-01-06,5.9872
2022-01-07,6.0519
2022-01-08,6.0519
2022-01-09,6.0519
2022-01-10,6.0608
2022-01-11,6.1066
2022-01-12,6.1334
2022-01-13,6.1762
2022-01-14,6.0976
2022-01-15,6.0976
2022-01-16,6.0976
2022-01-17,6.0976
2022-01-18,5.9554
2022-01-19,5.7963
2022-01-20,5.7485
2022-01-21,5.675
2022-01-22,5.675
2022-01-23,5.675
2022-01-24,5.7257
2022-01-25,5.842
2022-01-26,5.7694
2022-01-27,5.675
2022-01-28,5.2226
2022-01-29,5.2226
2022-01-30,5.2226
2022-01-31,5.3346
2022-02-01,5.3624
2022-02-02,5.3451
2022-02-03,5.3021
2022-02-04,5.326
2022-02-05,5.326
2022-02-06,5.326
2022-02-07,5.3633
2022-02-08,5.4677
2022-02-09,5.5328
2022-02-10,5.4377
2022-02-11,5.4055
2022-02-12,5.4055
2022-02-13,5.4055
2022-02-14,5.4282
2022-02-15,5.5002
2022-02-16,5.5059
2022-02-17,5.3932
2022-02-18,5.3705
2022-02-19,5.3705
2022-02-20,5.3705
2022-02-21,5.3705
2022-02-22,5.3032
2022-02-23,5.1981
2022-02-24,5.164
2022-02-25,5.3487
2022-02-26,5.3487
2022-02-27,5.3487
2022-02-28,5.3098
2022-03-01,4.9963
2022-03-02,5.0238
2022-03-03,4.9414
2022-03-04,4.7888
2022-03-05,4.7888
2022-03-06,4.7888
2022-03-07,4.5501
2022-03-08,4.5786
2022-03-09,4.6865
2022-03-10,4.6136
2022-03-11,4.5767
2022-03-12,4.5767
2022-03-13,4.5767
2022-03-14,4.6183
2022-03-15,4.6809
2022-03-16,4.8258
2022-03-17,4.8049
2022-03-18,4.8182
2022-03-19,4.8182
2022-03-20,4.8182
2022-03-21,4.7036
2022-03-22,4.8192
2022-03-23,4.6998
2022-03-24,4.7055
2022-03-25,4.7311
2022-03-26,4.7311
2022-03-27,4.7311
2022-03-28,4.6534
2022-03-29,4.7396
2022-03-30,4.642
2022-03-31,4.0056
2022-04-01,4.0393
2022-04-02,4.0393
2022-04-03,4.0393
2022-04-04,4.0787
2022-04-05,3.9519
2022-04-06,3.9986
2022-04-07,3.9874
2022-04-08,4.0799
2022-04-09,4.0799
2022-04-10,4.0799
2022-04-11,4.0687
2022-04-12,4.1014
2022-04-13,4.1574
2022-04-14,4.1789
2022-04-15,4.1789
2022-04-16,4.1789
2022-04-17,4.1789
2022-04-18,4.3964
2022-04-19,4.459
2022-04-20,4.4385
2022-04-21,4.3402
2022-04-22,4.1718
2022-04-23,4.1718
2022-04-24,4.1718
2022-04-25,4.2005
2022-04-26,4.1284
2022-04-27,4.0645
2022-04-28,4.1802
2022-04-29,4.0636
2022-04-30,4.0636
2022-05-01,4.0636
2022-05-02,4.1117
2022-05-03,4.2005
2022-05-04,4.3717
2022-05-05,4.2967
2022-05-06,4.1783
2022-05-07,4.1783
2022-05-08,4.1783
2022-05-09,4.084
2022-05-10,4.0035
2022-05-11,3.9267
2022-05-12,3.7139
2022-05-13,3.762
2022-05-14,3.762
2022-05-15,3.762
2022-05-16,3.7259
2022-05-17,3.9332
2022-05-18,3.7185
2022-05-19,3.6704
2022-05-20,3.6612
2022-05-21,3.6612
2022-05-22,3.6612
2022-05-23,3.8129
2022-05-24,3.7028
2022-05-25,3.7981
2022-05-26,3.9128
2022-05-27,4.0016
2022-05-28,4.0016
2022-05-29,4.0016
2022-05-30,4.0016
2022-05-31,4.0849
2022-06-01,3.9766
2022-06-02,4.009
2022-06-03,3.9369
2022-06-04,3.9369
2022-06-05,3.9369
2022-06-06,3.9692
2022-06-07,4.0229
2022-06-08,3.8925
2022-06-09,3.7898
2022-06-10,3.5733
2022-06-11,3.5733
2022-06-12,3.5733
2022-06-13,3.4059
2022-06-14,3.3883
2022-06-15,3.4771
2022-06-16,3.3337
2022-06-17,3.4234
2022-06-18,3.4234
2022-06-19,3.4234
2022-06-20,3.4234
2022-06-21,3.3615
2022-06-22,3.3448
2022-06-23,3.269
2022-06-24,3.3911
2022-06-25,3.3911
2022-06-26,3.3911
2022-06-27,3.3827
2022-06-28,3.3374
2022-06-29,3.2976
2022-06-30,3.3174
2022-07-01,3.4178
2022-07-02,3.4178
2022-07-03,3.4178
2022-07-04,3.4178
2022-07-05,3.454
2022-07-06,3.4147
2022-07-07,3.5109
2022-07-08,3.5306
2022-07-09,3.5306
2022-07-10,3.5306
2022-07-11,3.5378
2022-07-12,3.6113
2022-07-13,3.5658
2022-07-14,3.5616
2022-07-15,3.7075
2022-07-16,3.7075
2022-07-17,3.7075
2022-07-18,3.7169
2022-07-19,3.8628
2022-07-20,3.9052
2022-07-21,3.706
2022-07-22,3.708
2022-07-23,3.708
2022-07-24,3.708
2022-07-25,3.7219
2022-07-26,3.6155
2022-07-27,3.698
2022-07-28,3.706
2022-07-29,3.7875
2022-07-30,3.7875
2022-07-31,3.7875
2022-08-01,3.8134
2022-08-02,3.7219
2022-08-03,3.8392
2022-08-04,3.8153
2022-08-05,3.8293
2022-08-06,3.8293
2022-08-07,3.8293
2022-08-08,3.882
2022-08-09,3.8293
2022-08-10,4.0042
2022-08-11,4.049
2022-08-12,4.052
2022-08-13,4.052
2022-08-14,4.052
2022-08-15,4.0132
2022-08-16,4.041
2022-08-17,3.9585
2022-08-18,3.9754
2022-08-19,3.87
2022-08-20,3.87
2022-08-21,3.87
2022-08-22,3.7776
2022-08-23,3.8392
2022-08-24,3.872
2022-08-25,3.9515
2022-08-26,3.8044
2022-08-27,3.8044
2022-08-28,3.8044
2022-08-29,3.713
2022-08-30,3.7358
2022-08-31,3.7149
2022-09-01,3.6454
2022-09-02,3.6374
2022-09-03,3.6374
2022-09-04,3.6374
2022-09-05,3.6374
2022-09-06,3.541
2022-09-07,3.6354
2022-09-08,3.7
2022-09-09,3.7815
2022-09-10,3.7815
2022-09-11,3.7815
2022-09-12,3.869
2022-09-13,3.6006
2022-09-14,3.6145
2022-09-15,3.7
2022-09-16,3.6911
2022-09-17,3.6911
2022-09-18,3.6911
2022-09-19,3.711
2022-09-20,3.6046
2022-09-21,3.5042
2022-09-22,3.4147
2022-09-23,3.369
2022-09-24,3.369
2022-09-25,3.369
2022-09-26,3.2636
2022-09-27,3.2537
2022-09-28,3.3411
2022-09-29,3.3262
2022-09-30,3.9104
2022-10-01,3.9104
2022-10-02,3.9104
2022-10-03,4.099
2022-10-04,4.3044
2022-10-05,4.3123
2022-10-06,4.2829
2022-10-07,4.2096
2022-10-08,4.2096
2022-10-09,4.2096
2022-10-10,4.2288
2022-10-11,4.2186
2022-10-12,4.2604
2022-10-13,4.3834
2022-10-14,4.275
2022-10-15,4.275
2022-10-16,4.275
2022-10-17,4.3597
2022-10-18,4.4071
2022-10-19,4.2942
2022-10-20,4.2908
2022-10-21,4.3868
2022-10-22,4.3868
2022-10-23,4.3868
2022-10-24,4.4613
2022-10-25,4.4179
2022-10-26,4.4284
2022-10-27,4.4305
2022-10-28,4.5424
2022-10-29,4.5424
2022-10-30,4.5424
2022-10-31,4.4823
2022-11-01,4.5181
2022-11-02,4.4168
2022-11-03,4.3197
2022-11-04,4.4252
2022-11-05,4.4252
2022-11-06,4.4252
2022-11-07,4.5498
2022-11-08,4.5382
2022-11-09,4.4242
2022-11-10,4.8169
2022-11-11,4.9752
2022-11-12,4.9752
2022-11-13,4.9752
2022-11-14,4.7134
2022-11-15,4.5203
2022-11-16,4.4432
2022-11-17,4.4706
2022-11-18,4.5171
2022-11-19,4.5171
2022-11-20,4.5171
2022-11-21,4.5604
2022-11-22,4.5836
2022-11-23,4.6174
2022-11-24,4.6174
2022-11-25,4.6395
2022-11-26,4.6395
2022-11-27,4.6395
2022-11-28,4.573
2022-11-29,4.6638
2022-11-30,4.6955
2022-12-01,4.5224
2022-12-02,4.4548
2022-12-03,4.4548
2022-12-04,4.4548
2022-12-05,4.3587
2022-12-06,4.3851
2022-12-07,4.3841
2022-12-08,4.4147
2022-12-09,4.4347
2022-12-10,4.4347
2022-12-11,4.4347
2022-12-12,4.4833
2022-12-13,4.4643
2022-12-14,4.3545
2022-12-15,4.2743
2022-12-16,4.2342
2022-12-17,4.2342
2022-12-18,4.2342
2022-12-19,4.1466
2022-12-20,4.1751
2022-12-21,4.2416
2022-12-22,4.1423
2022-12-23,4.1856
2022-12-24,4.1856
2022-12-25,4.1856
2022-12-26,4.1856
2022-12-27,4.1656
2022-12-28,4.117
2022-12-29,4.1951
2022-12-30,4.9096
2022-12-31,4.9096
2023-01-01,4.9096
2023-01-02,4.9096
2023-01-03,4.8561
2023-01-04,4.9369
2023-01-05,4.8095
2023-01-06,4.9028
2023-01-07,4.9028
2023-01-08,4.9028
2023-01-09,4.8448
2023-01-10,4.9073
2023-01-11,5.0119
2023-01-12,4.9915
2023-01-13,4.979
2023-01-14,4.979
2023-01-15,4.979
2023-01-16,4.979
2023-01-17,5.0017
2023-01-18,4.9494
2023-01-19,4.8777
2023-01-20,5.1996
2023-01-21,5.1996
2023-01-22,5.1996
2023-01-23,4.9953
2023-01-24,5.0848
2023-01-25,5.2518
2023-01-26,5.2153
2023-01-27,5.2718
2023-01-28,5.2718
2023-01-29,5.2718
2023-01-30,5.1711
2023-01-31,5.2353
2023-02-01,5.0782
2023-02-02,5.3525
2023-02-03,5.2706
2023-02-04,5.2706
2023-02-05,5.2706
2023-02-06,5.201
2023-02-07,5.2596
2023-02-08,5.2021
2023-02-09,5.1704
2023-02-10,5.1903
2023-02-11,5.1903
2023-02-12,5.1903
2023-02-13,5.2575
2023-02-14,5.1792
2023-02-15,5.2002
2023-02-16,5.1053
2023-02-17,5.1186
2023-02-18,5.1186
2023-02-19,5.1186
2023-02-20,5.1186
2023-02-21,5.0336
2023-02-22,5.0833
2023-02-23,5.1351
2023-02-24,5.1219
2023-02-25,5.1219
2023-02-26,5.1219
2023-02-27,5.0888
2023-02-28,5.1119
2023-03-01,5.1417
2023-03-02,5.1153
2023-03-03,5.1859
2023-03-04,5.1859
2023-03-05,5.1859
2023-03-06,5.1009
2023-03-07,4.995
2023-03-08,4.9763
2023-03-09,4.8384
2023-03-10,4.717
2023-03-11,4.717
2023-03-12,4.717
2023-03-13,4.3994
2023-03-14,4.5328
2023-03-15,4.3608
2023-03-16,4.3894
2023-03-17,4.3155
2023-03-18,4.3155
2023-03-19,4.3155
