,DFS US Equity
2023-03-19,6.3657
2023-03-20,6.3957
2023-03-21,6.6004
2023-03-22,6.4392
2023-03-23,6.3844
2023-03-24,6.3518
2023-03-25,6.3518
2023-03-26,6.3518
2023-03-27,6.4215
2023-03-28,6.4111
2023-03-29,6.5705
2023-03-30,6.5904
2023-03-31,6.4555
2023-04-01,6.4555
2023-04-02,6.4555
2023-04-03,6.4545
2023-04-04,6.443
2023-04-05,6.3861
2023-04-06,6.3678
2023-04-07,6.3678
2023-04-08,6.3678
2023-04-09,6.3678
2023-04-10,6.4232
2023-04-11,6.5307
2023-04-12,6.4705
2023-04-13,6.5351
2023-04-14,6.5679
2023-04-15,6.5679
2023-04-16,6.5679
2023-04-17,6.6397
2023-04-18,6.6865
2023-04-19,6.7892
2023-04-20,6.7151
2023-04-21,6.7313
2023-04-22,6.7313
2023-04-23,6.7313
2023-04-24,6.6821
2023-04-25,6.4948
2023-04-26,6.4665
2023-04-27,6.5047
2023-04-28,6.5746
2023-04-29,6.5746
2023-04-30,6.5746
2023-05-01,6.3924
2023-05-02,6.1851
2023-05-03,6.2116
2023-05-04,6.0539
2023-05-05,6.2201
2023-05-06,6.2201
2023-05-07,6.2201
2023-05-08,6.2616
2023-05-09,6.2545
2023-05-10,6.1913
2023-05-11,6.2139
2023-05-12,6.1856
2023-05-13,6.1856
2023-05-14,6.1856
2023-05-15,6.271
2023-05-16,6.2366
2023-05-17,6.3442
2023-05-18,6.4396
2023-05-19,6.4457
2023-05-20,6.4457
2023-05-21,6.4457
2023-05-22,6.4608
2023-05-23,6.5005
2023-05-24,6.3834
2023-05-25,6.4051
2023-05-26,6.5222
2023-05-27,6.5222
2023-05-28,6.5222
2023-05-29,6.5222
2023-05-30,6.5675
2023-05-31,6.5401
2023-06-01,6.6624
2023-06-02,6.8399
2023-06-03,6.8399
2023-06-04,6.8399
2023-06-05,6.8376
2023-06-06,6.9929
2023-06-07,7.0292
2023-06-08,7.0524
2023-06-09,7.0783
2023-06-10,7.0783
2023-06-11,7.0783
2023-06-12,7.1104
2023-06-13,7.2474
2023-06-14,7.22
2023-06-15,7.2256
2023-06-16,7.1341
2023-06-17,7.1341
2023-06-18,7.1341
2023-06-19,7.1341
2023-06-20,7.144
2023-06-21,7.1803
2023-06-22,7.1416
2023-06-23,7.1388
2023-06-24,7.1388
2023-06-25,7.1388
2023-06-26,7.1402
2023-06-27,7.2285
2023-06-28,7.2327
2023-06-29,7.2559
2023-06-30,8.3024
2023-07-01,8.3024
2023-07-02,8.3024
2023-07-03,8.3641
2023-07-04,8.3641
2023-07-05,8.2751
2023-07-06,8.2423
2023-07-07,8.3069
2023-07-08,8.3069
2023-07-09,8.3069
2023-07-10,8.384
2023-07-11,8.4337
2023-07-12,8.4153
2023-07-13,8.4432
2023-07-14,8.3875
2023-07-15,8.3875
2023-07-16,8.3875
2023-07-17,8.4775
2023-07-18,8.5436
2023-07-19,8.4569
2023-07-20,7.5072
2023-07-21,7.6375
2023-07-22,7.6375
2023-07-23,7.6375
2023-07-24,7.8201
2023-07-25,7.777
2023-07-26,7.705
2023-07-27,7.5919
2023-07-28,7.6149
2023-07-29,7.6149
2023-07-30,7.6149
2023-07-31,7.6579
2023-08-01,7.6222
2023-08-02,7.5405
2023-08-03,7.5131
2023-08-04,7.5018
2023-08-05,7.5018
2023-08-06,7.5018
2023-08-07,7.5302
2023-08-08,7.6134
2023-08-09,7.5997
2023-08-10,7.5625
2023-08-11,7.5605
2023-08-12,7.5605
2023-08-13,7.5605
2023-08-14,7.516
2023-08-15,7.0417
2023-08-16,6.9096
2023-08-17,7.0134
2023-08-18,7.0603
2023-08-19,7.0603
2023-08-20,7.0603
2023-08-21,6.9962
2023-08-22,6.8484
2023-08-23,6.8279
2023-08-24,6.8548
2023-08-25,6.8352
2023-08-26,6.8352
2023-08-27,6.8352
2023-08-28,6.8739
2023-08-29,6.914
2023-08-30,6.8832
2023-08-31,6.9003
2023-09-01,6.9977
2023-09-02,6.9977
2023-09-03,6.9977
2023-09-04,6.9977
2023-09-05,6.9855
2023-09-06,6.9708
2023-09-07,6.867
2023-09-08,6.8758
2023-09-09,6.8758
2023-09-10,6.8758
2023-09-11,6.8788
2023-09-12,6.8548
2023-09-13,6.8318
2023-09-14,6.9008
2023-09-15,6.8841
2023-09-16,6.8841
2023-09-17,6.8841
2023-09-18,6.822
2023-09-19,6.8386
2023-09-20,6.8313
2023-09-21,6.777
2023-09-22,6.7593
2023-09-23,6.7593
2023-09-24,6.7593
2023-09-25,6.7779
2023-09-26,6.7432
2023-09-27,6.6649
2023-09-28,6.7173
2023-09-29,7.0656
2023-09-30,7.0656
2023-10-01,7.0656
2023-10-02,7.2904
2023-10-03,7.0993
2023-10-04,7.1041
2023-10-05,7.0934
2023-10-06,7.1759
2023-10-07,7.1759
2023-10-08,7.1759
2023-10-09,7.2455
2023-10-10,7.3177
2023-10-11,7.2867
2023-10-12,7.2851
2023-10-13,7.2139
2023-10-14,7.2139
2023-10-15,7.2139
2023-10-16,7.2899
2023-10-17,7.4077
2023-10-18,7.3451
2023-10-19,6.9563
2023-10-20,6.8278
2023-10-21,6.8278
2023-10-22,6.8278
2023-10-23,6.8374
2023-10-24,6.7678
2023-10-25,6.7427
2023-10-26,6.7564
2023-10-27,6.7387
2023-10-28,6.7387
2023-10-29,6.7387
2023-10-30,6.7735
2023-10-31,6.8239
2023-11-01,6.8512
2023-11-02,6.991
2023-11-03,7.0971
2023-11-04,7.0971
2023-11-05,7.0971
2023-11-06,7.0617
2023-11-07,6.9728
2023-11-08,6.9449
2023-11-09,6.8662
2023-11-10,6.9005
2023-11-11,6.9005
2023-11-12,6.9005
2023-11-13,6.9165
2023-11-14,7.0162
2023-11-15,7.0156
2023-11-16,6.9374
2023-11-17,7.0542
2023-11-18,7.0542
2023-11-19,7.0542
2023-11-20,7.0847
2023-11-21,7.0306
2023-11-22,7.059
2023-11-23,7.059
2023-11-24,7.0751
2023-11-25,7.0751
2023-11-26,7.0751
2023-11-27,7.0038
2023-11-28,7.0992
2023-11-29,7.1887
2023-11-30,7.4088
2023-12-01,7.5492
2023-12-02,7.5492
2023-12-03,7.5492
2023-12-04,7.502
2023-12-05,7.7345
2023-12-06,7.8213
2023-12-07,7.9086
2023-12-08,7.9606
2023-12-09,7.9606
2023-12-10,7.9606
2023-12-11,7.9606
2023-12-12,7.9306
2023-12-13,8.095
2023-12-14,8.1974
2023-12-15,8.1068
2023-12-16,8.1068
2023-12-17,8.1068
2023-12-18,8.1507
2023-12-19,8.2638
2023-12-20,8.192
2023-12-21,8.3816
2023-12-22,8.3725
2023-12-23,8.3725
2023-12-24,8.3725
2023-12-25,8.3725
2023-12-26,8.4079
2023-12-27,8.4395
2023-12-28,8.4572
2023-12-29,10.1143
2023-12-30,10.1143
2023-12-31,10.1143
2024-01-01,10.1143
2024-01-02,10.1104
2024-01-03,10.0061
2024-01-04,9.9794
2024-01-05,10.0784
2024-01-06,10.0784
2024-01-07,10.0784
2024-01-08,10.143
2024-01-09,10.0504
2024-01-10,10.025
2024-01-11,10.038
2024-01-12,9.9272
2024-01-13,9.9272
2024-01-14,9.9272
2024-01-15,9.9272
2024-01-16,9.9357
2024-01-17,9.8758
2024-01-18,9.1107
2024-01-19,9.1322
2024-01-20,9.1322
2024-01-21,9.1322
2024-01-22,9.2834
2024-01-23,9.3349
2024-01-24,9.3857
2024-01-25,9.5499
2024-01-26,9.7572
2024-01-27,9.7572
2024-01-28,9.7572
2024-01-29,9.7018
2024-01-30,9.8432
2024-01-31,9.6659
2024-02-01,9.7337
2024-02-02,9.7624
2024-02-03,9.7624
2024-02-04,9.7624
2024-02-05,9.7383
2024-02-06,9.675
2024-02-07,9.7154
2024-02-08,9.8823
2024-02-09,9.9044
2024-02-10,9.9044
2024-02-11,9.9044
2024-02-12,9.9905
2024-02-13,9.853
2024-02-14,9.8999
2024-02-15,10.0048
2024-02-16,9.9898
2024-02-17,9.9898
2024-02-18,9.9898
2024-02-19,9.9898
2024-02-20,10.8976
2024-02-21,10.6558
2024-02-22,10.6291
2024-02-23,10.7368
2024-02-24,10.7368
2024-02-25,10.7368
2024-02-26,10.7531
2024-02-27,10.7982
2024-02-28,10.8374
2024-02-29,10.6708
2024-03-01,10.678
2024-03-02,10.678
2024-03-03,10.678
2024-03-04,10.6297
2024-03-05,10.7081
2024-03-06,10.586
2024-03-07,10.7244
2024-03-08,10.7074
2024-03-09,10.7074
2024-03-10,10.7074
2024-03-11,10.7505
2024-03-12,10.9353
2024-03-13,11.0143
2024-03-14,10.8759
2024-03-15,10.6411
2024-03-16,10.6411
2024-03-17,10.6411
2024-03-18,10.6502
2024-03-19,10.7064
2024-03-20,11.0022
2024-03-21,11.0943
2024-03-22,11.0016
2024-03-23,11.0016
2024-03-24,11.0016
2024-03-25,10.9689
2024-03-26,10.9794
2024-03-27,11.1479
2024-03-28,11.3496
2024-03-29,11.3496
2024-03-30,11.3496
2024-03-31,11.3496
2024-04-01,11.238
2024-04-02,11.1354
2024-04-03,11.0754
2024-04-04,10.9519
2024-04-05,11.0081
2024-04-06,11.0081
2024-04-07,11.0081
2024-04-08,10.9983
