,TPX US Equity
2020-04-25,11.3116
2020-04-26,11.3116
2020-04-27,11.9583
2020-04-28,12.1819
2020-04-29,12.7461
2020-04-30,12.3709
2020-05-01,12.2285
2020-05-02,12.2285
2020-05-03,12.2285
2020-05-04,12.307
2020-05-05,12.2977
2020-05-06,12.1739
2020-05-07,12.3058
2020-05-08,12.7192
2020-05-09,12.7192
2020-05-10,12.7192
2020-05-11,12.3769
2020-05-12,12.2492
2020-05-13,11.6963
2020-05-14,12.1149
2020-05-15,12.2808
2020-05-16,12.2808
2020-05-17,12.2808
2020-05-18,12.7336
2020-05-19,12.4177
2020-05-20,12.6362
2020-05-21,12.989
2020-05-22,13.1536
2020-05-23,13.1536
2020-05-24,13.1536
2020-05-25,13.1536
2020-05-26,13.5525
2020-05-27,14.0277
2020-05-28,13.9606
2020-05-29,13.8052
2020-05-30,13.8052
2020-05-31,13.8052
2020-06-01,13.8947
2020-06-02,14.0185
2020-06-03,14.3015
2020-06-04,14.3107
2020-06-05,14.6451
2020-06-06,14.6451
2020-06-07,14.6451
2020-06-08,15.0216
2020-06-09,15.0874
2020-06-10,14.5424
2020-06-11,13.7644
2020-06-12,13.8144
2020-06-13,13.8144
2020-06-14,13.8144
2020-06-15,14.0172
2020-06-16,14.6293
2020-06-17,15.1098
2020-06-18,14.8676
2020-06-19,14.7504
2020-06-20,14.7504
2020-06-21,14.7504
2020-06-22,14.6214
2020-06-23,14.8255
2020-06-24,14.6175
2020-06-25,14.4648
2020-06-26,14.1988
2020-06-27,14.1988
2020-06-28,14.1988
2020-06-29,14.7096
2020-06-30,15.4495
2020-07-01,15.5019
2020-07-02,15.3192
2020-07-03,15.3192
2020-07-04,15.3192
2020-07-05,15.3192
2020-07-06,15.6606
2020-07-07,15.373
2020-07-08,15.5699
2020-07-09,15.3079
2020-07-10,15.6351
2020-07-11,15.6351
2020-07-12,15.6351
2020-07-13,15.4623
2020-07-14,15.7781
2020-07-15,16.2568
2020-07-16,15.9948
2020-07-17,15.9934
2020-07-18,15.9934
2020-07-19,15.9934
2020-07-20,15.696
2020-07-21,15.7101
2020-07-22,15.8971
2020-07-23,15.8475
2020-07-24,15.6662
2020-07-25,15.6662
2020-07-26,15.6662
2020-07-27,16.0033
2020-07-28,15.8602
2020-07-29,16.3375
2020-07-30,16.7341
2020-07-31,16.7242
2020-08-01,16.7242
2020-08-02,16.7242
2020-08-03,17.0103
2020-08-04,16.9933
2020-08-05,17.4111
2020-08-06,17.4857
2020-08-07,17.5905
2020-08-08,17.5905
2020-08-09,17.5905
2020-08-10,17.6146
2020-08-11,17.4233
2020-08-12,17.6231
2020-08-13,17.633
2020-08-14,17.4885
2020-08-15,17.4885
2020-08-16,17.4885
2020-08-17,17.7152
2020-08-18,17.5537
2020-08-19,17.4772
2020-08-20,17.5877
2020-08-21,17.4361
2020-08-22,17.4361
2020-08-23,17.4361
2020-08-24,17.6472
2020-08-25,17.5112
2020-08-26,17.6586
2020-08-27,17.514
2020-08-28,17.4729
2020-08-29,17.4729
2020-08-30,17.4729
2020-08-31,17.3808
2020-09-01,17.6472
2020-09-02,17.8314
2020-09-03,16.9812
2020-09-04,16.977
2020-09-05,16.977
2020-09-06,16.977
2020-09-07,16.977
2020-09-08,16.9968
2020-09-09,17.2604
2020-09-10,17.3241
2020-09-11,17.4077
2020-09-12,17.4077
2020-09-13,17.4077
2020-09-14,18.4266
2020-09-15,18.5924
2020-09-16,18.1106
2020-09-17,18.1489
2020-09-18,17.6926
2020-09-19,17.6926
2020-09-20,17.6926
2020-09-21,17.5537
2020-09-22,17.5835
2020-09-23,17.3851
2020-09-24,17.412
2020-09-25,17.6741
2020-09-26,17.6741
2020-09-27,17.6741
2020-09-28,18.0553
2020-09-29,17.7634
2020-09-30,14.7457
2020-10-01,14.8102
2020-10-02,15.0343
2020-10-03,15.0343
2020-10-04,15.0343
2020-10-05,15.0574
2020-10-06,14.7043
2020-10-07,14.6105
2020-10-08,14.7347
2020-10-09,14.8614
2020-10-10,14.8614
2020-10-11,14.8614
2020-10-12,15.0976
2020-10-13,15.2169
2020-10-14,15.3691
2020-10-15,15.4811
2020-10-16,15.3715
2020-10-17,15.3715
2020-10-18,15.3715
2020-10-19,15.1012
2020-10-20,15.0562
2020-10-21,14.6726
2020-10-22,14.7006
2020-10-23,14.6775
2020-10-24,14.6775
2020-10-25,14.6775
2020-10-26,14.4328
2020-10-27,14.5789
2020-10-28,14.4668
2020-10-29,14.3731
2020-10-30,14.7225
2020-10-31,14.7225
2020-11-01,14.7225
2020-11-02,14.7225
2020-11-03,14.7554
2020-11-04,14.9868
2020-11-05,15.7809
2020-11-06,15.748
2020-11-07,15.748
2020-11-08,15.748
2020-11-09,14.5323
2020-11-10,14.7272
2020-11-11,14.9246
2020-11-12,14.9075
2020-11-13,15.3314
2020-11-14,15.3314
2020-11-15,15.3314
2020-11-16,15.787
2020-11-17,16.2268
2020-11-18,16.2182
2020-11-19,16.3376
2020-11-20,16.3742
2020-11-21,16.3742
2020-11-22,16.3742
2020-11-23,16.3815
2020-11-24,16.1256
2020-11-25,16.3108
2020-11-26,16.3108
2020-11-27,16.34
2020-11-28,16.34
2020-11-29,16.34
2020-11-30,16.1598
2020-12-01,16.1208
2020-12-02,15.7846
2020-12-03,16.2085
2020-12-04,16.1598
2020-12-05,16.1598
2020-12-06,16.1598
2020-12-07,16.2134
2020-12-08,15.8674
2020-12-09,15.921
2020-12-10,16.3547
2020-12-11,16.725
2020-12-12,16.725
2020-12-13,16.725
2020-12-14,16.7104
2020-12-15,17.2025
2020-12-16,17.0855
2020-12-17,17.2122
2020-12-18,17.261
2020-12-19,17.261
2020-12-20,17.261
2020-12-21,17.3828
2020-12-22,17.4218
2020-12-23,17.2902
2020-12-24,17.5582
2020-12-25,17.5582
2020-12-26,17.5582
2020-12-27,17.5582
2020-12-28,17.2951
2020-12-29,17.1684
2020-12-30,17.2707
2020-12-31,13.5679
2021-01-01,13.5679
2021-01-02,13.5679
2021-01-03,13.5679
2021-01-04,13.3584
2021-01-05,13.4515
2021-01-06,13.8859
2021-01-07,13.9363
2021-01-08,13.8781
2021-01-09,13.8781
2021-01-10,13.8781
2021-01-11,14.0914
2021-01-12,14.39
2021-01-13,14.1302
2021-01-14,14.1884
2021-01-15,14.231
2021-01-16,14.231
2021-01-17,14.231
2021-01-18,14.231
2021-01-19,14.1069
2021-01-20,14.2465
2021-01-21,14.2
2021-01-22,14.2814
2021-01-23,14.2814
2021-01-24,14.2814
2021-01-25,14.1185
2021-01-26,13.9014
2021-01-27,13.5136
2021-01-28,13.6338
2021-01-29,13.3352
2021-01-30,13.3352
2021-01-31,13.3352
2021-02-01,13.7036
2021-02-02,14.0914
2021-02-03,13.9673
2021-02-04,14.2
2021-02-05,14.1185
2021-02-06,14.1185
2021-02-07,14.1185
2021-02-08,14.4947
2021-02-09,14.4831
2021-02-10,14.4908
2021-02-11,15.5767
2021-02-12,15.6159
2021-02-13,15.6159
2021-02-14,15.6159
2021-02-15,15.6159
2021-02-16,15.2731
2021-02-17,15.1153
2021-02-18,15.4233
2021-02-19,16.0251
2021-02-20,16.0251
2021-02-21,16.0251
2021-02-22,15.9016
2021-02-23,16.1332
2021-02-24,16.2798
2021-02-25,15.9904
2021-02-26,15.9904
2021-02-27,15.9904
2021-02-28,15.9904
2021-03-01,16.5384
2021-03-02,16.6696
2021-03-03,17.0015
2021-03-04,16.2837
2021-03-05,17.0401
2021-03-06,17.0401
2021-03-07,17.0401
2021-03-08,17.4144
2021-03-09,17.2716
2021-03-10,17.2793
2021-03-11,17.3874
2021-03-12,17.7501
2021-03-13,17.7501
2021-03-14,17.7501
2021-03-15,18.2055
2021-03-16,17.6996
2021-03-17,17.9423
2021-03-18,17.5973
2021-03-19,18.0637
2021-03-20,18.0637
2021-03-21,18.0637
2021-03-22,17.8399
2021-03-23,17.055
2021-03-24,16.9564
2021-03-25,17.2257
2021-03-26,17.4949
2021-03-27,17.4949
2021-03-28,17.4949
2021-03-29,16.8616
2021-03-30,17.1081
2021-03-31,15.0906
2021-04-01,15.3726
2021-04-02,15.3726
2021-04-03,15.3726
2021-04-04,15.3726
2021-04-05,15.4054
2021-04-06,15.4382
2021-04-07,15.3923
2021-04-08,15.3956
2021-04-09,15.8679
2021-04-10,15.8679
2021-04-11,15.8679
2021-04-12,15.8449
2021-04-13,15.8351
2021-04-14,15.8843
2021-04-15,15.9138
2021-04-16,16.0548
2021-04-17,16.0548
2021-04-18,16.0548
2021-04-19,15.8908
2021-04-20,15.6842
2021-04-21,16.0319
2021-04-22,15.8777
2021-04-23,16.2123
2021-04-24,16.2123
2021-04-25,16.2123
2021-04-26,16.1368
2021-04-27,16.4287
2021-04-28,16.3172
2021-04-29,15.7072
2021-04-30,15.6088
2021-05-01,15.6088
2021-05-02,15.6088
2021-05-03,15.8843
2021-05-04,15.7761
2021-05-05,15.904
2021-05-06,15.4831
2021-05-07,15.6976
2021-05-08,15.6976
2021-05-09,15.6976
2021-05-10,15.6495
2021-05-11,15.3998
2021-05-12,14.5995
2021-05-13,14.8652
2021-05-14,15.2301
2021-05-15,15.2301
2021-05-16,15.2301
2021-05-17,15.1181
2021-05-18,14.926
2021-05-19,14.7147
2021-05-20,14.7691
2021-05-21,14.5258
2021-05-22,14.5258
2021-05-23,14.5258
2021-05-24,14.8524
2021-05-25,14.8364
2021-05-26,14.8972
2021-05-27,15.7296
2021-05-28,15.4254
2021-05-29,15.4254
2021-05-30,15.4254
2021-05-31,15.4254
2021-06-01,15.6591
2021-06-02,15.3454
2021-06-03,15.243
2021-06-04,15.4446
2021-06-05,15.4446
2021-06-06,15.4446
2021-06-07,15.5727
2021-06-08,15.6463
2021-06-09,15.5727
2021-06-10,15.403
2021-06-11,15.7392
2021-06-12,15.7392
2021-06-13,15.7392
2021-06-14,15.5279
2021-06-15,15.4382
2021-06-16,15.2814
2021-06-17,15.0381
2021-06-18,15.0125
2021-06-19,15.0125
2021-06-20,15.0125
2021-06-21,15.1597
2021-06-22,15.1437
2021-06-23,15.0861
2021-06-24,15.2398
2021-06-25,15.5119
2021-06-26,15.5119
2021-06-27,15.5119
2021-06-28,15.4831
2021-06-29,15.5407
2021-06-30,12.1513
2021-07-01,12.7359
2021-07-02,12.9165
2021-07-03,12.9165
2021-07-04,12.9165
2021-07-05,12.9165
2021-07-06,12.5026
2021-07-07,12.4925
2021-07-08,12.1639
2021-07-09,12.4323
2021-07-10,12.4323
2021-07-11,12.4323
2021-07-12,12.5301
2021-07-13,12.2718
2021-07-14,12.2216
2021-07-15,12.1112
2021-07-16,11.9983
2021-07-17,11.9983
2021-07-18,11.9983
2021-07-19,11.8328
2021-07-20,12.2366
2021-07-21,12.4549
2021-07-22,12.209
2021-07-23,12.3094
2021-07-24,12.3094
2021-07-25,12.3094
2021-07-26,12.3295
2021-07-27,11.9155
2021-07-28,11.7625
2021-07-29,13.2175
2021-07-30,13.1749
2021-07-31,13.1749
2021-08-01,13.1749
2021-08-02,13.0068
2021-08-03,13.0093
2021-08-04,12.917
2021-08-05,13.0272
2021-08-06,12.897
2021-08-07,12.897
2021-08-08,12.897
2021-08-09,13.0021
2021-08-10,13.0322
2021-08-11,13.2674
2021-08-12,13.2424
2021-08-13,13.28
2021-08-14,13.28
2021-08-15,13.28
2021-08-16,13.28
2021-08-17,13.0973
2021-08-18,13.1098
2021-08-19,12.9346
2021-08-20,12.9796
2021-08-21,12.9796
2021-08-22,12.9796
2021-08-23,13.1248
2021-08-24,13.2925
2021-08-25,13.5878
2021-08-26,13.4927
2021-08-27,13.6929
2021-08-28,13.6929
2021-08-29,13.6929
2021-08-30,13.6879
2021-08-31,13.5077
2021-09-01,13.7155
2021-09-02,13.7755
2021-09-03,13.783
2021-09-04,13.783
2021-09-05,13.783
2021-09-06,13.783
2021-09-07,13.7255
2021-09-08,13.783
2021-09-09,14.1985
2021-09-10,14.1384
2021-09-11,14.1384
2021-09-12,14.1384
2021-09-13,14.2661
2021-09-14,14.1835
2021-09-15,14.2836
2021-09-16,14.2561
2021-09-17,14.2285
2021-09-18,14.2285
2021-09-19,14.2285
2021-09-20,14.241
2021-09-21,14.4187
2021-09-22,14.7316
2021-09-23,14.7116
2021-09-24,14.6765
2021-09-25,14.6765
2021-09-26,14.6765
2021-09-27,14.6941
2021-09-28,14.4187
2021-09-29,14.4012
2021-09-30,13.4259
2021-10-01,13.4535
2021-10-02,13.4535
2021-10-03,13.4535
2021-10-04,13.2397
2021-10-05,13.1661
2021-10-06,13.1546
2021-10-07,13.3293
2021-10-08,13.0994
2021-10-09,13.0994
2021-10-10,13.0994
2021-10-11,13.0581
2021-10-12,13.0236
2021-10-13,12.8764
2021-10-14,13.0994
2021-10-15,13.0121
2021-10-16,13.0121
2021-10-17,13.0121
2021-10-18,13.4512
2021-10-19,13.3569
2021-10-20,13.534
2021-10-21,13.7409
2021-10-22,13.7731
2021-10-23,13.7731
2021-10-24,13.7731
2021-10-25,13.7845
2021-10-26,13.6903
2021-10-27,13.5018
2021-10-28,13.1132
2021-10-29,12.9799
2021-10-30,12.9799
2021-10-31,12.9799
2021-11-01,13.1132
2021-11-02,12.9546
2021-11-03,12.9391
2021-11-04,12.8986
2021-11-05,12.9099
2021-11-06,12.9099
2021-11-07,12.9099
2021-11-08,12.8535
2021-11-09,12.7747
2021-11-10,12.6261
2021-11-11,12.5878
2021-11-12,12.8535
2021-11-13,12.8535
2021-11-14,12.8535
2021-11-15,12.9346
2021-11-16,13.1103
2021-11-17,12.7319
2021-11-18,12.7139
2021-11-19,12.6621
2021-11-20,12.6621
2021-11-21,12.6621
2021-11-22,12.6824
2021-11-23,12.6463
2021-11-24,12.6373
2021-11-25,12.6373
2021-11-26,12.2679
2021-11-27,12.2679
2021-11-28,12.2679
2021-11-29,12.3332
2021-11-30,12.4053
2021-12-01,12.5044
2021-12-02,12.8558
2021-12-03,12.5923
2021-12-04,12.5923
2021-12-05,12.5923
2021-12-06,12.9639
2021-12-07,12.9752
2021-12-08,13.063
2021-12-09,12.8423
2021-12-10,12.8535
2021-12-11,12.8535
2021-12-12,12.8535
2021-12-13,13.0563
2021-12-14,13.0946
2021-12-15,13.3851
2021-12-16,13.2027
2021-12-17,13.0405
2021-12-18,13.0405
2021-12-19,13.0405
2021-12-20,12.8603
2021-12-21,13.0382
2021-12-22,13.2297
2021-12-23,13.1846
2021-12-24,13.1846
2021-12-25,13.1846
2021-12-26,13.1846
2021-12-27,13.3468
2021-12-28,13.3851
2021-12-29,13.5157
2021-12-30,13.3401
2021-12-31,12.3853
2022-01-01,12.3853
2022-01-02,12.3853
2022-01-03,12.455
2022-01-04,12.6273
2022-01-05,12.3442
2022-01-06,12.3935
2022-01-07,11.936
2022-01-08,11.936
2022-01-09,11.936
2022-01-10,11.8191
2022-01-11,11.897
2022-01-12,11.8478
2022-01-13,11.7124
2022-01-14,11.3719
2022-01-15,11.3719
2022-01-16,11.3719
2022-01-17,11.3719
2022-01-18,11.1113
2022-01-19,11.0231
2022-01-20,10.818
2022-01-21,10.6785
2022-01-22,10.6785
2022-01-23,10.6785
2022-01-24,10.9308
2022-01-25,10.9062
2022-01-26,10.6785
2022-01-27,10.3277
2022-01-28,10.6395
2022-01-29,10.6395
2022-01-30,10.6395
2022-01-31,10.9041
2022-02-01,10.9739
2022-02-02,10.978
2022-02-03,10.82
2022-02-04,10.8569
2022-02-05,10.8569
2022-02-06,10.8569
2022-02-07,10.8795
2022-02-08,11.0272
2022-02-09,11.3062
2022-02-10,11.0847
2022-02-11,10.978
2022-02-12,10.978
2022-02-13,10.978
2022-02-14,10.9164
2022-02-15,10.9411
2022-02-16,10.7892
2022-02-17,10.3872
2022-02-18,10.4118
2022-02-19,10.4118
2022-02-20,10.4118
2022-02-21,10.4118
2022-02-22,8.7562
2022-02-23,8.87
2022-02-24,9.0649
2022-02-25,9.2578
2022-02-26,9.2578
2022-02-27,9.2578
2022-02-28,9.1073
2022-03-01,8.8873
2022-03-02,9.1826
2022-03-03,9.1227
2022-03-04,8.9915
2022-03-05,8.9915
2022-03-06,8.9915
2022-03-07,8.347
2022-03-08,8.5515
2022-03-09,8.7484
2022-03-10,8.8777
2022-03-11,8.76
2022-03-12,8.76
2022-03-13,8.76
2022-03-14,8.5863
2022-03-15,8.8121
2022-03-16,9.0436
2022-03-17,9.1092
2022-03-18,9.3196
2022-03-19,9.3196
2022-03-20,9.3196
2022-03-21,9.1517
2022-03-22,9.1305
2022-03-23,8.6596
2022-03-24,8.5876
2022-03-25,8.4083
2022-03-26,8.4083
2022-03-27,8.4083
2022-03-28,8.3472
2022-03-29,8.6067
2022-03-30,8.2671
2022-03-31,8.8814
2022-04-01,8.9069
2022-04-02,8.9069
2022-04-03,8.9069
2022-04-04,8.9678
2022-04-05,8.9501
2022-04-06,8.9599
2022-04-07,8.9109
2022-04-08,9.0266
2022-04-09,9.0266
2022-04-10,9.0266
2022-04-11,8.9972
2022-04-12,9.1188
2022-04-13,9.0894
2022-04-14,9.0188
2022-04-15,9.0188
2022-04-16,9.0188
2022-04-17,9.0188
2022-04-18,8.9893
2022-04-19,9.2502
2022-04-20,9.2424
2022-04-21,9.007
2022-04-22,8.8618
2022-04-23,8.8618
2022-04-24,8.8618
2022-04-25,9.0345
2022-04-26,8.7598
2022-04-27,8.6617
2022-04-28,8.9736
2022-04-29,8.7225
2022-04-30,8.7225
2022-05-01,8.7225
2022-05-02,8.903
2022-05-03,8.9521
2022-05-04,9.1404
2022-05-05,8.7853
2022-05-06,8.6949
2022-05-07,8.6949
2022-05-08,8.6949
2022-05-09,8.5352
2022-05-10,8.3601
2022-05-11,8.1043
2022-05-12,8.2813
2022-05-13,8.5025
2022-05-14,8.5025
2022-05-15,8.5025
2022-05-16,8.3986
2022-05-17,8.5487
2022-05-18,8.2293
2022-05-19,8.1947
2022-05-20,8.1851
2022-05-21,8.1851
2022-05-22,8.1851
2022-05-23,8.1966
2022-05-24,7.9561
2022-05-25,8.1639
2022-05-26,8.4005
2022-05-27,8.4852
2022-05-28,8.4852
2022-05-29,8.4852
2022-05-30,8.4852
2022-05-31,8.4775
2022-06-01,8.1447
2022-06-02,8.3447
2022-06-03,8.1928
2022-06-04,8.1928
2022-06-05,8.1928
2022-06-06,8.2582
2022-06-07,8.1678
2022-06-08,8.1274
2022-06-09,7.9869
2022-06-10,7.6618
2022-06-11,7.6618
2022-06-12,7.6618
2022-06-13,7.5656
2022-06-14,7.5214
2022-06-15,7.7599
2022-06-16,7.3251
2022-06-17,7.4906
2022-06-18,7.4906
2022-06-19,7.4906
2022-06-20,7.4906
2022-06-21,7.4867
2022-06-22,7.5541
2022-06-23,7.7426
2022-06-24,7.9561
2022-06-25,7.9561
2022-06-26,7.9561
2022-06-27,7.8599
2022-06-28,7.733
2022-06-29,7.5714
2022-06-30,8.5124
2022-07-01,8.4892
2022-07-02,8.4892
2022-07-03,8.4892
2022-07-04,8.4892
2022-07-05,8.8179
2022-07-06,8.6178
2022-07-07,8.7674
2022-07-08,8.7442
2022-07-09,8.7442
2022-07-10,8.7442
2022-07-11,8.7189
2022-07-12,8.8095
2022-07-13,8.8643
2022-07-14,8.7484
2022-07-15,8.8158
2022-07-16,8.8158
2022-07-17,8.8158
2022-07-18,8.8917
2022-07-19,9.1108
2022-07-20,9.252
2022-07-21,9.3679
2022-07-22,9.3405
2022-07-23,9.3405
2022-07-24,9.3405
2022-07-25,9.2794
2022-07-26,9.1024
2022-07-27,9.3173
2022-07-28,9.6355
2022-07-29,9.7999
2022-07-30,9.7999
2022-07-31,9.7999
2022-08-01,9.8757
2022-08-02,9.6903
2022-08-03,9.7224
2022-08-04,9.7059
2022-08-05,9.6315
2022-08-06,9.6315
2022-08-07,9.6315
2022-08-08,9.8134
2022-08-09,9.5364
2022-08-10,9.7472
2022-08-11,9.9043
2022-08-12,9.9808
2022-08-13,9.9808
2022-08-14,9.9808
2022-08-15,9.9891
2022-08-16,10.1544
2022-08-17,9.9705
2022-08-18,9.9911
2022-08-19,9.7865
2022-08-20,9.7865
2022-08-21,9.7865
2022-08-22,9.5943
2022-08-23,9.5922
2022-08-24,9.5674
2022-08-25,9.6108
2022-08-26,9.3607
2022-08-27,9.3607
2022-08-28,9.3607
2022-08-29,9.3111
2022-08-30,9.3401
2022-08-31,9.1788
2022-09-01,9.2594
2022-09-02,9.152
2022-09-03,9.152
2022-09-04,9.152
2022-09-05,9.152
2022-09-06,9.0528
2022-09-07,9.6398
2022-09-08,9.6005
2022-09-09,9.7679
2022-09-10,9.7679
2022-09-11,9.7679
2022-09-12,9.8444
2022-09-13,9.7286
2022-09-14,9.77
2022-09-15,9.7968
2022-09-16,9.586
2022-09-17,9.586
2022-09-18,9.586
2022-09-19,9.7307
2022-09-20,9.5467
2022-09-21,9.5054
2022-09-22,9.2057
2022-09-23,9.1416
2022-09-24,9.1416
2022-09-25,9.1416
2022-09-26,9.0817
2022-09-27,9.1106
2022-09-28,9.3111
2022-09-29,9.0424
2022-09-30,9.4562
2022-10-01,9.4562
2022-10-02,9.4562
2022-10-03,9.7196
2022-10-04,10.1039
2022-10-05,10.1302
2022-10-06,10.2048
2022-10-07,10.0621
2022-10-08,10.0621
2022-10-09,10.0621
2022-10-10,10.0314
2022-10-11,9.8404
2022-10-12,9.8843
2022-10-13,9.8162
2022-10-14,9.6384
2022-10-15,9.6384
2022-10-16,9.6384
2022-10-17,9.9019
2022-10-18,10.0577
2022-10-19,9.858
2022-10-20,9.8053
2022-10-21,10.0621
2022-10-22,10.0621
2022-10-23,10.0621
2022-10-24,10.1434
2022-10-25,10.3563
2022-10-26,10.3322
2022-10-27,10.0336
2022-10-28,10.1412
2022-10-29,10.1412
2022-10-30,10.1412
2022-10-31,10.0599
2022-11-01,10.0753
2022-11-02,9.6538
2022-11-03,10.0797
2022-11-04,10.5034
2022-11-05,10.5034
2022-11-06,10.5034
2022-11-07,10.5935
2022-11-08,10.644
2022-11-09,10.6005
2022-11-10,11.0213
2022-11-11,11.248
2022-11-12,11.248
2022-11-13,11.248
2022-11-14,10.9711
2022-11-15,11.2742
2022-11-16,11.0605
2022-11-17,10.9537
2022-11-18,10.9668
2022-11-19,10.9668
2022-11-20,10.9668
2022-11-21,10.9297
2022-11-22,11.0365
2022-11-23,11.1041
2022-11-24,11.1041
2022-11-25,11.0147
2022-11-26,11.0147
2022-11-27,11.0147
2022-11-28,10.9908
2022-11-29,10.8752
2022-11-30,11.0823
2022-12-01,11.1521
2022-12-02,11.1499
2022-12-03,11.1499
2022-12-04,11.1499
2022-12-05,11.0256
2022-12-06,11.0671
2022-12-07,11.0453
2022-12-08,11.2328
2022-12-09,11.224
2022-12-10,11.224
2022-12-11,11.224
2022-12-12,11.1957
2022-12-13,11.3984
2022-12-14,11.575
2022-12-15,11.5663
2022-12-16,11.4377
2022-12-17,11.4377
2022-12-18,11.4377
2022-12-19,11.3723
2022-12-20,11.3832
2022-12-21,11.5467
2022-12-22,11.599
2022-12-23,11.6928
2022-12-24,11.6928
2022-12-25,11.6928
2022-12-26,11.6928
2022-12-27,11.7582
2022-12-28,11.562
2022-12-29,11.6165
2022-12-30,13.4875
2022-12-31,13.4875
2023-01-01,13.4875
2023-01-02,13.4875
2023-01-03,13.3468
2023-01-04,13.6382
2023-01-05,13.6181
2023-01-06,13.8417
2023-01-07,13.8417
2023-01-08,13.8417
2023-01-09,13.9598
2023-01-10,14.3618
2023-01-11,14.6532
2023-01-12,14.6431
2023-01-13,14.829
2023-01-14,14.829
2023-01-15,14.829
2023-01-16,14.829
2023-01-17,14.6004
2023-01-18,14.4798
2023-01-19,14.2336
2023-01-20,14.5075
2023-01-21,14.5075
2023-01-22,14.5075
2023-01-23,14.6934
2023-01-24,14.5276
2023-01-25,14.4924
2023-01-26,14.623
2023-01-27,14.8768
2023-01-28,14.8768
2023-01-29,14.8768
2023-01-30,14.8265
2023-01-31,15.1004
2023-02-01,15.6279
2023-02-02,15.9797
2023-02-03,15.7912
2023-02-04,15.7912
2023-02-05,15.7912
2023-02-06,15.3993
2023-02-07,15.4295
2023-02-08,15.1808
2023-02-09,15.2582
2023-02-10,15.1079
2023-02-11,15.1079
2023-02-12,15.1079
2023-02-13,15.123
2023-02-14,15.1505
2023-02-15,15.5236
2023-02-16,15.501
2023-02-17,15.6602
2023-02-18,15.6602
2023-02-19,15.6602
2023-02-20,15.6602
2023-02-21,15.2531
2023-02-22,15.463
2023-02-23,15.7335
2023-02-24,15.6602
2023-02-25,15.6602
2023-02-26,15.6602
2023-02-27,15.6501
2023-02-28,15.6703
2023-03-01,15.6779
2023-03-02,15.726
2023-03-03,15.6804
2023-03-04,15.6804
2023-03-05,15.6804
2023-03-06,15.5034
2023-03-07,15.377
2023-03-08,15.4352
2023-03-09,15.0407
2023-03-10,14.7929
2023-03-11,14.7929
2023-03-12,14.7929
2023-03-13,14.6083
2023-03-14,14.6235
2023-03-15,14.4009
2023-03-16,14.4313
2023-03-17,13.9787
2023-03-18,13.9787
