,PHM US Equity
2023-03-18,4.0832
2023-03-19,4.0832
2023-03-20,4.0793
2023-03-21,4.1092
2023-03-22,4.1164
2023-03-23,4.1462
2023-03-24,4.1638
2023-03-25,4.1638
2023-03-26,4.1638
2023-03-27,4.1566
2023-03-28,4.2034
2023-03-29,4.1956
2023-03-30,4.1716
2023-03-31,4.0153
2023-04-01,4.0153
2023-04-02,4.0153
2023-04-03,4.0608
2023-04-04,4.0241
2023-04-05,4.0374
2023-04-06,3.9875
2023-04-07,3.9875
2023-04-08,3.9875
2023-04-09,3.9875
2023-04-10,4.0184
2023-04-11,4.1088
2023-04-12,4.1082
2023-04-13,4.074
2023-04-14,4.1328
2023-04-15,4.1328
2023-04-16,4.1328
2023-04-17,4.1613
2023-04-18,4.2877
2023-04-19,4.2782
2023-04-20,4.3016
2023-04-21,4.3028
2023-04-22,4.3028
2023-04-23,4.3028
2023-04-24,4.3679
2023-04-25,4.4169
2023-04-26,4.3968
2023-04-27,4.5
2023-04-28,4.5553
2023-04-29,4.5553
2023-04-30,4.5553
2023-05-01,4.4691
2023-05-02,4.4685
2023-05-03,4.5138
2023-05-04,4.5063
2023-05-05,4.5471
2023-05-06,4.5471
2023-05-07,4.5471
2023-05-08,4.5949
2023-05-09,4.5918
2023-05-10,4.5962
2023-05-11,4.6163
2023-05-12,4.6358
2023-05-13,4.6358
2023-05-14,4.6358
2023-05-15,4.6434
2023-05-16,4.6943
2023-05-17,4.7031
2023-05-18,4.744
2023-05-19,4.683
2023-05-20,4.683
2023-05-21,4.683
2023-05-22,4.5723
2023-05-23,4.4635
2023-05-24,4.4679
2023-05-25,4.5157
2023-05-26,4.4748
2023-05-27,4.4748
2023-05-28,4.4748
2023-05-29,4.4748
2023-05-30,4.5264
2023-05-31,4.488
2023-06-01,4.5647
2023-06-02,4.6956
2023-06-03,4.6956
2023-06-04,4.6956
2023-06-05,4.6981
2023-06-06,4.8717
2023-06-07,4.8333
2023-06-08,4.8107
2023-06-09,4.8597
2023-06-10,4.8597
2023-06-11,4.8597
2023-06-12,4.917
2023-06-13,4.9792
2023-06-14,4.939
2023-06-15,4.9836
2023-06-16,4.9553
2023-06-17,4.9553
2023-06-18,4.9553
2023-06-19,4.9553
2023-06-20,5.0415
2023-06-21,5.0962
2023-06-22,5.1151
2023-06-23,5.1289
2023-06-24,5.1289
2023-06-25,5.1289
2023-06-26,5.1138
2023-06-27,5.2799
2023-06-28,5.2201
2023-06-29,5.195
2023-06-30,4.9866
2023-07-01,4.9866
2023-07-02,4.9866
2023-07-03,4.9626
2023-07-04,4.9626
2023-07-05,4.9521
2023-07-06,4.822
2023-07-07,4.8232
2023-07-08,4.8232
2023-07-09,4.8232
2023-07-10,4.9681
2023-07-11,5.0187
2023-07-12,5.1297
2023-07-13,5.1513
2023-07-14,5.2845
2023-07-15,5.2845
2023-07-16,5.2845
2023-07-17,5.2346
2023-07-18,5.2543
2023-07-19,5.2506
2023-07-20,4.9768
2023-07-21,5.0119
2023-07-22,5.0119
2023-07-23,5.0119
2023-07-24,5.0391
2023-07-25,5.2536
2023-07-26,5.3069
2023-07-27,5.2669
2023-07-28,5.3384
2023-07-29,5.3384
2023-07-30,5.3384
2023-07-31,5.3124
2023-08-01,5.3263
2023-08-02,5.262
2023-08-03,5.1341
2023-08-04,5.3099
2023-08-05,5.3099
2023-08-06,5.3099
2023-08-07,5.3875
2023-08-08,5.4106
2023-08-09,5.3536
2023-08-10,5.2257
2023-08-11,5.2141
2023-08-12,5.2141
2023-08-13,5.2141
2023-08-14,5.2911
2023-08-15,5.3033
2023-08-16,5.2014
2023-08-17,4.9728
2023-08-18,5.0038
2023-08-19,5.0038
2023-08-20,5.0038
2023-08-21,4.9225
2023-08-22,4.9753
2023-08-23,5.0256
2023-08-24,4.9474
2023-08-25,4.8746
2023-08-26,4.8746
2023-08-27,4.8746
2023-08-28,4.911
2023-08-29,5.0407
2023-08-30,5.1129
2023-08-31,5.1711
2023-09-01,5.2057
2023-09-02,5.2057
2023-09-03,5.2057
2023-09-04,5.2057
2023-09-05,4.9183
2023-09-06,4.9983
2023-09-07,5.1056
2023-09-08,5.0899
2023-09-09,5.0899
2023-09-10,5.0899
2023-09-11,5.1493
2023-09-12,4.9474
2023-09-13,4.8619
2023-09-14,4.9601
2023-09-15,4.8201
2023-09-16,4.8201
2023-09-17,4.8201
2023-09-18,4.8413
2023-09-19,4.8728
2023-09-20,4.831
2023-09-21,4.6764
2023-09-22,4.6788
2023-09-23,4.6788
2023-09-24,4.6788
2023-09-25,4.6782
2023-09-26,4.6382
2023-09-27,4.6339
2023-09-28,4.7291
2023-09-29,4.6761
2023-09-30,4.6761
2023-10-01,4.6761
2023-10-02,4.6256
2023-10-03,4.4744
2023-10-04,4.5734
2023-10-05,4.5436
2023-10-06,4.5637
2023-10-07,4.5637
2023-10-08,4.5637
2023-10-09,4.6196
2023-10-10,4.6688
2023-10-11,4.7696
2023-10-12,4.5461
2023-10-13,4.6056
2023-10-14,4.6056
2023-10-15,4.6056
2023-10-16,4.605
2023-10-17,4.6402
2023-10-18,4.5394
2023-10-19,4.4379
2023-10-20,4.4088
2023-10-21,4.4088
2023-10-22,4.4088
2023-10-23,4.4647
2023-10-24,4.4539
2023-10-25,4.4163
2023-10-26,4.4951
2023-10-27,4.47
2023-10-28,4.47
2023-10-29,4.47
2023-10-30,4.4885
2023-10-31,4.5697
2023-11-01,4.7869
2023-11-02,4.9624
2023-11-03,5.1533
2023-11-04,5.1533
2023-11-05,5.1533
2023-11-06,5.0632
2023-11-07,5.0734
2023-11-08,5.0531
2023-11-09,5.0065
2023-11-10,5.0936
2023-11-11,5.0936
2023-11-12,5.0936
2023-11-13,5.074
2023-11-14,5.4207
2023-11-15,5.3723
2023-11-16,5.3682
2023-11-17,5.4475
2023-11-18,5.4475
2023-11-19,5.4475
2023-11-20,5.4451
2023-11-21,5.3873
2023-11-22,5.4261
2023-11-23,5.4261
2023-11-24,5.4356
2023-11-25,5.4356
2023-11-26,5.4356
2023-11-27,5.4243
2023-11-28,5.4052
2023-11-29,5.4302
2023-11-30,5.4547
2023-12-01,5.6099
2023-12-02,5.6099
2023-12-03,5.6099
2023-12-04,5.6099
2023-12-05,5.6039
2023-12-06,5.6958
2023-12-07,5.8151
2023-12-08,5.9256
2023-12-09,5.9256
2023-12-10,5.9256
2023-12-11,5.91
2023-12-12,5.9065
2023-12-13,6.024
2023-12-14,6.437
2023-12-15,6.2944
2023-12-16,6.2944
2023-12-17,6.2944
2023-12-18,6.2651
2023-12-19,6.3212
2023-12-20,6.2699
2023-12-21,6.2908
2023-12-22,6.2908
2023-12-23,6.2908
2023-12-24,6.2908
2023-12-25,6.2908
2023-12-26,6.3355
2023-12-27,6.3803
2023-12-28,6.354
2023-12-29,6.6039
2023-12-30,6.6039
2023-12-31,6.6039
2024-01-01,6.6039
2024-01-02,6.4982
2024-01-03,6.4299
2024-01-04,6.4198
2024-01-05,6.4938
2024-01-06,6.4938
2024-01-07,6.4938
2024-01-08,6.6362
2024-01-09,6.6096
2024-01-10,6.7298
2024-01-11,6.7684
2024-01-12,6.7109
2024-01-13,6.7109
2024-01-14,6.7109
2024-01-15,6.7109
2024-01-16,6.6609
2024-01-17,6.6375
2024-01-18,6.6678
2024-01-19,6.7843
2024-01-20,6.7843
2024-01-21,6.7843
2024-01-22,6.9848
2024-01-23,6.628
2024-01-24,6.5495
2024-01-25,6.7248
2024-01-26,6.7241
2024-01-27,6.7241
2024-01-28,6.7241
2024-01-29,6.7836
2024-01-30,6.7513
2024-01-31,6.6887
2024-02-01,6.826
2024-02-02,6.7779
2024-02-03,6.7779
2024-02-04,6.7779
2024-02-05,6.5688
2024-02-06,6.4579
2024-02-07,6.4853
2024-02-08,6.5009
2024-02-09,6.4909
2024-02-10,6.4909
2024-02-11,6.4909
2024-02-12,6.6516
2024-02-13,6.4225
2024-02-14,6.5358
2024-02-15,6.5769
2024-02-16,6.3882
2024-02-17,6.3882
2024-02-18,6.3882
2024-02-19,6.3882
2024-02-20,6.4872
2024-02-21,6.5233
2024-02-22,6.5893
2024-02-23,6.6553
2024-02-24,6.6553
2024-02-25,6.6553
2024-02-26,6.6839
2024-02-27,6.725
2024-02-28,6.6982
2024-02-29,6.8196
2024-03-01,6.9958
2024-03-02,6.9958
2024-03-03,6.9958
2024-03-04,6.9846
2024-03-05,6.9485
2024-03-06,7.0101
2024-03-07,7.1571
2024-03-08,7.0873
2024-03-09,7.0873
2024-03-10,7.0873
2024-03-11,6.9734
2024-03-12,7.055
2024-03-13,7.1869
2024-03-14,6.9031
2024-03-15,6.9765
2024-03-16,6.9765
2024-03-17,6.9765
2024-03-18,6.9317
2024-03-19,7.0083
2024-03-20,7.1689
2024-03-21,7.2978
2024-03-22,7.322
2024-03-23,7.322
2024-03-24,7.322
2024-03-25,7.2747
2024-03-26,7.2934
2024-03-27,7.4192
2024-03-28,7.5816
2024-03-29,7.5816
2024-03-30,7.5816
2024-03-31,7.5816
2024-04-01,7.4453
2024-04-02,7.182
2024-04-03,7.2704
2024-04-04,7.1596
2024-04-05,7.3158
2024-04-06,7.3158
2024-04-07,7.3158
2024-04-08,7.2349
