,OMC US Equity
2023-03-19,10.0229
2023-03-20,10.2662
2023-03-21,10.3858
2023-03-22,10.1659
2023-03-23,10.2623
2023-03-24,10.1101
2023-03-25,10.1101
2023-03-26,10.1101
2023-03-27,10.1961
2023-03-28,10.2165
2023-03-29,10.3856
2023-03-30,10.6041
2023-03-31,11.0973
2023-04-01,11.0973
2023-04-02,11.0973
2023-04-03,11.1807
2023-04-04,11.141
2023-04-05,11.0304
2023-04-06,10.9722
2023-04-07,10.9722
2023-04-08,10.9722
2023-04-09,10.9722
2023-04-10,10.9877
2023-04-11,11.0227
2023-04-12,11.0246
2023-04-13,11.1041
2023-04-14,11.1623
2023-04-15,11.1623
2023-04-16,11.1623
2023-04-17,11.2302
2023-04-18,11.2719
2023-04-19,10.8018
2023-04-20,10.8115
2023-04-21,10.9642
2023-04-22,10.9642
2023-04-23,10.9642
2023-04-24,10.9575
2023-04-25,10.8912
2023-04-26,10.6462
2023-04-27,10.6193
2023-04-28,10.6491
2023-04-29,10.6491
2023-04-30,10.6491
2023-05-01,10.8038
2023-05-02,10.6943
2023-05-03,10.31
2023-05-04,10.3753
2023-05-05,10.5703
2023-05-06,10.5703
2023-05-07,10.5703
2023-05-08,10.7846
2023-05-09,10.7548
2023-05-10,10.7039
2023-05-11,10.7029
2023-05-12,10.8672
2023-05-13,10.8672
2023-05-14,10.8672
2023-05-15,10.7596
2023-05-16,10.7749
2023-05-17,10.8758
2023-05-18,10.9997
2023-05-19,10.9114
2023-05-20,10.9114
2023-05-21,10.9114
2023-05-22,10.8633
2023-05-23,10.7903
2023-05-24,10.6798
2023-05-25,10.5098
2023-05-26,10.5895
2023-05-27,10.5895
2023-05-28,10.5895
2023-05-29,10.5895
2023-05-30,10.6299
2023-05-31,10.4205
2023-06-01,10.5271
2023-06-02,10.7212
2023-06-03,10.7212
2023-06-04,10.7212
2023-06-05,10.6952
2023-06-06,10.8643
2023-06-07,11.0555
2023-06-08,11.0228
2023-06-09,11.0257
2023-06-10,11.0257
2023-06-11,11.0257
2023-06-12,11.1035
2023-06-13,11.1102
2023-06-14,11.0382
2023-06-15,11.1323
2023-06-16,11.0891
2023-06-17,11.0891
2023-06-18,11.0891
2023-06-19,11.0891
2023-06-20,10.945
2023-06-21,11.0266
2023-06-22,11.0891
2023-06-23,10.8998
2023-06-24,10.8998
2023-06-25,10.8998
2023-06-26,11.0017
2023-06-27,11.2428
2023-06-28,11.2169
2023-06-29,10.9911
2023-06-30,11.263
2023-07-01,11.263
2023-07-02,11.263
2023-07-03,11.3022
2023-07-04,11.3022
2023-07-05,11.154
2023-07-06,10.9761
2023-07-07,11.0564
2023-07-08,11.0564
2023-07-09,11.0564
2023-07-10,11.0698
2023-07-11,11.3692
2023-07-12,11.2668
2023-07-13,11.3826
2023-07-14,11.3721
2023-07-15,11.3721
2023-07-16,11.3721
2023-07-17,11.5576
2023-07-18,11.528
2023-07-19,10.4763
2023-07-20,10.5132
2023-07-21,10.1003
2023-07-22,10.1003
2023-07-23,10.1003
2023-07-24,10.0321
2023-07-25,9.9857
2023-07-26,10.015
2023-07-27,9.961
2023-07-28,9.9809
2023-07-29,9.9809
2023-07-30,9.9809
2023-07-31,10.177
2023-08-01,10.0093
2023-08-02,9.9923
2023-08-03,9.9213
2023-08-04,9.8909
2023-08-05,9.8909
2023-08-06,9.8909
2023-08-07,9.8824
2023-08-08,9.7744
2023-08-09,9.7697
2023-08-10,9.7223
2023-08-11,9.7309
2023-08-12,9.7309
2023-08-13,9.7309
2023-08-14,9.7347
2023-08-15,9.7451
2023-08-16,9.6939
2023-08-17,9.6106
2023-08-18,9.7309
2023-08-19,9.7309
2023-08-20,9.7309
2023-08-21,9.6759
2023-08-22,9.6579
2023-08-23,9.7479
2023-08-24,9.6731
2023-08-25,9.7261
2023-08-26,9.7261
2023-08-27,9.7261
2023-08-28,9.7811
2023-08-29,9.8066
2023-08-30,9.8237
2023-08-31,9.8351
2023-09-01,9.7593
2023-09-02,9.7593
2023-09-03,9.7593
2023-09-04,9.7593
2023-09-05,9.7081
2023-09-06,9.7555
2023-09-07,9.6987
2023-09-08,9.6352
2023-09-09,9.6352
2023-09-10,9.6352
2023-09-11,9.6854
2023-09-12,9.6513
2023-09-13,9.5282
2023-09-14,9.5869
2023-09-15,9.4941
2023-09-16,9.4941
2023-09-17,9.4941
2023-09-18,9.4969
2023-09-19,9.4335
2023-09-20,9.2516
2023-09-21,9.2364
2023-09-22,9.1465
2023-09-23,9.1465
2023-09-24,9.1465
2023-09-25,9.209
2023-09-26,9.1199
2023-09-27,9.1133
2023-09-28,9.1758
2023-09-29,9.1804
2023-09-30,9.1804
2023-10-01,9.1804
2023-10-02,9.0751
2023-10-03,8.9914
2023-10-04,9.0694
2023-10-05,9.0328
2023-10-06,9.1588
2023-10-07,9.1588
2023-10-08,9.1588
2023-10-09,9.2199
2023-10-10,9.2557
2023-10-11,9.2143
2023-10-12,9.2829
2023-10-13,9.187
2023-10-14,9.187
2023-10-15,9.187
2023-10-16,9.3253
2023-10-17,9.3742
2023-10-18,9.2734
2023-10-19,9.1688
2023-10-20,9.1424
2023-10-21,9.1424
2023-10-22,9.1424
2023-10-23,9.2969
2023-10-24,9.1942
2023-10-25,9.1848
2023-10-26,9.1744
2023-10-27,9.1471
2023-10-28,9.1471
2023-10-29,9.1471
2023-10-30,9.1971
2023-10-31,9.2338
2023-11-01,9.1933
2023-11-02,9.393
2023-11-03,9.492
2023-11-04,9.492
2023-11-05,9.492
2023-11-06,9.4364
2023-11-07,9.3987
2023-11-08,9.3054
2023-11-09,9.2404
2023-11-10,9.312
2023-11-11,9.312
2023-11-12,9.312
2023-11-13,9.3092
2023-11-14,9.5466
2023-11-15,9.541
2023-11-16,9.4279
2023-11-17,9.6248
2023-11-18,9.6248
2023-11-19,9.6248
2023-11-20,9.6352
2023-11-21,9.5881
2023-11-22,9.6531
2023-11-23,9.6531
2023-11-24,9.7219
2023-11-25,9.7219
2023-11-26,9.7219
2023-11-27,9.638
2023-11-28,9.6324
2023-11-29,9.6936
2023-11-30,9.7728
2023-12-01,9.8839
2023-12-02,9.8839
2023-12-03,9.8839
2023-12-04,9.9386
2023-12-05,9.8453
2023-12-06,9.8971
2023-12-07,9.9113
2023-12-08,9.8962
2023-12-09,9.8962
2023-12-10,9.8962
2023-12-11,10.095
2023-12-12,10.0865
2023-12-13,10.0837
2023-12-14,10.3193
2023-12-15,10.3541
2023-12-16,10.3541
2023-12-17,10.3541
2023-12-18,10.3089
2023-12-19,10.3428
2023-12-20,10.2533
2023-12-21,10.3193
2023-12-22,10.2863
2023-12-23,10.2863
2023-12-24,10.2863
2023-12-25,10.2863
2023-12-26,10.3447
2023-12-27,10.339
2023-12-28,10.3475
2023-12-29,9.7751
2023-12-30,9.7751
2023-12-31,9.7751
2024-01-01,9.7751
2024-01-02,9.8447
2024-01-03,9.6322
2024-01-04,9.6416
2024-01-05,9.7159
2024-01-06,9.7159
2024-01-07,9.7159
2024-01-08,9.9359
2024-01-09,9.9519
2024-01-10,9.9369
2024-01-11,10.0234
2024-01-12,9.9867
2024-01-13,9.9867
2024-01-14,9.9867
2024-01-15,9.9867
2024-01-16,9.9566
2024-01-17,9.8823
2024-01-18,9.9096
2024-01-19,9.904
2024-01-20,9.904
2024-01-21,9.904
2024-01-22,9.9886
2024-01-23,10.0554
2024-01-24,10.0234
2024-01-25,10.1955
2024-01-26,10.187
2024-01-27,10.187
2024-01-28,10.187
2024-01-29,10.2293
2024-01-30,10.2331
2024-01-31,10.1391
2024-02-01,10.0855
2024-02-02,10.0996
2024-02-03,10.0996
2024-02-04,10.0996
2024-02-05,9.9905
2024-02-06,10.0093
2024-02-07,9.7596
2024-02-08,9.7888
2024-02-09,9.5969
2024-02-10,9.5969
2024-02-11,9.5969
2024-02-12,9.7719
2024-02-13,9.6486
2024-02-14,9.7098
2024-02-15,9.8264
2024-02-16,9.8716
2024-02-17,9.8716
2024-02-18,9.8716
2024-02-19,9.8716
2024-02-20,9.9516
2024-02-21,9.976
2024-02-22,9.9469
2024-02-23,9.9741
2024-02-24,9.9741
2024-02-25,9.9741
2024-02-26,10.0202
2024-02-27,10.0268
2024-02-28,9.9271
2024-02-29,9.9544
2024-03-01,9.9591
2024-03-02,9.9591
2024-03-03,9.9591
2024-03-04,10.0306
2024-03-05,10.0174
2024-03-06,10.1623
2024-03-07,10.3636
2024-03-08,10.2648
2024-03-09,10.2648
2024-03-10,10.2648
2024-03-11,10.5207
2024-03-12,10.5621
2024-03-13,10.6392
2024-03-14,10.3532
2024-03-15,10.3184
2024-03-16,10.3184
2024-03-17,10.3184
2024-03-18,10.3645
2024-03-19,10.421
2024-03-20,10.5066
2024-03-21,10.5113
2024-03-22,10.4793
2024-03-23,10.4793
2024-03-24,10.4793
2024-03-25,10.4229
2024-03-26,10.3674
2024-03-27,10.5912
2024-03-28,10.7418
2024-03-29,10.7418
2024-03-30,10.7418
2024-03-31,10.7418
2024-04-01,10.7248
2024-04-02,10.6054
2024-04-03,10.5583
2024-04-04,10.4012
2024-04-05,10.3523
2024-04-06,10.3523
2024-04-07,10.3523
2024-04-08,10.3956
