,ECOL US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,36.1259
2020-01-02,35.7569
2020-01-03,35.863
2020-01-04,35.863
2020-01-05,35.863
2020-01-06,35.8375
2020-01-07,35.5322
2020-01-08,35.3413
2020-01-09,35.2014
2020-01-10,35.1675
2020-01-11,35.1675
2020-01-12,35.1675
2020-01-13,35.0911
2020-01-14,34.5652
2020-01-15,34.3744
2020-01-16,34.7985
2020-01-17,35.0784
2020-01-18,35.0784
2020-01-19,35.0784
2020-01-20,35.0784
2020-01-21,34.9384
2020-01-22,35.0954
2020-01-23,34.8918
2020-01-24,34.6988
2020-01-25,34.6988
2020-01-26,34.6988
2020-01-27,34.7773
2020-01-28,34.9427
2020-01-29,34.7688
2020-01-30,34.6246
2020-01-31,34.4719
2020-02-01,34.4719
2020-02-02,34.4719
2020-02-03,34.6585
2020-02-04,34.684
2020-02-05,34.4592
2020-02-06,34.455
2020-02-07,33.5644
2020-02-08,33.5644
2020-02-09,33.5644
2020-02-10,33.1276
2020-02-11,33.1997
2020-02-12,32.9876
2020-02-13,33.1954
2020-02-14,32.678
2020-02-15,32.678
2020-02-16,32.678
2020-02-17,32.678
2020-02-18,32.8095
2020-02-19,32.3557
2020-02-20,32.6271
2020-02-21,32.8816
2020-02-22,32.8816
2020-02-23,32.8816
2020-02-24,32.4109
2020-02-25,32.1734
2020-02-26,32.326
2020-02-27,30.3752
2020-02-28,29.404
2020-02-29,29.404
2020-03-01,29.404
2020-03-02,30.4982
2020-03-03,31.0962
2020-03-04,31.5216
2020-03-05,31.0284
2020-03-06,31.1143
2020-03-07,31.1143
2020-03-08,31.1143
2020-03-09,29.1098
2020-03-10,27.8473
2020-03-11,26.9107
2020-03-12,26.0464
2020-03-13,27.0826
2020-03-14,27.0826
2020-03-15,27.0826
2020-03-16,24.6889
2020-03-17,24.8428
2020-03-18,23.1188
2020-03-19,24.5894
2020-03-20,25.0871
2020-03-21,25.0871
2020-03-22,25.0871
2020-03-23,24.7568
2020-03-24,25.2727
2020-03-25,25.5668
2020-03-26,26.0962
2020-03-27,25.707
2020-03-28,25.707
2020-03-29,25.707
2020-03-30,25.4808
2020-03-31,25.4808
2020-04-01,25.4808
2020-04-02,25.4808
2020-04-03,25.4808
2020-04-04,25.4808
2020-04-05,25.4808
2020-04-06,25.4808
2020-04-07,25.4808
2020-04-08,25.4808
2020-04-09,25.4808
2020-04-10,25.4808
2020-04-11,25.4808
2020-04-12,25.4808
2020-04-13,25.4808
2020-04-14,25.4808
2020-04-15,25.4808
2020-04-16,25.4808
2020-04-17,25.4808
2020-04-18,25.4808
2020-04-19,25.4808
2020-04-20,25.4808
2020-04-21,25.4808
2020-04-22,25.4808
2020-04-23,25.4808
2020-04-24,25.4808
2020-04-25,25.4808
2020-04-26,25.4808
2020-04-27,25.4808
2020-04-28,25.4808
2020-04-29,25.4808
2020-04-30,25.4808
2020-05-01,25.4808
2020-05-02,25.4808
2020-05-03,25.4808
2020-05-04,25.4808
2020-05-05,25.4808
2020-05-06,25.4808
2020-05-07,25.4808
2020-05-08,25.4808
2020-05-09,25.4808
2020-05-10,25.4808
2020-05-11,25.4808
2020-05-12,25.4808
2020-05-13,25.4808
2020-05-14,25.4808
2020-05-15,25.4808
2020-05-16,25.4808
2020-05-17,25.4808
2020-05-18,25.4808
2020-05-19,25.4808
2020-05-20,25.4808
2020-05-21,25.4808
2020-05-22,25.4808
2020-05-23,25.4808
2020-05-24,25.4808
2020-05-25,25.4808
2020-05-26,25.4808
2020-05-27,25.4808
2020-05-28,25.4808
2020-05-29,25.4808
2020-05-30,25.4808
2020-05-31,25.4808
2020-06-01,25.4808
2020-06-02,25.4808
2020-06-03,25.4808
2020-06-04,25.4808
2020-06-05,25.4808
2020-06-06,25.4808
2020-06-07,25.4808
2020-06-08,25.4808
2020-06-09,25.4808
2020-06-10,25.4808
2020-06-11,25.4808
2020-06-12,25.4808
2020-06-13,25.4808
2020-06-14,25.4808
2020-06-15,25.4808
2020-06-16,25.4808
2020-06-17,25.4808
2020-06-18,25.4808
2020-06-19,25.4808
2020-06-20,25.4808
2020-06-21,25.4808
2020-06-22,25.4808
2020-06-23,25.4808
2020-06-24,25.4808
2020-06-25,25.4808
2020-06-26,25.4808
2020-06-27,25.4808
2020-06-28,25.4808
2020-06-29,25.4808
2020-06-30,25.4808
2020-07-01,25.4808
2020-07-02,25.4808
2020-07-03,25.4808
2020-07-04,25.4808
2020-07-05,25.4808
2020-07-06,25.4808
2020-07-07,25.4808
2020-07-08,25.4808
2020-07-09,25.4808
2020-07-10,25.4808
2020-07-11,25.4808
2020-07-12,25.4808
2020-07-13,25.4808
2020-07-14,25.4808
2020-07-15,25.4808
2020-07-16,25.4808
2020-07-17,25.4808
2020-07-18,25.4808
2020-07-19,25.4808
2020-07-20,25.4808
2020-07-21,25.4808
2020-07-22,25.4808
2020-07-23,25.4808
2020-07-24,25.4808
2020-07-25,25.4808
2020-07-26,25.4808
2020-07-27,25.4808
2020-07-28,25.4808
2020-07-29,25.4808
2020-07-30,25.4808
2020-07-31,25.4808
2020-08-01,25.4808
2020-08-02,25.4808
2020-08-03,25.4808
2020-08-04,25.4808
2020-08-05,25.4808
2020-08-06,25.4808
2020-08-07,25.4808
2020-08-08,25.4808
2020-08-09,25.4808
2020-08-10,25.4808
2020-08-11,25.4808
2020-08-12,25.4808
2020-08-13,25.4808
2020-08-14,25.4808
2020-08-15,25.4808
2020-08-16,25.4808
2020-08-17,25.4808
2020-08-18,25.4808
2020-08-19,25.4808
2020-08-20,25.4808
2020-08-21,25.4808
2020-08-22,25.4808
2020-08-23,25.4808
2020-08-24,25.4808
2020-08-25,25.4808
2020-08-26,25.4808
2020-08-27,25.4808
2020-08-28,25.4808
2020-08-29,25.4808
2020-08-30,25.4808
2020-08-31,25.4808
2020-09-01,25.4808
2020-09-02,25.4808
2020-09-03,25.4808
2020-09-04,25.4808
2020-09-05,25.4808
2020-09-06,25.4808
2020-09-07,25.4808
2020-09-08,25.4808
2020-09-09,25.4808
2020-09-10,25.4808
2020-09-11,25.4808
2020-09-12,25.4808
2020-09-13,25.4808
2020-09-14,25.4808
2020-09-15,25.4808
2020-09-16,25.4808
2020-09-17,25.4808
2020-09-18,25.4808
2020-09-19,25.4808
2020-09-20,25.4808
2020-09-21,25.4808
2020-09-22,25.4808
2020-09-23,25.4808
2020-09-24,25.4808
2020-09-25,25.4808
2020-09-26,25.4808
2020-09-27,25.4808
2020-09-28,25.4808
2020-09-29,25.4808
2020-09-30,25.4808
2020-10-01,25.4808
2020-10-02,25.4808
2020-10-03,25.4808
2020-10-04,25.4808
