,SFM US Equity
2020-06-16,15.7301
2020-06-17,15.6347
2020-06-18,15.1731
2020-06-19,15.1775
2020-06-20,15.1775
2020-06-21,15.1775
2020-06-22,15.648
2020-06-23,15.5836
2020-06-24,15.7501
2020-06-25,16.0297
2020-06-26,13.8566
2020-06-27,13.8566
2020-06-28,13.8566
2020-06-29,14.3135
2020-06-30,14.1906
2020-07-01,13.9373
2020-07-02,13.9257
2020-07-03,13.9257
2020-07-04,13.9257
2020-07-05,13.9257
2020-07-06,14.3096
2020-07-07,14.4094
2020-07-08,13.9181
2020-07-09,13.7799
2020-07-10,13.7146
2020-07-11,13.7146
2020-07-12,13.7146
2020-07-13,13.6954
2020-07-14,14.2137
2020-07-15,14.3173
2020-07-16,14.2213
2020-07-17,14.2098
2020-07-18,14.2098
2020-07-19,14.2098
2020-07-20,14.1868
2020-07-21,14.8893
2020-07-22,14.849
2020-07-23,14.7473
2020-07-24,14.5803
2020-07-25,14.5803
2020-07-26,14.5803
2020-07-27,14.6974
2020-07-28,14.7396
2020-07-29,14.8035
2020-07-30,14.5536
2020-07-31,14.5075
2020-08-01,14.5075
2020-08-02,14.5075
2020-08-03,14.0693
2020-08-04,14.0846
2020-08-05,13.9309
2020-08-06,13.8463
2020-08-07,13.9885
2020-08-08,13.9885
2020-08-09,13.9885
2020-08-10,13.8886
2020-08-11,13.4811
2020-08-12,13.5388
2020-08-13,13.7733
2020-08-14,13.7848
2020-08-15,13.7848
2020-08-16,13.7848
2020-08-17,13.7271
2020-08-18,13.6426
2020-08-19,13.6656
2020-08-20,13.7156
2020-08-21,13.3927
2020-08-22,13.3927
2020-08-23,13.3927
2020-08-24,13.5849
2020-08-25,13.7118
2020-08-26,13.7079
2020-08-27,13.8021
2020-08-28,13.5772
2020-08-29,13.5772
2020-08-30,13.5772
2020-08-31,13.3427
2020-09-01,13.4004
2020-09-02,13.5772
2020-09-03,13.2812
2020-09-04,13.0698
2020-09-05,13.0698
2020-09-06,13.0698
2020-09-07,13.0698
2020-09-08,12.7546
2020-09-09,12.893
2020-09-10,12.5855
2020-09-11,12.6777
2020-09-12,12.6777
2020-09-13,12.6777
2020-09-14,12.4663
2020-09-15,12.2895
2020-09-16,12.1741
2020-09-17,12.4855
2020-09-18,12.3125
2020-09-19,12.3125
2020-09-20,12.3125
2020-09-21,12.2895
2020-09-22,12.3202
2020-09-23,12.301
2020-09-24,12.4202
2020-09-25,11.0715
2020-09-26,11.0715
2020-09-27,11.0715
2020-09-28,11.1431
2020-09-29,11.1227
2020-09-30,11.0578
2020-10-01,11.1363
2020-10-02,10.9759
2020-10-03,10.9759
2020-10-04,10.9759
2020-10-05,11.1977
2020-10-06,11.1124
2020-10-07,11.1397
2020-10-08,11.1807
2020-10-09,11.3513
2020-10-10,11.3513
2020-10-11,11.3513
2020-10-12,11.2762
2020-10-13,11.3922
2020-10-14,11.3069
2020-10-15,11.3547
2020-10-16,11.382
2020-10-17,11.382
2020-10-18,11.382
2020-10-19,11.2131
2020-10-20,11.1909
2020-10-21,11.2216
2020-10-22,11.0305
2020-10-23,10.9691
2020-10-24,10.9691
2020-10-25,10.9691
2020-10-26,11.0203
2020-10-27,10.877
2020-10-28,10.8534
2020-10-29,10.5634
2020-10-30,10.4166
2020-10-31,10.4166
2020-11-01,10.4166
2020-11-02,10.2597
2020-11-03,10.6726
2020-11-04,10.676
2020-11-05,10.8244
2020-11-06,10.8483
2020-11-07,10.8483
2020-11-08,10.8483
2020-11-09,10.5907
2020-11-10,10.7442
2020-11-11,10.7954
2020-11-12,10.8193
2020-11-13,10.8807
2020-11-14,10.8807
2020-11-15,10.8807
2020-11-16,10.8602
2020-11-17,10.85
2020-11-18,10.6487
2020-11-19,10.8364
2020-11-20,10.7528
2020-11-21,10.7528
2020-11-22,10.7528
2020-11-23,11.024
2020-11-24,11.007
2020-11-25,10.8432
2020-11-26,10.8432
2020-11-27,10.9421
2020-11-28,10.9421
2020-11-29,10.9421
2020-11-30,11.1401
2020-12-01,11.1776
2020-12-02,10.9865
2020-12-03,10.7442
2020-12-04,10.7033
2020-12-05,10.7033
2020-12-06,10.7033
2020-12-07,10.7169
2020-12-08,10.7749
2020-12-09,10.7511
2020-12-10,10.7766
2020-12-11,10.635
2020-12-12,10.635
2020-12-13,10.635
2020-12-14,10.5497
2020-12-15,10.6726
2020-12-16,10.7203
2020-12-17,10.8534
2020-12-18,10.9251
2020-12-19,10.9251
2020-12-20,10.9251
2020-12-21,10.7852
2020-12-22,10.8125
2020-12-23,10.9012
2020-12-24,10.8398
2020-12-25,10.8398
2020-12-26,10.8398
2020-12-27,10.8398
2020-12-28,10.9336
2020-12-29,10.9217
2020-12-30,10.7818
2020-12-31,9.3646
2021-01-01,9.3646
2021-01-02,9.3646
2021-01-03,9.3646
2021-01-04,9.4038
2021-01-05,9.3872
2021-01-06,9.4128
2021-01-07,9.2231
2021-01-08,9.1598
2021-01-09,9.1598
2021-01-10,9.1598
2021-01-11,9.1779
2021-01-12,9.2412
2021-01-13,9.3917
2021-01-14,9.4745
2021-01-15,9.6116
2021-01-16,9.6116
2021-01-17,9.6116
2021-01-18,9.6116
2021-01-19,9.6929
2021-01-20,9.6372
2021-01-21,9.6628
2021-01-22,9.7591
2021-01-23,9.7591
2021-01-24,9.7591
2021-01-25,10.0181
2021-01-26,10.512
2021-01-27,10.7228
2021-01-28,10.1055
2021-01-29,10.1326
2021-01-30,10.1326
2021-01-31,10.1326
2021-02-01,10.0166
2021-02-02,9.8194
2021-02-03,9.9187
2021-02-04,10.0091
2021-02-05,10.0302
2021-02-06,10.0302
2021-02-07,10.0302
2021-02-08,10.0964
2021-02-09,10.2018
2021-02-10,10.1145
2021-02-11,10.0723
2021-02-12,9.9278
2021-02-13,9.9278
2021-02-14,9.9278
2021-02-15,9.9278
2021-02-16,9.8736
2021-02-17,9.8585
2021-02-18,9.8419
2021-02-19,9.9007
2021-02-20,9.9007
2021-02-21,9.9007
2021-02-22,9.8239
2021-02-23,9.8796
2021-02-24,9.7802
2021-02-25,9.4911
2021-02-26,9.669
2021-02-27,9.669
2021-02-28,9.669
2021-03-01,9.8707
2021-03-02,9.8677
2021-03-03,10.2381
2021-03-04,10.5634
2021-03-05,10.4249
2021-03-06,10.4249
2021-03-07,10.4249
2021-03-08,10.4971
2021-03-09,10.3074
2021-03-10,10.5694
2021-03-11,10.6447
2021-03-12,10.6688
2021-03-13,10.6688
2021-03-14,10.6688
2021-03-15,10.7832
2021-03-16,10.6658
2021-03-17,10.6146
2021-03-18,10.5544
2021-03-19,10.5483
2021-03-20,10.5483
2021-03-21,10.5483
2021-03-22,10.8947
2021-03-23,11.1025
2021-03-24,10.9248
2021-03-25,11.232
2021-03-26,11.7319
2021-03-27,11.7319
2021-03-28,11.7319
2021-03-29,11.7439
2021-03-30,11.7831
2021-03-31,11.3283
2021-04-01,11.4766
2021-04-02,11.4766
2021-04-03,11.4766
2021-04-04,11.4766
2021-04-05,11.5767
2021-04-06,11.4985
2021-04-07,11.511
2021-04-08,11.3391
2021-04-09,11.3933
2021-04-10,11.3933
2021-04-11,11.3933
2021-04-12,11.7598
2021-04-13,11.7567
2021-04-14,11.4935
2021-04-15,11.5938
2021-04-16,11.6752
2021-04-17,11.6752
2021-04-18,11.6752
2021-04-19,11.6314
2021-04-20,11.6752
2021-04-21,11.6846
2021-04-22,11.5342
2021-04-23,11.5233
2021-04-24,11.5233
2021-04-25,11.5233
2021-04-26,11.2273
2021-04-27,11.2993
2021-04-28,11.4215
2021-04-29,11.4277
2021-04-30,11.2398
2021-05-01,11.2398
2021-05-02,11.2398
2021-05-03,11.528
2021-05-04,11.3901
2021-05-05,11.3212
2021-05-06,11.4735
2021-05-07,11.2981
2021-05-08,11.2981
2021-05-09,11.2981
2021-05-10,11.6457
2021-05-11,11.6535
2021-05-12,11.27
2021-05-13,11.3232
2021-05-14,11.4735
2021-05-15,11.4735
2021-05-16,11.4735
2021-05-17,11.4703
2021-05-18,11.4516
2021-05-19,11.176
2021-05-20,11.1948
2021-05-21,11.295
2021-05-22,11.295
2021-05-23,11.295
2021-05-24,11.223
2021-05-25,11.2606
2021-05-26,11.2825
2021-05-27,11.3764
2021-05-28,11.5455
2021-05-29,11.5455
2021-05-30,11.5455
2021-05-31,11.5455
2021-06-01,11.5455
2021-06-02,11.7928
2021-06-03,11.846
2021-06-04,11.8523
2021-06-05,11.8523
2021-06-06,11.8523
2021-06-07,11.9118
2021-06-08,11.9713
2021-06-09,11.8805
2021-06-10,12.2969
2021-06-11,12.2969
2021-06-12,12.2969
2021-06-13,12.2969
2021-06-14,12.2186
2021-06-15,12.0777
2021-06-16,11.8492
2021-06-17,11.9494
2021-06-18,11.8492
2021-06-19,11.8492
2021-06-20,11.8492
2021-06-21,12.0245
2021-06-22,11.9368
2021-06-23,11.6645
2021-06-24,11.4578
2021-06-25,11.4766
2021-06-26,11.4766
2021-06-27,11.4766
2021-06-28,11.5048
2021-06-29,11.1479
2021-06-30,10.9976
2021-07-01,11.1698
2021-07-02,11.6006
2021-07-03,11.6006
2021-07-04,11.6006
2021-07-05,11.6006
2021-07-06,11.5332
2021-07-07,11.6969
2021-07-08,11.684
2021-07-09,11.9375
2021-07-10,11.9375
2021-07-11,11.9375
2021-07-12,11.8348
2021-07-13,11.6519
2021-07-14,11.5878
2021-07-15,11.591
2021-07-16,11.6712
2021-07-17,11.6712
2021-07-18,11.6712
2021-07-19,11.7161
2021-07-20,11.6584
2021-07-21,11.5076
2021-07-22,11.3471
2021-07-23,11.36
2021-07-24,11.36
2021-07-25,11.36
2021-07-26,11.3086
2021-07-27,11.3439
2021-07-28,11.3889
2021-07-29,11.4274
2021-07-30,11.3086
2021-07-31,11.3086
2021-08-01,11.3086
2021-08-02,11.2766
2021-08-03,11.2605
2021-08-04,11.0135
2021-08-05,10.996
2021-08-06,10.8037
2021-08-07,10.8037
2021-08-08,10.8037
2021-08-09,10.9463
2021-08-10,11.0735
2021-08-11,11.0859
2021-08-12,11.0518
2021-08-13,10.9463
2021-08-14,10.9463
2021-08-15,10.9463
2021-08-16,10.937
2021-08-17,11.1262
2021-08-18,11.182
2021-08-19,11.0425
2021-08-20,11.1603
2021-08-21,11.1603
2021-08-22,11.1603
2021-08-23,11.1045
2021-08-24,10.9556
2021-08-25,10.9804
2021-08-26,11.0363
2021-08-27,11.0859
2021-08-28,11.0859
2021-08-29,11.0859
2021-08-30,11.0673
2021-08-31,11.1448
2021-09-01,10.9494
2021-09-02,11.1386
2021-09-03,11.0363
2021-09-04,11.0363
2021-09-05,11.0363
2021-09-06,11.0363
2021-09-07,10.8037
2021-09-08,10.6455
2021-09-09,10.6734
2021-09-10,10.6021
2021-09-11,10.6021
2021-09-12,10.6021
2021-09-13,10.5494
2021-09-14,10.4377
2021-09-15,10.4284
2021-09-16,10.4966
2021-09-17,10.478
2021-09-18,10.478
2021-09-19,10.478
2021-09-20,10.3726
2021-09-21,10.4439
2021-09-22,10.3819
2021-09-23,10.4842
2021-09-24,10.3788
2021-09-25,10.3788
2021-09-26,10.3788
2021-09-27,10.568
2021-09-28,10.5556
2021-09-29,10.7323
2021-09-30,10.6083
2021-10-01,9.964
2021-10-02,9.964
2021-10-03,9.964
2021-10-04,10.1586
2021-10-05,10.0126
2021-10-06,10.037
2021-10-07,10.0278
2021-10-08,10.0674
2021-10-09,10.0674
2021-10-10,10.0674
2021-10-11,10.0978
2021-10-12,10.1616
2021-10-13,10.1282
2021-10-14,10.116
2021-10-15,10.0005
2021-10-16,10.0005
2021-10-17,10.0005
2021-10-18,10.0947
2021-10-19,10.04
2021-10-20,10.0461
2021-10-21,10.0066
2021-10-22,10.0947
2021-10-23,10.0947
2021-10-24,10.0947
2021-10-25,10.0187
2021-10-26,9.9701
2021-10-27,9.8941
2021-10-28,9.9762
2021-10-29,10.0096
2021-10-30,10.0096
2021-10-31,10.0096
2021-11-01,10.0552
2021-11-02,10.0278
2021-11-03,10.3835
2021-11-04,10.1677
2021-11-05,10.4904
2021-11-06,10.4904
2021-11-07,10.4904
2021-11-08,10.5621
2021-11-09,10.5502
2021-11-10,10.4695
2021-11-11,10.4844
2021-11-12,10.4874
2021-11-13,10.4874
2021-11-14,10.4874
2021-11-15,10.6339
2021-11-16,10.7385
2021-11-17,10.7654
2021-11-18,10.8251
2021-11-19,10.9955
2021-11-20,10.9955
2021-11-21,10.9955
2021-11-22,11.4527
2021-11-23,11.3691
2021-11-24,11.2854
2021-11-25,11.2854
2021-11-26,11.3153
2021-11-27,11.3153
2021-11-28,11.3153
2021-11-29,11.375
2021-11-30,11.1868
2021-12-01,11.1419
2021-12-02,11.2346
2021-12-03,11.1748
2021-12-04,11.1748
2021-12-05,11.1748
2021-12-06,11.3272
2021-12-07,11.2137
2021-12-08,11.0523
2021-12-09,11.1509
2021-12-10,11.2854
2021-12-11,11.2854
2021-12-12,11.2854
2021-12-13,11.4767
2021-12-14,11.5334
2021-12-15,11.6619
2021-12-16,11.7307
2021-12-17,11.7396
2021-12-18,11.7396
2021-12-19,11.7396
2021-12-20,11.8024
2021-12-21,11.5723
2021-12-22,11.5872
2021-12-23,11.641
2021-12-24,11.641
2021-12-25,11.641
2021-12-26,11.641
2021-12-27,11.7964
2021-12-28,12.0923
2021-12-29,12.2597
2021-12-30,12.2089
2021-12-31,13.7542
2022-01-01,13.7542
2022-01-02,13.7542
2022-01-03,13.7844
2022-01-04,13.8416
2022-01-05,13.5526
2022-01-06,13.6433
2022-01-07,13.9323
2022-01-08,13.9323
2022-01-09,13.9323
2022-01-10,14.1406
2022-01-11,13.4383
2022-01-12,13.4719
2022-01-13,13.6769
2022-01-14,13.6063
2022-01-15,13.6063
2022-01-16,13.6063
2022-01-17,13.6063
2022-01-18,13.7408
2022-01-19,13.5828
2022-01-20,13.314
2022-01-21,13.3812
2022-01-22,13.3812
2022-01-23,13.3812
2022-01-24,13.6164
2022-01-25,13.1292
2022-01-26,13.0788
2022-01-27,13.2804
2022-01-28,12.8167
2022-01-29,12.8167
2022-01-30,12.8167
2022-01-31,12.9007
2022-02-01,12.894
2022-02-02,13.2199
2022-02-03,13.3342
2022-02-04,13.4618
2022-02-05,13.4618
2022-02-06,13.4618
2022-02-07,13.4383
2022-02-08,13.6668
2022-02-09,13.5459
2022-02-10,13.4316
2022-02-11,13.7239
2022-02-12,13.7239
2022-02-13,13.7239
2022-02-14,13.6433
2022-02-15,13.7844
2022-02-16,13.5358
2022-02-17,13.5123
2022-02-18,13.566
2022-02-19,13.566
2022-02-20,13.566
2022-02-21,13.566
2022-02-22,13.3476
2022-02-23,13.4182
2022-02-24,13.0099
2022-02-25,13.4713
2022-02-26,13.4713
2022-02-27,13.4713
2022-02-28,13.2356
2022-03-01,13.2058
2022-03-02,13.5012
2022-03-03,14.2183
2022-03-04,14.942
2022-03-05,14.942
2022-03-06,14.942
2022-03-07,14.932
2022-03-08,14.2349
2022-03-09,14.0357
2022-03-10,14.5137
2022-03-11,14.0755
2022-03-12,14.0755
2022-03-13,14.0755
2022-03-14,14.1187
2022-03-15,14.2282
2022-03-16,14.0755
2022-03-17,14.1552
2022-03-18,14.381
2022-03-19,14.381
2022-03-20,14.381
2022-03-21,14.4208
2022-03-22,14.4407
2022-03-23,14.6067
2022-03-24,14.6299
2022-03-25,14.6864
2022-03-26,14.6864
2022-03-27,14.6864
2022-03-28,14.527
2022-03-29,14.4772
2022-03-30,14.3976
2022-03-31,14.3976
2022-04-01,14.0808
2022-04-02,14.0808
2022-04-03,14.0808
2022-04-04,13.9668
2022-04-05,14.0091
2022-04-06,14.2827
2022-04-07,14.501
2022-04-08,14.787
2022-04-09,14.787
2022-04-10,14.787
2022-04-11,14.3912
2022-04-12,14.0798
2022-04-13,13.9987
2022-04-14,13.9273
2022-04-15,13.9273
2022-04-16,13.9273
2022-04-17,13.9273
2022-04-18,13.7294
2022-04-19,14.0928
2022-04-20,14.0603
2022-04-21,13.9403
2022-04-22,13.6808
2022-04-23,13.6808
2022-04-24,13.6808
2022-04-25,13.7586
2022-04-26,13.4083
2022-04-27,13.2655
2022-04-28,13.1812
2022-04-29,13.1812
2022-04-30,13.1812
2022-05-01,13.1812
2022-05-02,13.3369
2022-05-03,13.4894
2022-05-04,13.6076
2022-05-05,11.1607
2022-05-06,11.2251
2022-05-07,11.2251
2022-05-08,11.2251
2022-05-09,11.5342
2022-05-10,11.7756
2022-05-11,11.3056
2022-05-12,11.3957
2022-05-13,11.5438
2022-05-14,11.5438
2022-05-15,11.5438
2022-05-16,11.415
2022-05-17,11.3764
2022-05-18,10.9128
2022-05-19,10.916
2022-05-20,11.0834
2022-05-21,11.0834
2022-05-22,11.0834
2022-05-23,11.1188
2022-05-24,11.4633
2022-05-25,11.6147
2022-05-26,11.9334
2022-05-27,12.1169
2022-05-28,12.1169
2022-05-29,12.1169
2022-05-30,12.1169
2022-05-31,12.2361
2022-06-01,12.1201
2022-06-02,12.2779
2022-06-03,12.3262
2022-06-04,12.3262
2022-06-05,12.3262
2022-06-06,12.2682
2022-06-07,12.2103
2022-06-08,11.8239
2022-06-09,11.6469
2022-06-10,11.6082
2022-06-11,11.6082
2022-06-12,11.6082
2022-06-13,11.605
2022-06-14,11.6823
2022-06-15,12.0203
2022-06-16,12.03
2022-06-17,11.5438
2022-06-18,11.5438
2022-06-19,11.5438
2022-06-20,11.5438
2022-06-21,11.8755
2022-06-22,11.7016
2022-06-23,11.6179
2022-06-24,11.8014
2022-06-25,11.8014
2022-06-26,11.8014
2022-06-27,11.84
2022-06-28,11.7113
2022-06-29,11.7628
2022-06-30,11.6662
2022-07-01,11.7832
2022-07-02,11.7832
2022-07-03,11.7832
2022-07-04,11.7832
2022-07-05,11.6875
2022-07-06,11.9173
2022-07-07,12.2207
2022-07-08,12.1696
2022-07-09,12.1696
2022-07-10,12.1696
2022-07-11,12.0355
2022-07-12,12.0419
2022-07-13,12.1664
2022-07-14,12.1153
2022-07-15,12.3324
2022-07-16,12.3324
2022-07-17,12.3324
2022-07-18,12.259
2022-07-19,12.2526
2022-07-20,12.2494
2022-07-21,12.2143
2022-07-22,12.3867
2022-07-23,12.3867
2022-07-24,12.3867
2022-07-25,12.2877
2022-07-26,12.1792
2022-07-27,12.3037
2022-07-28,12.3388
2022-07-29,12.3963
2022-07-30,12.3963
2022-07-31,12.3963
2022-08-01,12.3675
2022-08-02,12.1919
2022-08-03,12.0747
2022-08-04,13.2201
2022-08-05,13.048
2022-08-06,13.048
2022-08-07,13.048
2022-08-08,12.9823
2022-08-09,12.904
2022-08-10,12.9979
2022-08-11,12.6787
2022-08-12,12.7069
2022-08-13,12.7069
2022-08-14,12.7069
2022-08-15,12.8634
2022-08-16,13.1419
2022-08-17,13.0637
2022-08-18,13.3328
2022-08-19,13.3672
2022-08-20,13.3672
2022-08-21,13.3672
2022-08-22,13.4392
2022-08-23,13.073
2022-08-24,13.1012
2022-08-25,13.0355
2022-08-26,12.8634
2022-08-27,12.8634
2022-08-28,12.8634
2022-08-29,12.7882
2022-08-30,12.5692
2022-08-31,12.6161
2022-09-01,12.6724
2022-09-02,12.5629
2022-09-03,12.5629
2022-09-04,12.5629
2022-09-05,12.5629
2022-09-06,12.7225
2022-09-07,12.8759
2022-09-08,12.807
2022-09-09,13.1575
2022-09-10,13.1575
2022-09-11,13.1575
2022-09-12,13.0198
2022-09-13,12.5723
2022-09-14,12.4565
2022-09-15,12.2218
2022-09-16,12.2906
2022-09-17,12.2906
2022-09-18,12.2906
2022-09-19,12.2625
2022-09-20,12.1341
2022-09-21,12.0966
2022-09-22,12.1592
2022-09-23,12.2625
2022-09-24,12.2625
2022-09-25,12.2625
2022-09-26,12.0559
2022-09-27,12.0434
2022-09-28,12.516
2022-09-29,12.3438
2022-09-30,12.014
2022-10-01,12.014
2022-10-02,12.014
2022-10-03,12.014
2022-10-04,12.1314
2022-10-05,11.8101
2022-10-06,11.7978
2022-10-07,11.6928
2022-10-08,11.6928
2022-10-09,11.6928
2022-10-10,11.9986
2022-10-11,12.1839
2022-10-12,11.9491
2022-10-13,12.326
2022-10-14,11.7731
2022-10-15,11.7731
2022-10-16,11.7731
2022-10-17,12.0449
2022-10-18,12.0634
2022-10-19,12.0789
2022-10-20,11.5846
2022-10-21,11.8348
2022-10-22,11.8348
2022-10-23,11.8348
2022-10-24,11.7792
2022-10-25,11.9368
2022-10-26,12.2333
2022-10-27,12.2611
2022-10-28,12.6194
2022-10-29,12.6194
2022-10-30,12.6194
2022-10-31,12.5546
2022-11-01,12.3167
2022-11-02,12.3353
2022-11-03,12.4032
2022-11-04,12.36
2022-11-05,12.36
2022-11-06,12.36
2022-11-07,12.3476
2022-11-08,12.1661
2022-11-09,13.228
2022-11-10,13.651
2022-11-11,13.5141
2022-11-12,13.5141
2022-11-13,13.5141
2022-11-14,13.6753
2022-11-15,13.6206
2022-11-16,13.7392
2022-11-17,13.3558
2022-11-18,13.441
2022-11-19,13.441
2022-11-20,13.441
2022-11-21,13.3711
2022-11-22,13.4897
2022-11-23,13.4167
2022-11-24,13.4167
2022-11-25,13.6023
2022-11-26,13.6023
2022-11-27,13.6023
2022-11-28,13.7362
2022-11-29,13.6388
2022-11-30,13.8883
2022-12-01,13.8214
2022-12-02,13.9462
2022-12-03,13.9462
2022-12-04,13.9462
2022-12-05,13.7119
2022-12-06,13.7636
2022-12-07,13.7119
2022-12-08,13.9827
2022-12-09,13.7119
2022-12-10,13.7119
2022-12-11,13.7119
2022-12-12,13.7818
2022-12-13,13.8366
2022-12-14,13.8062
2022-12-15,13.6054
2022-12-16,13.6297
2022-12-17,13.6297
2022-12-18,13.6297
2022-12-19,13.5202
2022-12-20,13.578
2022-12-21,13.724
2022-12-22,13.5962
2022-12-23,13.6997
2022-12-24,13.6997
2022-12-25,13.6997
2022-12-26,13.6997
2022-12-27,13.5658
2022-12-28,13.3406
2022-12-29,13.368
2022-12-30,13.0424
2022-12-31,13.0424
2023-01-01,13.0424
2023-01-02,13.0424
2023-01-03,12.6141
2023-01-04,12.62
2023-01-05,12.5432
2023-01-06,12.8475
2023-01-07,12.8475
2023-01-08,12.8475
2023-01-09,12.747
2023-01-10,12.9597
2023-01-11,12.88
2023-01-12,12.9715
2023-01-13,12.9331
2023-01-14,12.9331
2023-01-15,12.9331
2023-01-16,12.9331
2023-01-17,12.8534
2023-01-18,12.6791
2023-01-19,12.3778
2023-01-20,12.6968
2023-01-21,12.6968
2023-01-22,12.6968
2023-01-23,12.7529
2023-01-24,12.6053
2023-01-25,12.7559
2023-01-26,12.9243
2023-01-27,12.9952
2023-01-28,12.9952
2023-01-29,12.9952
2023-01-30,12.8357
2023-01-31,12.9184
2023-02-01,12.9509
2023-02-02,13.1192
2023-02-03,13.131
2023-02-04,13.131
2023-02-05,13.131
2023-02-06,13.0542
2023-02-07,13.0956
2023-02-08,12.9922
2023-02-09,13.0631
2023-02-10,13.1045
2023-02-11,13.1045
2023-02-12,13.1045
2023-02-13,13.2137
2023-02-14,12.9804
2023-02-15,13.1399
2023-02-16,13.196
2023-02-17,13.2403
2023-02-18,13.2403
2023-02-19,13.2403
2023-02-20,13.2403
2023-02-21,12.8297
2023-02-22,12.9095
2023-02-23,12.747
2023-02-24,12.5255
2023-02-25,12.5255
2023-02-26,12.5255
2023-02-27,12.6171
2023-02-28,12.428
2023-03-01,12.5787
2023-03-02,13.4898
2023-03-03,13.2884
2023-03-04,13.2884
2023-03-05,13.2884
2023-03-06,13.0411
2023-03-07,13.0123
2023-03-08,12.9951
2023-03-09,13.1216
2023-03-10,12.9807
2023-03-11,12.9807
2023-03-12,12.9807
2023-03-13,12.9117
2023-03-14,12.9577
2023-03-15,13.1159
2023-03-16,13.0526
2023-03-17,12.7736
2023-03-18,12.7736
2023-03-19,12.7736
