,THG US Equity
2023-03-19,26.9842
2023-03-20,27.9098
2023-03-21,28.3597
2023-03-22,27.52
2023-03-23,27.0082
2023-03-24,27.3361
2023-03-25,27.3361
2023-03-26,27.3361
2023-03-27,27.464
2023-03-28,27.7079
2023-03-29,28.0198
2023-03-30,28.2917
2023-03-31,169.1613
2023-04-01,169.1613
2023-04-02,169.1613
2023-04-03,169.8478
2023-04-04,168.2304
2023-04-05,168.0094
2023-04-06,169.6732
2023-04-07,169.6732
2023-04-08,169.6732
2023-04-09,169.6732
2023-04-10,171.279
2023-04-11,170.383
2023-04-12,169.0798
2023-04-13,168.882
2023-04-14,165.2517
2023-04-15,165.2517
2023-04-16,165.2517
2023-04-17,166.4851
2023-04-18,167.893
2023-04-19,169.4056
2023-04-20,164.7048
2023-04-21,160.6789
2023-04-22,160.6789
2023-04-23,160.6789
2023-04-24,159.0267
2023-04-25,156.8159
2023-04-26,155.2684
2023-04-27,158.1773
2023-04-28,158.759
2023-04-29,158.759
2023-04-30,158.759
2023-05-01,158.759
2023-05-02,155.5942
2023-05-03,160.9842
2023-05-04,157.0029
2023-05-05,158.6258
2023-05-06,158.6258
2023-05-07,158.6258
2023-05-08,159.9568
2023-05-09,160.1086
2023-05-10,159.7116
2023-05-11,159.0578
2023-05-12,159.5949
2023-05-13,159.5949
2023-05-14,159.5949
2023-05-15,159.9685
2023-05-16,159.2904
2023-05-17,159.9685
2023-05-18,159.1862
2023-05-19,158.6959
2023-05-20,158.6959
2023-05-21,158.6959
2023-05-22,157.7035
2023-05-23,156.4892
2023-05-24,153.1151
2023-05-25,150.2547
2023-05-26,150.78
2023-05-27,150.78
2023-05-28,150.78
2023-05-29,150.78
2023-05-30,152.2978
2023-05-31,149.776
2023-06-01,150.6166
2023-06-02,154.0491
2023-06-03,154.0491
2023-06-04,154.0491
2023-06-05,151.3755
2023-06-06,152.6131
2023-06-07,154.9831
2023-06-08,153.0801
2023-06-09,154.6329
2023-06-10,154.6329
2023-06-11,154.6329
2023-06-12,153.2669
2023-06-13,153.2669
2023-06-14,151.4922
2023-06-15,152.5313
2023-06-16,154.2593
2023-06-17,154.2593
2023-06-18,154.2593
2023-06-19,154.2593
2023-06-20,152.6598
2023-06-21,152.6014
2023-06-22,150.78
2023-06-23,148.5501
2023-06-24,148.5501
2023-06-25,148.5501
2023-06-26,149.5892
2023-06-27,150.1963
2023-06-28,148.3633
2023-06-29,150.3831
2023-06-30,150.3831
2023-07-01,150.3831
2023-07-02,150.3831
2023-07-03,150.3831
2023-07-04,150.3831
2023-07-05,150.3831
2023-07-06,150.3831
2023-07-07,150.3831
2023-07-08,150.3831
2023-07-09,150.3831
2023-07-10,150.3831
2023-07-11,150.3831
2023-07-12,150.3831
2023-07-13,150.3831
2023-07-14,150.3831
2023-07-15,150.3831
2023-07-16,150.3831
2023-07-17,150.3831
2023-07-18,150.3831
2023-07-19,150.3831
2023-07-20,150.3831
2023-07-21,150.3831
2023-07-22,150.3831
2023-07-23,150.3831
2023-07-24,150.3831
2023-07-25,150.3831
2023-07-26,150.3831
2023-07-27,150.3831
2023-07-28,150.3831
2023-07-29,150.3831
2023-07-30,150.3831
2023-07-31,150.3831
2023-08-01,150.3831
2023-08-02,150.3831
2023-08-03,150.3831
2023-08-04,150.3831
2023-08-05,150.3831
2023-08-06,150.3831
2023-08-07,150.3831
2023-08-08,150.3831
2023-08-09,150.3831
2023-08-10,150.3831
2023-08-11,150.3831
2023-08-12,150.3831
2023-08-13,150.3831
2023-08-14,150.3831
2023-08-15,150.3831
2023-08-16,150.3831
2023-08-17,150.3831
2023-08-18,150.3831
2023-08-19,150.3831
2023-08-20,150.3831
2023-08-21,150.3831
2023-08-22,150.3831
2023-08-23,150.3831
2023-08-24,150.3831
2023-08-25,150.3831
2023-08-26,150.3831
2023-08-27,150.3831
2023-08-28,150.3831
2023-08-29,150.3831
2023-08-30,150.3831
2023-08-31,150.3831
2023-09-01,150.3831
2023-09-02,150.3831
2023-09-03,150.3831
2023-09-04,150.3831
2023-09-05,150.3831
2023-09-06,150.3831
2023-09-07,150.3831
2023-09-08,150.3831
2023-09-09,150.3831
2023-09-10,150.3831
2023-09-11,150.3831
2023-09-12,150.3831
2023-09-13,150.3831
2023-09-14,150.3831
2023-09-15,150.3831
2023-09-16,150.3831
2023-09-17,150.3831
2023-09-18,150.3831
2023-09-19,150.3831
2023-09-20,150.3831
2023-09-21,150.3831
2023-09-22,150.3831
2023-09-23,150.3831
2023-09-24,150.3831
2023-09-25,150.3831
2023-09-26,150.3831
2023-09-27,150.3831
2023-09-28,150.3831
2023-09-29,150.3831
2023-09-30,150.3831
2023-10-01,150.3831
2023-10-02,150.3831
2023-10-03,150.3831
2023-10-04,150.3831
2023-10-05,150.3831
2023-10-06,150.3831
2023-10-07,150.3831
2023-10-08,150.3831
2023-10-09,150.3831
2023-10-10,150.3831
2023-10-11,150.3831
2023-10-12,150.3831
2023-10-13,150.3831
2023-10-14,150.3831
2023-10-15,150.3831
2023-10-16,150.3831
2023-10-17,150.3831
2023-10-18,150.3831
2023-10-19,150.3831
2023-10-20,150.3831
2023-10-21,150.3831
2023-10-22,150.3831
2023-10-23,150.3831
2023-10-24,150.3831
2023-10-25,150.3831
2023-10-26,150.3831
2023-10-27,150.3831
2023-10-28,150.3831
2023-10-29,150.3831
2023-10-30,150.3831
2023-10-31,150.3831
2023-11-01,150.3831
2023-11-02,150.3831
2023-11-03,150.3831
2023-11-04,150.3831
2023-11-05,150.3831
2023-11-06,150.3831
2023-11-07,150.3831
2023-11-08,150.3831
2023-11-09,150.3831
2023-11-10,150.3831
2023-11-11,150.3831
2023-11-12,150.3831
2023-11-13,150.3831
2023-11-14,150.3831
2023-11-15,150.3831
2023-11-16,150.3831
2023-11-17,150.3831
2023-11-18,150.3831
2023-11-19,150.3831
2023-11-20,150.3831
2023-11-21,150.3831
2023-11-22,150.3831
2023-11-23,150.3831
2023-11-24,150.3831
2023-11-25,150.3831
2023-11-26,150.3831
2023-11-27,150.3831
2023-11-28,150.3831
2023-11-29,150.3831
2023-11-30,150.3831
2023-12-01,150.3831
2023-12-02,150.3831
2023-12-03,150.3831
2023-12-04,150.3831
2023-12-05,150.3831
2023-12-06,150.3831
2023-12-07,150.3831
2023-12-08,150.3831
2023-12-09,150.3831
2023-12-10,150.3831
2023-12-11,150.3831
2023-12-12,150.3831
2023-12-13,150.3831
2023-12-14,150.3831
2023-12-15,150.3831
2023-12-16,150.3831
2023-12-17,150.3831
2023-12-18,150.3831
2023-12-19,150.3831
2023-12-20,150.3831
2023-12-21,150.3831
2023-12-22,150.3831
2023-12-23,150.3831
2023-12-24,150.3831
2023-12-25,150.3831
2023-12-26,150.3831
2023-12-27,150.3831
2023-12-28,150.3831
2023-12-29,63.9544
2023-12-30,63.9544
2023-12-31,63.9544
2024-01-01,63.9544
2024-01-02,64.6773
2024-01-03,64.3254
2024-01-04,64.839
2024-01-05,65.2765
2024-01-06,65.2765
2024-01-07,65.2765
2024-01-08,64.7154
2024-01-09,64.4348
2024-01-10,64.5251
2024-01-11,64.5441
2024-01-12,64.6726
2024-01-13,64.6726
2024-01-14,64.6726
2024-01-15,64.6726
2024-01-16,64.6916
2024-01-17,64.8438
2024-01-18,65.7426
2024-01-19,67.4356
2024-01-20,67.4356
2024-01-21,67.4356
2024-01-22,68.848
2024-01-23,67.5259
2024-01-24,68.1299
2024-01-25,68.458
2024-01-26,68.4533
2024-01-27,68.4533
2024-01-28,68.4533
2024-01-29,68.9574
2024-01-30,69.3997
2024-01-31,68.9907
2024-02-01,68.7615
2024-02-02,68.5282
2024-02-03,68.5282
2024-02-04,68.5282
2024-02-05,68.2616
2024-02-06,68.6758
2024-02-07,68.1378
2024-02-08,68.5853
2024-02-09,68.9995
2024-02-10,68.9995
2024-02-11,68.9995
2024-02-12,70.0754
2024-02-13,69.6945
2024-02-14,70.8276
2024-02-15,71.2322
2024-02-16,70.899
2024-02-17,70.899
2024-02-18,70.899
2024-02-19,70.899
2024-02-20,70.1563
2024-02-21,69.6374
2024-02-22,70.2986
2024-02-23,70.7845
2024-02-24,70.7845
2024-02-25,70.7845
2024-02-26,70.332
2024-02-27,70.1653
2024-02-28,69.6889
2024-02-29,68.8363
2024-03-01,67.5978
2024-03-02,67.5978
2024-03-03,67.5978
2024-03-04,67.3167
2024-03-05,67.8074
2024-03-06,68.9506
2024-03-07,68.6838
2024-03-08,68.1884
2024-03-09,68.1884
2024-03-10,68.1884
2024-03-11,68.3885
2024-03-12,68.379
2024-03-13,68.6791
2024-03-14,67.7835
2024-03-15,67.693
2024-03-16,67.693
2024-03-17,67.693
2024-03-18,66.3783
2024-03-19,66.6975
2024-03-20,66.3783
2024-03-21,66.9547
2024-03-22,66.7975
2024-03-23,66.7975
2024-03-24,66.7975
2024-03-25,67.6073
2024-03-26,68.9649
2024-03-27,70.775
2024-03-28,71.0751
2024-03-29,71.0751
2024-03-30,71.0751
2024-03-31,71.0751
2024-04-01,70.1918
2024-04-02,69.6519
2024-04-03,69.7475
2024-04-04,68.5482
2024-04-05,68.3571
2024-04-06,68.3571
2024-04-07,68.3571
2024-04-08,69.8287
