,RMAX US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-08-13,24.736
2020-08-14,24.6335
2020-08-15,24.6335
2020-08-16,24.6335
2020-08-17,25.129
2020-08-18,24.7132
2020-08-19,24.7987
2020-08-20,25.5676
2020-08-21,24.7588
2020-08-22,24.7588
2020-08-23,24.7588
2020-08-24,25.1917
2020-08-25,25.317
2020-08-26,24.7303
2020-08-27,24.7075
2020-08-28,24.8044
2020-08-29,24.8044
2020-08-30,24.8044
2020-08-31,24.3942
2020-09-01,24.5993
2020-09-02,24.6563
2020-09-03,24.212
2020-09-04,24.0525
2020-09-05,24.0525
2020-09-06,24.0525
2020-09-07,24.0525
2020-09-08,23.6481
2020-09-09,24.2177
2020-09-10,24.1151
2020-09-11,23.9215
2020-09-12,23.9215
2020-09-13,23.9215
2020-09-14,24.5423
2020-09-15,24.2917
2020-09-16,23.9955
2020-09-17,23.4259
2020-09-18,23.4031
2020-09-19,23.4031
2020-09-20,23.4031
2020-09-21,22.4975
2020-09-22,22.6228
2020-09-23,22.1842
2020-09-24,22.264
2020-09-25,22.5032
2020-09-26,22.5032
2020-09-27,22.5032
2020-09-28,23.2494
2020-09-29,22.9759
2020-09-30,29.8295
2020-10-01,30.6529
2020-10-02,31.1203
2020-10-03,31.1203
2020-10-04,31.1203
2020-10-05,31.3577
2020-10-06,31.6322
2020-10-07,31.61
2020-10-08,32.3889
2020-10-09,32.2925
2020-10-10,32.2925
2020-10-11,32.2925
2020-10-12,32.7673
2020-10-13,32.9824
2020-10-14,32.6337
2020-10-15,32.7524
2020-10-16,32.3073
2020-10-17,32.3073
2020-10-18,32.3073
2020-10-19,31.9586
2020-10-20,31.7583
2020-10-21,31.1871
2020-10-22,31.1871
2020-10-23,31.5729
2020-10-24,31.5729
2020-10-25,31.5729
2020-10-26,30.9349
2020-10-27,30.6159
2020-10-28,29.6588
2020-10-29,30.5268
2020-10-30,29.5401
2020-10-31,29.5401
2020-11-01,29.5401
2020-11-02,29.7998
2020-11-03,30.3859
2020-11-04,30.2227
2020-11-05,31.2256
2020-11-06,29.6306
2020-11-07,29.6306
2020-11-08,29.6306
2020-11-09,30.1573
2020-11-10,29.3146
2020-11-11,29.1943
2020-11-12,28.5698
2020-11-13,28.9385
2020-11-14,28.9385
2020-11-15,28.9385
2020-11-16,29.9993
2020-11-17,28.9084
2020-11-18,28.1259
2020-11-19,28.1184
2020-11-20,28.1937
2020-11-21,28.1937
2020-11-22,28.1937
2020-11-23,28.3216
2020-11-24,29.3673
2020-11-25,29.2695
2020-11-26,29.2695
2020-11-27,29.6758
2020-11-28,29.6758
2020-11-29,29.6758
2020-11-30,29.0965
2020-12-01,29.3748
2020-12-02,29.104
2020-12-03,29.5403
2020-12-04,29.9316
2020-12-05,29.9316
2020-12-06,29.9316
2020-12-07,29.9692
2020-12-08,30.1347
2020-12-09,30.8344
2020-12-10,30.729
2020-12-11,30.4657
2020-12-12,30.4657
2020-12-13,30.4657
2020-12-14,31.2783
2020-12-15,32.7829
2020-12-16,33.7008
2020-12-17,34.3929
2020-12-18,33.9415
2020-12-19,33.9415
2020-12-20,33.9415
2020-12-21,34.423
2020-12-22,34.2726
2020-12-23,33.5654
2020-12-24,33.776
2020-12-25,33.776
2020-12-26,33.776
2020-12-27,33.776
2020-12-28,33.603
2020-12-29,33.1817
2020-12-30,32.7077
2020-12-31,35.2028
2021-01-01,35.2028
2021-01-02,35.2028
2021-01-03,35.2028
2021-01-04,34.0603
2021-01-05,34.5989
2021-01-06,35.6517
2021-01-07,36.378
2021-01-08,36.7371
2021-01-09,36.7371
2021-01-10,36.7371
2021-01-11,37.3574
2021-01-12,37.6593
2021-01-13,36.8677
2021-01-14,37.0799
2021-01-15,36.8759
2021-01-16,36.8759
2021-01-17,36.8759
2021-01-18,36.8759
2021-01-19,36.933
2021-01-20,37.8552
2021-01-21,37.4879
2021-01-22,37.9205
2021-01-23,37.9205
2021-01-24,37.9205
2021-01-25,37.9695
2021-01-26,37.4553
2021-01-27,36.0516
2021-01-28,36.5739
2021-01-29,35.1131
2021-01-30,35.1131
2021-01-31,35.1131
2021-02-01,35.9863
2021-02-02,37.2186
2021-02-03,36.6882
2021-02-04,36.982
2021-02-05,36.7943
2021-02-06,36.7943
2021-02-07,36.7943
2021-02-08,37.6838
2021-02-09,37.5288
2021-02-10,37.4879
2021-02-11,38.5163
2021-02-12,37.8552
2021-02-13,37.8552
2021-02-14,37.8552
2021-02-15,37.8552
2021-02-16,37.6593
2021-02-17,37.5206
2021-02-18,36.9738
2021-02-19,38.5163
2021-02-20,38.5163
2021-02-21,38.5163
2021-02-22,38.8672
2021-02-23,38.0511
2021-02-24,39.1528
2021-02-25,38.8264
2021-02-26,39.6225
2021-02-27,39.6225
2021-02-28,39.6225
2021-03-01,40.8474
2021-03-02,38.5364
2021-03-03,38.4629
2021-03-04,36.4622
2021-03-05,37.3605
2021-03-06,37.3605
2021-03-07,37.3605
2021-03-08,37.6545
2021-03-09,37.6871
2021-03-10,39.108
2021-03-11,39.9491
2021-03-12,40.5453
2021-03-13,40.5453
2021-03-14,40.5453
2021-03-15,40.2186
2021-03-16,38.6752
2021-03-17,39.4347
2021-03-18,37.9239
2021-03-19,38.3159
2021-03-20,38.3159
2021-03-21,38.3159
2021-03-22,37.4095
2021-03-23,35.9722
2021-03-24,35.6293
2021-03-25,36.7888
2021-03-26,37.434
2021-03-27,37.434
2021-03-28,37.434
2021-03-29,36.9277
2021-03-30,37.434
2021-03-31,47.7848
2021-04-01,49.2259
2021-04-02,49.2259
2021-04-03,49.2259
2021-04-04,49.2259
2021-04-05,49.2363
2021-04-06,49.9413
2021-04-07,49.1015
2021-04-08,49.5577
2021-04-09,49.3399
2021-04-10,49.3399
2021-04-11,49.3399
2021-04-12,49.06
2021-04-13,47.1938
2021-04-14,46.945
2021-04-15,47.256
2021-04-16,47.4117
2021-04-17,47.4117
2021-04-18,47.4117
2021-04-19,46.7624
2021-04-20,44.6574
2021-04-21,45.9246
2021-04-22,44.6574
2021-04-23,44.5736
2021-04-24,44.5736
2021-04-25,44.5736
2021-04-26,45.2753
2021-04-27,44.7412
2021-04-28,44.2804
2021-04-29,44.9297
2021-04-30,45.4114
2021-05-01,45.4114
2021-05-02,45.4114
2021-05-03,45.8198
2021-05-04,45.6209
2021-05-05,45.6209
2021-05-06,45.8198
2021-05-07,44.9925
2021-05-08,44.9925
2021-05-09,44.9925
2021-05-10,44.7097
2021-05-11,44.1756
2021-05-12,43.3064
2021-05-13,43.5578
2021-05-14,44.3746
2021-05-15,44.3746
2021-05-16,44.3746
2021-05-17,44.5108
2021-05-18,43.9976
2021-05-19,43.6939
2021-05-20,43.8719
2021-05-21,43.5997
2021-05-22,43.5997
2021-05-23,43.5997
2021-05-24,43.6625
2021-05-25,43.0551
2021-05-26,43.5997
2021-05-27,43.2855
2021-05-28,43.6101
2021-05-29,43.6101
2021-05-30,43.6101
2021-05-31,43.6101
2021-06-01,43.5892
2021-06-02,43.1598
2021-06-03,42.9294
2021-06-04,43.1703
2021-06-05,43.1703
2021-06-06,43.1703
2021-06-07,43.3902
2021-06-08,43.5787
2021-06-09,43.2226
2021-06-10,43.0865
2021-06-11,43.1493
2021-06-12,43.1493
2021-06-13,43.1493
2021-06-14,42.5943
2021-06-15,42.6257
2021-06-16,42.4896
2021-06-17,42.2068
2021-06-18,41.2014
2021-06-19,41.2014
2021-06-20,41.2014
2021-06-21,41.4947
2021-06-22,41.4947
2021-06-23,41.4632
2021-06-24,41.7251
2021-06-25,41.8088
2021-06-26,41.8088
2021-06-27,41.8088
2021-06-28,41.6099
2021-06-29,41.5261
2021-06-30,35.8352
2021-07-01,36.2318
2021-07-02,35.8983
2021-07-03,35.8983
2021-07-04,35.8983
2021-07-05,35.8983
2021-07-06,35.6459
2021-07-07,35.5107
2021-07-08,35.4656
2021-07-09,36.1957
2021-07-10,36.1957
2021-07-11,36.1957
2021-07-12,36.1687
2021-07-13,35.3935
2021-07-14,35.4296
2021-07-15,35.6639
2021-07-16,35.4927
2021-07-17,35.4927
2021-07-18,35.4927
2021-07-19,35.1501
2021-07-20,35.8352
2021-07-21,36.8808
2021-07-22,36.1687
2021-07-23,36.394
2021-07-24,36.394
2021-07-25,36.394
2021-07-26,36.6104
2021-07-27,36.5202
2021-07-28,36.8537
2021-07-29,37.052
2021-07-30,36.7095
2021-07-31,36.7095
2021-08-01,36.7095
2021-08-02,36.1687
2021-08-03,36.2047
2021-08-04,36.782
2021-08-05,36.8992
2021-08-06,36.9443
2021-08-07,36.9443
2021-08-08,36.9443
2021-08-09,36.8722
2021-08-10,36.8902
2021-08-11,37.3589
2021-08-12,37.395
2021-08-13,37.1787
2021-08-14,37.1787
2021-08-15,37.1787
2021-08-16,36.6739
2021-08-17,36.5567
2021-08-18,35.7184
2021-08-19,35.43
2021-08-20,35.8446
2021-08-21,35.8446
2021-08-22,35.8446
2021-08-23,36.0249
2021-08-24,36.3313
2021-08-25,36.2953
2021-08-26,35.8716
2021-08-27,36.3584
2021-08-28,36.3584
2021-08-29,36.3584
2021-08-30,36.133
2021-08-31,35.9798
2021-09-01,36.5747
2021-09-02,36.2682
2021-09-03,36.124
2021-09-04,36.124
2021-09-05,36.124
2021-09-06,36.124
2021-09-07,36.0068
2021-09-08,36.0159
2021-09-09,35.5652
2021-09-10,34.2671
2021-09-11,34.2671
2021-09-12,34.2671
2021-09-13,34.4204
2021-09-14,34.15
2021-09-15,34.0238
2021-09-16,33.9607
2021-09-17,34.2671
2021-09-18,34.2671
2021-09-19,34.2671
2021-09-20,34.2852
2021-09-21,34.186
2021-09-22,33.9607
2021-09-23,34.186
2021-09-24,34.141
2021-09-25,34.141
2021-09-26,34.141
2021-09-27,34.5646
2021-09-28,33.9967
2021-09-29,33.8795
2021-09-30,33.8795
2021-10-01,33.8795
2021-10-02,33.8795
2021-10-03,33.8795
2021-10-04,33.8795
2021-10-05,33.8795
2021-10-06,33.8795
2021-10-07,33.8795
2021-10-08,33.8795
2021-10-09,33.8795
2021-10-10,33.8795
2021-10-11,33.8795
2021-10-12,33.8795
2021-10-13,33.8795
2021-10-14,33.8795
2021-10-15,33.8795
2021-10-16,33.8795
2021-10-17,33.8795
2021-10-18,33.8795
2021-10-19,33.8795
2021-10-20,33.8795
2021-10-21,33.8795
2021-10-22,33.8795
2021-10-23,33.8795
2021-10-24,33.8795
2021-10-25,33.8795
2021-10-26,33.8795
2021-10-27,33.8795
2021-10-28,33.8795
2021-10-29,33.8795
2021-10-30,33.8795
2021-10-31,33.8795
2021-11-01,33.8795
2021-11-02,33.8795
2021-11-03,33.8795
2021-11-04,33.8795
2021-11-05,33.8795
2021-11-06,33.8795
2021-11-07,33.8795
2021-11-08,33.8795
2021-11-09,33.8795
2021-11-10,33.8795
2021-11-11,33.8795
2021-11-12,33.8795
2021-11-13,33.8795
2021-11-14,33.8795
2021-11-15,33.8795
2021-11-16,33.8795
2021-11-17,33.8795
2021-11-18,33.8795
2021-11-19,33.8795
2021-11-20,33.8795
2021-11-21,33.8795
2021-11-22,33.8795
2021-11-23,33.8795
2021-11-24,33.8795
2021-11-25,33.8795
2021-11-26,33.8795
2021-11-27,33.8795
2021-11-28,33.8795
2021-11-29,33.8795
2021-11-30,33.8795
2021-12-01,33.8795
2021-12-02,33.8795
2021-12-03,33.8795
2021-12-04,33.8795
2021-12-05,33.8795
2021-12-06,33.8795
2021-12-07,33.8795
2021-12-08,33.8795
2021-12-09,33.8795
2021-12-10,33.8795
2021-12-11,33.8795
2021-12-12,33.8795
2021-12-13,33.8795
2021-12-14,33.8795
2021-12-15,33.8795
2021-12-16,33.8795
2021-12-17,33.8795
2021-12-18,33.8795
2021-12-19,33.8795
2021-12-20,33.8795
2021-12-21,33.8795
2021-12-22,33.8795
2021-12-23,33.8795
2021-12-24,33.8795
2021-12-25,33.8795
2021-12-26,33.8795
2021-12-27,33.8795
2021-12-28,33.8795
2021-12-29,33.8795
2021-12-30,33.8795
2021-12-31,33.8795
2022-01-01,33.8795
2022-01-02,33.8795
2022-01-03,33.8795
2022-01-04,33.8795
2022-01-05,33.8795
2022-01-06,33.8795
2022-01-07,33.8795
2022-01-08,33.8795
2022-01-09,33.8795
2022-01-10,33.8795
2022-01-11,33.8795
2022-01-12,33.8795
2022-01-13,33.8795
2022-01-14,33.8795
2022-01-15,33.8795
2022-01-16,33.8795
2022-01-17,33.8795
2022-01-18,33.8795
2022-01-19,33.8795
2022-01-20,33.8795
2022-01-21,33.8795
2022-01-22,33.8795
2022-01-23,33.8795
2022-01-24,33.8795
2022-01-25,33.8795
2022-01-26,33.8795
2022-01-27,33.8795
2022-01-28,33.8795
2022-01-29,33.8795
2022-01-30,33.8795
2022-01-31,33.8795
2022-02-01,33.8795
2022-02-02,33.8795
2022-02-03,33.8795
2022-02-04,33.8795
2022-02-05,33.8795
2022-02-06,33.8795
2022-02-07,33.8795
2022-02-08,33.8795
2022-02-09,33.8795
2022-02-10,33.8795
2022-02-11,33.8795
2022-02-12,33.8795
2022-02-13,33.8795
2022-02-14,33.8795
2022-02-15,33.8795
2022-02-16,33.8795
2022-02-17,33.8795
2022-02-18,33.8795
2022-02-19,33.8795
2022-02-20,33.8795
2022-02-21,33.8795
2022-02-22,33.8795
2022-02-23,33.8795
2022-02-24,33.8795
2022-02-25,33.8795
2022-02-26,33.8795
2022-02-27,33.8795
2022-02-28,33.8795
2022-03-01,33.8795
2022-03-02,33.8795
2022-03-03,33.8795
2022-03-04,33.8795
2022-03-05,33.8795
2022-03-06,33.8795
2022-03-07,33.8795
2022-03-08,33.8795
2022-03-09,33.8795
2022-03-10,33.8795
2022-03-11,33.8795
2022-03-12,33.8795
2022-03-13,33.8795
2022-03-14,33.8795
2022-03-15,33.8795
2022-03-16,33.8795
2022-03-17,33.8795
2022-03-18,33.8795
2022-03-19,33.8795
2022-03-20,33.8795
2022-03-21,33.8795
2022-03-22,33.8795
2022-03-23,33.8795
2022-03-24,33.8795
2022-03-25,33.8795
2022-03-26,33.8795
2022-03-27,33.8795
2022-03-28,33.8795
2022-03-29,33.8795
2022-03-30,33.8795
2022-03-31,33.8795
2022-04-01,33.8795
2022-04-02,33.8795
2022-04-03,33.8795
2022-04-04,33.8795
2022-04-05,33.8795
2022-04-06,33.8795
2022-04-07,33.8795
2022-04-08,33.8795
2022-04-09,33.8795
2022-04-10,33.8795
2022-04-11,33.8795
2022-04-12,33.8795
2022-04-13,33.8795
2022-04-14,33.8795
2022-04-15,33.8795
2022-04-16,33.8795
2022-04-17,33.8795
2022-04-18,33.8795
2022-04-19,33.8795
2022-04-20,33.8795
2022-04-21,33.8795
2022-04-22,33.8795
2022-04-23,33.8795
2022-04-24,33.8795
2022-04-25,33.8795
2022-04-26,33.8795
2022-04-27,33.8795
2022-04-28,33.8795
2022-04-29,33.8795
2022-04-30,33.8795
2022-05-01,33.8795
2022-05-02,33.8795
2022-05-03,33.8795
2022-05-04,33.8795
2022-05-05,33.8795
2022-05-06,33.8795
2022-05-07,33.8795
2022-05-08,33.8795
2022-05-09,33.8795
2022-05-10,33.8795
2022-05-11,33.8795
2022-05-12,33.8795
2022-05-13,33.8795
2022-05-14,33.8795
2022-05-15,33.8795
2022-05-16,33.8795
2022-05-17,33.8795
2022-05-18,33.8795
2022-05-19,33.8795
2022-05-20,33.8795
2022-05-21,33.8795
2022-05-22,33.8795
2022-05-23,33.8795
2022-05-24,33.8795
2022-05-25,33.8795
2022-05-26,33.8795
2022-05-27,33.8795
2022-05-28,33.8795
2022-05-29,33.8795
2022-05-30,33.8795
2022-05-31,33.8795
2022-06-01,33.8795
2022-06-02,33.8795
2022-06-03,33.8795
2022-06-04,33.8795
2022-06-05,33.8795
2022-06-06,33.8795
2022-06-07,33.8795
2022-06-08,33.8795
2022-06-09,33.8795
2022-06-10,33.8795
2022-06-11,33.8795
2022-06-12,33.8795
2022-06-13,33.8795
2022-06-14,33.8795
2022-06-15,33.8795
2022-06-16,33.8795
2022-06-17,33.8795
2022-06-18,33.8795
2022-06-19,33.8795
2022-06-20,33.8795
2022-06-21,33.8795
2022-06-22,33.8795
2022-06-23,33.8795
2022-06-24,33.8795
2022-06-25,33.8795
2022-06-26,33.8795
2022-06-27,33.8795
2022-06-28,33.8795
2022-06-29,33.8795
2022-06-30,33.8795
2022-07-01,33.8795
2022-07-02,33.8795
2022-07-03,33.8795
2022-07-04,33.8795
2022-07-05,33.8795
2022-07-06,33.8795
2022-07-07,33.8795
2022-07-08,33.8795
2022-07-09,33.8795
2022-07-10,33.8795
2022-07-11,33.8795
2022-07-12,33.8795
2022-07-13,33.8795
2022-07-14,33.8795
2022-07-15,33.8795
2022-07-16,33.8795
2022-07-17,33.8795
2022-07-18,33.8795
2022-07-19,33.8795
2022-07-20,33.8795
2022-07-21,33.8795
2022-07-22,33.8795
2022-07-23,33.8795
2022-07-24,33.8795
2022-07-25,33.8795
2022-07-26,33.8795
2022-07-27,33.8795
2022-07-28,33.8795
2022-07-29,33.8795
2022-07-30,33.8795
2022-07-31,33.8795
2022-08-01,33.8795
2022-08-02,33.8795
2022-08-03,33.8795
2022-08-04,33.8795
2022-08-05,33.8795
2022-08-06,33.8795
2022-08-07,33.8795
2022-08-08,33.8795
2022-08-09,33.8795
2022-08-10,33.8795
2022-08-11,33.8795
2022-08-12,33.8795
2022-08-13,33.8795
2022-08-14,33.8795
2022-08-15,33.8795
2022-08-16,33.8795
2022-08-17,33.8795
2022-08-18,33.8795
2022-08-19,33.8795
2022-08-20,33.8795
2022-08-21,33.8795
2022-08-22,33.8795
2022-08-23,33.8795
2022-08-24,33.8795
2022-08-25,33.8795
2022-08-26,33.8795
2022-08-27,33.8795
2022-08-28,33.8795
2022-08-29,33.8795
2022-08-30,33.8795
2022-08-31,33.8795
2022-09-01,33.8795
2022-09-02,33.8795
2022-09-03,33.8795
2022-09-04,33.8795
2022-09-05,33.8795
2022-09-06,33.8795
2022-09-07,33.8795
2022-09-08,33.8795
2022-09-09,33.8795
2022-09-10,33.8795
2022-09-11,33.8795
2022-09-12,33.8795
2022-09-13,33.8795
2022-09-14,33.8795
2022-09-15,33.8795
2022-09-16,33.8795
2022-09-17,33.8795
2022-09-18,33.8795
2022-09-19,33.8795
2022-09-20,33.8795
2022-09-21,33.8795
2022-09-22,33.8795
2022-09-23,33.8795
2022-09-24,33.8795
2022-09-25,33.8795
2022-09-26,33.8795
2022-09-27,33.8795
2022-09-28,33.8795
2022-09-29,33.8795
2022-09-30,24.9112
2022-10-01,24.9112
2022-10-02,24.9112
2022-10-03,24.5603
2022-10-04,25.2854
2022-10-05,24.9189
2022-10-06,24.9969
2022-10-07,24.342
2022-10-08,24.342
2022-10-09,24.342
2022-10-10,24.3108
2022-10-11,24.4667
2022-10-12,24.5135
2022-10-13,24.5759
2022-10-14,24.3498
2022-10-15,24.3498
2022-10-16,24.3498
2022-10-17,24.6539
2022-10-18,24.6539
2022-10-19,24.381
2022-10-20,24.2406
2022-10-21,24.685
2022-10-22,24.685
2022-10-23,24.685
2022-10-24,24.724
2022-10-25,25.0827
2022-10-26,24.9969
2022-10-27,25.1373
2022-10-28,25.262
2022-10-29,25.262
2022-10-30,25.262
2022-10-31,25.34
2022-11-01,25.3166
2022-11-02,24.7552
2022-11-03,24.4416
2022-11-04,24.6486
2022-11-05,24.6486
2022-11-06,24.6486
2022-11-07,23.9126
2022-11-08,23.6903
2022-11-09,23.675
2022-11-10,24.6256
2022-11-11,25.2695
2022-11-12,25.2695
2022-11-13,25.2695
2022-11-14,24.8096
2022-11-15,25.0166
2022-11-16,24.5336
2022-11-17,24.6869
2022-11-18,24.8709
2022-11-19,24.8709
2022-11-20,24.8709
2022-11-21,24.8249
2022-11-22,24.9476
2022-11-23,25.1392
2022-11-24,25.1392
2022-11-25,25.3232
2022-11-26,25.3232
2022-11-27,25.3232
2022-11-28,25.1852
2022-11-29,25.3692
2022-11-30,26.1128
2022-12-01,26.1128
2022-12-02,26.2661
2022-12-03,26.2661
2022-12-04,26.2661
2022-12-05,25.7985
2022-12-06,25.7065
2022-12-07,25.6298
2022-12-08,25.5225
2022-12-09,25.5532
2022-12-10,25.5532
2022-12-11,25.5532
2022-12-12,25.6528
2022-12-13,25.8062
2022-12-14,25.6758
2022-12-15,25.0012
2022-12-16,24.7099
2022-12-17,24.7099
2022-12-18,24.7099
2022-12-19,24.6562
2022-12-20,24.8786
2022-12-21,24.4339
2022-12-22,24.1349
2022-12-23,24.4493
2022-12-24,24.4493
2022-12-25,24.4493
2022-12-26,24.4493
2022-12-27,24.2653
2022-12-28,23.698
2022-12-29,24.3726
2022-12-30,25.7896
2022-12-31,25.7896
2023-01-01,25.7896
2023-01-02,25.7896
2023-01-03,26.0477
2023-01-04,26.3702
2023-01-05,26.1284
2023-01-06,26.4266
2023-01-07,26.4266
2023-01-08,26.4266
2023-01-09,26.9184
2023-01-10,26.9748
2023-01-11,27.5553
2023-01-12,27.8697
2023-01-13,27.8132
2023-01-14,27.8132
2023-01-15,27.8132
2023-01-16,27.8132
2023-01-17,27.7246
2023-01-18,27.3698
2023-01-19,27.3134
2023-01-20,27.7326
2023-01-21,27.7326
2023-01-22,27.7326
2023-01-23,28.0954
2023-01-24,27.9583
2023-01-25,28.1679
2023-01-26,28.7564
2023-01-27,28.8532
2023-01-28,28.8532
2023-01-29,28.8532
2023-01-30,28.5227
2023-01-31,29.1515
2023-02-01,29.482
2023-02-02,30.0463
2023-02-03,29.9012
2023-02-04,29.9012
2023-02-05,29.9012
2023-02-06,29.6271
2023-02-07,29.6352
2023-02-08,29.1515
2023-02-09,28.9499
2023-02-10,28.9741
2023-02-11,28.9741
2023-02-12,28.9741
2023-02-13,29.2885
2023-02-14,29.1192
2023-02-15,29.2079
2023-02-16,29.1595
2023-02-17,26.4848
2023-02-18,26.4848
2023-02-19,26.4848
2023-02-20,26.4848
2023-02-21,25.6565
2023-02-22,25.7999
2023-02-23,26.1423
2023-02-24,25.6326
2023-02-25,25.6326
2023-02-26,25.6326
2023-02-27,25.6007
2023-02-28,25.4891
2023-03-01,25.5344
2023-03-02,25.6139
2023-03-03,25.7172
2023-03-04,25.7172
2023-03-05,25.7172
2023-03-06,25.1607
2023-03-07,24.9778
2023-03-08,25.0415
2023-03-09,24.8506
2023-03-10,24.5088
2023-03-11,24.5088
