,RMAX US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-12,24.5088
2023-03-13,24.3895
2023-03-14,24.8268
2023-03-15,25.0335
2023-03-16,24.8904
2023-03-17,24.2464
2023-03-18,24.2464
2023-03-19,24.2464
2023-03-20,24.477
2023-03-21,24.5962
2023-03-22,24.2067
2023-03-23,24.4611
2023-03-24,24.4293
2023-03-25,24.4293
2023-03-26,24.4293
2023-03-27,24.6519
2023-03-28,24.6519
2023-03-29,24.6996
2023-03-30,24.636
2023-03-31,26.4365
2023-04-01,26.4365
2023-04-02,26.4365
2023-04-03,25.9507
2023-04-04,25.9426
2023-04-05,25.7564
2023-04-06,25.7645
2023-04-07,25.7645
2023-04-08,25.7645
2023-04-09,25.7645
2023-04-10,25.8536
2023-04-11,26.0398
2023-04-12,25.9103
2023-04-13,26.1208
2023-04-14,26.1532
2023-04-15,26.1532
2023-04-16,26.1532
2023-04-17,26.5823
2023-04-18,26.4122
2023-04-19,26.5499
2023-04-20,26.7847
2023-04-21,27.0602
2023-04-22,27.0602
2023-04-23,27.0602
2023-04-24,26.7847
2023-04-25,26.4284
2023-04-26,26.307
2023-04-27,26.6309
2023-04-28,26.8818
2023-04-29,26.8818
2023-04-30,26.8818
2023-05-01,26.8818
2023-05-02,26.4851
2023-05-03,26.3313
2023-05-04,26.1389
2023-05-05,26.8749
2023-05-06,26.8749
2023-05-07,26.8749
2023-05-08,26.7113
2023-05-09,26.2779
2023-05-10,26.7277
2023-05-11,26.7441
2023-05-12,26.6623
2023-05-13,26.6623
2023-05-14,26.6623
2023-05-15,26.5478
2023-05-16,26.1471
2023-05-17,26.556
2023-05-18,26.9403
2023-05-19,26.9485
2023-05-20,26.9485
2023-05-21,26.9485
2023-05-22,26.8504
2023-05-23,27.0057
2023-05-24,26.6705
2023-05-25,26.3433
2023-05-26,26.4497
2023-05-27,26.4497
2023-05-28,26.4497
2023-05-29,26.4497
2023-05-30,26.4578
2023-05-31,26.5314
2023-06-01,26.2943
2023-06-02,26.7768
2023-06-03,26.7768
2023-06-04,26.7768
2023-06-05,26.2861
2023-06-06,26.5805
2023-06-07,27.3001
2023-06-08,27.1202
2023-06-09,26.8749
2023-06-10,26.8749
2023-06-11,26.8749
2023-06-12,26.7768
2023-06-13,26.8749
2023-06-14,26.556
2023-06-15,26.4497
2023-06-16,26.2779
2023-06-17,26.2779
2023-06-18,26.2779
2023-06-19,26.2779
2023-06-20,26.1062
2023-06-21,25.8282
2023-06-22,25.8609
2023-06-23,25.8445
2023-06-24,25.8445
2023-06-25,25.8445
2023-06-26,26.0817
2023-06-27,26.556
2023-06-28,26.9812
2023-06-29,27.3083
2023-06-30,29.9236
2023-07-01,29.9236
2023-07-02,29.9236
2023-07-03,30.1508
2023-07-04,30.1508
2023-07-05,29.3874
2023-07-06,29.2692
2023-07-07,29.5055
2023-07-08,29.5055
2023-07-09,29.5055
2023-07-10,29.6509
2023-07-11,30.0508
2023-07-12,30.5143
2023-07-13,31.0232
2023-07-14,30.7597
2023-07-15,30.7597
2023-07-16,30.7597
2023-07-17,30.3962
2023-07-18,30.5143
2023-07-19,30.278
2023-07-20,30.1689
2023-07-21,30.278
2023-07-22,30.278
2023-07-23,30.278
2023-07-24,30.7779
2023-07-25,30.687
2023-07-26,30.7233
2023-07-27,30.3871
2023-07-28,30.278
2023-07-29,30.278
2023-07-30,30.278
2023-07-31,30.3325
2023-08-01,30.178
2023-08-02,30.2889
2023-08-03,29.8981
2023-08-04,30.0981
2023-08-05,30.0981
2023-08-06,30.0981
2023-08-07,30.6798
2023-08-08,30.398
2023-08-09,29.8617
2023-08-10,29.5709
2023-08-11,29.6618
2023-08-12,29.6618
2023-08-13,29.6618
2023-08-14,28.9619
2023-08-15,28.4802
2023-08-16,28.1803
2023-08-17,27.7531
2023-08-18,27.3713
2023-08-19,27.3713
2023-08-20,27.3713
2023-08-21,27.3622
2023-08-22,27.1077
2023-08-23,27.335
2023-08-24,27.444
2023-08-25,27.2259
2023-08-26,27.2259
2023-08-27,27.2259
2023-08-28,27.3986
2023-08-29,27.3713
2023-08-30,27.2623
2023-08-31,27.1441
2023-09-01,27.3259
2023-09-02,27.3259
2023-09-03,27.3259
2023-09-04,27.3259
2023-09-05,25.908
2023-09-06,25.808
2023-09-07,25.808
2023-09-08,25.7171
2023-09-09,25.7171
2023-09-10,25.7171
2023-09-11,25.5989
2023-09-12,25.708
2023-09-13,25.6535
2023-09-14,26.3261
2023-09-15,25.5626
2023-09-16,25.5626
2023-09-17,25.5626
2023-09-18,26.4533
2023-09-19,26.0443
2023-09-20,25.7898
2023-09-21,25.6898
2023-09-22,25.4263
2023-09-23,25.4263
2023-09-24,25.4263
2023-09-25,25.4808
2023-09-26,25.5171
2023-09-27,25.5444
2023-09-28,25.4081
2023-09-29,105.6766
2023-09-30,105.6766
2023-10-01,105.6766
2023-10-02,105.6359
2023-10-03,102.8643
2023-10-04,101.5193
2023-10-05,102.9459
2023-10-06,102.1715
2023-10-07,102.1715
2023-10-08,102.1715
2023-10-09,100.3781
2023-10-10,101.8454
2023-10-11,101.3971
2023-10-12,101.3563
2023-10-13,98.7885
2023-10-14,98.7885
2023-10-15,98.7885
2023-10-16,98.2587
2023-10-17,98.2587
2023-10-18,97.4435
2023-10-19,96.1393
2023-10-20,95.6094
2023-10-21,95.6094
2023-10-22,95.6094
2023-10-23,96.3023
2023-10-24,98.1364
2023-10-25,97.362
2023-10-26,98.2587
2023-10-27,98.2995
2023-10-28,98.2995
2023-10-29,98.2995
2023-10-30,98.7885
2023-10-31,96.7914
2023-11-01,99.1554
2023-11-02,98.544
2023-11-03,100.5895
2023-11-04,100.5895
2023-11-05,100.5895
2023-11-06,97.1126
2023-11-07,93.3494
2023-11-08,92.6949
2023-11-09,90.2407
2023-11-10,90.9769
2023-11-11,90.9769
2023-11-12,90.9769
2023-11-13,89.668
2023-11-14,93.0631
2023-11-15,94.4947
2023-11-16,91.8359
2023-11-17,91.9996
2023-11-18,91.9996
2023-11-19,91.9996
2023-11-20,92.9404
2023-11-21,90.8542
2023-11-22,90.3225
2023-11-23,90.3225
2023-11-24,90.1998
2023-11-25,90.1998
2023-11-26,90.1998
2023-11-27,89.3408
2023-11-28,90.2816
2023-11-29,90.6906
2023-11-30,90.5679
2023-12-01,92.4904
2023-12-02,92.4904
2023-12-03,92.4904
2023-12-04,92.6949
2023-12-05,91.3451
2023-12-06,92.4495
2023-12-07,94.372
2023-12-08,95.681
2023-12-09,95.681
2023-12-10,95.681
2023-12-11,96.5809
2023-12-12,97.4807
2023-12-13,103.6164
2023-12-14,106.807
2023-12-15,106.807
2023-12-16,106.807
2023-12-17,106.807
2023-12-18,103.2483
2023-12-19,105.2117
2023-12-20,104.1482
2023-12-21,104.9663
2023-12-22,104.7617
2023-12-23,104.7617
2023-12-24,104.7617
2023-12-25,104.7617
2023-12-26,105.6207
2023-12-27,106.9297
2023-12-28,107.5432
2023-12-29,107.5432
2023-12-30,107.5432
2023-12-31,107.5432
2024-01-01,107.5432
2024-01-02,107.5432
2024-01-03,107.5432
2024-01-04,107.5432
2024-01-05,107.5432
2024-01-06,107.5432
2024-01-07,107.5432
2024-01-08,107.5432
2024-01-09,107.5432
2024-01-10,107.5432
2024-01-11,107.5432
2024-01-12,107.5432
2024-01-13,107.5432
2024-01-14,107.5432
2024-01-15,107.5432
2024-01-16,107.5432
2024-01-17,107.5432
2024-01-18,107.5432
2024-01-19,107.5432
2024-01-20,107.5432
2024-01-21,107.5432
2024-01-22,107.5432
2024-01-23,107.5432
2024-01-24,107.5432
2024-01-25,107.5432
2024-01-26,107.5432
2024-01-27,107.5432
2024-01-28,107.5432
2024-01-29,107.5432
2024-01-30,107.5432
2024-01-31,107.5432
2024-02-01,107.5432
2024-02-02,107.5432
2024-02-03,107.5432
2024-02-04,107.5432
2024-02-05,107.5432
2024-02-06,107.5432
2024-02-07,107.5432
2024-02-08,107.5432
2024-02-09,107.5432
2024-02-10,107.5432
2024-02-11,107.5432
2024-02-12,107.5432
2024-02-13,107.5432
2024-02-14,107.5432
2024-02-15,107.5432
2024-02-16,107.5432
2024-02-17,107.5432
2024-02-18,107.5432
2024-02-19,107.5432
2024-02-20,107.5432
2024-02-21,107.5432
2024-02-22,107.5432
2024-02-23,107.5432
2024-02-24,107.5432
2024-02-25,107.5432
2024-02-26,107.5432
2024-02-27,107.5432
2024-02-28,107.5432
2024-02-29,107.5432
2024-03-01,107.5432
2024-03-02,107.5432
2024-03-03,107.5432
2024-03-04,107.5432
2024-03-05,107.5432
2024-03-06,107.5432
2024-03-07,107.5432
2024-03-08,107.5432
2024-03-09,107.5432
2024-03-10,107.5432
2024-03-11,107.5432
2024-03-12,107.5432
2024-03-13,107.5432
2024-03-14,107.5432
2024-03-15,107.5432
2024-03-16,107.5432
2024-03-17,107.5432
2024-03-18,107.5432
2024-03-19,107.5432
2024-03-20,107.5432
2024-03-21,107.5432
2024-03-22,107.5432
2024-03-23,107.5432
2024-03-24,107.5432
2024-03-25,107.5432
2024-03-26,107.5432
2024-03-27,107.5432
2024-03-28,107.5432
2024-03-29,107.5432
2024-03-30,107.5432
2024-03-31,107.5432
2024-04-01,107.5432
2024-04-02,107.5432
2024-04-03,107.5432
2024-04-04,107.5432
2024-04-05,107.5432
2024-04-06,107.5432
2024-04-07,107.5432
2024-04-08,107.5432
