,HLIO US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,19.5369
2020-01-02,19.4062
2020-01-03,19.5334
2020-01-04,19.5334
2020-01-05,19.5334
2020-01-06,19.7488
2020-01-07,19.6358
2020-01-08,19.604
2020-01-09,19.4204
2020-01-10,19.0779
2020-01-11,19.0779
2020-01-12,19.0779
2020-01-13,19.3427
2020-01-14,19.6534
2020-01-15,19.8158
2020-01-16,20.4479
2020-01-17,19.943
2020-01-18,19.943
2020-01-19,19.943
2020-01-20,19.943
2020-01-21,19.1909
2020-01-22,19.092
2020-01-23,19.3639
2020-01-24,18.8448
2020-01-25,18.8448
2020-01-26,18.8448
2020-01-27,18.6894
2020-01-28,18.7671
2020-01-29,18.813
2020-01-30,19.1344
2020-01-31,18.2269
2020-02-01,18.2269
2020-02-02,18.2269
2020-02-03,18.3505
2020-02-04,18.6894
2020-02-05,18.9825
2020-02-06,19.0885
2020-02-07,18.9472
2020-02-08,18.9472
2020-02-09,18.9472
2020-02-10,19.0143
2020-02-11,19.1979
2020-02-12,19.5475
2020-02-13,19.1414
2020-02-14,18.9366
2020-02-15,18.9366
2020-02-16,18.9366
2020-02-17,18.9366
2020-02-18,18.7353
2020-02-19,18.474
2020-02-20,18.6718
2020-02-21,17.9797
2020-02-22,17.9797
2020-02-23,17.9797
2020-02-24,17.1887
2020-02-25,17.9609
2020-02-26,17.6429
2020-02-27,17.2579
2020-02-28,17.2544
2020-02-29,17.2544
2020-03-01,17.2544
2020-03-02,17.9785
2020-03-03,17.7807
2020-03-04,18.685
2020-03-05,17.763
2020-03-06,17.7383
2020-03-07,17.7383
2020-03-08,17.7383
2020-03-09,16.0781
2020-03-10,17.7312
2020-03-11,16.3712
2020-03-12,14.6015
2020-03-13,16.5479
2020-03-14,16.5479
2020-03-15,16.5479
2020-03-16,15.958
2020-03-17,18.4024
2020-03-18,17.4416
2020-03-19,18.7133
2020-03-20,17.0954
2020-03-21,17.0954
2020-03-22,17.0954
2020-03-23,16.9223
2020-03-24,17.3427
2020-03-25,15.746
2020-03-26,17.0212
2020-03-27,25.69
2020-03-28,25.69
2020-03-29,25.69
2020-03-30,26.9872
2020-03-31,27.2443
2020-04-01,25.2459
2020-04-02,25.5088
2020-04-03,24.1531
2020-04-04,24.1531
2020-04-05,24.1531
2020-04-06,24.7492
2020-04-07,24.866
2020-04-08,24.6206
2020-04-09,23.6564
2020-04-10,23.6564
2020-04-11,23.6564
2020-04-12,23.6564
2020-04-13,22.4819
2020-04-14,23.6155
2020-04-15,23.3
2020-04-16,23.189
2020-04-17,24.3693
2020-04-18,24.3693
2020-04-19,24.3693
2020-04-20,23.487
2020-04-21,22.6747
2020-04-22,22.7916
2020-04-23,23.1071
2020-04-24,22.9435
2020-04-25,22.9435
2020-04-26,22.9435
2020-04-27,23.9603
2020-04-28,24.4453
2020-04-29,26.21
2020-04-30,25.8711
2020-05-01,24.9245
2020-05-02,24.9245
2020-05-03,24.9245
2020-05-04,24.1298
2020-05-05,25.3782
2020-05-06,24.8636
2020-05-07,24.6413
2020-05-08,25.4074
2020-05-09,25.4074
2020-05-10,25.4074
2020-05-11,24.5945
2020-05-12,24.384
2020-05-13,23.6764
2020-05-14,22.8636
2020-05-15,22.6296
2020-05-16,22.6296
2020-05-17,22.6296
2020-05-18,23.5068
2020-05-19,22.5419
2020-05-20,23.2144
2020-05-21,23.7934
2020-05-22,23.8577
2020-05-23,23.8577
2020-05-24,23.8577
2020-05-25,23.8577
2020-05-26,24.9747
2020-05-27,25.7057
2020-05-28,25.5185
2020-05-29,26.0039
2020-05-30,26.0039
2020-05-31,26.0039
2020-06-01,25.8402
2020-06-02,25.3606
2020-06-03,26.8051
2020-06-04,27.2671
2020-06-05,28.7524
2020-06-06,28.7524
2020-06-07,28.7524
2020-06-08,28.191
2020-06-09,28.1384
2020-06-10,27.7407
2020-06-11,25.5536
2020-06-12,25.5478
2020-06-13,25.5478
2020-06-14,25.5478
2020-06-15,25.8694
2020-06-16,26.3021
2020-06-17,25.7875
2020-06-18,26.1501
2020-06-19,25.8928
2020-06-20,25.8928
2020-06-21,25.8928
2020-06-22,26.191
2020-06-23,26.1384
2020-06-24,25.8402
2020-06-25,26.6706
2020-06-26,31.7935
2020-06-27,31.7935
2020-06-28,31.7935
2020-06-29,32.44
2020-06-30,32.2553
2020-07-01,30.6852
2020-07-02,31.2322
2020-07-03,31.2322
2020-07-04,31.2322
2020-07-05,31.2322
2020-07-06,31.5732
2020-07-07,30.6994
2020-07-08,30.1736
2020-07-09,29.6905
2020-07-10,30.0671
2020-07-11,30.0671
2020-07-12,30.0671
2020-07-13,30.1665
2020-07-14,30.8557
2020-07-15,31.7721
2020-07-16,31.3814
2020-07-17,31.8858
2020-07-18,31.8858
2020-07-19,31.8858
2020-07-20,31.6159
2020-07-21,31.9498
2020-07-22,31.6798
2020-07-23,32.2126
2020-07-24,31.8432
2020-07-25,31.8432
2020-07-26,31.8432
2020-07-27,32.6744
2020-07-28,31.829
2020-07-29,33.051
2020-07-30,32.9444
2020-07-31,32.6673
2020-08-01,32.6673
2020-08-02,32.6673
2020-08-03,32.9728
2020-08-04,33.914
2020-08-05,34.9943
2020-08-06,35.0938
2020-08-07,35.7903
2020-08-08,35.7903
2020-08-09,35.7903
2020-08-10,36.3376
2020-08-11,36.6103
2020-08-12,36.6032
2020-08-13,36.0633
2020-08-14,36.042
2020-08-15,36.042
2020-08-16,36.042
2020-08-17,35.7365
2020-08-18,35.6867
2020-08-19,35.3741
2020-08-20,34.9763
2020-08-21,34.6637
2020-08-22,34.6637
2020-08-23,34.6637
2020-08-24,35.0971
2020-08-25,34.9337
2020-08-26,34.9408
2020-08-27,34.8555
2020-08-28,35.2605
2020-08-29,35.2605
2020-08-30,35.2605
2020-08-31,34.9976
2020-09-01,35.9496
2020-09-02,36.113
2020-09-03,34.9976
2020-09-04,34.9621
2020-09-05,34.9621
2020-09-06,34.9621
2020-09-07,34.9621
2020-09-08,34.2232
2020-09-09,34.3511
2020-09-10,33.8111
2020-09-11,33.8467
2020-09-12,33.8467
2020-09-13,33.8467
2020-09-14,34.3653
2020-09-15,33.7543
2020-09-16,33.5625
2020-09-17,33.3707
2020-09-18,33.1717
2020-09-19,33.1717
2020-09-20,33.1717
2020-09-21,31.4027
2020-09-22,31.6869
2020-09-23,31.5945
2020-09-24,31.5661
2020-09-25,31.4083
2020-09-26,31.4083
2020-09-27,31.4083
2020-09-28,32.103
2020-09-29,32.0957
2020-09-30,31.7194
2020-10-01,32.1319
2020-10-02,32.4141
2020-10-03,32.4141
2020-10-04,32.4141
2020-10-05,33.3331
2020-10-06,33.4778
2020-10-07,33.7745
2020-10-08,33.9916
2020-10-09,34.2376
2020-10-10,34.2376
2020-10-11,34.2376
2020-10-12,35.7572
2020-10-13,35.5401
2020-10-14,34.9829
2020-10-15,36.1479
