,L US Equity
2020-06-09,15.8786
2020-06-10,15.8786
2020-06-11,15.8786
2020-06-12,15.8786
2020-06-13,15.8786
2020-06-14,15.8786
2020-06-15,15.8786
2020-06-16,15.8786
2020-06-17,15.8786
2020-06-18,15.8786
2020-06-19,15.8786
2020-06-20,15.8786
2020-06-21,15.8786
2020-06-22,15.8786
2020-06-23,15.8786
2020-06-24,15.8786
2020-06-25,15.8786
2020-06-26,15.8786
2020-06-27,15.8786
2020-06-28,15.8786
2020-06-29,15.8786
2020-06-30,15.8786
2020-07-01,15.8786
2020-07-02,15.8786
2020-07-03,15.8786
2020-07-04,15.8786
2020-07-05,15.8786
2020-07-06,15.8786
2020-07-07,15.8786
2020-07-08,15.8786
2020-07-09,15.8786
2020-07-10,15.8786
2020-07-11,15.8786
2020-07-12,15.8786
2020-07-13,15.8786
2020-07-14,15.8786
2020-07-15,15.8786
2020-07-16,15.8786
2020-07-17,15.8786
2020-07-18,15.8786
2020-07-19,15.8786
2020-07-20,15.8786
2020-07-21,15.8786
2020-07-22,15.8786
2020-07-23,15.8786
2020-07-24,15.8786
2020-07-25,15.8786
2020-07-26,15.8786
2020-07-27,15.8786
2020-07-28,15.8786
2020-07-29,15.8786
2020-07-30,15.8786
2020-07-31,15.8786
2020-08-01,15.8786
2020-08-02,15.8786
2020-08-03,15.8786
2020-08-04,15.8786
2020-08-05,15.8786
2020-08-06,15.8786
2020-08-07,15.8786
2020-08-08,15.8786
2020-08-09,15.8786
2020-08-10,15.8786
2020-08-11,15.8786
2020-08-12,15.8786
2020-08-13,15.8786
2020-08-14,15.8786
2020-08-15,15.8786
2020-08-16,15.8786
2020-08-17,15.8786
2020-08-18,15.8786
2020-08-19,15.8786
2020-08-20,15.8786
2020-08-21,15.8786
2020-08-22,15.8786
2020-08-23,15.8786
2020-08-24,15.8786
2020-08-25,15.8786
2020-08-26,15.8786
2020-08-27,15.8786
2020-08-28,15.8786
2020-08-29,15.8786
2020-08-30,15.8786
2020-08-31,15.8786
2020-09-01,15.8786
2020-09-02,15.8786
2020-09-03,15.8786
2020-09-04,15.8786
2020-09-05,15.8786
2020-09-06,15.8786
2020-09-07,15.8786
2020-09-08,15.8786
2020-09-09,15.8786
2020-09-10,15.8786
2020-09-11,15.8786
2020-09-12,15.8786
2020-09-13,15.8786
2020-09-14,15.8786
2020-09-15,15.8786
2020-09-16,15.8786
2020-09-17,15.8786
2020-09-18,15.8786
2020-09-19,15.8786
2020-09-20,15.8786
2020-09-21,15.8786
2020-09-22,15.8786
2020-09-23,15.8786
2020-09-24,15.8786
2020-09-25,15.8786
2020-09-26,15.8786
2020-09-27,15.8786
2020-09-28,15.8786
2020-09-29,15.8786
2020-09-30,15.8786
2020-10-01,15.8786
2020-10-02,15.8786
2020-10-03,15.8786
2020-10-04,15.8786
2020-10-05,15.8786
2020-10-06,15.8786
2020-10-07,15.8786
2020-10-08,15.8786
2020-10-09,15.8786
2020-10-10,15.8786
2020-10-11,15.8786
2020-10-12,15.8786
2020-10-13,15.8786
2020-10-14,15.8786
2020-10-15,15.8786
2020-10-16,15.8786
2020-10-17,15.8786
2020-10-18,15.8786
2020-10-19,15.8786
2020-10-20,15.8786
2020-10-21,15.8786
2020-10-22,15.8786
2020-10-23,15.8786
2020-10-24,15.8786
2020-10-25,15.8786
2020-10-26,15.8786
2020-10-27,15.8786
2020-10-28,15.8786
2020-10-29,15.8786
2020-10-30,15.8786
2020-10-31,15.8786
2020-11-01,15.8786
2020-11-02,15.8786
2020-11-03,15.8786
2020-11-04,15.8786
2020-11-05,15.8786
2020-11-06,15.8786
2020-11-07,15.8786
2020-11-08,15.8786
2020-11-09,15.8786
2020-11-10,15.8786
2020-11-11,15.8786
2020-11-12,15.8786
2020-11-13,15.8786
2020-11-14,15.8786
2020-11-15,15.8786
2020-11-16,15.8786
2020-11-17,15.8786
2020-11-18,15.8786
2020-11-19,15.8786
2020-11-20,15.8786
2020-11-21,15.8786
2020-11-22,15.8786
2020-11-23,15.8786
2020-11-24,15.8786
2020-11-25,15.8786
2020-11-26,15.8786
2020-11-27,15.8786
2020-11-28,15.8786
2020-11-29,15.8786
2020-11-30,15.8786
2020-12-01,15.8786
2020-12-02,15.8786
2020-12-03,15.8786
2020-12-04,15.8786
2020-12-05,15.8786
2020-12-06,15.8786
2020-12-07,15.8786
2020-12-08,15.8786
2020-12-09,15.8786
2020-12-10,15.8786
2020-12-11,15.8786
2020-12-12,15.8786
2020-12-13,15.8786
2020-12-14,15.8786
2020-12-15,15.8786
2020-12-16,15.8786
2020-12-17,15.8786
2020-12-18,15.8786
2020-12-19,15.8786
2020-12-20,15.8786
2020-12-21,15.8786
2020-12-22,15.8786
2020-12-23,15.8786
2020-12-24,15.8786
2020-12-25,15.8786
2020-12-26,15.8786
2020-12-27,15.8786
2020-12-28,15.8786
2020-12-29,15.8786
2020-12-30,15.8786
2020-12-31,15.8786
2021-01-01,15.8786
2021-01-02,15.8786
2021-01-03,15.8786
2021-01-04,15.8786
2021-01-05,15.8786
2021-01-06,15.8786
2021-01-07,15.8786
2021-01-08,15.8786
2021-01-09,15.8786
2021-01-10,15.8786
2021-01-11,15.8786
2021-01-12,15.8786
2021-01-13,15.8786
2021-01-14,15.8786
2021-01-15,15.8786
2021-01-16,15.8786
2021-01-17,15.8786
2021-01-18,15.8786
2021-01-19,15.8786
2021-01-20,15.8786
2021-01-21,15.8786
2021-01-22,15.8786
2021-01-23,15.8786
2021-01-24,15.8786
2021-01-25,15.8786
2021-01-26,15.8786
2021-01-27,15.8786
2021-01-28,15.8786
2021-01-29,15.8786
2021-01-30,15.8786
2021-01-31,15.8786
2021-02-01,15.8786
2021-02-02,15.8786
2021-02-03,15.8786
2021-02-04,15.8786
2021-02-05,15.8786
2021-02-06,15.8786
2021-02-07,15.8786
2021-02-08,15.8786
2021-02-09,15.8786
2021-02-10,15.8786
2021-02-11,15.8786
2021-02-12,15.8786
2021-02-13,15.8786
2021-02-14,15.8786
2021-02-15,15.8786
2021-02-16,15.8786
2021-02-17,15.8786
2021-02-18,15.8786
2021-02-19,15.8786
2021-02-20,15.8786
2021-02-21,15.8786
2021-02-22,15.8786
2021-02-23,15.8786
2021-02-24,15.8786
2021-02-25,15.8786
2021-02-26,15.8786
2021-02-27,15.8786
2021-02-28,15.8786
2021-03-01,15.8786
2021-03-02,15.8786
2021-03-03,15.8786
2021-03-04,15.8786
2021-03-05,15.8786
2021-03-06,15.8786
2021-03-07,15.8786
2021-03-08,15.8786
2021-03-09,15.8786
2021-03-10,15.8786
2021-03-11,15.8786
2021-03-12,15.8786
2021-03-13,15.8786
2021-03-14,15.8786
2021-03-15,15.8786
2021-03-16,15.8786
2021-03-17,15.8786
2021-03-18,15.8786
2021-03-19,15.8786
2021-03-20,15.8786
2021-03-21,15.8786
2021-03-22,15.8786
2021-03-23,15.8786
2021-03-24,15.8786
2021-03-25,15.8786
2021-03-26,15.8786
2021-03-27,15.8786
2021-03-28,15.8786
2021-03-29,15.8786
2021-03-30,15.8786
2021-03-31,75.1356
2021-04-01,75.9661
2021-04-02,75.9661
2021-04-03,75.9661
2021-04-04,75.9661
2021-04-05,76.3856
2021-04-06,76.6596
2021-04-07,76.9079
2021-04-08,76.6168
2021-04-09,77.1305
2021-04-10,77.1305
2021-04-11,77.1305
2021-04-12,77.6185
2021-04-13,77.0277
2021-04-14,77.4815
2021-04-15,77.4901
2021-04-16,77.7812
2021-04-17,77.7812
2021-04-18,77.7812
2021-04-19,77.687
2021-04-20,77.4044
2021-04-21,78.1579
2021-04-22,77.7041
2021-04-23,78.5003
2021-04-24,78.5003
2021-04-25,78.5003
2021-04-26,78.5175
2021-04-27,78.8
2021-04-28,78.6545
2021-04-29,79.3052
2021-04-30,78.9627
2021-05-01,78.9627
2021-05-02,78.9627
2021-05-03,80.0672
2021-05-04,80.4439
2021-05-05,80.2726
2021-05-06,81.0432
2021-05-07,80.5256
2021-05-08,80.5256
2021-05-09,80.5256
2021-05-10,80.5171
2021-05-11,79.9098
2021-05-12,79.0241
2021-05-13,80.281
2021-05-14,80.9389
2021-05-15,80.9389
2021-05-16,80.9389
2021-05-17,80.534
2021-05-18,80.2725
2021-05-19,80.3316
2021-05-20,79.952
2021-05-21,79.9351
2021-05-22,79.9351
2021-05-23,79.9351
2021-05-24,80.6437
2021-05-25,79.6146
2021-05-26,79.758
2021-05-27,80.3063
2021-05-28,80.475
2021-05-29,80.475
2021-05-30,80.475
2021-05-31,80.475
2021-06-01,80.5762
2021-06-02,80.3991
2021-06-03,80.3147
2021-06-04,80.205
2021-06-05,80.205
2021-06-06,80.205
2021-06-07,79.5724
2021-06-08,79.6062
2021-06-09,78.847
2021-06-10,78.3999
2021-06-11,78.6783
2021-06-12,78.6783
2021-06-13,78.6783
2021-06-14,78.3156
2021-06-15,78.8976
2021-06-16,78.5771
2021-06-17,77.1684
2021-06-18,75.9453
2021-06-19,75.9453
2021-06-20,75.9453
2021-06-21,77.2528
2021-06-22,77.1347
2021-06-23,76.9744
2021-06-24,77.7251
2021-06-25,78.1469
2021-06-26,78.1469
2021-06-27,78.1469
2021-06-28,77.2106
2021-06-29,77.1262
2021-06-30,10.2019
2021-07-01,10.2629
2021-07-02,10.2396
2021-07-03,10.2396
2021-07-04,10.2396
2021-07-05,10.2396
2021-07-06,10.1199
2021-07-07,10.141
2021-07-08,10.0058
2021-07-09,10.2086
2021-07-10,10.2086
2021-07-11,10.2086
2021-07-12,10.2462
2021-07-13,10.1587
2021-07-14,10.1742
2021-07-15,10.1953
2021-07-16,10.1321
2021-07-17,10.1321
2021-07-18,10.1321
2021-07-19,9.8817
2021-07-20,10.0556
2021-07-21,10.1421
2021-07-22,10.0767
2021-07-23,10.0822
2021-07-24,10.0822
2021-07-25,10.0822
2021-07-26,10.1266
2021-07-27,10.1022
2021-07-28,10.0468
2021-07-29,10.1144
2021-07-30,10.0889
2021-07-31,10.0889
2021-08-01,10.0889
2021-08-02,9.9578
2021-08-03,9.9502
2021-08-04,9.8884
2021-08-05,9.9978
2021-08-06,10.0964
2021-08-07,10.0964
2021-08-08,10.0964
2021-08-09,10.1148
2021-08-10,10.1679
2021-08-11,10.2318
2021-08-12,10.2286
2021-08-13,10.1733
2021-08-14,10.1733
2021-08-15,10.1733
2021-08-16,10.1528
2021-08-17,10.1452
2021-08-18,10.0715
2021-08-19,10.0661
2021-08-20,10.1062
2021-08-21,10.1062
2021-08-22,10.1062
2021-08-23,10.1549
2021-08-24,10.1668
2021-08-25,10.2405
2021-08-26,10.169
2021-08-27,10.2697
2021-08-28,10.2697
2021-08-29,10.2697
2021-08-30,10.1939
2021-08-31,10.1983
2021-09-01,10.1755
2021-09-02,10.1549
2021-09-03,10.078
2021-09-04,10.078
2021-09-05,10.078
2021-09-06,10.078
2021-09-07,10.0953
2021-09-08,10.1289
2021-09-09,10.0585
2021-09-10,9.9404
2021-09-11,9.9404
2021-09-12,9.9404
2021-09-13,10.0011
2021-09-14,9.9069
2021-09-15,9.9924
2021-09-16,9.9578
2021-09-17,9.896
2021-09-18,9.896
2021-09-19,9.896
2021-09-20,9.8072
2021-09-21,9.7465
2021-09-22,9.8191
2021-09-23,9.8809
2021-09-24,9.883
2021-09-25,9.883
2021-09-26,9.883
2021-09-27,9.987
2021-09-28,9.9285
2021-09-29,10.0325
2021-09-30,9.0515
2021-10-01,9.1844
2021-10-02,9.1844
2021-10-03,9.1844
2021-10-04,9.1606
2021-10-05,9.2845
2021-10-06,9.3143
2021-10-07,9.349
2021-10-08,9.3975
2021-10-09,9.3975
2021-10-10,9.3975
2021-10-11,9.3351
2021-10-12,9.345
2021-10-13,9.2726
2021-10-14,9.3648
2021-10-15,9.4174
2021-10-16,9.4174
2021-10-17,9.4174
2021-10-18,9.3628
2021-10-19,9.4025
2021-10-20,9.463
2021-10-21,9.4055
2021-10-22,9.4114
2021-10-23,9.4114
2021-10-24,9.4114
2021-10-25,9.4213
2021-10-26,9.3866
2021-10-27,9.2161
2021-10-28,9.2974
2021-10-29,9.2637
2021-10-30,9.2637
2021-10-31,9.2637
2021-11-01,9.2869
2021-11-02,9.3152
2021-11-03,9.3152
2021-11-04,9.2438
2021-11-05,9.2986
2021-11-06,9.2986
2021-11-07,9.2986
2021-11-08,9.3768
2021-11-09,9.3416
2021-11-10,9.2986
2021-11-11,9.3318
2021-11-12,9.281
2021-11-13,9.281
2021-11-14,9.281
2021-11-15,9.2018
2021-11-16,9.2262
2021-11-17,9.2937
2021-11-18,9.2468
2021-11-19,9.1431
2021-11-20,9.1431
2021-11-21,9.1431
2021-11-22,9.2477
2021-11-23,9.3162
2021-11-24,9.2624
2021-11-25,9.2624
2021-11-26,9.0884
2021-11-27,9.0884
2021-11-28,9.0884
2021-11-29,9.0923
2021-11-30,8.931
2021-12-01,8.9281
2021-12-02,9.0884
2021-12-03,9.0688
2021-12-04,9.0688
2021-12-05,9.0688
2021-12-06,9.2008
2021-12-07,9.2624
2021-12-08,9.2565
2021-12-09,9.2419
2021-12-10,9.2869
2021-12-11,9.2869
2021-12-12,9.2869
2021-12-13,9.2546
2021-12-14,9.2487
2021-12-15,9.2849
2021-12-16,9.366
2021-12-17,9.2556
2021-12-18,9.2556
2021-12-19,9.2556
2021-12-20,9.1383
2021-12-21,9.2536
2021-12-22,9.2536
2021-12-23,9.279
2021-12-24,9.279
2021-12-25,9.279
2021-12-26,9.279
2021-12-27,9.3475
2021-12-28,9.3934
2021-12-29,9.3915
2021-12-30,9.3533
2021-12-31,9.6962
2022-01-01,9.6962
2022-01-02,9.6962
2022-01-03,9.7299
2022-01-04,9.8578
2022-01-05,9.7973
2022-01-06,9.8549
2022-01-07,9.9957
2022-01-08,9.9957
2022-01-09,9.9957
2022-01-10,9.9907
2022-01-11,10.0304
2022-01-12,10.0353
2022-01-13,10.0661
2022-01-14,10.08
2022-01-15,10.08
2022-01-16,10.08
2022-01-17,10.08
2022-01-18,10.0086
2022-01-19,9.8777
2022-01-20,9.8281
2022-01-21,9.7349
2022-01-22,9.7349
2022-01-23,9.7349
2022-01-24,9.8152
2022-01-25,9.7517
2022-01-26,9.7844
2022-01-27,9.7468
2022-01-28,9.8082
2022-01-29,9.8082
2022-01-30,9.8082
2022-01-31,9.8846
2022-02-01,9.9758
2022-02-02,10.0562
2022-02-03,10.0274
2022-02-04,10.0443
2022-02-05,10.0443
2022-02-06,10.0443
2022-02-07,10.0006
2022-02-08,9.9595
2022-02-09,9.943
2022-02-10,9.9935
2022-02-11,9.9489
2022-02-12,9.9489
2022-02-13,9.9489
2022-02-14,9.8994
2022-02-15,9.9304
2022-02-16,9.9896
2022-02-17,9.8868
2022-02-18,9.945
2022-02-19,9.945
2022-02-20,9.945
2022-02-21,9.945
2022-02-22,9.8877
2022-02-23,9.8043
2022-02-24,9.6927
2022-02-25,9.9673
2022-02-26,9.9673
2022-02-27,9.9673
2022-02-28,9.9198
2022-03-01,9.7616
2022-03-02,9.9343
2022-03-03,9.9392
2022-03-04,9.8751
2022-03-05,9.8751
2022-03-06,9.8751
2022-03-07,9.7587
2022-03-08,9.7956
2022-03-09,9.8897
2022-03-10,9.8771
2022-03-11,9.8751
2022-03-12,9.8751
2022-03-13,9.8751
2022-03-14,9.9518
2022-03-15,10.0488
2022-03-16,10.1109
2022-03-17,10.1585
2022-03-18,10.1061
2022-03-19,10.1061
2022-03-20,10.1061
2022-03-21,10.1769
2022-03-22,10.2293
2022-03-23,10.1682
2022-03-24,10.237
2022-03-25,10.3234
2022-03-26,10.3234
2022-03-27,10.3234
2022-03-28,10.3079
2022-03-29,10.335
2022-03-30,10.28
2022-03-31,9.8952
2022-04-01,9.9372
2022-04-02,9.9372
2022-04-03,9.9372
2022-04-04,9.8037
2022-04-05,9.7503
2022-04-06,9.756
2022-04-07,9.7751
2022-04-08,9.858
2022-04-09,9.858
2022-04-10,9.858
2022-04-11,9.88
2022-04-12,9.8657
2022-04-13,9.8895
2022-04-14,9.9267
2022-04-15,9.9267
2022-04-16,9.9267
2022-04-17,9.9267
2022-04-18,9.9601
2022-04-19,9.9772
2022-04-20,10.1374
2022-04-21,10.0707
2022-04-22,9.8847
2022-04-23,9.8847
2022-04-24,9.8847
2022-04-25,9.8819
2022-04-26,9.7636
2022-04-27,9.8275
2022-04-28,9.8723
2022-04-29,9.7064
2022-04-30,9.7064
2022-05-01,9.7064
2022-05-02,9.5785
2022-05-03,9.6947
2022-05-04,9.8909
2022-05-05,9.7871
2022-05-06,9.8519
2022-05-07,9.8519
2022-05-08,9.8519
2022-05-09,9.7223
2022-05-10,9.689
2022-05-11,9.6557
2022-05-12,9.6138
2022-05-13,9.729
2022-05-14,9.729
2022-05-15,9.729
2022-05-16,9.7242
2022-05-17,9.8861
2022-05-18,9.7585
2022-05-19,9.709
2022-05-20,9.6947
2022-05-21,9.6947
2022-05-22,9.6947
2022-05-23,9.8195
2022-05-24,9.8033
2022-05-25,9.829
2022-05-26,9.8842
2022-05-27,9.9938
2022-05-28,9.9938
2022-05-29,9.9938
2022-05-30,9.9938
2022-05-31,9.9519
2022-06-01,9.8814
2022-06-02,9.9404
2022-06-03,9.8804
2022-06-04,9.8804
2022-06-05,9.8804
2022-06-06,9.8566
2022-06-07,9.8909
2022-06-08,9.7538
2022-06-09,9.5785
2022-06-10,9.4614
2022-06-11,9.4614
2022-06-12,9.4614
2022-06-13,9.268
2022-06-14,9.2899
2022-06-15,9.3252
2022-06-16,9.1337
2022-06-17,9.1947
2022-06-18,9.1947
2022-06-19,9.1947
2022-06-20,9.1947
2022-06-21,9.2852
2022-06-22,9.2775
2022-06-23,9.2404
2022-06-24,9.4071
2022-06-25,9.4071
2022-06-26,9.4071
2022-06-27,9.409
2022-06-28,9.3842
2022-06-29,9.3375
2022-06-30,13.6418
2022-07-01,13.7668
2022-07-02,13.7668
2022-07-03,13.7668
2022-07-04,13.7668
2022-07-05,13.5322
2022-07-06,13.5392
2022-07-07,13.5533
2022-07-08,13.4549
2022-07-09,13.4549
2022-07-10,13.4549
2022-07-11,13.4577
2022-07-12,13.4268
2022-07-13,13.3636
2022-07-14,13.129
2022-07-15,13.247
2022-07-16,13.247
2022-07-17,13.247
2022-07-18,13.2175
2022-07-19,13.4268
2022-07-20,13.4226
2022-07-21,13.3805
2022-07-22,13.3313
2022-07-23,13.3313
2022-07-24,13.3313
2022-07-25,13.4395
2022-07-26,13.4465
2022-07-27,13.4662
2022-07-28,13.4282
2022-07-29,13.4999
2022-07-30,13.4999
2022-07-31,13.4999
2022-08-01,12.9707
2022-08-02,12.9281
2022-08-03,12.9281
2022-08-04,12.7961
2022-08-05,12.8978
2022-08-06,12.8978
2022-08-07,12.8978
2022-08-08,12.9322
2022-08-09,13.0271
2022-08-10,13.155
2022-08-11,13.2265
2022-08-12,13.3916
2022-08-13,13.3916
2022-08-14,13.3916
2022-08-15,13.3599
2022-08-16,13.4039
2022-08-17,13.3586
2022-08-18,13.4246
2022-08-19,13.3269
2022-08-20,13.3269
2022-08-21,13.3269
2022-08-22,13.1509
2022-08-23,13.1564
2022-08-24,13.1825
2022-08-25,13.287
2022-08-26,13.1289
2022-08-27,13.1289
2022-08-28,13.1289
2022-08-29,13.0849
2022-08-30,12.9831
2022-08-31,12.924
2022-09-01,12.9515
2022-09-02,12.9405
2022-09-03,12.9405
2022-09-04,12.9405
2022-09-05,12.9405
2022-09-06,12.9267
2022-09-07,13.0505
2022-09-08,13.111
2022-09-09,13.1371
2022-09-10,13.1371
2022-09-11,13.1371
2022-09-12,13.2183
2022-09-13,12.9982
2022-09-14,12.9322
2022-09-15,12.9391
2022-09-16,12.7383
2022-09-17,12.7383
2022-09-18,12.7383
2022-09-19,12.8965
2022-09-20,12.7163
2022-09-21,12.5898
2022-09-22,12.444
2022-09-23,12.3312
2022-09-24,12.3312
2022-09-25,12.3312
2022-09-26,12.1483
2022-09-27,12.2102
2022-09-28,12.3202
2022-09-29,12.2996
2022-09-30,15.3648
2022-10-01,15.3648
2022-10-02,15.3648
2022-10-03,15.6579
2022-10-04,15.9493
2022-10-05,15.8813
2022-10-06,15.7679
2022-10-07,15.6283
2022-10-08,15.6283
2022-10-09,15.6283
2022-10-10,15.6422
2022-10-11,15.7277
2022-10-12,15.651
2022-10-13,16.0313
2022-10-14,15.9162
2022-10-15,15.9162
2022-10-16,15.9162
2022-10-17,16.0208
2022-10-18,16.1971
2022-10-19,16.1848
2022-10-20,16.0278
2022-10-21,16.3523
2022-10-22,16.3523
2022-10-23,16.3523
2022-10-24,16.4134
2022-10-25,16.3977
2022-10-26,16.4343
2022-10-27,16.5024
2022-10-28,16.7868
2022-10-29,16.7868
2022-10-30,16.7868
2022-10-31,16.4722
2022-11-01,16.3811
2022-11-02,16.2126
2022-11-03,16.1627
2022-11-04,16.2057
2022-11-05,16.2057
2022-11-06,16.2057
2022-11-07,16.2281
2022-11-08,16.2367
2022-11-09,16.0321
2022-11-10,16.3983
2022-11-11,16.2917
2022-11-12,16.2917
2022-11-13,16.2917
2022-11-14,16.2091
2022-11-15,16.2246
2022-11-16,16.2332
2022-11-17,16.302
2022-11-18,16.4034
2022-11-19,16.4034
2022-11-20,16.4034
2022-11-21,16.4361
2022-11-22,16.4859
2022-11-23,16.522
2022-11-24,16.522
2022-11-25,16.5392
2022-11-26,16.5392
2022-11-27,16.5392
2022-11-28,16.4292
2022-11-29,16.6028
2022-11-30,16.6665
2022-12-01,16.6475
2022-12-02,16.5839
2022-12-03,16.5839
2022-12-04,16.5839
2022-12-05,16.3536
2022-12-06,16.4894
2022-12-07,16.3381
2022-12-08,16.3622
2022-12-09,16.3793
2022-12-10,16.3793
2022-12-11,16.3793
2022-12-12,16.4155
2022-12-13,16.4258
2022-12-14,16.3398
2022-12-15,16.2814
2022-12-16,16.2624
2022-12-17,16.2624
2022-12-18,16.2624
2022-12-19,16.1163
2022-12-20,16.259
2022-12-21,16.541
2022-12-22,16.5014
2022-12-23,16.6149
2022-12-24,16.6149
2022-12-25,16.6149
2022-12-26,16.6149
2022-12-27,16.7438
2022-12-28,16.62
2022-12-29,16.7559
2022-12-30,16.8345
2022-12-31,16.8345
2023-01-01,16.8345
2023-01-02,16.8345
2023-01-03,16.8786
2023-01-04,16.9938
2023-01-05,16.9836
2023-01-06,17.1972
2023-01-07,17.1972
2023-01-08,17.1972
2023-01-09,16.943
2023-01-10,16.9548
2023-01-11,17.0887
2023-01-12,17.0972
2023-01-13,17.1548
2023-01-14,17.1548
2023-01-15,17.1548
2023-01-16,17.1548
2023-01-17,17.0073
2023-01-18,16.8582
2023-01-19,16.7904
2023-01-20,16.9413
2023-01-21,16.9413
2023-01-22,16.9413
2023-01-23,17.0463
2023-01-24,17.1565
2023-01-25,17.2175
2023-01-26,17.3124
2023-01-27,17.2853
2023-01-28,17.2853
2023-01-29,17.2853
2023-01-30,17.1887
2023-01-31,17.3683
2023-02-01,17.209
2023-02-02,17.148
2023-02-03,17.1345
2023-02-04,17.1345
2023-02-05,17.1345
2023-02-06,17.3615
2023-02-07,17.4747
2023-02-08,17.359
2023-02-09,17.307
2023-02-10,17.3774
2023-02-11,17.3774
2023-02-12,17.3774
2023-02-13,17.4445
2023-02-14,17.312
2023-02-15,17.3741
2023-02-16,17.2919
2023-02-17,17.2667
2023-02-18,17.2667
2023-02-19,17.2667
2023-02-20,17.2667
2023-02-21,17.1443
2023-02-22,17.1208
2023-02-23,17.1309
2023-02-24,17.1946
2023-02-25,17.1946
2023-02-26,17.1946
2023-02-27,17.1644
2023-02-28,17.1963
2023-03-01,17.2231
2023-03-02,17.255
2023-03-03,17.3087
2023-03-04,17.3087
2023-03-05,17.3087
2023-03-06,17.2366
2023-03-07,16.9682
2023-03-08,16.8206
2023-03-09,16.7065
2023-03-10,16.569
2023-03-11,16.569
2023-03-12,16.569
2023-03-13,16.2654
2023-03-14,16.3895
2023-03-15,16.059
2023-03-16,16.1564
2023-03-17,15.7806
