,CLB US Equity
2020-09-24,7.9386
2020-09-25,7.9386
2020-09-26,7.9386
2020-09-27,7.9386
2020-09-28,7.9386
2020-09-29,7.9386
2020-09-30,7.9386
2020-10-01,7.9386
2020-10-02,7.9386
2020-10-03,7.9386
2020-10-04,7.9386
2020-10-05,7.9386
2020-10-06,7.9386
2020-10-07,7.9386
2020-10-08,7.9386
2020-10-09,7.9386
2020-10-10,7.9386
2020-10-11,7.9386
2020-10-12,7.9386
2020-10-13,7.9386
2020-10-14,7.9386
2020-10-15,7.9386
2020-10-16,7.9386
2020-10-17,7.9386
2020-10-18,7.9386
2020-10-19,7.9386
2020-10-20,7.9386
2020-10-21,7.9386
2020-10-22,7.9386
2020-10-23,7.9386
2020-10-24,7.9386
2020-10-25,7.9386
2020-10-26,7.9386
2020-10-27,7.9386
2020-10-28,7.9386
2020-10-29,7.9386
2020-10-30,7.9386
2020-10-31,7.9386
2020-11-01,7.9386
2020-11-02,7.9386
2020-11-03,7.9386
2020-11-04,7.9386
2020-11-05,7.9386
2020-11-06,7.9386
2020-11-07,7.9386
2020-11-08,7.9386
2020-11-09,7.9386
2020-11-10,7.9386
2020-11-11,7.9386
2020-11-12,7.9386
2020-11-13,7.9386
2020-11-14,7.9386
2020-11-15,7.9386
2020-11-16,7.9386
2020-11-17,7.9386
2020-11-18,7.9386
2020-11-19,7.9386
2020-11-20,7.9386
2020-11-21,7.9386
2020-11-22,7.9386
2020-11-23,7.9386
2020-11-24,7.9386
2020-11-25,7.9386
2020-11-26,7.9386
2020-11-27,7.9386
2020-11-28,7.9386
2020-11-29,7.9386
2020-11-30,7.9386
2020-12-01,7.9386
2020-12-02,7.9386
2020-12-03,7.9386
2020-12-04,7.9386
2020-12-05,7.9386
2020-12-06,7.9386
2020-12-07,7.9386
2020-12-08,7.9386
2020-12-09,7.9386
2020-12-10,7.9386
2020-12-11,7.9386
2020-12-12,7.9386
2020-12-13,7.9386
2020-12-14,7.9386
2020-12-15,7.9386
2020-12-16,7.9386
2020-12-17,7.9386
2020-12-18,7.9386
2020-12-19,7.9386
2020-12-20,7.9386
2020-12-21,7.9386
2020-12-22,7.9386
2020-12-23,7.9386
2020-12-24,7.9386
2020-12-25,7.9386
2020-12-26,7.9386
2020-12-27,7.9386
2020-12-28,7.9386
2020-12-29,7.9386
2020-12-30,7.9386
2020-12-31,7.9386
2021-01-01,7.9386
2021-01-02,7.9386
2021-01-03,7.9386
2021-01-04,7.9386
2021-01-05,7.9386
2021-01-06,7.9386
2021-01-07,7.9386
2021-01-08,7.9386
2021-01-09,7.9386
2021-01-10,7.9386
2021-01-11,7.9386
2021-01-12,7.9386
2021-01-13,7.9386
2021-01-14,7.9386
2021-01-15,7.9386
2021-01-16,7.9386
2021-01-17,7.9386
2021-01-18,7.9386
2021-01-19,7.9386
2021-01-20,7.9386
2021-01-21,7.9386
2021-01-22,7.9386
2021-01-23,7.9386
2021-01-24,7.9386
2021-01-25,7.9386
2021-01-26,7.9386
2021-01-27,7.9386
2021-01-28,7.9386
2021-01-29,7.9386
2021-01-30,7.9386
2021-01-31,7.9386
2021-02-01,7.9386
2021-02-02,7.9386
2021-02-03,7.9386
2021-02-04,7.9386
2021-02-05,7.9386
2021-02-06,7.9386
2021-02-07,7.9386
2021-02-08,7.9386
2021-02-09,7.9386
2021-02-10,7.9386
2021-02-11,7.9386
2021-02-12,7.9386
2021-02-13,7.9386
2021-02-14,7.9386
2021-02-15,7.9386
2021-02-16,7.9386
2021-02-17,7.9386
2021-02-18,7.9386
2021-02-19,7.9386
2021-02-20,7.9386
2021-02-21,7.9386
2021-02-22,7.9386
2021-02-23,7.9386
2021-02-24,7.9386
2021-02-25,7.9386
2021-02-26,7.9386
2021-02-27,7.9386
2021-02-28,7.9386
2021-03-01,7.9386
2021-03-02,7.9386
2021-03-03,7.9386
2021-03-04,7.9386
2021-03-05,7.9386
2021-03-06,7.9386
2021-03-07,7.9386
2021-03-08,7.9386
2021-03-09,7.9386
2021-03-10,7.9386
2021-03-11,7.9386
2021-03-12,7.9386
2021-03-13,7.9386
2021-03-14,7.9386
2021-03-15,7.9386
2021-03-16,7.9386
2021-03-17,7.9386
2021-03-18,7.9386
2021-03-19,7.9386
2021-03-20,7.9386
2021-03-21,7.9386
2021-03-22,7.9386
2021-03-23,7.9386
2021-03-24,7.9386
2021-03-25,7.9386
2021-03-26,7.9386
2021-03-27,7.9386
2021-03-28,7.9386
2021-03-29,7.9386
2021-03-30,7.9386
2021-03-31,33.707
2021-04-01,34.9937
2021-04-02,34.9937
2021-04-03,34.9937
2021-04-04,34.9937
2021-04-05,33.5007
2021-04-06,33.6382
2021-04-07,33.1765
2021-04-08,32.9408
2021-04-09,32.1844
2021-04-10,32.1844
2021-04-11,32.1844
2021-04-12,31.5558
2021-04-13,32.2925
2021-04-14,33.2748
2021-04-15,32.4693
2021-04-16,32.4693
2021-04-17,32.4693
2021-04-18,32.4693
2021-04-19,32.3023
2021-04-20,31.1629
2021-04-21,31.9487
2021-04-22,31.9094
2021-04-23,32.793
2021-04-24,32.793
2021-04-25,32.793
2021-04-26,33.275
2021-04-27,33.934
2021-04-28,34.7406
2021-04-29,34.7505
2021-04-30,33.1471
2021-05-01,33.1471
2021-05-02,33.1471
2021-05-03,34.1898
2021-05-04,34.3177
2021-05-05,36.2456
2021-05-06,36.7473
2021-05-07,38.6851
2021-05-08,38.6851
2021-05-09,38.6851
2021-05-10,37.8785
2021-05-11,37.9965
2021-05-12,38.4687
2021-05-13,38.0555
2021-05-14,38.8326
2021-05-15,38.8326
2021-05-16,38.8326
2021-05-17,39.413
2021-05-18,40.1704
2021-05-19,40.5934
2021-05-20,40.8393
2021-05-21,42.2656
2021-05-22,42.2656
2021-05-23,42.2656
2021-05-24,43.0525
2021-05-25,42.8558
2021-05-26,43.8198
2021-05-27,45.8658
2021-05-28,46.5445
2021-05-29,46.5445
2021-05-30,46.5445
2021-05-31,46.5445
2021-06-01,46.21
2021-06-02,50.548
2021-06-03,50.5578
2021-06-04,52.2103
2021-06-05,52.2103
2021-06-06,52.2103
2021-06-07,52.5349
2021-06-08,52.2595
2021-06-09,51.5906
2021-06-10,52.9481
2021-06-11,52.4562
2021-06-12,52.4562
2021-06-13,52.4562
2021-06-14,50.184
2021-06-15,50.0069
2021-06-16,49.7905
2021-06-17,47.1839
2021-06-18,46.1018
2021-06-19,46.1018
2021-06-20,46.1018
2021-06-21,48.5905
2021-06-22,47.6363
2021-06-23,46.9084
2021-06-24,47.3019
2021-06-25,46.8494
2021-06-26,46.8494
2021-06-27,46.8494
2021-06-28,44.1936
2021-06-29,43.8493
2021-06-30,32.8632
2021-07-01,32.982
2021-07-02,32.7221
2021-07-03,32.7221
2021-07-04,32.7221
2021-07-05,32.7221
2021-07-06,31.1929
2021-07-07,31.2671
2021-07-08,30.7549
2021-07-09,30.7994
2021-07-10,30.7994
2021-07-11,30.7994
2021-07-12,30.9033
2021-07-13,31.7051
2021-07-14,31.1929
2021-07-15,29.9457
2021-07-16,29.0326
2021-07-17,29.0326
2021-07-18,29.0326
2021-07-19,28.2828
2021-07-20,29.2256
2021-07-21,29.8269
2021-07-22,29.5522
2021-07-23,28.5129
2021-07-24,28.5129
2021-07-25,28.5129
2021-07-26,29.2479
2021-07-27,29.1365
2021-07-28,30.0496
2021-07-29,28.795
2021-07-30,28.7267
2021-07-31,28.7267
2021-08-01,28.7267
2021-08-02,28.5113
2021-08-03,28.4296
2021-08-04,26.4316
2021-08-05,26.5727
2021-08-06,26.4836
2021-08-07,26.4836
2021-08-08,26.4836
2021-08-09,25.8968
2021-08-10,25.8597
2021-08-11,25.8522
2021-08-12,25.4734
2021-08-13,25.1392
2021-08-14,25.1392
2021-08-15,25.1392
2021-08-16,24.337
2021-08-17,23.6314
2021-08-18,23.2526
2021-08-19,22.3018
2021-08-20,22.1459
2021-08-21,22.1459
2021-08-22,22.1459
2021-08-23,23.3046
2021-08-24,24.3667
2021-08-25,24.4559
2021-08-26,23.9953
2021-08-27,25.4363
2021-08-28,25.4363
2021-08-29,25.4363
2021-08-30,24.8495
2021-08-31,24.4187
2021-09-01,24.3444
2021-09-02,24.8569
2021-09-03,24.6787
2021-09-04,24.6787
2021-09-05,24.6787
2021-09-06,24.6787
2021-09-07,24.2999
2021-09-08,23.9656
2021-09-09,24.233
2021-09-10,24.6118
2021-09-11,24.6118
2021-09-12,24.6118
2021-09-13,25.3323
2021-09-14,24.6638
2021-09-15,24.9684
2021-09-16,24.5673
2021-09-17,24.3742
2021-09-18,24.3742
2021-09-19,24.3742
2021-09-20,24.3519
2021-09-21,24.0696
2021-09-22,23.4308
2021-09-23,23.9731
2021-09-24,24.1439
2021-09-25,24.1439
2021-09-26,24.1439
2021-09-27,25.5031
2021-09-28,25.3026
2021-09-29,24.233
2021-09-30,26.4696
2021-10-01,27.5147
2021-10-02,27.5147
2021-10-03,27.5147
2021-10-04,27.7799
2021-10-05,27.4664
2021-10-06,26.3812
2021-10-07,27.169
2021-10-08,28.5115
2021-10-09,28.5115
2021-10-10,28.5115
2021-10-11,28.1738
2021-10-12,28.9858
2021-10-13,29.0742
2021-10-14,29.653
2021-10-15,29.5163
2021-10-16,29.5163
2021-10-17,29.5163
2021-10-18,28.3829
2021-10-19,28.0854
2021-10-20,27.8925
2021-10-21,26.9278
2021-10-22,26.8555
2021-10-23,26.8555
2021-10-24,26.8555
2021-10-25,26.6867
2021-10-26,26.3973
2021-10-27,25.304
2021-10-28,24.3153
2021-10-29,25.0522
2021-10-30,25.0522
2021-10-31,25.0522
2021-11-01,25.4537
2021-11-02,24.9477
2021-11-03,25.7911
2021-11-04,25.9918
2021-11-05,26.4175
2021-11-06,26.4175
2021-11-07,26.4175
2021-11-08,27.0199
2021-11-09,27.2528
2021-11-10,26.2248
2021-11-11,25.4457
2021-11-12,25.1485
2021-11-13,25.1485
2021-11-14,25.1485
2021-11-15,25.4377
2021-11-16,25.8633
2021-11-17,24.9477
2021-11-18,24.4819
2021-11-19,23.743
2021-11-20,23.743
2021-11-21,23.743
2021-11-22,24.2972
2021-11-23,24.8915
2021-11-24,24.8915
2021-11-25,24.8915
2021-11-26,23.5503
2021-11-27,23.5503
2021-11-28,23.5503
2021-11-29,24.0482
2021-11-30,22.5463
2021-12-01,22.1608
2021-12-02,22.6347
2021-12-03,23.0282
2021-12-04,23.0282
2021-12-05,23.0282
2021-12-06,23.8555
2021-12-07,24.241
2021-12-08,24.0803
2021-12-09,23.8555
2021-12-10,23.9599
2021-12-11,23.9599
2021-12-12,23.9599
2021-12-13,23.1487
2021-12-14,22.4098
2021-12-15,22.3054
2021-12-16,22.0805
2021-12-17,22.1769
2021-12-18,22.1769
2021-12-19,22.1769
2021-12-20,21.8395
2021-12-21,22.7712
2021-12-22,22.7873
2021-12-23,22.8355
2021-12-24,22.8355
2021-12-25,22.8355
2021-12-26,22.8355
2021-12-27,22.9961
2021-12-28,22.5624
2021-12-29,22.5544
2021-12-30,22.3696
2021-12-31,26.2538
2022-01-01,26.2538
2022-01-02,26.2538
2022-01-03,28.2828
2022-01-04,29.5078
2022-01-05,28.5699
2022-01-06,29.2015
2022-01-07,29.9576
2022-01-08,29.9576
2022-01-09,29.9576
2022-01-10,30.2542
2022-01-11,30.7806
2022-01-12,30.2351
2022-01-13,29.9671
2022-01-14,31.0773
2022-01-15,31.0773
2022-01-16,31.0773
2022-01-17,31.0773
2022-01-18,30.4552
2022-01-19,30.3212
2022-01-20,29.6322
2022-01-21,29.6992
2022-01-22,29.6992
2022-01-23,29.6992
2022-01-24,30.5701
2022-01-25,31.374
2022-01-26,31.3166
2022-01-27,30.3021
2022-01-28,30.216
2022-01-29,30.216
2022-01-30,30.216
2022-01-31,30.4265
2022-02-01,31.3931
2022-02-02,30.6753
2022-02-03,29.1632
2022-02-04,30.7615
2022-02-05,30.7615
2022-02-06,30.7615
2022-02-07,30.1873
2022-02-08,29.4408
2022-02-09,29.7374
2022-02-10,29.7595
2022-02-11,31.8261
2022-02-12,31.8261
2022-02-13,31.8261
2022-02-14,31.7018
2022-02-15,31.1086
2022-02-16,30.9842
2022-02-17,30.5919
2022-02-18,30.0465
2022-02-19,30.0465
2022-02-20,30.0465
2022-02-21,30.0465
2022-02-22,29.9413
2022-02-23,29.5299
2022-02-24,29.9508
2022-02-25,30.391
2022-02-26,30.391
2022-02-27,30.391
2022-02-28,31.2712
2022-03-01,31.2234
2022-03-02,31.5678
2022-03-03,30.8694
2022-03-04,30.8694
2022-03-05,30.8694
2022-03-06,30.8694
2022-03-07,34.553
2022-03-08,38.4279
2022-03-09,36.7536
2022-03-10,37.031
2022-03-11,35.3088
2022-03-12,35.3088
2022-03-13,35.3088
2022-03-14,35.2514
2022-03-15,34.0937
2022-03-16,34.132
2022-03-17,34.7635
2022-03-18,32.649
2022-03-19,32.649
2022-03-20,32.649
2022-03-21,32.936
2022-03-22,32.8825
2022-03-23,32.8155
2022-03-24,33.782
2022-03-25,35.5045
2022-03-26,35.5045
2022-03-27,35.5045
2022-03-28,34.8729
2022-03-29,35.447
2022-03-30,35.6193
2022-03-31,46.7763
2022-04-01,47.7976
2022-04-02,47.7976
2022-04-03,47.7976
2022-04-04,48.0529
2022-04-05,46.687
2022-04-06,47.1082
2022-04-07,48.0402
2022-04-08,49.3168
2022-04-09,49.3168
2022-04-10,49.3168
2022-04-11,47.0316
2022-04-12,48.2955
2022-04-13,48.5381
2022-04-14,49.304
2022-04-15,49.304
2022-04-16,49.304
2022-04-17,49.304
2022-04-18,49.0615
2022-04-19,47.5423
2022-04-20,45.7423
2022-04-21,44.3891
2022-04-22,43.6359
2022-04-23,43.6359
2022-04-24,43.6359
2022-04-25,41.389
2022-04-26,40.9039
2022-04-27,40.6741
2022-04-28,39.8743
2022-04-29,39.6061
2022-04-30,39.6061
2022-05-01,39.6061
2022-05-02,38.9419
2022-05-03,38.4693
2022-05-04,39.721
2022-05-05,39.6572
2022-05-06,41.4837
2022-05-07,41.4837
2022-05-08,41.4837
2022-05-09,37.2431
2022-05-10,36.4512
2022-05-11,36.1958
2022-05-12,35.7615
2022-05-13,36.2341
2022-05-14,36.2341
2022-05-15,36.2341
2022-05-16,37.0643
2022-05-17,37.6519
2022-05-18,37.422
2022-05-19,37.9456
2022-05-20,37.7157
2022-05-21,37.7157
2022-05-22,37.7157
2022-05-23,39.4528
2022-05-24,39.6316
2022-05-25,39.7977
2022-05-26,40.7429
2022-05-27,41.6242
2022-05-28,41.6242
2022-05-29,41.6242
2022-05-30,41.6242
2022-05-31,42.3905
2022-06-01,43.1058
2022-06-02,43.4762
2022-06-03,44.4342
2022-06-04,44.4342
2022-06-05,44.4342
2022-06-06,45.1367
2022-06-07,46.018
2022-06-08,45.06
2022-06-09,41.075
2022-06-10,39.7083
2022-06-11,39.7083
2022-06-12,39.7083
2022-06-13,36.5662
2022-06-14,35.0462
2022-06-15,35.1229
2022-06-16,34.0116
2022-06-17,32.0574
2022-06-18,32.0574
2022-06-19,32.0574
2022-06-20,32.0574
2022-06-21,33.1175
2022-06-22,31.7509
2022-06-23,30.2309
2022-06-24,30.8312
2022-06-25,30.8312
2022-06-26,30.8312
2022-06-27,31.9425
2022-06-28,32.364
2022-06-29,32.645
2022-06-30,32.8907
2022-07-01,32.9172
2022-07-02,32.9172
2022-07-03,32.9172
2022-07-04,32.9172
2022-07-05,31.275
2022-07-06,30.679
2022-07-07,31.4604
2022-07-08,31.4604
2022-07-09,31.4604
2022-07-10,31.4604
2022-07-11,30.295
2022-07-12,28.7984
2022-07-13,28.7057
2022-07-14,27.0503
2022-07-15,27.686
2022-07-16,27.686
2022-07-17,27.686
2022-07-18,28.7587
2022-07-19,30.0698
2022-07-20,30.0433
2022-07-21,29.0898
2022-07-22,29.5798
2022-07-23,29.5798
2022-07-24,29.5798
2022-07-25,30.3214
2022-07-26,29.5401
2022-07-27,31.4604
2022-07-28,31.2179
2022-07-29,31.7479
2022-07-30,31.7479
2022-07-31,31.7479
2022-08-01,30.529
2022-08-02,31.0059
2022-08-03,29.4956
2022-08-04,28.237
2022-08-05,28.3165
2022-08-06,28.3165
2022-08-07,28.3165
2022-08-08,28.6345
2022-08-09,28.449
2022-08-10,28.5152
2022-08-11,29.4956
2022-08-12,29.3896
2022-08-13,29.3896
2022-08-14,29.3896
2022-08-15,28.6345
2022-08-16,28.0515
2022-08-17,28.29
2022-08-18,29.1511
2022-08-19,28.343
2022-08-20,28.343
2022-08-21,28.343
2022-08-22,28.4225
2022-08-23,29.6281
2022-08-24,30.0918
2022-08-25,30.105
2022-08-26,28.9789
2022-08-27,28.9789
2022-08-28,28.9789
2022-08-29,28.9392
2022-08-30,28.2635
2022-08-31,28.0515
2022-09-01,28.078
2022-09-02,29.0849
2022-09-03,29.0849
2022-09-04,29.0849
2022-09-05,29.0849
2022-09-06,29.2306
2022-09-07,28.5682
2022-09-08,28.6212
2022-09-09,30.6217
2022-09-10,30.6217
2022-09-11,30.6217
2022-09-12,30.582
2022-09-13,29.5884
2022-09-14,30.953
2022-09-15,30.1713
2022-09-16,28.6345
2022-09-17,28.6345
2022-09-18,28.6345
2022-09-19,28.5815
2022-09-20,27.972
2022-09-21,27.5481
2022-09-22,27.5083
2022-09-23,25.0838
2022-09-24,25.0838
2022-09-25,25.0838
2022-09-26,24.3154
2022-09-27,24.6996
2022-09-28,25.6403
2022-09-29,25.4548
2022-09-30,19.8793
2022-10-01,19.8793
2022-10-02,19.8793
2022-10-03,21.3608
2022-10-04,22.2691
2022-10-05,23.0585
2022-10-06,23.091
2022-10-07,23.264
2022-10-08,23.264
2022-10-09,23.264
2022-10-10,22.7125
2022-10-11,22.3989
2022-10-12,22.042
2022-10-13,23.4478
2022-10-14,22.9071
2022-10-15,22.9071
2022-10-16,22.9071
2022-10-17,23.5451
2022-10-18,23.6749
2022-10-19,24.7455
2022-10-20,24.7455
2022-10-21,25.9133
2022-10-22,25.9133
2022-10-23,25.9133
2022-10-24,26.3243
2022-10-25,26.9298
2022-10-26,27.4597
2022-10-27,26.0215
2022-10-28,26.2263
2022-10-29,26.2263
2022-10-30,26.2263
2022-10-31,26.367
2022-11-01,26.6268
2022-11-02,25.9016
2022-11-03,27.2655
2022-11-04,27.7201
2022-11-05,27.7201
2022-11-06,27.7201
2022-11-07,27.9799
2022-11-08,28.2288
2022-11-09,27.2113
2022-11-10,27.4928
2022-11-11,30.1664
2022-11-12,30.1664
2022-11-13,30.1664
2022-11-14,29.636
2022-11-15,30.2206
2022-11-16,29.4412
2022-11-17,29.636
2022-11-18,28.8675
2022-11-19,28.8675
2022-11-20,28.8675
2022-11-21,27.5144
2022-11-22,28.1639
2022-11-23,28.0232
2022-11-24,28.0232
2022-11-25,27.9258
2022-11-26,27.9258
2022-11-27,27.9258
2022-11-28,27.0923
2022-11-29,27.8283
2022-11-30,28.7701
2022-12-01,28.5752
2022-12-02,29.084
2022-12-03,29.084
2022-12-04,29.084
2022-12-05,27.9907
2022-12-06,26.6701
2022-12-07,25.566
2022-12-08,25.7825
2022-12-09,24.8624
2022-12-10,24.8624
2022-12-11,24.8624
2022-12-12,25.5985
2022-12-13,25.9449
2022-12-14,26.3778
2022-12-15,25.7608
2022-12-16,25.5119
2022-12-17,25.5119
2022-12-18,25.5119
2022-12-19,25.1114
2022-12-20,26.4103
2022-12-21,27.2005
2022-12-22,26.0206
2022-12-23,26.5835
2022-12-24,26.5835
2022-12-25,26.5835
2022-12-26,26.5835
2022-12-27,26.5943
2022-12-28,25.5876
2022-12-29,26.8541
2022-12-30,26.1024
2022-12-31,26.1024
2023-01-01,26.1024
2023-01-02,26.1024
2023-01-03,24.8621
2023-01-04,25.2615
2023-01-05,25.1564
2023-01-06,26.8907
2023-01-07,26.8907
2023-01-08,26.8907
2023-01-09,28.0153
2023-01-10,28.6354
2023-01-11,28.6669
2023-01-12,29.266
2023-01-13,29.3606
2023-01-14,29.3606
2023-01-15,29.3606
2023-01-16,29.3606
2023-01-17,30.1805
2023-01-18,29.76
2023-01-19,29.3711
2023-01-20,30.3276
2023-01-21,30.3276
2023-01-22,30.3276
2023-01-23,30.4327
2023-01-24,30.0964
2023-01-25,31.0739
2023-01-26,30.4958
2023-01-27,31.1474
2023-01-28,31.1474
2023-01-29,31.1474
2023-01-30,30.9477
2023-01-31,31.7045
2023-02-01,31.9042
2023-02-02,31.4628
2023-02-03,32.3036
2023-02-04,32.3036
2023-02-05,32.3036
2023-02-06,31.7781
2023-02-07,32.5453
2023-02-08,32.5138
2023-02-09,31.7045
2023-02-10,32.174
2023-02-11,32.174
2023-02-12,32.174
2023-02-13,32.2057
2023-02-14,31.5821
2023-02-15,31.265
2023-02-16,31.7618
2023-02-17,29.986
2023-02-18,29.986
2023-02-19,29.986
2023-02-20,29.986
2023-02-21,28.9712
2023-02-22,28.4322
2023-02-23,29.3835
2023-02-24,30.0071
2023-02-25,30.0071
2023-02-26,30.0071
2023-02-27,30.2291
2023-02-28,30.0283
2023-03-01,32.3326
2023-03-02,31.8569
2023-03-03,32.8611
2023-03-04,32.8611
2023-03-05,32.8611
2023-03-06,31.8147
2023-03-07,31.2333
2023-03-08,30.7999
2023-03-09,30.06
2023-03-10,29.1721
2023-03-11,29.1721
2023-03-12,29.1721
2023-03-13,27.3752
2023-03-14,27.5232
2023-03-15,26.2442
2023-03-16,26.1596
