,AMP US Equity
2020-07-26,4.7754
2020-07-27,4.8194
2020-07-28,4.726
2020-07-29,4.8426
2020-07-30,4.6441
2020-07-31,4.7089
2020-08-01,4.7089
2020-08-02,4.7089
2020-08-03,4.7929
2020-08-04,4.7003
2020-08-05,4.8125
2020-08-06,4.7994
2020-08-07,4.9621
2020-08-08,4.9621
2020-08-09,4.9621
2020-08-10,5.0025
2020-08-11,4.9606
2020-08-12,4.9016
2020-08-13,4.8182
2020-08-14,4.8447
2020-08-15,4.8447
2020-08-16,4.8447
2020-08-17,4.7713
2020-08-18,4.718
2020-08-19,4.7321
2020-08-20,4.6635
2020-08-21,4.6382
2020-08-22,4.6382
2020-08-23,4.6382
2020-08-24,4.7669
2020-08-25,4.7377
2020-08-26,4.6876
2020-08-27,4.8223
2020-08-28,4.8138
2020-08-29,4.8138
2020-08-30,4.8138
2020-08-31,4.7301
2020-09-01,4.7445
2020-09-02,4.8475
2020-09-03,4.7116
2020-09-04,4.7196
2020-09-05,4.7196
2020-09-06,4.7196
2020-09-07,4.7196
2020-09-08,4.4378
2020-09-09,4.4615
2020-09-10,4.4602
2020-09-11,4.5416
2020-09-12,4.5416
2020-09-13,4.5416
2020-09-14,4.6992
2020-09-15,4.6118
2020-09-16,4.7553
2020-09-17,4.7381
2020-09-18,4.7665
2020-09-19,4.7665
2020-09-20,4.7665
2020-09-21,4.4731
2020-09-22,4.4049
2020-09-23,4.271
2020-09-24,4.2414
2020-09-25,4.3268
2020-09-26,4.3268
2020-09-27,4.3268
2020-09-28,4.5168
2020-09-29,4.4727
2020-09-30,6.3906
2020-10-01,6.457
2020-10-02,6.6527
2020-10-03,6.6527
2020-10-04,6.6527
2020-10-05,6.8634
2020-10-06,6.7053
2020-10-07,6.9867
2020-10-08,7.2311
2020-10-09,7.2881
2020-10-10,7.2881
2020-10-11,7.2881
2020-10-12,7.3821
2020-10-13,7.0885
2020-10-14,7.1073
2020-10-15,7.3235
2020-10-16,7.2665
2020-10-17,7.2665
2020-10-18,7.2665
2020-10-19,7.2162
2020-10-20,7.1581
2020-10-21,7.0896
2020-10-22,7.287
2020-10-23,7.2909
2020-10-24,7.2909
2020-10-25,7.2909
2020-10-26,7.0265
2020-10-27,6.8485
2020-10-28,6.6196
2020-10-29,6.7777
2020-10-30,6.7622
2020-10-31,6.7622
2020-11-01,6.7622
2020-11-02,6.9624
2020-11-03,7.1283
2020-11-04,7.1808
2020-11-05,7.418
2020-11-06,7.2571
2020-11-07,7.2571
2020-11-08,7.2571
2020-11-09,7.7921
2020-11-10,7.8046
2020-11-11,7.7032
2020-11-12,7.4862
2020-11-13,7.8974
2020-11-14,7.8974
2020-11-15,7.8974
2020-11-16,7.9565
2020-11-17,7.8621
2020-11-18,7.8133
2020-11-19,7.8295
2020-11-20,7.6218
2020-11-21,7.6218
2020-11-22,7.6218
2020-11-23,7.8366
2020-11-24,8.3199
2020-11-25,8.1854
2020-11-26,8.1854
2020-11-27,8.2158
2020-11-28,8.2158
2020-11-29,8.2158
2020-11-30,7.9169
2020-12-01,8.1886
2020-12-02,8.3617
2020-12-03,8.4306
2020-12-04,8.5157
2020-12-05,8.5157
2020-12-06,8.5157
2020-12-07,8.4159
2020-12-08,8.3112
2020-12-09,8.3508
2020-12-10,8.3297
2020-12-11,8.2695
2020-12-12,8.2695
2020-12-13,8.2695
2020-12-14,8.2288
2020-12-15,8.2168
2020-12-16,8.161
2020-12-17,8.1778
2020-12-18,8.0091
2020-12-19,8.0091
2020-12-20,8.0091
2020-12-21,7.9993
2020-12-22,7.9071
2020-12-23,8.0959
2020-12-24,8.1588
2020-12-25,8.1588
2020-12-26,8.1588
2020-12-27,8.1588
2020-12-28,8.174
2020-12-29,8.1246
2020-12-30,8.2483
2020-12-31,10.5771
2021-01-01,10.5771
2021-01-02,10.5771
2021-01-03,10.5771
2021-01-04,10.1763
2021-01-05,10.1054
2021-01-06,10.7968
2021-01-07,10.9508
2021-01-08,11.0423
2021-01-09,11.0423
2021-01-10,11.0423
2021-01-11,11.0442
2021-01-12,11.2356
2021-01-13,11.1402
2021-01-14,11.3902
2021-01-15,11.4759
2021-01-16,11.4759
2021-01-17,11.4759
2021-01-18,11.4759
2021-01-19,11.7794
2021-01-20,11.7904
2021-01-21,11.7118
2021-01-22,11.7021
2021-01-23,11.7021
2021-01-24,11.7021
2021-01-25,11.6905
2021-01-26,11.6686
2021-01-27,11.0365
2021-01-28,11.3715
2021-01-29,10.8052
2021-01-30,10.8052
2021-01-31,10.8052
2021-02-01,10.9965
2021-02-02,11.2704
2021-02-03,11.0623
2021-02-04,11.5423
2021-02-05,11.6551
2021-02-06,11.6551
2021-02-07,11.6551
2021-02-08,11.8
2021-02-09,11.887
2021-02-10,11.9121
2021-02-11,11.8896
2021-02-12,12.1074
2021-02-13,12.1074
2021-02-14,12.1074
2021-02-15,12.1074
2021-02-16,12.2433
2021-02-17,12.1274
2021-02-18,11.8574
2021-02-19,12.5204
2021-02-20,12.5204
2021-02-21,12.5204
2021-02-22,12.61
2021-02-23,12.6499
2021-02-24,12.8554
2021-02-25,12.3351
2021-02-26,12.1629
2021-02-27,12.1629
2021-02-28,12.1629
2021-03-01,12.6628
2021-03-02,12.453
2021-03-03,12.3191
2021-03-04,11.9078
2021-03-05,12.2305
2021-03-06,12.2305
2021-03-07,12.2305
2021-03-08,12.3434
2021-03-09,12.307
2021-03-10,12.4441
2021-03-11,12.5009
2021-03-12,12.4339
2021-03-13,12.4339
2021-03-14,12.4339
2021-03-15,12.6022
2021-03-16,12.1553
2021-03-17,12.4339
2021-03-18,12.5238
2021-03-19,12.6023
2021-03-20,12.6023
2021-03-21,12.6023
2021-03-22,12.65
2021-03-23,12.1654
2021-03-24,12.2227
2021-03-25,12.5552
2021-03-26,12.8666
2021-03-27,12.8666
2021-03-28,12.8666
2021-03-29,12.6564
2021-03-30,12.8806
2021-03-31,12.8806
2021-04-01,12.8806
2021-04-02,12.8806
2021-04-03,12.8806
2021-04-04,12.8806
2021-04-05,12.8806
2021-04-06,12.8806
2021-04-07,12.8806
2021-04-08,12.8806
2021-04-09,12.8806
2021-04-10,12.8806
2021-04-11,12.8806
2021-04-12,12.8806
2021-04-13,12.8806
2021-04-14,12.8806
2021-04-15,12.8806
2021-04-16,12.8806
2021-04-17,12.8806
2021-04-18,12.8806
2021-04-19,12.8806
2021-04-20,12.8806
2021-04-21,12.8806
2021-04-22,12.8806
2021-04-23,12.8806
2021-04-24,12.8806
2021-04-25,12.8806
2021-04-26,12.8806
2021-04-27,12.8806
2021-04-28,12.8806
2021-04-29,12.8806
2021-04-30,12.8806
2021-05-01,12.8806
2021-05-02,12.8806
2021-05-03,12.8806
2021-05-04,12.8806
2021-05-05,12.8806
2021-05-06,12.8806
2021-05-07,12.8806
2021-05-08,12.8806
2021-05-09,12.8806
2021-05-10,12.8806
2021-05-11,12.8806
2021-05-12,12.8806
2021-05-13,12.8806
2021-05-14,12.8806
2021-05-15,12.8806
2021-05-16,12.8806
2021-05-17,12.8806
2021-05-18,12.8806
2021-05-19,12.8806
2021-05-20,12.8806
2021-05-21,12.8806
2021-05-22,12.8806
2021-05-23,12.8806
2021-05-24,12.8806
2021-05-25,12.8806
2021-05-26,12.8806
2021-05-27,12.8806
2021-05-28,12.8806
2021-05-29,12.8806
2021-05-30,12.8806
2021-05-31,12.8806
2021-06-01,12.8806
2021-06-02,12.8806
2021-06-03,12.8806
2021-06-04,12.8806
2021-06-05,12.8806
2021-06-06,12.8806
2021-06-07,12.8806
2021-06-08,12.8806
2021-06-09,12.8806
2021-06-10,12.8806
2021-06-11,12.8806
2021-06-12,12.8806
2021-06-13,12.8806
2021-06-14,12.8806
2021-06-15,12.8806
2021-06-16,12.8806
2021-06-17,12.8806
2021-06-18,12.8806
2021-06-19,12.8806
2021-06-20,12.8806
2021-06-21,12.8806
2021-06-22,12.8806
2021-06-23,12.8806
2021-06-24,12.8806
2021-06-25,12.8806
2021-06-26,12.8806
2021-06-27,12.8806
2021-06-28,12.8806
2021-06-29,12.8806
2021-06-30,20.2159
2021-07-01,20.4164
2021-07-02,20.4097
2021-07-03,20.4097
2021-07-04,20.4097
2021-07-05,20.4097
2021-07-06,20.0554
2021-07-07,20.2207
2021-07-08,19.4986
2021-07-09,20.2226
2021-07-10,20.2226
2021-07-11,20.2226
2021-07-12,20.4791
2021-07-13,20.2843
2021-07-14,20.023
2021-07-15,20.214
2021-07-16,20.0164
2021-07-17,20.0164
2021-07-18,20.0164
2021-07-19,19.1927
2021-07-20,19.9252
2021-07-21,20.4287
2021-07-22,20.0259
2021-07-23,20.2169
2021-07-24,20.2169
2021-07-25,20.2169
2021-07-26,20.4316
2021-07-27,20.2796
2021-07-28,20.518
2021-07-29,21.1973
2021-07-30,21.0405
2021-07-31,21.0405
2021-08-01,21.0405
2021-08-02,21.1222
2021-08-03,21.26
2021-08-04,20.8505
2021-08-05,21.4329
2021-08-06,21.8034
2021-08-07,21.8034
2021-08-08,21.8034
2021-08-09,21.3353
2021-08-10,21.5982
2021-08-11,21.8677
2021-08-12,22.0056
2021-08-13,21.9469
2021-08-14,21.9469
2021-08-15,21.9469
2021-08-16,21.8621
2021-08-17,21.6262
2021-08-18,21.1871
2021-08-19,20.8458
2021-08-20,20.9614
2021-08-21,20.9614
2021-08-22,20.9614
2021-08-23,21.2803
2021-08-24,21.5712
2021-08-25,21.9945
2021-08-26,21.7465
2021-08-27,22.3432
2021-08-28,22.3432
2021-08-29,22.3432
2021-08-30,22.0038
2021-08-31,22.0159
2021-09-01,21.9572
2021-09-02,22.1119
2021-09-03,21.9637
2021-09-04,21.9637
2021-09-05,21.9637
2021-09-06,21.9637
2021-09-07,21.7297
2021-09-08,21.6607
2021-09-09,21.7026
2021-09-10,21.4397
2021-09-11,21.4397
2021-09-12,21.4397
2021-09-13,21.7064
2021-09-14,21.4257
2021-09-15,21.863
2021-09-16,21.8611
2021-09-17,21.7026
2021-09-18,21.7026
2021-09-19,21.7026
2021-09-20,20.4682
2021-09-21,20.2062
2021-09-22,20.7311
2021-09-23,21.5348
2021-09-24,21.8751
2021-09-25,21.8751
2021-09-26,21.8751
2021-09-27,22.4532
2021-09-28,21.8518
2021-09-29,21.8108
2021-09-30,9.4501
2021-10-01,9.6377
2021-10-02,9.6377
2021-10-03,9.6377
2021-10-04,9.4829
2021-10-05,9.8249
2021-10-06,9.8359
2021-10-07,9.9703
2021-10-08,10.0873
2021-10-09,10.0873
2021-10-10,10.0873
2021-10-11,10.0078
2021-10-12,10.1039
2021-10-13,10.0554
2021-10-14,10.3736
2021-10-15,10.5455
2021-10-16,10.5455
2021-10-17,10.5455
2021-10-18,10.5089
2021-10-19,10.6863
2021-10-20,10.8373
2021-10-21,10.8109
2021-10-22,10.8998
2021-10-23,10.8998
2021-10-24,10.8998
2021-10-25,10.8913
2021-10-26,10.8619
2021-10-27,10.8198
2021-10-28,11.1265
2021-10-29,11.067
2021-10-30,11.067
2021-10-31,11.067
2021-11-01,11.2218
2021-11-02,11.3111
2021-11-03,11.4119
2021-11-04,11.2609
2021-11-05,11.1993
2021-11-06,11.1993
2021-11-07,11.1993
2021-11-08,11.2711
2021-11-09,10.9857
2021-11-10,10.9702
2021-11-11,11.0238
2021-11-12,11.125
2021-11-13,11.125
2021-11-14,11.125
2021-11-15,11.0895
2021-11-16,11.1313
2021-11-17,10.869
2021-11-18,10.9008
2021-11-19,10.7493
2021-11-20,10.7493
2021-11-21,10.7493
2021-11-22,10.8229
2021-11-23,10.9342
2021-11-24,10.8711
2021-11-25,10.8711
2021-11-26,10.4225
2021-11-27,10.4225
2021-11-28,10.4225
2021-11-29,10.5049
2021-11-30,10.3329
2021-12-01,10.138
2021-12-02,10.5915
2021-12-03,10.358
2021-12-04,10.358
2021-12-05,10.358
2021-12-06,10.502
2021-12-07,10.8342
2021-12-08,10.7924
2021-12-09,10.6572
2021-12-10,10.6765
2021-12-11,10.6765
2021-12-12,10.6765
2021-12-13,10.4685
2021-12-14,10.4434
2021-12-15,10.6945
2021-12-16,10.7777
2021-12-17,10.5434
2021-12-18,10.5434
2021-12-19,10.5434
2021-12-20,10.0911
2021-12-21,10.538
2021-12-22,10.7133
2021-12-23,10.8635
2021-12-24,10.8635
2021-12-25,10.8635
2021-12-26,10.8635
2021-12-27,11.0773
2021-12-28,11.0054
2021-12-29,10.9945
2021-12-30,10.8505
2021-12-31,8.9187
2022-01-01,8.9187
2022-01-02,8.9187
2022-01-03,9.0056
2022-01-04,9.4671
2022-01-05,9.3623
2022-01-06,9.5045
2022-01-07,9.5089
2022-01-08,9.5089
2022-01-09,9.5089
2022-01-10,9.4862
2022-01-11,9.7327
2022-01-12,9.8051
2022-01-13,9.7758
2022-01-14,9.8178
2022-01-15,9.8178
2022-01-16,9.8178
2022-01-17,9.8178
2022-01-18,9.5045
2022-01-19,9.2584
2022-01-20,9.1772
2022-01-21,8.8426
2022-01-22,8.8426
2022-01-23,8.8426
2022-01-24,8.8953
2022-01-25,8.8142
2022-01-26,8.8229
2022-01-27,8.9872
2022-01-28,8.7995
2022-01-29,8.7995
2022-01-30,8.7995
2022-01-31,9.0072
2022-02-01,9.1338
2022-02-02,9.3045
2022-02-03,9.0052
2022-02-04,9.1338
2022-02-05,9.1338
2022-02-06,9.1338
2022-02-07,9.2611
2022-02-08,9.375
2022-02-09,9.5032
2022-02-10,9.3943
2022-02-11,8.9969
2022-02-12,8.9969
2022-02-13,8.9969
2022-02-14,8.895
2022-02-15,9.1468
2022-02-16,9.2677
2022-02-17,8.8432
2022-02-18,8.882
2022-02-19,8.882
2022-02-20,8.882
2022-02-21,8.882
2022-02-22,8.7764
2022-02-23,8.5814
2022-02-24,8.5079
2022-02-25,8.8529
2022-02-26,8.8529
2022-02-27,8.8529
2022-02-28,8.7543
2022-03-01,8.0693
2022-03-02,8.4274
2022-03-03,8.4439
2022-03-04,8.1493
2022-03-05,8.1493
2022-03-06,8.1493
2022-03-07,7.6015
2022-03-08,7.4848
2022-03-09,7.9189
2022-03-10,7.8535
2022-03-11,7.8313
2022-03-12,7.8313
2022-03-13,7.8313
2022-03-14,7.8885
2022-03-15,8.0865
2022-03-16,8.5785
2022-03-17,8.758
2022-03-18,8.7884
2022-03-19,8.7884
2022-03-20,8.7884
2022-03-21,8.7078
2022-03-22,8.9926
2022-03-23,8.85
2022-03-24,9.1326
2022-03-25,9.2286
2022-03-26,9.2286
2022-03-27,9.2286
2022-03-28,9.1121
2022-03-29,9.1491
2022-03-30,9.0956
2022-03-31,7.6722
2022-04-01,7.5859
2022-04-02,7.5859
2022-04-03,7.5859
2022-04-04,7.5894
2022-04-05,7.619
2022-04-06,7.4353
2022-04-07,7.3487
2022-04-08,7.4581
2022-04-09,7.4581
2022-04-10,7.4581
2022-04-11,7.3914
2022-04-12,7.3089
2022-04-13,7.4493
2022-04-14,7.3905
2022-04-15,7.3905
2022-04-16,7.3905
2022-04-17,7.3905
2022-04-18,7.3809
2022-04-19,7.5924
2022-04-20,7.6863
2022-04-21,7.4192
2022-04-22,7.079
2022-04-23,7.079
2022-04-24,7.079
2022-04-25,7.1047
2022-04-26,6.6247
2022-04-27,6.6732
2022-04-28,6.8692
2022-04-29,6.6522
2022-04-30,6.6522
2022-05-01,6.6522
2022-05-02,6.7014
2022-05-03,6.7968
2022-05-04,7.1291
2022-05-05,6.7564
2022-05-06,6.6372
2022-05-07,6.6372
2022-05-08,6.6372
2022-05-09,6.4348
2022-05-10,6.4275
2022-05-11,6.3409
2022-05-12,6.1827
2022-05-13,6.4921
2022-05-14,6.4921
2022-05-15,6.4921
2022-05-16,6.4616
2022-05-17,6.7084
2022-05-18,6.443
2022-05-19,6.2685
2022-05-20,6.3293
2022-05-21,6.3293
2022-05-22,6.3293
2022-05-23,6.5337
2022-05-24,6.4636
2022-05-25,6.5979
2022-05-26,6.8619
2022-05-27,6.9829
2022-05-28,6.9829
2022-05-29,6.9829
2022-05-30,6.9829
2022-05-31,6.9183
2022-06-01,6.7488
2022-06-02,6.8991
2022-06-03,6.7753
2022-06-04,6.7753
2022-06-05,6.7753
2022-06-06,6.8605
2022-06-07,6.9413
2022-06-08,6.7988
2022-06-09,6.611
2022-06-10,6.2005
2022-06-11,6.2005
2022-06-12,6.2005
2022-06-13,5.8754
2022-06-14,5.953
2022-06-15,6.0522
2022-06-16,5.7358
2022-06-17,5.7213
2022-06-18,5.7213
2022-06-19,5.7213
2022-06-20,5.7213
2022-06-21,5.9394
2022-06-22,5.8961
2022-06-23,5.851
2022-06-24,6.1339
2022-06-25,6.1339
2022-06-26,6.1339
2022-06-27,6.074
2022-06-28,5.9731
2022-06-29,5.8638
2022-06-30,5.6329
2022-07-01,5.6412
2022-07-02,5.6412
2022-07-03,5.6412
2022-07-04,5.6412
2022-07-05,5.5649
2022-07-06,5.515
2022-07-07,5.6498
2022-07-08,5.5999
2022-07-09,5.5999
2022-07-10,5.5999
2022-07-11,5.4527
2022-07-12,5.4599
2022-07-13,5.3561
2022-07-14,5.2153
2022-07-15,5.4221
2022-07-16,5.4221
2022-07-17,5.4221
2022-07-18,5.4177
2022-07-19,5.6443
2022-07-20,5.7576
2022-07-21,5.8525
2022-07-22,5.8445
2022-07-23,5.8445
2022-07-24,5.8445
2022-07-25,5.8726
2022-07-26,5.7447
2022-07-27,6.1732
2022-07-28,6.3473
2022-07-29,6.5575
2022-07-30,6.5575
2022-07-31,6.5575
2022-08-01,6.3402
2022-08-02,6.271
2022-08-03,6.439
2022-08-04,6.4508
2022-08-05,6.4108
2022-08-06,6.4108
2022-08-07,6.4108
2022-08-08,6.4421
2022-08-09,6.476
2022-08-10,6.745
2022-08-11,6.8133
2022-08-12,6.9784
2022-08-13,6.9784
2022-08-14,6.9784
2022-08-15,6.8985
2022-08-16,6.9753
2022-08-17,6.9496
2022-08-18,7.0535
2022-08-19,6.8534
2022-08-20,6.8534
2022-08-21,6.8534
2022-08-22,6.6346
2022-08-23,6.6445
2022-08-24,6.6558
2022-08-25,6.8226
2022-08-26,6.5739
2022-08-27,6.5739
2022-08-28,6.5739
2022-08-29,6.4695
2022-08-30,6.3927
2022-08-31,6.3811
2022-09-01,6.4141
2022-09-02,6.3927
2022-09-03,6.3927
2022-09-04,6.3927
2022-09-05,6.3927
2022-09-06,6.3947
2022-09-07,6.6309
2022-09-08,6.7856
2022-09-09,6.9061
2022-09-10,6.9061
2022-09-11,6.9061
2022-09-12,6.9804
2022-09-13,6.6552
2022-09-14,6.662
2022-09-15,6.6448
2022-09-16,6.5011
2022-09-17,6.5011
2022-09-18,6.5011
2022-09-19,6.6671
2022-09-20,6.5824
2022-09-21,6.4336
2022-09-22,6.2815
2022-09-23,6.0805
2022-09-24,6.0805
2022-09-25,6.0805
2022-09-26,5.9619
2022-09-27,5.9439
2022-09-28,6.1389
2022-09-29,5.9837
2022-09-30,6.2311
2022-10-01,6.2311
2022-10-02,6.2311
2022-10-03,6.5475
2022-10-04,7.0096
2022-10-05,6.967
2022-10-06,6.9292
2022-10-07,6.8333
2022-10-08,6.8333
2022-10-09,6.8333
2022-10-10,6.8648
2022-10-11,6.6648
2022-10-12,6.5774
2022-10-13,6.9192
2022-10-14,6.4101
2022-10-15,6.4101
2022-10-16,6.4101
2022-10-17,6.6878
2022-10-18,6.732
2022-10-19,6.6046
2022-10-20,6.4092
2022-10-21,6.6866
2022-10-22,6.6866
2022-10-23,6.6866
2022-10-24,6.8269
2022-10-25,7.0269
2022-10-26,7.4576
2022-10-27,7.6854
2022-10-28,8.0526
2022-10-29,8.0526
2022-10-30,8.0526
2022-10-31,7.9603
2022-11-01,8.1116
2022-11-02,7.7988
2022-11-03,7.7735
2022-11-04,7.9505
2022-11-05,7.9505
2022-11-06,7.9505
2022-11-07,8.0723
2022-11-08,8.1404
2022-11-09,7.9845
2022-11-10,8.477
2022-11-11,8.4651
2022-11-12,8.4651
2022-11-13,8.4651
2022-11-14,8.1493
2022-11-15,8.2347
2022-11-16,8.1544
2022-11-17,8.1797
2022-11-18,8.3919
2022-11-19,8.3919
2022-11-20,8.3919
2022-11-21,8.302
2022-11-22,8.4431
2022-11-23,8.5079
2022-11-24,8.5079
2022-11-25,8.5023
2022-11-26,8.5023
2022-11-27,8.5023
2022-11-28,8.3041
2022-11-29,8.2663
2022-11-30,8.4886
2022-12-01,8.4582
2022-12-02,8.4359
2022-12-03,8.4359
2022-12-04,8.4359
2022-12-05,8.1678
2022-12-06,8.1865
2022-12-07,8.1925
2022-12-08,8.2249
2022-12-09,8.1639
2022-12-10,8.1639
2022-12-11,8.1639
2022-12-12,8.3106
2022-12-13,8.2755
2022-12-14,8.1904
2022-12-15,7.9696
2022-12-16,7.9003
2022-12-17,7.9003
2022-12-18,7.9003
2022-12-19,7.7333
2022-12-20,7.7771
2022-12-21,7.9256
2022-12-22,7.7735
2022-12-23,7.7839
2022-12-24,7.7839
2022-12-25,7.7839
2022-12-26,7.7839
2022-12-27,7.7878
2022-12-28,7.6732
2022-12-29,7.9041
2022-12-30,8.8246
2022-12-31,8.8246
2023-01-01,8.8246
2023-01-02,8.8246
2023-01-03,8.8019
2023-01-04,8.8729
2023-01-05,8.7409
2023-01-06,9.1414
2023-01-07,9.1414
2023-01-08,9.1414
2023-01-09,9.1395
2023-01-10,9.0931
2023-01-11,9.4198
2023-01-12,9.4575
2023-01-13,9.5218
2023-01-14,9.5218
2023-01-15,9.5218
2023-01-16,9.5218
2023-01-17,9.6209
2023-01-18,9.3626
2023-01-19,9.2018
2023-01-20,9.524
2023-01-21,9.524
2023-01-22,9.524
2023-01-23,9.6928
2023-01-24,9.7718
2023-01-25,9.836
2023-01-26,9.9751
2023-01-27,9.8821
2023-01-28,9.8821
2023-01-29,9.8821
2023-01-30,9.8504
2023-01-31,10.0633
2023-02-01,10.2043
2023-02-02,9.9863
2023-02-03,10.1905
2023-02-04,10.1905
2023-02-05,10.1905
2023-02-06,10.0924
2023-02-07,10.1659
2023-02-08,10.1458
2023-02-09,10.0035
2023-02-10,10.0509
2023-02-11,10.0509
2023-02-12,10.0509
2023-02-13,10.2299
2023-02-14,10.1471
2023-02-15,10.0691
2023-02-16,10.0425
2023-02-17,10.1068
2023-02-18,10.1068
2023-02-19,10.1068
2023-02-20,10.1068
2023-02-21,9.7552
2023-02-22,9.7187
2023-02-23,9.5948
2023-02-24,9.617
2023-02-25,9.617
2023-02-26,9.617
2023-02-27,9.6185
2023-02-28,9.7144
2023-03-01,9.7277
2023-03-02,9.6521
2023-03-03,9.7795
2023-03-04,9.7795
2023-03-05,9.7795
2023-03-06,9.7416
2023-03-07,9.536
2023-03-08,9.5278
2023-03-09,8.8513
2023-03-10,8.4152
2023-03-11,8.4152
2023-03-12,8.4152
2023-03-13,7.9418
2023-03-14,8.2862
2023-03-15,7.8381
