,FHI US Equity
2023-03-20,12.3108
2023-03-21,12.1746
2023-03-22,11.9631
2023-03-23,11.9457
2023-03-24,12.0558
2023-03-25,12.0558
2023-03-26,12.0558
2023-03-27,12.0964
2023-03-28,12.1166
2023-03-29,12.2152
2023-03-30,12.163
2023-03-31,11.4635
2023-04-01,11.4635
2023-04-02,11.4635
2023-04-03,11.4772
2023-04-04,11.3268
2023-04-05,11.3596
2023-04-06,11.5155
2023-04-07,11.5155
2023-04-08,11.5155
2023-04-09,11.5155
2023-04-10,11.469
2023-04-11,11.9967
2023-04-12,11.9612
2023-04-13,12.262
2023-04-14,12.4097
2023-04-15,12.4097
2023-04-16,12.4097
2023-04-17,12.4124
2023-04-18,12.519
2023-04-19,12.3741
2023-04-20,12.3878
2023-04-21,12.2128
2023-04-22,12.2128
2023-04-23,12.2128
2023-04-24,12.1335
2023-04-25,12.0842
2023-04-26,11.9229
2023-04-27,12.076
2023-04-28,11.8053
2023-04-29,11.8053
2023-04-30,11.8053
2023-05-01,11.7561
2023-05-02,11.7041
2023-05-03,11.5663
2023-05-04,11.2126
2023-05-05,11.1797
2023-05-06,11.1797
2023-05-07,11.1797
2023-05-08,11.1934
2023-05-09,11.007
2023-05-10,10.933
2023-05-11,10.7767
2023-05-12,10.667
2023-05-13,10.667
2023-05-14,10.667
2023-05-15,10.7548
2023-05-16,10.6533
2023-05-17,10.6588
2023-05-18,10.5437
2023-05-19,10.497
2023-05-20,10.497
2023-05-21,10.497
2023-05-22,10.5025
2023-05-23,10.3819
2023-05-24,10.1817
2023-05-25,10.1653
2023-05-26,10.3737
2023-05-27,10.3737
2023-05-28,10.3737
2023-05-29,10.3737
2023-05-30,10.1105
2023-05-31,9.9268
2023-06-01,10.0227
2023-06-02,10.3216
2023-06-03,10.3216
2023-06-04,10.3216
2023-06-05,10.3654
2023-06-06,10.593
2023-06-07,10.7054
2023-06-08,10.7411
2023-06-09,10.8315
2023-06-10,10.8315
2023-06-11,10.8315
2023-06-12,10.7109
2023-06-13,10.7082
2023-06-14,10.8946
2023-06-15,11.0481
2023-06-16,10.9878
2023-06-17,10.9878
2023-06-18,10.9878
2023-06-19,10.9878
2023-06-20,10.837
2023-06-21,10.8973
2023-06-22,10.6917
2023-06-23,10.5628
2023-06-24,10.5628
2023-06-25,10.5628
2023-06-26,10.3133
2023-06-27,10.1269
2023-06-28,10.1242
2023-06-29,10.3545
2023-06-30,9.5178
2023-07-01,9.5178
2023-07-02,9.5178
2023-07-03,9.6115
2023-07-04,9.6115
2023-07-05,9.143
2023-07-06,9.2063
2023-07-07,9.0012
2023-07-08,9.0012
2023-07-09,9.0012
2023-07-10,8.8974
2023-07-11,9.0595
2023-07-12,8.9784
2023-07-13,9.4317
2023-07-14,9.3836
2023-07-15,9.3836
2023-07-16,9.3836
2023-07-17,9.4798
2023-07-18,9.4241
2023-07-19,9.5634
2023-07-20,9.6267
2023-07-21,9.7002
2023-07-22,9.7002
2023-07-23,9.7002
2023-07-24,9.7559
2023-07-25,9.7736
2023-07-26,9.6065
2023-07-27,9.5431
2023-07-28,8.9936
2023-07-29,8.9936
2023-07-30,8.9936
2023-07-31,9.0063
2023-08-01,8.948
2023-08-02,8.7917
2023-08-03,8.7643
2023-08-04,8.6818
2023-08-05,8.6818
2023-08-06,8.6818
2023-08-07,8.7243
2023-08-08,8.7018
2023-08-09,8.7268
2023-08-10,8.6743
2023-08-11,8.7368
2023-08-12,8.7368
2023-08-13,8.7368
2023-08-14,8.7168
2023-08-15,8.6244
2023-08-16,8.537
2023-08-17,8.6294
2023-08-18,8.8067
2023-08-19,8.8067
2023-08-20,8.8067
2023-08-21,8.8417
2023-08-22,8.8692
2023-08-23,8.9641
2023-08-24,8.9466
2023-08-25,9.0165
2023-08-26,9.0165
2023-08-27,9.0165
2023-08-28,9.099
2023-08-29,9.1214
2023-08-30,9.1364
2023-08-31,9.1214
2023-09-01,9.2688
2023-09-02,9.2688
2023-09-03,9.2688
2023-09-04,9.2688
2023-09-05,9.1039
2023-09-06,9.1439
2023-09-07,9.0515
2023-09-08,9.1339
2023-09-09,9.1339
2023-09-10,9.1339
2023-09-11,9.069
2023-09-12,9.1414
2023-09-13,9.1889
2023-09-14,9.0565
2023-09-15,9.1439
2023-09-16,9.1439
2023-09-17,9.1439
2023-09-18,9.089
2023-09-19,9.094
2023-09-20,9.2213
2023-09-21,9.2413
2023-09-22,9.1389
2023-09-23,9.1389
2023-09-24,9.1389
2023-09-25,9.1089
2023-09-26,8.9391
2023-09-27,8.8816
2023-09-28,8.9866
2023-09-29,8.696
2023-09-30,8.696
2023-10-01,8.696
2023-10-02,8.5006
2023-10-03,8.3711
2023-10-04,8.4786
2023-10-05,8.6154
2023-10-06,8.7814
2023-10-07,8.7814
2023-10-08,8.7814
2023-10-09,8.7717
2023-10-10,8.7619
2023-10-11,8.5909
2023-10-12,8.4542
2023-10-13,8.4957
2023-10-14,8.4957
2023-10-15,8.4957
2023-10-16,8.569
2023-10-17,8.6618
2023-10-18,8.4151
2023-10-19,8.2417
2023-10-20,8.1245
2023-10-21,8.1245
2023-10-22,8.1245
2023-10-23,8.0976
2023-10-24,8.0683
2023-10-25,7.8851
2023-10-26,7.8632
2023-10-27,7.9465
2023-10-28,7.9465
2023-10-29,7.9465
2023-10-30,7.9036
2023-10-31,7.9871
2023-11-01,7.9418
2023-11-02,8.1207
2023-11-03,8.2352
2023-11-04,8.2352
2023-11-05,8.2352
2023-11-06,8.2543
2023-11-07,8.2042
2023-11-08,8.1708
2023-11-09,8.1613
2023-11-10,8.2424
2023-11-11,8.2424
2023-11-12,8.2424
2023-11-13,8.0372
2023-11-14,8.2233
2023-11-15,8.2281
2023-11-16,8.1947
2023-11-17,8.135
2023-11-18,8.135
2023-11-19,8.135
2023-11-20,8.0133
2023-11-21,7.9322
2023-11-22,7.9609
2023-11-23,7.9609
2023-11-24,7.968
2023-11-25,7.968
2023-11-26,7.968
2023-11-27,7.9418
2023-11-28,7.8583
2023-11-29,7.9418
2023-11-30,8.0157
2023-12-01,8.1255
2023-12-02,8.1255
2023-12-03,8.1255
2023-12-04,8.0897
2023-12-05,7.9632
2023-12-06,7.999
2023-12-07,8.0825
2023-12-08,8.135
2023-12-09,8.135
2023-12-10,8.135
2023-12-11,8.1613
2023-12-12,8.2519
2023-12-13,8.2782
2023-12-14,8.4714
2023-12-15,8.4571
2023-12-16,8.4571
2023-12-17,8.4571
2023-12-18,8.333
2023-12-19,8.4905
2023-12-20,8.4619
2023-12-21,8.4881
2023-12-22,8.5621
2023-12-23,8.5621
2023-12-24,8.5621
2023-12-25,8.5621
2023-12-26,8.5692
2023-12-27,8.5454
2023-12-28,8.5215
2023-12-29,7.7538
2023-12-30,7.7538
2023-12-31,7.7538
2024-01-01,7.7538
2024-01-02,7.7405
2024-01-03,7.6984
2024-01-04,7.6431
2024-01-05,7.6231
2024-01-06,7.6231
2024-01-07,7.6231
2024-01-08,7.7626
2024-01-09,7.6674
2024-01-10,7.6409
2024-01-11,7.7803
2024-01-12,7.7117
2024-01-13,7.7117
2024-01-14,7.7117
2024-01-15,7.7117
2024-01-16,8.0327
2024-01-17,7.9154
2024-01-18,7.9663
2024-01-19,8.0947
2024-01-20,8.0947
2024-01-21,8.0947
2024-01-22,8.057
2024-01-23,7.8489
2024-01-24,7.8689
2024-01-25,7.86
2024-01-26,8.0327
2024-01-27,8.0327
2024-01-28,8.0327
2024-01-29,8.1412
2024-01-30,8.3005
2024-01-31,7.9973
2024-02-01,8.0172
2024-02-02,8.0061
2024-02-03,8.0061
2024-02-04,8.0061
2024-02-05,8.1589
2024-02-06,8.0393
2024-02-07,8.0283
2024-02-08,8.0017
2024-02-09,8.0902
2024-02-10,8.0902
2024-02-11,8.0902
2024-02-12,8.1699
2024-02-13,7.9818
2024-02-14,8.0858
2024-02-15,8.1146
2024-02-16,8.0415
2024-02-17,8.0415
2024-02-18,8.0415
2024-02-19,8.0415
2024-02-20,8.0039
2024-02-21,8.0747
2024-02-22,8.1367
2024-02-23,7.8934
2024-02-24,7.8934
2024-02-25,7.8934
2024-02-26,7.9129
2024-02-27,7.9671
2024-02-28,7.978
2024-02-29,7.8934
2024-03-01,8.0343
2024-03-02,8.0343
2024-03-03,8.0343
2024-03-04,8.1037
2024-03-05,8.1535
2024-03-06,8.0755
2024-03-07,7.9975
2024-03-08,7.9021
2024-03-09,7.9021
2024-03-10,7.9021
2024-03-11,8.0582
2024-03-12,7.9303
2024-03-13,7.9975
2024-03-14,7.9455
2024-03-15,8.0191
2024-03-16,8.0191
2024-03-17,8.0191
2024-03-18,7.8674
2024-03-19,7.9498
2024-03-20,7.9866
2024-03-21,7.9845
2024-03-22,7.9325
2024-03-23,7.9325
2024-03-24,7.9325
2024-03-25,8.0365
2024-03-26,7.9866
2024-03-27,7.9758
2024-03-28,8.0863
2024-03-29,8.0863
2024-03-30,8.0863
2024-03-31,8.0863
2024-04-01,8.0799
2024-04-02,8.1362
2024-04-03,8.1383
2024-04-04,8.0603
2024-04-05,8.1405
2024-04-06,8.1405
2024-04-07,8.1405
2024-04-08,8.2315
