,CWH US Equity
2020-09-13,29.0222
2020-09-14,29.8272
2020-09-15,28.3627
2020-09-16,27.0145
2020-09-17,27.3394
2020-09-18,26.8981
2020-09-19,26.8981
2020-09-20,26.8981
2020-09-21,27.3491
2020-09-22,27.451
2020-09-23,26.4811
2020-09-24,26.0301
2020-09-25,26.0058
2020-09-26,26.0058
2020-09-27,26.0058
2020-09-28,26.1222
2020-09-29,26.3114
2020-09-30,11.3505
2020-10-01,11.6684
2020-10-02,11.6662
2020-10-03,11.6662
2020-10-04,11.6662
2020-10-05,11.9384
2020-10-06,11.762
2020-10-07,11.9275
2020-10-08,11.6357
2020-10-09,11.6161
2020-10-10,11.6161
2020-10-11,11.6161
2020-10-12,11.5269
2020-10-13,11.8796
2020-10-14,11.5835
2020-10-15,11.9384
2020-10-16,11.8164
2020-10-17,11.8164
2020-10-18,11.8164
2020-10-19,11.651
2020-10-20,11.651
2020-10-21,10.9935
2020-10-22,10.9848
2020-10-23,11.0087
2020-10-24,11.0087
2020-10-25,11.0087
2020-10-26,10.8193
2020-10-27,10.9151
2020-10-28,10.9521
2020-10-29,10.7191
2020-10-30,10.6299
2020-10-31,10.6299
2020-11-01,10.6299
2020-11-02,10.8149
2020-11-03,11.2752
2020-11-04,11.4584
2020-11-05,11.5544
2020-11-06,11.0483
2020-11-07,11.0483
2020-11-08,11.0483
2020-11-09,10.1562
2020-11-10,10.4594
2020-11-11,10.5597
2020-11-12,10.6143
2020-11-13,10.9807
2020-11-14,10.9807
2020-11-15,10.9807
2020-11-16,11.1007
2020-11-17,11.1705
2020-11-18,11.1443
2020-11-19,11.2468
2020-11-20,11.1552
2020-11-21,11.1552
2020-11-22,11.1552
2020-11-23,11.6721
2020-11-24,11.6787
2020-11-25,11.5151
2020-11-26,11.5151
2020-11-27,11.694
2020-11-28,11.694
2020-11-29,11.694
2020-11-30,11.5587
2020-12-01,11.827
2020-12-02,11.5849
2020-12-03,11.4627
2020-12-04,11.4562
2020-12-05,11.4562
2020-12-06,11.4562
2020-12-07,11.4889
2020-12-08,11.2643
2020-12-09,11.2163
2020-12-10,11.1268
2020-12-11,11.0789
2020-12-12,11.0789
2020-12-13,11.0789
2020-12-14,10.8106
2020-12-15,11.5369
2020-12-16,11.0941
2020-12-17,11.1247
2020-12-18,11.1334
2020-12-19,11.1334
2020-12-20,11.1334
2020-12-21,10.9284
2020-12-22,11.0636
2020-12-23,11.2206
2020-12-24,11.2403
2020-12-25,11.2403
2020-12-26,11.2403
2020-12-27,11.2403
2020-12-28,10.9807
2020-12-29,10.876
2020-12-30,10.8411
2020-12-31,8.7081
2021-01-01,8.7081
2021-01-02,8.7081
2021-01-03,8.7081
2021-01-04,8.784
2021-01-05,9.0727
2021-01-06,9.147
2021-01-07,9.1634
2021-01-08,8.9473
2021-01-09,8.9473
2021-01-10,8.9473
2021-01-11,9.1849
2021-01-12,9.627
2021-01-13,9.5148
2021-01-14,9.7177
2021-01-15,9.5429
2021-01-16,9.5429
2021-01-17,9.5429
2021-01-18,9.5429
2021-01-19,9.6584
2021-01-20,9.8035
2021-01-21,10.1764
2021-01-22,10.3413
2021-01-23,10.3413
2021-01-24,10.3413
2021-01-25,10.5046
2021-01-26,10.7537
2021-01-27,10.4271
2021-01-28,10.1632
2021-01-29,10.046
2021-01-30,10.046
2021-01-31,10.046
2021-02-01,10.0856
2021-02-02,10.3446
2021-02-03,10.5673
2021-02-04,10.9484
2021-02-05,10.9633
2021-02-06,10.9633
2021-02-07,10.9633
2021-02-08,10.9154
2021-02-09,10.9303
2021-02-10,10.7785
2021-02-11,10.7867
2021-02-12,10.635
2021-02-13,10.635
2021-02-14,10.635
2021-02-15,10.635
2021-02-16,10.6366
2021-02-17,10.7207
2021-02-18,10.4552
2021-02-19,10.5096
2021-02-20,10.5096
2021-02-21,10.5096
2021-02-22,10.4502
2021-02-23,10.3661
2021-02-24,10.5426
2021-02-25,9.6548
2021-02-26,9.555
2021-02-27,9.555
2021-02-28,9.555
2021-03-01,9.9429
2021-03-02,9.7325
2021-03-03,9.629
2021-03-04,9.652
2021-03-05,9.8525
2021-03-06,9.8525
2021-03-07,9.8525
2021-03-08,10.1747
2021-03-09,10.4557
2021-03-10,10.648
2021-03-11,11.3104
2021-03-12,11.2841
2021-03-13,11.2841
2021-03-14,11.2841
2021-03-15,11.5487
2021-03-16,11.2068
2021-03-17,11.3498
2021-03-18,10.911
2021-03-19,10.9192
2021-03-20,10.9192
2021-03-21,10.9192
2021-03-22,10.9817
2021-03-23,10.6201
2021-03-24,10.1204
2021-03-25,10.2996
2021-03-26,10.3374
2021-03-27,10.3374
2021-03-28,10.3374
2021-03-29,10.1549
2021-03-30,10.4574
2021-03-31,8.0847
2021-04-01,8.1537
2021-04-02,8.1537
2021-04-03,8.1537
2021-04-04,8.1537
2021-04-05,8.1568
2021-04-06,8.2554
2021-04-07,8.2272
2021-04-08,8.3155
2021-04-09,8.3321
2021-04-10,8.3321
2021-04-11,8.3321
2021-04-12,8.5496
2021-04-13,8.4767
2021-04-14,8.6686
2021-04-15,8.7454
2021-04-16,8.7684
2021-04-17,8.7684
2021-04-18,8.7684
2021-04-19,8.9399
2021-04-20,8.7096
2021-04-21,8.7454
2021-04-22,8.6213
2021-04-23,8.9488
2021-04-24,8.9488
2021-04-25,8.9488
2021-04-26,9.1855
2021-04-27,9.2623
2021-04-28,9.2226
2021-04-29,9.2162
2021-04-30,9.0064
2021-05-01,9.0064
2021-05-02,9.0064
2021-05-03,9.0665
2021-05-04,9.6325
2021-05-05,9.2877
2021-05-06,9.1879
2021-05-07,9.3671
2021-05-08,9.3671
2021-05-09,9.3671
2021-05-10,9.2173
2021-05-11,8.9844
2021-05-12,8.8013
2021-05-13,9.12
2021-05-14,9.2941
2021-05-15,9.2941
2021-05-16,9.2941
2021-05-17,9.234
2021-05-18,8.8832
2021-05-19,8.8372
2021-05-20,8.6887
2021-05-21,8.553
2021-05-22,8.553
2021-05-23,8.553
2021-05-24,8.53
2021-05-25,8.5492
2021-05-26,8.8346
2021-05-27,9.0919
2021-05-28,9.1175
2021-05-29,9.1175
2021-05-30,9.1175
2021-05-31,9.1175
2021-06-01,9.129
2021-06-02,8.8461
2021-06-03,8.69
2021-06-04,8.69
2021-06-05,8.69
2021-06-06,8.69
2021-06-07,8.7284
2021-06-08,8.6618
2021-06-09,8.5351
2021-06-10,8.5338
2021-06-11,8.4762
2021-06-12,8.4762
2021-06-13,8.4762
2021-06-14,8.2932
2021-06-15,8.2842
2021-06-16,8.169
2021-06-17,8.0372
2021-06-18,8.1294
2021-06-19,8.1294
2021-06-20,8.1294
2021-06-21,8.2945
2021-06-22,8.3393
2021-06-23,8.3917
2021-06-24,8.4698
2021-06-25,8.4801
2021-06-26,8.4801
2021-06-27,8.4801
2021-06-28,8.5799
2021-06-29,8.5837
2021-06-30,8.1945
2021-07-01,8.2404
2021-07-02,7.9263
2021-07-03,7.9263
2021-07-04,7.9263
2021-07-05,7.9263
2021-07-06,7.8526
2021-07-07,7.8961
2021-07-08,7.8308
2021-07-09,8.0205
2021-07-10,8.0205
2021-07-11,8.0205
2021-07-12,8.0411
2021-07-13,7.9045
2021-07-14,7.8369
2021-07-15,7.8006
2021-07-16,7.7245
2021-07-17,7.7245
2021-07-18,7.7245
2021-07-19,7.6967
2021-07-20,7.948
2021-07-21,8.0169
2021-07-22,7.9359
2021-07-23,7.9396
2021-07-24,7.9396
2021-07-25,7.9396
2021-07-26,7.9275
2021-07-27,7.8937
2021-07-28,7.8961
2021-07-29,7.9927
2021-07-30,7.9976
2021-07-31,7.9976
2021-08-01,7.9976
2021-08-02,8.1015
2021-08-03,8.0845
2021-08-04,8.3726
2021-08-05,8.4311
2021-08-06,8.338
2021-08-07,8.338
2021-08-08,8.338
2021-08-09,8.0656
2021-08-10,8.1074
2021-08-11,8.1481
2021-08-12,8.0441
2021-08-13,7.8685
2021-08-14,7.8685
2021-08-15,7.8685
2021-08-16,7.9139
2021-08-17,7.7133
2021-08-18,7.5831
2021-08-19,7.5484
2021-08-20,7.6141
2021-08-21,7.6141
2021-08-22,7.6141
2021-08-23,7.693
2021-08-24,7.9546
2021-08-25,8.0191
2021-08-26,7.9151
2021-08-27,7.9987
2021-08-28,7.9987
2021-08-29,7.9987
2021-08-30,8.0668
2021-08-31,8.0131
2021-09-01,8.1063
2021-09-02,8.0871
2021-09-03,8.0489
2021-09-04,8.0489
2021-09-05,8.0489
2021-09-06,8.0489
2021-09-07,7.9856
2021-09-08,7.9271
2021-09-09,7.9761
2021-09-10,7.982
2021-09-11,7.982
2021-09-12,7.982
2021-09-13,7.9904
2021-09-14,7.8482
2021-09-15,7.8829
2021-09-16,7.9259
2021-09-17,7.7861
2021-09-18,7.7861
2021-09-19,7.7861
2021-09-20,7.6846
2021-09-21,7.779
2021-09-22,7.9092
2021-09-23,7.9964
2021-09-24,7.9617
2021-09-25,7.9617
2021-09-26,7.9617
2021-09-27,8.1206
2021-09-28,8.0656
2021-09-29,8.0656
2021-09-30,7.5436
2021-10-01,7.7898
2021-10-02,7.7898
2021-10-03,7.7898
2021-10-04,7.7998
2021-10-05,7.6712
2021-10-06,7.6589
2021-10-07,7.6891
2021-10-08,7.7014
2021-10-09,7.7014
2021-10-10,7.7014
2021-10-11,7.7137
2021-10-12,7.6846
2021-10-13,7.6197
2021-10-14,7.4765
2021-10-15,7.3344
2021-10-16,7.3344
2021-10-17,7.3344
2021-10-18,7.4944
2021-10-19,7.4989
2021-10-20,7.4854
2021-10-21,7.359
2021-10-22,7.3322
2021-10-23,7.3322
2021-10-24,7.3322
2021-10-25,7.3926
2021-10-26,7.2785
2021-10-27,7.2102
2021-10-28,7.3288
2021-10-29,7.3624
2021-10-30,7.3624
2021-10-31,7.3624
2021-11-01,7.4687
2021-11-02,7.5347
2021-11-03,7.9867
2021-11-04,7.9157
2021-11-05,7.7493
2021-11-06,7.7493
2021-11-07,7.7493
2021-11-08,7.8303
2021-11-09,7.8957
2021-11-10,7.807
2021-11-11,7.8547
2021-11-12,7.807
2021-11-13,7.807
2021-11-14,7.807
2021-11-15,7.8924
2021-11-16,8.0145
2021-11-17,7.9512
2021-11-18,8.0544
2021-11-19,7.8957
2021-11-20,7.8957
2021-11-21,7.8957
2021-11-22,8.0833
2021-11-23,8.0134
2021-11-24,8.2342
2021-11-25,8.2342
2021-11-26,8.2753
2021-11-27,8.2753
2021-11-28,8.2753
2021-11-29,8.161
2021-11-30,8.0622
2021-12-01,7.838
2021-12-02,7.767
2021-12-03,7.7936
2021-12-04,7.7936
2021-12-05,7.7936
2021-12-06,7.8513
2021-12-07,7.7726
2021-12-08,7.7259
2021-12-09,7.6527
2021-12-10,7.5706
2021-12-11,7.5706
2021-12-12,7.5706
2021-12-13,7.4696
2021-12-14,7.4374
2021-12-15,7.5384
2021-12-16,7.4241
2021-12-17,7.4596
2021-12-18,7.4596
2021-12-19,7.4596
2021-12-20,7.3342
2021-12-21,7.4496
2021-12-22,7.5007
2021-12-23,7.585
2021-12-24,7.585
2021-12-25,7.585
2021-12-26,7.585
2021-12-27,7.6272
2021-12-28,7.7581
2021-12-29,7.7526
2021-12-30,7.7293
2021-12-31,8.3301
2022-01-01,8.3301
2022-01-02,8.3301
2022-01-03,8.3671
2022-01-04,8.19
2022-01-05,8.1628
2022-01-06,8.2096
2022-01-07,8.1346
2022-01-08,8.1346
2022-01-09,8.1346
2022-01-10,8.1053
2022-01-11,8.0053
2022-01-12,8.026
2022-01-13,8.0422
2022-01-14,7.9695
2022-01-15,7.9695
2022-01-16,7.9695
2022-01-17,7.9695
2022-01-18,7.8663
2022-01-19,7.8641
2022-01-20,7.4947
2022-01-21,7.3339
2022-01-22,7.3339
2022-01-23,7.3339
2022-01-24,7.6023
2022-01-25,7.5349
2022-01-26,7.4665
2022-01-27,7.4773
2022-01-28,7.4882
2022-01-29,7.4882
2022-01-30,7.4882
2022-01-31,7.5479
2022-02-01,7.6761
2022-02-02,7.6359
2022-02-03,7.5479
2022-02-04,7.4686
2022-02-05,7.4686
2022-02-06,7.4686
2022-02-07,7.5501
2022-02-08,7.6533
2022-02-09,7.7044
2022-02-10,7.5621
2022-02-11,7.5306
2022-02-12,7.5306
2022-02-13,7.5306
2022-02-14,7.5056
2022-02-15,7.5523
2022-02-16,7.5143
2022-02-17,7.4632
2022-02-18,7.4274
2022-02-19,7.4274
2022-02-20,7.4274
2022-02-21,7.4274
2022-02-22,7.3904
2022-02-23,7.0202
2022-02-24,7.1517
2022-02-25,7.1678
2022-02-26,7.1678
2022-02-27,7.1678
2022-02-28,7.2321
2022-03-01,7.3071
2022-03-02,7.3982
2022-03-03,7.3339
2022-03-04,7.2278
2022-03-05,7.2278
2022-03-06,7.2278
2022-03-07,7.021
2022-03-08,7.0907
2022-03-09,7.246
2022-03-10,7.2643
2022-03-11,7.1646
2022-03-12,7.1646
2022-03-13,7.1646
2022-03-14,7.1046
2022-03-15,7.1399
2022-03-16,7.2321
2022-03-17,7.2289
2022-03-18,7.2921
2022-03-19,7.2921
2022-03-20,7.2921
2022-03-21,7.185
2022-03-22,7.3018
2022-03-23,7.0746
2022-03-24,7.1357
2022-03-25,7.0414
2022-03-26,7.0414
2022-03-27,7.0414
2022-03-28,7.0274
2022-03-29,7.2
2022-03-30,7.0542
2022-03-31,7.5663
2022-04-01,7.478
2022-04-02,7.478
2022-04-03,7.478
2022-04-04,7.5016
2022-04-05,7.3987
2022-04-06,7.3654
2022-04-07,7.3804
2022-04-08,7.4555
2022-04-09,7.4555
2022-04-10,7.4555
2022-04-11,7.4598
2022-04-12,7.3922
2022-04-13,7.3869
2022-04-14,7.3708
2022-04-15,7.3708
2022-04-16,7.3708
2022-04-17,7.3708
2022-04-18,7.4094
2022-04-19,7.5198
2022-04-20,7.3826
2022-04-21,7.2829
2022-04-22,7.2668
2022-04-23,7.2668
2022-04-24,7.2668
2022-04-25,7.2915
2022-04-26,7.196
2022-04-27,7.1918
2022-04-28,7.24
2022-04-29,7.2496
2022-04-30,7.2496
2022-05-01,7.2496
2022-05-02,7.3633
2022-05-03,7.5413
2022-05-04,7.7477
2022-05-05,7.5409
2022-05-06,7.6294
2022-05-07,7.6294
2022-05-08,7.6294
2022-05-09,7.5857
2022-05-10,7.4546
2022-05-11,7.428
2022-05-12,7.6593
2022-05-13,7.6785
2022-05-14,7.6785
2022-05-15,7.6785
2022-05-16,7.5847
2022-05-17,7.7701
2022-05-18,7.5047
2022-05-19,7.3757
2022-05-20,7.2745
2022-05-21,7.2745
2022-05-22,7.2745
2022-05-23,7.2681
2022-05-24,7.2489
2022-05-25,7.3619
2022-05-26,7.4269
2022-05-27,7.4194
2022-05-28,7.4194
2022-05-29,7.4194
2022-05-30,7.4194
2022-05-31,7.3885
2022-06-01,7.3118
2022-06-02,7.3011
2022-06-03,7.2499
2022-06-04,7.2499
2022-06-05,7.2499
2022-06-06,7.3086
2022-06-07,7.3246
2022-06-08,7.3565
2022-06-09,7.3501
2022-06-10,7.3501
2022-06-11,7.3501
2022-06-12,7.3501
2022-06-13,7.2222
2022-06-14,7.2105
2022-06-15,7.1018
2022-06-16,6.9621
2022-06-17,6.928
2022-06-18,6.928
2022-06-19,6.928
2022-06-20,6.928
2022-06-21,6.9387
2022-06-22,6.976
2022-06-23,6.9696
2022-06-24,6.9984
2022-06-25,6.9984
2022-06-26,6.9984
2022-06-27,6.9504
2022-06-28,6.799
2022-06-29,6.8161
2022-06-30,6.9691
2022-07-01,7.0056
2022-07-02,7.0056
2022-07-03,7.0056
2022-07-04,7.0056
2022-07-05,7.1812
2022-07-06,7.0991
2022-07-07,7.1584
2022-07-08,7.1812
2022-07-09,7.1812
2022-07-10,7.1812
2022-07-11,7.0432
2022-07-12,7.163
2022-07-13,7.2736
2022-07-14,7.1561
2022-07-15,7.2097
2022-07-16,7.2097
2022-07-17,7.2097
2022-07-18,7.2633
2022-07-19,7.3922
2022-07-20,7.5267
2022-07-21,7.5313
2022-07-22,7.5666
2022-07-23,7.5666
2022-07-24,7.5666
2022-07-25,7.5016
2022-07-26,7.4743
2022-07-27,7.4879
2022-07-28,7.643
2022-07-29,7.5906
2022-07-30,7.5906
2022-07-31,7.5906
2022-08-01,7.6658
2022-08-02,7.536
2022-08-03,7.9165
2022-08-04,7.8788
2022-08-05,7.8228
2022-08-06,7.8228
2022-08-07,7.8228
2022-08-08,7.9748
2022-08-09,7.8685
2022-08-10,7.9348
2022-08-11,8.0433
2022-08-12,8.1416
2022-08-13,8.1416
2022-08-14,8.1416
2022-08-15,8.0822
2022-08-16,8.321
2022-08-17,8.1736
2022-08-18,8.1633
2022-08-19,8.129
2022-08-20,8.129
2022-08-21,8.129
2022-08-22,8.0376
2022-08-23,8.0388
2022-08-24,8.0799
2022-08-25,8.185
2022-08-26,8.1108
2022-08-27,8.1108
2022-08-28,8.1108
2022-08-29,8.0845
2022-08-30,8.0011
2022-08-31,7.9485
2022-09-01,7.8971
2022-09-02,7.9257
2022-09-03,7.9257
2022-09-04,7.9257
2022-09-05,7.9257
2022-09-06,7.76
2022-09-07,7.8091
2022-09-08,7.832
2022-09-09,7.9748
2022-09-10,7.9748
2022-09-11,7.9748
2022-09-12,8.1907
2022-09-13,7.8948
2022-09-14,7.8868
2022-09-15,7.9759
2022-09-16,7.7486
2022-09-17,7.7486
2022-09-18,7.7486
2022-09-19,7.8114
2022-09-20,7.632
2022-09-21,7.5806
2022-09-22,7.4207
2022-09-23,7.1716
2022-09-24,7.1716
2022-09-25,7.1716
2022-09-26,7.1316
2022-09-27,7.2276
2022-09-28,7.4744
2022-09-29,7.327
2022-09-30,8.2645
2022-10-01,8.2645
2022-10-02,8.2645
2022-10-03,8.3151
2022-10-04,8.5215
2022-10-05,8.4683
2022-10-06,8.4553
2022-10-07,8.3177
2022-10-08,8.3177
2022-10-09,8.3177
2022-10-10,8.4189
2022-10-11,8.5591
2022-10-12,8.585
2022-10-13,8.6097
2022-10-14,8.4916
2022-10-15,8.4916
2022-10-16,8.4916
2022-10-17,8.5085
2022-10-18,8.4696
2022-10-19,8.2684
2022-10-20,8.1997
2022-10-21,8.3281
2022-10-22,8.3281
2022-10-23,8.3281
2022-10-24,8.3969
2022-10-25,8.5215
2022-10-26,8.5305
2022-10-27,8.6019
2022-10-28,8.6408
2022-10-29,8.6408
2022-10-30,8.6408
2022-10-31,8.5902
2022-11-01,8.6369
2022-11-02,8.312
2022-11-03,8.3563
2022-11-04,8.3511
2022-11-05,8.3511
2022-11-06,8.3511
2022-11-07,8.4435
2022-11-08,8.5164
2022-11-09,8.5164
2022-11-10,8.7039
2022-11-11,8.7456
2022-11-12,8.7456
2022-11-13,8.7456
2022-11-14,8.674
2022-11-15,8.5867
2022-11-16,8.5177
2022-11-17,8.5034
2022-11-18,8.5646
2022-11-19,8.5646
2022-11-20,8.5646
2022-11-21,8.532
2022-11-22,8.5724
2022-11-23,8.631
2022-11-24,8.631
2022-11-25,8.6141
2022-11-26,8.6141
2022-11-27,8.6141
2022-11-28,8.4474
2022-11-29,8.4722
2022-11-30,8.5633
2022-12-01,8.5307
2022-12-02,8.588
2022-12-03,8.588
2022-12-04,8.588
2022-12-05,8.3003
2022-12-06,8.2
2022-12-07,8.0568
2022-12-08,8.0816
2022-12-09,8.1141
2022-12-10,8.1141
2022-12-11,8.1141
2022-12-12,8.2625
2022-12-13,8.1493
2022-12-14,8.1792
2022-12-15,8.0738
2022-12-16,8.0464
2022-12-17,8.0464
2022-12-18,8.0464
2022-12-19,7.8693
2022-12-20,7.8081
2022-12-21,7.8693
2022-12-22,7.7769
2022-12-23,7.8602
2022-12-24,7.8602
2022-12-25,7.8602
2022-12-26,7.8602
2022-12-27,7.8147
2022-12-28,7.7847
2022-12-29,7.8654
2022-12-30,9.8802
2022-12-31,9.8802
2023-01-01,9.8802
2023-01-02,9.8802
2023-01-03,9.8493
2023-01-04,10.036
2023-01-05,9.9978
2023-01-06,10.1802
2023-01-07,10.1802
2023-01-08,10.1802
2023-01-09,10.2728
2023-01-10,10.3287
2023-01-11,10.3904
2023-01-12,10.3537
2023-01-13,10.3787
2023-01-14,10.3787
2023-01-15,10.3787
2023-01-16,10.3787
2023-01-17,10.3919
2023-01-18,10.0963
2023-01-19,10.0758
2023-01-20,10.114
2023-01-21,10.114
2023-01-22,10.114
2023-01-23,10.1228
2023-01-24,10.0905
2023-01-25,10.1625
2023-01-26,10.1699
2023-01-27,10.1875
2023-01-28,10.1875
2023-01-29,10.1875
2023-01-30,10.1904
2023-01-31,10.3346
2023-02-01,10.3698
2023-02-02,10.5404
2023-02-03,10.5007
2023-02-04,10.5007
2023-02-05,10.5007
2023-02-06,10.4919
2023-02-07,10.486
2023-02-08,10.389
2023-02-09,10.3169
2023-02-10,10.2757
2023-02-11,10.2757
2023-02-12,10.2757
2023-02-13,10.3169
2023-02-14,10.2875
2023-02-15,10.3566
2023-02-16,10.4198
2023-02-17,10.4228
2023-02-18,10.4228
2023-02-19,10.4228
2023-02-20,10.4228
2023-02-21,10.0812
2023-02-22,10.0709
2023-02-23,10.0675
2023-02-24,10.0616
2023-02-25,10.0616
2023-02-26,10.0616
2023-02-27,10.004
2023-02-28,9.9686
2023-03-01,9.9096
2023-03-02,9.9081
2023-03-03,9.9937
2023-03-04,9.9937
2023-03-05,9.9937
2023-03-06,9.9804
2023-03-07,9.9273
2023-03-08,9.9036
2023-03-09,9.9066
2023-03-10,9.849
2023-03-11,9.849
2023-03-12,9.849
2023-03-13,9.6822
2023-03-14,9.6851
2023-03-15,9.6482
2023-03-16,9.7043
2023-03-17,9.5892
2023-03-18,9.5892
2023-03-19,9.5892
