,SBGI US Equity
2020-07-30,12.7659
2020-07-31,12.7359
2020-08-01,12.7359
2020-08-02,12.7359
2020-08-03,12.7578
2020-08-04,12.7801
2020-08-05,12.6709
2020-08-06,12.6924
2020-08-07,12.6865
2020-08-08,12.6865
2020-08-09,12.6865
2020-08-10,12.7188
2020-08-11,12.685
2020-08-12,12.664
2020-08-13,12.6463
2020-08-14,12.665
2020-08-15,12.665
2020-08-16,12.665
2020-08-17,12.6522
2020-08-18,12.6267
2020-08-19,12.6549
2020-08-20,12.6317
2020-08-21,12.6199
2020-08-22,12.6199
2020-08-23,12.6199
2020-08-24,12.6558
2020-08-25,12.6581
2020-08-26,12.6613
2020-08-27,12.6704
2020-08-28,12.6768
2020-08-29,12.6768
2020-08-30,12.6768
2020-08-31,12.6367
2020-09-01,12.6071
2020-09-02,12.6272
2020-09-03,12.619
2020-09-04,12.6413
2020-09-05,12.6413
2020-09-06,12.6413
2020-09-07,12.6413
2020-09-08,12.6481
2020-09-09,12.6349
2020-09-10,12.6039
2020-09-11,12.5971
2020-09-12,12.5971
2020-09-13,12.5971
2020-09-14,12.6504
2020-09-15,12.6426
2020-09-16,12.6804
2020-09-17,12.6914
2020-09-18,12.6741
2020-09-19,12.6741
2020-09-20,12.6741
2020-09-21,12.6085
2020-09-22,12.6044
2020-09-23,12.5702
2020-09-24,12.5921
2020-09-25,12.5925
2020-09-26,12.5925
2020-09-27,12.5925
2020-09-28,12.6126
2020-09-29,12.603
2020-09-30,12.603
2020-10-01,12.603
2020-10-02,12.603
2020-10-03,12.603
2020-10-04,12.603
2020-10-05,12.603
2020-10-06,12.603
2020-10-07,12.603
2020-10-08,12.603
2020-10-09,12.603
2020-10-10,12.603
2020-10-11,12.603
2020-10-12,12.603
2020-10-13,12.603
2020-10-14,12.603
2020-10-15,12.603
2020-10-16,12.603
2020-10-17,12.603
2020-10-18,12.603
2020-10-19,12.603
2020-10-20,12.603
2020-10-21,12.603
2020-10-22,12.603
2020-10-23,12.603
2020-10-24,12.603
2020-10-25,12.603
2020-10-26,12.603
2020-10-27,12.603
2020-10-28,12.603
2020-10-29,12.603
2020-10-30,12.603
2020-10-31,12.603
2020-11-01,12.603
2020-11-02,12.603
2020-11-03,12.603
2020-11-04,12.603
2020-11-05,12.603
2020-11-06,12.603
2020-11-07,12.603
2020-11-08,12.603
2020-11-09,12.603
2020-11-10,12.603
2020-11-11,12.603
2020-11-12,12.603
2020-11-13,12.603
2020-11-14,12.603
2020-11-15,12.603
2020-11-16,12.603
2020-11-17,12.603
2020-11-18,12.603
2020-11-19,12.603
2020-11-20,12.603
2020-11-21,12.603
2020-11-22,12.603
2020-11-23,12.603
2020-11-24,12.603
2020-11-25,12.603
2020-11-26,12.603
2020-11-27,12.603
2020-11-28,12.603
2020-11-29,12.603
2020-11-30,12.603
2020-12-01,12.603
2020-12-02,12.603
2020-12-03,12.603
2020-12-04,12.603
2020-12-05,12.603
2020-12-06,12.603
2020-12-07,12.603
2020-12-08,12.603
2020-12-09,12.603
2020-12-10,12.603
2020-12-11,12.603
2020-12-12,12.603
2020-12-13,12.603
2020-12-14,12.603
2020-12-15,12.603
2020-12-16,12.603
2020-12-17,12.603
2020-12-18,12.603
2020-12-19,12.603
2020-12-20,12.603
2020-12-21,12.603
2020-12-22,12.603
2020-12-23,12.603
2020-12-24,12.603
2020-12-25,12.603
2020-12-26,12.603
2020-12-27,12.603
2020-12-28,12.603
2020-12-29,12.603
2020-12-30,12.603
2020-12-31,12.603
2021-01-01,12.603
2021-01-02,12.603
2021-01-03,12.603
2021-01-04,12.603
2021-01-05,12.603
2021-01-06,12.603
2021-01-07,12.603
2021-01-08,12.603
2021-01-09,12.603
2021-01-10,12.603
2021-01-11,12.603
2021-01-12,12.603
2021-01-13,12.603
2021-01-14,12.603
2021-01-15,12.603
2021-01-16,12.603
2021-01-17,12.603
2021-01-18,12.603
2021-01-19,12.603
2021-01-20,12.603
2021-01-21,12.603
2021-01-22,12.603
2021-01-23,12.603
2021-01-24,12.603
2021-01-25,12.603
2021-01-26,12.603
2021-01-27,12.603
2021-01-28,12.603
2021-01-29,12.603
2021-01-30,12.603
2021-01-31,12.603
2021-02-01,12.603
2021-02-02,12.603
2021-02-03,12.603
2021-02-04,12.603
2021-02-05,12.603
2021-02-06,12.603
2021-02-07,12.603
2021-02-08,12.603
2021-02-09,12.603
2021-02-10,12.603
2021-02-11,12.603
2021-02-12,12.603
2021-02-13,12.603
2021-02-14,12.603
2021-02-15,12.603
2021-02-16,12.603
2021-02-17,12.603
2021-02-18,12.603
2021-02-19,12.603
2021-02-20,12.603
2021-02-21,12.603
2021-02-22,12.603
2021-02-23,12.603
2021-02-24,12.603
2021-02-25,12.603
2021-02-26,12.603
2021-02-27,12.603
2021-02-28,12.603
2021-03-01,12.603
2021-03-02,12.603
2021-03-03,12.603
2021-03-04,12.603
2021-03-05,12.603
2021-03-06,12.603
2021-03-07,12.603
2021-03-08,12.603
2021-03-09,12.603
2021-03-10,12.603
2021-03-11,12.603
2021-03-12,12.603
2021-03-13,12.603
2021-03-14,12.603
2021-03-15,12.603
2021-03-16,12.603
2021-03-17,12.603
2021-03-18,12.603
2021-03-19,12.603
2021-03-20,12.603
2021-03-21,12.603
2021-03-22,12.603
2021-03-23,12.603
2021-03-24,12.603
2021-03-25,12.603
2021-03-26,12.603
2021-03-27,12.603
2021-03-28,12.603
2021-03-29,12.603
2021-03-30,12.603
2021-03-31,12.603
2021-04-01,12.603
2021-04-02,12.603
2021-04-03,12.603
2021-04-04,12.603
2021-04-05,12.603
2021-04-06,12.603
2021-04-07,12.603
2021-04-08,12.603
2021-04-09,12.603
2021-04-10,12.603
2021-04-11,12.603
2021-04-12,12.603
2021-04-13,12.603
2021-04-14,12.603
2021-04-15,12.603
2021-04-16,12.603
2021-04-17,12.603
2021-04-18,12.603
2021-04-19,12.603
2021-04-20,12.603
2021-04-21,12.603
2021-04-22,12.603
2021-04-23,12.603
2021-04-24,12.603
2021-04-25,12.603
2021-04-26,12.603
2021-04-27,12.603
2021-04-28,12.603
2021-04-29,12.603
2021-04-30,12.603
2021-05-01,12.603
2021-05-02,12.603
2021-05-03,12.603
2021-05-04,12.603
2021-05-05,12.603
2021-05-06,12.603
2021-05-07,12.603
2021-05-08,12.603
2021-05-09,12.603
2021-05-10,12.603
2021-05-11,12.603
2021-05-12,12.603
2021-05-13,12.603
2021-05-14,12.603
2021-05-15,12.603
2021-05-16,12.603
2021-05-17,12.603
2021-05-18,12.603
2021-05-19,12.603
2021-05-20,12.603
2021-05-21,12.603
2021-05-22,12.603
2021-05-23,12.603
2021-05-24,12.603
2021-05-25,12.603
2021-05-26,12.603
2021-05-27,12.603
2021-05-28,12.603
2021-05-29,12.603
2021-05-30,12.603
2021-05-31,12.603
2021-06-01,12.603
2021-06-02,12.603
2021-06-03,12.603
2021-06-04,12.603
2021-06-05,12.603
2021-06-06,12.603
2021-06-07,12.603
2021-06-08,12.603
2021-06-09,12.603
2021-06-10,12.603
2021-06-11,12.603
2021-06-12,12.603
2021-06-13,12.603
2021-06-14,12.603
2021-06-15,12.603
2021-06-16,12.603
2021-06-17,12.603
2021-06-18,12.603
2021-06-19,12.603
2021-06-20,12.603
2021-06-21,12.603
2021-06-22,12.603
2021-06-23,12.603
2021-06-24,12.603
2021-06-25,12.603
2021-06-26,12.603
2021-06-27,12.603
2021-06-28,12.603
2021-06-29,12.603
2021-06-30,12.603
2021-07-01,12.603
2021-07-02,12.603
2021-07-03,12.603
2021-07-04,12.603
2021-07-05,12.603
2021-07-06,12.603
2021-07-07,12.603
2021-07-08,12.603
2021-07-09,12.603
2021-07-10,12.603
2021-07-11,12.603
2021-07-12,12.603
2021-07-13,12.603
2021-07-14,12.603
2021-07-15,12.603
2021-07-16,12.603
2021-07-17,12.603
2021-07-18,12.603
2021-07-19,12.603
2021-07-20,12.603
2021-07-21,12.603
2021-07-22,12.603
2021-07-23,12.603
2021-07-24,12.603
2021-07-25,12.603
2021-07-26,12.603
2021-07-27,12.603
2021-07-28,12.603
2021-07-29,12.603
2021-07-30,12.603
2021-07-31,12.603
2021-08-01,12.603
2021-08-02,12.603
2021-08-03,12.603
2021-08-04,12.603
2021-08-05,12.603
2021-08-06,12.603
2021-08-07,12.603
2021-08-08,12.603
2021-08-09,12.603
2021-08-10,12.603
2021-08-11,12.603
2021-08-12,12.603
2021-08-13,12.603
2021-08-14,12.603
2021-08-15,12.603
2021-08-16,12.603
2021-08-17,12.603
2021-08-18,12.603
2021-08-19,12.603
2021-08-20,12.603
2021-08-21,12.603
2021-08-22,12.603
2021-08-23,12.603
2021-08-24,12.603
2021-08-25,12.603
2021-08-26,12.603
2021-08-27,12.603
2021-08-28,12.603
2021-08-29,12.603
2021-08-30,12.603
2021-08-31,12.603
2021-09-01,12.603
2021-09-02,12.603
2021-09-03,12.603
2021-09-04,12.603
2021-09-05,12.603
2021-09-06,12.603
2021-09-07,12.603
2021-09-08,12.603
2021-09-09,12.603
2021-09-10,12.603
2021-09-11,12.603
2021-09-12,12.603
2021-09-13,12.603
2021-09-14,12.603
2021-09-15,12.603
2021-09-16,12.603
2021-09-17,12.603
2021-09-18,12.603
2021-09-19,12.603
2021-09-20,12.603
2021-09-21,12.603
2021-09-22,12.603
2021-09-23,12.603
2021-09-24,12.603
2021-09-25,12.603
2021-09-26,12.603
2021-09-27,12.603
2021-09-28,12.603
2021-09-29,12.603
2021-09-30,24.4492
2021-10-01,24.5154
2021-10-02,24.5154
2021-10-03,24.5154
2021-10-04,24.4585
2021-10-05,24.4073
2021-10-06,24.3849
2021-10-07,24.3626
2021-10-08,24.2181
2021-10-09,24.2181
2021-10-10,24.2181
2021-10-11,24.2098
2021-10-12,24.1529
2021-10-13,24.0691
2021-10-14,24.0961
2021-10-15,24.0309
2021-10-16,24.0309
2021-10-17,24.0309
2021-10-18,23.9563
2021-10-19,24.0989
2021-10-20,24.1846
2021-10-21,24.1389
2021-10-22,24.1501
2021-10-23,24.1501
2021-10-24,24.1501
2021-10-25,24.0924
2021-10-26,24.0914
2021-10-27,23.9833
2021-10-28,23.9787
2021-10-29,23.9321
2021-10-30,23.9321
2021-10-31,23.9321
2021-11-01,23.9749
2021-11-02,24.097
2021-11-03,24.0337
2021-11-04,23.9945
2021-11-05,24.0504
2021-11-06,24.0504
2021-11-07,24.0504
2021-11-08,23.9666
2021-11-09,23.9614
2021-11-10,23.9614
2021-11-11,23.9651
2021-11-12,23.94
2021-11-13,23.94
2021-11-14,23.94
2021-11-15,24.0034
2021-11-16,23.9623
2021-11-17,23.9344
2021-11-18,23.829
2021-11-19,23.7646
2021-11-20,23.7646
2021-11-21,23.7646
2021-11-22,23.7749
2021-11-23,23.7973
2021-11-24,23.7954
2021-11-25,23.7954
2021-11-26,23.7115
2021-11-27,23.7115
2021-11-28,23.7115
2021-11-29,23.6788
2021-11-30,23.6732
2021-12-01,23.6229
2021-12-02,23.8206
2021-12-03,23.843
2021-12-04,23.843
2021-12-05,23.843
2021-12-06,23.8532
2021-12-07,23.8346
2021-12-08,23.8709
2021-12-09,23.8607
2021-12-10,23.8691
2021-12-11,23.8691
2021-12-12,23.8691
2021-12-13,23.9148
2021-12-14,23.9101
2021-12-15,23.898
2021-12-16,23.9614
2021-12-17,23.9679
2021-12-18,23.9679
2021-12-19,23.9679
2021-12-20,23.9595
2021-12-21,24.0164
2021-12-22,23.9941
2021-12-23,23.9773
2021-12-24,23.9773
2021-12-25,23.9773
2021-12-26,23.9773
2021-12-27,23.8709
2021-12-28,23.9194
2021-12-29,23.8523
2021-12-30,23.9651
2021-12-31,140.98
2022-01-01,140.98
2022-01-02,140.98
2022-01-03,141.247
2022-01-04,141.1816
2022-01-05,140.7348
2022-01-06,141.1925
2022-01-07,142.2986
2022-01-08,142.2986
2022-01-09,142.2986
2022-01-10,142.4893
2022-01-11,142.2605
2022-01-12,142.4948
2022-01-13,142.9852
2022-01-14,143.0615
2022-01-15,143.0615
2022-01-16,143.0615
2022-01-17,143.0615
2022-01-18,142.7727
2022-01-19,142.5438
2022-01-20,141.623
2022-01-21,141.2416
2022-01-22,141.2416
2022-01-23,141.2416
2022-01-24,141.5521
2022-01-25,141.5195
2022-01-26,141.198
2022-01-27,140.9092
2022-01-28,141.4214
2022-01-29,141.4214
2022-01-30,141.4214
2022-01-31,141.5521
2022-02-01,141.5794
2022-02-02,141.623
2022-02-03,141.3179
2022-02-04,141.0291
2022-02-05,141.0291
2022-02-06,141.0291
2022-02-07,141.0618
2022-02-08,141.5413
2022-02-09,142.3422
2022-02-10,142.3804
2022-02-11,142.522
2022-02-12,142.522
2022-02-13,142.522
2022-02-14,142.1297
2022-02-15,142.6038
2022-02-16,141.9663
2022-02-17,141.8355
2022-02-18,141.6884
2022-02-19,141.6884
2022-02-20,141.6884
2022-02-21,141.6884
2022-02-22,141.2252
2022-02-23,139.9574
2022-02-24,140.2428
2022-02-25,140.7929
2022-02-26,140.7929
2022-02-27,140.7929
2022-02-28,142.1474
2022-03-01,142.1318
2022-03-02,141.637
2022-03-03,141.3698
2022-03-04,140.8456
2022-03-05,140.8456
2022-03-06,140.8456
2022-03-07,140.291
2022-03-08,140.5078
2022-03-09,140.7044
2022-03-10,139.7062
2022-03-11,139.2374
2022-03-12,139.2374
2022-03-13,139.2374
2022-03-14,139.1063
2022-03-15,139.6054
2022-03-16,140.4423
2022-03-17,140.4019
2022-03-18,140.4927
2022-03-19,140.4927
2022-03-20,140.4927
2022-03-21,140.5078
2022-03-22,140.6338
2022-03-23,140.3364
2022-03-24,140.6086
2022-03-25,140.6943
2022-03-26,140.6943
2022-03-27,140.6943
2022-03-28,140.4322
2022-03-29,140.6288
2022-03-30,140.3414
2022-03-31,1.5672
2022-04-01,1.558
2022-04-02,1.558
2022-04-03,1.558
2022-04-04,1.5673
2022-04-05,1.5569
2022-04-06,1.5455
2022-04-07,1.5256
2022-04-08,1.5194
2022-04-09,1.5194
2022-04-10,1.5194
2022-04-11,1.5218
2022-04-12,1.518
2022-04-13,1.5136
2022-04-14,1.4996
2022-04-15,1.4996
2022-04-16,1.4996
2022-04-17,1.4996
2022-04-18,1.51
2022-04-19,1.5194
2022-04-20,1.5122
2022-04-21,1.504
2022-04-22,1.5059
2022-04-23,1.5059
2022-04-24,1.5059
2022-04-25,1.5028
2022-04-26,1.5029
2022-04-27,1.4975
2022-04-28,1.5005
2022-04-29,1.491
2022-04-30,1.491
2022-05-01,1.491
2022-05-02,1.5114
2022-05-03,1.5064
2022-05-04,1.5172
2022-05-05,1.5083
2022-05-06,1.5124
2022-05-07,1.5124
2022-05-08,1.5124
2022-05-09,1.4954
2022-05-10,1.4883
2022-05-11,1.4874
2022-05-12,1.5064
2022-05-13,1.5173
2022-05-14,1.5173
2022-05-15,1.5173
2022-05-16,1.5141
2022-05-17,1.5269
2022-05-18,1.5243
2022-05-19,1.5298
2022-05-20,1.522
2022-05-21,1.522
2022-05-22,1.522
2022-05-23,1.5196
2022-05-24,1.4775
2022-05-25,1.4963
2022-05-26,1.5047
2022-05-27,1.5104
2022-05-28,1.5104
2022-05-29,1.5104
2022-05-30,1.5104
2022-05-31,1.5091
2022-06-01,1.5048
2022-06-02,1.5087
2022-06-03,1.4954
2022-06-04,1.4954
2022-06-05,1.4954
2022-06-06,1.4971
2022-06-07,1.5002
2022-06-08,1.4907
2022-06-09,1.4861
2022-06-10,1.4754
2022-06-11,1.4754
2022-06-12,1.4754
2022-06-13,1.448
2022-06-14,1.4588
2022-06-15,1.4654
2022-06-16,1.4443
2022-06-17,1.4425
2022-06-18,1.4425
2022-06-19,1.4425
2022-06-20,1.4425
2022-06-21,1.448
2022-06-22,1.4467
2022-06-23,1.4515
2022-06-24,1.466
2022-06-25,1.466
2022-06-26,1.466
2022-06-27,1.4693
2022-06-28,1.4669
2022-06-29,1.4535
2022-06-30,1.3428
2022-07-01,1.3461
2022-07-02,1.3461
2022-07-03,1.3461
2022-07-04,1.3461
2022-07-05,1.3481
2022-07-06,1.3407
2022-07-07,1.3471
2022-07-08,1.3507
2022-07-09,1.3507
2022-07-10,1.3507
2022-07-11,1.3476
2022-07-12,1.3585
2022-07-13,1.3494
2022-07-14,1.3458
2022-07-15,1.3516
2022-07-16,1.3516
2022-07-17,1.3516
2022-07-18,1.3556
2022-07-19,1.3638
2022-07-20,1.3696
2022-07-21,1.3743
2022-07-22,1.3706
2022-07-23,1.3706
2022-07-24,1.3706
2022-07-25,1.3695
2022-07-26,1.3665
2022-07-27,1.3678
2022-07-28,1.374
2022-07-29,1.3605
2022-07-30,1.3605
2022-07-31,1.3605
2022-08-01,1.3623
2022-08-02,1.3623
2022-08-03,1.3785
2022-08-04,1.375
2022-08-05,1.372
2022-08-06,1.372
2022-08-07,1.372
2022-08-08,1.3753
2022-08-09,1.371
2022-08-10,1.3827
2022-08-11,1.3954
2022-08-12,1.3977
2022-08-13,1.3977
2022-08-14,1.3977
2022-08-15,1.3987
2022-08-16,1.4025
2022-08-17,1.3977
2022-08-18,1.3982
2022-08-19,1.3909
2022-08-20,1.3909
2022-08-21,1.3909
2022-08-22,1.3807
2022-08-23,1.3758
2022-08-24,1.3768
2022-08-25,1.378
2022-08-26,1.3727
2022-08-27,1.3727
2022-08-28,1.3727
2022-08-29,1.3699
2022-08-30,1.3648
2022-08-31,1.3587
2022-09-01,1.3682
2022-09-02,1.3643
2022-09-03,1.3643
2022-09-04,1.3643
2022-09-05,1.3643
2022-09-06,1.356
2022-09-07,1.356
2022-09-08,1.3527
2022-09-09,1.3613
2022-09-10,1.3613
2022-09-11,1.3613
2022-09-12,1.3665
2022-09-13,1.3532
2022-09-14,1.3501
2022-09-15,1.3527
2022-09-16,1.3545
2022-09-17,1.3545
2022-09-18,1.3545
2022-09-19,1.3536
2022-09-20,1.3567
2022-09-21,1.3554
2022-09-22,1.3445
2022-09-23,1.3356
2022-09-24,1.3356
2022-09-25,1.3356
2022-09-26,1.3279
2022-09-27,1.3226
2022-09-28,1.3182
2022-09-29,1.3074
2022-09-30,1.2329
2022-10-01,1.2329
2022-10-02,1.2329
2022-10-03,1.2378
2022-10-04,1.2404
2022-10-05,1.2459
2022-10-06,1.2443
2022-10-07,1.2386
2022-10-08,1.2386
2022-10-09,1.2386
2022-10-10,1.2419
2022-10-11,1.233
2022-10-12,1.2304
2022-10-13,1.238
2022-10-14,1.2384
2022-10-15,1.2384
2022-10-16,1.2384
2022-10-17,1.2443
2022-10-18,1.2519
2022-10-19,1.2448
2022-10-20,1.2459
2022-10-21,1.2437
2022-10-22,1.2437
2022-10-23,1.2437
2022-10-24,1.2455
2022-10-25,1.2485
2022-10-26,1.2371
2022-10-27,1.2302
2022-10-28,1.2329
2022-10-29,1.2329
2022-10-30,1.2329
2022-10-31,1.2296
2022-11-01,1.2374
2022-11-02,1.2313
2022-11-03,1.2256
2022-11-04,1.2167
2022-11-05,1.2167
2022-11-06,1.2167
2022-11-07,1.2275
2022-11-08,1.2315
2022-11-09,1.2247
2022-11-10,1.2371
2022-11-11,1.2465
2022-11-12,1.2465
2022-11-13,1.2465
2022-11-14,1.2515
2022-11-15,1.2568
2022-11-16,1.2452
2022-11-17,1.2424
2022-11-18,1.2396
2022-11-19,1.2396
2022-11-20,1.2396
2022-11-21,1.2358
2022-11-22,1.2387
2022-11-23,1.2402
2022-11-24,1.2402
2022-11-25,1.2387
2022-11-26,1.2387
2022-11-27,1.2387
2022-11-28,1.231
2022-11-29,1.2362
2022-11-30,1.2374
2022-12-01,1.2354
2022-12-02,1.2336
2022-12-03,1.2336
2022-12-04,1.2336
2022-12-05,1.224
2022-12-06,1.2232
2022-12-07,1.2203
2022-12-08,1.2131
2022-12-09,1.222
2022-12-10,1.222
2022-12-11,1.222
2022-12-12,1.2247
2022-12-13,1.2129
2022-12-14,1.2087
2022-12-15,1.2064
2022-12-16,1.2058
2022-12-17,1.2058
2022-12-18,1.2058
2022-12-19,1.1922
2022-12-20,1.1975
2022-12-21,1.1969
2022-12-22,1.1974
2022-12-23,1.1992
2022-12-24,1.1992
2022-12-25,1.1992
2022-12-26,1.1992
2022-12-27,1.1977
2022-12-28,1.1899
2022-12-29,1.1971
2022-12-30,1.1046
2022-12-31,1.1046
2023-01-01,1.1046
2023-01-02,1.1046
2023-01-03,1.1024
2023-01-04,1.1147
2023-01-05,1.1154
2023-01-06,1.1239
2023-01-07,1.1239
2023-01-08,1.1239
2023-01-09,1.1275
2023-01-10,1.1334
2023-01-11,1.1335
2023-01-12,1.1344
2023-01-13,1.1344
2023-01-14,1.1344
2023-01-15,1.1344
2023-01-16,1.1344
2023-01-17,1.1362
2023-01-18,1.1339
2023-01-19,1.138
2023-01-20,1.1418
2023-01-21,1.1418
2023-01-22,1.1418
2023-01-23,1.1476
2023-01-24,1.1472
2023-01-25,1.1495
2023-01-26,1.1608
2023-01-27,1.1617
2023-01-28,1.1617
2023-01-29,1.1617
2023-01-30,1.1592
2023-01-31,1.1635
2023-02-01,1.1723
2023-02-02,1.1775
2023-02-03,1.1722
2023-02-04,1.1722
2023-02-05,1.1722
2023-02-06,1.1665
2023-02-07,1.161
2023-02-08,1.1581
2023-02-09,1.1523
2023-02-10,1.1497
2023-02-11,1.1497
2023-02-12,1.1497
2023-02-13,1.1475
2023-02-14,1.1442
2023-02-15,1.1578
2023-02-16,1.1501
2023-02-17,1.1494
2023-02-18,1.1494
2023-02-19,1.1494
2023-02-20,1.1494
2023-02-21,1.1444
2023-02-22,1.1313
2023-02-23,1.1324
2023-02-24,1.122
2023-02-25,1.122
2023-02-26,1.122
2023-02-27,1.1183
2023-02-28,1.1133
2023-03-01,1.1096
2023-03-02,1.102
2023-03-03,1.1063
2023-03-04,1.1063
2023-03-05,1.1063
2023-03-06,1.1052
2023-03-07,1.1047
2023-03-08,1.1034
2023-03-09,1.1003
2023-03-10,1.0943
2023-03-11,1.0943
2023-03-12,1.0943
2023-03-13,1.091
2023-03-14,1.0937
2023-03-15,1.0848
2023-03-16,1.0891
2023-03-17,1.0714
2023-03-18,1.0714
2023-03-19,1.0714
2023-03-20,1.0784
2023-03-21,1.0889
2023-03-22,1.0826
2023-03-23,1.0902
2023-03-24,1.0942
2023-03-25,1.0942
2023-03-26,1.0942
2023-03-27,1.1022
2023-03-28,1.104
2023-03-29,1.108
2023-03-30,1.1143
2023-03-31,8.4687
2023-04-01,8.4687
2023-04-02,8.4687
2023-04-03,8.4019
2023-04-04,8.4225
2023-04-05,8.4541
2023-04-06,8.4869
2023-04-07,8.4869
2023-04-08,8.4869
2023-04-09,8.4869
2023-04-10,8.5659
2023-04-11,8.6314
2023-04-12,8.6458
2023-04-13,8.7368
2023-04-14,8.7436
2023-04-15,8.7436
