,OGS US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,22.8744
2020-01-02,22.6708
2020-01-03,22.694
2020-01-04,22.694
2020-01-05,22.694
2020-01-06,22.6101
2020-01-07,22.4136
2020-01-08,22.3332
2020-01-09,22.3654
2020-01-10,22.5118
2020-01-11,22.5118
2020-01-12,22.5118
2020-01-13,22.744
2020-01-14,22.7512
2020-01-15,22.9816
2020-01-16,23.0727
2020-01-17,23.0459
2020-01-18,23.0459
2020-01-19,23.0459
2020-01-20,23.0459
2020-01-21,23.1459
2020-01-22,23.1388
2020-01-23,23.2656
2020-01-24,23.2049
2020-01-25,23.2049
2020-01-26,23.2049
2020-01-27,23.1316
2020-01-28,23.2888
2020-01-29,23.3067
2020-01-30,23.4085
2020-01-31,23.0405
2020-02-01,23.0405
2020-02-02,23.0405
2020-02-03,23.2174
2020-02-04,23.1423
2020-02-05,23.2942
2020-02-06,23.1834
2020-02-07,23.0405
2020-02-08,23.0405
2020-02-09,23.0405
2020-02-10,22.9959
2020-02-11,22.9566
2020-02-12,22.9316
2020-02-13,23.137
2020-02-14,23.346
2020-02-15,23.346
2020-02-16,23.346
2020-02-17,23.346
2020-02-18,23.4317
2020-02-19,23.2567
2020-02-20,23.1524
2020-02-21,22.9915
2020-02-22,22.9915
2020-02-23,22.9915
2020-02-24,22.9165
2020-02-25,22.3338
2020-02-26,22.2283
2020-02-27,21.5881
2020-02-28,20.8666
2020-02-29,20.8666
2020-03-01,20.8666
2020-03-02,21.6632
2020-03-03,21.4574
2020-03-04,22.1251
2020-03-05,21.7563
2020-03-06,21.9389
2020-03-07,21.9389
2020-03-08,21.9389
2020-03-09,21.0707
2020-03-10,21.2998
2020-03-11,20.5049
2020-03-12,18.8776
2020-03-13,20.3009
2020-03-14,20.3009
2020-03-15,20.3009
2020-03-16,18.5804
2020-03-17,21.332
2020-03-18,19.0871
2020-03-19,19.7996
2020-03-20,18.3262
2020-03-21,18.3262
2020-03-22,18.3262
2020-03-23,18.2671
2020-03-24,19.0745
2020-03-25,19.0226
2020-03-26,20.0914
2020-03-27,20.3743
2020-03-28,20.3743
2020-03-29,20.3743
2020-03-30,21.1136
2020-03-31,20.5086
2020-04-01,19.414
2020-04-02,19.6883
2020-04-03,19.5091
2020-04-04,19.5091
2020-04-05,19.5091
2020-04-06,20.8954
2020-04-07,20.3665
2020-04-08,21.0008
2020-04-09,21.8161
2020-04-10,21.8161
2020-04-11,21.8161
2020-04-12,21.8161
2020-04-13,21.1045
2020-04-14,21.672
2020-04-15,20.8321
2020-04-16,20.9077
2020-04-17,21.4102
2020-04-18,21.4102
2020-04-19,21.4102
2020-04-20,20.5738
2020-04-21,20.7952
2020-04-22,21.0974
2020-04-23,20.8813
2020-04-24,21.1115
2020-04-25,21.1115
2020-04-26,21.1115
2020-04-27,21.0166
2020-04-28,20.7038
2020-04-29,20.3365
2020-04-30,19.8234
2020-05-01,19.6371
2020-05-02,19.6371
2020-05-03,19.6371
2020-05-04,19.848
2020-05-05,19.8796
2020-05-06,19.2611
2020-05-07,19.5704
2020-05-08,20.0343
2020-05-09,20.0343
2020-05-10,20.0343
2020-05-11,19.841
2020-05-12,19.4157
2020-05-13,19.2172
2020-05-14,19.0555
2020-05-15,19.0379
2020-05-16,19.0379
2020-05-17,19.0379
2020-05-18,19.9903
2020-05-19,19.3226
2020-05-20,19.5914
2020-05-21,19.5422
2020-05-22,19.6178
2020-05-23,19.6178
2020-05-24,19.6178
2020-05-25,19.6178
2020-05-26,19.8252
2020-05-27,20.2715
2020-05-28,20.6194
2020-05-29,20.572
2020-05-30,20.572
2020-05-31,20.572
2020-06-01,20.3892
2020-06-02,20.3453
2020-06-03,20.5966
2020-06-04,20.2733
2020-06-05,20.3998
2020-06-06,20.3998
2020-06-07,20.3998
2020-06-08,20.6651
2020-06-09,20.5685
2020-06-10,20.3102
2020-06-11,19.2962
2020-06-12,19.3349
2020-06-13,19.3349
2020-06-14,19.3349
2020-06-15,19.4561
2020-06-16,19.602
2020-06-17,19.2101
2020-06-18,19.233
2020-06-19,18.9096
2020-06-20,18.9096
2020-06-21,18.9096
2020-06-22,19.1258
2020-06-23,19.0695
2020-06-24,18.9887
2020-06-25,18.8288
2020-06-26,18.7339
2020-06-27,18.7339
2020-06-28,18.7339
2020-06-29,18.9694
2020-06-30,19.6787
2020-07-01,19.6698
