,SLGN US Equity
2020-10-22,15.0498
2020-10-23,15.073
2020-10-24,15.073
2020-10-25,15.073
2020-10-26,14.9503
2020-10-27,14.9873
2020-10-28,14.8484
2020-10-29,14.89
2020-10-30,14.7742
2020-10-31,14.7742
2020-11-01,14.7742
2020-11-02,14.8484
2020-11-03,14.934
2020-11-04,14.9688
2020-11-05,15.1077
2020-11-06,15.1131
2020-11-07,15.1131
2020-11-08,15.1131
2020-11-09,14.7112
2020-11-10,14.8729
2020-11-11,14.9121
2020-11-12,14.8659
2020-11-13,14.9341
2020-11-14,14.9341
2020-11-15,14.9341
2020-11-16,15.016
2020-11-17,14.9121
2020-11-18,14.9006
2020-11-19,14.7597
2020-11-20,14.7297
2020-11-21,14.7297
2020-11-22,14.7297
2020-11-23,14.7828
2020-11-24,14.7874
2020-11-25,14.6488
2020-11-26,14.6488
2020-11-27,14.6788
2020-11-28,14.6788
2020-11-29,14.6788
2020-11-30,14.6026
2020-12-01,14.7435
2020-12-02,14.6511
2020-12-03,14.6534
2020-12-04,14.8498
2020-12-05,14.8498
2020-12-06,14.8498
2020-12-07,14.8798
2020-12-08,14.8682
2020-12-09,14.9722
2020-12-10,14.9421
2020-12-11,14.9883
2020-12-12,14.9883
2020-12-13,14.9883
2020-12-14,14.9722
2020-12-15,15.0761
2020-12-16,15.1823
2020-12-17,15.217
2020-12-18,15.2401
2020-12-19,15.2401
2020-12-20,15.2401
2020-12-21,15.1985
2020-12-22,15.1847
2020-12-23,15.2239
2020-12-24,15.3071
2020-12-25,15.3071
2020-12-26,15.3071
2020-12-27,15.3071
2020-12-28,15.2424
2020-12-29,15.2401
2020-12-30,15.3533
2020-12-31,14.0446
2021-01-01,14.0446
2021-01-02,14.0446
2021-01-03,14.0446
2021-01-04,13.9431
2021-01-05,14.0122
2021-01-06,14.3273
2021-01-07,14.2345
2021-01-08,14.0726
2021-01-09,14.0726
2021-01-10,14.0726
2021-01-11,14.0489
2021-01-12,14.0726
2021-01-13,13.9453
2021-01-14,13.8719
2021-01-15,13.8266
2021-01-16,13.8266
2021-01-17,13.8266
2021-01-18,13.8266
2021-01-19,13.8503
2021-01-20,13.9733
2021-01-21,14.01
2021-01-22,14.1136
2021-01-23,14.1136
2021-01-24,14.1136
2021-01-25,13.9669
2021-01-26,13.8719
2021-01-27,13.7964
2021-01-28,13.8007
2021-01-29,13.9043
2021-01-30,13.9043
2021-01-31,13.9043
2021-02-01,14.1158
2021-02-02,14.0748
2021-02-03,13.9949
2021-02-04,14.0122
2021-02-05,14.1762
2021-02-06,14.1762
2021-02-07,14.1762
2021-02-08,14.3294
2021-02-09,14.3078
2021-02-10,14.4007
2021-02-11,14.2884
2021-02-12,14.4114
2021-02-13,14.4114
2021-02-14,14.4114
2021-02-15,14.4114
2021-02-16,14.3337
2021-02-17,14.2927
2021-02-18,14.3661
2021-02-19,14.3899
2021-02-20,14.3899
2021-02-21,14.3899
2021-02-22,14.2712
2021-02-23,14.3683
2021-02-24,14.3942
2021-02-25,14.2798
2021-02-26,14.1093
2021-02-27,14.1093
2021-02-28,14.1093
2021-03-01,14.3778
2021-03-02,14.4444
2021-03-03,14.4272
2021-03-04,14.3735
2021-03-05,14.715
2021-03-06,14.715
2021-03-07,14.715
2021-03-08,15.0049
2021-03-09,15.1725
2021-03-10,15.1274
2021-03-11,14.9061
2021-03-12,15.0651
2021-03-13,15.0651
2021-03-14,15.0651
2021-03-15,15.3164
2021-03-16,15.2648
2021-03-17,15.2326
2021-03-18,15.0994
2021-03-19,14.9512
2021-03-20,14.9512
2021-03-21,14.9512
2021-03-22,15.108
2021-03-23,14.9792
2021-03-24,15.0393
2021-03-25,15.2455
2021-03-26,15.2799
2021-03-27,15.2799
2021-03-28,15.2799
2021-03-29,15.3679
2021-03-30,15.2176
2021-03-31,14.5189
2021-04-01,14.5107
2021-04-02,14.5107
2021-04-03,14.5107
2021-04-04,14.5107
2021-04-05,14.5866
2021-04-06,14.6542
2021-04-07,14.523
2021-04-08,14.523
2021-04-09,14.5353
2021-04-10,14.5353
2021-04-11,14.5353
2021-04-12,14.5702
2021-04-13,14.5804
2021-04-14,14.564
2021-04-15,14.6091
2021-04-16,14.8305
2021-04-17,14.8305
2021-04-18,14.8305
2021-04-19,14.8633
2021-04-20,14.8428
2021-04-21,14.9597
2021-04-22,14.8809
2021-04-23,14.9241
2021-04-24,14.9241
2021-04-25,14.9241
2021-04-26,14.8089
2021-04-27,14.7658
2021-04-28,14.3894
2021-04-29,14.6043
2021-04-30,14.5745
2021-05-01,14.5745
2021-05-02,14.5745
2021-05-03,14.6526
2021-05-04,14.6753
2021-05-05,14.7915
2021-05-06,14.7678
2021-05-07,14.7904
2021-05-08,14.7904
2021-05-09,14.7904
2021-05-10,14.7534
2021-05-11,14.7668
2021-05-12,14.6321
2021-05-13,14.8604
2021-05-14,14.8007
2021-05-15,14.8007
2021-05-16,14.8007
2021-05-17,14.9138
2021-05-18,14.8912
2021-05-19,14.7082
2021-05-20,14.7987
2021-05-21,14.7884
2021-05-22,14.7884
2021-05-23,14.7884
2021-05-24,14.7822
2021-05-25,14.6609
2021-05-26,14.5951
2021-05-27,14.5807
2021-05-28,14.5663
2021-05-29,14.5663
2021-05-30,14.5663
2021-05-31,14.5663
2021-06-01,14.6177
2021-06-02,14.5642
2021-06-03,14.5683
2021-06-04,14.6074
2021-06-05,14.6074
2021-06-06,14.6074
2021-06-07,14.4264
2021-06-08,14.4264
2021-06-09,14.4552
2021-06-10,14.5704
2021-06-11,14.6568
2021-06-12,14.6568
2021-06-13,14.6568
2021-06-14,14.558
2021-06-15,14.591
2021-06-16,14.4881
2021-06-17,14.3606
2021-06-18,14.2331
2021-06-19,14.2331
2021-06-20,14.2331
2021-06-21,14.3318
2021-06-22,14.4676
2021-06-23,14.3874
2021-06-24,14.3195
2021-06-25,14.4655
2021-06-26,14.4655
2021-06-27,14.4655
2021-06-28,14.375
2021-06-29,14.3688
2021-06-30,14.026
2021-07-01,13.9943
2021-07-02,14.0141
2021-07-03,14.0141
2021-07-04,14.0141
2021-07-05,14.0141
2021-07-06,13.9667
2021-07-07,14.0477
2021-07-08,13.9627
2021-07-09,14.0536
2021-07-10,14.0536
2021-07-11,14.0536
2021-07-12,14.0141
2021-07-13,13.8836
2021-07-14,13.8797
2021-07-15,13.8916
2021-07-16,13.8263
2021-07-17,13.8263
2021-07-18,13.8263
2021-07-19,13.6939
2021-07-20,13.6939
2021-07-21,13.6346
2021-07-22,13.5595
2021-07-23,13.5397
2021-07-24,13.5397
2021-07-25,13.5397
2021-07-26,13.6445
2021-07-27,13.603
2021-07-28,13.7077
2021-07-29,13.7552
2021-07-30,13.8323
2021-07-31,13.8323
2021-08-01,13.8323
2021-08-02,13.684
2021-08-03,13.6998
2021-08-04,13.6313
2021-08-05,13.655
2021-08-06,13.6668
2021-08-07,13.6668
2021-08-08,13.6668
2021-08-09,13.7795
2021-08-10,13.9377
2021-08-11,14.0306
2021-08-12,13.9989
2021-08-13,14.08
2021-08-14,14.08
2021-08-15,14.08
2021-08-16,14.2164
2021-08-17,14.0899
2021-08-18,14.0661
2021-08-19,13.9871
2021-08-20,14.0642
2021-08-21,14.0642
2021-08-22,14.0642
2021-08-23,14.0385
2021-08-24,14.1314
2021-08-25,14.2164
2021-08-26,14.1531
2021-08-27,14.1966
2021-08-28,14.1966
2021-08-29,14.1966
2021-08-30,14.2757
2021-08-31,14.2104
2021-09-01,14.2164
2021-09-02,14.2935
2021-09-03,14.2935
2021-09-04,14.2935
2021-09-05,14.2935
2021-09-06,14.2935
2021-09-07,14.0602
2021-09-08,14.0998
2021-09-09,13.9515
2021-09-10,13.9634
2021-09-11,13.9634
2021-09-12,13.9634
2021-09-13,13.8566
2021-09-14,13.7756
2021-09-15,13.9139
2021-09-16,13.8803
2021-09-17,13.6234
2021-09-18,13.6234
2021-09-19,13.6234
2021-09-20,13.6748
2021-09-21,13.6609
2021-09-22,13.6016
2021-09-23,13.5838
2021-09-24,13.5087
2021-09-25,13.5087
2021-09-26,13.5087
2021-09-27,13.5067
2021-09-28,13.4791
2021-09-29,13.481
2021-09-30,14.6456
2021-10-01,14.5037
2021-10-02,14.5037
2021-10-03,14.5037
2021-10-04,14.6636
2021-10-05,14.7395
2021-10-06,14.9654
2021-10-07,15.1173
2021-10-08,15.0133
2021-10-09,15.0133
2021-10-10,15.0133
2021-10-11,14.9174
2021-10-12,14.9314
2021-10-13,14.9274
2021-10-14,15.1093
2021-10-15,15.0953
2021-10-16,15.0953
2021-10-17,15.0953
2021-10-18,15.0253
2021-10-19,15.0013
2021-10-20,15.0913
2021-10-21,15.0133
2021-10-22,14.9694
2021-10-23,14.9694
2021-10-24,14.9694
2021-10-25,14.8494
2021-10-26,14.8035
2021-10-27,14.9434
2021-10-28,15.0733
2021-10-29,15.0133
2021-10-30,15.0133
2021-10-31,15.0133
2021-11-01,14.9933
2021-11-02,15.1712
2021-11-03,15.427
2021-11-04,15.2953
2021-11-05,15.1754
2021-11-06,15.1754
2021-11-07,15.1754
2021-11-08,15.1794
2021-11-09,15.2893
2021-11-10,15.2753
2021-11-11,15.3712
2021-11-12,15.4492
2021-11-13,15.4492
2021-11-14,15.4492
2021-11-15,15.5172
2021-11-16,15.6051
2021-11-17,15.6111
2021-11-18,15.4432
2021-11-19,15.4132
2021-11-20,15.4132
2021-11-21,15.4132
2021-11-22,15.4332
2021-11-23,15.4472
2021-11-24,15.4272
2021-11-25,15.4272
2021-11-26,15.4872
2021-11-27,15.4872
2021-11-28,15.4872
2021-11-29,15.4992
2021-11-30,15.2673
2021-12-01,15.1954
2021-12-02,15.3233
2021-12-03,15.3453
2021-12-04,15.3453
2021-12-05,15.3453
2021-12-06,15.4792
2021-12-07,15.4232
2021-12-08,15.3253
2021-12-09,15.2873
2021-12-10,15.4052
2021-12-11,15.4052
2021-12-12,15.4052
2021-12-13,15.3133
2021-12-14,15.3193
2021-12-15,15.4412
2021-12-16,15.4692
2021-12-17,15.4372
2021-12-18,15.4372
2021-12-19,15.4372
2021-12-20,15.2313
2021-12-21,15.2453
2021-12-22,15.2353
2021-12-23,15.1994
2021-12-24,15.1994
2021-12-25,15.1994
2021-12-26,15.1994
2021-12-27,15.3493
2021-12-28,15.4652
2021-12-29,15.5471
2021-12-30,15.5152
2021-12-31,14.117
2022-01-01,14.117
2022-01-02,14.117
2022-01-03,14.0231
2022-01-04,14.073
2022-01-05,14.1266
2022-01-06,14.0768
2022-01-07,14.0385
2022-01-08,14.0385
2022-01-09,14.0385
2022-01-10,14.05
2022-01-11,13.9982
2022-01-12,14.0289
2022-01-13,14.163
2022-01-14,14.1439
2022-01-15,14.1439
2022-01-16,14.1439
2022-01-17,14.1439
2022-01-18,14.0711
2022-01-19,14.2148
2022-01-20,14.0711
2022-01-21,13.9407
2022-01-22,13.9407
2022-01-23,13.9407
2022-01-24,13.8238
2022-01-25,13.8564
2022-01-26,13.981
2022-01-27,14.3968
2022-01-28,14.4352
2022-01-29,14.4352
2022-01-30,14.4352
2022-01-31,14.4888
2022-02-01,14.623
2022-02-02,14.4524
2022-02-03,14.4122
2022-02-04,14.3643
2022-02-05,14.3643
2022-02-06,14.3643
2022-02-07,14.2723
2022-02-08,14.2914
2022-02-09,14.2435
2022-02-10,14.1669
2022-02-11,14.0442
2022-02-12,14.0442
2022-02-13,14.0442
2022-02-14,14.0768
2022-02-15,14.0921
2022-02-16,14.119
2022-02-17,14.0845
2022-02-18,14.0366
2022-02-19,14.0366
2022-02-20,14.0366
2022-02-21,14.0366
2022-02-22,13.9599
2022-02-23,13.9024
2022-02-24,13.7989
2022-02-25,13.9848
2022-02-26,13.9848
2022-02-27,13.9848
2022-02-28,13.9331
2022-03-01,13.7606
2022-03-02,13.797
2022-03-03,13.8545
2022-03-04,13.9235
2022-03-05,13.9235
2022-03-06,13.9235
2022-03-07,14.0327
2022-03-08,13.9254
2022-03-09,14.0289
2022-03-10,14.073
2022-03-11,14.1113
2022-03-12,14.1113
2022-03-13,14.1113
2022-03-14,14.3547
2022-03-15,14.4409
2022-03-16,14.5003
2022-03-17,14.5502
2022-03-18,14.5291
2022-03-19,14.5291
2022-03-20,14.5291
2022-03-21,14.7418
2022-03-22,14.7322
2022-03-23,14.5348
2022-03-24,14.5636
2022-03-25,14.761
2022-03-26,14.761
2022-03-27,14.761
2022-03-28,14.7476
2022-03-29,14.7322
2022-03-30,14.784
2022-03-31,14.8904
2022-04-01,14.8886
2022-04-02,14.8886
2022-04-03,14.8886
2022-04-04,14.7843
2022-04-05,14.7284
2022-04-06,14.8625
2022-04-07,14.7694
2022-04-08,14.8104
2022-04-09,14.8104
2022-04-10,14.8104
2022-04-11,14.8215
2022-04-12,14.6875
2022-04-13,14.7768
2022-04-14,14.7433
2022-04-15,14.7433
2022-04-16,14.7433
2022-04-17,14.7433
2022-04-18,14.5962
2022-04-19,14.721
2022-04-20,14.8737
2022-04-21,14.9213
2022-04-22,14.753
2022-04-23,14.753
2022-04-24,14.753
2022-04-25,14.6072
2022-04-26,14.4389
2022-04-27,14.5848
2022-04-28,14.6764
2022-04-29,14.5773
2022-04-30,14.5773
2022-05-01,14.5773
2022-05-02,14.6016
2022-05-03,14.7231
2022-05-04,14.919
2022-05-05,14.99
2022-05-06,14.7246
2022-05-07,14.7246
2022-05-08,14.7246
2022-05-09,14.6125
2022-05-10,14.4761
2022-05-11,14.3528
2022-05-12,14.3846
2022-05-13,14.4107
2022-05-14,14.4107
2022-05-15,14.4107
2022-05-16,14.5023
2022-05-17,14.5882
2022-05-18,14.3827
2022-05-19,14.2164
2022-05-20,14.2407
2022-05-21,14.2407
2022-05-22,14.2407
2022-05-23,14.2706
2022-05-24,14.4331
2022-05-25,14.2855
2022-05-26,14.4443
2022-05-27,14.6219
2022-05-28,14.6219
2022-05-29,14.6219
2022-05-30,14.6219
2022-05-31,14.4686
2022-06-01,14.5864
2022-06-02,14.7153
2022-06-03,14.7601
2022-06-04,14.7601
2022-06-05,14.7601
2022-06-06,14.7415
2022-06-07,14.8311
2022-06-08,14.7041
2022-06-09,14.577
2022-06-10,14.4443
2022-06-11,14.4443
2022-06-12,14.4443
2022-06-13,14.1585
2022-06-14,14.1286
2022-06-15,14.0445
2022-06-16,13.7567
2022-06-17,13.7567
2022-06-18,13.7567
2022-06-19,13.7567
2022-06-20,13.7567
2022-06-21,13.7567
2022-06-22,13.7156
2022-06-23,13.809
2022-06-24,14.2145
2022-06-25,14.2145
2022-06-26,14.2145
2022-06-27,14.2425
2022-06-28,14.1211
2022-06-29,14.1024
2022-06-30,14.0795
2022-07-01,14.2018
2022-07-02,14.2018
2022-07-03,14.2018
2022-07-04,14.2018
2022-07-05,14.0684
2022-07-06,14.0517
2022-07-07,14.0128
2022-07-08,13.6163
2022-07-09,13.6163
2022-07-10,13.6163
2022-07-11,13.6756
2022-07-12,13.8016
2022-07-13,13.7349
2022-07-14,13.7405
2022-07-15,13.7053
2022-07-16,13.7053
2022-07-17,13.7053
2022-07-18,13.6978
2022-07-19,13.9165
2022-07-20,13.948
2022-07-21,14.0554
2022-07-22,14.0906
2022-07-23,14.0906
2022-07-24,14.0906
2022-07-25,14.0795
2022-07-26,14.2074
2022-07-27,14.5575
2022-07-28,14.6613
2022-07-29,14.6631
2022-07-30,14.6631
2022-07-31,14.6631
2022-08-01,14.6113
2022-08-02,14.4927
2022-08-03,14.489
2022-08-04,14.2989
2022-08-05,14.2842
2022-08-06,14.2842
2022-08-07,14.2842
2022-08-08,14.415
2022-08-09,14.6307
2022-08-10,14.8481
2022-08-11,14.7339
2022-08-12,15.0011
2022-08-13,15.0011
2022-08-14,15.0011
2022-08-15,15.0711
2022-08-16,15.1467
2022-08-17,15.0195
2022-08-18,15.0951
2022-08-19,15.0159
2022-08-20,15.0159
2022-08-21,15.0159
2022-08-22,14.861
2022-08-23,14.9956
2022-08-24,15.0748
2022-08-25,15.1375
2022-08-26,15.003
2022-08-27,15.003
2022-08-28,15.003
2022-08-29,15.0177
2022-08-30,14.92
2022-08-31,14.8131
2022-09-01,14.7505
2022-09-02,14.7228
2022-09-03,14.7228
2022-09-04,14.7228
2022-09-05,14.7228
2022-09-06,14.7357
2022-09-07,14.9808
2022-09-08,15.1172
2022-09-09,15.202
2022-09-10,15.202
2022-09-11,15.202
2022-09-12,15.3458
2022-09-13,15.1412
2022-09-14,15.0748
2022-09-15,15.0804
2022-09-16,14.9827
2022-09-17,14.9827
2022-09-18,14.9827
2022-09-19,15.0822
2022-09-20,14.8131
2022-09-21,14.6786
2022-09-22,14.3985
2022-09-23,14.2639
2022-09-24,14.2639
2022-09-25,14.2639
2022-09-26,14.1773
2022-09-27,14.0593
2022-09-28,14.2455
2022-09-29,14.1386
2022-09-30,12.6676
2022-10-01,12.6676
2022-10-02,12.6676
2022-10-03,12.7287
2022-10-04,12.9731
2022-10-05,12.9782
2022-10-06,12.8458
2022-10-07,12.6846
2022-10-08,12.6846
2022-10-09,12.6846
2022-10-10,12.8
2022-10-11,12.7745
2022-10-12,12.7304
2022-10-13,12.8645
2022-10-14,12.7949
2022-10-15,12.7949
2022-10-16,12.7949
2022-10-17,12.9917
2022-10-18,13.1258
2022-10-19,13.0613
2022-10-20,12.9459
2022-10-21,13.1648
2022-10-22,13.1648
2022-10-23,13.1648
2022-10-24,13.1852
2022-10-25,13.1597
2022-10-26,13.4567
2022-10-27,13.4703
2022-10-28,13.6315
2022-10-29,13.6315
2022-10-30,13.6315
2022-10-31,13.5704
2022-11-01,13.5093
2022-11-02,13.3379
2022-11-03,13.3638
2022-11-04,13.6333
2022-11-05,13.6333
2022-11-06,13.6333
2022-11-07,13.7299
2022-11-08,13.9231
2022-11-09,13.7892
2022-11-10,13.9655
2022-11-11,13.8468
2022-11-12,13.8468
2022-11-13,13.8468
2022-11-14,13.8435
2022-11-15,13.9113
2022-11-16,13.9909
2022-11-17,13.979
2022-11-18,14.1417
2022-11-19,14.1417
2022-11-20,14.1417
2022-11-21,14.2977
2022-11-22,14.396
2022-11-23,14.5332
2022-11-24,14.5332
2022-11-25,14.5349
2022-11-26,14.5349
2022-11-27,14.5349
2022-11-28,14.3621
2022-11-29,14.3841
2022-11-30,14.4993
2022-12-01,14.5485
2022-12-02,14.7163
2022-12-03,14.7163
2022-12-04,14.7163
2022-12-05,14.6315
2022-12-06,14.6349
2022-12-07,14.5315
2022-12-08,14.5756
2022-12-09,14.457
2022-12-10,14.457
2022-12-11,14.457
2022-12-12,14.4299
2022-12-13,14.5315
2022-12-14,14.5671
2022-12-15,14.3705
2022-12-16,14.4061
2022-12-17,14.4061
2022-12-18,14.4061
2022-12-19,14.2587
2022-12-20,14.2672
2022-12-21,14.4739
2022-12-22,14.3638
2022-12-23,14.4892
2022-12-24,14.4892
2022-12-25,14.4892
2022-12-26,14.4892
2022-12-27,14.5315
2022-12-28,14.3468
2022-12-29,14.4248
2022-12-30,14.5551
2022-12-31,14.5551
2023-01-01,14.5551
2023-01-02,14.5551
2023-01-03,14.5515
2023-01-04,14.5076
2023-01-05,14.7161
2023-01-06,14.674
2023-01-07,14.674
2023-01-08,14.674
2023-01-09,14.6118
2023-01-10,14.632
2023-01-11,14.5954
2023-01-12,14.6704
2023-01-13,14.7179
2023-01-14,14.7179
2023-01-15,14.7179
2023-01-16,14.7179
2023-01-17,14.6539
2023-01-18,14.4491
2023-01-19,14.3686
2023-01-20,14.4162
2023-01-21,14.4162
2023-01-22,14.4162
2023-01-23,14.2918
2023-01-24,14.3631
2023-01-25,14.7234
2023-01-26,14.6996
2023-01-27,14.6557
2023-01-28,14.6557
2023-01-29,14.6557
2023-01-30,14.7106
2023-01-31,14.93
2023-02-01,14.9575
2023-02-02,15.1678
2023-02-03,15.1038
2023-02-04,15.1038
2023-02-05,15.1038
2023-02-06,15.1129
2023-02-07,15.0233
2023-02-08,14.8825
2023-02-09,14.8642
2023-02-10,14.9044
2023-02-11,14.9044
2023-02-12,14.9044
2023-02-13,14.9593
2023-02-14,14.9099
2023-02-15,15.0087
2023-02-16,14.8715
2023-02-17,14.9026
2023-02-18,14.9026
2023-02-19,14.9026
2023-02-20,14.9026
2023-02-21,14.727
2023-02-22,14.8039
2023-02-23,14.8551
2023-02-24,14.8441
2023-02-25,14.8441
2023-02-26,14.8441
2023-02-27,14.8404
2023-02-28,14.8404
2023-03-01,14.9374
2023-03-02,14.9575
2023-03-03,15.0727
2023-03-04,15.0727
2023-03-05,15.0727
2023-03-06,14.8221
2023-03-07,14.7874
2023-03-08,14.7453
2023-03-09,14.6301
2023-03-10,14.5003
2023-03-11,14.5003
2023-03-12,14.5003
2023-03-13,14.4271
2023-03-14,14.6265
2023-03-15,14.4015
2023-03-16,14.4454
2023-03-17,14.3101
