,VCTR US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,19.0935
2020-01-02,19.3062
2020-01-03,19.1831
2020-01-04,19.1831
2020-01-05,19.1831
2020-01-06,18.9143
2020-01-07,18.8863
2020-01-08,18.7576
2020-01-09,19.267
2020-01-10,19.2335
2020-01-11,19.2335
2020-01-12,19.2335
2020-01-13,19.4518
2020-01-14,19.6478
2020-01-15,19.5414
2020-01-16,19.5694
2020-01-17,19.3062
2020-01-18,19.3062
2020-01-19,19.3062
2020-01-20,19.3062
2020-01-21,19.3342
2020-01-22,19.6646
2020-01-23,19.5806
2020-01-24,19.4742
2020-01-25,19.4742
2020-01-26,19.4742
2020-01-27,19.2615
2020-01-28,19.379
2020-01-29,19.295
2020-01-30,19.2335
2020-01-31,19.0319
2020-02-01,19.0319
2020-02-02,19.0319
2020-02-03,18.9647
2020-02-04,18.9927
2020-02-05,19.1607
2020-02-06,19.5078
2020-02-07,19.6758
2020-02-08,19.6758
2020-02-09,19.6758
2020-02-10,19.4742
2020-02-11,20.0621
2020-02-12,20.3196
2020-02-13,19.8615
2020-02-14,19.7773
2020-02-15,19.7773
2020-02-16,19.7773
2020-02-17,19.7773
2020-02-18,20.557
2020-02-19,20.2794
2020-02-20,20.2934
2020-02-21,20.2317
2020-02-22,20.2317
2020-02-23,20.2317
2020-02-24,19.7325
2020-02-25,19.2445
2020-02-26,19.3398
2020-02-27,18.7789
2020-02-28,18.4424
2020-02-29,18.4424
2020-03-01,18.4424
2020-03-02,18.6106
2020-03-03,18.7789
2020-03-04,18.706
2020-03-05,18.0553
2020-03-06,17.4383
2020-03-07,17.4383
2020-03-08,17.4383
2020-03-09,16.0472
2020-03-10,17.0457
2020-03-11,15.879
2020-03-12,14.6057
2020-03-13,15.6459
2020-03-14,15.6459
2020-03-15,15.6459
2020-03-16,14.9249
2020-03-17,15.0374
2020-03-18,15.0205
2020-03-19,15.2006
2020-03-20,15.4706
2020-03-21,15.4706
2020-03-22,15.4706
2020-03-23,15.1949
2020-03-24,15.6225
2020-03-25,16.1569
2020-03-26,16.6351
2020-03-27,16.455
2020-03-28,16.455
2020-03-29,16.455
2020-03-30,16.5619
2020-03-31,11.1909
2020-04-01,10.9625
2020-04-02,10.8618
2020-04-03,10.6682
2020-04-04,10.6682
2020-04-05,10.6682
2020-04-06,11.0515
2020-04-07,11.1677
2020-04-08,10.7882
2020-04-09,10.9226
2020-04-10,10.9226
2020-04-11,10.9226
2020-04-12,10.9226
2020-04-13,10.6203
2020-04-14,10.7534
2020-04-15,10.5275
2020-04-16,10.5154
2020-04-17,10.6687
2020-04-18,10.6687
2020-04-19,10.6687
2020-04-20,10.4912
2020-04-21,10.4832
2020-04-22,10.7453
2020-04-23,10.9107
2020-04-24,10.7574
2020-04-25,10.7574
2020-04-26,10.7574
2020-04-27,10.7574
2020-04-28,10.7574
2020-04-29,11.0398
2020-04-30,10.943
2020-05-01,10.8704
2020-05-02,10.8704
2020-05-03,10.8704
2020-05-04,10.7534
2020-05-05,10.6526
2020-05-06,10.8099
2020-05-07,10.7978
2020-05-08,10.8583
2020-05-09,10.8583
2020-05-10,10.8583
2020-05-11,10.9914
2020-05-12,10.6674
2020-05-13,10.3415
2020-05-14,10.1592
2020-05-15,10.2756
2020-05-16,10.2756
2020-05-17,10.2756
2020-05-18,10.8536
2020-05-19,10.8536
2020-05-20,10.7838
2020-05-21,10.9157
2020-05-22,10.904
2020-05-23,10.904
2020-05-24,10.904
2020-05-25,10.904
2020-05-26,11.226
2020-05-27,11.3657
2020-05-28,11.292
2020-05-29,11.3385
2020-05-30,11.3385
2020-05-31,11.3385
2020-06-01,11.4161
2020-06-02,11.5208
2020-06-03,11.7342
2020-06-04,11.6333
2020-06-05,11.804
2020-06-06,11.804
2020-06-07,11.804
2020-06-08,12.2463
2020-06-09,12.1997
2020-06-10,11.87
2020-06-11,10.8032
2020-06-12,10.9894
2020-06-13,10.9894
2020-06-14,10.9894
2020-06-15,11.0282
2020-06-16,11.1096
2020-06-17,11.3851
2020-06-18,11.2415
2020-06-19,11.257
2020-06-20,11.257
2020-06-21,11.257
