,ETR US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,31.2517
2020-01-02,30.9857
2020-01-03,31.0995
2020-01-04,31.0995
2020-01-05,31.0995
2020-01-06,31.1593
2020-01-07,31.1564
2020-01-08,31.1322
2020-01-09,31.3172
2020-01-10,31.367
2020-01-11,31.367
2020-01-12,31.367
2020-01-13,31.4965
2020-01-14,31.505
2020-01-15,31.8123
2020-01-16,31.9844
2020-01-17,32.1779
2020-01-18,32.1779
2020-01-19,32.1779
2020-01-20,32.1779
2020-01-21,32.3273
2020-01-22,32.4027
2020-01-23,32.6958
2020-01-24,32.8068
2020-01-25,32.8068
2020-01-26,32.8068
2020-01-27,32.6389
2020-01-28,32.7015
2020-01-29,32.7812
2020-01-30,32.9476
2020-01-31,32.9192
2020-02-01,32.9192
2020-02-02,32.9192
2020-02-03,33.0145
2020-02-04,32.7826
2020-02-05,32.7826
2020-02-06,32.9035
2020-02-07,32.9789
2020-02-08,32.9789
2020-02-09,32.9789
2020-02-10,33.1141
2020-02-11,33.1141
2020-02-12,32.9249
2020-02-13,33.1639
2020-02-14,33.2905
2020-02-15,33.2905
2020-02-16,33.2905
2020-02-17,33.2905
2020-02-18,33.383
2020-02-19,33.147
2020-02-20,32.9136
2020-02-21,32.7552
2020-02-22,32.7552
2020-02-23,32.7552
2020-02-24,32.7238
2020-02-25,32.2329
2020-02-26,32.1401
2020-02-27,31.4479
2020-02-28,30.8928
2020-02-29,30.8928
2020-03-01,30.8928
2020-03-02,31.9218
2020-03-03,31.6035
2020-03-04,32.5269
2020-03-05,32.3984
2020-03-06,31.9446
2020-03-07,31.9446
2020-03-08,31.9446
2020-03-09,30.6773
2020-03-10,31.2324
2020-03-11,30.1378
2020-03-12,28.7135
2020-03-13,28.8976
2020-03-14,28.8976
2020-03-15,28.8976
2020-03-16,26.587
2020-03-17,28.4252
2020-03-18,26.5399
2020-03-19,26.2031
2020-03-20,25.6237
2020-03-21,25.6237
2020-03-22,25.6237
2020-03-23,25.3653
2020-03-24,26.5285
2020-03-25,26.9038
2020-03-26,28.0099
2020-03-27,28.0998
2020-03-28,28.0998
2020-03-29,28.0998
2020-03-30,28.4894
2020-03-31,25.9201
2020-04-01,24.8021
2020-04-02,25.1512
2020-04-03,24.5089
2020-04-04,24.5089
2020-04-05,24.5089
2020-04-06,25.7908
2020-04-07,25.8774
2020-04-08,26.7929
2020-04-09,27.1114
2020-04-10,27.1114
2020-04-11,27.1114
2020-04-12,27.1114
2020-04-13,26.4424
2020-04-14,26.8116
2020-04-15,26.3651
2020-04-16,26.3452
2020-04-17,26.8928
2020-04-18,26.8928
2020-04-19,26.8928
2020-04-20,26.2505
2020-04-21,26.012
2020-04-22,26.6543
2020-04-23,26.3198
2020-04-24,26.3945
2020-04-25,26.3945
2020-04-26,26.3945
2020-04-27,26.8982
2020-04-28,26.6796
2020-04-29,26.5077
2020-04-30,26.1253
2020-05-01,25.8668
2020-05-02,25.8668
2020-05-03,25.8668
2020-05-04,26.1133
2020-05-05,26.2905
2020-05-06,25.7468
2020-05-07,25.7602
2020-05-08,26.0587
2020-05-09,26.0587
2020-05-10,26.0587
2020-05-11,26.1782
2020-05-12,26.1489
2020-05-13,25.8979
2020-05-14,26.0082
2020-05-15,26.0135
2020-05-16,26.0135
2020-05-17,26.0135
2020-05-18,26.6032
2020-05-19,26.2233
2020-05-20,26.3601
2020-05-21,26.3654
2020-05-22,26.4093
2020-05-23,26.4093
2020-05-24,26.4093
2020-05-25,26.4093
2020-05-26,26.6457
2020-05-27,26.6098
2020-05-28,27.088
2020-05-29,26.922
2020-05-30,26.922
2020-05-31,26.922
2020-06-01,27.0362
2020-06-02,27.1491
2020-06-03,27.2168
2020-06-04,26.8436
2020-06-05,27.1757
2020-06-06,27.1757
2020-06-07,27.1757
2020-06-08,27.4625
2020-06-09,27.1239
2020-06-10,26.9711
2020-06-11,26.2512
2020-06-12,26.2047
2020-06-13,26.2047
2020-06-14,26.2047
2020-06-15,26.307
2020-06-16,26.404
2020-06-17,26.2911
2020-06-18,26.3482
2020-06-19,25.9524
2020-06-20,25.9524
2020-06-21,25.9524
2020-06-22,26.2778
2020-06-23,26.0161
2020-06-24,25.8182
2020-06-25,25.6655
2020-06-26,25.5725
2020-06-27,25.5725
2020-06-28,25.5725
2020-06-29,25.8528
2020-06-30,24.5878
2020-07-01,24.9501
2020-07-02,24.9675
2020-07-03,24.9675
2020-07-04,24.9675
2020-07-05,24.9675
2020-07-06,24.9103
2020-07-07,24.8418
2020-07-08,24.9725
2020-07-09,24.9165
2020-07-10,25.1282
2020-07-11,25.1282
2020-07-12,25.1282
2020-07-13,24.9028
2020-07-14,25.0634
2020-07-15,24.8903
2020-07-16,25.1506
2020-07-17,25.4133
2020-07-18,25.4133
2020-07-19,25.4133
2020-07-20,25.158
2020-07-21,25.3025
2020-07-22,25.7482
2020-07-23,25.8591
2020-07-24,25.6897
2020-07-25,25.6897
2020-07-26,25.6897
2020-07-27,25.5739
2020-07-28,25.691
2020-07-29,25.8728
2020-07-30,25.9363
2020-07-31,25.9973
2020-08-01,25.9973
2020-08-02,25.9973
2020-08-03,25.6847
2020-08-04,25.752
2020-08-05,25.4064
2020-08-06,25.6468
2020-08-07,25.9432
2020-08-08,25.9432
2020-08-09,25.9432
2020-08-10,26.0715
2020-08-11,25.6244
2020-08-12,25.5671
2020-08-13,25.5771
2020-08-14,25.4774
2020-08-15,25.4774
2020-08-16,25.4774
2020-08-17,25.4363
2020-08-18,25.374
