,CHX US Equity
2023-03-15,20.9301
2023-03-16,21.1852
2023-03-17,20.6901
2023-03-18,20.6901
2023-03-19,20.6901
2023-03-20,21.4553
2023-03-21,21.7553
2023-03-22,20.8476
2023-03-23,20.165
2023-03-24,20.345
2023-03-25,20.345
2023-03-26,20.345
2023-03-27,21.0127
2023-03-28,21.7103
2023-03-29,21.9879
2023-03-30,21.5003
2023-03-31,18.3195
2023-04-01,18.3195
2023-04-02,18.3195
2023-04-03,19.1338
2023-04-04,18.902
2023-04-05,18.6828
2023-04-06,18.4698
2023-04-07,18.4698
2023-04-08,18.4698
2023-04-09,18.4698
2023-04-10,18.8645
2023-04-11,19.1902
2023-04-12,19.0586
2023-04-13,19.1777
2023-04-14,18.9647
2023-04-15,18.9647
2023-04-16,18.9647
2023-04-17,19.0399
2023-04-18,18.8519
2023-04-19,18.664
2023-04-20,18.2757
2023-04-21,18.0564
2023-04-22,18.0564
2023-04-23,18.0564
2023-04-24,18.5888
2023-04-25,18.0255
2023-04-26,18.3002
2023-04-27,18.1442
2023-04-28,18.2316
2023-04-29,18.2316
2023-04-30,18.2316
2023-05-01,18.2628
2023-05-02,17.4574
2023-05-03,17.4824
2023-05-04,17.5636
2023-05-05,18.2877
2023-05-06,18.2877
2023-05-07,18.2877
2023-05-08,18.2565
2023-05-09,18.3377
2023-05-10,18.1317
2023-05-11,17.7446
2023-05-12,17.3825
2023-05-13,17.3825
2023-05-14,17.3825
2023-05-15,17.7945
2023-05-16,17.5823
2023-05-17,18.319
2023-05-18,18.6186
2023-05-19,18.2815
2023-05-20,18.2815
2023-05-21,18.2815
2023-05-22,18.4188
2023-05-23,18.2003
2023-05-24,18.4438
2023-05-25,17.9569
2023-05-26,17.9506
2023-05-27,17.9506
2023-05-28,17.9506
2023-05-29,17.9506
2023-05-30,17.7196
2023-05-31,17.0953
2023-06-01,17.7009
2023-06-02,18.7997
2023-06-03,18.7997
2023-06-04,18.7997
2023-06-05,18.3689
2023-06-06,18.706
2023-06-07,19.1743
2023-06-08,18.756
2023-06-09,18.6873
2023-06-10,18.6873
2023-06-11,18.6873
2023-06-12,18.475
2023-06-13,18.9558
2023-06-14,18.7997
2023-06-15,18.987
2023-06-16,19.0057
2023-06-17,19.0057
2023-06-18,19.0057
2023-06-19,19.0057
2023-06-20,18.8246
2023-06-21,18.9682
2023-06-22,18.8933
2023-06-23,19.0244
2023-06-24,19.0244
2023-06-25,19.0244
2023-06-26,19.1555
2023-06-27,19.3303
2023-06-28,19.3491
2023-06-29,20.3417
2023-06-30,17.8678
2023-07-01,17.8678
2023-07-02,17.8678
2023-07-03,17.9488
2023-07-04,17.9488
2023-07-05,18.1056
2023-07-06,17.6732
2023-07-07,18.6731
2023-07-08,18.6731
2023-07-09,18.6731
2023-07-10,19.0622
2023-07-11,19.3379
2023-07-12,19.5108
2023-07-13,19.4784
2023-07-14,19.4892
2023-07-15,19.4892
2023-07-16,19.4892
2023-07-17,19.6459
2023-07-18,19.7486
2023-07-19,19.5919
2023-07-20,19.6135
2023-07-21,19.9
2023-07-22,19.9
2023-07-23,19.9
2023-07-24,20.0405
2023-07-25,19.8053
2023-07-26,19.9073
2023-07-27,19.1613
2023-07-28,19.7194
2023-07-29,19.7194
2023-07-30,19.7194
2023-07-31,20.1971
2023-08-01,20.4332
2023-08-02,20.2239
2023-08-03,20.2185
2023-08-04,20.2937
2023-08-05,20.2937
2023-08-06,20.2937
2023-08-07,20.2722
2023-08-08,20.3581
2023-08-09,20.621
2023-08-10,20.5164
2023-08-11,20.8411
2023-08-12,20.8411
2023-08-13,20.8411
2023-08-14,20.6532
2023-08-15,20.4386
2023-08-16,20.0951
2023-08-17,19.8268
2023-08-18,20.079
2023-08-19,20.079
2023-08-20,20.079
2023-08-21,19.9985
2023-08-22,20.0468
2023-08-23,20.1434
2023-08-24,20.0414
2023-08-25,20.0361
2023-08-26,20.0361
2023-08-27,20.0361
2023-08-28,20.4332
2023-08-29,20.6532
2023-08-30,20.6854
2023-08-31,20.46
2023-09-01,20.9806
2023-09-02,20.9806
2023-09-03,20.9806
2023-09-04,20.9806
2023-09-05,20.9645
2023-09-06,21.1416
2023-09-07,21.1201
2023-09-08,21.3777
2023-09-09,21.3777
2023-09-10,21.3777
2023-09-11,21.1738
2023-09-12,21.5012
2023-09-13,21.0557
2023-09-14,21.2006
2023-09-15,21.0826
2023-09-16,21.0826
2023-09-17,21.0826
2023-09-18,21.1899
2023-09-19,20.9484
2023-09-20,20.6747
2023-09-21,20.3581
2023-09-22,20.4547
2023-09-23,20.4547
2023-09-24,20.4547
2023-09-25,20.8089
2023-09-26,20.4225
2023-09-27,20.7874
2023-09-28,20.6854
2023-09-29,16.2766
2023-09-30,16.2766
2023-10-01,16.2766
2023-10-02,15.9382
2023-10-03,15.9946
2023-10-04,15.3524
2023-10-05,15.1137
2023-10-06,15.2612
2023-10-07,15.2612
2023-10-08,15.2612
2023-10-09,15.7559
2023-10-10,15.7516
2023-10-11,15.7169
2023-10-12,15.3914
2023-10-13,15.4001
2023-10-14,15.4001
2023-10-15,15.4001
2023-10-16,15.4001
2023-10-17,15.9078
2023-10-18,15.8427
2023-10-19,15.6865
2023-10-20,15.4044
2023-10-21,15.4044
2023-10-22,15.4044
2023-10-23,15.5303
2023-10-24,15.4695
2023-10-25,14.1758
2023-10-26,13.5523
2023-10-27,13.8834
2023-10-28,13.8834
2023-10-29,13.8834
2023-10-30,13.9221
2023-10-31,14.064
2023-11-01,13.8404
2023-11-02,14.2833
2023-11-03,14.2747
2023-11-04,14.2747
2023-11-05,14.2747
2023-11-06,13.7845
2023-11-07,13.4405
2023-11-08,13.2728
2023-11-09,13.2212
2023-11-10,13.3373
2023-11-11,13.3373
2023-11-12,13.3373
2023-11-13,13.376
2023-11-14,13.9307
2023-11-15,13.7372
2023-11-16,13.3459
2023-11-17,13.4663
2023-11-18,13.4663
2023-11-19,13.4663
2023-11-20,13.5609
2023-11-21,13.4233
2023-11-22,13.4663
2023-11-23,13.4663
2023-11-24,13.4792
2023-11-25,13.4792
2023-11-26,13.4792
2023-11-27,13.4706
2023-11-28,13.3373
2023-11-29,13.4663
2023-11-30,13.4276
2023-12-01,13.5136
2023-12-02,13.5136
2023-12-03,13.5136
2023-12-04,13.4878
2023-12-05,13.2771
2023-12-06,12.9718
2023-12-07,13.1911
2023-12-08,13.3588
2023-12-09,13.3588
2023-12-10,13.3588
2023-12-11,13.2341
2023-12-12,13.032
2023-12-13,13.5265
2023-12-14,14.064
2023-12-15,14.1242
2023-12-16,14.1242
2023-12-17,14.1242
2023-12-18,14.1414
2023-12-19,14.322
2023-12-20,13.9694
2023-12-21,13.8361
2023-12-22,13.763
2023-12-23,13.763
2023-12-24,13.763
2023-12-25,13.763
2023-12-26,14.021
2023-12-27,13.8533
2023-12-28,13.5695
2023-12-29,12.2831
2023-12-30,12.2831
2023-12-31,12.2831
2024-01-01,12.2831
2024-01-02,12.1607
2024-01-03,12.1213
2024-01-04,11.703
2024-01-05,11.7622
2024-01-06,11.7622
2024-01-07,11.7622
2024-01-08,11.6754
2024-01-09,11.3597
2024-01-10,11.1702
2024-01-11,11.2728
2024-01-12,11.261
2024-01-13,11.261
2024-01-14,11.261
2024-01-15,11.261
2024-01-16,11.0361
2024-01-17,11.0874
2024-01-18,11.1979
2024-01-19,11.1505
2024-01-20,11.1505
2024-01-21,11.1505
2024-01-22,11.3518
2024-01-23,11.2965
2024-01-24,11.7345
2024-01-25,11.8371
2024-01-26,11.9397
2024-01-27,11.9397
2024-01-28,11.9397
2024-01-29,11.9555
2024-01-30,11.8845
2024-01-31,11.5728
2024-02-01,11.5096
2024-02-02,11.1229
2024-02-03,11.1229
2024-02-04,11.1229
2024-02-05,11.2413
2024-02-06,12.2041
2024-02-07,11.9867
2024-02-08,12.0138
2024-02-09,11.979
2024-02-10,11.979
2024-02-11,11.979
2024-02-12,11.917
2024-02-13,11.7506
2024-02-14,11.9054
2024-02-15,12.3506
2024-02-16,12.4667
2024-02-17,12.4667
2024-02-18,12.4667
2024-02-19,12.4667
2024-02-20,12.3119
2024-02-21,12.5945
2024-02-22,12.6603
2024-02-23,12.6061
2024-02-24,12.6061
2024-02-25,12.6061
2024-02-26,12.8113
2024-02-27,12.9235
2024-02-28,12.8035
2024-02-29,12.7803
2024-03-01,13.1016
2024-03-02,13.1016
2024-03-03,13.1016
2024-03-04,12.9506
2024-03-05,12.9119
2024-03-06,12.8616
2024-03-07,13.0513
2024-03-08,13.0435
2024-03-09,13.0435
2024-03-10,13.0435
2024-03-11,13.1094
2024-03-12,13.0513
2024-03-13,13.3842
2024-03-14,13.3261
2024-03-15,13.4462
2024-03-16,13.4462
2024-03-17,13.4462
2024-03-18,13.5352
2024-03-19,13.841
2024-03-20,13.961
2024-03-21,14.0578
2024-03-22,14.0733
2024-03-23,14.0733
2024-03-24,14.0733
2024-03-25,14.0462
2024-03-26,14.0888
2024-03-27,14.4798
2024-03-28,14.6501
2024-03-29,14.6501
2024-03-30,14.6501
2024-03-31,14.6501
2024-04-01,14.4604
2024-04-02,15.885
2024-04-03,15.8541
2024-04-04,15.6935
2024-04-05,15.9209
2024-04-06,15.9209
2024-04-07,15.9209
2024-04-08,15.5933
