,SNDR US Equity
2020-11-17,13.2336
2020-11-18,13.0151
2020-11-19,13.0561
2020-11-20,12.9127
2020-11-21,12.9127
2020-11-22,12.9127
2020-11-23,12.5644
2020-11-24,12.8375
2020-11-25,12.5985
2020-11-26,12.5985
2020-11-27,12.5985
2020-11-28,12.5985
2020-11-29,12.5985
2020-11-30,12.3186
2020-12-01,12.5439
2020-12-02,12.4346
2020-12-03,12.1615
2020-12-04,12.5644
2020-12-05,12.5644
2020-12-06,12.5644
2020-12-07,12.5098
2020-12-08,12.3322
2020-12-09,12.5302
2020-12-10,12.4483
2020-12-11,12.3937
2020-12-12,12.3937
2020-12-13,12.3937
2020-12-14,11.9498
2020-12-15,11.9908
2020-12-16,11.9976
2020-12-17,12.1547
2020-12-18,12.1888
2020-12-19,12.1888
2020-12-20,12.1888
2020-12-21,12.2708
2020-12-22,12.1683
2020-12-23,12.1956
2020-12-24,12.2025
2020-12-25,12.2025
2020-12-26,12.2025
2020-12-27,12.2025
2020-12-28,12.1683
2020-12-29,12.0864
2020-12-30,12.0386
2020-12-31,12.5907
2021-01-01,12.5907
2021-01-02,12.5907
2021-01-03,12.5907
2021-01-04,12.4423
2021-01-05,12.7516
2021-01-06,13.3516
2021-01-07,13.4382
2021-01-08,13.5433
2021-01-09,13.5433
2021-01-10,13.5433
2021-01-11,13.4876
2021-01-12,13.7289
2021-01-13,13.5928
2021-01-14,13.865
2021-01-15,13.8402
2021-01-16,13.8402
2021-01-17,13.8402
2021-01-18,13.8402
2021-01-19,14.2423
2021-01-20,14.3784
2021-01-21,14.267
2021-01-22,14.2299
2021-01-23,14.2299
2021-01-24,14.2299
2021-01-25,14.3351
2021-01-26,13.6856
2021-01-27,13.1041
2021-01-28,12.9124
2021-01-29,12.7763
2021-01-30,12.7763
2021-01-31,12.7763
2021-02-01,13.2402
2021-02-02,13.2773
2021-02-03,13.1227
2021-02-04,13.4815
2021-02-05,13.5186
2021-02-06,13.5186
2021-02-07,13.5186
2021-02-08,13.5186
2021-02-09,13.9701
2021-02-10,13.8402
2021-02-11,13.6608
2021-02-12,13.7845
2021-02-13,13.7845
2021-02-14,13.7845
2021-02-15,13.7845
2021-02-16,13.7041
2021-02-17,13.7474
2021-02-18,14.0938
2021-02-19,14.2867
2021-02-20,14.2867
2021-02-21,14.2867
2021-02-22,14.1877
2021-02-23,14.1877
2021-02-24,14.3362
2021-02-25,14.2805
2021-02-26,14.0949
2021-02-27,14.0949
2021-02-28,14.0949
2021-03-01,14.4661
2021-03-02,14.5836
2021-03-03,14.9486
2021-03-04,14.9053
2021-03-05,15.2517
2021-03-06,15.2517
2021-03-07,15.2517
2021-03-08,15.7466
2021-03-09,15.6414
2021-03-10,15.029
2021-03-11,15.1527
2021-03-12,15.4249
2021-03-13,15.4249
2021-03-14,15.4249
2021-03-15,15.3692
2021-03-16,15.3589
2021-03-17,15.4212
2021-03-18,15.6019
2021-03-19,15.4773
2021-03-20,15.4773
2021-03-21,15.4773
2021-03-22,15.147
2021-03-23,14.823
2021-03-24,14.9227
2021-03-25,14.9975
2021-03-26,15.5521
2021-03-27,15.5521
2021-03-28,15.5521
2021-03-29,15.4274
2021-03-30,15.5708
2021-03-31,13.79
2021-04-01,13.8886
2021-04-02,13.8886
2021-04-03,13.8886
2021-04-04,13.8886
2021-04-05,14.0916
2021-04-06,13.9524
2021-04-07,14.0742
2021-04-08,13.9814
2021-04-09,14.0394
2021-04-10,14.0394
2021-04-11,14.0394
2021-04-12,14.2076
2021-04-13,14.1438
2021-04-14,13.9524
2021-04-15,14.1902
2021-04-16,14.1322
2021-04-17,14.1322
2021-04-18,14.1322
2021-04-19,13.993
2021-04-20,13.8944
2021-04-21,13.471
2021-04-22,13.4362
2021-04-23,13.4304
2021-04-24,13.4304
2021-04-25,13.4304
2021-04-26,13.0707
2021-04-27,13.1113
2021-04-28,13.0707
2021-04-29,13.297
2021-04-30,13.2749
2021-05-01,13.2749
2021-05-02,13.2749
2021-05-03,13.6958
2021-05-04,13.9091
2021-05-05,13.9033
2021-05-06,14.255
2021-05-07,14.4625
2021-05-08,14.4625
2021-05-09,14.4625
2021-05-10,14.5432
2021-05-11,14.0936
2021-05-12,13.8341
2021-05-13,14.0359
2021-05-14,14.1397
2021-05-15,14.1397
2021-05-16,14.1397
2021-05-17,14.082
2021-05-18,13.961
2021-05-19,13.8341
2021-05-20,13.6612
2021-05-21,13.7131
2021-05-22,13.7131
2021-05-23,13.7131
2021-05-24,13.6381
2021-05-25,13.298
2021-05-26,13.4075
2021-05-27,13.4652
2021-05-28,13.4248
2021-05-29,13.4248
2021-05-30,13.4248
2021-05-31,13.4248
2021-06-01,13.4767
2021-06-02,13.1769
2021-06-03,13.1596
2021-06-04,12.9521
2021-06-05,12.9521
2021-06-06,12.9521
2021-06-07,12.7503
2021-06-08,12.8426
2021-06-09,12.7734
2021-06-10,12.3871
2021-06-11,12.4851
2021-06-12,12.4851
2021-06-13,12.4851
2021-06-14,12.2949
2021-06-15,12.3929
2021-06-16,12.2488
2021-06-17,11.6492
2021-06-18,11.58
2021-06-19,11.58
2021-06-20,11.58
2021-06-21,11.6838
2021-06-22,11.9201
2021-06-23,11.8625
2021-06-24,11.8394
2021-06-25,11.9086
2021-06-26,11.9086
2021-06-27,11.9086
2021-06-28,11.8221
2021-06-29,11.9259
2021-06-30,9.8104
2021-07-01,9.9878
2021-07-02,9.8871
2021-07-03,9.8871
2021-07-04,9.8871
2021-07-05,9.8871
2021-07-06,9.6858
2021-07-07,9.7673
2021-07-08,9.6282
2021-07-09,9.7577
2021-07-10,9.7577
2021-07-11,9.7577
2021-07-12,9.7193
2021-07-13,9.6378
2021-07-14,9.844
2021-07-15,9.8344
2021-07-16,9.5563
2021-07-17,9.5563
2021-07-18,9.5563
2021-07-19,9.2687
2021-07-20,9.4844
2021-07-21,9.4748
2021-07-22,9.4413
2021-07-23,9.6186
2021-07-24,9.6186
2021-07-25,9.6186
2021-07-26,9.5995
2021-07-27,9.5659
2021-07-28,9.5132
2021-07-29,10.0549
2021-07-30,10.137
2021-07-31,10.137
2021-08-01,10.137
2021-08-02,9.8732
2021-08-03,9.902
2021-08-04,9.6478
2021-08-05,9.6718
2021-08-06,9.6814
2021-08-07,9.6814
2021-08-08,9.6814
2021-08-09,9.5567
2021-08-10,9.6766
2021-08-11,9.9116
2021-08-12,10.0075
2021-08-13,10.1131
2021-08-14,10.1131
2021-08-15,10.1131
2021-08-16,10.0075
2021-08-17,9.9548
2021-08-18,9.8253
2021-08-19,9.8157
2021-08-20,10.0267
2021-08-21,10.0267
2021-08-22,10.0267
2021-08-23,10.0699
2021-08-24,10.0123
2021-08-25,10.0267
2021-08-26,9.9932
2021-08-27,10.3049
2021-08-28,10.3049
2021-08-29,10.3049
2021-08-30,10.4776
2021-08-31,10.185
2021-09-01,10.3625
2021-09-02,10.4344
2021-09-03,10.3769
2021-09-04,10.3769
2021-09-05,10.3769
2021-09-06,10.3769
2021-09-07,10.3912
2021-09-08,10.3001
2021-09-09,10.0555
2021-09-10,10.0699
2021-09-11,10.0699
2021-09-12,10.0699
2021-09-13,10.1083
2021-09-14,9.9164
2021-09-15,10.3097
2021-09-16,10.1322
2021-09-17,10.1083
2021-09-18,10.1083
2021-09-19,10.1083
2021-09-20,10.0699
2021-09-21,10.3337
2021-09-22,10.2761
2021-09-23,10.3289
2021-09-24,10.4776
2021-09-25,10.4776
2021-09-26,10.4776
2021-09-27,10.6311
2021-09-28,10.6023
2021-09-29,10.492
2021-09-30,8.2414
2021-10-01,8.1798
2021-10-02,8.1798
2021-10-03,8.1798
2021-10-04,8.2646
2021-10-05,8.5499
2021-10-06,8.6116
2021-10-07,8.5306
2021-10-08,8.2839
2021-10-09,8.2839
2021-10-10,8.2839
2021-10-11,8.1836
2021-10-12,8.1952
2021-10-13,8.1759
2021-10-14,8.4419
2021-10-15,8.6231
2021-10-16,8.6231
2021-10-17,8.6231
2021-10-18,8.7234
2021-10-19,8.7542
2021-10-20,8.9161
2021-10-21,8.9393
2021-10-22,9.0241
2021-10-23,9.0241
2021-10-24,9.0241
2021-10-25,9.2168
2021-10-26,9.1205
2021-10-27,8.9778
2021-10-28,9.0396
2021-10-29,9.0897
2021-10-30,9.0897
2021-10-31,9.0897
2021-11-01,9.4136
2021-11-02,9.2517
2021-11-03,9.4791
2021-11-04,9.483
2021-11-05,9.2131
2021-11-06,9.2131
2021-11-07,9.2131
2021-11-08,9.2632
2021-11-09,9.3557
2021-11-10,9.3095
2021-11-11,9.4907
2021-11-12,9.5601
2021-11-13,9.5601
2021-11-14,9.5601
2021-11-15,9.5717
2021-11-16,9.5292
2021-11-17,9.3712
2021-11-18,9.3133
2021-11-19,9.4059
2021-11-20,9.4059
2021-11-21,9.4059
2021-11-22,9.4174
2021-11-23,9.483
2021-11-24,9.4367
2021-11-25,9.4367
2021-11-26,9.2671
2021-11-27,9.2671
2021-11-28,9.2671
2021-11-29,9.1861
2021-11-30,8.9586
2021-12-01,8.7158
2021-12-02,8.8507
2021-12-03,8.9856
2021-12-04,8.9856
2021-12-05,8.9856
2021-12-06,9.1745
2021-12-07,9.2517
2021-12-08,9.1861
2021-12-09,9.3133
2021-12-10,9.3056
2021-12-11,9.3056
2021-12-12,9.3056
2021-12-13,9.5678
2021-12-14,9.5447
2021-12-15,9.4945
2021-12-16,9.348
2021-12-17,9.3403
2021-12-18,9.3403
2021-12-19,9.3403
2021-12-20,9.2285
2021-12-21,9.4213
2021-12-22,9.4059
2021-12-23,9.5639
2021-12-24,9.5639
2021-12-25,9.5639
2021-12-26,9.5639
2021-12-27,9.7798
2021-12-28,9.7991
2021-12-29,9.9225
2021-12-30,9.8338
2021-12-31,9.0527
2022-01-01,9.0527
2022-01-02,9.0527
2022-01-03,8.9262
2022-01-04,9.1759
2022-01-05,9.0727
2022-01-06,8.8497
2022-01-07,8.7997
2022-01-08,8.7997
2022-01-09,8.7997
2022-01-10,8.8097
2022-01-11,8.8064
2022-01-12,8.8297
2022-01-13,8.8763
2022-01-14,8.9395
2022-01-15,8.9395
2022-01-16,8.9395
2022-01-17,8.9395
2022-01-18,9.116
2022-01-19,8.9662
2022-01-20,8.8264
2022-01-21,8.6832
2022-01-22,8.6832
2022-01-23,8.6832
2022-01-24,8.8896
2022-01-25,8.5767
2022-01-26,8.5134
2022-01-27,8.3969
2022-01-28,8.4968
2022-01-29,8.4968
2022-01-30,8.4968
2022-01-31,8.6166
2022-02-01,8.6732
2022-02-02,8.8297
2022-02-03,8.7931
2022-02-04,8.5567
2022-02-05,8.5567
2022-02-06,8.5567
2022-02-07,8.4935
2022-02-08,8.6632
2022-02-09,8.8696
2022-02-10,8.7864
2022-02-11,8.7564
2022-02-12,8.7564
2022-02-13,8.7564
2022-02-14,8.7997
2022-02-15,8.7198
2022-02-16,8.6999
2022-02-17,8.6599
2022-02-18,8.7765
2022-02-19,8.7765
2022-02-20,8.7765
2022-02-21,8.7765
2022-02-22,8.4636
2022-02-23,8.447
2022-02-24,8.5202
2022-02-25,8.7066
2022-02-26,8.7066
2022-02-27,8.7066
2022-02-28,8.7898
2022-03-01,8.8431
2022-03-02,8.9796
2022-03-03,9.0128
2022-03-04,9.0761
2022-03-05,9.0761
2022-03-06,9.0761
2022-03-07,8.7232
2022-03-08,8.417
2022-03-09,8.6434
2022-03-10,8.7002
2022-03-11,8.5363
2022-03-12,8.5363
2022-03-13,8.5363
2022-03-14,8.5397
2022-03-15,8.6735
2022-03-16,8.9042
2022-03-17,8.8541
2022-03-18,9.0012
2022-03-19,9.0012
2022-03-20,9.0012
2022-03-21,8.9544
2022-03-22,8.9811
2022-03-23,8.824
2022-03-24,8.844
2022-03-25,8.824
2022-03-26,8.824
2022-03-27,8.824
2022-03-28,8.8875
2022-03-29,8.9377
2022-03-30,8.9076
2022-03-31,7.496
2022-04-01,6.8334
2022-04-02,6.8334
2022-04-03,6.8334
2022-04-04,6.6677
2022-04-05,6.5412
2022-04-06,6.3665
2022-04-07,6.4539
2022-04-08,6.3033
2022-04-09,6.3033
2022-04-10,6.3033
2022-04-11,6.2762
2022-04-12,6.2039
2022-04-13,6.3816
2022-04-14,6.3274
2022-04-15,6.3274
2022-04-16,6.3274
2022-04-17,6.3274
2022-04-18,6.3605
2022-04-19,6.5232
2022-04-20,6.6888
2022-04-21,6.6738
2022-04-22,6.6647
2022-04-23,6.6647
2022-04-24,6.6647
2022-04-25,6.8695
2022-04-26,6.731
2022-04-27,6.6979
2022-04-28,6.8545
2022-04-29,6.9101
2022-04-30,6.9101
2022-05-01,6.9101
2022-05-02,7.1172
2022-05-03,7.1503
2022-05-04,7.1683
2022-05-05,7.1743
2022-05-06,7.1472
2022-05-07,7.1472
2022-05-08,7.1472
2022-05-09,7.1022
2022-05-10,7.0572
2022-05-11,6.844
2022-05-12,6.9131
2022-05-13,6.9551
2022-05-14,6.9551
2022-05-15,6.9551
2022-05-16,6.871
2022-05-17,7.1533
2022-05-18,6.4447
2022-05-19,6.4597
2022-05-20,6.6158
2022-05-21,6.6158
2022-05-22,6.6158
2022-05-23,6.6939
2022-05-24,6.6819
2022-05-25,6.9761
2022-05-26,7.0241
2022-05-27,7.1202
2022-05-28,7.1202
2022-05-29,7.1202
2022-05-30,7.1202
2022-05-31,7.0632
2022-06-01,7.0722
2022-06-02,7.1322
2022-06-03,7.1893
2022-06-04,7.1893
2022-06-05,7.1893
2022-06-06,7.3274
2022-06-07,7.1563
2022-06-08,6.9131
2022-06-09,6.829
2022-06-10,6.7659
2022-06-11,6.7659
2022-06-12,6.7659
2022-06-13,6.6128
2022-06-14,6.6278
2022-06-15,6.7269
2022-06-16,6.4567
2022-06-17,6.3186
2022-06-18,6.3186
2022-06-19,6.3186
2022-06-20,6.3186
2022-06-21,6.4027
2022-06-22,6.3906
2022-06-23,6.4537
2022-06-24,6.6218
2022-06-25,6.6218
2022-06-26,6.6218
2022-06-27,6.6549
2022-06-28,6.5528
2022-06-29,6.5468
2022-06-30,5.9315
2022-07-01,6.0282
2022-07-02,6.0282
2022-07-03,6.0282
2022-07-04,6.0282
2022-07-05,5.9619
2022-07-06,6.0448
2022-07-07,6.0725
2022-07-08,6.0753
2022-07-09,6.0753
2022-07-10,6.0753
2022-07-11,6.0531
2022-07-12,6.1029
2022-07-13,6.0255
2022-07-14,5.9785
2022-07-15,6.0199
2022-07-16,6.0199
2022-07-17,6.0199
2022-07-18,6.0144
2022-07-19,6.3186
2022-07-20,6.3352
2022-07-21,6.3739
2022-07-22,6.3877
2022-07-23,6.3877
2022-07-24,6.3877
2022-07-25,6.3435
2022-07-26,6.3435
2022-07-27,6.4071
2022-07-28,6.6262
2022-07-29,6.7507
2022-07-30,6.7507
2022-07-31,6.7507
2022-08-01,6.5958
2022-08-02,6.4187
2022-08-03,6.463
2022-08-04,6.4685
2022-08-05,6.5736
2022-08-06,6.5736
2022-08-07,6.5736
2022-08-08,6.557
2022-08-09,6.427
2022-08-10,6.593
2022-08-11,6.7009
2022-08-12,6.6871
2022-08-13,6.6871
2022-08-14,6.6871
2022-08-15,6.6649
2022-08-16,6.7756
2022-08-17,6.5875
2022-08-18,6.6456
2022-08-19,6.6041
2022-08-20,6.6041
2022-08-21,6.6041
2022-08-22,6.5543
2022-08-23,6.5819
2022-08-24,6.4962
2022-08-25,6.5598
2022-08-26,6.3799
2022-08-27,6.3799
2022-08-28,6.3799
2022-08-29,6.2803
2022-08-30,6.2831
2022-08-31,6.0673
2022-09-01,6.0396
2022-09-02,5.9732
2022-09-03,5.9732
2022-09-04,5.9732
2022-09-05,5.9732
2022-09-06,5.8432
2022-09-07,5.94
2022-09-08,5.8017
2022-09-09,5.9539
2022-09-10,5.9539
2022-09-11,5.9539
2022-09-12,6.0424
2022-09-13,5.8958
2022-09-14,5.9207
2022-09-15,5.8128
2022-09-16,5.5416
2022-09-17,5.5416
2022-09-18,5.5416
2022-09-19,5.6938
2022-09-20,5.5361
2022-09-21,5.5776
2022-09-22,5.5887
2022-09-23,5.5001
2022-09-24,5.5001
2022-09-25,5.5001
2022-09-26,5.5527
2022-09-27,5.5638
2022-09-28,5.6689
2022-09-29,5.5721
2022-09-30,5.4039
2022-10-01,5.4039
2022-10-02,5.4039
2022-10-03,5.6701
2022-10-04,5.8271
2022-10-05,5.757
2022-10-06,5.6842
2022-10-07,5.53
2022-10-08,5.53
2022-10-09,5.53
2022-10-10,5.5917
2022-10-11,5.6365
2022-10-12,5.7402
2022-10-13,5.8299
2022-10-14,5.7262
2022-10-15,5.7262
2022-10-16,5.7262
2022-10-17,5.8299
2022-10-18,5.8383
2022-10-19,5.7907
2022-10-20,5.6225
2022-10-21,5.7318
2022-10-22,5.7318
2022-10-23,5.7318
2022-10-24,5.8664
2022-10-25,5.9168
2022-10-26,5.8972
2022-10-27,5.8356
2022-10-28,5.7936
2022-10-29,5.7936
2022-10-30,5.7936
2022-10-31,5.9477
2022-11-01,5.9785
2022-11-02,5.8468
2022-11-03,5.7964
2022-11-04,5.9281
2022-11-05,5.9281
2022-11-06,5.9281
2022-11-07,6.0178
2022-11-08,5.9926
2022-11-09,5.8861
2022-11-10,6.2981
2022-11-11,6.4522
2022-11-12,6.4522
2022-11-13,6.4522
2022-11-14,6.5952
2022-11-15,6.7493
2022-11-16,6.6316
2022-11-17,6.626
2022-11-18,6.7634
2022-11-19,6.7634
2022-11-20,6.7634
2022-11-21,6.769
2022-11-22,6.8839
2022-11-23,6.8474
2022-11-24,6.8474
2022-11-25,6.8951
2022-11-26,6.8951
2022-11-27,6.8951
2022-11-28,6.7998
2022-11-29,6.8138
2022-11-30,6.9343
2022-12-01,6.9792
2022-12-02,6.9343
2022-12-03,6.9343
2022-12-04,6.9343
2022-12-05,6.7297
2022-12-06,6.7662
2022-12-07,6.6512
2022-12-08,6.64
2022-12-09,6.6456
2022-12-10,6.6456
2022-12-11,6.6456
2022-12-12,6.7746
2022-12-13,6.8446
2022-12-14,6.8811
2022-12-15,6.5644
2022-12-16,6.5251
2022-12-17,6.5251
2022-12-18,6.5251
2022-12-19,6.4298
2022-12-20,6.2588
2022-12-21,6.4915
2022-12-22,6.4382
2022-12-23,6.4663
2022-12-24,6.4663
2022-12-25,6.4663
2022-12-26,6.4663
2022-12-27,6.4606
2022-12-28,6.3205
2022-12-29,6.4018
2022-12-30,6.692
2022-12-31,6.692
2023-01-01,6.692
2023-01-02,6.692
2023-01-03,6.8225
2023-01-04,6.947
2023-01-05,6.8284
2023-01-06,7.0923
2023-01-07,7.0923
2023-01-08,7.0923
2023-01-09,7.0567
2023-01-10,7.0715
2023-01-11,7.1101
2023-01-12,7.0715
2023-01-13,7.0448
2023-01-14,7.0448
2023-01-15,7.0448
2023-01-16,7.0448
2023-01-17,7.113
2023-01-18,7.1634
2023-01-19,7.119
2023-01-20,7.2138
2023-01-21,7.2138
2023-01-22,7.2138
2023-01-23,7.4184
2023-01-24,7.4066
2023-01-25,7.4629
2023-01-26,7.4303
2023-01-27,7.537
2023-01-28,7.537
2023-01-29,7.537
2023-01-30,7.3888
2023-01-31,7.6111
2023-02-01,7.8809
2023-02-02,8.7615
2023-02-03,8.548
2023-02-04,8.548
2023-02-05,8.548
2023-02-06,8.6044
2023-02-07,8.803
2023-02-08,8.6963
2023-02-09,8.3998
2023-02-10,8.2901
2023-02-11,8.2901
2023-02-12,8.2901
2023-02-13,8.4087
2023-02-14,8.3968
2023-02-15,8.3109
2023-02-16,8.3168
2023-02-17,8.3088
2023-02-18,8.3088
2023-02-19,8.3088
2023-02-20,8.3088
2023-02-21,8.0834
2023-02-22,8.036
2023-02-23,8.1101
2023-02-24,8.0686
2023-02-25,8.0686
2023-02-26,8.0686
2023-02-27,8.0716
2023-02-28,8.0745
2023-03-01,8.0508
2023-03-02,8.288
2023-03-03,8.4155
2023-03-04,8.4155
2023-03-05,8.4155
2023-03-06,8.205
2023-03-07,8.1279
2023-03-08,8.2109
2023-03-09,8.1042
2023-03-10,7.9559
2023-03-11,7.9559
2023-03-12,7.9559
2023-03-13,7.6831
2023-03-14,7.5675
2023-03-15,7.5704
