,LOW US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,23.629
2020-01-02,23.741
2020-01-03,23.6034
2020-01-04,23.6034
2020-01-05,23.6034
2020-01-06,23.7234
2020-01-07,23.6082
2020-01-08,23.9122
2020-01-09,23.9955
2020-01-10,23.8274
2020-01-11,23.8274
2020-01-12,23.8274
2020-01-13,23.8354
2020-01-14,23.6786
2020-01-15,23.5905
2020-01-16,23.5505
2020-01-17,24.0451
2020-01-18,24.0451
2020-01-19,24.0451
2020-01-20,24.0451
2020-01-21,23.8162
2020-01-22,23.9731
2020-01-23,24.1011
2020-01-24,23.7042
2020-01-25,23.7042
2020-01-26,23.7042
2020-01-27,23.629
2020-01-28,23.8514
2020-01-29,23.7346
2020-01-30,23.6226
2020-01-31,17.7335
2020-02-01,17.7335
2020-02-02,17.7335
2020-02-03,17.8476
2020-02-04,18.111
2020-02-05,18.4485
2020-02-06,18.3732
2020-02-07,18.3696
2020-02-08,18.3696
2020-02-09,18.3696
2020-02-10,18.3368
2020-02-11,18.5577
2020-02-12,18.8005
2020-02-13,18.7689
2020-02-14,18.8479
2020-02-15,18.8479
2020-02-16,18.8479
2020-02-17,18.8479
2020-02-18,18.582
2020-02-19,18.6075
2020-02-20,18.9875
2020-02-21,18.8345
2020-02-22,18.8345
2020-02-23,18.8345
2020-02-24,18.5432
2020-02-25,18.0102
2020-02-26,17.3766
2020-02-27,16.6871
2020-02-28,16.5596
2020-02-29,16.5596
2020-03-01,16.5596
2020-03-02,17.1022
2020-03-03,16.8012
2020-03-04,17.3754
2020-03-05,16.6749
2020-03-06,16.4066
2020-03-07,16.4066
2020-03-08,16.4066
2020-03-09,15.0604
2020-03-10,16.25
2020-03-11,15.6589
2020-03-12,14.5384
2020-03-13,15.336
2020-03-14,15.336
2020-03-15,15.336
2020-03-16,12.4347
2020-03-17,12.5803
2020-03-18,11.5157
2020-03-19,12.1045
2020-03-20,11.6784
2020-03-21,11.6784
2020-03-22,11.6784
2020-03-23,11.8532
2020-03-24,12.8653
2020-03-25,13.6329
2020-03-26,14.1578
2020-03-27,14.0227
2020-03-28,14.0227
2020-03-29,14.0227
2020-03-30,14.2296
2020-03-31,13.9115
2020-04-01,13.2384
2020-04-02,13.5301
2020-04-03,13.4512
2020-04-04,13.4512
2020-04-05,13.4512
2020-04-06,14.2367
2020-04-07,14.4986
2020-04-08,14.9039
2020-04-09,15.0187
2020-04-10,15.0187
2020-04-11,15.0187
2020-04-12,15.0187
2020-04-13,15.0056
2020-04-14,15.4683
2020-04-15,14.9027
2020-04-16,14.6756
2020-04-17,15.2327
2020-04-18,15.2327
2020-04-19,15.2327
2020-04-20,14.9972
2020-04-21,14.6971
2020-04-22,14.9757
2020-04-23,14.9697
2020-04-24,15.43
2020-04-25,15.43
2020-04-26,15.43
2020-04-27,15.815
2020-04-28,16.0004
2020-04-29,16.316
2020-04-30,16.1474
2020-05-01,14.3628
2020-05-02,14.3628
2020-05-03,14.3628
2020-05-04,14.6795
2020-05-05,14.9864
2020-05-06,14.9283
2020-05-07,15.1804
2020-05-08,15.4336
2020-05-09,15.4336
2020-05-10,15.4336
2020-05-11,15.3416
2020-05-12,15.1059
2020-05-13,15.0171
2020-05-14,15.0127
2020-05-15,15.3843
2020-05-16,15.3843
2020-05-17,15.3843
2020-05-18,15.7076
2020-05-19,15.723
2020-05-20,15.737
2020-05-21,16.1371
2020-05-22,16.3136
2020-05-23,16.3136
2020-05-24,16.3136
2020-05-25,16.3136
2020-05-26,16.4604
2020-05-27,16.9449
2020-05-28,16.957
2020-05-29,17.2015
2020-05-30,17.2015
2020-05-31,17.2015
2020-06-01,17.0886
2020-06-02,17.3801
2020-06-03,17.4744
2020-06-04,17.0184
2020-06-05,17.2694
2020-06-06,17.2694
2020-06-07,17.2694
2020-06-08,17.2519
2020-06-09,17.116
2020-06-10,17.1741
2020-06-11,16.4988
2020-06-12,16.7301
2020-06-13,16.7301
2020-06-14,16.7301
2020-06-15,16.9143
2020-06-16,17.3538
2020-06-17,17.7824
2020-06-18,17.6618
2020-06-19,17.5829
2020-06-20,17.5829
2020-06-21,17.5829
2020-06-22,17.6805
2020-06-23,17.6322
2020-06-24,17.3801
2020-06-25,17.3571
2020-06-26,17.0984
2020-06-27,17.0984
2020-06-28,17.0984
2020-06-29,17.5489
2020-06-30,17.7243
2020-07-01,17.7802
2020-07-02,17.789
2020-07-03,17.789
2020-07-04,17.789
2020-07-05,17.789
2020-07-06,17.7945
2020-07-07,17.7133
2020-07-08,17.7934
2020-07-09,17.778
2020-07-10,17.9775
2020-07-11,17.9775
2020-07-12,17.9775
2020-07-13,17.881
2020-07-14,18.2658
2020-07-15,18.3929
2020-07-16,18.5606
2020-07-17,18.7404
2020-07-18,18.7404
