,PKG US Equity
2020-07-24,13.9786
2020-07-25,13.9786
2020-07-26,13.9786
2020-07-27,14.0639
2020-07-28,13.8853
2020-07-29,13.8841
2020-07-30,13.4589
2020-07-31,13.21
2020-08-01,13.21
2020-08-02,13.21
2020-08-03,13.1905
2020-08-04,13.1236
2020-08-05,13.1801
2020-08-06,13.0812
2020-08-07,13.1342
2020-08-08,13.1342
2020-08-09,13.1342
2020-08-10,13.3751
2020-08-11,13.6562
2020-08-12,13.5871
2020-08-13,13.5663
2020-08-14,13.6182
2020-08-15,13.6182
2020-08-16,13.6182
2020-08-17,13.5675
2020-08-18,13.4292
2020-08-19,13.4384
2020-08-20,13.2783
2020-08-21,13.1907
2020-08-22,13.1907
2020-08-23,13.1907
2020-08-24,13.6239
2020-08-25,13.5629
2020-08-26,13.6401
2020-08-27,13.8981
2020-08-28,13.9177
2020-08-29,13.9177
2020-08-30,13.9177
2020-08-31,13.799
2020-09-01,14.1424
2020-09-02,14.4788
2020-09-03,14.3417
2020-09-04,14.4109
2020-09-05,14.4109
2020-09-06,14.4109
2020-09-07,14.4109
2020-09-08,14.0571
2020-09-09,14.1758
2020-09-10,14.0606
2020-09-11,14.1873
2020-09-12,14.1873
2020-09-13,14.1873
2020-09-14,14.3394
2020-09-15,14.5238
2020-09-16,14.9247
2020-09-17,15.1494
2020-09-18,15.1701
2020-09-19,15.1701
2020-09-20,15.1701
2020-09-21,14.5814
2020-09-22,14.48
2020-09-23,14.1343
2020-09-24,14.1482
2020-09-25,14.7438
2020-09-26,14.7438
2020-09-27,14.7438
2020-09-28,14.9408
2020-09-29,14.6643
2020-09-30,15.5645
2020-10-01,15.392
2020-10-02,15.4869
2020-10-03,15.4869
2020-10-04,15.4869
2020-10-05,15.7973
2020-10-06,15.6089
2020-10-07,15.9242
2020-10-08,16.1509
2020-10-09,16.0388
2020-10-10,16.0388
2020-10-11,16.0388
2020-10-12,16.5082
2020-10-13,16.47
2020-10-14,16.4897
2020-10-15,16.7533
2020-10-16,16.863
2020-10-17,16.863
2020-10-18,16.863
2020-10-19,16.5759
2020-10-20,16.486
2020-10-21,16.6314
2020-10-22,16.6905
2020-10-23,16.8149
2020-10-24,16.8149
2020-10-25,16.8149
2020-10-26,16.3936
2020-10-27,16.1706
2020-10-28,15.9193
2020-10-29,16.2704
2020-10-30,16.2347
2020-10-31,16.2347
2020-11-01,16.2347
2020-11-02,16.6511
2020-11-03,17.3139
2020-11-04,16.7188
2020-11-05,17.2257
2020-11-06,17.3083
2020-11-07,17.3083
2020-11-08,17.3083
2020-11-09,17.7493
2020-11-10,18.1373
2020-11-11,17.8848
2020-11-12,17.7591
2020-11-13,18.1386
2020-11-14,18.1386
2020-11-15,18.1386
2020-11-16,18.6818
2020-11-17,18.8321
2020-11-18,18.3775
2020-11-19,18.1201
2020-11-20,18.1201
2020-11-21,18.1201
2020-11-22,18.1201
2020-11-23,18.3258
2020-11-24,18.7114
2020-11-25,18.3603
2020-11-26,18.3603
2020-11-27,18.486
2020-11-28,18.486
2020-11-29,18.486
2020-11-30,18.1447
2020-12-01,18.3837
2020-12-02,18.3886
2020-12-03,18.3344
2020-12-04,18.5352
2020-12-05,18.5352
2020-12-06,18.5352
2020-12-07,18.752
2020-12-08,19.0157
2020-12-09,18.9233
2020-12-10,18.8296
2020-12-11,18.8321
2020-12-12,18.8321
2020-12-13,18.8321
2020-12-14,18.3517
2020-12-15,18.6609
2020-12-16,18.8358
2020-12-17,18.8407
2020-12-18,18.7434
2020-12-19,18.7434
2020-12-20,18.7434
2020-12-21,18.6091
2020-12-22,18.6141
2020-12-23,18.8506
2020-12-24,18.8962
2020-12-25,18.8962
2020-12-26,18.8962
2020-12-27,18.8962
2020-12-28,18.9799
2020-12-29,18.8432
2020-12-30,19.0649
2020-12-31,20.2944
2021-01-01,20.2944
2021-01-02,20.2944
2021-01-03,20.2944
2021-01-04,20.0114
2021-01-05,20.1948
2021-01-06,21.1601
2021-01-07,21.2165
2021-01-08,21.1942
2021-01-09,21.1942
2021-01-10,21.1942
2021-01-11,21.3317
2021-01-12,21.5151
2021-01-13,21.0462
2021-01-14,20.9611
2021-01-15,20.8995
2021-01-16,20.8995
2021-01-17,20.8995
2021-01-18,20.8995
2021-01-19,20.5262
2021-01-20,20.6297
2021-01-21,20.6402
2021-01-22,20.6205
2021-01-23,20.6205
2021-01-24,20.6205
2021-01-25,20.6886
2021-01-26,20.5472
2021-01-27,20.0272
2021-01-28,19.4823
2021-01-29,19.8425
2021-01-30,19.8425
2021-01-31,19.8425
2021-02-01,19.8674
2021-02-02,19.9866
2021-02-03,19.997
2021-02-04,19.5635
2021-02-05,19.6905
2021-02-06,19.6905
2021-02-07,19.6905
2021-02-08,19.6552
2021-02-09,19.5124
2021-02-10,19.7547
2021-02-11,19.4115
2021-02-12,19.6748
2021-02-13,19.6748
2021-02-14,19.6748
2021-02-15,19.6748
2021-02-16,19.6565
2021-02-17,19.7063
2021-02-18,19.6093
2021-02-19,19.7927
2021-02-20,19.7927
2021-02-21,19.7927
2021-02-22,19.8241
2021-02-23,19.722
2021-02-24,19.7076
2021-02-25,19.7254
2021-02-26,19.5224
2021-02-27,19.5224
2021-02-28,19.5224
2021-03-01,20.0293
2021-03-02,20.0974
2021-03-03,20.1105
2021-03-04,19.8092
2021-03-05,19.9062
2021-03-06,19.9062
2021-03-07,19.9062
2021-03-08,20.362
2021-03-09,20.5676
2021-03-10,20.6763
2021-03-11,20.5624
2021-03-12,20.2035
2021-03-13,20.2035
2021-03-14,20.2035
2021-03-15,19.8787
2021-03-16,19.7163
2021-03-17,19.897
2021-03-18,19.7804
2021-03-19,19.4217
2021-03-20,19.4217
2021-03-21,19.4217
2021-03-22,19.3469
2021-03-23,19.1475
2021-03-24,19.2734
2021-03-25,19.7851
2021-03-26,20.0121
2021-03-27,20.0121
2021-03-28,20.0121
2021-03-29,20.0541
2021-03-30,20.003
2021-03-31,19.088
2021-04-01,19.2255
2021-04-02,19.2255
2021-04-03,19.2255
2021-04-04,19.2255
2021-04-05,19.4639
2021-04-06,19.7161
2021-04-07,19.5383
2021-04-08,19.31
2021-04-09,19.5118
2021-04-10,19.5118
2021-04-11,19.5118
2021-04-12,19.6707
2021-04-13,19.4462
2021-04-14,19.4765
2021-04-15,19.7275
2021-04-16,19.8296
2021-04-17,19.8296
2021-04-18,19.8296
2021-04-19,19.9255
2021-04-20,19.8864
2021-04-21,20.068
2021-04-22,19.8712
2021-04-23,20.0781
2021-04-24,20.0781
2021-04-25,20.0781
2021-04-26,20.1815
2021-04-27,20.3858
2021-04-28,20.4615
2021-04-29,21.0467
2021-04-30,20.749
2021-05-01,20.749
2021-05-02,20.749
2021-05-03,20.9786
2021-05-04,21.2825
2021-05-05,21.3188
2021-05-06,21.4538
2021-05-07,21.4437
2021-05-08,21.4437
2021-05-09,21.4437
2021-05-10,21.6203
2021-05-11,21.6568
2021-05-12,21.2419
2021-05-13,21.6821
2021-05-14,21.5812
2021-05-15,21.5812
2021-05-16,21.5812
2021-05-17,21.6922
2021-05-18,21.3239
2021-05-19,21.1423
2021-05-20,20.9682
2021-05-21,21.0653
2021-05-22,21.0653
2021-05-23,21.0653
2021-05-24,21.2343
2021-05-25,20.943
2021-05-26,20.885
2021-05-27,20.9682
2021-05-28,20.8749
2021-05-29,20.8749
2021-05-30,20.8749
2021-05-31,20.8749
2021-06-01,21.0187
2021-06-02,20.5962
2021-06-03,20.5508
2021-06-04,20.6365
2021-06-05,20.6365
2021-06-06,20.6365
2021-06-07,20.3288
2021-06-08,20.3225
2021-06-09,20.161
2021-06-10,20.1144
2021-06-11,20.2695
2021-06-12,20.2695
2021-06-13,20.2695
2021-06-14,19.6402
2021-06-15,19.7764
2021-06-16,19.6099
2021-06-17,19.0033
2021-06-18,18.8696
2021-06-19,18.8696
2021-06-20,18.8696
2021-06-21,19.195
2021-06-22,19.1937
2021-06-23,19.1029
2021-06-24,19.002
2021-06-25,19.1861
2021-06-26,19.1861
2021-06-27,19.1861
2021-06-28,19.2278
2021-06-29,19.1622
2021-06-30,15.5376
2021-07-01,15.6518
2021-07-02,15.663
2021-07-03,15.663
2021-07-04,15.663
2021-07-05,15.663
2021-07-06,15.5682
2021-07-07,15.7619
2021-07-08,15.61
2021-07-09,15.8649
2021-07-10,15.8649
2021-07-11,15.8649
2021-07-12,15.8934
2021-07-13,15.7487
2021-07-14,15.715
2021-07-15,15.6702
2021-07-16,15.4866
2021-07-17,15.4866
2021-07-18,15.4866
2021-07-19,15.2083
2021-07-20,15.2481
2021-07-21,15.2725
2021-07-22,15.14
2021-07-23,15.3551
2021-07-24,15.3551
2021-07-25,15.3551
2021-07-26,15.451
2021-07-27,15.8098
2021-07-28,15.8965
2021-07-29,16.027
2021-07-30,16.1575
2021-07-31,16.1575
2021-08-01,16.1575
2021-08-02,15.9302
2021-08-03,16.026
2021-08-04,15.8751
2021-08-05,15.8554
2021-08-06,16.0624
2021-08-07,16.0624
2021-08-08,16.0624
2021-08-09,16.2735
2021-08-10,16.4182
2021-08-11,16.5763
2021-08-12,16.561
2021-08-13,16.6589
2021-08-14,16.6589
2021-08-15,16.6589
2021-08-16,16.6252
2021-08-17,16.5824
2021-08-18,16.5192
2021-08-19,16.5233
2021-08-20,16.8505
2021-08-21,16.8505
2021-08-22,16.8505
2021-08-23,16.716
2021-08-24,16.8047
2021-08-25,17.0157
2021-08-26,16.9627
2021-08-27,17.1656
2021-08-28,17.1656
2021-08-29,17.1656
2021-08-30,17.1411
2021-08-31,17.1972
2021-09-01,17.4256
2021-09-02,17.3613
2021-09-03,17.2736
2021-09-04,17.2736
2021-09-05,17.2736
2021-09-06,17.2736
2021-09-07,17.187
2021-09-08,17.1951
2021-09-09,17.1982
2021-09-10,17.2094
2021-09-11,17.2094
2021-09-12,17.2094
2021-09-13,17.1951
2021-09-14,16.8485
2021-09-15,16.6201
2021-09-16,16.3826
2021-09-17,16.1083
2021-09-18,16.1083
2021-09-19,16.1083
2021-09-20,15.9758
2021-09-21,15.8024
2021-09-22,16.0797
2021-09-23,16.2786
2021-09-24,16.195
2021-09-25,16.195
2021-09-26,16.195
2021-09-27,16.3744
2021-09-28,16.2113
2021-09-29,16.145
2021-09-30,13.6088
2021-10-01,13.7599
2021-10-02,13.7599
2021-10-03,13.7599
2021-10-04,13.782
2021-10-05,13.987
2021-10-06,13.9419
2021-10-07,14.0709
2021-10-08,13.7581
2021-10-09,13.7581
2021-10-10,13.7581
2021-10-11,13.6662
2021-10-12,13.7935
2021-10-13,13.5911
2021-10-14,13.7563
2021-10-15,13.2792
2021-10-16,13.2792
2021-10-17,13.2792
2021-10-18,13.3154
2021-10-19,13.2041
2021-10-20,13.4409
2021-10-21,13.3711
2021-10-22,13.3039
2021-10-23,13.3039
2021-10-24,13.3039
2021-10-25,13.2977
2021-10-26,13.4842
2021-10-27,13.4285
2021-10-28,13.7289
2021-10-29,13.6026
2021-10-30,13.6026
2021-10-31,13.6026
2021-11-01,13.4329
2021-11-02,13.2792
2021-11-03,13.4267
2021-11-04,13.34
2021-11-05,13.4266
2021-11-06,13.4266
2021-11-07,13.4266
2021-11-08,13.3373
2021-11-09,13.3214
2021-11-10,13.4327
2021-11-11,13.4018
2021-11-12,13.4009
2021-11-13,13.4009
2021-11-14,13.4009
2021-11-15,13.3771
2021-11-16,13.3541
2021-11-17,13.3568
2021-11-18,13.1818
2021-11-19,13.2242
2021-11-20,13.2242
2021-11-21,13.2242
2021-11-22,13.3347
2021-11-23,13.3665
2021-11-24,13.1385
2021-11-25,13.1385
2021-11-26,13.2666
2021-11-27,13.2666
2021-11-28,13.2666
2021-11-29,13.2781
2021-11-30,13.0033
2021-12-01,12.9079
2021-12-02,13.1208
2021-12-03,13.2348
2021-12-04,13.2348
2021-12-05,13.2348
2021-12-06,13.4981
2021-12-07,13.4248
2021-12-08,13.1482
2021-12-09,12.8822
2021-12-10,12.7895
2021-12-11,12.7895
2021-12-12,12.7895
2021-12-13,12.9971
2021-12-14,13.0068
2021-12-15,13.1076
2021-12-16,13.3488
2021-12-17,12.9538
2021-12-18,12.9538
2021-12-19,12.9538
2021-12-20,12.8681
2021-12-21,13.0157
2021-12-22,13.0386
2021-12-23,13.066
2021-12-24,13.066
2021-12-25,13.066
2021-12-26,13.066
2021-12-27,13.2163
2021-12-28,13.2587
2021-12-29,13.3585
2021-12-30,13.3638
2021-12-31,12.003
2022-01-01,12.003
2022-01-02,12.003
2022-01-03,11.8851
2022-01-04,12.1468
2022-01-05,12.2195
2022-01-06,12.0657
2022-01-07,12.1331
2022-01-08,12.1331
2022-01-09,12.1331
2022-01-10,11.9892
2022-01-11,11.9846
2022-01-12,11.8385
2022-01-13,12.0795
2022-01-14,12.0917
2022-01-15,12.0917
2022-01-16,12.0917
2022-01-17,12.0917
2022-01-18,11.8652
2022-01-19,12.0772
2022-01-20,11.9318
2022-01-21,11.8782
2022-01-22,11.8782
2022-01-23,11.8782
2022-01-24,12.0351
2022-01-25,11.9173
2022-01-26,11.7925
2022-01-27,12.5646
2022-01-28,12.7223
2022-01-29,12.7223
2022-01-30,12.7223
2022-01-31,13.111
2022-02-01,13.0214
2022-02-02,12.8531
2022-02-03,12.9235
2022-02-04,12.808
2022-02-05,12.808
2022-02-06,12.808
2022-02-07,12.9396
2022-02-08,13.101
2022-02-09,13.1439
2022-02-10,12.9641
2022-02-11,12.8937
2022-02-12,12.8937
2022-02-13,12.8937
2022-02-14,12.8347
2022-02-15,12.9151
2022-02-16,12.9472
2022-02-17,12.9503
2022-02-18,12.9457
2022-02-19,12.9457
2022-02-20,12.9457
2022-02-21,12.9457
2022-02-22,12.9908
2022-02-23,12.7001
2022-02-24,12.5846
2022-02-25,12.8581
2022-02-26,12.8581
2022-02-27,12.8581
2022-02-28,12.675
2022-03-01,12.3683
2022-03-02,12.6818
2022-03-03,12.785
2022-03-04,12.8573
2022-03-05,12.8573
2022-03-06,12.8573
2022-03-07,12.5228
2022-03-08,12.1935
2022-03-09,12.7097
2022-03-10,12.8121
2022-03-11,12.8679
2022-03-12,12.8679
2022-03-13,12.8679
2022-03-14,12.9568
2022-03-15,13.0638
2022-03-16,13.2891
2022-03-17,13.3584
2022-03-18,13.3742
2022-03-19,13.3742
2022-03-20,13.3742
2022-03-21,13.3637
2022-03-22,13.1474
2022-03-23,13.0992
2022-03-24,13.1097
2022-03-25,13.37
2022-03-26,13.37
2022-03-27,13.37
2022-03-28,13.2983
2022-03-29,13.3896
2022-03-30,13.4258
2022-03-31,12.2154
2022-04-01,12.1912
2022-04-02,12.1912
2022-04-03,12.1912
2022-04-04,12.1499
2022-04-05,12.0755
2022-04-06,11.9631
2022-04-07,11.8839
2022-04-08,12.0245
2022-04-09,12.0245
2022-04-10,12.0245
2022-04-11,12.1327
2022-04-12,12.2746
2022-04-13,12.4552
2022-04-14,12.6916
2022-04-15,12.6916
2022-04-16,12.6916
2022-04-17,12.6916
2022-04-18,12.5379
2022-04-19,12.755
2022-04-20,12.9638
2022-04-21,12.899
2022-04-22,12.5648
2022-04-23,12.5648
2022-04-24,12.5648
2022-04-25,12.6413
2022-04-26,12.4449
2022-04-27,12.5972
2022-04-28,12.6799
2022-04-29,12.5641
2022-04-30,12.5641
2022-05-01,12.5641
2022-05-02,12.4883
2022-05-03,12.5999
2022-05-04,12.8701
2022-05-05,12.6933
2022-05-06,12.6534
2022-05-07,12.6534
2022-05-08,12.6534
2022-05-09,12.5369
2022-05-10,12.4983
2022-05-11,12.4025
2022-05-12,12.2426
2022-05-13,12.1661
2022-05-14,12.1661
2022-05-15,12.1661
2022-05-16,12.1758
2022-05-17,12.3963
2022-05-18,11.8643
2022-05-19,11.8277
2022-05-20,11.7292
2022-05-21,11.7292
2022-05-22,11.7292
2022-05-23,11.9966
2022-05-24,11.9125
2022-05-25,12.0242
2022-05-26,12.2357
2022-05-27,12.4763
2022-05-28,12.4763
2022-05-29,12.4763
2022-05-30,12.4763
2022-05-31,12.2957
2022-06-01,12.3088
2022-06-02,12.4618
2022-06-03,12.4225
2022-06-04,12.4225
2022-06-05,12.4225
2022-06-06,12.541
2022-06-07,12.6417
2022-06-08,12.457
2022-06-09,12.2185
2022-06-10,11.8973
2022-06-11,11.8973
2022-06-12,11.8973
2022-06-13,11.3577
2022-06-14,11.6031
2022-06-15,11.6031
2022-06-16,11.2047
2022-06-17,11.0827
2022-06-18,11.0827
2022-06-19,11.0827
2022-06-20,11.0827
2022-06-21,11.071
2022-06-22,10.8705
2022-06-23,10.8153
2022-06-24,11.1461
2022-06-25,11.1461
2022-06-26,11.1461
2022-06-27,11.2213
2022-06-28,11.0324
2022-06-29,11.0304
2022-06-30,10.0212
2022-07-01,10.1003
2022-07-02,10.1003
2022-07-03,10.1003
2022-07-04,10.1003
2022-07-05,9.9997
2022-07-06,10.0832
2022-07-07,10.28
2022-07-08,10.1674
2022-07-09,10.1674
2022-07-10,10.1674
2022-07-11,10.0421
2022-07-12,10.0611
2022-07-13,9.9896
2022-07-14,9.8909
2022-07-15,9.9136
2022-07-16,9.9136
2022-07-17,9.9136
2022-07-18,9.8181
2022-07-19,10.0706
2022-07-20,10.118
2022-07-21,10.2977
2022-07-22,10.2806
2022-07-23,10.2806
2022-07-24,10.2806
2022-07-25,10.4268
2022-07-26,9.9851
2022-07-27,10.137
2022-07-28,10.1895
2022-07-29,10.218
2022-07-30,10.218
2022-07-31,10.218
2022-08-01,10.106
2022-08-02,10.0598
2022-08-03,10.1256
2022-08-04,10.04
2022-08-05,9.8805
2022-08-06,9.8805
2022-08-07,9.8805
2022-08-08,10.0546
2022-08-09,10.116
2022-08-10,10.2578
2022-08-11,10.3135
2022-08-12,10.4312
2022-08-13,10.4312
2022-08-14,10.4312
2022-08-15,10.3932
2022-08-16,10.5477
2022-08-17,10.4673
2022-08-18,10.5085
2022-08-19,10.3837
2022-08-20,10.3837
2022-08-21,10.3837
2022-08-22,10.209
2022-08-23,10.2546
2022-08-24,10.1805
2022-08-25,10.4084
2022-08-26,10.116
2022-08-27,10.116
2022-08-28,10.116
2022-08-29,10.0482
2022-08-30,10.1293
2022-08-31,9.9881
2022-09-01,9.9602
2022-09-02,9.9368
2022-09-03,9.9368
2022-09-04,9.9368
2022-09-05,9.9368
2022-09-06,9.9413
2022-09-07,10.1324
2022-09-08,10.1521
2022-09-09,10.1565
2022-09-10,10.1565
2022-09-11,10.1565
2022-09-12,10.3147
2022-09-13,10.0425
2022-09-14,9.6811
2022-09-15,9.7197
2022-09-16,8.7948
2022-09-17,8.7948
2022-09-18,8.7948
2022-09-19,9.1765
2022-09-20,8.8796
2022-09-21,8.7967
2022-09-22,8.6562
2022-09-23,8.5353
2022-09-24,8.5353
2022-09-25,8.5353
2022-09-26,8.4688
2022-09-27,8.4922
2022-09-28,8.6518
2022-09-29,8.5511
2022-09-30,8.4073
2022-10-01,8.4073
2022-10-02,8.4073
2022-10-03,8.578
2022-10-04,8.7758
2022-10-05,8.7286
2022-10-06,8.636
2022-10-07,8.4968
2022-10-08,8.4968
2022-10-09,8.4968
2022-10-10,8.5245
2022-10-11,8.5415
2022-10-12,8.4848
2022-10-13,8.6278
2022-10-14,8.4968
2022-10-15,8.4968
2022-10-16,8.4968
2022-10-17,8.6372
2022-10-18,8.6851
2022-10-19,8.5402
2022-10-20,8.4439
2022-10-21,8.7002
2022-10-22,8.7002
2022-10-23,8.7002
2022-10-24,8.6587
2022-10-25,8.6366
2022-10-26,8.6637
2022-10-27,8.8457
2022-10-28,8.937
2022-10-29,8.937
2022-10-30,8.937
2022-10-31,8.9062
2022-11-01,8.9301
2022-11-02,8.801
2022-11-03,8.8722
2022-11-04,9.0756
2022-11-05,9.0756
2022-11-06,9.0756
2022-11-07,8.958
2022-11-08,8.8959
2022-11-09,8.7964
2022-11-10,9.1116
2022-11-11,9.3846
2022-11-12,9.3846
2022-11-13,9.3846
2022-11-14,9.402
2022-11-15,9.4287
2022-11-16,9.4094
2022-11-17,9.3852
2022-11-18,9.3578
2022-11-19,9.3578
2022-11-20,9.3578
2022-11-21,9.5008
2022-11-22,9.6239
2022-11-23,9.6258
2022-11-24,9.6258
2022-11-25,9.6022
2022-11-26,9.6022
2022-11-27,9.6022
2022-11-28,9.4237
2022-11-29,9.5848
2022-11-30,9.7837
2022-12-01,9.8005
2022-12-02,9.9037
2022-12-03,9.9037
2022-12-04,9.9037
2022-12-05,9.7644
2022-12-06,9.7178
2022-12-07,9.7408
2022-12-08,9.7881
2022-12-09,9.7352
2022-12-10,9.7352
2022-12-11,9.7352
2022-12-12,9.8608
2022-12-13,9.8216
2022-12-14,9.7489
2022-12-15,9.5966
2022-12-16,9.4536
2022-12-17,9.4536
2022-12-18,9.4536
2022-12-19,9.3311
2022-12-20,9.2863
2022-12-21,9.3199
2022-12-22,9.2565
2022-12-23,9.3367
2022-12-24,9.3367
2022-12-25,9.3367
2022-12-26,9.3367
2022-12-27,9.3902
2022-12-28,9.2316
2022-12-29,9.3323
2022-12-30,9.9663
2022-12-31,9.9663
2023-01-01,9.9663
2023-01-02,9.9663
2023-01-03,10.0412
2023-01-04,10.1545
2023-01-05,10.0946
2023-01-06,10.245
2023-01-07,10.245
2023-01-08,10.245
2023-01-09,10.2639
2023-01-10,10.2802
2023-01-11,10.3356
2023-01-12,10.4912
2023-01-13,10.4541
2023-01-14,10.4541
2023-01-15,10.4541
2023-01-16,10.4541
2023-01-17,10.3304
2023-01-18,10.1617
2023-01-19,10.0874
2023-01-20,10.2639
2023-01-21,10.2639
2023-01-22,10.2639
2023-01-23,10.2359
2023-01-24,10.1044
2023-01-25,10.047
2023-01-26,10.6638
2023-01-27,10.6502
2023-01-28,10.6502
2023-01-29,10.6502
2023-01-30,10.6684
2023-01-31,10.9296
2023-02-01,10.8938
2023-02-02,11.0853
2023-02-03,11.0416
2023-02-04,11.0416
2023-02-05,11.0416
2023-02-06,10.9224
2023-02-07,10.9739
2023-02-08,10.8716
2023-02-09,10.7602
2023-02-10,10.7485
2023-02-11,10.7485
2023-02-12,10.7485
2023-02-13,10.8892
2023-02-14,10.925
2023-02-15,10.9231
2023-02-16,10.8501
2023-02-17,10.8195
2023-02-18,10.8195
2023-02-19,10.8195
2023-02-20,10.8195
2023-02-21,10.374
2023-02-22,10.4098
2023-02-23,10.3096
2023-02-24,10.3349
2023-02-25,10.3349
2023-02-26,10.3349
2023-02-27,10.2762
2023-02-28,10.2667
2023-03-01,10.3917
2023-03-02,10.5375
2023-03-03,10.6215
2023-03-04,10.6215
2023-03-05,10.6215
2023-03-06,10.3323
2023-03-07,10.3014
2023-03-08,10.3519
2023-03-09,10.196
2023-03-10,9.9952
2023-03-11,9.9952
2023-03-12,9.9952
2023-03-13,9.886
2023-03-14,9.9277
2023-03-15,9.7477
2023-03-16,9.79
2023-03-17,9.6732
2023-03-18,9.6732
