,SPB US Equity
2020-08-14,141.8868
2020-08-15,141.8868
2020-08-16,141.8868
2020-08-17,140.8761
2020-08-18,141.811
2020-08-19,141.5583
2020-08-20,142.1521
2020-08-21,141.7352
2020-08-22,141.7352
2020-08-23,141.7352
2020-08-24,144.6661
2020-08-25,144.704
2020-08-26,143.5165
2020-08-27,143.327
2020-08-28,143.9586
2020-08-29,143.9586
2020-08-30,143.9586
2020-08-31,143.7565
2020-09-01,144.5145
2020-09-02,144.8051
2020-09-03,143.5923
2020-09-04,144.0092
2020-09-05,144.0092
2020-09-06,144.0092
2020-09-07,144.0092
2020-09-08,143.1754
2020-09-09,145.2599
2020-09-10,143.706
2020-09-11,142.7711
2020-09-12,142.7711
2020-09-13,142.7711
2020-09-14,143.2512
2020-09-15,141.7226
2020-09-16,141.8615
2020-09-17,140.4719
2020-09-18,140.2192
2020-09-19,140.2192
2020-09-20,140.2192
2020-09-21,139.2085
2020-09-22,140.5982
2020-09-23,140.4213
2020-09-24,140.5729
2020-09-25,139.9539
2020-09-26,139.9539
2020-09-27,139.9539
2020-09-28,140.8382
2020-09-29,139.8276
2020-09-30,30.8053
2020-10-01,31.2391
2020-10-02,31.2567
2020-10-03,31.2567
2020-10-04,31.2567
2020-10-05,31.538
2020-10-06,31.6172
2020-10-07,31.8253
2020-10-08,32.1272
2020-10-09,32.2649
2020-10-10,32.2649
2020-10-11,32.2649
2020-10-12,32.7808
2020-10-13,32.218
2020-10-14,32.303
2020-10-15,32.3118
2020-10-16,32.3617
2020-10-17,32.3617
2020-10-18,32.3617
2020-10-19,32.1477
2020-10-20,31.8751
2020-10-21,31.7842
2020-10-22,32.0275
2020-10-23,31.7989
2020-10-24,31.7989
2020-10-25,31.7989
2020-10-26,31.5967
2020-10-27,31.5556
2020-10-28,30.8493
2020-10-29,30.9079
2020-10-30,30.7203
2020-10-31,30.7203
2020-11-01,30.7203
2020-11-02,31.5761
2020-11-03,31.9191
2020-11-04,31.9865
2020-11-05,32.6137
2020-11-06,32.6899
2020-11-07,32.6899
2020-11-08,32.6899
2020-11-09,31.9015
2020-11-10,32.1653
2020-11-11,32.7134
2020-11-12,32.6694
2020-11-13,33.2703
2020-11-14,33.2703
2020-11-15,33.2703
2020-11-16,33.0915
2020-11-17,33.2322
2020-11-18,33.1851
2020-11-19,33.3406
2020-11-20,33.1441
2020-11-21,33.1441
2020-11-22,33.1441
2020-11-23,33.3904
2020-11-24,34.1735
2020-11-25,34.062
2020-11-26,34.062
2020-11-27,33.8303
2020-11-28,33.8303
2020-11-29,33.8303
2020-11-30,33.6514
2020-12-01,33.5517
2020-12-02,33.1206
2020-12-03,33.6808
2020-12-04,33.8919
2020-12-05,33.8919
2020-12-06,33.8919
2020-12-07,33.5752
2020-12-08,33.7599
2020-12-09,34.2673
2020-12-10,34.3553
2020-12-11,34.5283
2020-12-12,34.5283
2020-12-13,34.5283
2020-12-14,34.4169
2020-12-15,34.9419
2020-12-16,35.5372
2020-12-17,35.6574
2020-12-18,35.6604
2020-12-19,35.6604
2020-12-20,35.6604
2020-12-21,35.8363
2020-12-22,35.8481
2020-12-23,36.1238
2020-12-24,36.4346
2020-12-25,36.4346
2020-12-26,36.4346
2020-12-27,36.4346
2020-12-28,36.81
2020-12-29,36.5285
2020-12-30,36.6956
2020-12-31,26.5336
2021-01-01,26.5336
2021-01-02,26.5336
2021-01-03,26.5336
2021-01-04,26.3602
2021-01-05,26.5435
2021-01-06,26.7977
2021-01-07,26.6499
2021-01-08,26.9455
2021-01-09,26.9455
2021-01-10,26.9455
2021-01-11,27.117
2021-01-12,26.9475
2021-01-13,27.2076
2021-01-14,26.8332
2021-01-15,26.8962
2021-01-16,26.8962
2021-01-17,26.8962
2021-01-18,26.8962
2021-01-19,27.0815
2021-01-20,26.8273
2021-01-21,26.5632
2021-01-22,26.4035
2021-01-23,26.4035
2021-01-24,26.4035
2021-01-25,26.3917
2021-01-26,26.0448
2021-01-27,25.9266
2021-01-28,26.1927
2021-01-29,25.8616
2021-01-30,25.8616
2021-01-31,25.8616
2021-02-01,26.2152
2021-02-02,26.3848
2021-02-03,26.4101
2021-02-04,26.7201
2021-02-05,27.1062
2021-02-06,27.1062
2021-02-07,27.1062
2021-02-08,27.2173
2021-02-09,26.999
2021-02-10,26.9853
2021-02-11,27.1354
2021-02-12,27.2524
2021-02-13,27.2524
2021-02-14,27.2524
2021-02-15,27.2524
2021-02-16,27.4318
2021-02-17,27.3109
2021-02-18,27.0185
2021-02-19,27.075
2021-02-20,27.075
2021-02-21,27.075
2021-02-22,27.0458
2021-02-23,26.7494
2021-02-24,26.7045
2021-02-25,26.1996
2021-02-26,26.0884
2021-02-27,26.0884
2021-02-28,26.0884
2021-03-01,26.5993
2021-03-02,26.7377
2021-03-03,26.6499
2021-03-04,26.1021
2021-03-05,26.763
2021-03-06,26.763
2021-03-07,26.763
2021-03-08,26.9951
2021-03-09,27.1198
2021-03-10,27.617
2021-03-11,27.5995
2021-03-12,27.465
2021-03-13,27.465
2021-03-14,27.465
2021-03-15,27.5546
2021-03-16,27.541
2021-03-17,27.7535
2021-03-18,27.5078
2021-03-19,27.9153
2021-03-20,27.9153
2021-03-21,27.9153
2021-03-22,27.5683
2021-03-23,26.8547
2021-03-24,26.8293
2021-03-25,27.1491
2021-03-26,27.3714
2021-03-27,27.3714
2021-03-28,27.3714
2021-03-29,27.2056
2021-03-30,27.5878
2021-03-31,27.541
2021-04-01,31.0201
2021-04-02,31.0201
2021-04-03,31.0201
2021-04-04,31.0201
2021-04-05,31.2569
2021-04-06,31.611
2021-04-07,31.5567
2021-04-08,31.7609
2021-04-09,31.8891
2021-04-10,31.8891
2021-04-11,31.8891
2021-04-12,32.1584
2021-04-13,31.6935
2021-04-14,31.6284
2021-04-15,31.7392
2021-04-16,31.5284
2021-04-17,31.5284
2021-04-18,31.5284
2021-04-19,31.5284
2021-04-20,31.1157
2021-04-21,31.4546
2021-04-22,31.2895
2021-04-23,31.4329
2021-04-24,31.4329
2021-04-25,31.4329
2021-04-26,31.561
2021-04-27,31.5806
2021-04-28,31.6371
2021-04-29,31.737
2021-04-30,31.372
2021-05-01,31.372
2021-05-02,31.372
2021-05-03,31.4524
2021-05-04,31.3547
2021-05-05,31.4046
2021-05-06,32.1172
2021-05-07,32.8026
2021-05-08,32.8026
2021-05-09,32.8026
2021-05-10,32.8526
2021-05-11,32.2877
2021-05-12,31.801
2021-05-13,32.292
2021-05-14,32.2725
2021-05-15,32.2725
2021-05-16,32.2725
2021-05-17,32.2681
2021-05-18,31.8596
2021-05-19,31.9118
2021-05-20,31.7684
2021-05-21,31.8227
2021-05-22,31.8227
2021-05-23,31.8227
2021-05-24,31.8444
2021-05-25,31.4208
2021-05-26,31.7836
2021-05-27,31.562
2021-05-28,31.5381
2021-05-29,31.5381
2021-05-30,31.5381
2021-05-31,31.5381
2021-06-01,31.562
2021-06-02,31.1513
2021-06-03,31.2187
2021-06-04,30.9623
2021-06-05,30.9623
2021-06-06,30.9623
2021-06-07,30.9015
2021-06-08,31.3947
2021-06-09,31.0384
2021-06-10,30.9384
2021-06-11,31.0058
2021-06-12,31.0058
2021-06-13,31.0058
2021-06-14,30.7211
2021-06-15,30.7277
2021-06-16,30.6429
2021-06-17,30.1106
2021-06-18,29.9998
2021-06-19,29.9998
2021-06-20,29.9998
2021-06-21,30.136
2021-06-22,30.1728
2021-06-23,30.0146
2021-06-24,30.3115
2021-06-25,30.7383
2021-06-26,30.7383
2021-06-27,30.7383
2021-06-28,30.669
2021-06-29,30.5542
2021-06-30,30.6517
2021-07-01,30.3539
2021-07-02,47.675
2021-07-03,47.675
2021-07-04,47.675
2021-07-05,47.675
2021-07-06,47.2212
2021-07-07,47.004
2021-07-08,46.3103
2021-07-09,46.9197
2021-07-10,46.9197
2021-07-11,46.9197
2021-07-12,46.829
2021-07-13,46.1774
2021-07-14,46.333
2021-07-15,46.9197
2021-07-16,47.808
2021-07-17,47.808
2021-07-18,47.808
2021-07-19,46.7025
2021-07-20,47.3833
2021-07-21,47.5843
2021-07-22,47.795
2021-07-23,48.3915
2021-07-24,48.3915
2021-07-25,48.3915
2021-07-26,48.6346
2021-07-27,48.7092
2021-07-28,48.4142
2021-07-29,48.8583
2021-07-30,48.6314
2021-07-31,48.6314
2021-08-01,48.6314
2021-08-02,47.9409
2021-08-03,48.1159
2021-08-04,47.299
2021-08-05,47.2569
2021-08-06,46.2681
2021-08-07,46.2681
2021-08-08,46.2681
2021-08-09,46.6907
2021-08-10,46.833
2021-08-11,46.6875
2021-08-12,46.2671
2021-08-13,46.0439
2021-08-14,46.0439
2021-08-15,46.0439
2021-08-16,46.0245
2021-08-17,46.0892
2021-08-18,45.7367
2021-08-19,45.0608
2021-08-20,45.3713
2021-08-21,45.3713
2021-08-22,45.3713
2021-08-23,45.4715
2021-08-24,45.934
2021-08-25,46.2444
2021-08-26,45.7723
2021-08-27,46.4417
2021-08-28,46.4417
2021-08-29,46.4417
2021-08-30,45.8887
2021-08-31,45.5589
2021-09-01,45.6623
2021-09-02,45.7205
2021-09-03,45.7723
2021-09-04,45.7723
2021-09-05,45.7723
2021-09-06,45.7723
2021-09-07,45.8693
2021-09-08,50.4162
2021-09-09,49.5819
2021-09-10,50.1737
2021-09-11,50.1737
2021-09-12,50.1737
2021-09-13,50.8851
2021-09-14,50.6846
2021-09-15,50.9886
2021-09-16,50.6296
2021-09-17,50.5908
2021-09-18,50.5908
2021-09-19,50.5908
2021-09-20,50.0572
2021-09-21,49.9538
2021-09-22,50.3095
2021-09-23,50.7558
2021-09-24,50.9854
2021-09-25,50.9854
2021-09-26,50.9854
2021-09-27,51.118
2021-09-28,51.2894
2021-09-29,51.5448
2021-09-30,66.5554
2021-10-01,67.6032
2021-10-02,67.6032
2021-10-03,67.6032
2021-10-04,67.5155
2021-10-05,67.2963
2021-10-06,66.5773
2021-10-07,66.7439
2021-10-08,66.3581
2021-10-09,66.3581
2021-10-10,66.3581
2021-10-11,66.3625
2021-10-12,66.5905
2021-10-13,66.0468
2021-10-14,67.3577
2021-10-15,66.9631
2021-10-16,66.9631
2021-10-17,66.9631
2021-10-18,66.3844
2021-10-19,65.9548
2021-10-20,66.0381
2021-10-21,66.3274
2021-10-22,66.3757
2021-10-23,66.3757
2021-10-24,66.3757
2021-10-25,66.0644
2021-10-26,65.8101
2021-10-27,64.885
2021-10-28,66.06
2021-10-29,65.7136
2021-10-30,65.7136
2021-10-31,65.7136
2021-11-01,65.7663
2021-11-02,66.2178
2021-11-03,66.8667
2021-11-04,66.2792
2021-11-05,67.0289
2021-11-06,67.0289
2021-11-07,67.0289
2021-11-08,67.0508
2021-11-09,67.0289
2021-11-10,65.9372
2021-11-11,65.8539
2021-11-12,69.6462
2021-11-13,69.6462
2021-11-14,69.6462
2021-11-15,70.545
2021-11-16,70.2644
2021-11-17,70.979
2021-11-18,70.865
2021-11-19,70.6809
2021-11-20,70.6809
2021-11-21,70.6809
2021-11-22,71.2464
2021-11-23,69.633
2021-11-24,69.0725
2021-11-25,69.0725
2021-11-26,68.1043
2021-11-27,68.1043
2021-11-28,68.1043
2021-11-29,67.9981
2021-11-30,67.1191
2021-12-01,66.8643
2021-12-02,67.531
2021-12-03,66.652
2021-12-04,66.652
2021-12-05,66.652
2021-12-06,67.0639
2021-12-07,66.6605
2021-12-08,67.0172
2021-12-09,66.1509
2021-12-10,66.0575
2021-12-11,66.0575
2021-12-12,66.0575
2021-12-13,65.6329
2021-12-14,65.2932
2021-12-15,65.807
2021-12-16,66.0533
2021-12-17,65.5989
2021-12-18,65.5989
2021-12-19,65.5989
2021-12-20,65.0171
2021-12-21,66.2868
2021-12-22,66.2868
2021-12-23,66.5713
2021-12-24,66.5713
2021-12-25,66.5713
2021-12-26,66.5713
2021-12-27,67.7858
2021-12-28,67.7561
2021-12-29,67.4079
2021-12-30,67.1149
2021-12-31,147.9596
2022-01-01,147.9596
2022-01-02,147.9596
2022-01-03,148.0725
2022-01-04,149.4629
2022-01-05,147.386
2022-01-06,148.3245
2022-01-07,147.4382
2022-01-08,147.4382
2022-01-09,147.4382
2022-01-10,146.7343
2022-01-11,147.8379
2022-01-12,148.5505
2022-01-13,147.2122
2022-01-14,146.4736
2022-01-15,146.4736
2022-01-16,146.4736
2022-01-17,146.4736
2022-01-18,144.0404
2022-01-19,140.5036
2022-01-20,139.6085
2022-01-21,137.1579
2022-01-22,137.1579
2022-01-23,137.1579
2022-01-24,136.9059
2022-01-25,134.7682
2022-01-26,135.2809
2022-01-27,135.9935
2022-01-28,134.8377
2022-01-29,134.8377
2022-01-30,134.8377
2022-01-31,137.2362
2022-02-01,137.7489
2022-02-02,138.8177
2022-02-03,136.6192
2022-02-04,135.9551
2022-02-05,135.9551
2022-02-06,135.9551
2022-02-07,135.2669
2022-02-08,135.9207
2022-02-09,138.3294
2022-02-10,138.8111
2022-02-11,140.0326
2022-02-12,140.0326
2022-02-13,140.0326
2022-02-14,138.8283
2022-02-15,141.822
2022-02-16,141.8133
2022-02-17,140.0843
2022-02-18,138.8025
2022-02-19,138.8025
2022-02-20,138.8025
2022-02-21,138.8025
2022-02-22,137.8906
2022-02-23,137.2713
2022-02-24,137.9422
2022-02-25,140.5746
2022-02-26,140.5746
2022-02-27,140.5746
2022-02-28,139.3789
2022-03-01,138.3466
2022-03-02,138.2691
2022-03-03,137.6326
2022-03-04,135.5336
2022-03-05,135.5336
2022-03-06,135.5336
2022-03-07,133.2711
2022-03-08,132.1012
2022-03-09,133.8819
2022-03-10,132.9442
2022-03-11,133.2883
2022-03-12,133.2883
2022-03-13,133.2883
2022-03-14,134.0281
2022-03-15,135.9121
2022-03-16,138.3036
2022-03-17,137.8992
2022-03-18,139.4993
2022-03-19,139.4993
2022-03-20,139.4993
2022-03-21,137.2885
2022-03-22,138.2175
2022-03-23,136.2734
2022-03-24,135.7486
2022-03-25,135.2497
2022-03-26,135.2497
2022-03-27,135.2497
2022-03-28,135.2411
2022-03-29,137.8476
2022-03-30,137.6326
2022-03-31,135.8863
2022-04-01,135.8863
2022-04-02,135.8863
2022-04-03,135.8863
2022-04-04,135.8863
2022-04-05,135.8863
2022-04-06,135.8863
2022-04-07,135.8863
2022-04-08,135.8863
2022-04-09,135.8863
2022-04-10,135.8863
2022-04-11,135.8863
2022-04-12,135.8863
2022-04-13,135.8863
2022-04-14,135.8863
2022-04-15,135.8863
2022-04-16,135.8863
2022-04-17,135.8863
2022-04-18,135.8863
2022-04-19,135.8863
2022-04-20,135.8863
2022-04-21,135.8863
2022-04-22,135.8863
2022-04-23,135.8863
2022-04-24,135.8863
2022-04-25,135.8863
2022-04-26,135.8863
2022-04-27,135.8863
2022-04-28,135.8863
2022-04-29,135.8863
2022-04-30,135.8863
2022-05-01,135.8863
2022-05-02,135.8863
2022-05-03,135.8863
2022-05-04,135.8863
2022-05-05,135.8863
2022-05-06,135.8863
2022-05-07,135.8863
2022-05-08,135.8863
2022-05-09,135.8863
2022-05-10,135.8863
2022-05-11,135.8863
2022-05-12,135.8863
2022-05-13,135.8863
2022-05-14,135.8863
2022-05-15,135.8863
2022-05-16,135.8863
2022-05-17,135.8863
2022-05-18,135.8863
2022-05-19,135.8863
2022-05-20,135.8863
2022-05-21,135.8863
2022-05-22,135.8863
2022-05-23,135.8863
2022-05-24,135.8863
2022-05-25,135.8863
2022-05-26,135.8863
2022-05-27,135.8863
2022-05-28,135.8863
2022-05-29,135.8863
2022-05-30,135.8863
2022-05-31,135.8863
2022-06-01,135.8863
2022-06-02,135.8863
2022-06-03,135.8863
2022-06-04,135.8863
2022-06-05,135.8863
2022-06-06,135.8863
2022-06-07,135.8863
2022-06-08,135.8863
2022-06-09,135.8863
2022-06-10,135.8863
2022-06-11,135.8863
2022-06-12,135.8863
2022-06-13,135.8863
2022-06-14,135.8863
2022-06-15,135.8863
2022-06-16,135.8863
2022-06-17,135.8863
2022-06-18,135.8863
2022-06-19,135.8863
2022-06-20,135.8863
2022-06-21,135.8863
2022-06-22,135.8863
2022-06-23,135.8863
2022-06-24,135.8863
2022-06-25,135.8863
2022-06-26,135.8863
2022-06-27,135.8863
2022-06-28,135.8863
2022-06-29,135.8863
2022-06-30,135.8863
2022-07-01,2301.1724
2022-07-02,2301.1724
2022-07-03,2301.1724
2022-07-04,2301.1724
2022-07-05,2296.221
2022-07-06,2290.5415
2022-07-07,2254.571
2022-07-08,2250.4934
2022-07-09,2250.4934
2022-07-10,2250.4934
2022-07-11,2230.1053
2022-07-12,2223.552
2022-07-13,2177.5331
2022-07-14,2145.9315
2022-07-15,2057.2433
2022-07-16,2057.2433
2022-07-17,2057.2433
2022-07-18,2055.2045
2022-07-19,2102.3884
2022-07-20,2130.2036
2022-07-21,2141.8539
2022-07-22,2143.3102
2022-07-23,2143.3102
2022-07-24,2143.3102
2022-07-25,2126.5628
2022-07-26,2126.1259
2022-07-27,2116.2232
2022-07-28,2115.3494
2022-07-29,2098.4564
2022-07-30,2098.4564
2022-07-31,2098.4564
2022-08-01,2105.4466
2022-08-02,2093.0681
2022-08-03,2089.8642
2022-08-04,2064.6704
2022-08-05,2074.4275
2022-08-06,2074.4275
2022-08-07,2074.4275
2022-08-08,2097.7282
2022-08-09,2067.7286
2022-08-10,2101.2233
2022-08-11,2113.0193
2022-08-12,2103.699
2022-08-13,2103.699
2022-08-14,2103.699
2022-08-15,2125.3978
2022-08-16,2095.5438
2022-08-17,2081.8546
2022-08-18,2103.1165
2022-08-19,2076.0295
2022-08-20,2076.0295
2022-08-21,2076.0295
2022-08-22,2058.8452
2022-08-23,2062.049
2022-08-24,2058.4083
2022-08-25,2074.7188
2022-08-26,2040.9328
2022-08-27,2040.9328
2022-08-28,2040.9328
2022-08-29,2046.4667
2022-08-30,2028.9912
2022-08-31,2003.0692
2022-09-01,1992.147
2022-09-02,1974.9627
2022-09-03,1974.9627
2022-09-04,1974.9627
2022-09-05,1974.9627
2022-09-06,1965.7881
2022-09-07,1970.5938
2022-09-08,1964.9143
2022-09-09,1980.2054
2022-09-10,1980.2054
2022-09-11,1980.2054
2022-09-12,1996.6615
2022-09-13,1957.4872
2022-09-14,1942.4874
2022-09-15,1803.557
2022-09-16,1770.936
2022-09-17,1770.936
2022-09-18,1770.936
2022-09-19,1777.3437
2022-09-20,1755.0624
2022-09-21,1750.8392
2022-09-22,1735.1112
2022-09-23,1709.9173
2022-09-24,1709.9173
2022-09-25,1709.9173
2022-09-26,1695.5
2022-09-27,1685.1603
2022-09-28,1681.5196
2022-09-29,1660.6946
2022-09-30,197.9438
2022-10-01,197.9438
2022-10-02,197.9438
2022-10-03,200.9141
2022-10-04,203.8493
2022-10-05,201.4765
2022-10-06,200.4923
2022-10-07,203.3396
2022-10-08,203.3396
2022-10-09,203.3396
2022-10-10,201.8281
2022-10-11,201.8281
2022-10-12,202.0214
2022-10-13,203.4802
2022-10-14,201.8808
2022-10-15,201.8808
2022-10-16,201.8808
2022-10-17,212.4967
2022-10-18,209.1397
2022-10-19,206.5033
2022-10-20,203.2341
2022-10-21,204.0954
2022-10-22,204.0954
2022-10-23,204.0954
2022-10-24,204.9214
2022-10-25,207.4875
2022-10-26,207.6281
2022-10-27,207.6809
2022-10-28,209.3154
2022-10-29,209.3154
2022-10-30,209.3154
2022-10-31,210.4403
2022-11-01,212.0573
2022-11-02,207.3996
2022-11-03,207.0305
2022-11-04,209.6318
2022-11-05,209.6318
2022-11-06,209.6318
2022-11-07,213.1118
2022-11-08,211.9342
2022-11-09,210.616
2022-11-10,216.3282
2022-11-11,218.4725
2022-11-12,218.4725
2022-11-13,218.4725
2022-11-14,214.8518
2022-11-15,217.9979
2022-11-16,217.207
2022-11-17,216.7149
2022-11-18,213.2524
2022-11-19,213.2524
2022-11-20,213.2524
2022-11-21,214.3597
2022-11-22,214.9985
2022-11-23,217.0027
2022-11-24,217.0027
2022-11-25,216.8972
2022-11-26,216.8972
2022-11-27,216.8972
2022-11-28,215.2974
2022-11-29,216.3698
2022-11-30,222.9977
2022-12-01,221.9253
2022-12-02,246.5736
2022-12-03,246.5736
2022-12-04,246.5736
2022-12-05,238.6798
2022-12-06,236.1833
2022-12-07,233.6517
2022-12-08,234.9
2022-12-09,232.1749
2022-12-10,232.1749
2022-12-11,232.1749
2022-12-12,233.9857
2022-12-13,235.6032
2022-12-14,235.7087
2022-12-15,232.8078
2022-12-16,231.331
2022-12-17,231.331
2022-12-18,231.331
2022-12-19,230.0828
2022-12-20,233.054
2022-12-21,235.234
2022-12-22,233.5638
2022-12-23,233.5111
2022-12-24,233.5111
2022-12-25,233.5111
2022-12-26,233.5111
2022-12-27,235.0758
2022-12-28,235.1988
2022-12-29,237.0096
2022-12-30,208.8086
2022-12-31,208.8086
2023-01-01,208.8086
2023-01-02,208.8086
2023-01-03,210.361
2023-01-04,213.2831
2023-01-05,211.9742
2023-01-06,211.8221
2023-01-07,211.8221
2023-01-08,211.8221
2023-01-09,214.8355
2023-01-10,213.557
2023-01-11,213.3896
2023-01-12,212.5374
2023-01-13,214.1962
2023-01-14,214.1962
2023-01-15,214.1962
2023-01-16,214.1962
2023-01-17,215.9312
2023-01-18,210.6654
2023-01-19,210.4523
2023-01-20,213.7701
2023-01-21,213.7701
2023-01-22,213.7701
2023-01-23,215.1855
2023-01-24,213.2831
2023-01-25,213.8462
2023-01-26,213.4962
2023-01-27,214.942
2023-01-28,214.942
2023-01-29,214.942
2023-01-30,214.6376
2023-01-31,219.4012
2023-02-01,217.9554
2023-02-02,217.8793
2023-02-03,218.5185
2023-02-04,218.5185
2023-02-05,218.5185
2023-02-06,216.4182
2023-02-07,216.5857
2023-02-08,215.9008
2023-02-09,213.7549
2023-02-10,214.1215
2023-02-11,214.1215
2023-02-12,214.1215
2023-02-13,215.4679
2023-02-14,217.2274
2023-02-15,216.8908
2023-02-16,215.0395
2023-02-17,212.362
2023-02-18,212.362
2023-02-19,212.362
2023-02-20,212.362
2023-02-21,211.6428
2023-02-22,213.6319
2023-02-23,213.6166
2023-02-24,213.739
2023-02-25,213.739
2023-02-26,213.739
2023-02-27,213.2494
2023-02-28,214.045
2023-03-01,213.433
2023-03-02,214.1368
2023-03-03,216.2788
2023-03-04,216.2788
2023-03-05,216.2788
2023-03-06,213.7849
2023-03-07,212.0407
2023-03-08,212.7139
2023-03-09,208.4757
2023-03-10,206.5479
