,DAL US Equity
2020-10-18,6.7947
2020-10-19,6.7947
2020-10-20,6.7947
2020-10-21,6.7947
2020-10-22,6.7947
2020-10-23,6.7947
2020-10-24,6.7947
2020-10-25,6.7947
2020-10-26,6.7947
2020-10-27,6.7947
2020-10-28,6.7947
2020-10-29,6.7947
2020-10-30,6.7947
2020-10-31,6.7947
2020-11-01,6.7947
2020-11-02,6.7947
2020-11-03,6.7947
2020-11-04,6.7947
2020-11-05,6.7947
2020-11-06,6.7947
2020-11-07,6.7947
2020-11-08,6.7947
2020-11-09,6.7947
2020-11-10,6.7947
2020-11-11,6.7947
2020-11-12,6.7947
2020-11-13,6.7947
2020-11-14,6.7947
2020-11-15,6.7947
2020-11-16,6.7947
2020-11-17,6.7947
2020-11-18,6.7947
2020-11-19,6.7947
2020-11-20,6.7947
2020-11-21,6.7947
2020-11-22,6.7947
2020-11-23,6.7947
2020-11-24,6.7947
2020-11-25,6.7947
2020-11-26,6.7947
2020-11-27,6.7947
2020-11-28,6.7947
2020-11-29,6.7947
2020-11-30,6.7947
2020-12-01,6.7947
2020-12-02,6.7947
2020-12-03,6.7947
2020-12-04,6.7947
2020-12-05,6.7947
2020-12-06,6.7947
2020-12-07,6.7947
2020-12-08,6.7947
2020-12-09,6.7947
2020-12-10,6.7947
2020-12-11,6.7947
2020-12-12,6.7947
2020-12-13,6.7947
2020-12-14,6.7947
2020-12-15,6.7947
2020-12-16,6.7947
2020-12-17,6.7947
2020-12-18,6.7947
2020-12-19,6.7947
2020-12-20,6.7947
2020-12-21,6.7947
2020-12-22,6.7947
2020-12-23,6.7947
2020-12-24,6.7947
2020-12-25,6.7947
2020-12-26,6.7947
2020-12-27,6.7947
2020-12-28,6.7947
2020-12-29,6.7947
2020-12-30,6.7947
2020-12-31,6.7947
2021-01-01,6.7947
2021-01-02,6.7947
2021-01-03,6.7947
2021-01-04,6.7947
2021-01-05,6.7947
2021-01-06,6.7947
2021-01-07,6.7947
2021-01-08,6.7947
2021-01-09,6.7947
2021-01-10,6.7947
2021-01-11,6.7947
2021-01-12,6.7947
2021-01-13,6.7947
2021-01-14,6.7947
2021-01-15,6.7947
2021-01-16,6.7947
2021-01-17,6.7947
2021-01-18,6.7947
2021-01-19,6.7947
2021-01-20,6.7947
2021-01-21,6.7947
2021-01-22,6.7947
2021-01-23,6.7947
2021-01-24,6.7947
2021-01-25,6.7947
2021-01-26,6.7947
2021-01-27,6.7947
2021-01-28,6.7947
2021-01-29,6.7947
2021-01-30,6.7947
2021-01-31,6.7947
2021-02-01,6.7947
2021-02-02,6.7947
2021-02-03,6.7947
2021-02-04,6.7947
2021-02-05,6.7947
2021-02-06,6.7947
2021-02-07,6.7947
2021-02-08,6.7947
2021-02-09,6.7947
2021-02-10,6.7947
2021-02-11,6.7947
2021-02-12,6.7947
2021-02-13,6.7947
2021-02-14,6.7947
2021-02-15,6.7947
2021-02-16,6.7947
2021-02-17,6.7947
2021-02-18,6.7947
2021-02-19,6.7947
2021-02-20,6.7947
2021-02-21,6.7947
2021-02-22,6.7947
2021-02-23,6.7947
2021-02-24,6.7947
2021-02-25,6.7947
2021-02-26,6.7947
2021-02-27,6.7947
2021-02-28,6.7947
2021-03-01,6.7947
2021-03-02,6.7947
2021-03-03,6.7947
2021-03-04,6.7947
2021-03-05,6.7947
2021-03-06,6.7947
2021-03-07,6.7947
2021-03-08,6.7947
2021-03-09,6.7947
2021-03-10,6.7947
2021-03-11,6.7947
2021-03-12,6.7947
2021-03-13,6.7947
2021-03-14,6.7947
2021-03-15,6.7947
2021-03-16,6.7947
2021-03-17,6.7947
2021-03-18,6.7947
2021-03-19,6.7947
2021-03-20,6.7947
2021-03-21,6.7947
2021-03-22,6.7947
2021-03-23,6.7947
2021-03-24,6.7947
2021-03-25,6.7947
2021-03-26,6.7947
2021-03-27,6.7947
2021-03-28,6.7947
2021-03-29,6.7947
2021-03-30,6.7947
2021-03-31,6.7947
2021-04-01,6.7947
2021-04-02,6.7947
2021-04-03,6.7947
2021-04-04,6.7947
2021-04-05,6.7947
2021-04-06,6.7947
2021-04-07,6.7947
2021-04-08,6.7947
2021-04-09,6.7947
2021-04-10,6.7947
2021-04-11,6.7947
2021-04-12,6.7947
2021-04-13,6.7947
2021-04-14,6.7947
2021-04-15,6.7947
2021-04-16,6.7947
2021-04-17,6.7947
2021-04-18,6.7947
2021-04-19,6.7947
2021-04-20,6.7947
2021-04-21,6.7947
2021-04-22,6.7947
2021-04-23,6.7947
2021-04-24,6.7947
2021-04-25,6.7947
2021-04-26,6.7947
2021-04-27,6.7947
2021-04-28,6.7947
2021-04-29,6.7947
2021-04-30,6.7947
2021-05-01,6.7947
2021-05-02,6.7947
2021-05-03,6.7947
2021-05-04,6.7947
2021-05-05,6.7947
2021-05-06,6.7947
2021-05-07,6.7947
2021-05-08,6.7947
2021-05-09,6.7947
2021-05-10,6.7947
2021-05-11,6.7947
2021-05-12,6.7947
2021-05-13,6.7947
2021-05-14,6.7947
2021-05-15,6.7947
2021-05-16,6.7947
2021-05-17,6.7947
2021-05-18,6.7947
2021-05-19,6.7947
2021-05-20,6.7947
2021-05-21,6.7947
2021-05-22,6.7947
2021-05-23,6.7947
2021-05-24,6.7947
2021-05-25,6.7947
2021-05-26,6.7947
2021-05-27,6.7947
2021-05-28,6.7947
2021-05-29,6.7947
2021-05-30,6.7947
2021-05-31,6.7947
2021-06-01,6.7947
2021-06-02,6.7947
2021-06-03,6.7947
2021-06-04,6.7947
2021-06-05,6.7947
2021-06-06,6.7947
2021-06-07,6.7947
2021-06-08,6.7947
2021-06-09,6.7947
2021-06-10,6.7947
2021-06-11,6.7947
2021-06-12,6.7947
2021-06-13,6.7947
2021-06-14,6.7947
2021-06-15,6.7947
2021-06-16,6.7947
2021-06-17,6.7947
2021-06-18,6.7947
2021-06-19,6.7947
2021-06-20,6.7947
2021-06-21,6.7947
2021-06-22,6.7947
2021-06-23,6.7947
2021-06-24,6.7947
2021-06-25,6.7947
2021-06-26,6.7947
2021-06-27,6.7947
2021-06-28,6.7947
2021-06-29,6.7947
2021-06-30,6.7947
2021-07-01,6.7947
2021-07-02,6.7947
2021-07-03,6.7947
2021-07-04,6.7947
2021-07-05,6.7947
2021-07-06,6.7947
2021-07-07,6.7947
2021-07-08,6.7947
2021-07-09,6.7947
2021-07-10,6.7947
2021-07-11,6.7947
2021-07-12,6.7947
2021-07-13,6.7947
2021-07-14,6.7947
2021-07-15,6.7947
2021-07-16,6.7947
2021-07-17,6.7947
2021-07-18,6.7947
2021-07-19,6.7947
2021-07-20,6.7947
2021-07-21,6.7947
2021-07-22,6.7947
2021-07-23,6.7947
2021-07-24,6.7947
2021-07-25,6.7947
2021-07-26,6.7947
2021-07-27,6.7947
2021-07-28,6.7947
2021-07-29,6.7947
2021-07-30,6.7947
2021-07-31,6.7947
2021-08-01,6.7947
2021-08-02,6.7947
2021-08-03,6.7947
2021-08-04,6.7947
2021-08-05,6.7947
2021-08-06,6.7947
2021-08-07,6.7947
2021-08-08,6.7947
2021-08-09,6.7947
2021-08-10,6.7947
2021-08-11,6.7947
2021-08-12,6.7947
2021-08-13,6.7947
2021-08-14,6.7947
2021-08-15,6.7947
2021-08-16,6.7947
2021-08-17,6.7947
2021-08-18,6.7947
2021-08-19,6.7947
2021-08-20,6.7947
2021-08-21,6.7947
2021-08-22,6.7947
2021-08-23,6.7947
2021-08-24,6.7947
2021-08-25,6.7947
2021-08-26,6.7947
2021-08-27,6.7947
2021-08-28,6.7947
2021-08-29,6.7947
2021-08-30,6.7947
2021-08-31,6.7947
2021-09-01,6.7947
2021-09-02,6.7947
2021-09-03,6.7947
2021-09-04,6.7947
2021-09-05,6.7947
2021-09-06,6.7947
2021-09-07,6.7947
2021-09-08,6.7947
2021-09-09,6.7947
2021-09-10,6.7947
2021-09-11,6.7947
2021-09-12,6.7947
2021-09-13,6.7947
2021-09-14,6.7947
2021-09-15,6.7947
2021-09-16,6.7947
2021-09-17,6.7947
2021-09-18,6.7947
2021-09-19,6.7947
2021-09-20,6.7947
2021-09-21,6.7947
2021-09-22,6.7947
2021-09-23,6.7947
2021-09-24,6.7947
2021-09-25,6.7947
2021-09-26,6.7947
2021-09-27,6.7947
2021-09-28,6.7947
2021-09-29,6.7947
2021-09-30,63.0873
2021-10-01,65.4044
2021-10-02,65.4044
2021-10-03,65.4044
2021-10-04,65.053
2021-10-05,64.869
2021-10-06,64.2667
2021-10-07,63.9823
2021-10-08,63.7314
2021-10-09,63.7314
2021-10-10,63.7314
2021-10-11,63.5724
2021-10-12,63.8652
2021-10-13,61.7709
2021-10-14,61.9132
2021-10-15,61.7375
2021-10-16,61.7375
2021-10-17,61.7375
2021-10-18,61.7542
2021-10-19,61.2857
2021-10-20,61.1602
2021-10-21,61.2439
2021-10-22,60.6917
2021-10-23,60.6917
2021-10-24,60.6917
2021-10-25,60.4993
2021-10-26,60.6666
2021-10-27,60.1312
2021-10-28,60.1981
2021-10-29,60.1814
2021-10-30,60.1814
2021-10-31,60.1814
2021-11-01,61.2606
2021-11-02,61.2355
2021-11-03,61.9466
2021-11-04,61.7375
2021-11-05,64.4983
2021-11-06,64.4983
2021-11-07,64.4983
2021-11-08,64.7995
2021-11-09,64.6991
2021-11-10,64.0131
2021-11-11,63.7956
2021-11-12,62.7665
2021-11-13,62.7665
2021-11-14,62.7665
2021-11-15,62.9004
2021-11-16,61.7793
2021-11-17,61.5032
2021-11-18,61.0096
2021-11-19,60.6499
2021-11-20,60.6499
2021-11-21,60.6499
2021-11-22,60.7168
2021-11-23,60.516
2021-11-24,60.6499
2021-11-25,60.6499
2021-11-26,57.8807
2021-11-27,57.8807
2021-11-28,57.8807
2021-11-29,57.7635
2021-11-30,57.7301
2021-12-01,55.4963
2021-12-02,58.0982
2021-12-03,57.546
2021-12-04,57.546
2021-12-05,57.546
2021-12-06,59.3531
2021-12-07,59.2694
2021-12-08,59.9722
2021-12-09,59.6543
2021-12-10,59.3866
2021-12-11,59.3866
2021-12-12,59.3866
2021-12-13,58.2906
2021-12-14,58.0062
2021-12-15,58.0731
2021-12-16,57.3954
2021-12-17,58.0312
2021-12-18,58.0312
2021-12-19,58.0312
2021-12-20,57.8723
2021-12-21,59.671
2021-12-22,60.1814
2021-12-23,60.3236
2021-12-24,60.3236
2021-12-25,60.3236
2021-12-26,60.3236
2021-12-27,60.0726
2021-12-28,60.5997
2021-12-29,60.2065
2021-12-30,60.1061
2021-12-31,25.6478
2022-01-01,25.6478
2022-01-02,25.6478
2022-01-03,26.0584
2022-01-04,26.1602
2022-01-05,26.055
2022-01-06,25.9973
2022-01-07,26.4724
2022-01-08,26.4724
2022-01-09,26.4724
2022-01-10,26.1738
2022-01-11,26.3774
2022-01-12,26.167
2022-01-13,26.4588
2022-01-14,26.0652
2022-01-15,26.0652
2022-01-16,26.0652
2022-01-17,26.0652
2022-01-18,25.8039
2022-01-19,25.5596
2022-01-20,25.5664
2022-01-21,25.2338
2022-01-22,25.2338
2022-01-23,25.2338
2022-01-24,25.2508
2022-01-25,25.5256
2022-01-26,25.5392
2022-01-27,25.3967
2022-01-28,25.3763
2022-01-29,25.3763
2022-01-30,25.3763
2022-01-31,25.8548
2022-02-01,26.1263
2022-02-02,26.1365
2022-02-03,25.8684
2022-02-04,25.9091
2022-02-05,25.9091
2022-02-06,25.9091
2022-02-07,26.279
2022-02-08,26.8457
2022-02-09,27.2767
2022-02-10,27.2835
2022-02-11,26.7488
2022-02-12,26.7488
2022-02-13,26.7488
2022-02-14,26.6266
2022-02-15,27.4817
2022-02-16,27.4545
2022-02-17,27.0813
2022-02-18,26.9218
2022-02-19,26.9218
2022-02-20,26.9218
2022-02-21,26.9218
2022-02-22,26.5995
2022-02-23,26.0227
2022-02-24,26.0702
2022-02-25,26.4807
2022-02-26,26.4807
2022-02-27,26.4807
2022-02-28,25.9311
2022-03-01,25.1575
2022-03-02,25.2932
2022-03-03,24.791
2022-03-04,24.0988
2022-03-05,24.0988
2022-03-06,24.0988
2022-03-07,22.6025
2022-03-08,22.9791
2022-03-09,23.5016
2022-03-10,23.4304
2022-03-11,23.2675
2022-03-12,23.2675
2022-03-13,23.2675
2022-03-14,23.2675
2022-03-15,24.2142
2022-03-16,24.9165
2022-03-17,24.9912
2022-03-18,25.171
2022-03-19,25.171
2022-03-20,25.171
2022-03-21,24.6315
2022-03-22,24.9335
2022-03-23,24.6756
2022-03-24,25.0285
2022-03-25,25.2491
2022-03-26,25.2491
2022-03-27,25.2491
2022-03-28,25.395
2022-03-29,25.7953
2022-03-30,25.7309
2022-03-31,19.539
2022-04-01,19.4725
2022-04-02,19.4725
2022-04-03,19.4725
2022-04-04,19.4955
2022-04-05,19.4008
2022-04-06,19.0324
2022-04-07,18.9147
2022-04-08,18.8149
2022-04-09,18.8149
2022-04-10,18.8149
2022-04-11,19.191
2022-04-12,19.2959
2022-04-13,19.9288
2022-04-14,20.2723
2022-04-15,20.2723
2022-04-16,20.2723
2022-04-17,20.2723
2022-04-18,20.2133
2022-04-19,20.4466
2022-04-20,20.5748
2022-04-21,20.8798
2022-04-22,20.6132
2022-04-23,20.6132
2022-04-24,20.6132
2022-04-25,20.5055
2022-04-26,20.1544
2022-04-27,20.4645
2022-04-28,20.7773
2022-04-29,20.4437
2022-04-30,20.4437
2022-05-01,20.4437
2022-05-02,20.3514
2022-05-03,20.5257
2022-05-04,20.6539
2022-05-05,20.213
2022-05-06,19.9234
2022-05-07,19.9234
2022-05-08,19.9234
2022-05-09,19.2185
2022-05-10,19.3287
2022-05-11,19.1262
2022-05-12,18.8135
2022-05-13,19.239
2022-05-14,19.239
2022-05-15,19.239
2022-05-16,19.198
2022-05-17,19.8516
2022-05-18,19.4902
2022-05-19,19.4723
2022-05-20,19.3185
2022-05-21,19.3185
2022-05-22,19.3185
2022-05-23,19.544
2022-05-24,18.9545
2022-05-25,19.3082
2022-05-26,19.8798
2022-05-27,20.2387
2022-05-28,20.2387
2022-05-29,20.2387
2022-05-30,20.2387
2022-05-31,20.1002
2022-06-01,19.5492
2022-06-02,19.6645
2022-06-03,19.2928
2022-06-04,19.2928
2022-06-05,19.2928
2022-06-06,19.4107
2022-06-07,19.6004
2022-06-08,19.2108
2022-06-09,18.834
2022-06-10,18.4162
2022-06-11,18.4162
2022-06-12,18.4162
2022-06-13,17.6703
2022-06-14,17.4576
2022-06-15,17.6062
2022-06-16,16.9962
2022-06-17,17.1705
2022-06-18,17.1705
2022-06-19,17.1705
2022-06-20,17.1705
2022-06-21,17.1167
2022-06-22,17.1039
2022-06-23,16.9911
2022-06-24,17.4114
2022-06-25,17.4114
2022-06-26,17.4114
2022-06-27,17.2166
2022-06-28,17.1884
2022-06-29,17.0116
2022-06-30,12.6006
2022-07-01,12.7107
2022-07-02,12.7107
2022-07-03,12.7107
2022-07-04,12.7107
2022-07-05,12.7707
2022-07-06,12.7127
2022-07-07,12.7887
2022-07-08,12.7507
2022-07-09,12.7507
2022-07-10,12.7507
2022-07-11,12.6647
2022-07-12,13.0248
2022-07-13,12.748
2022-07-14,12.762
2022-07-15,12.826
2022-07-16,12.826
2022-07-17,12.826
2022-07-18,13.0362
2022-07-19,13.3284
2022-07-20,13.3784
2022-07-21,13.2003
2022-07-22,13.0782
2022-07-23,13.0782
2022-07-24,13.0782
2022-07-25,13.0902
2022-07-26,12.9361
2022-07-27,13.1082
2022-07-28,13.1482
2022-07-29,13.1683
2022-07-30,13.1683
2022-07-31,13.1683
2022-08-01,13.2543
2022-08-02,13.1723
2022-08-03,13.4584
2022-08-04,13.4744
2022-08-05,13.3964
2022-08-06,13.3964
2022-08-07,13.3964
2022-08-08,13.5585
2022-08-09,13.4504
2022-08-10,13.5945
2022-08-11,13.6005
2022-08-12,13.7086
2022-08-13,13.7086
2022-08-14,13.7086
2022-08-15,13.8087
2022-08-16,13.8767
2022-08-17,13.7166
2022-08-18,13.7066
2022-08-19,13.4584
2022-08-20,13.4584
2022-08-21,13.4584
2022-08-22,13.2843
2022-08-23,13.3824
2022-08-24,13.4704
2022-08-25,13.6065
2022-08-26,13.3444
2022-08-27,13.3444
2022-08-28,13.3444
2022-08-29,13.2143
2022-08-30,13.1522
2022-08-31,13.0222
2022-09-01,13.0262
2022-09-02,12.9961
2022-09-03,12.9961
2022-09-04,12.9961
2022-09-05,12.9961
2022-09-06,13.0462
2022-09-07,13.2543
2022-09-08,13.2323
2022-09-09,13.3404
2022-09-10,13.3404
2022-09-11,13.3404
2022-09-12,13.4384
2022-09-13,13.1562
2022-09-14,13.3404
2022-09-15,13.4644
2022-09-16,13.2303
2022-09-17,13.2303
2022-09-18,13.2303
2022-09-19,13.3964
2022-09-20,13.3584
2022-09-21,13.0402
2022-09-22,12.8
2022-09-23,12.6119
2022-09-24,12.6119
2022-09-25,12.6119
2022-09-26,12.4118
2022-09-27,12.5078
2022-09-28,12.706
2022-09-29,12.4958
2022-09-30,16.4807
2022-10-01,16.4807
2022-10-02,16.4807
2022-10-03,16.5329
2022-10-04,17.1832
2022-10-05,17.1232
2022-10-06,17.1493
2022-10-07,16.828
2022-10-08,16.828
2022-10-09,16.828
2022-10-10,16.8359
2022-10-11,16.6844
2022-10-12,16.781
2022-10-13,17.0865
2022-10-14,17.2693
2022-10-15,17.2693
2022-10-16,17.2693
2022-10-17,17.2824
2022-10-18,17.554
2022-10-19,17.6454
2022-10-20,17.5488
2022-10-21,17.6611
2022-10-22,17.6611
2022-10-23,17.6611
2022-10-24,17.8413
2022-10-25,18.0058
2022-10-26,18.0058
2022-10-27,18.0554
2022-10-28,18.2069
2022-10-29,18.2069
2022-10-30,18.2069
2022-10-31,18.0137
2022-11-01,17.9353
2022-11-02,17.5253
2022-11-03,17.5017
2022-11-04,17.7081
2022-11-05,17.7081
2022-11-06,17.7081
2022-11-07,17.8648
2022-11-08,17.9249
2022-11-09,17.8909
2022-11-10,18.4211
2022-11-11,18.408
2022-11-12,18.408
2022-11-13,18.408
2022-11-14,18.2121
2022-11-15,18.267
2022-11-16,18.0633
2022-11-17,18.0476
2022-11-18,18.1547
2022-11-19,18.1547
2022-11-20,18.1547
2022-11-21,18.092
2022-11-22,18.092
2022-11-23,18.1599
2022-11-24,18.1599
2022-11-25,18.3192
2022-11-26,18.3192
2022-11-27,18.3192
2022-11-28,17.998
2022-11-29,18.1913
2022-11-30,18.3897
2022-12-01,18.3924
2022-12-02,18.4785
2022-12-03,18.4785
2022-12-04,18.4785
2022-12-05,18.4994
2022-12-06,18.5308
2022-12-07,18.1181
2022-12-08,17.9092
2022-12-09,17.9797
2022-12-10,17.9797
2022-12-11,17.9797
2022-12-12,18.233
2022-12-13,17.87
2022-12-14,18.1129
2022-12-15,17.8361
2022-12-16,17.7995
2022-12-17,17.7995
2022-12-18,17.7995
2022-12-19,17.7499
2022-12-20,17.7446
2022-12-21,17.9457
2022-12-22,17.7499
2022-12-23,17.8125
2022-12-24,17.8125
2022-12-25,17.8125
2022-12-26,17.8125
2022-12-27,17.7446
2022-12-28,17.507
2022-12-29,17.7002
2022-12-30,12.3281
2022-12-31,12.3281
2023-01-01,12.3281
2023-01-02,12.3281
2023-01-03,12.2843
2023-01-04,12.596
2023-01-05,12.7431
2023-01-06,12.8831
2023-01-07,12.8831
2023-01-08,12.8831
2023-01-09,13.0127
2023-01-10,13.2438
2023-01-11,13.2596
2023-01-12,13.5082
2023-01-13,13.2631
2023-01-14,13.2631
2023-01-15,13.2631
2023-01-16,13.2631
2023-01-17,13.2736
2023-01-18,13.2946
2023-01-19,13.2893
2023-01-20,13.4084
2023-01-21,13.4084
2023-01-22,13.4084
2023-01-23,13.4172
2023-01-24,13.3681
2023-01-25,13.4697
2023-01-26,13.4417
2023-01-27,13.3559
2023-01-28,13.3559
2023-01-29,13.3559
2023-01-30,13.2981
2023-01-31,13.4207
2023-02-01,13.559
2023-02-02,13.5607
2023-02-03,13.5047
2023-02-04,13.5047
2023-02-05,13.5047
2023-02-06,13.5152
2023-02-07,13.5065
2023-02-08,13.4802
2023-02-09,13.4049
2023-02-10,13.2584
2023-02-11,13.2584
2023-02-12,13.2584
2023-02-13,13.3336
2023-02-14,13.4212
2023-02-15,13.4072
2023-02-16,13.2776
2023-02-17,13.2916
2023-02-18,13.2916
2023-02-19,13.2916
2023-02-20,13.2916
2023-02-21,13.071
2023-02-22,13.0552
2023-02-23,13.1463
2023-02-24,13.1165
2023-02-25,13.1165
2023-02-26,13.1165
2023-02-27,13.2006
2023-02-28,13.2881
2023-03-01,13.3179
2023-03-02,13.3021
2023-03-03,13.3774
2023-03-04,13.3774
2023-03-05,13.3774
2023-03-06,13.3091
2023-03-07,13.4159
2023-03-08,13.5315
2023-03-09,13.3144
2023-03-10,13.0973
2023-03-11,13.0973
2023-03-12,13.0973
2023-03-13,12.8223
2023-03-14,12.7856
2023-03-15,12.3933
