,AEP US Equity
2020-03-24,25.4201
2020-03-25,25.6568
2020-03-26,27.2813
2020-03-27,27.5867
2020-03-28,27.5867
2020-03-29,27.5867
2020-03-30,27.6459
2020-03-31,27.9367
2020-04-01,26.8891
2020-04-02,27.319
2020-04-03,26.4883
2020-04-04,26.4883
2020-04-05,26.4883
2020-04-06,27.6675
2020-04-07,27.6985
2020-04-08,28.5796
2020-04-09,29.1624
2020-04-10,29.1624
2020-04-11,29.1624
2020-04-12,29.1624
2020-04-13,28.6183
2020-04-14,29.1508
2020-04-15,28.6396
2020-04-16,28.7248
2020-04-17,29.176
2020-04-18,29.176
2020-04-19,29.176
2020-04-20,28.504
2020-04-21,28.4188
2020-04-22,28.9087
2020-04-23,28.5253
2020-04-24,28.566
2020-04-25,28.566
2020-04-26,28.566
2020-04-27,28.6415
2020-04-28,28.8371
2020-04-29,28.5466
2020-04-30,28.5428
2020-05-01,28.2097
2020-05-02,28.2097
2020-05-03,28.2097
2020-05-04,28.5312
2020-05-05,28.5815
2020-05-06,27.7352
2020-05-07,27.6926
2020-05-08,27.9369
2020-05-09,27.9369
2020-05-10,27.9369
2020-05-11,27.8031
2020-05-12,27.5587
2020-05-13,27.5238
2020-05-14,27.5956
2020-05-15,27.6596
2020-05-16,27.6596
2020-05-17,27.6596
2020-05-18,27.9408
2020-05-19,27.4094
2020-05-20,27.5277
2020-05-21,27.454
2020-05-22,27.7275
2020-05-23,27.7275
2020-05-24,27.7275
2020-05-25,27.7275
2020-05-26,27.9485
2020-05-27,28.2433
2020-05-28,28.9531
2020-05-29,28.9822
2020-05-30,28.9822
2020-05-31,28.9822
2020-06-01,29.1548
2020-06-02,29.1237
2020-06-03,29.3196
2020-06-04,28.8173
2020-06-05,29.0326
2020-06-06,29.0326
2020-06-07,29.0326
2020-06-08,29.498
2020-06-09,29.1102
2020-06-10,29.0055
2020-06-11,28.3054
2020-06-12,28.3131
2020-06-13,28.3131
2020-06-14,28.3131
2020-06-15,28.3054
2020-06-16,28.2743
2020-06-17,28.4004
2020-06-18,28.3073
2020-06-19,27.9078
2020-06-20,27.9078
2020-06-21,27.9078
2020-06-22,28.0843
2020-06-23,28.1483
2020-06-24,28.1017
2020-06-25,27.8283
2020-06-26,27.5762
2020-06-27,27.5762
2020-06-28,27.5762
2020-06-29,27.8807
2020-06-30,26.3577
2020-07-01,26.7865
2020-07-02,26.881
2020-07-03,26.881
2020-07-04,26.881
2020-07-05,26.881
2020-07-06,26.8083
2020-07-07,26.8574
2020-07-08,26.8628
2020-07-09,26.7902
2020-07-10,27.1772
2020-07-11,27.1772
2020-07-12,27.1772
2020-07-13,27.2881
2020-07-14,27.3953
2020-07-15,27.2735
2020-07-16,27.348
2020-07-17,27.7878
2020-07-18,27.7878
2020-07-19,27.7878
2020-07-20,27.6442
2020-07-21,27.7969
2020-07-22,28.1094
2020-07-23,28.0059
2020-07-24,27.8859
2020-07-25,27.8859
2020-07-26,27.8859
2020-07-27,27.0155
2020-07-28,27.2844
2020-07-29,27.2953
2020-07-30,27.5261
2020-07-31,27.6733
2020-08-01,27.6733
2020-08-02,27.6733
2020-08-03,27.4716
2020-08-04,27.4298
2020-08-05,27.3008
2020-08-06,27.4168
2020-08-07,27.6406
2020-08-08,27.6406
2020-08-09,27.6406
2020-08-10,27.5205
2020-08-11,27.0384
2020-08-12,27.1949
2020-08-13,27.1057
2020-08-14,26.9766
2020-08-15,26.9766
2020-08-16,26.9766
2020-08-17,26.6636
2020-08-18,26.7219
2020-08-19,26.6073
2020-08-20,26.3325
2020-08-21,26.2725
2020-08-22,26.2725
2020-08-23,26.2725
2020-08-24,26.5818
2020-08-25,26.398
2020-08-26,26.187
2020-08-27,26.1433
2020-08-28,26.1397
2020-08-29,26.1397
2020-08-30,26.1397
2020-08-31,26.227
2020-09-01,26.0433
2020-09-02,26.4963
2020-09-03,26.3598
2020-09-04,26.267
2020-09-05,26.267
2020-09-06,26.267
2020-09-07,26.267
2020-09-08,26.2543
2020-09-09,26.4235
2020-09-10,26.1706
2020-09-11,26.2852
2020-09-12,26.2852
2020-09-13,26.2852
2020-09-14,26.5017
2020-09-15,26.4399
2020-09-16,26.5236
2020-09-17,26.4472
2020-09-18,26.2179
2020-09-19,26.2179
2020-09-20,26.2179
2020-09-21,26.3234
2020-09-22,26.4126
2020-09-23,26.2907
2020-09-24,26.529
2020-09-25,26.5581
2020-09-26,26.5581
2020-09-27,26.5581
2020-09-28,26.5581
2020-09-29,26.6163
2020-09-30,27.1137
2020-10-01,27.357
2020-10-02,27.7668
2020-10-03,27.7668
2020-10-04,27.7668
2020-10-05,28.0869
2020-10-06,28.3394
2020-10-07,28.3723
2020-10-08,28.5132
2020-10-09,28.5936
2020-10-10,28.5936
2020-10-11,28.5936
2020-10-12,28.7144
2020-10-13,28.4857
2020-10-14,28.5058
2020-10-15,28.5424
2020-10-16,28.9046
2020-10-17,28.9046
2020-10-18,28.9046
2020-10-19,28.8607
2020-10-20,28.751
2020-10-21,28.6997
2020-10-22,29.0369
2020-10-23,28.9783
2020-10-24,28.9783
2020-10-25,28.9783
2020-10-26,29.2913
2020-10-27,29.0973
2020-10-28,28.6928
2020-10-29,28.7331
2020-10-30,28.6214
2020-10-31,28.6214
2020-11-01,28.6214
2020-11-02,28.8593
2020-11-03,28.7971
2020-11-04,28.6617
2020-11-05,28.7642
2020-11-06,28.8027
2020-11-07,28.8027
2020-11-08,28.8027
2020-11-09,28.6819
2020-11-10,28.7789
2020-11-11,28.8448
2020-11-12,28.5675
2020-11-13,28.6105
2020-11-14,28.6105
2020-11-15,28.6105
2020-11-16,28.4898
2020-11-17,28.0359
2020-11-18,27.56
2020-11-19,27.2525
2020-11-20,27.2599
2020-11-21,27.2599
2020-11-22,27.2599
2020-11-23,27.4282
2020-11-24,27.6863
2020-11-25,27.787
2020-11-26,27.787
2020-11-27,27.7046
2020-11-28,27.7046
2020-11-29,27.7046
2020-11-30,27.6991
2020-12-01,27.7577
2020-12-02,27.8785
2020-12-03,27.6716
2020-12-04,27.4246
2020-12-05,27.4246
2020-12-06,27.4246
2020-12-07,27.5069
2020-12-08,27.4429
2020-12-09,27.463
2020-12-10,27.258
2020-12-11,27.3093
2020-12-12,27.3093
2020-12-13,27.3093
2020-12-14,27.2086
2020-12-15,27.5893
2020-12-16,27.3221
2020-12-17,27.5106
2020-12-18,27.4063
2020-12-19,27.4063
2020-12-20,27.4063
2020-12-21,27.1921
2020-12-22,27.0604
2020-12-23,26.9341
2020-12-24,27.064
2020-12-25,27.064
2020-12-26,27.064
2020-12-27,27.064
2020-12-28,27.0384
2020-12-29,27.0201
2020-12-30,27.0805
2020-12-31,25.2202
2021-01-01,25.2202
2021-01-02,25.2202
2021-01-03,25.2202
2021-01-04,24.9328
2021-01-05,24.9145
2021-01-06,25.0225
2021-01-07,24.6586
2021-01-08,24.5407
2021-01-09,24.5407
2021-01-10,24.5407
2021-01-11,24.4734
2021-01-12,24.318
2021-01-13,24.3695
2021-01-14,24.4825
2021-01-15,24.755
2021-01-16,24.755
2021-01-17,24.755
2021-01-18,24.755
2021-01-19,24.7949
2021-01-20,24.8015
2021-01-21,24.8381
2021-01-22,25.0225
2021-01-23,25.0225
2021-01-24,25.0225
2021-01-25,25.1072
2021-01-26,24.9793
2021-01-27,24.75
2021-01-28,24.7699
2021-01-29,24.8281
2021-01-30,24.8281
2021-01-31,24.8281
2021-02-01,24.8729
2021-02-02,25.0275
2021-02-03,24.8896
2021-02-04,25.0441
2021-02-05,25.0408
2021-02-06,25.0408
2021-02-07,25.0408
2021-02-08,24.8397
2021-02-09,24.6503
2021-02-10,24.6786
2021-02-11,24.5024
2021-02-12,24.446
2021-02-13,24.446
2021-02-14,24.446
2021-02-15,24.446
2021-02-16,24.3762
2021-02-17,24.426
2021-02-18,24.7566
2021-02-19,24.524
2021-02-20,24.524
2021-02-21,24.524
2021-02-22,24.1402
2021-02-23,24.3596
2021-02-24,24.1951
2021-02-25,24.0676
2021-02-26,23.8266
2021-02-27,23.8266
2021-02-28,23.8266
2021-03-01,24.1358
2021-03-02,24.0926
2021-03-03,24.071
2021-03-04,24.2255
2021-03-05,24.4998
2021-03-06,24.4998
2021-03-07,24.4998
2021-03-08,24.7641
2021-03-09,24.7824
2021-03-10,24.8837
2021-03-11,24.6842
2021-03-12,24.8571
2021-03-13,24.8571
2021-03-14,24.8571
2021-03-15,25.0632
2021-03-16,25.266
2021-03-17,25.0366
2021-03-18,25.1164
2021-03-19,25.2943
2021-03-20,25.2943
2021-03-21,25.2943
2021-03-22,25.2876
2021-03-23,25.4555
2021-03-24,25.5137
2021-03-25,25.4688
2021-03-26,25.5137
2021-03-27,25.5137
2021-03-28,25.5137
2021-03-29,25.655
2021-03-30,25.4705
2021-03-31,25.6206
2021-04-01,25.7575
2021-04-02,25.7575
2021-04-03,25.7575
2021-04-04,25.7575
2021-04-05,25.8798
2021-04-06,25.958
2021-04-07,25.945
2021-04-08,25.8439
2021-04-09,25.8146
2021-04-10,25.8146
2021-04-11,25.8146
2021-04-12,25.8325
2021-04-13,25.9499
2021-04-14,26.0069
2021-04-15,26.1268
2021-04-16,26.2482
2021-04-17,26.2482
2021-04-18,26.2482
2021-04-19,26.2645
2021-04-20,26.5075
2021-04-21,26.3787
2021-04-22,26.2396
2021-04-23,26.1986
2021-04-24,26.1986
2021-04-25,26.1986
2021-04-26,26.1822
2021-04-27,26.1165
2021-04-28,26.0394
2021-04-29,26.2625
2021-04-30,26.3643
2021-05-01,26.3643
2021-05-02,26.3643
2021-05-03,26.3593
2021-05-04,26.3101
2021-05-05,26.1608
2021-05-06,26.2675
2021-05-07,26.1149
2021-05-08,26.1149
2021-05-09,26.1149
2021-05-10,26.1756
2021-05-11,25.9869
2021-05-12,25.7524
2021-05-13,26.005
2021-05-14,26.0444
2021-05-15,26.0444
2021-05-16,26.0444
2021-05-17,25.8295
2021-05-18,25.8787
2021-05-19,25.9066
2021-05-20,25.9623
2021-05-21,26.0263
2021-05-22,26.0263
2021-05-23,26.0263
2021-05-24,26.0132
2021-05-25,25.9082
2021-05-26,25.8787
2021-05-27,25.8459
2021-05-28,25.9197
2021-05-29,25.9197
2021-05-30,25.9197
2021-05-31,25.9197
2021-06-01,25.772
2021-06-02,25.8623
2021-06-03,25.9131
2021-06-04,25.9246
2021-06-05,25.9246
2021-06-06,25.9246
2021-06-07,25.8656
2021-06-08,25.4226
2021-06-09,25.6654
2021-06-10,25.7113
2021-06-11,25.7163
2021-06-12,25.7163
2021-06-13,25.7163
2021-06-14,25.777
2021-06-15,25.795
2021-06-16,25.6572
2021-06-17,25.6556
2021-06-18,25.3209
2021-06-19,25.3209
2021-06-20,25.3209
2021-06-21,25.4587
2021-06-22,25.4702
2021-06-23,25.3701
2021-06-24,25.4029
2021-06-25,25.7179
2021-06-26,25.7179
2021-06-27,25.7179
2021-06-28,25.7392
2021-06-29,25.5801
2021-06-30,25.2108
2021-07-01,25.3177
2021-07-02,25.3081
2021-07-03,25.3081
2021-07-04,25.3081
2021-07-05,25.3081
2021-07-06,25.3145
2021-07-07,25.3751
2021-07-08,25.3256
2021-07-09,25.3384
2021-07-10,25.3384
2021-07-11,25.3384
2021-07-12,25.3416
2021-07-13,25.3145
2021-07-14,25.4644
2021-07-15,25.6239
2021-07-16,25.6733
2021-07-17,25.6733
2021-07-18,25.6733
2021-07-19,25.399
2021-07-20,25.3942
2021-07-21,25.2315
2021-07-22,25.2706
2021-07-23,25.4462
2021-07-24,25.4462
2021-07-25,25.4462
2021-07-26,25.7176
2021-07-27,25.9906
2021-07-28,25.9268
2021-07-29,25.9507
2021-07-30,25.7879
2021-07-31,25.7879
2021-08-01,25.7879
2021-08-02,25.823
2021-08-03,25.9427
2021-08-04,25.9012
2021-08-05,26.0337
2021-08-06,25.9826
2021-08-07,25.9826
2021-08-08,25.9826
2021-08-09,25.89
2021-08-10,25.8884
2021-08-11,25.9555
2021-08-12,25.9204
2021-08-13,26.0385
2021-08-14,26.0385
2021-08-15,26.0385
2021-08-16,26.1359
2021-08-17,26.1742
2021-08-18,26.0481
2021-08-19,26.1518
2021-08-20,26.2604
2021-08-21,26.2604
2021-08-22,26.2604
2021-08-23,26.1071
2021-08-24,25.9651
2021-08-25,25.981
2021-08-26,25.9683
2021-08-27,25.9746
2021-08-28,25.9746
2021-08-29,25.9746
2021-08-30,26.0273
2021-08-31,26.0193
2021-09-01,26.1678
2021-09-02,26.2365
2021-09-03,26.1534
2021-09-04,26.1534
2021-09-05,26.1534
2021-09-06,26.1534
2021-09-07,25.914
2021-09-08,26.1965
2021-09-09,26.1518
2021-09-10,25.9012
2021-09-11,25.9012
2021-09-12,25.9012
2021-09-13,25.8198
2021-09-14,25.7416
2021-09-15,25.6617
2021-09-16,25.4462
2021-09-17,25.1461
2021-09-18,25.1461
2021-09-19,25.1461
2021-09-20,25.0184
2021-09-21,24.9689
2021-09-22,24.9258
2021-09-23,24.8603
2021-09-24,24.8188
2021-09-25,24.8188
2021-09-26,24.8188
2021-09-27,24.7087
2021-09-28,24.6959
2021-09-29,24.838
2021-09-30,23.3869
2021-10-01,23.4172
2021-10-02,23.4172
2021-10-03,23.4172
2021-10-04,23.669
2021-10-05,23.666
2021-10-06,23.8996
2021-10-07,23.8359
2021-10-08,23.751
2021-10-09,23.751
2021-10-10,23.751
2021-10-11,23.5886
2021-10-12,23.5947
2021-10-13,23.7328
2021-10-14,23.8223
2021-10-15,23.7373
2021-10-16,23.7373
2021-10-17,23.7373
2021-10-18,23.6615
2021-10-19,23.7843
2021-10-20,23.9512
2021-10-21,23.9967
2021-10-22,24.0543
2021-10-23,24.0543
2021-10-24,24.0543
2021-10-25,23.9163
2021-10-26,23.8784
2021-10-27,23.8602
2021-10-28,24.0097
2021-10-29,24.0097
2021-10-30,24.0097
2021-10-31,24.0097
2021-11-01,24.0739
2021-11-02,24.0998
2021-11-03,24.0433
2021-11-04,23.8845
2021-11-05,24.0601
2021-11-06,24.0601
2021-11-07,24.0601
2021-11-08,23.886
2021-11-09,23.7547
2021-11-10,23.9288
2021-11-11,23.689
2021-11-12,23.5989
2021-11-13,23.5989
2021-11-14,23.5989
2021-11-15,23.7302
2021-11-16,23.6814
2021-11-17,23.7852
2021-11-18,23.7211
2021-11-19,23.8066
2021-11-20,23.8066
2021-11-21,23.8066
2021-11-22,23.9471
2021-11-23,23.9486
2021-11-24,23.8738
2021-11-25,23.8738
2021-11-26,23.6798
2021-11-27,23.6798
2021-11-28,23.6798
2021-11-29,23.7959
2021-11-30,23.4507
2021-12-01,23.3331
2021-12-02,23.4905
2021-12-03,23.6478
2021-12-04,23.6478
2021-12-05,23.6478
2021-12-06,23.8234
2021-12-07,23.8875
2021-12-08,23.9043
2021-12-09,23.828
2021-12-10,23.8998
2021-12-11,23.8998
2021-12-12,23.8998
2021-12-13,24.0509
2021-12-14,24.0739
2021-12-15,24.3946
2021-12-16,24.5122
2021-12-17,24.2892
2021-12-18,24.2892
2021-12-19,24.2892
2021-12-20,24.3946
2021-12-21,24.3213
2021-12-22,24.3014
2021-12-23,24.2861
2021-12-24,24.2861
2021-12-25,24.2861
2021-12-26,24.2861
2021-12-27,24.3717
2021-12-28,24.5442
2021-12-29,24.6008
2021-12-30,24.6176
2021-12-31,23.7575
2022-01-01,23.7575
2022-01-02,23.7575
2022-01-03,23.7044
2022-01-04,23.7103
2022-01-05,23.8313
2022-01-06,23.7885
2022-01-07,24.0277
2022-01-08,24.0277
2022-01-09,24.0277
2022-01-10,23.9834
2022-01-11,23.8756
2022-01-12,23.9524
2022-01-13,24.0366
2022-01-14,24.0543
2022-01-15,24.0543
2022-01-16,24.0543
2022-01-17,24.0543
2022-01-18,23.9568
2022-01-19,23.9539
2022-01-20,23.8978
2022-01-21,23.9052
2022-01-22,23.9052
2022-01-23,23.9052
2022-01-24,23.7797
2022-01-25,23.756
2022-01-26,23.7368
2022-01-27,23.821
2022-01-28,23.9288
2022-01-29,23.9288
2022-01-30,23.9288
2022-01-31,23.9686
2022-02-01,23.666
2022-02-02,23.8919
2022-02-03,23.9376
2022-02-04,23.787
2022-02-05,23.787
2022-02-06,23.787
2022-02-07,23.8815
2022-02-08,23.9391
2022-02-09,23.818
2022-02-10,23.5242
2022-02-11,23.5626
2022-02-12,23.5626
2022-02-13,23.5626
2022-02-14,23.3456
2022-02-15,23.2363
2022-02-16,23.2319
2022-02-17,23.2437
2022-02-18,23.2762
2022-02-19,23.2762
2022-02-20,23.2762
2022-02-21,23.2762
2022-02-22,23.3175
2022-02-23,23.1182
2022-02-24,23.4159
2022-02-25,23.8445
2022-02-26,23.8445
2022-02-27,23.8445
2022-02-28,24.0204
2022-03-01,23.9554
2022-03-02,24.1083
2022-03-03,24.5134
2022-03-04,24.8607
2022-03-05,24.8607
2022-03-06,24.8607
2022-03-07,24.9982
2022-03-08,24.7011
2022-03-09,24.6656
2022-03-10,24.8105
2022-03-11,24.744
2022-03-12,24.744
2022-03-13,24.744
2022-03-14,24.6257
2022-03-15,24.8282
2022-03-16,24.6831
2022-03-17,24.6638
2022-03-18,24.5352
2022-03-19,24.5352
2022-03-20,24.5352
2022-03-21,24.6269
2022-03-22,24.7097
2022-03-23,24.8221
2022-03-24,24.8857
2022-03-25,24.9449
2022-03-26,24.9449
2022-03-27,24.9449
2022-03-28,25.0588
2022-03-29,25.2185
2022-03-30,25.3265
2022-03-31,24.3945
2022-04-01,24.6391
2022-04-02,24.6391
2022-04-03,24.6391
2022-04-04,24.5182
2022-04-05,24.611
2022-04-06,25.058
2022-04-07,24.9006
2022-04-08,24.8471
2022-04-09,24.8471
2022-04-10,24.8471
2022-04-11,24.6236
2022-04-12,24.7515
2022-04-13,24.7431
2022-04-14,24.7136
2022-04-15,24.7136
2022-04-16,24.7136
2022-04-17,24.7136
2022-04-18,24.6602
2022-04-19,24.7684
2022-04-20,24.8247
2022-04-21,24.7248
2022-04-22,24.462
2022-04-23,24.462
2022-04-24,24.462
2022-04-25,24.4971
2022-04-26,24.32
2022-04-27,24.3607
2022-04-28,25.0252
2022-04-29,24.5502
2022-04-30,24.5502
2022-05-01,24.5502
2022-05-02,24.4099
2022-05-03,24.4743
2022-05-04,24.7805
2022-05-05,24.6289
2022-05-06,24.6274
2022-05-07,24.6274
2022-05-08,24.6274
2022-05-09,24.6331
2022-05-10,24.5459
2022-05-11,24.646
2022-05-12,24.4672
2022-05-13,24.6331
2022-05-14,24.6331
2022-05-15,24.6331
2022-05-16,24.5902
2022-05-17,24.7347
2022-05-18,24.6603
2022-05-19,24.5401
2022-05-20,24.6346
2022-05-21,24.6346
2022-05-22,24.6346
2022-05-23,24.7161
2022-05-24,24.9951
2022-05-25,25.0323
2022-05-26,25.0467
2022-05-27,25.1883
2022-05-28,25.1883
2022-05-29,25.1883
2022-05-30,25.1883
2022-05-31,24.968
2022-06-01,24.9694
2022-06-02,24.9994
2022-06-03,24.9565
2022-06-04,24.9565
2022-06-05,24.9565
2022-06-06,24.9723
2022-06-07,25.0252
2022-06-08,24.7533
2022-06-09,24.4285
2022-06-10,24.4285
2022-06-11,24.4285
2022-06-12,24.4285
2022-06-13,23.6773
2022-06-14,23.3096
2022-06-15,23.3397
2022-06-16,23.1308
2022-06-17,23.0192
2022-06-18,23.0192
2022-06-19,23.0192
2022-06-20,23.0192
2022-06-21,23.2395
2022-06-22,23.291
2022-06-23,23.5915
2022-06-24,23.7618
2022-06-25,23.7618
2022-06-26,23.7618
2022-06-27,23.9592
2022-06-28,23.9735
2022-06-29,24.015
2022-06-30,22.9756
2022-07-01,23.2484
2022-07-02,23.2484
2022-07-03,23.2484
2022-07-04,23.2484
2022-07-05,22.6552
2022-07-06,22.8208
2022-07-07,22.7828
2022-07-08,22.7584
2022-07-09,22.7584
2022-07-10,22.7584
2022-07-11,22.8493
2022-07-12,22.7625
2022-07-13,22.6987
2022-07-14,22.7489
2022-07-15,22.8778
2022-07-16,22.8778
2022-07-17,22.8778
2022-07-18,22.6267
2022-07-19,22.6566
2022-07-20,22.5372
2022-07-21,22.548
2022-07-22,22.7598
2022-07-23,22.7598
2022-07-24,22.7598
2022-07-25,22.9566
2022-07-26,23.0407
2022-07-27,23.0279
2022-07-28,23.2085
2022-07-29,23.3361
2022-07-30,23.3361
2022-07-31,23.3361
2022-08-01,23.4094
2022-08-02,23.3225
2022-08-03,23.476
2022-08-04,23.5248
2022-08-05,23.4583
2022-08-06,23.4583
2022-08-07,23.4583
2022-08-08,23.5425
2022-08-09,23.609
2022-08-10,23.7136
2022-08-11,23.6946
2022-08-12,24.0449
2022-08-13,24.0449
2022-08-14,24.0449
2022-08-15,24.1508
2022-08-16,24.1372
2022-08-17,24.1196
2022-08-18,24.125
2022-08-19,24.2024
2022-08-20,24.2024
2022-08-21,24.2024
2022-08-22,23.9946
2022-08-23,23.8982
2022-08-24,23.8928
2022-08-25,23.9906
2022-08-26,23.7788
2022-08-27,23.7788
2022-08-28,23.7788
2022-08-29,23.9295
2022-08-30,23.7136
2022-08-31,23.5588
2022-09-01,23.8548
2022-09-02,23.6796
2022-09-03,23.6796
2022-09-04,23.6796
2022-09-05,23.6796
2022-09-06,23.7435
2022-09-07,24.1752
2022-09-08,24.072
2022-09-09,24.1712
2022-09-10,24.1712
2022-09-11,24.1712
2022-09-12,24.235
2022-09-13,23.8304
2022-09-14,23.9824
2022-09-15,23.5574
2022-09-16,23.5805
2022-09-17,23.5805
2022-09-18,23.5805
2022-09-19,23.6824
2022-09-20,23.499
2022-09-21,23.3375
2022-09-22,23.3796
2022-09-23,23.2248
2022-09-24,23.2248
2022-09-25,23.2248
2022-09-26,22.9383
2022-09-27,22.5622
2022-09-28,22.6572
2022-09-29,22.0476
2022-09-30,22.8076
2022-10-01,22.8076
2022-10-02,22.8076
2022-10-03,23.0612
2022-10-04,23.4073
2022-10-05,22.9857
2022-10-06,22.5312
2022-10-07,22.3147
2022-10-08,22.3147
2022-10-09,22.3147
2022-10-10,22.5227
2022-10-11,22.5825
2022-10-12,22.1366
2022-10-13,22.5697
2022-10-14,22.3902
2022-10-15,22.3902
2022-10-16,22.3902
2022-10-17,22.6082
2022-10-18,22.8261
2022-10-19,22.7292
2022-10-20,22.4486
2022-10-21,22.6908
2022-10-22,22.6908
2022-10-23,22.6908
2022-10-24,22.7435
2022-10-25,22.9458
2022-10-26,22.95
2022-10-27,22.9147
2022-10-28,23.231
2022-10-29,23.231
2022-10-30,23.231
2022-10-31,23.0202
2022-11-01,23.1071
2022-11-02,23.0615
2022-11-03,23.1285
2022-11-04,23.2553
2022-11-05,23.2553
2022-11-06,23.2553
2022-11-07,23.0316
2022-11-08,23.2097
2022-11-09,23.0059
2022-11-10,23.573
2022-11-11,23.3137
2022-11-12,23.3137
2022-11-13,23.3137
2022-11-14,23.1256
2022-11-15,23.2054
2022-11-16,23.2795
2022-11-17,23.184
2022-11-18,23.4989
2022-11-19,23.4989
2022-11-20,23.4989
2022-11-21,23.7654
2022-11-22,23.8452
2022-11-23,24.0475
2022-11-24,24.0475
2022-11-25,24.096
2022-11-26,24.096
2022-11-27,24.096
2022-11-28,24.0603
2022-11-29,23.9791
2022-11-30,24.2855
2022-12-01,24.2399
2022-12-02,24.0461
2022-12-03,24.0461
2022-12-04,24.0461
2022-12-05,23.9606
2022-12-06,24.2242
2022-12-07,24.2669
2022-12-08,24.4166
2022-12-09,24.2541
2022-12-10,24.2541
2022-12-11,24.2541
2022-12-12,24.5348
2022-12-13,24.5448
2022-12-14,24.5263
2022-12-15,24.1102
2022-12-16,23.9677
2022-12-17,23.9677
2022-12-18,23.9677
2022-12-19,23.8865
2022-12-20,23.8395
2022-12-21,24.0774
2022-12-22,23.9535
2022-12-23,24.1273
2022-12-24,24.1273
2022-12-25,24.1273
2022-12-26,24.1273
2022-12-27,24.2128
2022-12-28,24.0803
2022-12-29,24.1729
2022-12-30,25.8005
2022-12-31,25.8005
2023-01-01,25.8005
2023-01-02,25.8005
2023-01-03,25.7887
2023-01-04,25.8846
2023-01-05,25.6279
2023-01-06,26.0337
2023-01-07,26.0337
2023-01-08,26.0337
2023-01-09,26.2432
2023-01-10,26.1443
2023-01-11,26.196
2023-01-12,26.016
2023-01-13,25.7843
2023-01-14,25.7843
2023-01-15,25.7843
2023-01-16,25.7843
2023-01-17,25.7873
2023-01-18,25.4317
2023-01-19,25.3107
2023-01-20,25.3904
2023-01-21,25.3904
2023-01-22,25.3904
2023-01-23,25.4627
2023-01-24,25.4686
2023-01-25,25.4169
2023-01-26,25.5114
2023-01-27,25.5232
2023-01-28,25.5232
2023-01-29,25.5232
2023-01-30,25.4936
2023-01-31,25.6545
2023-02-01,25.7563
2023-02-02,25.7415
2023-02-03,25.3815
2023-02-04,25.3815
2023-02-05,25.3815
2023-02-06,25.4391
2023-02-07,25.4066
2023-02-08,25.1263
2023-02-09,24.8459
2023-02-10,25.1513
2023-02-11,25.1513
2023-02-12,25.1513
2023-02-13,25.231
2023-02-14,25.141
2023-02-15,25.2059
2023-02-16,25.1735
2023-02-17,25.4258
2023-02-18,25.4258
2023-02-19,25.4258
2023-02-20,25.4258
2023-02-21,25.1956
2023-02-22,25.1912
2023-02-23,25.175
2023-02-24,25.1337
2023-02-25,25.1337
2023-02-26,25.1337
2023-02-27,25.0806
2023-02-28,24.7707
2023-03-01,24.5466
2023-03-02,24.7873
2023-03-03,24.9498
2023-03-04,24.9498
2023-03-05,24.9498
2023-03-06,24.9912
2023-03-07,24.8819
2023-03-08,24.9808
2023-03-09,24.9011
2023-03-10,24.7194
2023-03-11,24.7194
2023-03-12,24.7194
2023-03-13,24.9926
2023-03-14,25.1211
2023-03-15,25.4668
2023-03-16,25.3811
2023-03-17,25.1876
2023-03-18,25.1876
