,PARAA US Equity
2021-03-27,12.1116
2021-03-28,12.1116
2021-03-29,11.6252
2021-03-30,11.8803
2021-03-31,9.0934
2021-04-01,9.0403
2021-04-02,9.0403
2021-04-03,9.0403
2021-04-04,9.0403
2021-04-05,8.887
2021-04-06,9.0726
2021-04-07,9.0196
2021-04-08,8.8073
2021-04-09,8.7583
2021-04-10,8.7583
2021-04-11,8.7583
2021-04-12,8.474
2021-04-13,8.5699
2021-04-14,8.5292
2021-04-15,8.392
2021-04-16,8.4152
2021-04-17,8.4152
2021-04-18,8.4152
2021-04-19,8.285
2021-04-20,8.2166
2021-04-21,8.6128
2021-04-22,8.5997
2021-04-23,8.7339
2021-04-24,8.7339
2021-04-25,8.7339
2021-04-26,8.7455
2021-04-27,8.879
2021-04-28,8.6961
2021-04-29,8.7053
2021-04-30,8.6348
2021-05-01,8.6348
2021-05-02,8.6348
2021-05-03,8.4518
2021-05-04,8.4886
2021-05-05,8.374
2021-05-06,8.2583
2021-05-07,8.4229
2021-05-08,8.4229
2021-05-09,8.4229
2021-05-10,8.4051
2021-05-11,8.4338
2021-05-12,8.3729
2021-05-13,8.3001
2021-05-14,8.3594
2021-05-15,8.3594
2021-05-16,8.3594
2021-05-17,8.2914
2021-05-18,8.5278
2021-05-19,8.4587
2021-05-20,8.7063
2021-05-21,8.7878
2021-05-22,8.7878
2021-05-23,8.7878
2021-05-24,8.7062
2021-05-25,8.6207
2021-05-26,8.8356
2021-05-27,8.9271
2021-05-28,8.827
2021-05-29,8.827
2021-05-30,8.827
2021-05-31,8.827
2021-06-01,8.8506
2021-06-02,8.8459
2021-06-03,8.7161
2021-06-04,8.7292
2021-06-05,8.7292
2021-06-06,8.7292
2021-06-07,8.7358
2021-06-08,8.7266
2021-06-09,8.8035
2021-06-10,8.7073
2021-06-11,8.8208
2021-06-12,8.8208
2021-06-13,8.8208
2021-06-14,8.8554
2021-06-15,8.7234
2021-06-16,8.742
2021-06-17,8.5225
2021-06-18,8.5005
2021-06-19,8.5005
2021-06-20,8.5005
2021-06-21,8.6247
2021-06-22,8.5966
2021-06-23,8.7459
2021-06-24,8.8874
2021-06-25,9.0219
2021-06-26,9.0219
2021-06-27,9.0219
2021-06-28,9.3077
2021-06-29,9.1203
2021-06-30,9.2236
2021-07-01,9.1896
2021-07-02,9.0807
2021-07-03,9.0807
2021-07-04,9.0807
2021-07-05,9.0807
2021-07-06,8.9074
2021-07-07,8.8957
2021-07-08,8.7118
2021-07-09,8.8904
2021-07-10,8.8904
2021-07-11,8.8904
2021-07-12,8.9809
2021-07-13,8.8639
2021-07-14,8.7723
2021-07-15,8.6926
2021-07-16,8.5581
2021-07-17,8.5581
2021-07-18,8.5581
2021-07-19,8.4979
2021-07-20,8.573
2021-07-21,8.6951
2021-07-22,8.6355
2021-07-23,8.654
2021-07-24,8.654
2021-07-25,8.654
2021-07-26,8.8161
2021-07-27,8.7035
2021-07-28,8.7444
2021-07-29,8.7493
2021-07-30,8.6444
2021-07-31,8.6444
2021-08-01,8.6444
2021-08-02,8.6337
2021-08-03,8.3137
2021-08-04,8.3591
2021-08-05,8.7385
2021-08-06,8.7287
2021-08-07,8.7287
2021-08-08,8.7287
2021-08-09,8.5675
2021-08-10,8.6261
2021-08-11,8.6386
2021-08-12,8.5235
2021-08-13,8.4145
2021-08-14,8.4145
2021-08-15,8.4145
2021-08-16,8.325
2021-08-17,8.3911
2021-08-18,8.5942
2021-08-19,8.4776
2021-08-20,8.4894
2021-08-21,8.4894
2021-08-22,8.4894
2021-08-23,8.5746
2021-08-24,8.6218
2021-08-25,8.6612
2021-08-26,8.5225
2021-08-27,8.6496
2021-08-28,8.6496
2021-08-29,8.6496
2021-08-30,8.559
2021-08-31,8.7253
2021-09-01,8.7192
2021-09-02,8.7369
2021-09-03,8.7001
2021-09-04,8.7001
2021-09-05,8.7001
2021-09-06,8.7001
2021-09-07,8.7459
2021-09-08,8.6499
2021-09-09,8.5718
2021-09-10,8.4773
2021-09-11,8.4773
2021-09-12,8.4773
2021-09-13,8.5773
2021-09-14,8.3777
2021-09-15,8.5744
2021-09-16,8.5853
2021-09-17,8.5246
2021-09-18,8.5246
2021-09-19,8.5246
2021-09-20,8.3689
2021-09-21,8.3392
2021-09-22,8.4112
2021-09-23,8.5291
2021-09-24,8.5192
2021-09-25,8.5192
2021-09-26,8.5192
2021-09-27,8.5798
2021-09-28,8.5498
2021-09-29,8.5342
2021-09-30,8.6029
2021-10-01,8.6566
2021-10-02,8.6566
2021-10-03,8.6566
2021-10-04,8.5505
2021-10-05,8.6139
2021-10-06,8.5594
2021-10-07,8.6506
2021-10-08,8.6469
2021-10-09,8.6469
2021-10-10,8.6469
2021-10-11,8.5865
2021-10-12,8.5556
2021-10-13,8.5861
2021-10-14,8.5997
2021-10-15,8.5232
2021-10-16,8.5232
2021-10-17,8.5232
2021-10-18,8.47
2021-10-19,8.5437
2021-10-20,8.5165
2021-10-21,8.3678
2021-10-22,8.3314
2021-10-23,8.3314
2021-10-24,8.3314
2021-10-25,8.3435
2021-10-26,8.2715
2021-10-27,8.1001
2021-10-28,8.2627
2021-10-29,8.1532
2021-10-30,8.1532
2021-10-31,8.1532
2021-11-01,8.2926
2021-11-02,8.3103
2021-11-03,8.3366
2021-11-04,8.1188
2021-11-05,8.1759
2021-11-06,8.1759
2021-11-07,8.1759
2021-11-08,8.1074
2021-11-09,8.0579
2021-11-10,8.0466
2021-11-11,8.0787
2021-11-12,8.0271
2021-11-13,8.0271
2021-11-14,8.0271
2021-11-15,8.1067
2021-11-16,8.0168
2021-11-17,8.0066
2021-11-18,7.8907
2021-11-19,7.8107
2021-11-20,7.8107
2021-11-21,7.8107
2021-11-22,7.7937
2021-11-23,7.7111
2021-11-24,7.7518
2021-11-25,7.7518
2021-11-26,7.6637
2021-11-27,7.6637
2021-11-28,7.6637
2021-11-29,7.6173
2021-11-30,7.434
2021-12-01,7.2624
2021-12-02,7.2481
2021-12-03,7.456
2021-12-04,7.456
2021-12-05,7.456
2021-12-06,7.4682
2021-12-07,7.504
2021-12-08,7.5676
2021-12-09,7.4587
2021-12-10,7.4808
2021-12-11,7.4808
2021-12-12,7.4808
2021-12-13,7.3557
2021-12-14,7.255
2021-12-15,7.249
2021-12-16,7.2769
2021-12-17,7.2486
2021-12-18,7.2486
2021-12-19,7.2486
2021-12-20,7.1297
2021-12-21,7.2229
2021-12-22,7.1979
2021-12-23,7.3943
2021-12-24,7.3943
2021-12-25,7.3943
2021-12-26,7.3943
2021-12-27,7.3269
2021-12-28,7.3273
2021-12-29,7.3098
2021-12-30,7.4668
2021-12-31,5.3362
2022-01-01,5.3362
2022-01-02,5.3362
2022-01-03,5.5513
2022-01-04,5.6352
2022-01-05,5.5982
2022-01-06,5.5983
2022-01-07,5.8739
2022-01-08,5.8739
2022-01-09,5.8739
2022-01-10,5.8272
2022-01-11,5.8333
2022-01-12,5.8343
2022-01-13,5.9615
2022-01-14,6.0264
2022-01-15,6.0264
2022-01-16,6.0264
2022-01-17,6.0264
2022-01-18,5.8595
2022-01-19,5.8435
2022-01-20,5.7051
2022-01-21,5.4468
2022-01-22,5.4468
2022-01-23,5.4468
2022-01-24,5.5785
2022-01-25,5.6101
2022-01-26,5.4883
2022-01-27,5.4617
2022-01-28,5.6233
2022-01-29,5.6233
2022-01-30,5.6233
2022-01-31,5.672
2022-02-01,5.6979
2022-02-02,5.602
2022-02-03,5.6359
2022-02-04,5.6681
2022-02-05,5.6681
2022-02-06,5.6681
2022-02-07,5.7288
2022-02-08,5.7839
2022-02-09,5.9124
2022-02-10,5.922
2022-02-11,5.9347
2022-02-12,5.9347
2022-02-13,5.9347
2022-02-14,5.8352
2022-02-15,5.9405
2022-02-16,5.2804
2022-02-17,5.2593
2022-02-18,5.1636
2022-02-19,5.1636
2022-02-20,5.1636
2022-02-21,5.1636
2022-02-22,5.1039
2022-02-23,5.1622
2022-02-24,5.2276
2022-02-25,5.2794
2022-02-26,5.2794
2022-02-27,5.2794
2022-02-28,5.3877
2022-03-01,5.5587
2022-03-02,5.867
2022-03-03,5.8846
2022-03-04,5.7434
2022-03-05,5.7434
2022-03-06,5.7434
2022-03-07,5.6854
2022-03-08,5.7087
2022-03-09,5.7072
2022-03-10,5.6552
2022-03-11,5.5918
2022-03-12,5.5918
2022-03-13,5.5918
2022-03-14,5.9154
2022-03-15,5.8579
2022-03-16,5.9663
2022-03-17,6.0335
2022-03-18,6.0469
2022-03-19,6.0469
2022-03-20,6.0469
2022-03-21,5.9791
2022-03-22,6.0859
2022-03-23,6.1056
2022-03-24,6.1319
2022-03-25,6.1955
2022-03-26,6.1955
2022-03-27,6.1955
2022-03-28,6.1025
2022-03-29,6.162
2022-03-30,6.1551
2022-03-31,6.8923
2022-04-01,6.8462
2022-04-02,6.8462
2022-04-03,6.8462
2022-04-04,6.8851
2022-04-05,6.7801
2022-04-06,6.6642
2022-04-07,6.6003
2022-04-08,6.6743
2022-04-09,6.6743
2022-04-10,6.6743
2022-04-11,6.6697
2022-04-12,6.6884
2022-04-13,6.7086
2022-04-14,6.7252
2022-04-15,6.7252
2022-04-16,6.7252
2022-04-17,6.7252
2022-04-18,6.6775
2022-04-19,6.7141
2022-04-20,6.3484
2022-04-21,6.2485
2022-04-22,6.1002
2022-04-23,6.1002
2022-04-24,6.1002
2022-04-25,6.1202
2022-04-26,5.906
2022-04-27,5.8548
2022-04-28,5.8694
2022-04-29,5.877
2022-04-30,5.877
2022-05-01,5.877
2022-05-02,6.0137
2022-05-03,5.9665
2022-05-04,6.0009
2022-05-05,5.9465
2022-05-06,5.7345
2022-05-07,5.7345
2022-05-08,5.7345
2022-05-09,5.6791
2022-05-10,5.6773
2022-05-11,5.5917
2022-05-12,5.6413
2022-05-13,5.784
2022-05-14,5.784
2022-05-15,5.784
2022-05-16,5.7459
2022-05-17,6.2516
2022-05-18,6.1613
2022-05-19,6.2385
2022-05-20,6.2876
2022-05-21,6.2876
2022-05-22,6.2876
2022-05-23,6.3422
2022-05-24,6.1901
2022-05-25,6.2545
2022-05-26,6.2618
2022-05-27,6.4375
2022-05-28,6.4375
2022-05-29,6.4375
2022-05-30,6.4375
2022-05-31,6.4878
2022-06-01,6.2551
2022-06-02,6.1463
2022-06-03,6.0734
2022-06-04,6.0734
2022-06-05,6.0734
2022-06-06,6.0296
2022-06-07,6.0465
2022-06-08,6.0669
2022-06-09,5.8826
2022-06-10,5.7582
2022-06-11,5.7582
2022-06-12,5.7582
2022-06-13,5.4902
2022-06-14,5.4439
2022-06-15,5.4733
2022-06-16,5.306
2022-06-17,5.3435
2022-06-18,5.3435
2022-06-19,5.3435
2022-06-20,5.3435
2022-06-21,5.3472
2022-06-22,5.3287
2022-06-23,5.3382
2022-06-24,5.4852
2022-06-25,5.4852
2022-06-26,5.4852
2022-06-27,5.5106
2022-06-28,5.4611
2022-06-29,5.407
2022-06-30,5.8236
2022-07-01,5.891
2022-07-02,5.891
2022-07-03,5.891
2022-07-04,5.891
2022-07-05,5.8882
2022-07-06,5.8728
2022-07-07,5.9812
2022-07-08,5.9377
2022-07-09,5.9377
2022-07-10,5.9377
2022-07-11,5.7618
2022-07-12,5.8783
2022-07-13,5.8689
2022-07-14,5.7553
2022-07-15,5.8678
2022-07-16,5.8678
2022-07-17,5.8678
2022-07-18,5.8073
2022-07-19,5.8738
2022-07-20,5.9955
2022-07-21,5.9978
2022-07-22,5.9026
2022-07-23,5.9026
2022-07-24,5.9026
2022-07-25,5.9123
2022-07-26,5.7595
2022-07-27,5.8095
2022-07-28,5.7874
2022-07-29,5.6999
2022-07-30,5.6999
2022-07-31,5.6999
2022-08-01,5.7616
2022-08-02,5.8017
2022-08-03,5.8772
2022-08-04,5.9105
2022-08-05,5.776
2022-08-06,5.776
2022-08-07,5.776
2022-08-08,5.8977
2022-08-09,5.8315
2022-08-10,5.8801
2022-08-11,5.9714
2022-08-12,6.0203
2022-08-13,6.0203
2022-08-14,6.0203
2022-08-15,6.0661
2022-08-16,6.1479
2022-08-17,6.0335
2022-08-18,5.9903
2022-08-19,5.9821
2022-08-20,5.9821
2022-08-21,5.9821
2022-08-22,5.8117
2022-08-23,5.8047
2022-08-24,5.8707
2022-08-25,5.9872
2022-08-26,5.8558
2022-08-27,5.8558
2022-08-28,5.8558
2022-08-29,5.7852
2022-08-30,5.7484
2022-08-31,5.6643
2022-09-01,5.6719
2022-09-02,5.628
2022-09-03,5.628
2022-09-04,5.628
2022-09-05,5.628
2022-09-06,5.6004
2022-09-07,5.608
2022-09-08,5.5766
2022-09-09,5.6974
2022-09-10,5.6974
2022-09-11,5.6974
2022-09-12,5.7735
2022-09-13,5.5547
2022-09-14,5.4796
2022-09-15,5.6223
2022-09-16,5.5737
2022-09-17,5.5737
2022-09-18,5.5737
2022-09-19,5.6231
2022-09-20,5.5623
2022-09-21,5.4098
2022-09-22,5.3419
2022-09-23,5.2538
2022-09-24,5.2538
2022-09-25,5.2538
2022-09-26,5.1894
2022-09-27,5.1553
2022-09-28,5.2105
2022-09-29,5.0993
2022-09-30,5.5705
2022-10-01,5.5705
2022-10-02,5.5705
2022-10-03,5.65
2022-10-04,5.7094
2022-10-05,5.6423
2022-10-06,5.5831
2022-10-07,5.5189
2022-10-08,5.5189
2022-10-09,5.5189
2022-10-10,5.5074
2022-10-11,5.4651
2022-10-12,5.5062
2022-10-13,5.5894
2022-10-14,5.5369
2022-10-15,5.5369
2022-10-16,5.5369
2022-10-17,5.6068
2022-10-18,5.6484
2022-10-19,5.5794
2022-10-20,5.5841
2022-10-21,5.5984
2022-10-22,5.5984
2022-10-23,5.5984
2022-10-24,5.5807
2022-10-25,5.659
2022-10-26,5.6146
2022-10-27,5.4882
2022-10-28,5.5718
2022-10-29,5.5718
2022-10-30,5.5718
2022-10-31,5.4758
2022-11-01,5.5914
2022-11-02,5.2693
2022-11-03,5.19
2022-11-04,5.1032
2022-11-05,5.1032
2022-11-06,5.1032
2022-11-07,5.2118
2022-11-08,5.2418
2022-11-09,5.0994
2022-11-10,5.2413
2022-11-11,5.5441
2022-11-12,5.5441
2022-11-13,5.5441
2022-11-14,5.5012
2022-11-15,5.629
2022-11-16,5.4532
2022-11-17,5.4906
2022-11-18,5.524
2022-11-19,5.524
2022-11-20,5.524
2022-11-21,5.5029
2022-11-22,5.5858
2022-11-23,5.6567
2022-11-24,5.6567
2022-11-25,5.6903
2022-11-26,5.6903
2022-11-27,5.6903
2022-11-28,5.599
2022-11-29,5.6684
2022-11-30,5.7132
2022-12-01,5.7243
2022-12-02,5.7529
2022-12-03,5.7529
2022-12-04,5.7529
2022-12-05,5.6339
2022-12-06,5.4503
2022-12-07,5.4307
2022-12-08,5.4429
2022-12-09,5.5694
2022-12-10,5.5694
2022-12-11,5.5694
2022-12-12,5.6558
2022-12-13,5.6559
2022-12-14,5.6146
2022-12-15,5.3844
2022-12-16,5.3396
2022-12-17,5.3396
2022-12-18,5.3396
2022-12-19,5.2885
2022-12-20,5.2828
2022-12-21,5.2837
2022-12-22,5.291
2022-12-23,5.2525
2022-12-24,5.2525
2022-12-25,5.2525
2022-12-26,5.2525
2022-12-27,5.2337
2022-12-28,5.1779
2022-12-29,5.2678
2022-12-30,11.2383
2022-12-31,11.2383
2023-01-01,11.2383
2023-01-02,11.2383
2023-01-03,11.2915
2023-01-04,11.6924
2023-01-05,11.7378
2023-01-06,11.8432
2023-01-07,11.8432
2023-01-08,11.8432
2023-01-09,11.9861
2023-01-10,12.0824
2023-01-11,12.1138
2023-01-12,12.1796
2023-01-13,12.1307
2023-01-14,12.1307
2023-01-15,12.1307
2023-01-16,12.1307
2023-01-17,12.2917
2023-01-18,12.1181
2023-01-19,11.9918
2023-01-20,12.1969
2023-01-21,12.1969
2023-01-22,12.1969
2023-01-23,12.4367
2023-01-24,12.3471
2023-01-25,12.6517
2023-01-26,12.7872
2023-01-27,12.9713
2023-01-28,12.9713
2023-01-29,12.9713
2023-01-30,12.8404
2023-01-31,12.9923
2023-02-01,13.3346
2023-02-02,13.5721
2023-02-03,13.3907
2023-02-04,13.3907
2023-02-05,13.3907
2023-02-06,13.239
2023-02-07,13.0394
2023-02-08,12.787
2023-02-09,12.6105
2023-02-10,12.5533
2023-02-11,12.5533
2023-02-12,12.5533
2023-02-13,12.7523
2023-02-14,12.7908
2023-02-15,13.3719
2023-02-16,13.0944
2023-02-17,13.1495
2023-02-18,13.1495
2023-02-19,13.1495
2023-02-20,13.1495
2023-02-21,12.9354
2023-02-22,13.0405
2023-02-23,13.0799
2023-02-24,12.7601
2023-02-25,12.7601
2023-02-26,12.7601
2023-02-27,12.7038
2023-02-28,12.5165
2023-03-01,12.5999
2023-03-02,12.7761
2023-03-03,12.8448
2023-03-04,12.8448
2023-03-05,12.8448
2023-03-06,12.6913
2023-03-07,12.536
2023-03-08,12.6448
2023-03-09,12.3622
2023-03-10,12.0907
2023-03-11,12.0907
2023-03-12,12.0907
2023-03-13,11.9586
2023-03-14,12.0289
2023-03-15,12.0683
2023-03-16,12.1174
2023-03-17,12.0422
