,HDS US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,12.0202
2020-01-02,12.0396
2020-01-03,12.0245
2020-01-04,12.0245
2020-01-05,12.0245
2020-01-06,11.9923
2020-01-07,11.9772
2020-01-08,11.9644
2020-01-09,12.0009
2020-01-10,11.9644
2020-01-11,11.9644
2020-01-12,11.9644
2020-01-13,11.9815
2020-01-14,11.9665
2020-01-15,11.9278
2020-01-16,12.1233
2020-01-17,12.0374
2020-01-18,12.0374
2020-01-19,12.0374
2020-01-20,12.0374
2020-01-21,11.9708
2020-01-22,11.9472
2020-01-23,12.0503
2020-01-24,11.9966
2020-01-25,11.9966
2020-01-26,11.9966
2020-01-27,11.8462
2020-01-28,12.003
2020-01-29,12.1384
2020-01-30,12.2695
2020-01-31,12.4753
2020-02-01,12.4753
2020-02-02,12.4753
2020-02-03,12.5255
2020-02-04,12.7786
2020-02-05,12.94
2020-02-06,12.7982
2020-02-07,12.6455
2020-02-08,12.6455
2020-02-09,12.6455
2020-02-10,12.5713
2020-02-11,12.6368
2020-02-12,12.6259
2020-02-13,12.6062
2020-02-14,12.7328
2020-02-15,12.7328
2020-02-16,12.7328
2020-02-17,12.7328
2020-02-18,12.7219
2020-02-19,12.772
2020-02-20,12.9727
2020-02-21,12.9706
2020-02-22,12.9706
2020-02-23,12.9706
2020-02-24,12.7764
2020-02-25,12.5888
2020-02-26,12.4623
2020-02-27,12.1372
2020-02-28,11.882
2020-02-29,11.882
2020-03-01,11.882
2020-03-02,12.2136
2020-03-03,12.002
2020-03-04,12.3139
2020-03-05,11.858
2020-03-06,11.714
2020-03-07,11.714
2020-03-08,11.714
2020-03-09,11.0595
2020-03-10,11.2428
2020-03-11,10.8348
2020-03-12,10.1433
2020-03-13,10.5032
2020-03-14,10.5032
2020-03-15,10.5032
2020-03-16,9.6961
2020-03-17,9.5674
2020-03-18,8.649
2020-03-19,9.8444
2020-03-20,9.4212
2020-03-21,9.4212
2020-03-22,9.4212
2020-03-23,8.926
2020-03-24,9.4278
2020-03-25,9.7441
2020-03-26,9.683
2020-03-27,9.5281
2020-03-28,9.5281
2020-03-29,9.5281
2020-03-30,9.6175
2020-03-31,9.7899
2020-04-01,9.1882
2020-04-02,9.2993
2020-04-03,9.1839
2020-04-04,9.1839
2020-04-05,9.1839
2020-04-06,9.8703
2020-04-07,10.0795
2020-04-08,10.3649
2020-04-09,10.5763
2020-04-10,10.5763
2020-04-11,10.5763
2020-04-12,10.5763
2020-04-13,10.1928
2020-04-14,10.2168
2020-04-15,9.8877
2020-04-16,9.6894
2020-04-17,10.0773
2020-04-18,10.0773
2020-04-19,10.0773
2020-04-20,9.7417
2020-04-21,9.4889
2020-04-22,9.5892
2020-04-23,9.5848
2020-04-24,9.6567
2020-04-25,9.6567
2020-04-26,9.6567
2020-04-27,9.7744
2020-04-28,10.0708
2020-04-29,10.1263
2020-04-30,10.0555
2020-05-01,10.6157
2020-05-02,10.6157
2020-05-03,10.6157
2020-05-04,10.6782
2020-05-05,10.695
2020-05-06,10.6926
2020-05-07,10.7695
2020-05-08,10.8729
2020-05-09,10.8729
2020-05-10,10.8729
2020-05-11,10.7767
2020-05-12,10.4018
2020-05-13,10.111
2020-05-14,10.1927
2020-05-15,10.3297
2020-05-16,10.3297
2020-05-17,10.3297
2020-05-18,10.9257
2020-05-19,10.8368
2020-05-20,11.142
2020-05-21,11.142
2020-05-22,11.0916
2020-05-23,11.0916
2020-05-24,11.0916
2020-05-25,11.0916
2020-05-26,11.368
2020-05-27,11.4953
2020-05-28,11.4593
2020-05-29,11.3896
2020-05-30,11.3896
2020-05-31,11.3896
2020-06-01,11.4208
2020-06-02,11.7381
2020-06-03,11.9904
2020-06-04,12.1755
2020-06-05,12.4663
2020-06-06,12.4663
2020-06-07,12.4663
2020-06-08,12.3005
2020-06-09,12.8653
2020-06-10,12.5576
2020-06-11,11.9376
2020-06-12,12.0097
2020-06-13,12.0097
2020-06-14,12.0097
2020-06-15,12.0818
2020-06-16,12.3413
2020-06-17,12.274
2020-06-18,12.2236
2020-06-19,12.137
2020-06-20,12.137
2020-06-21,12.137
2020-06-22,12.0073
