,ZBH US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,33.9998
2020-01-02,33.913
2020-01-03,33.8425
2020-01-04,33.8425
2020-01-05,33.8425
2020-01-06,33.6869
2020-01-07,33.6634
2020-01-08,33.9835
2020-01-09,33.8045
2020-01-10,34.0558
2020-01-11,34.0558
2020-01-12,34.0558
2020-01-13,33.8804
2020-01-14,33.7575
2020-01-15,33.7231
2020-01-16,33.8352
2020-01-17,33.9455
2020-01-18,33.9455
2020-01-19,33.9455
2020-01-20,33.9455
2020-01-21,33.9636
2020-01-22,34.2348
2020-01-23,33.969
2020-01-24,33.6598
2020-01-25,33.6598
2020-01-26,33.6598
2020-01-27,33.7032
2020-01-28,33.913
2020-01-29,34.1932
2020-01-30,34.271
2020-01-31,33.6779
2020-02-01,33.6779
2020-02-02,33.6779
2020-02-03,33.7882
2020-02-04,35.2818
2020-02-05,35.45
2020-02-06,35.6868
2020-02-07,35.2131
2020-02-08,35.2131
2020-02-09,35.2131
2020-02-10,35.544
2020-02-11,35.7375
2020-02-12,35.6308
2020-02-13,35.6362
2020-02-14,35.9382
2020-02-15,35.9382
2020-02-16,35.9382
2020-02-17,35.9382
2020-02-18,35.7302
2020-02-19,35.8695
2020-02-20,35.5747
2020-02-21,35.4934
2020-02-22,35.4934
2020-02-23,35.4934
2020-02-24,34.9382
2020-02-25,34.1035
2020-02-26,33.5283
2020-02-27,32.3289
2020-02-28,31.6393
2020-02-29,31.6393
2020-03-01,31.6393
2020-03-02,32.2019
2020-03-03,31.2238
2020-03-04,31.9877
2020-03-05,30.3764
2020-03-06,29.4528
2020-03-07,29.4528
2020-03-08,29.4528
2020-03-09,27.123
2020-03-10,28.4022
2020-03-11,27.1103
2020-03-12,25.4481
2020-03-13,24.6806
2020-03-14,24.6806
2020-03-15,24.6806
2020-03-16,23.6282
2020-03-17,22.5685
2020-03-18,21.565
2020-03-19,23.1092
2020-03-20,22.5358
2020-03-21,22.5358
2020-03-22,22.5358
2020-03-23,21.5977
2020-03-24,23.8822
2020-03-25,24.5046
2020-03-26,25.234
2020-03-27,24.1616
2020-03-28,24.1616
2020-03-29,24.1616
2020-03-30,24.7917
