,WAT US Equity
2023-03-20,21.6341
2023-03-21,22.1821
2023-03-22,21.7523
2023-03-23,21.4762
2023-03-24,21.597
2023-03-25,21.597
2023-03-26,21.597
2023-03-27,21.7846
2023-03-28,21.568
2023-03-29,21.6314
2023-03-30,21.9149
2023-03-31,22.6861
2023-04-01,22.6861
2023-04-02,22.6861
2023-04-03,22.536
2023-04-04,22.2088
2023-04-05,22.2039
2023-04-06,22.0199
2023-04-07,22.0199
2023-04-08,22.0199
2023-04-09,22.0199
2023-04-10,21.9798
2023-04-11,22.1707
2023-04-12,22.2461
2023-04-13,22.9044
2023-04-14,22.5435
2023-04-15,22.5435
2023-04-16,22.5435
2023-04-17,22.7118
2023-04-18,22.628
2023-04-19,22.6322
2023-04-20,22.0199
2023-04-21,22.5248
2023-04-22,22.5248
2023-04-23,22.5248
2023-04-24,22.7486
2023-04-25,21.542
2023-04-26,21.8197
2023-04-27,21.9319
2023-04-28,22.0718
2023-04-29,22.0718
2023-04-30,22.0718
2023-05-01,21.9236
2023-05-02,21.9091
2023-05-03,21.8045
2023-05-04,21.7698
2023-05-05,21.8246
2023-05-06,21.8246
2023-05-07,21.8246
2023-05-08,21.8045
2023-05-09,20.4415
2023-05-10,20.1415
2023-05-11,19.9018
2023-05-12,20.0425
2023-05-13,20.0425
2023-05-14,20.0425
2023-05-15,20.2018
2023-05-16,19.7099
2023-05-17,19.5526
2023-05-18,19.8381
2023-05-19,19.7986
2023-05-20,19.7986
2023-05-21,19.7986
2023-05-22,19.8215
2023-05-23,19.6905
2023-05-24,19.0718
2023-05-25,19.2499
2023-05-26,19.3226
2023-05-27,19.3226
2023-05-28,19.3226
2023-05-29,19.3226
2023-05-30,18.9735
2023-05-31,18.6721
2023-06-01,19.006
2023-06-02,19.1952
2023-06-03,19.1952
2023-06-04,19.1952
2023-06-05,19.2485
2023-06-06,19.0469
2023-06-07,19.0822
2023-06-08,18.5848
2023-06-09,18.5377
2023-06-10,18.5377
2023-06-11,18.5377
2023-06-12,19.0677
2023-06-13,19.5069
2023-06-14,19.4245
2023-06-15,19.8409
2023-06-16,19.9178
2023-06-17,19.9178
2023-06-18,19.9178
2023-06-19,19.9178
2023-06-20,19.5069
2023-06-21,19.5907
2023-06-22,19.2991
2023-06-23,19.2693
2023-06-24,19.2693
2023-06-25,19.2693
2023-06-26,19.2624
2023-06-27,19.1238
2023-06-28,19.103
2023-06-29,19.4155
2023-06-30,21.2681
2023-07-01,21.2681
2023-07-02,21.2681
2023-07-03,21.1455
2023-07-04,21.1455
2023-07-05,21.2694
2023-07-06,21.1607
2023-07-07,21.1025
2023-07-08,21.1025
2023-07-09,21.1025
2023-07-10,21.1378
2023-07-11,21.0596
2023-07-12,21.4343
2023-07-13,21.4565
2023-07-14,21.561
2023-07-15,21.561
2023-07-16,21.561
2023-07-17,21.4959
2023-07-18,21.6379
2023-07-19,22.2059
2023-07-20,22.1844
2023-07-21,22.8043
2023-07-22,22.8043
2023-07-23,22.8043
2023-07-24,22.6831
2023-07-25,22.6533
2023-07-26,22.8874
2023-07-27,22.5619
2023-07-28,22.6
2023-07-29,22.6
2023-07-30,22.6
2023-07-31,21.9378
2023-08-01,21.8125
2023-08-02,23.0393
2023-08-03,23.0143
2023-08-04,22.9089
2023-08-05,22.9089
2023-08-06,22.9089
2023-08-07,22.8971
2023-08-08,23.3832
2023-08-09,23.0566
2023-08-10,22.868
2023-08-11,23.0317
2023-08-12,23.0317
2023-08-13,23.0317
2023-08-14,22.8035
2023-08-15,22.6024
2023-08-16,21.8667
2023-08-17,21.7488
2023-08-18,21.5297
2023-08-19,21.5297
2023-08-20,21.5297
2023-08-21,21.3334
2023-08-22,21.3889
2023-08-23,21.6011
2023-08-24,21.6108
2023-08-25,21.7634
2023-08-26,21.7634
2023-08-27,21.7634
2023-08-28,22.3237
2023-08-29,22.7647
2023-08-30,22.7217
2023-08-31,22.2786
2023-09-01,22.2938
2023-09-02,22.2938
2023-09-03,22.2938
2023-09-04,22.2938
2023-09-05,21.97
2023-09-06,21.728
2023-09-07,21.5505
2023-09-08,21.0838
2023-09-09,21.0838
2023-09-10,21.0838
2023-09-11,21.0651
2023-09-12,20.8612
2023-09-13,21.3376
2023-09-14,21.6691
2023-09-15,21.9319
2023-09-16,21.9319
2023-09-17,21.9319
2023-09-18,21.7648
2023-09-19,21.8965
2023-09-20,21.8147
2023-09-21,21.4513
2023-09-22,21.4603
2023-09-23,21.4603
2023-09-24,21.4603
2023-09-25,21.5962
2023-09-26,21.3938
2023-09-27,21.6919
2023-09-28,21.9007
2023-09-29,21.9846
2023-09-30,21.9846
2023-10-01,21.9846
2023-10-02,21.7249
2023-10-03,21.3371
2023-10-04,21.5306
2023-10-05,21.4061
2023-10-06,21.5053
2023-10-07,21.5053
2023-10-08,21.5053
2023-10-09,21.4764
2023-10-10,21.6038
2023-10-11,21.4208
2023-10-12,20.351
2023-10-13,20.4643
2023-10-14,20.4643
2023-10-15,20.4643
2023-10-16,20.6445
2023-10-17,20.7466
2023-10-18,20.1758
2023-10-19,20.4446
2023-10-20,20.5368
2023-10-21,20.5368
2023-10-22,20.5368
2023-10-23,20.679
2023-10-24,20.2229
2023-10-25,19.7387
2023-10-26,19.89
2023-10-27,19.9118
2023-10-28,19.9118
2023-10-29,19.9118
2023-10-30,19.3445
2023-10-31,19.4733
2023-11-01,19.6359
2023-11-02,19.9576
2023-11-03,21.019
2023-11-04,21.019
2023-11-05,21.019
2023-11-06,20.432
2023-11-07,21.0391
2023-11-08,20.6976
2023-11-09,20.5047
2023-11-10,20.7046
2023-11-11,20.7046
2023-11-12,20.7046
2023-11-13,20.3568
2023-11-14,20.8983
2023-11-15,21.4806
2023-11-16,21.4285
2023-11-17,21.1243
2023-11-18,21.1243
2023-11-19,21.1243
2023-11-20,21.0574
2023-11-21,22.0234
2023-11-22,22.1417
2023-11-23,22.1417
2023-11-24,22.4276
2023-11-25,22.4276
2023-11-26,22.4276
2023-11-27,22.1889
2023-11-28,22.115
2023-11-29,22.3818
2023-11-30,22.4431
2023-12-01,23.0233
2023-12-02,23.0233
2023-12-03,23.0233
2023-12-04,23.0191
2023-12-05,22.7487
2023-12-06,23.0705
2023-12-07,23.3422
2023-12-08,23.2549
2023-12-09,23.2549
2023-12-10,23.2549
2023-12-11,23.5528
2023-12-12,23.6528
2023-12-13,24.6625
2023-12-14,25.3109
2023-12-15,25.2265
2023-12-16,25.2265
2023-12-17,25.2265
2023-12-18,25.3771
2023-12-19,25.8482
2023-12-20,25.4454
2023-12-21,25.8355
2023-12-22,25.9024
2023-12-23,25.9024
2023-12-24,25.9024
2023-12-25,25.9024
2023-12-26,26.0594
2023-12-27,26.1348
2023-12-28,26.1157
2023-12-29,26.3095
2023-12-30,26.3095
2023-12-31,26.3095
2024-01-01,26.3095
2024-01-02,26.2654
2024-01-03,24.6211
2024-01-04,24.7288
2024-01-05,24.5625
2024-01-06,24.5625
2024-01-07,24.5625
2024-01-08,25.0448
2024-01-09,24.3824
2024-01-10,24.7454
2024-01-11,24.5162
2024-01-12,24.7715
2024-01-13,24.7715
2024-01-14,24.7715
2024-01-15,24.7715
2024-01-16,24.7838
2024-01-17,24.3774
2024-01-18,24.9306
2024-01-19,25.0961
2024-01-20,25.0961
2024-01-21,25.0961
2024-01-22,25.4288
2024-01-23,25.3847
2024-01-24,25.094
2024-01-25,25.0636
2024-01-26,25.3615
2024-01-27,25.3615
2024-01-28,25.3615
2024-01-29,25.9574
2024-01-30,26.2481
2024-01-31,25.4765
2024-02-01,25.9639
2024-02-02,25.6956
2024-02-03,25.6956
2024-02-04,25.6956
2024-02-05,25.9928
2024-02-06,26.3927
2024-02-07,25.8981
2024-02-08,26.1259
2024-02-09,25.846
2024-02-10,25.846
2024-02-11,25.846
2024-02-12,25.6566
2024-02-13,25.0332
2024-02-14,25.4628
2024-02-15,25.8496
2024-02-16,26.0188
2024-02-17,26.0188
2024-02-18,26.0188
2024-02-19,26.0188
2024-02-20,25.9277
2024-02-21,26.3305
2024-02-22,26.405
2024-02-23,26.4556
2024-02-24,26.4556
2024-02-25,26.4556
2024-02-26,26.1504
2024-02-27,26.5876
2024-02-28,26.9518
2024-02-29,26.933
2024-03-01,27.5571
2024-03-02,27.5571
2024-03-03,27.5571
2024-03-04,27.6092
2024-03-05,27.3667
2024-03-06,27.7714
2024-03-07,28.6402
2024-03-08,28.2739
2024-03-09,28.2739
2024-03-10,28.2739
2024-03-11,28.1233
2024-03-12,28.0827
2024-03-13,27.9691
2024-03-14,27.3782
2024-03-15,28.0538
2024-03-16,28.0538
2024-03-17,28.0538
2024-03-18,27.6461
2024-03-19,27.7685
2024-03-20,27.7251
2024-03-21,28.0212
2024-03-22,27.649
2024-03-23,27.649
2024-03-24,27.649
2024-03-25,27.3167
2024-03-26,26.9822
2024-03-27,27.4955
2024-03-28,27.426
2024-03-29,27.426
2024-03-30,27.426
2024-03-31,27.426
2024-04-01,27.4463
2024-04-02,27.1002
2024-04-03,27.1994
2024-04-04,26.7042
2024-04-05,26.8258
2024-04-06,26.8258
2024-04-07,26.8258
2024-04-08,27.0503
