,ULH US Equity
2020-04-14,10.111
2020-04-15,10.0552
2020-04-16,9.9496
2020-04-17,10.17
2020-04-18,10.17
2020-04-19,10.17
2020-04-20,10.1297
2020-04-21,10.17
2020-04-22,10.319
2020-04-23,10.44
2020-04-24,10.3097
2020-04-25,10.3097
2020-04-26,10.3097
2020-04-27,10.6542
2020-04-28,10.7628
2020-04-29,10.9025
2020-04-30,10.6542
2020-05-01,10.7256
2020-05-02,10.7256
2020-05-03,10.7256
2020-05-04,10.378
2020-05-05,10.3873
2020-05-06,10.35
2020-05-07,10.35
2020-05-08,10.4307
2020-05-09,10.4307
2020-05-10,10.4307
2020-05-11,10.2755
2020-05-12,10.1855
2020-05-13,10.1297
2020-05-14,10.0314
2020-05-15,9.9853
2020-05-16,9.9853
2020-05-17,9.9853
2020-05-18,10.3175
2020-05-19,10.1637
2020-05-20,10.2868
2020-05-21,10.376
2020-05-22,10.4437
2020-05-23,10.4437
2020-05-24,10.4437
2020-05-25,10.4437
2020-05-26,10.7574
2020-05-27,10.9635
2020-05-28,10.9912
2020-05-29,10.902
2020-05-30,10.902
2020-05-31,10.902
2020-06-01,10.9205
2020-06-02,10.9882
2020-06-03,11.4681
2020-06-04,11.6003
2020-06-05,11.7972
2020-06-06,11.7972
2020-06-07,11.7972
2020-06-08,11.708
2020-06-09,11.6957
2020-06-10,11.6034
2020-06-11,11.1143
2020-06-12,11.0897
2020-06-13,11.0897
2020-06-14,11.0897
2020-06-15,11.1327
2020-06-16,11.1327
2020-06-17,11.1358
2020-06-18,11.142
2020-06-19,11.2773
2020-06-20,11.2773
2020-06-21,11.2773
2020-06-22,11.345
2020-06-23,11.4865
2020-06-24,11.3204
2020-06-25,11.4588
2020-06-26,11.385
2020-06-27,11.385
2020-06-28,11.385
2020-06-29,11.6342
2020-06-30,11.6772
2020-07-01,11.6403
2020-07-02,13.8474
2020-07-03,13.8474
2020-07-04,13.8474
2020-07-05,13.8474
2020-07-06,13.9386
2020-07-07,13.8632
2020-07-08,13.7838
2020-07-09,13.7243
2020-07-10,13.8831
2020-07-11,13.8831
2020-07-12,13.8831
2020-07-13,13.8791
2020-07-14,13.9466
2020-07-15,14.2006
2020-07-16,13.9109
2020-07-17,14.2244
2020-07-18,14.2244
2020-07-19,14.2244
2020-07-20,14.1252
2020-07-21,14.3197
2020-07-22,14.3594
2020-07-23,14.1609
2020-07-24,13.9347
2020-07-25,13.9347
2020-07-26,13.9347
2020-07-27,14.1093
2020-07-28,14.0419
2020-07-29,14.2046
2020-07-30,14.1331
2020-07-31,14.3118
2020-08-01,14.3118
2020-08-02,14.3118
2020-08-03,14.3435
2020-08-04,14.28
2020-08-05,14.3118
2020-08-06,14.3475
2020-08-07,14.5142
2020-08-08,14.5142
2020-08-09,14.5142
2020-08-10,14.6968
2020-08-11,14.7127
2020-08-12,15.0699
2020-08-13,14.8596
2020-08-14,14.7047
2020-08-15,14.7047
2020-08-16,14.7047
2020-08-17,14.6651
2020-08-18,14.6651
2020-08-19,14.7127
2020-08-20,14.7841
2020-08-21,14.7484
2020-08-22,14.7484
2020-08-23,14.7484
2020-08-24,14.7524
2020-08-25,15.2525
2020-08-26,15.1692
2020-08-27,15.5304
2020-08-28,15.6852
2020-08-29,15.6852
2020-08-30,15.6852
2020-08-31,15.5542
2020-09-01,15.7685
2020-09-02,16.0266
2020-09-03,15.7011
2020-09-04,15.7725
2020-09-05,15.7725
2020-09-06,15.7725
2020-09-07,15.7725
2020-09-08,15.7566
2020-09-09,15.7606
2020-09-10,15.713
2020-09-11,15.5145
2020-09-12,15.5145
2020-09-13,15.5145
2020-09-14,15.451
2020-09-15,15.574
2020-09-16,15.5145
2020-09-17,15.4986
2020-09-18,15.453
2020-09-19,15.453
2020-09-20,15.453
2020-09-21,15.1136
2020-09-22,15.0263
2020-09-23,15.0382
2020-09-24,15.0739
2020-09-25,15.0104
2020-09-26,15.0104
2020-09-27,15.0104
2020-09-28,15.3002
2020-09-29,15.2724
2020-09-30,15.3002
2020-10-01,15.3875
2020-10-02,11.4884
2020-10-03,11.4884
2020-10-04,11.4884
2020-10-05,11.6652
2020-10-06,11.5768
2020-10-07,11.6818
2020-10-08,11.7978
2020-10-09,11.7757
2020-10-10,11.7757
2020-10-11,11.7757
2020-10-12,12.0105
2020-10-13,11.9221
2020-10-14,11.9525
2020-10-15,12.0023
2020-10-16,11.8448
2020-10-17,11.8448
2020-10-18,11.8448
2020-10-19,11.7619
2020-10-20,11.784
2020-10-21,11.7564
2020-10-22,11.7094
2020-10-23,11.7011
2020-10-24,11.7011
2020-10-25,11.7011
2020-10-26,11.5243
2020-10-27,11.3807
2020-10-28,11.1597
2020-10-29,11.1569
2020-10-30,11.0741
2020-10-31,11.0741
2020-11-01,11.0741
2020-11-02,11.4277
2020-11-03,11.6487
2020-11-04,11.5547
2020-11-05,11.6956
2020-11-06,11.4387
2020-11-07,11.4387
2020-11-08,11.4387
2020-11-09,11.5078
2020-11-10,11.842
2020-11-11,11.7868
2020-11-12,11.6652
2020-11-13,11.7315
2020-11-14,11.7315
2020-11-15,11.7315
2020-11-16,11.9884
2020-11-17,12.005
2020-11-18,11.9774
2020-11-19,11.936
2020-11-20,11.726
2020-11-21,11.726
2020-11-22,11.726
2020-11-23,11.6487
2020-11-24,11.8558
2020-11-25,11.7813
2020-11-26,11.7813
2020-11-27,11.679
2020-11-28,11.679
2020-11-29,11.679
2020-11-30,11.5658
2020-12-01,11.7619
2020-12-02,11.7426
2020-12-03,11.621
2020-12-04,11.6569
2020-12-05,11.6569
2020-12-06,11.6569
2020-12-07,11.6569
2020-12-08,11.715
2020-12-09,11.7177
2020-12-10,11.6597
2020-12-11,11.5022
2020-12-12,11.5022
2020-12-13,11.5022
2020-12-14,11.2647
2020-12-15,11.5382
2020-12-16,11.6017
2020-12-17,11.7094
2020-12-18,11.6514
2020-12-19,11.6514
2020-12-20,11.6514
2020-12-21,11.4498
2020-12-22,11.3862
2020-12-23,11.3586
2020-12-24,11.3475
2020-12-25,11.3475
2020-12-26,11.3475
2020-12-27,11.3475
2020-12-28,11.2978
2020-12-29,11.273
2020-12-30,11.3061
2020-12-31,11.0067
2021-01-01,11.0067
2021-01-02,11.0067
2021-01-03,11.0067
2021-01-04,11.0471
2021-01-05,11.1495
2021-01-06,11.3517
2021-01-07,11.4623
2021-01-08,11.3679
2021-01-09,11.3679
2021-01-10,11.3679
2021-01-11,11.1549
2021-01-12,11.2574
2021-01-13,11.2897
2021-01-14,11.5189
2021-01-15,11.5755
2021-01-16,11.5755
2021-01-17,11.5755
2021-01-18,11.5755
2021-01-19,11.6051
2021-01-20,11.7588
2021-01-21,11.659
2021-01-22,11.7264
2021-01-23,11.7264
2021-01-24,11.7264
2021-01-25,11.6213
2021-01-26,11.535
2021-01-27,11.2466
2021-01-28,11.2439
2021-01-29,11.1711
2021-01-30,11.1711
2021-01-31,11.1711
2021-02-01,11.3463
2021-02-02,11.3706
2021-02-03,11.4029
2021-02-04,11.6267
2021-02-05,11.7696
2021-02-06,11.7696
2021-02-07,11.7696
2021-02-08,11.8154
2021-02-09,11.6995
2021-02-10,11.934
2021-02-11,11.9502
2021-02-12,12.1119
2021-02-13,12.1119
2021-02-14,12.1119
2021-02-15,12.1119
2021-02-16,12.0958
2021-02-17,12.0607
2021-02-18,12.0337
2021-02-19,11.9044
2021-02-20,11.9044
2021-02-21,11.9044
2021-02-22,11.9852
2021-02-23,11.9825
2021-02-24,11.9825
2021-02-25,11.8963
2021-02-26,11.7669
2021-02-27,11.7669
2021-02-28,11.7669
2021-03-01,11.9637
2021-03-02,11.9556
2021-03-03,12.2009
2021-03-04,12.0688
2021-03-05,12.3303
2021-03-06,12.3303
2021-03-07,12.3303
2021-03-08,12.4004
2021-03-09,12.3896
2021-03-10,12.6214
2021-03-11,12.5999
2021-03-12,12.6106
2021-03-13,12.6106
2021-03-14,12.6106
2021-03-15,12.5163
2021-03-16,12.4491
2021-03-17,12.6189
2021-03-18,12.7105
2021-03-19,12.7213
2021-03-20,12.7213
2021-03-21,12.7213
2021-03-22,12.6216
2021-03-23,12.3601
2021-03-24,12.3466
2021-03-25,12.3493
2021-03-26,12.5407
2021-03-27,12.5407
2021-03-28,12.5407
2021-03-29,12.5326
2021-03-30,12.4787
2021-03-31,12.5488
2021-04-01,11.3923
2021-04-02,11.3923
2021-04-03,11.3923
2021-04-04,11.3923
2021-04-05,11.4675
2021-04-06,11.4349
2021-04-07,11.3221
2021-04-08,11.3271
2021-04-09,11.4149
2021-04-10,11.4149
2021-04-11,11.4149
2021-04-12,11.3898
2021-04-13,11.2895
2021-04-14,11.3547
2021-04-15,11.3472
2021-04-16,11.3171
2021-04-17,11.3171
2021-04-18,11.3171
2021-04-19,11.1366
2021-04-20,10.911
2021-04-21,10.7781
2021-04-22,10.5224
2021-04-23,10.7581
2021-04-24,10.7581
2021-04-25,10.7581
2021-04-26,10.7556
2021-04-27,10.7556
2021-04-28,10.7455
2021-04-29,10.8132
2021-04-30,10.9987
2021-05-01,10.9987
2021-05-02,10.9987
2021-05-03,11.1015
2021-05-04,10.9962
2021-05-05,10.9586
2021-05-06,11.084
2021-05-07,11.2845
2021-05-08,11.2845
2021-05-09,11.2845
2021-05-10,11.2369
2021-05-11,11.2143
2021-05-12,11.0539
2021-05-13,11.2845
2021-05-14,11.455
2021-05-15,11.455
2021-05-16,11.455
2021-05-17,11.3622
2021-05-18,11.2344
2021-05-19,11.0238
2021-05-20,11.0113
2021-05-21,11.0163
2021-05-22,11.0163
2021-05-23,11.0163
2021-05-24,11.0815
2021-05-25,10.9536
2021-05-26,10.9611
2021-05-27,11.0363
2021-05-28,10.9962
2021-05-29,10.9962
2021-05-30,10.9962
2021-05-31,10.9962
2021-06-01,11.267
2021-06-02,10.9937
2021-06-03,11.0589
2021-06-04,11.0338
2021-06-05,11.0338
2021-06-06,11.0338
2021-06-07,11.1115
2021-06-08,11.1191
2021-06-09,11.0689
2021-06-10,10.9962
2021-06-11,10.921
2021-06-12,10.921
2021-06-13,10.921
2021-06-14,10.8182
2021-06-15,10.8709
2021-06-16,10.6703
2021-06-17,10.5124
2021-06-18,10.1188
2021-06-19,10.1188
2021-06-20,10.1188
2021-06-21,10.2993
2021-06-22,10.3394
2021-06-23,10.4848
2021-06-24,10.5074
2021-06-25,10.387
2021-06-26,10.387
2021-06-27,10.387
2021-06-28,10.377
2021-06-29,10.4622
2021-06-30,10.57
2021-07-01,10.6628
2021-07-02,8.9262
2021-07-03,8.9262
2021-07-04,8.9262
2021-07-05,8.9262
2021-07-06,8.8694
2021-07-07,8.8505
2021-07-08,8.7854
2021-07-09,8.8988
2021-07-10,8.8988
2021-07-11,8.8988
2021-07-12,8.8904
2021-07-13,8.8757
2021-07-14,8.9199
2021-07-15,8.9304
2021-07-16,8.7938
2021-07-17,8.7938
2021-07-18,8.7938
2021-07-19,8.5879
2021-07-20,8.6509
2021-07-21,8.7161
2021-07-22,8.5669
2021-07-23,8.6803
2021-07-24,8.6803
2021-07-25,8.6803
2021-07-26,8.6614
2021-07-27,8.6341
2021-07-28,8.7098
2021-07-29,8.8316
2021-07-30,8.8652
2021-07-31,8.8652
2021-08-01,8.8652
2021-08-02,8.7203
2021-08-03,8.7224
2021-08-04,8.5438
2021-08-05,8.5165
2021-08-06,8.5606
2021-08-07,8.5606
2021-08-08,8.5606
2021-08-09,8.485
2021-08-10,8.5438
2021-08-11,8.6089
2021-08-12,8.6425
2021-08-13,8.6068
2021-08-14,8.6068
2021-08-15,8.6068
2021-08-16,8.5984
2021-08-17,8.5543
2021-08-18,8.5837
2021-08-19,8.4913
2021-08-20,8.5144
2021-08-21,8.5144
2021-08-22,8.5144
2021-08-23,8.5627
2021-08-24,8.6341
2021-08-25,8.7434
2021-08-26,8.5816
2021-08-27,8.6866
2021-08-28,8.6866
2021-08-29,8.6866
2021-08-30,8.6005
2021-08-31,8.6173
2021-09-01,8.6551
2021-09-02,8.6236
2021-09-03,8.5501
2021-09-04,8.5501
2021-09-05,8.5501
2021-09-06,8.5501
2021-09-07,8.5186
2021-09-08,8.4492
2021-09-09,8.3211
2021-09-10,8.361
2021-09-11,8.361
2021-09-12,8.361
2021-09-13,8.3967
2021-09-14,8.3169
2021-09-15,8.3253
2021-09-16,8.2791
2021-09-17,8.1299
2021-09-18,8.1299
2021-09-19,8.1299
2021-09-20,8.0248
2021-09-21,8.1593
2021-09-22,8.2517
2021-09-23,8.2118
2021-09-24,8.1551
2021-09-25,8.1551
2021-09-26,8.1551
2021-09-27,8.2307
2021-09-28,8.1488
2021-09-29,8.1698
2021-09-30,8.2412
2021-10-01,8.8062
2021-10-02,8.8062
2021-10-03,8.8062
2021-10-04,8.7887
2021-10-05,8.8062
2021-10-06,8.7821
2021-10-07,8.7559
2021-10-08,8.7012
2021-10-09,8.7012
2021-10-10,8.7012
2021-10-11,8.7362
2021-10-12,8.7078
2021-10-13,8.7121
2021-10-14,8.8062
2021-10-15,8.9265
2021-10-16,8.9265
2021-10-17,8.9265
2021-10-18,8.9484
2021-10-19,8.9528
2021-10-20,9.1737
2021-10-21,9.1015
2021-10-22,9.1541
2021-10-23,9.1541
2021-10-24,9.1541
2021-10-25,9.2634
2021-10-26,9.2109
2021-10-27,9.0797
2021-10-28,9.1278
2021-10-29,8.9834
2021-10-30,8.9834
2021-10-31,8.9834
2021-11-01,8.8368
2021-11-02,8.9484
2021-11-03,8.9572
2021-11-04,8.9397
2021-11-05,9.0665
2021-11-06,9.0665
2021-11-07,9.0665
2021-11-08,9.0994
2021-11-09,9.0512
2021-11-10,9.0272
2021-11-11,9.06
2021-11-12,8.9878
2021-11-13,8.9878
2021-11-14,8.9878
2021-11-15,8.9878
2021-11-16,8.9681
2021-11-17,8.8456
2021-11-18,8.7034
2021-11-19,8.7603
2021-11-20,8.7603
2021-11-21,8.7603
2021-11-22,8.8215
2021-11-23,8.8762
2021-11-24,8.8587
2021-11-25,8.8587
2021-11-26,8.6181
2021-11-27,8.6181
2021-11-28,8.6181
2021-11-29,8.5437
2021-11-30,8.4387
2021-12-01,8.3796
2021-12-02,8.4955
2021-12-03,8.3599
2021-12-04,8.3599
2021-12-05,8.3599
2021-12-06,8.268
2021-12-07,8.2702
2021-12-08,8.3293
2021-12-09,8.2855
2021-12-10,8.209
2021-12-11,8.209
2021-12-12,8.209
2021-12-13,8.244
2021-12-14,8.2046
2021-12-15,8.1783
2021-12-16,8.1827
2021-12-17,8.198
2021-12-18,8.198
2021-12-19,8.198
2021-12-20,8.1783
2021-12-21,8.2374
2021-12-22,8.2768
2021-12-23,8.3074
2021-12-24,8.3074
2021-12-25,8.3074
2021-12-26,8.3074
2021-12-27,8.3512
2021-12-28,8.5568
2021-12-29,8.5371
2021-12-30,8.4584
2021-12-31,9.373
2022-01-01,9.373
2022-01-02,9.373
2022-01-03,9.336
2022-01-04,9.4223
2022-01-05,9.3187
2022-01-06,9.3335
2022-01-07,9.3286
2022-01-08,9.3286
2022-01-09,9.3286
2022-01-10,9.2892
2022-01-11,9.3138
2022-01-12,9.2694
2022-01-13,9.3212
2022-01-14,9.2399
2022-01-15,9.2399
2022-01-16,9.2399
2022-01-17,9.2399
2022-01-18,9.1684
2022-01-19,9.1068
2022-01-20,8.9687
2022-01-21,8.9416
2022-01-22,8.9416
2022-01-23,8.9416
2022-01-24,8.9638
2022-01-25,9.0501
2022-01-26,9.0008
2022-01-27,8.742
2022-01-28,8.8036
2022-01-29,8.8036
2022-01-30,8.8036
2022-01-31,8.9219
2022-02-01,9.0599
2022-02-02,9.1561
2022-02-03,9.0994
2022-02-04,8.9367
2022-02-05,8.9367
2022-02-06,8.9367
2022-02-07,8.806
2022-02-08,8.7543
2022-02-09,8.8627
2022-02-10,8.8479
2022-02-11,9.1659
2022-02-12,9.1659
2022-02-13,9.1659
2022-02-14,9.1561
2022-02-15,9.1782
2022-02-16,9.193
2022-02-17,9.1265
2022-02-18,9.1043
2022-02-19,9.1043
2022-02-20,9.1043
2022-02-21,9.1043
2022-02-22,9.1314
2022-02-23,9.267
2022-02-24,9.3385
2022-02-25,9.5209
2022-02-26,9.5209
2022-02-27,9.5209
2022-02-28,9.4395
2022-03-01,9.3015
2022-03-02,9.4099
2022-03-03,9.4173
2022-03-04,9.4025
2022-03-05,9.4025
2022-03-06,9.4025
2022-03-07,9.3606
2022-03-08,9.4888
2022-03-09,9.585
2022-03-10,9.6564
2022-03-11,9.7378
2022-03-12,9.7378
2022-03-13,9.7378
2022-03-14,9.9917
2022-03-15,9.9374
2022-03-16,10.142
2022-03-17,10.2305
2022-03-18,10.3017
2022-03-19,10.3017
2022-03-20,10.3017
2022-03-21,10.3583
2022-03-22,10.3337
2022-03-23,9.8718
2022-03-24,9.8791
2022-03-25,9.8718
2022-03-26,9.8718
2022-03-27,9.8718
2022-03-28,9.8767
2022-03-29,9.9578
2022-03-30,9.8472
2022-03-31,9.6752
2022-04-01,7.5029
2022-04-02,7.5029
2022-04-03,7.5029
2022-04-04,7.3904
2022-04-05,7.1911
2022-04-06,7.1635
2022-04-07,7.1911
2022-04-08,7.2424
2022-04-09,7.2424
2022-04-10,7.2424
2022-04-11,7.2306
2022-04-12,7.2207
2022-04-13,7.2661
2022-04-14,7.3076
2022-04-15,7.3076
2022-04-16,7.3076
2022-04-17,7.3076
2022-04-18,7.3115
2022-04-19,7.3095
2022-04-20,7.4102
2022-04-21,7.3056
2022-04-22,7.2464
2022-04-23,7.2464
2022-04-24,7.2464
2022-04-25,7.2898
2022-04-26,7.4457
2022-04-27,7.4832
2022-04-28,7.718
2022-04-29,7.6469
2022-04-30,7.6469
2022-05-01,7.6469
2022-05-02,7.6568
2022-05-03,7.8225
2022-05-04,8.006
2022-05-05,7.9015
2022-05-06,8.2843
2022-05-07,8.2843
2022-05-08,8.2843
2022-05-09,8.2172
2022-05-10,8.1836
2022-05-11,8.2172
2022-05-12,8.1984
2022-05-13,8.4339
2022-05-14,8.4339
2022-05-15,8.4339
2022-05-16,8.611
2022-05-17,8.6811
2022-05-18,8.5702
2022-05-19,8.4378
2022-05-20,8.3307
2022-05-21,8.3307
2022-05-22,8.3307
2022-05-23,8.4631
2022-05-24,8.6714
2022-05-25,8.8524
2022-05-26,8.9478
2022-05-27,9.0042
2022-05-28,9.0042
2022-05-29,9.0042
2022-05-30,9.0042
2022-05-31,9.0743
2022-06-01,9.16
2022-06-02,9.3235
2022-06-03,9.2884
2022-06-04,9.2884
2022-06-05,9.2884
2022-06-06,9.6135
2022-06-07,9.4364
2022-06-08,9.413
2022-06-09,9.4208
2022-06-10,9.3235
2022-06-11,9.3235
2022-06-12,9.3235
2022-06-13,8.9614
2022-06-14,9.0802
2022-06-15,9.0451
2022-06-16,8.7551
2022-06-17,8.7668
2022-06-18,8.7668
2022-06-19,8.7668
2022-06-20,8.7668
2022-06-21,8.8874
2022-06-22,8.7979
2022-06-23,8.7025
2022-06-24,9.158
2022-06-25,9.158
2022-06-26,9.158
2022-06-27,9.123
2022-06-28,9.1308
2022-06-29,8.9653
2022-06-30,8.9614
2022-07-01,7.2265
2022-07-02,7.2265
2022-07-03,7.2265
2022-07-04,7.2265
2022-07-05,7.1187
2022-07-06,7.0671
2022-07-07,7.2015
2022-07-08,7.2312
2022-07-09,7.2312
2022-07-10,7.2312
2022-07-11,7.1656
2022-07-12,7.1343
2022-07-13,6.9999
2022-07-14,6.8858
2022-07-15,6.9703
2022-07-16,6.9703
2022-07-17,6.9703
2022-07-18,6.9703
2022-07-19,7.1999
2022-07-20,7.2765
2022-07-21,7.2562
2022-07-22,7.2125
2022-07-23,7.2125
2022-07-24,7.2125
2022-07-25,7.3422
2022-07-26,7.4156
2022-07-27,7.4766
2022-07-28,7.4484
2022-07-29,7.6766
2022-07-30,7.6766
2022-07-31,7.6766
2022-08-01,8.3033
2022-08-02,8.283
2022-08-03,8.5534
2022-08-04,8.6065
2022-08-05,8.4502
2022-08-06,8.4502
2022-08-07,8.4502
2022-08-08,8.8128
2022-08-09,8.9331
2022-08-10,9.1238
2022-08-11,9.0903
2022-08-12,9.0717
2022-08-13,9.0717
2022-08-14,9.0717
2022-08-15,9.1307
2022-08-16,9.1633
2022-08-17,8.9692
2022-08-18,9.2565
2022-08-19,9.1307
2022-08-20,9.1307
2022-08-21,9.1307
2022-08-22,9.0794
2022-08-23,9.0934
2022-08-24,9.0313
2022-08-25,9.1105
2022-08-26,8.817
2022-08-27,8.817
2022-08-28,8.817
2022-08-29,8.8434
2022-08-30,8.7362
2022-08-31,8.6508
2022-09-01,8.5809
2022-09-02,8.5405
2022-09-03,8.5405
2022-09-04,8.5405
2022-09-05,8.5405
2022-09-06,8.3774
2022-09-07,8.4395
2022-09-08,8.2734
2022-09-09,8.3603
2022-09-10,8.3603
2022-09-11,8.3603
2022-09-12,8.424
2022-09-13,8.2407
2022-09-14,8.2734
2022-09-15,8.1957
2022-09-16,7.9736
2022-09-17,7.9736
2022-09-18,7.9736
2022-09-19,8.0979
2022-09-20,7.9783
2022-09-21,7.9767
2022-09-22,8.0124
2022-09-23,7.7562
2022-09-24,7.7562
2022-09-25,7.7562
2022-09-26,7.8556
2022-09-27,7.9394
2022-09-28,8.0606
2022-09-29,7.9736
2022-09-30,5.8943
2022-10-01,5.8943
2022-10-02,5.8943
2022-10-03,6.0468
2022-10-04,6.0965
2022-10-05,6.0989
2022-10-06,6.093
2022-10-07,5.9936
2022-10-08,5.9936
2022-10-09,5.9936
2022-10-10,6.0279
2022-10-11,6.0279
2022-10-12,6.0551
2022-10-13,6.1426
2022-10-14,6.0799
2022-10-15,6.0799
2022-10-16,6.0799
2022-10-17,6.1911
2022-10-18,6.2502
2022-10-19,6.2254
2022-10-20,6.1379
2022-10-21,6.2349
2022-10-22,6.2349
2022-10-23,6.2349
2022-10-24,6.3094
2022-10-25,6.333
2022-10-26,6.3874
2022-10-27,6.3094
2022-10-28,6.0409
2022-10-29,6.0409
2022-10-30,6.0409
2022-10-31,5.9274
2022-11-01,6.2278
2022-11-02,5.9782
2022-11-03,6.0303
2022-11-04,6.1225
2022-11-05,6.1225
2022-11-06,6.1225
2022-11-07,6.171
2022-11-08,6.4028
2022-11-09,6.1639
2022-11-10,6.4264
2022-11-11,6.4572
2022-11-12,6.4572
2022-11-13,6.4572
2022-11-14,6.5104
2022-11-15,6.6759
2022-11-16,6.5612
2022-11-17,6.6026
2022-11-18,6.6298
2022-11-19,6.6298
2022-11-20,6.6298
2022-11-21,6.6074
2022-11-22,6.5695
2022-11-23,6.5482
2022-11-24,6.5482
2022-11-25,6.4844
2022-11-26,6.4844
2022-11-27,6.4844
2022-11-28,6.4063
2022-11-29,6.4702
2022-11-30,6.6334
2022-12-01,6.7635
2022-12-02,6.6097
2022-12-03,6.6097
2022-12-04,6.6097
2022-12-05,6.3602
2022-12-06,6.4217
2022-12-07,6.3543
2022-12-08,6.1462
2022-12-09,6.1462
2022-12-10,6.1462
2022-12-11,6.1462
2022-12-12,6.3732
2022-12-13,6.3981
2022-12-14,6.4501
2022-12-15,6.242
2022-12-16,6.2443
2022-12-17,6.2443
2022-12-18,6.2443
2022-12-19,6.2644
2022-12-20,6.2207
2022-12-21,6.3129
2022-12-22,6.1592
2022-12-23,6.1887
2022-12-24,6.1887
2022-12-25,6.1887
2022-12-26,6.1887
2022-12-27,6.1745
2022-12-28,6.0989
2022-12-29,6.1592
2022-12-30,5.2975
2022-12-31,5.2975
2023-01-01,5.2975
2023-01-02,5.2975
2023-01-03,5.3657
2023-01-04,5.3348
2023-01-05,5.3177
2023-01-06,5.4286
2023-01-07,5.4286
2023-01-08,5.4286
2023-01-09,5.4435
2023-01-10,5.4403
2023-01-11,5.4297
2023-01-12,5.5373
2023-01-13,5.4766
2023-01-14,5.4766
2023-01-15,5.4766
2023-01-16,5.4766
2023-01-17,5.468
2023-01-18,5.4755
2023-01-19,5.4489
2023-01-20,5.5277
2023-01-21,5.5277
2023-01-22,5.5277
2023-01-23,5.5309
2023-01-24,5.6151
2023-01-25,5.6279
2023-01-26,5.5746
2023-01-27,5.5395
2023-01-28,5.5395
2023-01-29,5.5395
2023-01-30,5.4243
2023-01-31,5.5618
2023-02-01,5.7249
2023-02-02,5.7846
2023-02-03,5.8902
2023-02-04,5.8902
2023-02-05,5.8902
2023-02-06,5.9349
2023-02-07,6.4093
2023-02-08,6.2633
2023-02-09,6.1492
2023-02-10,5.2079
2023-02-11,5.2079
2023-02-12,5.2079
2023-02-13,4.8945
2023-02-14,5.0374
2023-02-15,5.096
2023-02-16,5.1173
2023-02-17,5.2122
2023-02-18,5.2122
2023-02-19,5.2122
2023-02-20,5.2122
2023-02-21,5.0193
2023-02-22,4.9702
2023-02-23,5.031
2023-02-24,5.063
2023-02-25,5.063
2023-02-26,5.063
2023-02-27,5.0257
2023-02-28,4.8988
2023-03-01,4.9265
2023-03-02,4.9777
2023-03-03,5.0736
2023-03-04,5.0736
2023-03-05,5.0736
2023-03-06,5.0299
2023-03-07,4.9809
2023-03-08,4.9787
2023-03-09,4.9489
2023-03-10,4.8711
2023-03-11,4.8711
2023-03-12,4.8711
2023-03-13,4.6152
2023-03-14,4.5428
2023-03-15,4.6344
2023-03-16,4.6085
2023-03-17,4.5094
