,MTD US Equity
2020-07-14,30.3984
2020-07-15,31.0681
2020-07-16,30.7839
2020-07-17,31.029
2020-07-18,31.029
2020-07-19,31.029
2020-07-20,30.9808
2020-07-21,31.1181
2020-07-22,31.5546
2020-07-23,31.6233
2020-07-24,30.8533
2020-07-25,30.8533
2020-07-26,30.8533
2020-07-27,31.9676
2020-07-28,31.5097
2020-07-29,32.0553
2020-07-30,31.9564
2020-07-31,33.3951
2020-08-01,33.3951
2020-08-02,33.3951
2020-08-03,33.103
2020-08-04,33.1767
2020-08-05,33.7442
2020-08-06,33.5059
2020-08-07,33.7077
2020-08-08,33.7077
2020-08-09,33.7077
2020-08-10,33.7684
2020-08-11,33.8127
2020-08-12,34.6996
2020-08-13,34.6951
2020-08-14,34.2827
2020-08-15,34.2827
2020-08-16,34.2827
2020-08-17,34.2398
2020-08-18,34.3563
2020-08-19,34.6123
2020-08-20,34.2248
2020-08-21,34.2466
2020-08-22,34.2466
2020-08-23,34.2466
2020-08-24,33.8362
2020-08-25,34.5138
2020-08-26,34.6597
2020-08-27,34.5431
2020-08-28,34.4726
2020-08-29,34.4726
2020-08-30,34.4726
2020-08-31,34.6147
2020-09-01,34.7889
2020-09-02,35.7862
2020-09-03,34.3492
2020-09-04,33.8812
2020-09-05,33.8812
2020-09-06,33.8812
2020-09-07,33.8812
2020-09-08,33.8253
2020-09-09,34.7865
2020-09-10,34.3652
2020-09-11,34.7146
2020-09-12,34.7146
2020-09-13,34.7146
2020-09-14,34.8945
2020-09-15,34.9596
2020-09-16,35.2299
2020-09-17,35.0524
2020-09-18,34.8086
2020-09-19,34.8086
2020-09-20,34.8086
2020-09-21,34.7415
2020-09-22,35.1359
2020-09-23,34.1498
2020-09-24,34.2561
2020-09-25,34.7609
2020-09-26,34.7609
2020-09-27,34.7609
2020-09-28,34.536
2020-09-29,34.5401
2020-09-30,32.8458
2020-10-01,33.0138
2020-10-02,32.8838
2020-10-03,32.8838
2020-10-04,32.8838
2020-10-05,33.6481
2020-10-06,33.7592
2020-10-07,34.3255
2020-10-08,34.3519
2020-10-09,34.7868
2020-10-10,34.7868
2020-10-11,34.7868
2020-10-12,34.7962
2020-10-13,34.8908
2020-10-14,34.687
2020-10-15,34.5615
2020-10-16,34.9269
2020-10-17,34.9269
2020-10-18,34.9269
2020-10-19,34.5671
2020-10-20,34.9542
2020-10-21,34.9974
2020-10-22,36.0146
2020-10-23,35.6886
2020-10-24,35.6886
2020-10-25,35.6886
2020-10-26,35.4314
2020-10-27,35.6684
2020-10-28,34.2602
2020-10-29,34.0824
2020-10-30,33.8912
2020-10-31,33.8912
2020-11-01,33.8912
2020-11-02,35.3651
2020-11-03,36.0884
2020-11-04,36.5672
2020-11-05,37.3315
2020-11-06,39.5635
2020-11-07,39.5635
2020-11-08,39.5635
2020-11-09,39.5142
2020-11-10,37.7678
2020-11-11,38.0563
2020-11-12,38.8136
2020-11-13,39.5723
2020-11-14,39.5723
2020-11-15,39.5723
2020-11-16,39.7836
2020-11-17,39.9588
2020-11-18,38.3922
2020-11-19,38.4739
2020-11-20,38.4823
2020-11-21,38.4823
2020-11-22,38.4823
2020-11-23,38.1944
2020-11-24,37.8163
2020-11-25,37.7582
2020-11-26,37.7582
2020-11-27,37.8072
2020-11-28,37.8072
2020-11-29,37.8072
2020-11-30,38.561
2020-12-01,38.8853
2020-12-02,38.229
2020-12-03,37.9789
2020-12-04,37.9708
2020-12-05,37.9708
2020-12-06,37.9708
2020-12-07,37.7578
2020-12-08,38.9253
2020-12-09,38.5816
2020-12-10,38.6184
2020-12-11,38.3942
2020-12-12,38.3942
2020-12-13,38.3942
2020-12-14,38.2131
2020-12-15,38.5326
2020-12-16,37.3096
2020-12-17,37.925
2020-12-18,38.0702
2020-12-19,38.0702
2020-12-20,38.0702
2020-12-21,38.0863
2020-12-22,37.7701
2020-12-23,37.7885
2020-12-24,38.2432
2020-12-25,38.2432
2020-12-26,38.2432
2020-12-27,38.2432
2020-12-28,38.0679
2020-12-29,38.1712
2020-12-30,38.0395
2020-12-31,36.7892
2021-01-01,36.7892
2021-01-02,36.7892
2021-01-03,36.7892
2021-01-04,37.4411
2021-01-05,37.9173
2021-01-06,38.5552
2021-01-07,39.3381
2021-01-08,39.7826
2021-01-09,39.7826
2021-01-10,39.7826
2021-01-11,40.0296
2021-01-12,39.2747
2021-01-13,39.1563
2021-01-14,38.7743
2021-01-15,39.212
2021-01-16,39.212
2021-01-17,39.212
2021-01-18,39.212
2021-01-19,39.6033
2021-01-20,40.7611
2021-01-21,40.0222
2021-01-22,39.7128
2021-01-23,39.7128
2021-01-24,39.7128
2021-01-25,39.6743
2021-01-26,38.9804
2021-01-27,37.2144
2021-01-28,37.7465
2021-01-29,37.6635
2021-01-30,37.6635
2021-01-31,37.6635
2021-02-01,38.0548
2021-02-02,39.1858
2021-02-03,38.2873
2021-02-04,39.1658
2021-02-05,38.4971
2021-02-06,38.4971
2021-02-07,38.4971
2021-02-08,38.3257
2021-02-09,38.2418
2021-02-10,38.2573
2021-02-11,38.1078
2021-02-12,38.6703
2021-02-13,38.6703
2021-02-14,38.6703
2021-02-15,38.6703
2021-02-16,37.7676
2021-02-17,37.0302
2021-02-18,36.5475
2021-02-19,36.9996
2021-02-20,36.9996
2021-02-21,36.9996
2021-02-22,35.863
2021-02-23,35.3355
2021-02-24,35.8542
2021-02-25,35.3189
2021-02-26,35.5047
2021-02-27,35.5047
2021-02-28,35.5047
2021-03-01,36.0682
2021-03-02,35.702
2021-03-03,34.8081
2021-03-04,33.791
2021-03-05,33.8264
2021-03-06,33.8264
2021-03-07,33.8264
2021-03-08,33.157
2021-03-09,33.5059
2021-03-10,33.6572
2021-03-11,34.4325
2021-03-12,34.0319
2021-03-13,34.0319
2021-03-14,34.0319
2021-03-15,34.9654
2021-03-16,34.4035
2021-03-17,34.655
2021-03-18,34.9037
2021-03-19,35.5929
2021-03-20,35.5929
2021-03-21,35.5929
2021-03-22,35.8257
2021-03-23,35.3988
2021-03-24,35.1928
2021-03-25,35.4129
2021-03-26,36.7968
2021-03-27,36.7968
2021-03-28,36.7968
2021-03-29,37.0232
2021-03-30,36.3804
2021-03-31,33.7288
2021-04-01,34.2678
2021-04-02,34.2678
2021-04-03,34.2678
2021-04-04,34.2678
2021-04-05,34.8305
2021-04-06,35.236
2021-04-07,34.9491
2021-04-08,35.1304
2021-04-09,35.5729
2021-04-10,35.5729
2021-04-11,35.5729
2021-04-12,35.4742
2021-04-13,35.8065
2021-04-14,35.6334
2021-04-15,36.666
2021-04-16,37.2291
2021-04-17,37.2291
2021-04-18,37.2291
2021-04-19,37.0898
2021-04-20,37.0793
2021-04-21,38.0254
2021-04-22,37.7606
2021-04-23,38.689
2021-04-24,38.689
2021-04-25,38.689
2021-04-26,38.074
2021-04-27,38.3493
2021-04-28,38.3805
2021-04-29,38.4911
2021-04-30,38.0856
2021-05-01,38.0856
2021-05-02,38.0856
2021-05-03,38.1528
2021-05-04,37.2177
2021-05-05,37.5243
2021-05-06,37.6779
2021-05-07,37.047
2021-05-08,37.047
2021-05-09,37.047
2021-05-10,36.109
2021-05-11,35.9819
2021-05-12,36.0235
2021-05-13,36.3597
2021-05-14,36.9391
2021-05-15,36.9391
2021-05-16,36.9391
2021-05-17,36.5078
2021-05-18,36.1333
2021-05-19,36.2996
2021-05-20,36.973
2021-05-21,36.9843
2021-05-22,36.9843
2021-05-23,36.9843
2021-05-24,37.0897
2021-05-25,37.2825
2021-05-26,37.1338
2021-05-27,37.5588
2021-05-28,37.6644
2021-05-29,37.6644
2021-05-30,37.6644
2021-05-31,37.6644
2021-06-01,37.5362
2021-06-02,36.9452
2021-06-03,36.4049
2021-06-04,36.4474
2021-06-05,36.4474
2021-06-06,36.4474
2021-06-07,36.2254
2021-06-08,36.7017
2021-06-09,36.7858
2021-06-10,37.649
2021-06-11,38.3409
2021-06-12,38.3409
2021-06-13,38.3409
2021-06-14,39.0679
2021-06-15,39.2494
2021-06-16,39.015
2021-06-17,39.515
2021-06-18,39.0963
2021-06-19,39.0963
2021-06-20,39.0963
2021-06-21,39.4184
2021-06-22,39.7615
2021-06-23,39.1992
2021-06-24,39.1664
2021-06-25,39.0729
2021-06-26,39.0729
2021-06-27,39.0729
2021-06-28,39.8906
2021-06-29,40.3313
2021-06-30,36.6829
2021-07-01,36.5764
2021-07-02,37.0828
2021-07-03,37.0828
2021-07-04,37.0828
2021-07-05,37.0828
2021-07-06,37.5507
2021-07-07,37.9635
2021-07-08,37.621
2021-07-09,37.9493
2021-07-10,37.9493
2021-07-11,37.9493
2021-07-12,37.9652
2021-07-13,38.1208
2021-07-14,37.9531
2021-07-15,37.965
2021-07-16,38.2928
2021-07-17,38.2928
2021-07-18,38.2928
2021-07-19,38.0315
2021-07-20,38.1517
2021-07-21,37.883
2021-07-22,38.5609
2021-07-23,39.0048
2021-07-24,39.0048
2021-07-25,39.0048
2021-07-26,38.8636
2021-07-27,39.0741
2021-07-28,39.2703
2021-07-29,39.8789
2021-07-30,38.6738
2021-07-31,38.6738
2021-08-01,38.6738
2021-08-02,38.8356
2021-08-03,39.2519
2021-08-04,39.7178
2021-08-05,40.0268
2021-08-06,39.8793
2021-08-07,39.8793
2021-08-08,39.8793
2021-08-09,39.9359
2021-08-10,39.718
2021-08-11,39.3037
2021-08-12,39.7904
2021-08-13,40.2763
2021-08-14,40.2763
2021-08-15,40.2763
2021-08-16,40.8146
2021-08-17,40.4965
2021-08-18,39.8351
2021-08-19,40.3796
2021-08-20,40.101
2021-08-21,40.101
2021-08-22,40.101
2021-08-23,40.1364
2021-08-24,39.9766
2021-08-25,40.8575
2021-08-26,40.7638
2021-08-27,40.9829
2021-08-28,40.9829
2021-08-29,40.9829
2021-08-30,41.5638
2021-08-31,40.6618
2021-09-01,40.6578
2021-09-02,41.0729
2021-09-03,41.2266
2021-09-04,41.2266
2021-09-05,41.2266
2021-09-06,41.2266
2021-09-07,41.3307
2021-09-08,41.9488
2021-09-09,41.4651
2021-09-10,41.696
2021-09-11,41.696
2021-09-12,41.696
2021-09-13,40.7284
2021-09-14,40.8279
2021-09-15,40.8708
2021-09-16,40.706
2021-09-17,40.4696
2021-09-18,40.4696
2021-09-19,40.4696
2021-09-20,40.0175
2021-09-21,40.2233
2021-09-22,40.4093
2021-09-23,40.9301
2021-09-24,40.7625
2021-09-25,40.7625
2021-09-26,40.7625
2021-09-27,38.7806
2021-09-28,37.3657
2021-09-29,37.0337
2021-09-30,34.5648
2021-10-01,34.8645
2021-10-02,34.8645
2021-10-03,34.8645
2021-10-04,34.4488
2021-10-05,34.7243
2021-10-06,34.7358
2021-10-07,35.2107
2021-10-08,34.755
2021-10-09,34.755
2021-10-10,34.755
2021-10-11,34.1831
2021-10-12,34.035
2021-10-13,34.1594
2021-10-14,35.0907
2021-10-15,35.5325
2021-10-16,35.5325
2021-10-17,35.5325
2021-10-18,35.5919
2021-10-19,35.8368
2021-10-20,36.0018
2021-10-21,35.9925
2021-10-22,36.7784
2021-10-23,36.7784
2021-10-24,36.7784
2021-10-25,36.8016
2021-10-26,36.7982
2021-10-27,36.59
2021-10-28,37.0036
2021-10-29,37.045
2021-10-30,37.045
2021-10-31,37.045
2021-11-01,36.1719
2021-11-02,36.7805
2021-11-03,36.8143
2021-11-04,37.1294
2021-11-05,37.7405
2021-11-06,37.7405
2021-11-07,37.7405
2021-11-08,38.3234
2021-11-09,38.6691
2021-11-10,38.3646
2021-11-11,37.805
2021-11-12,38.0992
2021-11-13,38.0992
2021-11-14,38.0992
2021-11-15,37.6576
2021-11-16,37.9782
2021-11-17,38.113
2021-11-18,38.3501
2021-11-19,38.5395
2021-11-20,38.5395
2021-11-21,38.5395
2021-11-22,37.8536
2021-11-23,37.8753
2021-11-24,37.7338
2021-11-25,37.7338
2021-11-26,37.2192
2021-11-27,37.2192
2021-11-28,37.2192
2021-11-29,38.1619
2021-11-30,37.6356
2021-12-01,37.7862
2021-12-02,38.433
2021-12-03,38.0025
2021-12-04,38.0025
2021-12-05,38.0025
2021-12-06,38.1447
2021-12-07,38.8749
2021-12-08,39.3514
2021-12-09,39.2563
2021-12-10,39.4043
2021-12-11,39.4043
2021-12-12,39.4043
2021-12-13,39.4479
2021-12-14,38.3215
2021-12-15,38.8952
2021-12-16,38.8678
2021-12-17,39.1891
2021-12-18,39.1891
2021-12-19,39.1891
2021-12-20,38.5957
2021-12-21,39.0033
2021-12-22,39.799
2021-12-23,40.3062
2021-12-24,40.3062
2021-12-25,40.3062
2021-12-26,40.3062
2021-12-27,41.4302
2021-12-28,41.4721
2021-12-29,42.111
2021-12-30,42.1239
2021-12-31,41.146
2022-01-01,41.146
2022-01-02,41.146
2022-01-03,40.6268
2022-01-04,39.834
2022-01-05,38.4955
2022-01-06,38.954
2022-01-07,37.5496
2022-01-08,37.5496
2022-01-09,37.5496
2022-01-10,38.0978
2022-01-11,38.2241
2022-01-12,37.9498
2022-01-13,36.6506
2022-01-14,36.8613
2022-01-15,36.8613
2022-01-16,36.8613
2022-01-17,36.8613
2022-01-18,36.1874
2022-01-19,35.8464
2022-01-20,35.8803
2022-01-21,35.5971
2022-01-22,35.5971
2022-01-23,35.5971
2022-01-24,35.697
2022-01-25,34.5601
2022-01-26,34.3703
2022-01-27,34.1594
2022-01-28,34.9511
2022-01-29,34.9511
2022-01-30,34.9511
2022-01-31,35.9302
2022-02-01,36.4819
2022-02-02,37.1704
2022-02-03,36.4608
2022-02-04,36.3767
2022-02-05,36.3767
2022-02-06,36.3767
2022-02-07,36.5637
2022-02-08,36.5809
2022-02-09,37.8348
2022-02-10,37.0689
2022-02-11,34.688
2022-02-12,34.688
2022-02-13,34.688
2022-02-14,34.3587
2022-02-15,34.6731
2022-02-16,35.4207
2022-02-17,34.3817
2022-02-18,34.1821
2022-02-19,34.1821
2022-02-20,34.1821
2022-02-21,34.1821
2022-02-22,34.3732
2022-02-23,33.5412
2022-02-24,34.2723
2022-02-25,35.0824
2022-02-26,35.0824
2022-02-27,35.0824
2022-02-28,34.1886
2022-03-01,33.8337
2022-03-02,33.6945
2022-03-03,34.0957
2022-03-04,33.7286
2022-03-05,33.7286
2022-03-06,33.7286
2022-03-07,32.5914
2022-03-08,32.0765
2022-03-09,33.7173
2022-03-10,32.566
2022-03-11,31.941
2022-03-12,31.941
2022-03-13,31.941
2022-03-14,31.4362
2022-03-15,32.0373
2022-03-16,32.9424
2022-03-17,33.6383
2022-03-18,34.0083
2022-03-19,34.0083
2022-03-20,34.0083
2022-03-21,33.7642
2022-03-22,33.8787
2022-03-23,32.9532
2022-03-24,33.4171
2022-03-25,33.6213
2022-03-26,33.6213
2022-03-27,33.6213
2022-03-28,33.7891
2022-03-29,34.423
2022-03-30,34.02
2022-03-31,32.5031
2022-04-01,32.4681
2022-04-02,32.4681
2022-04-03,32.4681
2022-04-04,32.1499
2022-04-05,31.9612
2022-04-06,31.4873
2022-04-07,32.4034
2022-04-08,32.6969
2022-04-09,32.6969
2022-04-10,32.6969
2022-04-11,31.9386
2022-04-12,31.1715
2022-04-13,31.8174
2022-04-14,31.2744
2022-04-15,31.2744
2022-04-16,31.2744
2022-04-17,31.2744
2022-04-18,30.9655
2022-04-19,31.5585
2022-04-20,32.2624
2022-04-21,31.4507
2022-04-22,30.5185
2022-04-23,30.5185
2022-04-24,30.5185
2022-04-25,30.921
2022-04-26,29.8498
2022-04-27,29.9233
2022-04-28,30.7175
2022-04-29,30.3594
2022-04-30,30.3594
2022-05-01,30.3594
2022-05-02,30.7065
2022-05-03,31.6331
2022-05-04,32.6472
2022-05-05,31.1173
2022-05-06,31.1475
2022-05-07,31.1475
2022-05-08,31.1475
2022-05-09,28.4687
2022-05-10,28.9956
2022-05-11,28.096
2022-05-12,28.8498
2022-05-13,29.7885
2022-05-14,29.7885
2022-05-15,29.7885
2022-05-16,29.3057
2022-05-17,29.3698
2022-05-18,28.434
2022-05-19,28.9972
2022-05-20,29.419
2022-05-21,29.419
2022-05-22,29.419
2022-05-23,29.618
2022-05-24,29.2598
2022-05-25,29.2274
2022-05-26,29.8636
2022-05-27,31.3849
2022-05-28,31.3849
2022-05-29,31.3849
2022-05-30,31.3849
2022-05-31,30.4818
2022-06-01,29.9739
2022-06-02,31.3805
2022-06-03,30.7675
2022-06-04,30.7675
2022-06-05,30.7675
2022-06-06,30.8835
2022-06-07,31.1343
2022-06-08,30.6651
2022-06-09,29.7758
2022-06-10,28.5664
2022-06-11,28.5664
2022-06-12,28.5664
2022-06-13,27.9473
2022-06-14,27.6093
2022-06-15,27.8244
2022-06-16,26.735
2022-06-17,26.2718
2022-06-18,26.2718
2022-06-19,26.2718
2022-06-20,26.2718
2022-06-21,26.2667
2022-06-22,26.3597
2022-06-23,27.0453
2022-06-24,27.3695
2022-06-25,27.3695
2022-06-26,27.3695
2022-06-27,27.31
2022-06-28,27.0089
2022-06-29,27.3498
2022-06-30,26.7068
2022-07-01,26.9911
2022-07-02,26.9911
2022-07-03,26.9911
2022-07-04,26.9911
2022-07-05,27.2871
2022-07-06,27.203
2022-07-07,27.9788
2022-07-08,28.2826
2022-07-09,28.2826
2022-07-10,28.2826
2022-07-11,28.3163
2022-07-12,27.615
2022-07-13,27.219
2022-07-14,26.4776
2022-07-15,26.9283
2022-07-16,26.9283
2022-07-17,26.9283
2022-07-18,26.1425
2022-07-19,26.8829
2022-07-20,27.0904
2022-07-21,28.6957
2022-07-22,28.3447
2022-07-23,28.3447
2022-07-24,28.3447
2022-07-25,28.4768
2022-07-26,28.5992
2022-07-27,29.4187
2022-07-28,29.9707
2022-07-29,30.8493
2022-07-30,30.8493
2022-07-31,30.8493
2022-08-01,30.8731
2022-08-02,30.6464
2022-08-03,31.0691
2022-08-04,30.7879
2022-08-05,30.806
2022-08-06,30.806
2022-08-07,30.806
2022-08-08,30.685
2022-08-09,30.0924
2022-08-10,30.7857
2022-08-11,30.7859
2022-08-12,31.1592
2022-08-13,31.1592
2022-08-14,31.1592
2022-08-15,31.2086
2022-08-16,30.9867
2022-08-17,30.9975
2022-08-18,31.0432
2022-08-19,30.5058
2022-08-20,30.5058
2022-08-21,30.5058
2022-08-22,29.9552
2022-08-23,29.4066
2022-08-24,29.707
2022-08-25,30.2936
2022-08-26,28.7399
2022-08-27,28.7399
2022-08-28,28.7399
2022-08-29,28.3185
2022-08-30,28.1319
2022-08-31,27.8891
2022-09-01,27.8001
2022-09-02,27.513
2022-09-03,27.513
2022-09-04,27.513
2022-09-05,27.513
2022-09-06,28.1102
2022-09-07,28.709
2022-09-08,29.4386
2022-09-09,29.7974
2022-09-10,29.7974
2022-09-11,29.7974
2022-09-12,30.0872
2022-09-13,29.1435
2022-09-14,28.6997
2022-09-15,28.5647
2022-09-16,27.5881
2022-09-17,27.5881
2022-09-18,27.5881
2022-09-19,27.7244
2022-09-20,26.9206
2022-09-21,26.7591
2022-09-22,26.2301
2022-09-23,26.1542
2022-09-24,26.1542
2022-09-25,26.1542
2022-09-26,25.8489
2022-09-27,25.5562
2022-09-28,25.6602
2022-09-29,25.3966
2022-09-30,24.4028
2022-10-01,24.4028
2022-10-02,24.4028
2022-10-03,25.4328
2022-10-04,26.3919
2022-10-05,26.8784
2022-10-06,26.8933
2022-10-07,25.925
2022-10-08,25.925
2022-10-09,25.925
2022-10-10,25.3015
2022-10-11,25.0124
2022-10-12,24.7909
2022-10-13,25.3966
2022-10-14,25.0912
2022-10-15,25.0912
2022-10-16,25.0912
2022-10-17,26.2645
2022-10-18,26.8268
2022-10-19,26.1359
2022-10-20,25.6533
2022-10-21,26.2909
2022-10-22,26.2909
2022-10-23,26.2909
2022-10-24,26.7669
2022-10-25,27.4729
2022-10-26,28.141
2022-10-27,27.9371
2022-10-28,28.177
2022-10-29,28.177
2022-10-30,28.177
2022-10-31,28.1849
2022-11-01,28.5177
2022-11-02,27.6386
2022-11-03,27.3679
2022-11-04,28.3409
2022-11-05,28.3409
2022-11-06,28.3409
2022-11-07,28.6351
2022-11-08,29.7178
2022-11-09,29.4126
2022-11-10,31.7523
2022-11-11,32.0679
2022-11-12,32.0679
2022-11-13,32.0679
2022-11-14,31.6207
2022-11-15,30.9003
2022-11-16,30.6458
2022-11-17,30.5024
2022-11-18,30.761
2022-11-19,30.761
2022-11-20,30.761
2022-11-21,30.5667
2022-11-22,31.5575
2022-11-23,31.59
2022-11-24,31.59
2022-11-25,31.7635
2022-11-26,31.7635
2022-11-27,31.7635
2022-11-28,31.5604
2022-11-29,30.9869
2022-11-30,32.1752
2022-12-01,32.6055
2022-12-02,32.5179
2022-12-03,32.5179
2022-12-04,32.5179
2022-12-05,31.8604
2022-12-06,31.8486
2022-12-07,32.0096
2022-12-08,32.4481
2022-12-09,31.8851
2022-12-10,31.8851
2022-12-11,31.8851
2022-12-12,32.4928
2022-12-13,33.0757
2022-12-14,32.2829
2022-12-15,31.1083
2022-12-16,31.318
2022-12-17,31.318
2022-12-18,31.318
2022-12-19,30.691
2022-12-20,30.8385
2022-12-21,31.646
2022-12-22,31.5304
2022-12-23,31.543
2022-12-24,31.543
2022-12-25,31.543
2022-12-26,31.543
2022-12-27,31.7127
2022-12-28,31.3592
2022-12-29,32.1244
2022-12-30,30.6805
2022-12-31,30.6805
2023-01-01,30.6805
2023-01-02,30.6805
2023-01-03,31.0084
2023-01-04,31.6013
2023-01-05,31.5602
2023-01-06,30.7628
2023-01-07,30.7628
2023-01-08,30.7628
2023-01-09,30.8994
2023-01-10,32.1861
2023-01-11,32.8424
2023-01-12,32.4926
2023-01-13,32.9232
2023-01-14,32.9232
2023-01-15,32.9232
2023-01-16,32.9232
2023-01-17,32.3945
2023-01-18,32.5612
2023-01-19,32.1382
2023-01-20,32.9981
2023-01-21,32.9981
2023-01-22,32.9981
2023-01-23,33.3006
2023-01-24,32.4634
2023-01-25,32.3999
2023-01-26,32.243
2023-01-27,32.3636
2023-01-28,32.3636
2023-01-29,32.3636
2023-01-30,31.9176
2023-01-31,32.4269
2023-02-01,32.9783
2023-02-02,33.4443
2023-02-03,33.5994
2023-02-04,33.5994
2023-02-05,33.5994
2023-02-06,32.8873
2023-02-07,32.9264
2023-02-08,32.8617
2023-02-09,32.4612
2023-02-10,31.7806
2023-02-11,31.7806
2023-02-12,31.7806
2023-02-13,32.5908
2023-02-14,32.4176
2023-02-15,32.7405
2023-02-16,32.2003
2023-02-17,31.7928
2023-02-18,31.7928
2023-02-19,31.7928
2023-02-20,31.7928
2023-02-21,30.706
2023-02-22,30.6343
2023-02-23,30.8767
2023-02-24,30.0935
2023-02-25,30.0935
2023-02-26,30.0935
2023-02-27,30.1628
2023-02-28,30.2048
2023-03-01,29.8932
2023-03-02,31.1111
2023-03-03,31.6881
2023-03-04,31.6881
2023-03-05,31.6881
2023-03-06,31.6343
2023-03-07,30.9861
2023-03-08,31.3239
2023-03-09,31.0334
2023-03-10,30.1957
2023-03-11,30.1957
2023-03-12,30.1957
2023-03-13,30.3208
2023-03-14,30.9206
2023-03-15,30.2606
2023-03-16,30.8729
2023-03-17,30.5814
2023-03-18,30.5814
2023-03-19,30.5814
