,EFX US Equity
2020-11-30,41.8369
2020-12-01,41.8457
2020-12-02,41.3341
2020-12-03,41.4746
2020-12-04,41.7491
2020-12-05,41.7491
2020-12-06,41.7491
2020-12-07,42.6996
2020-12-08,45.6414
2020-12-09,44.7084
2020-12-10,45.457
2020-12-11,46.4997
2020-12-12,46.4997
2020-12-13,46.4997
2020-12-14,46.7149
2020-12-15,47.694
2020-12-16,47.6216
2020-12-17,47.7313
2020-12-18,48.0431
2020-12-19,48.0431
2020-12-20,48.0431
2020-12-21,47.9069
2020-12-22,47.7928
2020-12-23,47.5381
2020-12-24,47.7774
2020-12-25,47.7774
2020-12-26,47.7774
2020-12-27,47.7774
2020-12-28,47.7116
2020-12-29,47.0727
2020-12-30,47.1649
2020-12-31,38.8856
2021-01-01,38.8856
2021-01-02,38.8856
2021-01-03,38.8856
2021-01-04,38.0083
2021-01-05,38.3535
2021-01-06,36.9296
2021-01-07,36.8091
2021-01-08,37.6667
2021-01-09,37.6667
2021-01-10,37.6667
2021-01-11,37.4204
2021-01-12,37.2802
2021-01-13,36.9637
2021-01-14,36.1511
2021-01-15,36.0378
2021-01-16,36.0378
2021-01-17,36.0378
2021-01-18,36.0378
2021-01-19,35.8617
2021-01-20,36.2428
2021-01-21,36.3057
2021-01-22,36.3507
2021-01-23,36.3507
2021-01-24,36.3507
2021-01-25,36.3525
2021-01-26,36.6653
2021-01-27,36.3453
2021-01-28,36.7822
2021-01-29,36.0576
2021-01-30,36.0576
2021-01-31,36.0576
2021-02-01,36.6329
2021-02-02,36.6599
2021-02-03,36.3597
2021-02-04,36.7372
2021-02-05,36.3327
2021-02-06,36.3327
2021-02-07,36.3327
2021-02-08,36.4711
2021-02-09,37.1543
2021-02-10,37.1166
2021-02-11,36.0289
2021-02-12,36.072
2021-02-13,36.072
2021-02-14,36.072
2021-02-15,36.072
2021-02-16,35.6477
2021-02-17,35.9641
2021-02-18,36.1385
2021-02-19,35.9551
2021-02-20,35.9551
2021-02-21,35.9551
2021-02-22,34.7668
2021-02-23,35.1155
2021-02-24,34.9052
2021-02-25,33.6107
2021-02-26,33.3542
2021-02-27,33.3542
2021-02-28,33.3542
2021-03-01,34.2056
2021-03-02,34.112
2021-03-03,34.283
2021-03-04,33.7052
2021-03-05,34.7708
2021-03-06,34.7708
2021-03-07,34.7708
2021-03-08,35.381
2021-03-09,35.6978
2021-03-10,35.2748
2021-03-11,34.9454
2021-03-12,34.9112
2021-03-13,34.9112
2021-03-14,34.9112
2021-03-15,35.4728
2021-03-16,35.2784
2021-03-17,35.174
2021-03-18,35.3018
2021-03-19,35.5682
2021-03-20,35.5682
2021-03-21,35.5682
2021-03-22,35.7392
2021-03-23,35.8022
2021-03-24,35.6096
2021-03-25,36.0758
2021-03-26,37.2371
2021-03-27,37.2371
2021-03-28,37.2371
2021-03-29,37.4525
2021-03-30,37.3783
2021-03-31,30.4819
2021-04-01,30.6958
2021-04-02,30.6958
2021-04-03,30.6958
2021-04-04,30.6958
2021-04-05,31.2925
2021-04-06,31.044
2021-04-07,30.5484
2021-04-08,30.859
2021-04-09,31.1581
2021-04-10,31.1581
2021-04-11,31.1581
2021-04-12,31.3618
2021-04-13,31.4731
2021-04-14,31.1177
2021-04-15,31.5251
2021-04-16,31.9051
2021-04-17,31.9051
2021-04-18,31.9051
2021-04-19,31.7043
2021-04-20,32.0814
2021-04-21,32.1435
2021-04-22,36.1135
2021-04-23,37.3071
2021-04-24,37.3071
2021-04-25,37.3071
2021-04-26,36.7053
2021-04-27,37.9707
2021-04-28,36.9595
2021-04-29,37.06
2021-04-30,37.2367
2021-05-01,37.2367
2021-05-02,37.2367
2021-05-03,37.9061
2021-05-04,38.3542
2021-05-05,38.7621
2021-05-06,38.3757
2021-05-07,38.7205
2021-05-08,38.7205
2021-05-09,38.7205
2021-05-10,38.6645
2021-05-11,38.5826
2021-05-12,37.8098
2021-05-13,38.3556
2021-05-14,38.6989
2021-05-15,38.6989
2021-05-16,38.6989
2021-05-17,38.4519
2021-05-18,37.873
2021-05-19,37.84
2021-05-20,37.8228
2021-05-21,38.3714
2021-05-22,38.3714
2021-05-23,38.3714
2021-05-24,38.4246
2021-05-25,38.0554
2021-05-26,37.8098
2021-05-27,38.1387
2021-05-28,38.0712
2021-05-29,38.0712
2021-05-30,38.0712
2021-05-31,38.0712
2021-06-01,37.7926
2021-06-02,37.57
2021-06-03,37.2008
2021-06-04,37.8357
2021-06-05,37.8357
2021-06-06,37.8357
2021-06-07,37.1635
2021-06-08,37.3085
2021-06-09,37.152
2021-06-10,37.2051
2021-06-11,37.4852
2021-06-12,37.4852
2021-06-13,37.4852
2021-06-14,37.1821
2021-06-15,37.5527
2021-06-16,37.4766
2021-06-17,37.9578
2021-06-18,37.7495
2021-06-19,37.7495
2021-06-20,37.7495
2021-06-21,38.5998
2021-06-22,38.5122
2021-06-23,38.0267
2021-06-24,38.6659
2021-06-25,38.6386
2021-06-26,38.6386
2021-06-27,38.6386
2021-06-28,38.4174
2021-06-29,38.6846
2021-06-30,33.0568
2021-07-01,33.2616
2021-07-02,33.406
2021-07-03,33.406
2021-07-04,33.406
2021-07-05,33.406
2021-07-06,33.8439
2021-07-07,34.1314
2021-07-08,33.7267
2021-07-09,34.1709
2021-07-10,34.1709
2021-07-11,34.1709
2021-07-12,34.0117
2021-07-13,33.7415
2021-07-14,34.0179
2021-07-15,34.4373
2021-07-16,34.9222
2021-07-17,34.9222
2021-07-18,34.9222
2021-07-19,34.1943
2021-07-20,35.1627
2021-07-21,34.9727
2021-07-22,34.3505
2021-07-23,34.7643
2021-07-24,34.7643
2021-07-25,34.7643
2021-07-26,35.0162
2021-07-27,35.409
2021-07-28,35.4855
2021-07-29,35.6955
2021-07-30,35.6943
2021-07-31,35.6943
2021-08-01,35.6943
2021-08-02,35.4337
2021-08-03,35.5819
2021-08-04,35.1373
2021-08-05,35.1027
2021-08-06,34.8581
2021-08-07,34.8581
2021-08-08,34.8581
2021-08-09,34.7853
2021-08-10,35.5177
2021-08-11,35.7832
2021-08-12,35.5535
2021-08-13,35.6325
2021-08-14,35.6325
2021-08-15,35.6325
2021-08-16,35.7079
2021-08-17,35.8573
2021-08-18,34.9372
2021-08-19,35.4695
2021-08-20,35.4361
2021-08-21,35.4361
2021-08-22,35.4361
2021-08-23,35.6029
2021-08-24,35.5102
2021-08-25,36.2266
2021-08-26,35.9894
2021-08-27,36.4674
2021-08-28,36.4674
2021-08-29,36.4674
2021-08-30,36.5094
2021-08-31,37.1343
2021-09-01,37.3134
2021-09-02,37.8334
2021-09-03,37.8778
2021-09-04,37.8778
2021-09-05,37.8778
2021-09-06,37.8778
2021-09-07,37.3727
2021-09-08,37.5431
2021-09-09,37.5827
2021-09-10,37.2097
2021-09-11,37.2097
2021-09-12,37.2097
2021-09-13,37.3307
2021-09-14,37.3319
2021-09-15,37.2393
2021-09-16,37.3492
2021-09-17,36.6687
2021-09-18,36.6687
2021-09-19,36.6687
2021-09-20,36.0178
2021-09-21,35.5436
2021-09-22,35.9512
2021-09-23,36.2525
2021-09-24,36.2994
2021-09-25,36.2994
2021-09-26,36.2994
2021-09-27,35.9265
2021-09-28,35.1879
2021-09-29,35.1941
2021-09-30,32.5371
2021-10-01,32.8708
2021-10-02,32.8708
2021-10-03,32.8708
2021-10-04,32.5348
2021-10-05,33.1236
2021-10-06,32.9527
2021-10-07,33.2229
2021-10-08,33.1444
2021-10-09,33.1444
2021-10-10,33.1444
2021-10-11,33.0208
2021-10-12,32.7923
2021-10-13,32.7126
2021-10-14,33.418
2021-10-15,33.7528
2021-10-16,33.7528
2021-10-17,33.7528
2021-10-18,34.3266
2021-10-19,34.8184
2021-10-20,34.4213
2021-10-21,32.8135
2021-10-22,34.2945
2021-10-23,34.2945
2021-10-24,34.2945
2021-10-25,35.0459
2021-10-26,34.6055
2021-10-27,34.1858
2021-10-28,35.1338
2021-10-29,35.3523
2021-10-30,35.3523
2021-10-31,35.3523
2021-11-01,35.3662
2021-11-02,35.0147
2021-11-03,35.3916
2021-11-04,36.1789
2021-11-05,36.1766
2021-11-06,36.1766
2021-11-07,36.1766
2021-11-08,36.4471
2021-11-09,36.6136
2021-11-10,35.3361
2021-11-11,35.1442
2021-11-12,35.6598
2021-11-13,35.6598
2021-11-14,35.6598
2021-11-15,35.9234
2021-11-16,36.9546
2021-11-17,36.8772
2021-11-18,36.7119
2021-11-19,36.6737
2021-11-20,36.6737
2021-11-21,36.6737
2021-11-22,35.7847
2021-11-23,35.9905
2021-11-24,36.0494
2021-11-25,36.0494
2021-11-26,35.3881
2021-11-27,35.3881
2021-11-28,35.3881
2021-11-29,36.1188
2021-11-30,35.4933
2021-12-01,35.3673
2021-12-02,36.9211
2021-12-03,35.9384
2021-12-04,35.9384
2021-12-05,35.9384
2021-12-06,35.898
2021-12-07,37.0205
2021-12-08,37.3754
2021-12-09,37.0171
2021-12-10,37.3974
2021-12-11,37.3974
2021-12-12,37.3974
2021-12-13,37.6205
2021-12-14,36.5997
2021-12-15,36.9801
2021-12-16,36.8332
2021-12-17,35.261
2021-12-18,35.261
2021-12-19,35.261
2021-12-20,35.1835
2021-12-21,35.6575
2021-12-22,36.0425
2021-12-23,36.4621
2021-12-24,36.4621
2021-12-25,36.4621
2021-12-26,36.4621
2021-12-27,36.9327
2021-12-28,37.2691
2021-12-29,37.3061
2021-12-30,36.9835
2021-12-31,35.9639
2022-01-01,35.9639
2022-01-02,35.9639
2022-01-03,35.0216
2022-01-04,35.1942
2022-01-05,34.5145
2022-01-06,34.5766
2022-01-07,33.2473
2022-01-08,33.2473
2022-01-09,33.2473
2022-01-10,32.5322
2022-01-11,32.7906
2022-01-12,32.6426
2022-01-13,31.904
2022-01-14,31.3229
2022-01-15,31.3229
2022-01-16,31.3229
2022-01-17,31.3229
2022-01-18,30.3752
2022-01-19,29.6526
2022-01-20,29.0877
2022-01-21,28.7671
2022-01-22,28.7671
2022-01-23,28.7671
2022-01-24,29.6816
2022-01-25,28.81
2022-01-26,28.8689
2022-01-27,28.6878
2022-01-28,29.6666
2022-01-29,29.6666
2022-01-30,29.6666
2022-01-31,30.2787
2022-02-01,30.5424
2022-02-02,30.8587
2022-02-03,29.6022
2022-02-04,29.6687
2022-02-05,29.6687
2022-02-06,29.6687
2022-02-07,29.7073
2022-02-08,29.8831
2022-02-09,30.3473
2022-02-10,29.3578
2022-02-11,28.6963
2022-02-12,28.6963
2022-02-13,28.6963
2022-02-14,28.2654
2022-02-15,28.3458
2022-02-16,28.3458
2022-02-17,27.3027
2022-02-18,27.4142
2022-02-19,27.4142
2022-02-20,27.4142
2022-02-21,27.4142
2022-02-22,27.3284
2022-02-23,26.891
2022-02-24,27.7387
2022-02-25,28.0219
2022-02-26,28.0219
2022-02-27,28.0219
2022-02-28,27.9983
2022-03-01,28.0734
2022-03-02,28.6666
2022-03-03,28.628
2022-03-04,28.9992
2022-03-05,28.9992
2022-03-06,28.9992
2022-03-07,27.9436
2022-03-08,27.8824
2022-03-09,28.7181
2022-03-10,28.8426
2022-03-11,28.5948
2022-03-12,28.5948
2022-03-13,28.5948
2022-03-14,29.0807
2022-03-15,29.3339
2022-03-16,29.6601
2022-03-17,30.2598
2022-03-18,30.4411
2022-03-19,30.4411
2022-03-20,30.4411
2022-03-21,30.0902
2022-03-22,30.2791
2022-03-23,29.9594
2022-03-24,29.9497
2022-03-25,30.0055
2022-03-26,30.0055
2022-03-27,30.0055
2022-03-28,30.349
2022-03-29,30.8339
2022-03-30,30.4451
2022-03-31,29.8779
2022-04-01,29.5642
2022-04-02,29.5642
2022-04-03,29.5642
2022-04-04,29.6033
2022-04-05,29.3234
2022-04-06,28.393
2022-04-07,28.5398
2022-04-08,28.4046
2022-04-09,28.4046
2022-04-10,28.4046
2022-04-11,27.8882
2022-04-12,27.7752
2022-04-13,27.5439
2022-04-14,27.6896
2022-04-15,27.6896
2022-04-16,27.6896
2022-04-17,27.6896
2022-04-18,27.3221
2022-04-19,27.9061
2022-04-20,28.2208
2022-04-21,26.1712
2022-04-22,26.2395
2022-04-23,26.2395
2022-04-24,26.2395
2022-04-25,27.2696
2022-04-26,26.6558
2022-04-27,25.9042
2022-04-28,26.5265
2022-04-29,26.2311
2022-04-30,26.2311
2022-05-01,26.2311
2022-05-02,26.4392
2022-05-03,26.3909
2022-05-04,27.1877
2022-05-05,26.7262
2022-05-06,26.3972
2022-05-07,26.3972
2022-05-08,26.3972
2022-05-09,25.8222
2022-05-10,25.9031
2022-05-11,24.9739
2022-05-12,25.0895
2022-05-13,25.6708
2022-05-14,25.6708
2022-05-15,25.6708
2022-05-16,25.4396
2022-05-17,25.5794
2022-05-18,24.6081
2022-05-19,24.9318
2022-05-20,25.2945
2022-05-21,25.2945
2022-05-22,25.2945
2022-05-23,25.5436
2022-05-24,24.9697
2022-05-25,25.4007
2022-05-26,26.0955
2022-05-27,26.5223
2022-05-28,26.5223
2022-05-29,26.5223
2022-05-30,26.5223
2022-05-31,26.1323
2022-06-01,25.7118
2022-06-02,26.2448
2022-06-03,25.9199
2022-06-04,25.9199
2022-06-05,25.9199
2022-06-06,25.8054
2022-06-07,25.9178
2022-06-08,25.4595
2022-06-09,25.017
2022-06-10,24.1109
2022-06-11,24.1109
2022-06-12,24.1109
2022-06-13,23.7156
2022-06-14,22.9199
2022-06-15,23.5842
2022-06-16,22.7444
2022-06-17,23.0355
2022-06-18,23.0355
2022-06-19,23.0355
2022-06-20,23.0355
2022-06-21,23.2668
2022-06-22,23.8397
2022-06-23,24.0047
2022-06-24,24.2665
2022-06-25,24.2665
2022-06-26,24.2665
2022-06-27,24.278
2022-06-28,23.703
2022-06-29,23.7766
2022-06-30,23.9487
2022-07-01,24.3455
2022-07-02,24.3455
2022-07-03,24.3455
2022-07-04,24.3455
2022-07-05,24.2887
2022-07-06,24.5939
2022-07-07,24.8128
2022-07-08,24.756
2022-07-09,24.756
2022-07-10,24.756
2022-07-11,24.676
2022-07-12,24.4118
2022-07-13,24.1434
2022-07-14,24.6476
2022-07-15,24.9633
2022-07-16,24.9633
2022-07-17,24.9633
2022-07-18,24.8844
2022-07-19,25.8663
2022-07-20,26.3051
2022-07-21,25.8312
2022-07-22,25.8617
2022-07-23,25.8617
2022-07-24,25.8617
2022-07-25,25.5785
2022-07-26,25.0562
2022-07-27,25.6027
2022-07-28,26.562
2022-07-29,26.7105
2022-07-30,26.7105
2022-07-31,26.7105
2022-08-01,26.9074
2022-08-02,26.4367
2022-08-03,27.1422
2022-08-04,27.2243
2022-08-05,27.0832
2022-08-06,27.0832
2022-08-07,27.0832
2022-08-08,27.1517
2022-08-09,27.0685
2022-08-10,27.8319
2022-08-11,27.6992
2022-08-12,28.1236
2022-08-13,28.1236
2022-08-14,28.1236
2022-08-15,27.9035
2022-08-16,27.456
2022-08-17,27.2485
2022-08-18,27.118
2022-08-19,26.6873
2022-08-20,26.6873
2022-08-21,26.6873
2022-08-22,26.5851
2022-08-23,26.2482
2022-08-24,26.3903
2022-08-25,26.5851
2022-08-26,25.47
2022-08-27,25.47
2022-08-28,25.47
2022-08-29,24.9383
2022-08-30,24.6971
2022-08-31,24.5876
2022-09-01,24.7245
2022-09-02,24.456
2022-09-03,24.456
2022-09-04,24.456
2022-09-05,24.456
2022-09-06,24.4434
2022-09-07,25.0857
2022-09-08,25.39
2022-09-09,25.4732
2022-09-10,25.4732
2022-09-11,25.4732
2022-09-12,25.628
2022-09-13,24.8593
2022-09-14,24.5034
2022-09-15,24.3739
2022-09-16,24.0085
2022-09-17,24.0085
2022-09-18,24.0085
2022-09-19,23.9411
2022-09-20,23.4388
2022-09-21,23.3177
2022-09-22,22.8544
2022-09-23,23.1303
2022-09-24,23.1303
2022-09-25,23.1303
2022-09-26,22.966
2022-09-27,22.5427
2022-09-28,22.9428
2022-09-29,22.3079
2022-09-30,23.5316
2022-10-01,23.5316
2022-10-02,23.5316
2022-10-03,23.7381
2022-10-04,24.7068
2022-10-05,24.456
2022-10-06,23.844
2022-10-07,23.2494
2022-10-08,23.2494
2022-10-09,23.2494
2022-10-10,23.2202
2022-10-11,22.7088
2022-10-12,22.8039
2022-10-13,22.8288
2022-10-14,22.1974
2022-10-15,22.1974
2022-10-16,22.1974
2022-10-17,22.7542
2022-10-18,22.938
2022-10-19,22.3087
2022-10-20,21.2463
2022-10-21,21.4388
2022-10-22,21.4388
2022-10-23,21.4388
2022-10-24,21.9774
2022-10-25,22.4619
2022-10-26,22.8416
2022-10-27,23.0103
2022-10-28,23.4797
2022-10-29,23.4797
2022-10-30,23.4797
2022-10-31,23.3337
2022-11-01,23.2742
2022-11-02,22.503
2022-11-03,22.2748
2022-11-04,22.6361
2022-11-05,22.6361
2022-11-06,22.6361
2022-11-07,22.9238
2022-11-08,23.1509
2022-11-09,22.8556
2022-11-10,25.3097
2022-11-11,25.9781
2022-11-12,25.9781
2022-11-13,25.9781
2022-11-14,26.4021
2022-11-15,27.396
2022-11-16,26.9699
2022-11-17,26.521
2022-11-18,26.6476
2022-11-19,26.6476
2022-11-20,26.6476
2022-11-21,26.2593
2022-11-22,25.9738
2022-11-23,26.4042
2022-11-24,26.4042
2022-11-25,26.6746
2022-11-26,26.6746
2022-11-27,26.6746
2022-11-28,25.632
2022-11-29,25.4297
2022-11-30,26.3437
2022-12-01,26.8715
2022-12-02,26.7774
2022-12-03,26.7774
2022-12-04,26.7774
2022-12-05,25.9446
2022-12-06,25.9857
2022-12-07,25.9619
2022-12-08,26.4205
2022-12-09,26.3523
2022-12-10,26.3523
2022-12-11,26.3523
2022-12-12,26.4832
2022-12-13,27.3809
2022-12-14,26.9472
2022-12-15,26.3913
2022-12-16,25.752
2022-12-17,25.752
2022-12-18,25.752
2022-12-19,25.6731
2022-12-20,25.5682
2022-12-21,26.3058
2022-12-22,26.003
2022-12-23,26.1663
2022-12-24,26.1663
2022-12-25,26.1663
2022-12-26,26.1663
2022-12-27,26.0159
2022-12-28,25.5682
2022-12-29,26.2809
2022-12-30,27.8618
2022-12-31,27.8618
2023-01-01,27.8618
2023-01-02,27.8618
2023-01-03,28.3198
2023-01-04,29.0503
2023-01-05,28.2955
2023-01-06,29.0515
2023-01-07,29.0515
2023-01-08,29.0515
2023-01-09,29.0538
2023-01-10,29.0956
2023-01-11,30.0834
2023-01-12,30.3942
2023-01-13,30.487
2023-01-14,30.487
2023-01-15,30.487
2023-01-16,30.487
2023-01-17,30.3803
2023-01-18,30.5588
2023-01-19,30.5391
2023-01-20,31.1467
2023-01-21,31.1467
2023-01-22,31.1467
2023-01-23,31.0829
2023-01-24,31.0644
2023-01-25,30.2898
2023-01-26,30.5078
2023-01-27,30.6307
2023-01-28,30.6307
2023-01-29,30.6307
2023-01-30,30.5275
2023-01-31,31.0899
2023-02-01,31.3705
2023-02-02,32.0697
2023-02-03,31.5293
2023-02-04,31.5293
2023-02-05,31.5293
2023-02-06,31.0911
2023-02-07,31.1745
2023-02-08,30.858
2023-02-09,29.2961
2023-02-10,29.2301
2023-02-11,29.2301
2023-02-12,29.2301
2023-02-13,30.1275
2023-02-14,30.1461
2023-02-15,30.6644
2023-02-16,30.0232
2023-02-17,29.8747
2023-02-18,29.8747
2023-02-19,29.8747
2023-02-20,29.8747
2023-02-21,28.9576
2023-02-22,29.1269
2023-02-23,29.0532
2023-02-24,28.5405
2023-02-25,28.5405
2023-02-26,28.5405
2023-02-27,28.4883
2023-02-28,28.8177
2023-03-01,28.6101
2023-03-02,28.7504
2023-03-03,29.3965
2023-03-04,29.3965
2023-03-05,29.3965
2023-03-06,29.1518
2023-03-07,28.5208
2023-03-08,28.5184
2023-03-09,28.1983
2023-03-10,27.7285
2023-03-11,27.7285
2023-03-12,27.7285
2023-03-13,27.9443
2023-03-14,28.3329
2023-03-15,28.4384
2023-03-16,28.6031
2023-03-17,28.6275
2023-03-18,28.6275
2023-03-19,28.6275
2023-03-20,28.6263
2023-03-21,28.8629
2023-03-22,28.1832
2023-03-23,28.0406
2023-03-24,28.3819
2023-03-25,28.3819
2023-03-26,28.3819
2023-03-27,28.383
2023-03-28,28.1298
2023-03-29,28.5149
2023-03-30,28.6281
2023-03-31,32.9216
2023-04-01,32.9216
2023-04-02,32.9216
2023-04-03,32.842
2023-04-04,32.8247
2023-04-05,32.4653
2023-04-06,32.0687
2023-04-07,32.0687
2023-04-08,32.0687
2023-04-09,32.0687
2023-04-10,32.2477
2023-04-11,32.6218
2023-04-12,31.9599
2023-04-13,32.2995
2023-04-14,31.9426
2023-04-15,31.9426
