,HZNP US Equity
2020-08-19,135.3254
2020-08-20,136.8454
2020-08-21,137.2519
2020-08-22,137.2519
2020-08-23,137.2519
2020-08-24,133.6109
2020-08-25,134.3709
2020-08-26,133.222
2020-08-27,133.6816
2020-08-28,132.1085
2020-08-29,132.1085
2020-08-30,132.1085
2020-08-31,136.8454
2020-09-01,137.464
2020-09-02,137.3049
2020-09-03,131.6843
2020-09-04,130.5001
2020-09-05,130.5001
2020-09-06,130.5001
2020-09-07,130.5001
2020-09-08,127.2656
2020-09-09,132.2323
2020-09-10,129.1922
2020-09-11,128.7503
2020-09-12,128.7503
2020-09-13,128.7503
2020-09-14,139.4613
2020-09-15,143.6502
2020-09-16,141.5646
2020-09-17,141.865
2020-09-18,145.347
2020-09-19,145.347
2020-09-20,145.347
2020-09-21,143.4204
2020-09-22,142.2185
2020-09-23,145.0819
2020-09-24,137.2166
2020-09-25,142.3776
2020-09-26,142.3776
2020-09-27,142.3776
2020-09-28,144.8874
2020-09-29,142.2185
2020-09-30,53.3792
2020-10-01,55.3392
2020-10-02,54.91
2020-10-03,54.91
2020-10-04,54.91
2020-10-05,56.1547
2020-10-06,55.1103
2020-10-07,55.4251
2020-10-08,57.5068
2020-10-09,58.1792
2020-10-10,58.1792
2020-10-11,58.1792
2020-10-12,56.0117
2020-10-13,55.1175
2020-10-14,55.2606
2020-10-15,54.5595
2020-10-16,54.7741
2020-10-17,54.7741
2020-10-18,54.7741
2020-10-19,53.9372
2020-10-20,50.9684
2020-10-21,50.9398
2020-10-22,52.2203
2020-10-23,53.2075
2020-10-24,53.2075
2020-10-25,53.2075
2020-10-26,53.0859
2020-10-27,53.7154
2020-10-28,53.0787
2020-10-29,53.4078
2020-10-30,51.412
2020-10-31,51.412
2020-11-01,51.412
2020-11-02,50.5975
2020-11-03,50.4399
2020-11-04,55.7924
2020-11-05,54.2877
2020-11-06,51.8873
2020-11-07,51.8873
2020-11-08,51.8873
2020-11-09,48.9137
2020-11-10,49.6159
2020-11-11,52.4032
2020-11-12,50.5617
2020-11-13,49.6517
2020-11-14,49.6517
2020-11-15,49.6517
2020-11-16,48.5984
2020-11-17,49.0212
2020-11-18,48.0109
2020-11-19,48.7489
2020-11-20,48.0753
2020-11-21,48.0753
2020-11-22,48.0753
2020-11-23,48.0037
2020-11-24,47.28
2020-11-25,47.1797
2020-11-26,47.1797
2020-11-27,48.362
2020-11-28,48.362
2020-11-29,48.362
2020-11-30,48.276
2020-12-01,46.9074
2020-12-02,47.6383
2020-12-03,48.842
2020-12-04,49.2003
2020-12-05,49.2003
2020-12-06,49.2003
2020-12-07,47.8747
2020-12-08,49.0212
2020-12-09,48.0395
2020-12-10,50.5116
2020-12-11,51.9589
2020-12-12,51.9589
2020-12-13,51.9589
2020-12-14,53.607
2020-12-15,53.0552
2020-12-16,52.7615
2020-12-17,47.4735
2020-12-18,47.7386
2020-12-19,47.7386
2020-12-20,47.7386
2020-12-21,45.8183
2020-12-22,46.6351
2020-12-23,46.2984
2020-12-24,47.194
2020-12-25,47.194
2020-12-26,47.194
2020-12-27,47.194
2020-12-28,48.1613
2020-12-29,47.8676
2020-12-30,49.6445
2020-12-31,30.8468
2021-01-01,30.8468
2021-01-02,30.8468
2021-01-03,30.8468
2021-01-04,30.572
2021-01-05,30.9053
2021-01-06,31.7746
2021-01-07,33.7519
2021-01-08,33.7248
2021-01-09,33.7248
2021-01-10,33.7248
2021-01-11,33.342
2021-01-12,33.36
2021-01-13,32.6259
2021-01-14,33.4411
2021-01-15,33.3555
2021-01-16,33.3555
2021-01-17,33.3555
2021-01-18,33.3555
2021-01-19,34.4725
2021-01-20,34.1257
2021-01-21,32.7745
2021-01-22,32.9096
2021-01-23,32.9096
2021-01-24,32.9096
2021-01-25,33.2609
2021-01-26,31.6665
2021-01-27,30.2522
2021-01-28,30.8378
2021-01-29,30.545
2021-01-30,30.545
2021-01-31,30.545
2021-02-01,32.5988
2021-02-02,35.9544
2021-02-03,35.612
2021-02-04,36.5759
2021-02-05,36.2831
2021-02-06,36.2831
2021-02-07,36.2831
2021-02-08,37.7425
2021-02-09,37.0759
2021-02-10,36.7741
2021-02-11,38.9541
2021-02-12,38.6748
2021-02-13,38.6748
2021-02-14,38.6748
2021-02-15,38.6748
2021-02-16,37.0669
2021-02-17,37.1614
2021-02-18,37.0263
2021-02-19,37.9271
2021-02-20,37.9271
2021-02-21,37.9271
2021-02-22,35.6256
2021-02-23,35.8598
2021-02-24,41.5546
2021-02-25,39.3097
2021-02-26,39.4651
2021-02-27,39.4651
2021-02-28,39.4651
2021-03-01,39.9223
2021-03-02,41.102
2021-03-03,39.5109
2021-03-04,37.3071
2021-03-05,38.4367
2021-03-06,38.4367
2021-03-07,38.4367
2021-03-08,37.577
2021-03-09,38.2995
2021-03-10,38.7065
2021-03-11,39.2323
2021-03-12,39.8679
2021-03-13,39.8679
2021-03-14,39.8679
2021-03-15,40.1926
2021-03-16,38.4092
2021-03-17,39.5707
2021-03-18,38.208
2021-03-19,38.8619
2021-03-20,38.8619
2021-03-21,38.8619
2021-03-22,39.2277
2021-03-23,37.3118
2021-03-24,35.4507
2021-03-25,35.9445
2021-03-26,35.8577
2021-03-27,35.8577
2021-03-28,35.8577
2021-03-29,34.5636
2021-03-30,37.7416
2021-03-31,64.7601
2021-04-01,63.7642
2021-04-02,63.7642
2021-04-03,63.7642
2021-04-04,63.7642
2021-04-05,63.9712
2021-04-06,63.4344
2021-04-07,62.5937
2021-04-08,64.0876
2021-04-09,64.398
2021-04-10,64.398
2021-04-11,64.398
2021-04-12,63.3051
2021-04-13,64.4885
2021-04-14,64.3786
2021-04-15,65.7107
2021-04-16,65.5555
2021-04-17,65.5555
2021-04-18,65.5555
2021-04-19,63.609
2021-04-20,64.1264
2021-04-21,65.7366
2021-04-22,66.1246
2021-04-23,66.435
2021-04-24,66.435
2021-04-25,66.435
2021-04-26,66.9847
2021-04-27,66.8942
2021-04-28,66.6743
2021-04-29,66.4803
2021-04-30,66.4286
2021-05-01,66.4286
2021-05-02,66.4286
2021-05-03,65.2516
2021-05-04,63.913
2021-05-05,63.1671
2021-05-06,63.5433
2021-05-07,62.2784
2021-05-08,62.2784
2021-05-09,62.2784
2021-05-10,61.1821
2021-05-11,61.9346
2021-05-12,61.3897
2021-05-13,62.1552
2021-05-14,65.0094
2021-05-15,65.0094
2021-05-16,65.0094
2021-05-17,66.0797
2021-05-18,65.457
2021-05-19,64.8537
2021-05-20,66.7673
2021-05-21,66.203
2021-05-22,66.203
2021-05-23,66.203
2021-05-24,67.0073
2021-05-25,67.3511
2021-05-26,66.0213
2021-05-27,64.9705
2021-05-28,64.698
2021-05-29,64.698
2021-05-30,64.698
2021-05-31,64.698
2021-06-01,63.6796
2021-06-02,62.5768
2021-06-03,62.4795
2021-06-04,63.1347
2021-06-05,63.1347
2021-06-06,63.1347
2021-06-07,63.2774
2021-06-08,62.953
2021-06-09,64.1596
2021-06-10,66.1835
2021-06-11,65.7554
2021-06-12,65.7554
2021-06-13,65.7554
2021-06-14,65.2818
2021-06-15,64.4645
2021-06-16,64.205
2021-06-17,65.0094
2021-06-18,66.6116
2021-06-19,66.6116
2021-06-20,66.6116
2021-06-21,66.1381
2021-06-22,65.8008
2021-06-23,66.4949
2021-06-24,66.4235
2021-06-25,67.4614
2021-06-26,67.4614
2021-06-27,67.4614
2021-06-28,67.416
2021-06-29,66.7738
2021-06-30,51.257
2021-07-01,52.7398
2021-07-02,52.3779
2021-07-03,52.3779
2021-07-04,52.3779
2021-07-05,52.3779
2021-07-06,52.3327
2021-07-07,51.2871
2021-07-08,50.8398
2021-07-09,52.0813
2021-07-10,52.0813
2021-07-11,52.0813
2021-07-12,52.4131
2021-07-13,52.1467
2021-07-14,51.9758
2021-07-15,51.5686
2021-07-16,51.1665
2021-07-17,51.1665
2021-07-18,51.1665
2021-07-19,50.3873
2021-07-20,51.5535
2021-07-21,52.5287
2021-07-22,54.4891
2021-07-23,54.9817
2021-07-24,54.9817
2021-07-25,54.9817
2021-07-26,54.268
2021-07-27,54.6047
2021-07-28,55.7106
2021-07-29,55.7659
2021-07-30,54.464
2021-07-31,54.464
2021-08-01,54.464
2021-08-02,54.3434
2021-08-03,54.3333
2021-08-04,58.4994
2021-08-05,57.9235
2021-08-06,57.7164
2021-08-07,57.7164
2021-08-08,57.7164
2021-08-09,57.2718
2021-08-10,57.2314
2021-08-11,56.999
2021-08-12,58.1408
2021-08-13,58.1003
2021-08-14,58.1003
2021-08-15,58.1003
2021-08-16,57.8528
2021-08-17,57.4689
2021-08-18,56.317
2021-08-19,56.3372
2021-08-20,57.2466
2021-08-21,57.2466
2021-08-22,57.2466
2021-08-23,58.7369
2021-08-24,58.9339
2021-08-25,59.2774
2021-08-26,58.8379
2021-08-27,58.8632
2021-08-28,58.8632
2021-08-29,58.8632
2021-08-30,59.1107
2021-08-31,58.7924
2021-09-01,59.8079
2021-09-02,59.8887
2021-09-03,59.7624
2021-09-04,59.7624
2021-09-05,59.7624
2021-09-06,59.7624
2021-09-07,59.2724
2021-09-08,58.9086
2021-09-09,58.454
2021-09-10,58.6156
2021-09-11,58.6156
2021-09-12,58.6156
2021-09-13,57.3224
2021-09-14,57.8225
2021-09-15,57.772
2021-09-16,58.7217
2021-09-17,59.6108
2021-09-18,59.6108
2021-09-19,59.6108
2021-09-20,58.7571
2021-09-21,59.6361
2021-09-22,59.7371
2021-09-23,59.4997
2021-09-24,59.9443
2021-09-25,59.9443
2021-09-26,59.9443
2021-09-27,59.7371
2021-09-28,58.3226
2021-09-29,59.6664
2021-09-30,47.8959
2021-10-01,48.0314
2021-10-02,48.0314
2021-10-03,48.0314
2021-10-04,48.7254
2021-10-05,49.6616
2021-10-06,49.3619
2021-10-07,49.5754
2021-10-08,49.6288
2021-10-09,49.6288
2021-10-10,49.6288
2021-10-11,49.4071
2021-10-12,49.4522
2021-10-13,50.0805
2021-10-14,49.3085
2021-10-15,48.9389
2021-10-16,48.9389
2021-10-17,48.9389
2021-10-18,49.2962
2021-10-19,49.2674
2021-10-20,49.6042
2021-10-21,50.7375
2021-10-22,50.7334
2021-10-23,50.7334
2021-10-24,50.7334
2021-10-25,50.5774
2021-10-26,50.5527
2021-10-27,50.0353
2021-10-28,51.3083
2021-10-29,52.1542
2021-10-30,52.1542
2021-10-31,52.1542
2021-11-01,51.489
2021-11-02,51.1235
2021-11-03,50.8968
2021-11-04,48.6991
2021-11-05,48.5466
2021-11-06,48.5466
2021-11-07,48.5466
2021-11-08,47.524
2021-11-09,47.2931
2021-11-10,47.524
2021-11-11,47.5075
2021-11-12,48.2167
2021-11-13,48.2167
2021-11-14,48.2167
2021-11-15,48.0683
2021-11-16,47.2807
2021-11-17,47.4787
2021-11-18,47.1117
2021-11-19,47.1117
2021-11-20,47.1117
2021-11-21,47.1117
2021-11-22,46.4726
2021-11-23,46.1304
2021-11-24,46.1551
2021-11-25,46.1551
2021-11-26,46.0026
2021-11-27,46.0026
2021-11-28,46.0026
2021-11-29,45.0047
2021-11-30,45.6974
2021-12-01,46.3943
2021-12-02,45.6851
2021-12-03,44.0812
2021-12-04,44.0812
2021-12-05,44.0812
2021-12-06,43.5534
2021-12-07,44.9883
2021-12-08,45.817
2021-12-09,44.2461
2021-12-10,44.3945
2021-12-11,44.3945
2021-12-12,44.3945
2021-12-13,45.3676
2021-12-14,45.1944
2021-12-15,46.922
2021-12-16,45.4377
2021-12-17,45.7304
2021-12-18,45.7304
2021-12-19,45.7304
2021-12-20,45.4995
2021-12-21,46.6417
2021-12-22,47.1735
2021-12-23,47.656
2021-12-24,47.656
2021-12-25,47.656
2021-12-26,47.656
2021-12-27,48.0188
2021-12-28,47.6477
2021-12-29,47.7054
2021-12-30,47.5529
2021-12-31,46.6455
2022-01-01,46.6455
2022-01-02,46.6455
2022-01-03,46.7284
2022-01-04,45.9037
2022-01-05,44.1921
2022-01-06,42.5055
2022-01-07,42.6671
2022-01-08,42.6671
2022-01-09,42.6671
2022-01-10,41.3161
2022-01-11,41.7554
2022-01-12,40.7691
2022-01-13,39.4513
2022-01-14,39.7414
2022-01-15,39.7414
2022-01-16,39.7414
2022-01-17,39.7414
2022-01-18,38.5396
2022-01-19,38.4733
2022-01-20,37.8641
2022-01-21,37.8019
2022-01-22,37.8019
2022-01-23,37.8019
2022-01-24,37.9801
2022-01-25,37.8765
2022-01-26,38.2122
2022-01-27,38.1873
2022-01-28,39.8408
2022-01-29,39.8408
2022-01-30,39.8408
2022-01-31,40.6655
2022-02-01,41.0799
2022-02-02,40.6738
2022-02-03,39.9486
2022-02-04,40.3423
2022-02-05,40.3423
2022-02-06,40.3423
2022-02-07,40.8478
2022-02-08,41.3576
2022-02-09,42.3522
2022-02-10,42.2113
2022-02-11,42.0414
2022-02-12,42.0414
2022-02-13,42.0414
2022-02-14,41.975
2022-02-15,42.6713
2022-02-16,42.4765
2022-02-17,41.0923
2022-02-18,40.6821
2022-02-19,40.6821
2022-02-20,40.6821
2022-02-21,40.6821
2022-02-22,40.4293
2022-02-23,39.8906
2022-02-24,40.4542
2022-02-25,40.9473
2022-02-26,40.9473
2022-02-27,40.9473
2022-02-28,39.7704
2022-03-01,42.6315
2022-03-02,43.1507
2022-03-03,43.0083
2022-03-04,43.5987
2022-03-05,43.5987
2022-03-06,43.5987
2022-03-07,43.2888
2022-03-08,43.896
2022-03-09,44.3272
2022-03-10,44.3272
2022-03-11,44.1765
2022-03-12,44.1765
2022-03-13,44.1765
2022-03-14,44.4277
2022-03-15,45.2233
2022-03-16,45.709
2022-03-17,46.5338
2022-03-18,47.2079
2022-03-19,47.2079
2022-03-20,47.2079
2022-03-21,47.4842
2022-03-22,47.8401
2022-03-23,47.4131
2022-03-24,47.9657
2022-03-25,47.7857
2022-03-26,47.7857
2022-03-27,47.7857
2022-03-28,47.5094
2022-03-29,45.9309
2022-03-30,46.2909
2022-03-31,27.8844
2022-04-01,28.3773
2022-04-02,28.3773
2022-04-03,28.3773
2022-04-04,28.423
2022-04-05,28.4636
2022-04-06,28.8346
2022-04-07,29.7085
2022-04-08,29.9067
2022-04-09,29.9067
2022-04-10,29.9067
2022-04-11,29.7441
2022-04-12,29.7161
2022-04-13,30.4097
2022-04-14,30.7171
2022-04-15,30.7171
2022-04-16,30.7171
2022-04-17,30.7171
2022-04-18,30.4554
2022-04-19,30.3081
2022-04-20,30.4809
2022-04-21,29.2258
2022-04-22,28.0444
2022-04-23,28.0444
2022-04-24,28.0444
2022-04-25,28.2629
2022-04-26,27.4423
2022-04-27,27.2797
2022-04-28,27.1248
2022-04-29,26.1949
2022-04-30,26.1949
2022-05-01,26.1949
2022-05-02,26.0679
2022-05-03,25.2193
2022-05-04,25.5367
2022-05-05,24.7008
2022-05-06,23.2711
2022-05-07,23.2711
2022-05-08,23.2711
2022-05-09,22.374
2022-05-10,23.9261
2022-05-11,23.5183
2022-05-12,23.5795
2022-05-13,24.2013
2022-05-14,24.2013
2022-05-15,24.2013
2022-05-16,24.3007
2022-05-17,24.8308
2022-05-18,23.689
2022-05-19,23.9235
2022-05-20,24.1809
2022-05-21,24.1809
2022-05-22,24.1809
2022-05-23,23.424
2022-05-24,23.5897
2022-05-25,23.689
2022-05-26,24.2421
2022-05-27,25.3252
2022-05-28,25.3252
2022-05-29,25.3252
2022-05-30,25.3252
2022-05-31,24.0127
2022-06-01,23.9617
2022-06-02,24.7008
2022-06-03,24.4205
2022-06-04,24.4205
2022-06-05,24.4205
2022-06-06,23.3832
2022-06-07,24.5148
2022-06-08,24.2472
2022-06-09,23.3399
2022-06-10,22.9245
2022-06-11,22.9245
2022-06-12,22.9245
2022-06-13,21.951
2022-06-14,21.8669
2022-06-15,22.1727
2022-06-16,21.3903
2022-06-17,22.188
2022-06-18,22.188
2022-06-19,22.188
2022-06-20,22.188
2022-06-21,22.2593
2022-06-22,22.2925
2022-06-23,22.2848
2022-06-24,22.8506
2022-06-25,22.8506
2022-06-26,22.8506
2022-06-27,22.9423
2022-06-28,21.9739
2022-06-29,22.1803
2022-06-30,22.4346
2022-07-01,22.7258
2022-07-02,22.7258
2022-07-03,22.7258
2022-07-04,22.7258
2022-07-05,23.2436
2022-07-06,23.1654
2022-07-07,23.4729
2022-07-08,23.4729
2022-07-09,23.4729
2022-07-10,23.4729
2022-07-11,23.2194
2022-07-12,22.9227
2022-07-13,22.8796
2022-07-14,22.351
2022-07-15,23.1816
2022-07-16,23.1816
2022-07-17,23.1816
2022-07-18,23.1196
2022-07-19,23.7587
2022-07-20,23.667
2022-07-21,23.5646
2022-07-22,23.2895
2022-07-23,23.2895
2022-07-24,23.2895
2022-07-25,23.0872
2022-07-26,22.893
2022-07-27,23.0441
2022-07-28,23.4998
2022-07-29,23.3003
2022-07-30,23.3003
2022-07-31,23.3003
2022-08-01,22.7366
2022-08-02,23.0737
2022-08-03,19.0219
2022-08-04,19.0327
2022-08-05,19.7354
2022-08-06,19.7354
2022-08-07,19.7354
2022-08-08,19.7489
2022-08-09,19.0652
2022-08-10,19.4138
2022-08-11,19.0598
2022-08-12,19.1598
2022-08-13,19.1598
2022-08-14,19.1598
2022-08-15,18.4652
2022-08-16,18.2435
2022-08-17,17.6084
2022-08-18,17.4679
2022-08-19,17.2489
2022-08-20,17.2489
2022-08-21,17.2489
2022-08-22,17.0679
2022-08-23,17.4462
2022-08-24,17.4949
2022-08-25,17.9003
2022-08-26,17.4111
2022-08-27,17.4111
2022-08-28,17.4111
2022-08-29,17.0057
2022-08-30,16.8489
2022-08-31,16.9273
2022-09-01,17.3625
2022-09-02,17.1408
2022-09-03,17.1408
2022-09-04,17.1408
2022-09-05,17.1408
2022-09-06,17.0408
2022-09-07,17.5841
2022-09-08,17.6895
2022-09-09,18.7868
2022-09-10,18.7868
2022-09-11,18.7868
2022-09-12,18.9462
2022-09-13,18.3273
2022-09-14,18.1571
2022-09-15,18.0976
2022-09-16,17.8598
2022-09-17,17.8598
2022-09-18,17.8598
2022-09-19,17.9408
2022-09-20,18.0814
2022-09-21,17.8219
2022-09-22,17.8516
2022-09-23,17.9435
2022-09-24,17.9435
2022-09-25,17.9435
2022-09-26,17.6246
2022-09-27,17.7273
2022-09-28,18.1787
2022-09-29,17.8679
2022-09-30,21.7312
2022-10-01,21.7312
2022-10-02,21.7312
2022-10-03,22.5323
2022-10-04,23.1746
2022-10-05,23.4754
2022-10-06,23.7594
2022-10-07,22.7825
2022-10-08,22.7825
2022-10-09,22.7825
2022-10-10,22.8095
2022-10-11,22.316
2022-10-12,21.6264
2022-10-13,22.2923
2022-10-14,21.9408
2022-10-15,21.9408
2022-10-16,21.9408
2022-10-17,22.5154
2022-10-18,22.3396
2022-10-19,22.3565
2022-10-20,21.9746
2022-10-21,22.3363
2022-10-22,22.3363
2022-10-23,22.3363
2022-10-24,22.2484
2022-10-25,23.1644
2022-10-26,22.823
2022-10-27,22.1875
2022-10-28,22.387
2022-10-29,22.387
2022-10-30,22.387
2022-10-31,21.8765
2022-11-01,22.1672
2022-11-02,24.1959
2022-11-03,25.0604
2022-11-04,26.4603
2022-11-05,26.4603
2022-11-06,26.4603
2022-11-07,26.6266
2022-11-08,26.4403
2022-11-09,25.7354
2022-11-10,26.2708
2022-11-11,25.496
2022-11-12,25.496
2022-11-13,25.496
2022-11-14,25.7653
2022-11-15,26.0979
2022-11-16,25.9715
2022-11-17,25.7886
2022-11-18,26.1677
2022-11-19,26.1677
2022-11-20,26.1677
2022-11-21,26.3173
2022-11-22,26.5035
2022-11-23,26.59
2022-11-24,26.59
2022-11-25,26.8394
2022-11-26,26.8394
2022-11-27,26.8394
2022-11-28,26.7463
2022-11-29,26.999
2022-11-30,34.167
2022-12-01,34.3632
2022-12-02,35.6837
2022-12-03,35.6837
2022-12-04,35.6837
2022-12-05,33.565
2022-12-06,33.0229
2022-12-07,32.8399
2022-12-08,33.0428
2022-12-09,33.1692
2022-12-10,33.1692
2022-12-11,33.1692
2022-12-12,38.1815
2022-12-13,38.3611
2022-12-14,38.4376
2022-12-15,38.3944
2022-12-16,38.3545
2022-12-17,38.3545
2022-12-18,38.3545
2022-12-19,38.3844
2022-12-20,38.4044
2022-12-21,38.4044
2022-12-22,38.431
2022-12-23,38.3944
2022-12-24,38.3944
2022-12-25,38.3944
2022-12-26,38.3944
2022-12-27,38.4809
2022-12-28,38.5707
2022-12-29,38.564
2022-12-30,42.0226
2022-12-31,42.0226
2023-01-01,42.0226
2023-01-02,42.0226
2023-01-03,41.9132
2023-01-04,41.906
2023-01-05,41.8185
2023-01-06,41.731
2023-01-07,41.731
2023-01-08,41.731
2023-01-09,41.7711
2023-01-10,41.7528
2023-01-11,41.7747
2023-01-12,41.8075
2023-01-13,41.8185
2023-01-14,41.8185
2023-01-15,41.8185
2023-01-16,41.8185
2023-01-17,41.7711
2023-01-18,42.0404
2023-01-19,42.0808
2023-01-20,42.0661
2023-01-21,42.0661
2023-01-22,42.0661
2023-01-23,41.9206
2023-01-24,41.9316
2023-01-25,41.9903
2023-01-26,41.3483
2023-01-27,41.1208
2023-01-28,41.1208
2023-01-29,41.1208
2023-01-30,40.908
2023-01-31,40.787
2023-02-01,41.0548
2023-02-02,40.8126
2023-02-03,40.7723
2023-02-04,40.7723
2023-02-05,40.7723
2023-02-06,40.9814
2023-02-07,40.8163
2023-02-08,40.7429
2023-02-09,40.5778
2023-02-10,40.6769
2023-02-11,40.6769
2023-02-12,40.6769
2023-02-13,40.7099
2023-02-14,40.7246
2023-02-15,40.7723
2023-02-16,40.7503
2023-02-17,40.864
2023-02-18,40.864
2023-02-19,40.864
2023-02-20,40.864
2023-02-21,40.8457
2023-02-22,41.1685
2023-02-23,41.1465
2023-02-24,41.0731
2023-02-25,41.0731
2023-02-26,41.0731
2023-02-27,40.8305
2023-02-28,40.7021
2023-03-01,41.0139
2023-03-02,40.9809
2023-03-03,40.9076
2023-03-04,40.9076
2023-03-05,40.9076
2023-03-06,40.8158
2023-03-07,40.8745
2023-03-08,40.8158
2023-03-09,40.7608
2023-03-10,40.9039
2023-03-11,40.9039
2023-03-12,40.9039
2023-03-13,40.6874
2023-03-14,40.7792
2023-03-15,40.6948
2023-03-16,40.7351
2023-03-17,40.5444
2023-03-18,40.5444
2023-03-19,40.5444
