,BJRI US Equity
2020-04-10,18.0577
2020-04-11,18.0577
2020-04-12,18.0577
2020-04-13,17.7141
2020-04-14,17.6149
2020-04-15,17.4095
2020-04-16,17.3244
2020-04-17,17.8062
2020-04-18,17.8062
2020-04-19,17.8062
2020-04-20,17.5441
2020-04-21,17.498
2020-04-22,17.6822
2020-04-23,17.452
2020-04-24,17.4874
2020-04-25,17.4874
2020-04-26,17.4874
2020-04-27,17.8074
2020-04-28,18.2117
2020-04-29,19.5179
2020-04-30,19.2
2020-05-01,18.5296
2020-05-02,18.5296
2020-05-03,18.5296
2020-05-04,18.6816
2020-05-05,18.3603
2020-05-06,18.1598
2020-05-07,18.5296
2020-05-08,19.041
2020-05-09,19.041
2020-05-10,19.041
2020-05-11,19.946
2020-05-12,19.2936
2020-05-13,18.6741
2020-05-14,18.6433
2020-05-15,18.7931
2020-05-16,18.7931
2020-05-17,18.7931
2020-05-18,19.6014
2020-05-19,19.626
2020-05-20,19.4906
2020-05-21,19.626
2020-05-22,19.667
2020-05-23,19.667
2020-05-24,19.667
2020-05-25,19.667
2020-05-26,20.2291
2020-05-27,21.3963
2020-05-28,20.6722
2020-05-29,20.5573
2020-05-30,20.5573
2020-05-31,20.5573
2020-06-01,20.5901
2020-06-02,20.746
2020-06-03,21.78
2020-06-04,22.4446
2020-06-05,22.8508
2020-06-06,22.8508
2020-06-07,22.8508
2020-06-08,23.1872
2020-06-09,22.4405
2020-06-10,21.6569
2020-06-11,20.4137
2020-06-12,20.9512
2020-06-13,20.9512
2020-06-14,20.9512
2020-06-15,21.222
2020-06-16,21.1727
2020-06-17,20.8445
2020-06-18,20.9266
2020-06-19,20.3768
2020-06-20,20.3768
2020-06-21,20.3768
2020-06-22,20.106
2020-06-23,21.0579
2020-06-24,20.1388
2020-06-25,20.2414
2020-06-26,19.667
2020-06-27,19.667
2020-06-28,19.667
2020-06-29,20.2065
2020-06-30,20.2065
2020-07-01,20.2065
2020-07-02,20.2065
2020-07-03,20.2065
2020-07-04,20.2065
2020-07-05,20.2065
2020-07-06,20.2065
2020-07-07,20.2065
2020-07-08,20.2065
2020-07-09,20.2065
2020-07-10,20.2065
2020-07-11,20.2065
2020-07-12,20.2065
2020-07-13,20.2065
2020-07-14,20.2065
2020-07-15,20.2065
2020-07-16,20.2065
2020-07-17,20.2065
2020-07-18,20.2065
2020-07-19,20.2065
2020-07-20,20.2065
2020-07-21,20.2065
2020-07-22,20.2065
2020-07-23,20.2065
2020-07-24,20.2065
2020-07-25,20.2065
2020-07-26,20.2065
2020-07-27,20.2065
2020-07-28,20.2065
2020-07-29,20.2065
2020-07-30,20.2065
2020-07-31,20.2065
2020-08-01,20.2065
2020-08-02,20.2065
2020-08-03,20.2065
2020-08-04,20.2065
2020-08-05,20.2065
2020-08-06,20.2065
2020-08-07,20.2065
2020-08-08,20.2065
2020-08-09,20.2065
2020-08-10,20.2065
2020-08-11,20.2065
2020-08-12,20.2065
2020-08-13,20.2065
2020-08-14,20.2065
2020-08-15,20.2065
2020-08-16,20.2065
2020-08-17,20.2065
2020-08-18,20.2065
2020-08-19,20.2065
2020-08-20,20.2065
2020-08-21,20.2065
2020-08-22,20.2065
2020-08-23,20.2065
2020-08-24,20.2065
2020-08-25,20.2065
2020-08-26,20.2065
2020-08-27,20.2065
2020-08-28,20.2065
2020-08-29,20.2065
2020-08-30,20.2065
2020-08-31,20.2065
2020-09-01,20.2065
2020-09-02,20.2065
2020-09-03,20.2065
2020-09-04,20.2065
2020-09-05,20.2065
2020-09-06,20.2065
2020-09-07,20.2065
2020-09-08,20.2065
2020-09-09,20.2065
2020-09-10,20.2065
2020-09-11,20.2065
2020-09-12,20.2065
2020-09-13,20.2065
2020-09-14,20.2065
2020-09-15,20.2065
2020-09-16,20.2065
2020-09-17,20.2065
2020-09-18,20.2065
2020-09-19,20.2065
2020-09-20,20.2065
2020-09-21,20.2065
2020-09-22,20.2065
2020-09-23,20.2065
2020-09-24,20.2065
2020-09-25,20.2065
2020-09-26,20.2065
2020-09-27,20.2065
2020-09-28,20.2065
2020-09-29,20.2065
2020-09-30,20.2065
2020-10-01,20.2065
2020-10-02,20.2065
2020-10-03,20.2065
2020-10-04,20.2065
2020-10-05,20.2065
2020-10-06,20.2065
2020-10-07,20.2065
2020-10-08,20.2065
2020-10-09,20.2065
2020-10-10,20.2065
2020-10-11,20.2065
2020-10-12,20.2065
2020-10-13,20.2065
2020-10-14,20.2065
2020-10-15,20.2065
2020-10-16,20.2065
2020-10-17,20.2065
2020-10-18,20.2065
2020-10-19,20.2065
2020-10-20,20.2065
2020-10-21,20.2065
2020-10-22,20.2065
2020-10-23,20.2065
2020-10-24,20.2065
2020-10-25,20.2065
2020-10-26,20.2065
2020-10-27,20.2065
2020-10-28,20.2065
2020-10-29,20.2065
2020-10-30,20.2065
2020-10-31,20.2065
2020-11-01,20.2065
2020-11-02,20.2065
2020-11-03,20.2065
2020-11-04,20.2065
2020-11-05,20.2065
2020-11-06,20.2065
2020-11-07,20.2065
2020-11-08,20.2065
2020-11-09,20.2065
2020-11-10,20.2065
2020-11-11,20.2065
2020-11-12,20.2065
2020-11-13,20.2065
2020-11-14,20.2065
2020-11-15,20.2065
2020-11-16,20.2065
2020-11-17,20.2065
2020-11-18,20.2065
2020-11-19,20.2065
2020-11-20,20.2065
2020-11-21,20.2065
2020-11-22,20.2065
2020-11-23,20.2065
2020-11-24,20.2065
2020-11-25,20.2065
2020-11-26,20.2065
2020-11-27,20.2065
2020-11-28,20.2065
2020-11-29,20.2065
2020-11-30,20.2065
2020-12-01,20.2065
2020-12-02,20.2065
2020-12-03,20.2065
2020-12-04,20.2065
2020-12-05,20.2065
2020-12-06,20.2065
2020-12-07,20.2065
2020-12-08,20.2065
2020-12-09,20.2065
2020-12-10,20.2065
2020-12-11,20.2065
2020-12-12,20.2065
2020-12-13,20.2065
2020-12-14,20.2065
2020-12-15,20.2065
2020-12-16,20.2065
2020-12-17,20.2065
2020-12-18,20.2065
2020-12-19,20.2065
2020-12-20,20.2065
2020-12-21,20.2065
2020-12-22,20.2065
2020-12-23,20.2065
2020-12-24,20.2065
2020-12-25,20.2065
2020-12-26,20.2065
2020-12-27,20.2065
2020-12-28,20.2065
2020-12-29,20.2065
2020-12-30,20.2065
2020-12-31,20.2065
2021-01-01,20.2065
2021-01-02,20.2065
2021-01-03,20.2065
2021-01-04,20.2065
2021-01-05,20.2065
2021-01-06,20.2065
2021-01-07,20.2065
2021-01-08,20.2065
2021-01-09,20.2065
2021-01-10,20.2065
2021-01-11,20.2065
2021-01-12,20.2065
2021-01-13,20.2065
2021-01-14,20.2065
2021-01-15,20.2065
2021-01-16,20.2065
2021-01-17,20.2065
2021-01-18,20.2065
2021-01-19,20.2065
2021-01-20,20.2065
2021-01-21,20.2065
2021-01-22,20.2065
2021-01-23,20.2065
2021-01-24,20.2065
2021-01-25,20.2065
2021-01-26,20.2065
2021-01-27,20.2065
2021-01-28,20.2065
2021-01-29,20.2065
2021-01-30,20.2065
2021-01-31,20.2065
2021-02-01,20.2065
2021-02-02,20.2065
2021-02-03,20.2065
2021-02-04,20.2065
2021-02-05,20.2065
2021-02-06,20.2065
2021-02-07,20.2065
2021-02-08,20.2065
2021-02-09,20.2065
2021-02-10,20.2065
2021-02-11,20.2065
2021-02-12,20.2065
2021-02-13,20.2065
2021-02-14,20.2065
2021-02-15,20.2065
2021-02-16,20.2065
2021-02-17,20.2065
2021-02-18,20.2065
2021-02-19,20.2065
2021-02-20,20.2065
2021-02-21,20.2065
2021-02-22,20.2065
2021-02-23,20.2065
2021-02-24,20.2065
2021-02-25,20.2065
2021-02-26,20.2065
2021-02-27,20.2065
2021-02-28,20.2065
2021-03-01,20.2065
2021-03-02,20.2065
2021-03-03,20.2065
2021-03-04,20.2065
2021-03-05,20.2065
2021-03-06,20.2065
2021-03-07,20.2065
2021-03-08,20.2065
2021-03-09,20.2065
2021-03-10,20.2065
2021-03-11,20.2065
2021-03-12,20.2065
2021-03-13,20.2065
2021-03-14,20.2065
2021-03-15,20.2065
2021-03-16,20.2065
2021-03-17,20.2065
2021-03-18,20.2065
2021-03-19,20.2065
2021-03-20,20.2065
2021-03-21,20.2065
2021-03-22,20.2065
2021-03-23,20.2065
2021-03-24,20.2065
2021-03-25,20.2065
2021-03-26,20.2065
2021-03-27,20.2065
2021-03-28,20.2065
2021-03-29,20.2065
2021-03-30,20.2065
2021-03-31,20.2065
2021-04-01,20.2065
2021-04-02,20.2065
2021-04-03,20.2065
2021-04-04,20.2065
2021-04-05,20.2065
2021-04-06,20.2065
2021-04-07,20.2065
2021-04-08,20.2065
2021-04-09,20.2065
2021-04-10,20.2065
2021-04-11,20.2065
2021-04-12,20.2065
2021-04-13,20.2065
2021-04-14,20.2065
2021-04-15,20.2065
2021-04-16,20.2065
2021-04-17,20.2065
2021-04-18,20.2065
2021-04-19,20.2065
2021-04-20,20.2065
2021-04-21,20.2065
2021-04-22,20.2065
2021-04-23,20.2065
2021-04-24,20.2065
2021-04-25,20.2065
2021-04-26,20.2065
2021-04-27,20.2065
2021-04-28,20.2065
2021-04-29,20.2065
2021-04-30,20.2065
2021-05-01,20.2065
2021-05-02,20.2065
2021-05-03,20.2065
2021-05-04,20.2065
2021-05-05,20.2065
2021-05-06,20.2065
2021-05-07,20.2065
2021-05-08,20.2065
2021-05-09,20.2065
2021-05-10,20.2065
2021-05-11,20.2065
2021-05-12,20.2065
2021-05-13,20.2065
2021-05-14,20.2065
2021-05-15,20.2065
2021-05-16,20.2065
2021-05-17,20.2065
2021-05-18,20.2065
2021-05-19,20.2065
2021-05-20,20.2065
2021-05-21,20.2065
2021-05-22,20.2065
2021-05-23,20.2065
2021-05-24,20.2065
2021-05-25,20.2065
2021-05-26,20.2065
2021-05-27,20.2065
2021-05-28,20.2065
2021-05-29,20.2065
2021-05-30,20.2065
2021-05-31,20.2065
2021-06-01,20.2065
2021-06-02,20.2065
2021-06-03,20.2065
2021-06-04,20.2065
2021-06-05,20.2065
2021-06-06,20.2065
2021-06-07,20.2065
2021-06-08,20.2065
2021-06-09,20.2065
2021-06-10,20.2065
2021-06-11,20.2065
2021-06-12,20.2065
2021-06-13,20.2065
2021-06-14,20.2065
2021-06-15,20.2065
2021-06-16,20.2065
2021-06-17,20.2065
2021-06-18,20.2065
2021-06-19,20.2065
2021-06-20,20.2065
2021-06-21,20.2065
2021-06-22,20.2065
2021-06-23,20.2065
2021-06-24,20.2065
2021-06-25,20.2065
2021-06-26,20.2065
2021-06-27,20.2065
2021-06-28,20.2065
2021-06-29,20.2065
2021-06-30,20.2065
2021-07-01,20.2065
2021-07-02,20.2065
2021-07-03,20.2065
2021-07-04,20.2065
2021-07-05,20.2065
2021-07-06,20.2065
2021-07-07,20.2065
2021-07-08,20.2065
2021-07-09,20.2065
2021-07-10,20.2065
2021-07-11,20.2065
2021-07-12,20.2065
2021-07-13,20.2065
2021-07-14,20.2065
2021-07-15,20.2065
2021-07-16,20.2065
2021-07-17,20.2065
2021-07-18,20.2065
2021-07-19,20.2065
2021-07-20,20.2065
2021-07-21,20.2065
2021-07-22,20.2065
2021-07-23,20.2065
2021-07-24,20.2065
2021-07-25,20.2065
2021-07-26,20.2065
2021-07-27,20.2065
2021-07-28,20.2065
2021-07-29,20.2065
2021-07-30,20.2065
2021-07-31,20.2065
2021-08-01,20.2065
2021-08-02,20.2065
2021-08-03,20.2065
2021-08-04,20.2065
2021-08-05,20.2065
2021-08-06,20.2065
2021-08-07,20.2065
2021-08-08,20.2065
2021-08-09,20.2065
2021-08-10,20.2065
2021-08-11,20.2065
2021-08-12,20.2065
2021-08-13,20.2065
2021-08-14,20.2065
2021-08-15,20.2065
2021-08-16,20.2065
2021-08-17,20.2065
2021-08-18,20.2065
2021-08-19,20.2065
2021-08-20,20.2065
2021-08-21,20.2065
2021-08-22,20.2065
2021-08-23,20.2065
2021-08-24,20.2065
2021-08-25,20.2065
2021-08-26,20.2065
2021-08-27,20.2065
2021-08-28,20.2065
2021-08-29,20.2065
2021-08-30,20.2065
2021-08-31,20.2065
2021-09-01,20.2065
2021-09-02,20.2065
2021-09-03,20.2065
2021-09-04,20.2065
2021-09-05,20.2065
2021-09-06,20.2065
2021-09-07,20.2065
2021-09-08,20.2065
2021-09-09,20.2065
2021-09-10,20.2065
2021-09-11,20.2065
2021-09-12,20.2065
2021-09-13,20.2065
2021-09-14,20.2065
2021-09-15,20.2065
2021-09-16,20.2065
2021-09-17,20.2065
2021-09-18,20.2065
2021-09-19,20.2065
2021-09-20,20.2065
2021-09-21,20.2065
2021-09-22,20.2065
2021-09-23,20.2065
2021-09-24,20.2065
2021-09-25,20.2065
2021-09-26,20.2065
2021-09-27,20.2065
2021-09-28,20.2065
2021-09-29,20.2065
2021-09-30,20.2065
2021-10-01,20.2065
2021-10-02,20.2065
2021-10-03,20.2065
2021-10-04,20.2065
2021-10-05,20.2065
2021-10-06,20.2065
2021-10-07,20.2065
2021-10-08,20.2065
2021-10-09,20.2065
2021-10-10,20.2065
2021-10-11,20.2065
2021-10-12,20.2065
2021-10-13,20.2065
2021-10-14,20.2065
2021-10-15,20.2065
2021-10-16,20.2065
2021-10-17,20.2065
2021-10-18,20.2065
2021-10-19,20.2065
2021-10-20,20.2065
2021-10-21,20.2065
2021-10-22,20.2065
2021-10-23,20.2065
2021-10-24,20.2065
2021-10-25,20.2065
2021-10-26,20.2065
2021-10-27,20.2065
2021-10-28,20.2065
2021-10-29,20.2065
2021-10-30,20.2065
2021-10-31,20.2065
2021-11-01,20.2065
2021-11-02,20.2065
2021-11-03,20.2065
2021-11-04,20.2065
2021-11-05,20.2065
2021-11-06,20.2065
2021-11-07,20.2065
2021-11-08,20.2065
2021-11-09,20.2065
2021-11-10,20.2065
2021-11-11,20.2065
2021-11-12,20.2065
2021-11-13,20.2065
2021-11-14,20.2065
2021-11-15,20.2065
2021-11-16,20.2065
2021-11-17,20.2065
2021-11-18,20.2065
2021-11-19,20.2065
2021-11-20,20.2065
2021-11-21,20.2065
2021-11-22,20.2065
2021-11-23,20.2065
2021-11-24,20.2065
2021-11-25,20.2065
2021-11-26,20.2065
2021-11-27,20.2065
2021-11-28,20.2065
2021-11-29,20.2065
2021-11-30,20.2065
2021-12-01,20.2065
2021-12-02,20.2065
2021-12-03,20.2065
2021-12-04,20.2065
2021-12-05,20.2065
2021-12-06,20.2065
2021-12-07,20.2065
2021-12-08,20.2065
2021-12-09,20.2065
2021-12-10,20.2065
2021-12-11,20.2065
2021-12-12,20.2065
2021-12-13,20.2065
2021-12-14,20.2065
2021-12-15,20.2065
2021-12-16,20.2065
2021-12-17,20.2065
2021-12-18,20.2065
2021-12-19,20.2065
2021-12-20,20.2065
2021-12-21,20.2065
2021-12-22,20.2065
2021-12-23,20.2065
2021-12-24,20.2065
2021-12-25,20.2065
2021-12-26,20.2065
2021-12-27,20.2065
2021-12-28,20.2065
2021-12-29,20.2065
2021-12-30,20.2065
2021-12-31,20.2065
2022-01-01,20.2065
2022-01-02,20.2065
2022-01-03,20.2065
2022-01-04,20.2065
2022-01-05,20.2065
2022-01-06,20.2065
2022-01-07,20.2065
2022-01-08,20.2065
2022-01-09,20.2065
2022-01-10,20.2065
2022-01-11,20.2065
2022-01-12,20.2065
2022-01-13,20.2065
2022-01-14,20.2065
2022-01-15,20.2065
2022-01-16,20.2065
2022-01-17,20.2065
2022-01-18,20.2065
2022-01-19,20.2065
2022-01-20,20.2065
2022-01-21,20.2065
2022-01-22,20.2065
2022-01-23,20.2065
2022-01-24,20.2065
2022-01-25,20.2065
2022-01-26,20.2065
2022-01-27,20.2065
2022-01-28,20.2065
2022-01-29,20.2065
2022-01-30,20.2065
2022-01-31,20.2065
2022-02-01,20.2065
2022-02-02,20.2065
2022-02-03,20.2065
2022-02-04,20.2065
2022-02-05,20.2065
2022-02-06,20.2065
2022-02-07,20.2065
2022-02-08,20.2065
2022-02-09,20.2065
2022-02-10,20.2065
2022-02-11,20.2065
2022-02-12,20.2065
2022-02-13,20.2065
2022-02-14,20.2065
2022-02-15,20.2065
2022-02-16,20.2065
2022-02-17,20.2065
2022-02-18,20.2065
2022-02-19,20.2065
2022-02-20,20.2065
2022-02-21,20.2065
2022-02-22,20.2065
2022-02-23,20.2065
2022-02-24,20.2065
2022-02-25,20.2065
2022-02-26,20.2065
2022-02-27,20.2065
2022-02-28,20.2065
2022-03-01,20.2065
2022-03-02,20.2065
2022-03-03,20.2065
2022-03-04,20.2065
2022-03-05,20.2065
2022-03-06,20.2065
2022-03-07,20.2065
2022-03-08,20.2065
2022-03-09,20.2065
2022-03-10,20.2065
2022-03-11,20.2065
2022-03-12,20.2065
2022-03-13,20.2065
2022-03-14,20.2065
2022-03-15,20.2065
2022-03-16,20.2065
2022-03-17,20.2065
2022-03-18,20.2065
2022-03-19,20.2065
2022-03-20,20.2065
2022-03-21,20.2065
2022-03-22,20.2065
2022-03-23,20.2065
2022-03-24,20.2065
2022-03-25,20.2065
2022-03-26,20.2065
2022-03-27,20.2065
2022-03-28,20.2065
2022-03-29,20.2065
2022-03-30,20.2065
2022-03-31,20.2065
2022-04-01,20.2065
2022-04-02,20.2065
2022-04-03,20.2065
2022-04-04,20.2065
2022-04-05,20.2065
2022-04-06,20.2065
2022-04-07,20.2065
2022-04-08,20.2065
2022-04-09,20.2065
2022-04-10,20.2065
2022-04-11,20.2065
2022-04-12,20.2065
2022-04-13,20.2065
2022-04-14,20.2065
2022-04-15,20.2065
2022-04-16,20.2065
2022-04-17,20.2065
2022-04-18,20.2065
2022-04-19,20.2065
2022-04-20,20.2065
2022-04-21,20.2065
2022-04-22,20.2065
2022-04-23,20.2065
2022-04-24,20.2065
2022-04-25,20.2065
2022-04-26,20.2065
2022-04-27,20.2065
2022-04-28,20.2065
2022-04-29,20.2065
2022-04-30,20.2065
2022-05-01,20.2065
2022-05-02,20.2065
2022-05-03,20.2065
2022-05-04,20.2065
2022-05-05,20.2065
2022-05-06,20.2065
2022-05-07,20.2065
2022-05-08,20.2065
2022-05-09,20.2065
2022-05-10,20.2065
2022-05-11,20.2065
2022-05-12,20.2065
2022-05-13,20.2065
2022-05-14,20.2065
2022-05-15,20.2065
2022-05-16,20.2065
2022-05-17,20.2065
2022-05-18,20.2065
2022-05-19,20.2065
2022-05-20,20.2065
2022-05-21,20.2065
2022-05-22,20.2065
2022-05-23,20.2065
2022-05-24,20.2065
2022-05-25,20.2065
2022-05-26,20.2065
2022-05-27,20.2065
2022-05-28,20.2065
2022-05-29,20.2065
2022-05-30,20.2065
2022-05-31,20.2065
2022-06-01,20.2065
2022-06-02,20.2065
2022-06-03,20.2065
2022-06-04,20.2065
2022-06-05,20.2065
2022-06-06,20.2065
2022-06-07,20.2065
2022-06-08,20.2065
2022-06-09,20.2065
2022-06-10,20.2065
2022-06-11,20.2065
2022-06-12,20.2065
2022-06-13,20.2065
2022-06-14,20.2065
2022-06-15,20.2065
2022-06-16,20.2065
2022-06-17,20.2065
2022-06-18,20.2065
2022-06-19,20.2065
2022-06-20,20.2065
2022-06-21,20.2065
2022-06-22,20.2065
2022-06-23,20.2065
2022-06-24,20.2065
2022-06-25,20.2065
2022-06-26,20.2065
2022-06-27,20.2065
2022-06-28,20.2065
2022-06-29,20.2065
2022-06-30,20.2065
2022-07-01,20.2065
2022-07-02,20.2065
2022-07-03,20.2065
2022-07-04,20.2065
2022-07-05,20.2065
2022-07-06,20.2065
2022-07-07,20.2065
2022-07-08,20.2065
2022-07-09,20.2065
2022-07-10,20.2065
2022-07-11,20.2065
2022-07-12,20.2065
2022-07-13,20.2065
2022-07-14,20.2065
2022-07-15,20.2065
2022-07-16,20.2065
2022-07-17,20.2065
2022-07-18,20.2065
2022-07-19,20.2065
2022-07-20,20.2065
2022-07-21,20.2065
2022-07-22,20.2065
2022-07-23,20.2065
2022-07-24,20.2065
2022-07-25,20.2065
2022-07-26,20.2065
2022-07-27,20.2065
2022-07-28,20.2065
2022-07-29,20.2065
2022-07-30,20.2065
2022-07-31,20.2065
2022-08-01,20.2065
2022-08-02,20.2065
2022-08-03,20.2065
2022-08-04,20.2065
2022-08-05,20.2065
2022-08-06,20.2065
2022-08-07,20.2065
2022-08-08,20.2065
2022-08-09,20.2065
2022-08-10,20.2065
2022-08-11,20.2065
2022-08-12,20.2065
2022-08-13,20.2065
2022-08-14,20.2065
2022-08-15,20.2065
2022-08-16,20.2065
2022-08-17,20.2065
2022-08-18,20.2065
2022-08-19,20.2065
2022-08-20,20.2065
2022-08-21,20.2065
2022-08-22,20.2065
2022-08-23,20.2065
2022-08-24,20.2065
2022-08-25,20.2065
2022-08-26,20.2065
2022-08-27,20.2065
2022-08-28,20.2065
2022-08-29,20.2065
2022-08-30,20.2065
2022-08-31,20.2065
2022-09-01,20.2065
2022-09-02,20.2065
2022-09-03,20.2065
2022-09-04,20.2065
2022-09-05,20.2065
2022-09-06,20.2065
2022-09-07,20.2065
2022-09-08,20.2065
2022-09-09,20.2065
2022-09-10,20.2065
2022-09-11,20.2065
2022-09-12,20.2065
2022-09-13,20.2065
2022-09-14,20.2065
2022-09-15,20.2065
2022-09-16,20.2065
2022-09-17,20.2065
2022-09-18,20.2065
2022-09-19,20.2065
2022-09-20,20.2065
2022-09-21,20.2065
2022-09-22,20.2065
2022-09-23,20.2065
2022-09-24,20.2065
2022-09-25,20.2065
2022-09-26,20.2065
2022-09-27,20.2065
2022-09-28,20.2065
2022-09-29,20.2065
2022-09-30,20.2065
2022-10-01,20.2065
2022-10-02,20.2065
2022-10-03,20.2065
2022-10-04,20.2065
2022-10-05,20.2065
2022-10-06,20.2065
2022-10-07,20.2065
2022-10-08,20.2065
2022-10-09,20.2065
2022-10-10,20.2065
2022-10-11,20.2065
2022-10-12,20.2065
2022-10-13,20.2065
2022-10-14,20.2065
2022-10-15,20.2065
2022-10-16,20.2065
2022-10-17,20.2065
2022-10-18,20.2065
2022-10-19,20.2065
2022-10-20,20.2065
2022-10-21,20.2065
2022-10-22,20.2065
2022-10-23,20.2065
2022-10-24,20.2065
2022-10-25,20.2065
2022-10-26,20.2065
2022-10-27,20.2065
2022-10-28,20.2065
2022-10-29,20.2065
2022-10-30,20.2065
2022-10-31,20.2065
2022-11-01,20.2065
2022-11-02,20.2065
2022-11-03,20.2065
2022-11-04,20.2065
2022-11-05,20.2065
2022-11-06,20.2065
2022-11-07,20.2065
2022-11-08,20.2065
2022-11-09,20.2065
2022-11-10,20.2065
2022-11-11,20.2065
2022-11-12,20.2065
2022-11-13,20.2065
2022-11-14,20.2065
2022-11-15,20.2065
2022-11-16,20.2065
2022-11-17,20.2065
2022-11-18,20.2065
2022-11-19,20.2065
2022-11-20,20.2065
2022-11-21,20.2065
2022-11-22,20.2065
2022-11-23,20.2065
2022-11-24,20.2065
2022-11-25,20.2065
2022-11-26,20.2065
2022-11-27,20.2065
2022-11-28,20.2065
2022-11-29,20.2065
2022-11-30,20.2065
2022-12-01,20.2065
2022-12-02,20.2065
2022-12-03,20.2065
2022-12-04,20.2065
2022-12-05,20.2065
2022-12-06,20.2065
2022-12-07,20.2065
2022-12-08,20.2065
2022-12-09,20.2065
2022-12-10,20.2065
2022-12-11,20.2065
2022-12-12,20.2065
2022-12-13,20.2065
2022-12-14,20.2065
2022-12-15,20.2065
2022-12-16,20.2065
2022-12-17,20.2065
2022-12-18,20.2065
2022-12-19,20.2065
2022-12-20,20.2065
2022-12-21,20.2065
2022-12-22,20.2065
2022-12-23,20.2065
2022-12-24,20.2065
2022-12-25,20.2065
2022-12-26,20.2065
2022-12-27,20.2065
2022-12-28,20.2065
2022-12-29,20.2065
2022-12-30,20.2065
2022-12-31,20.2065
2023-01-01,20.2065
2023-01-02,20.2065
2023-01-03,20.2065
2023-01-04,20.2065
2023-01-05,20.2065
2023-01-06,20.2065
2023-01-07,20.2065
2023-01-08,20.2065
2023-01-09,20.2065
2023-01-10,20.2065
2023-01-11,20.2065
2023-01-12,20.2065
2023-01-13,20.2065
2023-01-14,20.2065
2023-01-15,20.2065
2023-01-16,20.2065
2023-01-17,20.2065
2023-01-18,20.2065
2023-01-19,20.2065
2023-01-20,20.2065
2023-01-21,20.2065
2023-01-22,20.2065
2023-01-23,20.2065
2023-01-24,20.2065
2023-01-25,20.2065
2023-01-26,20.2065
2023-01-27,20.2065
2023-01-28,20.2065
2023-01-29,20.2065
2023-01-30,20.2065
2023-01-31,20.2065
2023-02-01,20.2065
2023-02-02,20.2065
2023-02-03,20.2065
2023-02-04,20.2065
2023-02-05,20.2065
2023-02-06,20.2065
2023-02-07,20.2065
2023-02-08,20.2065
2023-02-09,20.2065
2023-02-10,20.2065
2023-02-11,20.2065
2023-02-12,20.2065
2023-02-13,20.2065
2023-02-14,20.2065
2023-02-15,20.2065
2023-02-16,20.2065
2023-02-17,20.2065
2023-02-18,20.2065
2023-02-19,20.2065
2023-02-20,20.2065
2023-02-21,20.2065
2023-02-22,20.2065
2023-02-23,20.2065
2023-02-24,20.2065
2023-02-25,20.2065
2023-02-26,20.2065
2023-02-27,20.2065
2023-02-28,20.2065
2023-03-01,20.2065
2023-03-02,20.2065
2023-03-03,20.2065
2023-03-04,20.2065
2023-03-05,20.2065
2023-03-06,20.2065
2023-03-07,20.2065
2023-03-08,20.2065
2023-03-09,20.2065
2023-03-10,20.2065
