,ECVT US Equity
2020-07-02,52.9982
2020-07-03,52.9982
2020-07-04,52.9982
2020-07-05,52.9982
2020-07-06,53.2731
2020-07-07,52.5858
2020-07-08,52.2128
2020-07-09,51.663
2020-07-10,52.1931
2020-07-11,52.1931
2020-07-12,52.1931
2020-07-13,52.1931
2020-07-14,52.4287
2020-07-15,52.8411
2020-07-16,53.6265
2020-07-17,53.764
2020-07-18,53.764
2020-07-19,53.764
2020-07-20,53.0964
2020-07-21,53.6854
2020-07-22,53.5872
2020-07-23,53.6265
2020-07-24,53.4105
2020-07-25,53.4105
2020-07-26,53.4105
2020-07-27,53.7051
2020-07-28,52.7625
2020-07-29,53.1356
2020-07-30,51.5844
2020-07-31,50.9954
2020-08-01,50.9954
2020-08-02,50.9954
2020-08-03,50.8017
2020-08-04,50.7039
2020-08-05,51.1342
2020-08-06,50.9973
2020-08-07,50.8212
2020-08-08,50.8212
2020-08-09,50.8212
2020-08-10,51.6231
2020-08-11,52.2685
2020-08-12,51.8578
2020-08-13,51.3493
2020-08-14,50.7626
2020-08-15,50.7626
2020-08-16,50.7626
2020-08-17,51.4471
2020-08-18,51.0168
2020-08-19,50.743
2020-08-20,50.3714
2020-08-21,50.1758
2020-08-22,50.1758
2020-08-23,50.1758
2020-08-24,50.8408
2020-08-25,50.4105
2020-08-26,50.0194
2020-08-27,50.1172
2020-08-28,50.1172
2020-08-29,50.1172
2020-08-30,50.1172
2020-08-31,49.6869
2020-09-01,49.7651
2020-09-02,51.2124
2020-09-03,49.8043
2020-09-04,49.9607
2020-09-05,49.9607
2020-09-06,49.9607
2020-09-07,49.9607
2020-09-08,49.2762
2020-09-09,49.1589
2020-09-10,48.9829
2020-09-11,49.3936
2020-09-12,49.3936
2020-09-13,49.3936
2020-09-14,49.7651
2020-09-15,49.4327
2020-09-16,49.4522
2020-09-17,49.6674
2020-09-18,49.8043
2020-09-19,49.8043
2020-09-20,49.8043
2020-09-21,47.8681
2020-09-22,47.1249
2020-09-23,46.7142
2020-09-24,46.5969
2020-09-25,46.7729
2020-09-26,46.7729
2020-09-27,46.7729
2020-09-28,46.7924
2020-09-29,46.9293
2020-09-30,104.4063
2020-10-01,103.7867
2020-10-02,104.9815
2020-10-03,104.9815
2020-10-04,104.9815
2020-10-05,106.4419
2020-10-06,106.6631
2020-10-07,107.2827
2020-10-08,106.9729
2020-10-09,108.4332
2020-10-10,108.4332
2020-10-11,108.4332
2020-10-12,108.3447
2020-10-13,107.0614
2020-10-14,107.9464
2020-10-15,108.8757
2020-10-16,115.8233
2020-10-17,115.8233
2020-10-18,115.8233
2020-10-19,114.54
2020-10-20,114.9825
2020-10-21,114.3187
2020-10-22,114.4957
2020-10-23,114.717
2020-10-24,114.717
2020-10-25,114.717
2020-10-26,114.1417
2020-10-27,113.0354
2020-10-28,110.8228
2020-10-29,112.6814
2020-10-30,110.159
2020-10-31,110.159
2020-11-01,110.159
2020-11-02,110.8671
2020-11-03,113.0618
2020-11-04,109.9576
2020-11-05,112.6183
2020-11-06,112.4853
2020-11-07,112.4853
2020-11-08,112.4853
2020-11-09,114.9243
2020-11-10,115.8113
2020-11-11,116.0773
2020-11-12,113.8157
2020-11-13,115.2348
2020-11-14,115.2348
2020-11-15,115.2348
2020-11-16,116.8756
2020-11-17,117.4077
2020-11-18,116.6538
2020-11-19,114.4809
2020-11-20,113.5053
2020-11-21,113.5053
2020-11-22,113.5053
2020-11-23,116.3434
2020-11-24,118.6938
2020-11-25,118.1616
2020-11-26,118.1616
2020-11-27,117.7625
2020-11-28,117.7625
2020-11-29,117.7625
2020-11-30,115.7226
2020-12-01,116.9643
2020-12-02,116.8756
2020-12-03,116.9643
2020-12-04,119.4476
2020-12-05,119.4476
2020-12-06,119.4476
2020-12-07,119.5807
2020-12-08,120.3789
2020-12-09,120.645
2020-12-10,120.7337
2020-12-11,120.1572
2020-12-12,120.1572
2020-12-13,120.1572
2020-12-14,120.6007
2020-12-15,121.0885
2020-12-16,121.5763
2020-12-17,123.8379
2020-12-18,117.053
2020-12-19,117.053
2020-12-20,117.053
2020-12-21,118.6051
2020-12-22,119.6694
2020-12-23,120.5563
2020-12-24,120.9998
2020-12-25,120.9998
2020-12-26,120.9998
2020-12-27,120.9998
2020-12-28,123.5275
2020-12-29,121.4876
2020-12-30,122.9067
2020-12-31,63.2298
2021-01-01,63.2298
2021-01-02,63.2298
2021-01-03,63.2298
2021-01-04,62.3573
2021-01-05,63.5206
2021-01-06,65.9266
2021-01-07,66.429
2021-01-08,65.6622
2021-01-09,65.6622
2021-01-10,65.6622
2021-01-11,66.0059
2021-01-12,67.513
2021-01-13,66.1117
2021-01-14,66.852
2021-01-15,66.2703
2021-01-16,66.2703
2021-01-17,66.2703
2021-01-18,66.2703
2021-01-19,66.3232
2021-01-20,65.4507
2021-01-21,65.1334
2021-01-22,65.6093
2021-01-23,65.6093
2021-01-24,65.6093
2021-01-25,64.6839
2021-01-26,64.2345
2021-01-27,62.701
2021-01-28,63.3355
2021-01-29,61.9607
2021-01-30,61.9607
2021-01-31,61.9607
2021-02-01,63.124
2021-02-02,64.1552
2021-02-03,63.8908
2021-02-04,65.2127
2021-02-05,65.4507
2021-02-06,65.4507
2021-02-07,65.4507
2021-02-08,66.614
2021-02-09,67.4601
2021-02-10,67.0106
2021-02-11,67.2486
2021-02-12,67.513
2021-02-13,67.513
2021-02-14,67.513
2021-02-15,67.513
2021-02-16,67.4337
2021-02-17,67.5394
2021-02-18,66.5347
2021-02-19,67.3279
2021-02-20,67.3279
2021-02-21,67.3279
2021-02-22,68.3855
2021-02-23,67.5923
2021-02-24,68.597
2021-02-25,66.9842
2021-02-26,66.1381
2021-02-27,66.1381
2021-02-28,66.1381
2021-03-01,69.3902
2021-03-02,69.6281
2021-03-03,69.9719
2021-03-04,68.597
2021-03-05,71.3203
2021-03-06,71.3203
2021-03-07,71.3203
2021-03-08,72.1663
2021-03-09,71.3996
2021-03-10,72.325
2021-03-11,72.1928
2021-03-12,72.325
2021-03-13,72.325
2021-03-14,72.325
2021-03-15,72.3514
2021-03-16,71.8226
2021-03-17,72.2385
2021-03-18,70.7248
2021-03-19,70.8311
2021-03-20,70.8311
2021-03-21,70.8311
2021-03-22,69.7954
2021-03-23,67.5913
2021-03-24,67.5382
2021-03-25,69.7423
2021-03-26,70.778
2021-03-27,70.778
2021-03-28,70.778
2021-03-29,69.8485
2021-03-30,70.5389
2021-03-31,87.0859
2021-04-01,88.0623
2021-04-02,88.0623
2021-04-03,88.0623
2021-04-04,88.0623
2021-04-05,89.1038
2021-04-06,88.1924
2021-04-07,85.9467
2021-04-08,86.4675
2021-04-09,86.9557
2021-04-10,86.9557
2021-04-11,86.9557
2021-04-12,86.9882
2021-04-13,85.7514
2021-04-14,86.7604
2021-04-15,87.4439
2021-04-16,87.3788
2021-04-17,87.3788
2021-04-18,87.3788
2021-04-19,86.2071
2021-04-20,85.426
2021-04-21,86.7278
2021-04-22,85.5887
2021-04-23,86.9557
2021-04-24,86.9557
2021-04-25,86.9557
2021-04-26,87.0859
2021-04-27,80.149
2021-04-28,79.1727
2021-04-29,78.3265
2021-04-30,78.294
2021-05-01,78.294
2021-05-02,78.294
2021-05-03,78.5869
2021-05-04,80.0514
2021-05-05,80.2141
2021-05-06,80.2466
2021-05-07,81.1253
2021-05-08,81.1253
2021-05-09,81.1253
2021-05-10,82.5572
2021-05-11,82.7199
2021-05-12,82.0365
2021-05-13,82.8827
2021-05-14,83.0128
2021-05-15,83.0128
2021-05-16,83.0128
2021-05-17,84.9655
2021-05-18,84.8678
2021-05-19,84.4773
2021-05-20,83.7613
2021-05-21,84.3471
2021-05-22,84.3471
2021-05-23,84.3471
2021-05-24,84.5098
2021-05-25,84.8027
2021-05-26,85.9743
2021-05-27,85.9418
2021-05-28,85.9092
2021-05-29,85.9092
2021-05-30,85.9092
2021-05-31,85.9092
2021-06-01,86.9832
2021-06-02,85.779
2021-06-03,85.4211
2021-06-04,84.7376
2021-06-05,84.7376
2021-06-06,84.7376
2021-06-07,84.4448
2021-06-08,84.6726
2021-06-09,84.5424
2021-06-10,83.7939
2021-06-11,84.4773
2021-06-12,84.4773
2021-06-13,84.4773
2021-06-14,83.6637
2021-06-15,84.2495
2021-06-16,84.0868
2021-06-17,82.8501
2021-06-18,82.4921
2021-06-19,82.4921
2021-06-20,82.4921
2021-06-21,83.5661
2021-06-22,83.2081
2021-06-23,83.0454
2021-06-24,83.5335
2021-06-25,82.6549
2021-06-26,82.6549
2021-06-27,82.6549
2021-06-28,82.2318
2021-06-29,82.2643
2021-06-30,79.3594
2021-07-01,79.609
2021-07-02,79.0161
2021-07-03,79.0161
2021-07-04,79.0161
2021-07-05,79.0161
2021-07-06,77.5495
2021-07-07,77.6743
2021-07-08,77.1439
2021-07-09,78.3608
2021-07-10,78.3608
2021-07-11,78.3608
2021-07-12,79.297
2021-07-13,79.0161
2021-07-14,78.4857
2021-07-15,78.0488
2021-07-16,77.2375
2021-07-17,77.2375
2021-07-18,77.2375
2021-07-19,76.239
2021-07-20,77.2063
2021-07-21,77.9552
2021-07-22,77.4247
2021-07-23,77.8616
2021-07-24,77.8616
2021-07-25,77.8616
2021-07-26,78.4545
2021-07-27,78.08
2021-07-28,78.2048
2021-07-29,79.3594
2021-07-30,79.9835
2021-07-31,79.9835
2021-08-01,79.9835
2021-08-02,80.2643
2021-08-03,81.9805
2021-08-04,80.6388
2021-08-05,80.826
2021-08-06,81.0444
2021-08-07,81.0444
2021-08-08,81.0444
2021-08-09,82.2375
2021-08-10,84.0788
2021-08-11,72.8125
2021-08-12,72.0635
2021-08-13,71.7202
2021-08-14,71.7202
2021-08-15,71.7202
2021-08-16,71.1896
2021-08-17,70.7527
2021-08-18,70.503
2021-08-19,69.754
2021-08-20,69.5667
2021-08-21,69.5667
2021-08-22,69.5667
2021-08-23,68.7553
2021-08-24,70.0037
2021-08-25,69.91
2021-08-26,69.8788
2021-08-27,71.6265
2021-08-28,71.6265
2021-08-29,71.6265
2021-08-30,72.6876
2021-08-31,72.0322
2021-09-01,72.2195
2021-09-02,73.1558
2021-09-03,72.9061
2021-09-04,72.9061
2021-09-05,72.9061
2021-09-06,72.9061
2021-09-07,71.5017
2021-09-08,71.2208
2021-09-09,70.8775
2021-09-10,70.1597
2021-09-11,70.1597
2021-09-12,70.1597
2021-09-13,69.8164
2021-09-14,68.8802
2021-09-15,69.6292
2021-09-16,69.161
2021-09-17,68.3808
2021-09-18,68.3808
2021-09-19,68.3808
2021-09-20,67.3197
2021-09-21,67.0388
2021-09-22,67.507
2021-09-23,68.5369
2021-09-24,68.2248
2021-09-25,68.2248
2021-09-26,68.2248
2021-09-27,69.1922
2021-09-28,68.6929
2021-09-29,69.0986
2021-09-30,50.5348
2021-10-01,51.3975
2021-10-02,51.3975
2021-10-03,51.3975
2021-10-04,50.7936
2021-10-05,50.7361
2021-10-06,50.1897
2021-10-07,50.5061
2021-10-08,50.2472
2021-10-09,50.2472
2021-10-10,50.2472
2021-10-11,49.8159
2021-10-12,49.7871
2021-10-13,50.1322
2021-10-14,51.0812
2021-10-15,50.5636
2021-10-16,50.5636
2021-10-17,50.5636
2021-10-18,50.2185
2021-10-19,49.7296
2021-10-20,49.9021
2021-10-21,49.4708
2021-10-22,49.6721
2021-10-23,49.6721
2021-10-24,49.6721
2021-10-25,49.9309
2021-10-26,50.161
2021-10-27,49.4995
2021-10-28,50.8799
2021-10-29,50.5923
2021-10-30,50.5923
2021-10-31,50.5923
2021-11-01,50.8799
2021-11-02,51.0237
2021-11-03,51.2538
2021-11-04,51.1962
2021-11-05,52.1452
2021-11-06,52.1452
2021-11-07,52.1452
2021-11-08,52.4616
2021-11-09,54.9667
2021-11-10,53.7579
2021-11-11,53.7003
2021-11-12,54.3047
2021-11-13,54.3047
2021-11-14,54.3047
2021-11-15,53.9881
2021-11-16,53.614
2021-11-17,47.8864
2021-11-18,47.7137
2021-11-19,44.9506
2021-11-20,44.9506
2021-11-21,44.9506
2021-11-22,45.6126
2021-11-23,45.5838
2021-11-24,45.4399
2021-11-25,45.4399
2021-11-26,45.1809
2021-11-27,45.1809
2021-11-28,45.1809
2021-11-29,45.1233
2021-11-30,44.5477
2021-12-01,44.5189
2021-12-02,45.3536
2021-12-03,44.8643
2021-12-04,44.8643
2021-12-05,44.8643
2021-12-06,45.4399
2021-12-07,44.4901
2021-12-08,44.5477
2021-12-09,44.6628
2021-12-10,45.2384
2021-12-11,45.2384
2021-12-12,45.2384
2021-12-13,45.2096
2021-12-14,44.8067
2021-12-15,45.7853
2021-12-16,45.037
2021-12-17,45.6989
2021-12-18,45.6989
2021-12-19,45.6989
2021-12-20,45.1521
2021-12-21,45.8428
2021-12-22,45.9004
2021-12-23,46.4185
2021-12-24,46.4185
2021-12-25,46.4185
2021-12-26,46.4185
2021-12-27,46.5624
2021-12-28,46.7926
2021-12-29,46.4473
2021-12-30,46.7926
2021-12-31,40.0768
2022-01-01,40.0768
2022-01-02,40.0768
2022-01-03,39.9764
2022-01-04,40.3528
2022-01-05,39.7757
2022-01-06,39.2739
2022-01-07,39.7506
2022-01-08,39.7506
2022-01-09,39.7506
2022-01-10,39.2237
2022-01-11,39.9012
2022-01-12,40.0517
2022-01-13,40.3528
2022-01-14,40.5033
2022-01-15,40.5033
2022-01-16,40.5033
2022-01-17,40.5033
2022-01-18,39.7757
2022-01-19,40.1771
2022-01-20,39.6503
2022-01-21,39.1736
2022-01-22,39.1736
2022-01-23,39.1736
2022-01-24,39.0732
2022-01-25,38.5212
2022-01-26,38.0194
2022-01-27,37.9442
2022-01-28,40.3528
2022-01-29,40.3528
2022-01-30,40.3528
2022-01-31,40.0517
2022-02-01,40.2273
2022-02-02,40.2022
2022-02-03,38.8976
2022-02-04,38.6969
2022-02-05,38.6969
2022-02-06,38.6969
2022-02-07,38.5714
2022-02-08,38.9227
2022-02-09,38.6216
2022-02-10,38.446
2022-02-11,38.8474
2022-02-12,38.8474
2022-02-13,38.8474
2022-02-14,39.3994
2022-02-15,40.4782
2022-02-16,40.98
2022-02-17,40.6037
2022-02-18,40.3779
2022-02-19,40.3779
2022-02-20,40.3779
2022-02-21,40.3779
2022-02-22,39.6753
2022-02-23,39.851
2022-02-24,39.4495
2022-02-25,40.4782
2022-02-26,40.4782
2022-02-27,40.4782
2022-02-28,41.808
2022-03-01,41.4048
2022-03-02,42.265
2022-03-03,41.6072
2022-03-04,41.3795
2022-03-05,41.3795
2022-03-06,41.3795
2022-03-07,40.3169
2022-03-08,40.5193
2022-03-09,41.6072
2022-03-10,41.759
2022-03-11,41.6578
2022-03-12,41.6578
2022-03-13,41.6578
2022-03-14,41.6325
2022-03-15,41.8349
2022-03-16,42.5686
2022-03-17,44.0865
2022-03-18,42.3156
2022-03-19,42.3156
2022-03-20,42.3156
2022-03-21,43.454
2022-03-22,44.0359
2022-03-23,44.1371
2022-03-24,44.6431
2022-03-25,44.6684
2022-03-26,44.6684
2022-03-27,44.6684
2022-03-28,44.5166
2022-03-29,44.2636
2022-03-30,43.9347
2022-03-31,34.6853
2022-04-01,35.1085
2022-04-02,35.1085
2022-04-03,35.1085
2022-04-04,35.1085
2022-04-05,34.5644
2022-04-06,34.0606
2022-04-07,34.1613
2022-04-08,33.9195
2022-04-09,33.9195
2022-04-10,33.9195
2022-04-11,33.859
2022-04-12,33.9598
2022-04-13,34.524
2022-04-14,34.383
2022-04-15,34.383
2022-04-16,34.383
2022-04-17,34.383
2022-04-18,34.2016
2022-04-19,34.2016
2022-04-20,34.645
2022-04-21,34.1412
2022-04-22,33.6978
2022-04-23,33.6978
2022-04-24,33.6978
2022-04-25,33.7986
2022-04-26,34.0001
2022-04-27,33.9598
2022-04-28,34.4434
2022-04-29,31.7345
2022-04-30,31.7345
2022-05-01,31.7345
2022-05-02,31.7547
2022-05-03,31.0469
2022-05-04,31.6334
2022-05-05,31.4312
2022-05-06,30.966
2022-05-07,30.966
2022-05-08,30.966
2022-05-09,30.2987
2022-05-10,30.9458
2022-05-11,31.3301
2022-05-12,30.9054
2022-05-13,31.0874
2022-05-14,31.0874
2022-05-15,31.0874
2022-05-16,31.1885
2022-05-17,31.3301
2022-05-18,31.5727
2022-05-19,31.7143
2022-05-20,31.5525
2022-05-21,31.5525
2022-05-22,31.5525
2022-05-23,31.9772
2022-05-24,31.9772
2022-05-25,31.8154
2022-05-26,32.0379
2022-05-27,32.3412
2022-05-28,32.3412
2022-05-29,32.3412
2022-05-30,32.3412
2022-05-31,32.1592
2022-06-01,32.0177
2022-06-02,32.5637
2022-06-03,32.2806
2022-06-04,32.2806
2022-06-05,32.2806
2022-06-06,32.8468
2022-06-07,33.2917
2022-06-08,32.9682
2022-06-09,32.5839
2022-06-10,31.1076
2022-06-11,31.1076
2022-06-12,31.1076
2022-06-13,30.5616
2022-06-14,30.3189
2022-06-15,30.5211
2022-06-16,30.4604
2022-06-17,30.7031
2022-06-18,30.7031
2022-06-19,30.7031
2022-06-20,30.7031
2022-06-21,30.7638
2022-06-22,31.7345
2022-06-23,30.9458
2022-06-24,31.5525
2022-06-25,31.5525
2022-06-26,31.5525
2022-06-27,31.9368
2022-06-28,31.775
2022-06-29,31.3503
2022-06-30,25.1738
2022-07-01,25.3382
2022-07-02,25.3382
2022-07-03,25.3382
2022-07-04,25.3382
2022-07-05,24.9106
2022-07-06,24.6969
2022-07-07,24.9435
2022-07-08,24.9764
2022-07-09,24.9764
2022-07-10,24.9764
2022-07-11,24.6804
2022-07-12,24.5489
2022-07-13,24.5817
2022-07-14,24.3844
2022-07-15,25.3218
2022-07-16,25.3218
2022-07-17,25.3218
2022-07-18,25.552
2022-07-19,26.2262
2022-07-20,25.7987
2022-07-21,25.6013
2022-07-22,25.5849
2022-07-23,25.5849
2022-07-24,25.5849
2022-07-25,25.7822
2022-07-26,25.6507
2022-07-27,25.7329
2022-07-28,25.8315
2022-07-29,25.7987
2022-07-30,25.7987
2022-07-31,25.7987
2022-08-01,26.4529
2022-08-02,26.1125
2022-08-03,26.3394
2022-08-04,23.2915
2022-08-05,23.4212
2022-08-06,23.4212
2022-08-07,23.4212
2022-08-08,23.4536
2022-08-09,23.8589
2022-08-10,24.1832
2022-08-11,24.3291
2022-08-12,24.9452
2022-08-13,24.9452
2022-08-14,24.9452
2022-08-15,25.1883
2022-08-16,25.3505
2022-08-17,25.3343
2022-08-18,25.4315
2022-08-19,25.0262
2022-08-20,25.0262
2022-08-21,25.0262
2022-08-22,24.5074
2022-08-23,24.4588
2022-08-24,24.4588
2022-08-25,24.9289
2022-08-26,24.8317
2022-08-27,24.8317
2022-08-28,24.8317
2022-08-29,24.702
2022-08-30,24.3291
2022-08-31,23.9562
2022-09-01,23.5833
2022-09-02,23.5671
2022-09-03,23.5671
2022-09-04,23.5671
2022-09-05,23.5671
2022-09-06,23.6968
2022-09-07,24.2318
2022-09-08,23.9562
2022-09-09,24.3129
2022-09-10,24.3129
2022-09-11,24.3129
2022-09-12,24.4101
2022-09-13,23.6319
2022-09-14,23.4698
2022-09-15,23.0807
2022-09-16,22.6267
2022-09-17,22.6267
2022-09-18,22.6267
2022-09-19,23.486
2022-09-20,23.1293
2022-09-21,23.0969
2022-09-22,22.9348
2022-09-23,23.2428
2022-09-24,23.2428
2022-09-25,23.2428
2022-09-26,22.951
2022-09-27,22.951
2022-09-28,23.0158
2022-09-29,22.6916
2022-09-30,19.3144
2022-10-01,19.3144
2022-10-02,19.3144
2022-10-03,19.8184
2022-10-04,20.1726
2022-10-05,20.1317
2022-10-06,20.0364
2022-10-07,19.5869
2022-10-08,19.5869
2022-10-09,19.5869
2022-10-10,19.7367
2022-10-11,19.8865
2022-10-12,19.5187
2022-10-13,19.7367
2022-10-14,19.9002
2022-10-15,19.9002
2022-10-16,19.9002
2022-10-17,20.4859
2022-10-18,20.8673
2022-10-19,20.5676
2022-10-20,20.4859
2022-10-21,20.9899
2022-10-22,20.9899
2022-10-23,20.9899
2022-10-24,21.1534
2022-10-25,21.3168
2022-10-26,21.3032
2022-10-27,21.2487
2022-10-28,21.5075
2022-10-29,21.5075
2022-10-30,21.5075
2022-10-31,21.3713
2022-11-01,20.8946
2022-11-02,20.6494
2022-11-03,20.4859
2022-11-04,20.3651
2022-11-05,20.3651
2022-11-06,20.3651
2022-11-07,20.3132
2022-11-08,20.4689
2022-11-09,20.2223
2022-11-10,20.8841
2022-11-11,20.7414
2022-11-12,20.7414
2022-11-13,20.7414
2022-11-14,20.5337
2022-11-15,19.0675
2022-11-16,19.2102
2022-11-17,19.3919
2022-11-18,19.5865
2022-11-19,19.5865
2022-11-20,19.5865
2022-11-21,19.7163
2022-11-22,19.6903
2022-11-23,19.7422
2022-11-24,19.7422
2022-11-25,19.6255
2022-11-26,19.6255
2022-11-27,19.6255
2022-11-28,19.4957
2022-11-29,19.5476
2022-11-30,19.872
2022-12-01,19.7682
2022-12-02,19.9628
2022-12-03,19.9628
2022-12-04,19.9628
2022-12-05,19.7682
2022-12-06,19.7163
2022-12-07,19.4568
2022-12-08,19.34
2022-12-09,19.2751
2022-12-10,19.2751
2022-12-11,19.2751
2022-12-12,19.5865
2022-12-13,19.4438
2022-12-14,19.5865
2022-12-15,19.353
2022-12-16,19.5476
2022-12-17,19.5476
2022-12-18,19.5476
2022-12-19,19.6514
2022-12-20,19.7422
2022-12-21,19.6255
2022-12-22,19.2102
2022-12-23,19.353
2022-12-24,19.353
2022-12-25,19.353
2022-12-26,19.353
2022-12-27,19.34
2022-12-28,19.2751
2022-12-29,19.3659
2022-12-30,18.727
2022-12-31,18.727
2023-01-01,18.727
2023-01-02,18.727
2023-01-03,18.7021
2023-01-04,18.9265
2023-01-05,18.9265
2023-01-06,19.2382
2023-01-07,19.2382
2023-01-08,19.2382
2023-01-09,19.3379
2023-01-10,19.4252
2023-01-11,19.4875
2023-01-12,19.9113
2023-01-13,20.0859
2023-01-14,20.0859
2023-01-15,20.0859
2023-01-16,20.0859
2023-01-17,20.0485
2023-01-18,20.1357
2023-01-19,20.7092
2023-01-20,20.4225
2023-01-21,20.4225
2023-01-22,20.4225
2023-01-23,20.784
2023-01-24,20.7591
2023-01-25,20.7341
2023-01-26,20.8588
2023-01-27,20.8588
2023-01-28,20.8588
2023-01-29,20.8588
2023-01-30,20.6843
2023-01-31,20.7591
2023-02-01,20.9336
2023-02-02,21.3076
2023-02-03,21.3949
2023-02-04,21.3949
2023-02-05,21.3949
2023-02-06,21.2827
2023-02-07,21.5569
2023-02-08,21.3949
2023-02-09,21.2453
2023-02-10,21.2079
2023-02-11,21.2079
2023-02-12,21.2079
2023-02-13,21.0707
2023-02-14,21.0707
2023-02-15,21.0957
2023-02-16,20.7466
2023-02-17,20.8962
2023-02-18,20.8962
2023-02-19,20.8962
2023-02-20,20.8962
2023-02-21,20.5222
2023-02-22,20.5097
2023-02-23,20.4848
2023-02-24,20.5596
2023-02-25,20.5596
2023-02-26,20.5596
2023-02-27,20.5721
2023-02-28,19.5198
2023-03-01,19.7084
2023-03-02,19.8853
2023-03-03,20.6753
2023-03-04,20.6753
2023-03-05,20.6753
2023-03-06,20.3805
2023-03-07,20.2744
2023-03-08,20.1683
2023-03-09,20.1329
2023-03-10,20.0268
2023-03-11,20.0268
2023-03-12,20.0268
2023-03-13,19.5433
2023-03-14,19.8971
2023-03-15,19.5787
2023-03-16,19.8145
2023-03-17,19.449
