,CAKE US Equity
2020-11-14,14.3467
2020-11-15,14.3467
2020-11-16,14.3467
2020-11-17,14.3467
2020-11-18,14.3467
2020-11-19,14.3467
2020-11-20,14.3467
2020-11-21,14.3467
2020-11-22,14.3467
2020-11-23,14.3467
2020-11-24,14.3467
2020-11-25,14.3467
2020-11-26,14.3467
2020-11-27,14.3467
2020-11-28,14.3467
2020-11-29,14.3467
2020-11-30,14.3467
2020-12-01,14.3467
2020-12-02,14.3467
2020-12-03,14.3467
2020-12-04,14.3467
2020-12-05,14.3467
2020-12-06,14.3467
2020-12-07,14.3467
2020-12-08,14.3467
2020-12-09,14.3467
2020-12-10,14.3467
2020-12-11,14.3467
2020-12-12,14.3467
2020-12-13,14.3467
2020-12-14,14.3467
2020-12-15,14.3467
2020-12-16,14.3467
2020-12-17,14.3467
2020-12-18,14.3467
2020-12-19,14.3467
2020-12-20,14.3467
2020-12-21,14.3467
2020-12-22,14.3467
2020-12-23,14.3467
2020-12-24,14.3467
2020-12-25,14.3467
2020-12-26,14.3467
2020-12-27,14.3467
2020-12-28,14.3467
2020-12-29,14.3467
2020-12-30,14.3467
2020-12-31,14.3467
2021-01-01,14.3467
2021-01-02,14.3467
2021-01-03,14.3467
2021-01-04,14.3467
2021-01-05,14.3467
2021-01-06,14.3467
2021-01-07,14.3467
2021-01-08,14.3467
2021-01-09,14.3467
2021-01-10,14.3467
2021-01-11,14.3467
2021-01-12,14.3467
2021-01-13,14.3467
2021-01-14,14.3467
2021-01-15,14.3467
2021-01-16,14.3467
2021-01-17,14.3467
2021-01-18,14.3467
2021-01-19,14.3467
2021-01-20,14.3467
2021-01-21,14.3467
2021-01-22,14.3467
2021-01-23,14.3467
2021-01-24,14.3467
2021-01-25,14.3467
2021-01-26,14.3467
2021-01-27,14.3467
2021-01-28,14.3467
2021-01-29,14.3467
2021-01-30,14.3467
2021-01-31,14.3467
2021-02-01,14.3467
2021-02-02,14.3467
2021-02-03,14.3467
2021-02-04,14.3467
2021-02-05,14.3467
2021-02-06,14.3467
2021-02-07,14.3467
2021-02-08,14.3467
2021-02-09,14.3467
2021-02-10,14.3467
2021-02-11,14.3467
2021-02-12,14.3467
2021-02-13,14.3467
2021-02-14,14.3467
2021-02-15,14.3467
2021-02-16,14.3467
2021-02-17,14.3467
2021-02-18,14.3467
2021-02-19,14.3467
2021-02-20,14.3467
2021-02-21,14.3467
2021-02-22,14.3467
2021-02-23,14.3467
2021-02-24,14.3467
2021-02-25,14.3467
2021-02-26,14.3467
2021-02-27,14.3467
2021-02-28,14.3467
2021-03-01,14.3467
2021-03-02,14.3467
2021-03-03,14.3467
2021-03-04,14.3467
2021-03-05,14.3467
2021-03-06,14.3467
2021-03-07,14.3467
2021-03-08,14.3467
2021-03-09,14.3467
2021-03-10,14.3467
2021-03-11,14.3467
2021-03-12,14.3467
2021-03-13,14.3467
2021-03-14,14.3467
2021-03-15,14.3467
2021-03-16,14.3467
2021-03-17,14.3467
2021-03-18,14.3467
2021-03-19,14.3467
2021-03-20,14.3467
2021-03-21,14.3467
2021-03-22,14.3467
2021-03-23,14.3467
2021-03-24,14.3467
2021-03-25,14.3467
2021-03-26,14.3467
2021-03-27,14.3467
2021-03-28,14.3467
2021-03-29,14.3467
2021-03-30,14.3467
2021-03-31,14.3467
2021-04-01,14.3467
2021-04-02,14.3467
2021-04-03,14.3467
2021-04-04,14.3467
2021-04-05,14.3467
2021-04-06,14.3467
2021-04-07,14.3467
2021-04-08,14.3467
2021-04-09,14.3467
2021-04-10,14.3467
2021-04-11,14.3467
2021-04-12,14.3467
2021-04-13,14.3467
2021-04-14,14.3467
2021-04-15,14.3467
2021-04-16,14.3467
2021-04-17,14.3467
2021-04-18,14.3467
2021-04-19,14.3467
2021-04-20,14.3467
2021-04-21,14.3467
2021-04-22,14.3467
2021-04-23,14.3467
2021-04-24,14.3467
2021-04-25,14.3467
2021-04-26,14.3467
2021-04-27,14.3467
2021-04-28,14.3467
2021-04-29,14.3467
2021-04-30,14.3467
2021-05-01,14.3467
2021-05-02,14.3467
2021-05-03,14.3467
2021-05-04,14.3467
2021-05-05,14.3467
2021-05-06,14.3467
2021-05-07,14.3467
2021-05-08,14.3467
2021-05-09,14.3467
2021-05-10,14.3467
2021-05-11,14.3467
2021-05-12,14.3467
2021-05-13,14.3467
2021-05-14,14.3467
2021-05-15,14.3467
2021-05-16,14.3467
2021-05-17,14.3467
2021-05-18,14.3467
2021-05-19,14.3467
2021-05-20,14.3467
2021-05-21,14.3467
2021-05-22,14.3467
2021-05-23,14.3467
2021-05-24,14.3467
2021-05-25,14.3467
2021-05-26,14.3467
2021-05-27,14.3467
2021-05-28,14.3467
2021-05-29,14.3467
2021-05-30,14.3467
2021-05-31,14.3467
2021-06-01,14.3467
2021-06-02,14.3467
2021-06-03,14.3467
2021-06-04,14.3467
2021-06-05,14.3467
2021-06-06,14.3467
2021-06-07,14.3467
2021-06-08,14.3467
2021-06-09,14.3467
2021-06-10,14.3467
2021-06-11,14.3467
2021-06-12,14.3467
2021-06-13,14.3467
2021-06-14,14.3467
2021-06-15,14.3467
2021-06-16,14.3467
2021-06-17,14.3467
2021-06-18,14.3467
2021-06-19,14.3467
2021-06-20,14.3467
2021-06-21,14.3467
2021-06-22,14.3467
2021-06-23,14.3467
2021-06-24,14.3467
2021-06-25,14.3467
2021-06-26,14.3467
2021-06-27,14.3467
2021-06-28,14.3467
2021-06-29,14.3467
2021-06-30,14.3467
2021-07-01,14.3467
2021-07-02,14.3467
2021-07-03,14.3467
2021-07-04,14.3467
2021-07-05,14.3467
2021-07-06,14.3467
2021-07-07,14.3467
2021-07-08,14.3467
2021-07-09,14.3467
2021-07-10,14.3467
2021-07-11,14.3467
2021-07-12,14.3467
2021-07-13,14.3467
2021-07-14,14.3467
2021-07-15,14.3467
2021-07-16,14.3467
2021-07-17,14.3467
2021-07-18,14.3467
2021-07-19,14.3467
2021-07-20,14.3467
2021-07-21,14.3467
2021-07-22,14.3467
2021-07-23,14.3467
2021-07-24,14.3467
2021-07-25,14.3467
2021-07-26,14.3467
2021-07-27,14.3467
2021-07-28,14.3467
2021-07-29,14.3467
2021-07-30,14.3467
2021-07-31,14.3467
2021-08-01,14.3467
2021-08-02,14.3467
2021-08-03,14.3467
2021-08-04,14.3467
2021-08-05,14.3467
2021-08-06,14.3467
2021-08-07,14.3467
2021-08-08,14.3467
2021-08-09,14.3467
2021-08-10,14.3467
2021-08-11,14.3467
2021-08-12,14.3467
2021-08-13,14.3467
2021-08-14,14.3467
2021-08-15,14.3467
2021-08-16,14.3467
2021-08-17,14.3467
2021-08-18,14.3467
2021-08-19,14.3467
2021-08-20,14.3467
2021-08-21,14.3467
2021-08-22,14.3467
2021-08-23,14.3467
2021-08-24,14.3467
2021-08-25,14.3467
2021-08-26,14.3467
2021-08-27,14.3467
2021-08-28,14.3467
2021-08-29,14.3467
2021-08-30,14.3467
2021-08-31,14.3467
2021-09-01,14.3467
2021-09-02,14.3467
2021-09-03,14.3467
2021-09-04,14.3467
2021-09-05,14.3467
2021-09-06,14.3467
2021-09-07,14.3467
2021-09-08,14.3467
2021-09-09,14.3467
2021-09-10,14.3467
2021-09-11,14.3467
2021-09-12,14.3467
2021-09-13,14.3467
2021-09-14,14.3467
2021-09-15,14.3467
2021-09-16,14.3467
2021-09-17,14.3467
2021-09-18,14.3467
2021-09-19,14.3467
2021-09-20,14.3467
2021-09-21,14.3467
2021-09-22,14.3467
2021-09-23,14.3467
2021-09-24,14.3467
2021-09-25,14.3467
2021-09-26,14.3467
2021-09-27,14.3467
2021-09-28,99.552
2021-09-29,98.2392
2021-09-30,97.5153
2021-10-01,100.4477
2021-10-02,100.4477
2021-10-03,100.4477
2021-10-04,99.2821
2021-10-05,97.0614
2021-10-06,97.2822
2021-10-07,97.0
2021-10-08,95.6136
2021-10-09,95.6136
2021-10-10,95.6136
2021-10-11,95.3191
2021-10-12,95.6504
2021-10-13,93.7487
2021-10-14,94.129
2021-10-15,92.6567
2021-10-16,92.6567
2021-10-17,92.6567
2021-10-18,92.6935
2021-10-19,92.1414
2021-10-20,90.755
2021-10-21,90.5219
2021-10-22,91.8101
2021-10-23,91.8101
2021-10-24,91.8101
2021-10-25,91.2703
2021-10-26,91.2335
2021-10-27,90.2765
2021-10-28,90.3746
2021-10-29,89.7121
2021-10-30,89.7121
2021-10-31,89.7121
2021-11-01,91.9451
2021-11-02,90.3133
2021-11-03,92.1782
2021-11-04,93.1994
2021-11-05,97.0145
2021-11-06,97.0145
2021-11-07,97.0145
2021-11-08,95.1744
2021-11-09,95.5179
2021-11-10,95.1744
2021-11-11,94.3771
2021-11-12,94.1808
2021-11-13,94.1808
2021-11-14,94.1808
2021-11-15,94.7083
2021-11-16,93.592
2021-11-17,93.4325
2021-11-18,91.4821
2021-11-19,90.7583
2021-11-20,90.7583
2021-11-21,90.7583
2021-11-22,91.5557
2021-11-23,90.9423
2021-11-24,90.9791
2021-11-25,90.9791
2021-11-26,88.9182
2021-11-27,88.9182
2021-11-28,88.9182
2021-11-29,87.8019
2021-11-30,86.8574
2021-12-01,85.0418
2021-12-02,87.8019
2021-12-03,87.9369
2021-12-04,87.9369
2021-12-05,87.9369
2021-12-06,90.4393
2021-12-07,89.5929
2021-12-08,90.93
2021-12-09,90.2063
2021-12-10,90.6847
2021-12-11,90.6847
2021-12-12,90.6847
2021-12-13,89.7524
2021-12-14,89.8015
2021-12-15,88.1945
2021-12-16,85.7411
2021-12-17,86.8574
2021-12-18,86.8574
2021-12-19,86.8574
2021-12-20,85.7656
2021-12-21,88.3662
2021-12-22,89.323
2021-12-23,89.2372
2021-12-24,89.2372
2021-12-25,89.2372
2021-12-26,89.2372
2021-12-27,89.3476
2021-12-28,44.8932
2021-12-29,44.6206
2021-12-30,44.9502
2021-12-31,44.5699
2022-01-01,44.5699
2022-01-02,44.5699
2022-01-03,44.3545
2022-01-04,45.1657
2022-01-05,45.21
2022-01-06,44.5129
2022-01-07,44.4305
2022-01-08,44.4305
2022-01-09,44.4305
2022-01-10,44.2087
2022-01-11,43.8728
2022-01-12,43.22
2022-01-13,44.0122
2022-01-14,43.5306
2022-01-15,43.5306
2022-01-16,43.5306
2022-01-17,43.5306
2022-01-18,42.637
2022-01-19,42.9158
2022-01-20,42.5229
2022-01-21,42.2694
2022-01-22,42.2694
2022-01-23,42.2694
2022-01-24,43.1123
2022-01-25,43.7651
2022-01-26,42.7637
2022-01-27,41.9399
2022-01-28,41.9018
2022-01-29,41.9018
2022-01-30,41.9018
2022-01-31,42.3708
2022-02-01,43.106
2022-02-02,43.0743
2022-02-03,42.675
2022-02-04,42.8778
2022-02-05,42.8778
2022-02-06,42.8778
2022-02-07,43.8728
2022-02-08,44.5256
2022-02-09,45.0769
2022-02-10,44.9439
2022-02-11,44.9058
2022-02-12,44.9058
2022-02-13,44.9058
2022-02-14,45.5016
2022-02-15,46.0593
2022-02-16,45.66
2022-02-17,45.7551
2022-02-18,46.9782
2022-02-19,46.9782
2022-02-20,46.9782
2022-02-21,46.9782
2022-02-22,46.7842
2022-02-23,45.7782
2022-02-24,46.6753
2022-02-25,47.4954
2022-02-26,47.4954
2022-02-27,47.4954
2022-02-28,47.175
2022-03-01,45.8551
2022-03-02,45.932
2022-03-03,44.6442
2022-03-04,43.2153
2022-03-05,43.2153
2022-03-06,43.2153
2022-03-07,40.4218
2022-03-08,41.1843
2022-03-09,42.5298
2022-03-10,42.203
2022-03-11,41.7225
2022-03-12,41.7225
2022-03-13,41.7225
2022-03-14,42.3376
2022-03-15,42.7348
2022-03-16,44.1124
2022-03-17,44.2341
2022-03-18,44.1764
2022-03-19,44.1764
2022-03-20,44.1764
2022-03-21,43.6959
2022-03-22,44.2854
2022-03-23,43.9522
2022-03-24,44.3302
2022-03-25,43.8176
2022-03-26,43.8176
2022-03-27,43.8176
2022-03-28,44.6377
2022-03-29,36.7327
2022-03-30,36.1161
2022-03-31,36.6239
2022-04-01,36.1835
2022-04-02,36.1835
2022-04-03,36.1835
2022-04-04,36.1731
2022-04-05,35.8467
2022-04-06,34.9192
2022-04-07,34.2923
2022-04-08,34.264
2022-04-09,34.264
2022-04-10,34.264
2022-04-11,34.4195
2022-04-12,34.9843
2022-04-13,35.7306
2022-04-14,35.0621
2022-04-15,35.0621
2022-04-16,35.0621
2022-04-17,35.0621
2022-04-18,35.0621
2022-04-19,35.5077
2022-04-20,35.4559
2022-04-21,35.8498
2022-04-22,35.5492
2022-04-23,35.5492
2022-04-24,35.5492
2022-04-25,36.1814
2022-04-26,35.4663
2022-04-27,35.1087
2022-04-28,35.4974
2022-04-29,35.1346
2022-04-30,35.1346
2022-05-01,35.1346
2022-05-02,36.423
2022-05-03,35.6711
2022-05-04,35.1733
2022-05-05,34.437
2022-05-06,34.6962
2022-05-07,34.6962
2022-05-08,34.6962
2022-05-09,33.4102
2022-05-10,33.8043
2022-05-11,32.8709
2022-05-12,33.4258
2022-05-13,33.405
2022-05-14,33.405
2022-05-15,33.405
2022-05-16,32.4716
2022-05-17,33.2443
2022-05-18,32.3783
2022-05-19,31.8183
2022-05-20,31.253
2022-05-21,31.253
2022-05-22,31.253
2022-05-23,31.0871
2022-05-24,30.5167
2022-05-25,32.036
2022-05-26,33.1924
2022-05-27,33.9028
2022-05-28,33.9028
2022-05-29,33.9028
2022-05-30,33.9028
2022-05-31,32.9435
2022-06-01,32.3472
2022-06-02,32.9124
2022-06-03,32.5805
2022-06-04,32.5805
2022-06-05,32.5805
2022-06-06,32.4561
2022-06-07,32.4976
2022-06-08,32.6842
2022-06-09,32.6272
2022-06-10,31.8131
2022-06-11,31.8131
2022-06-12,31.8131
2022-06-13,30.8641
2022-06-14,30.8641
2022-06-15,31.1234
2022-06-16,29.9618
2022-06-17,30.5478
2022-06-18,30.5478
2022-06-19,30.5478
2022-06-20,30.5478
2022-06-21,30.0448
2022-06-22,29.9255
2022-06-23,30.2833
2022-06-24,30.9212
2022-06-25,30.9212
2022-06-26,30.9212
2022-06-27,30.8071
2022-06-28,34.8666
2022-06-29,34.5568
2022-06-30,33.9373
2022-07-01,34.7057
2022-07-02,34.7057
2022-07-03,34.7057
2022-07-04,34.7057
2022-07-05,35.212
2022-07-06,34.5747
2022-07-07,34.7772
2022-07-08,34.3841
2022-07-09,34.3841
2022-07-10,34.3841
2022-07-11,34.1696
2022-07-12,34.3483
2022-07-13,34.2411
2022-07-14,34.1637
2022-07-15,34.533
2022-07-16,34.533
2022-07-17,34.533
2022-07-18,34.3245
2022-07-19,35.1644
2022-07-20,35.4384
2022-07-21,35.2299
2022-07-22,35.218
2022-07-23,35.218
2022-07-24,35.218
2022-07-25,34.8904
2022-07-26,34.2054
2022-07-27,34.9916
2022-07-28,35.8196
2022-07-29,35.6111
2022-07-30,35.6111
2022-07-31,35.6111
2022-08-01,35.209
2022-08-02,35.3623
2022-08-03,36.4644
2022-08-04,35.8573
2022-08-05,35.5214
2022-08-06,35.5214
2022-08-07,35.5214
2022-08-08,36.4585
2022-08-09,35.8573
2022-08-10,37.3484
2022-08-11,37.2423
2022-08-12,38.0439
2022-08-13,38.0439
2022-08-14,38.0439
2022-08-15,37.7669
2022-08-16,38.1735
2022-08-17,37.8788
2022-08-18,38.1558
2022-08-19,37.5193
2022-08-20,37.5193
2022-08-21,37.5193
2022-08-22,36.6589
2022-08-23,37.1303
2022-08-24,38.0085
2022-08-25,37.9201
2022-08-26,36.9005
2022-08-27,36.9005
2022-08-28,36.9005
2022-08-29,36.7708
2022-08-30,36.1874
2022-08-31,36.2463
2022-09-01,36.4997
2022-09-02,36.4113
2022-09-03,36.4113
2022-09-04,36.4113
2022-09-05,36.4113
2022-09-06,35.5744
2022-09-07,36.6353
2022-09-08,37.3779
2022-09-09,37.9378
2022-09-10,37.9378
2022-09-11,37.9378
2022-09-12,38.3739
2022-09-13,37.59
2022-09-14,37.5252
2022-09-15,37.7197
2022-09-16,37.425
2022-09-17,37.425
2022-09-18,37.425
2022-09-19,37.3779
2022-09-20,36.9123
2022-09-21,36.6824
2022-09-22,35.3741
2022-09-23,34.9556
2022-09-24,34.9556
2022-09-25,34.9556
2022-09-26,35.0322
2022-09-27,58.521
2022-09-28,59.7262
2022-09-29,59.2802
2022-09-30,58.6159
2022-10-01,58.6159
2022-10-02,58.6159
2022-10-03,58.4451
2022-10-04,60.6467
2022-10-05,60.8365
2022-10-06,60.4474
2022-10-07,60.1532
2022-10-08,60.1532
2022-10-09,60.1532
2022-10-10,59.6123
2022-10-11,59.916
2022-10-12,61.4913
2022-10-13,62.241
2022-10-14,61.254
2022-10-15,61.254
2022-10-16,61.254
2022-10-17,61.6336
2022-10-18,62.1651
2022-10-19,61.9753
2022-10-20,61.7001
2022-10-21,62.3359
2022-10-22,62.3359
2022-10-23,62.3359
2022-10-24,61.4818
2022-10-25,62.0227
2022-10-26,62.3738
2022-10-27,63.6929
2022-10-28,65.1923
2022-10-29,65.1923
2022-10-30,65.1923
2022-10-31,64.8127
2022-11-01,63.2184
2022-11-02,61.0634
2022-11-03,61.923
2022-11-04,62.3808
2022-11-05,62.3808
2022-11-06,62.3808
2022-11-07,62.1285
2022-11-08,62.4275
2022-11-09,61.7081
2022-11-10,64.7445
2022-11-11,65.249
2022-11-12,65.249
2022-11-13,65.249
2022-11-14,64.8753
2022-11-15,65.2303
2022-11-16,65.4452
2022-11-17,65.847
2022-11-18,64.9501
2022-11-19,64.9501
2022-11-20,64.9501
2022-11-21,64.2493
2022-11-22,64.894
2022-11-23,64.8753
2022-11-24,64.8753
2022-11-25,65.2864
2022-11-26,65.2864
2022-11-27,65.2864
2022-11-28,64.8193
2022-11-29,63.5113
2022-11-30,63.5673
2022-12-01,63.2029
2022-12-02,61.8856
2022-12-03,61.8856
2022-12-04,61.8856
2022-12-05,60.7458
2022-12-06,60.5216
2022-12-07,60.2693
2022-12-08,61.3624
2022-12-09,61.6894
2022-12-10,61.6894
2022-12-11,61.6894
2022-12-12,62.25
2022-12-13,62.4649
2022-12-14,62.9413
2022-12-15,62.2126
2022-12-16,61.1382
2022-12-17,61.1382
2022-12-18,61.1382
2022-12-19,59.5779
2022-12-20,59.5779
2022-12-21,59.9984
2022-12-22,60.5216
2022-12-23,60.7832
2022-12-24,60.7832
2022-12-25,60.7832
2022-12-26,60.7832
2022-12-27,60.4001
2022-12-28,60.2973
2022-12-29,60.5309
2022-12-30,60.4562
2022-12-31,60.4562
2023-01-01,60.4562
2023-01-02,60.4562
2023-01-03,87.05
2023-01-04,89.031
2023-01-05,89.1631
2023-01-06,91.1045
2023-01-07,91.1045
2023-01-08,91.1045
2023-01-09,93.9307
2023-01-10,95.1985
2023-01-11,95.0268
2023-01-12,94.591
2023-01-13,95.1985
2023-01-14,95.1985
2023-01-15,95.1985
2023-01-16,95.1985
2023-01-17,94.3533
2023-01-18,94.3137
2023-01-19,93.7986
2023-01-20,95.8457
2023-01-21,95.8457
2023-01-22,95.8457
2023-01-23,98.3813
2023-01-24,94.0495
2023-01-25,94.4722
2023-01-26,95.5683
2023-01-27,95.4759
2023-01-28,95.4759
2023-01-29,95.4759
2023-01-30,94.8948
2023-01-31,96.1626
2023-02-01,95.357
2023-02-02,97.5889
2023-02-03,96.4267
2023-02-04,96.4267
2023-02-05,96.4267
2023-02-06,96.2815
2023-02-07,96.4664
2023-02-08,94.7231
2023-02-09,94.4325
2023-02-10,94.1684
2023-02-11,94.1684
2023-02-12,94.1684
2023-02-13,95.2514
2023-02-14,95.2249
2023-02-15,95.4627
2023-02-16,97.7078
2023-02-17,97.2852
2023-02-18,97.2852
2023-02-19,97.2852
2023-02-20,97.2852
2023-02-21,96.8494
2023-02-22,98.0512
2023-02-23,95.3042
2023-02-24,95.0004
2023-02-25,95.0004
2023-02-26,95.0004
2023-02-27,94.2615
2023-02-28,93.9962
2023-03-01,94.9779
2023-03-02,95.6811
2023-03-03,94.1289
2023-03-04,94.1289
2023-03-05,94.1289
2023-03-06,93.2666
2023-03-07,92.8951
2023-03-08,93.3329
2023-03-09,92.1124
2023-03-10,90.5337
2023-03-11,90.5337
2023-03-12,90.5337
2023-03-13,89.8969
