,ABG US Equity
2023-03-18,5.9766
2023-03-19,5.9766
2023-03-20,6.0482
2023-03-21,6.1165
2023-03-22,6.0229
2023-03-23,6.0093
2023-03-24,6.0161
2023-03-25,6.0161
2023-03-26,6.0161
2023-03-27,6.0192
2023-03-28,6.0337
2023-03-29,6.0381
2023-03-30,6.156
2023-03-31,6.3709
2023-04-01,6.3709
2023-04-02,6.3709
2023-04-03,6.3705
2023-04-04,6.2553
2023-04-05,6.1
2023-04-06,6.0801
2023-04-07,6.0801
2023-04-08,6.0801
2023-04-09,6.0801
2023-04-10,6.1316
2023-04-11,6.2889
2023-04-12,6.2608
2023-04-13,6.2873
2023-04-14,6.3403
2023-04-15,6.3403
2023-04-16,6.3403
2023-04-17,6.276
2023-04-18,6.3369
2023-04-19,6.3055
2023-04-20,6.2804
2023-04-21,6.2636
2023-04-22,6.2636
2023-04-23,6.2636
2023-04-24,6.3156
2023-04-25,5.9758
2023-04-26,5.9474
2023-04-27,6.0739
2023-04-28,6.0527
2023-04-29,6.0527
2023-04-30,6.0527
2023-05-01,6.1381
2023-05-02,6.0985
2023-05-03,6.024
2023-05-04,5.9817
2023-05-05,6.1136
2023-05-06,6.1136
2023-05-07,6.1136
2023-05-08,6.2004
2023-05-09,6.2037
2023-05-10,6.2407
2023-05-11,6.2307
2023-05-12,6.1581
2023-05-13,6.1581
2023-05-14,6.1581
2023-05-15,6.2035
2023-05-16,6.1241
2023-05-17,6.2668
2023-05-18,6.321
2023-05-19,6.2416
2023-05-20,6.2416
2023-05-21,6.2416
2023-05-22,6.2437
2023-05-23,6.2796
2023-05-24,6.2209
2023-05-25,6.1856
2023-05-26,6.3883
2023-05-27,6.3883
2023-05-28,6.3883
2023-05-29,6.3883
2023-05-30,6.4562
2023-05-31,6.3271
2023-06-01,6.2531
2023-06-02,6.4916
2023-06-03,6.4916
2023-06-04,6.4916
2023-06-05,6.3596
2023-06-06,6.5209
2023-06-07,6.6952
2023-06-08,6.7092
2023-06-09,6.6278
2023-06-10,6.6278
2023-06-11,6.6278
2023-06-12,6.6361
2023-06-13,6.6557
2023-06-14,6.5503
2023-06-15,6.6717
2023-06-16,6.5495
2023-06-17,6.5495
2023-06-18,6.5495
2023-06-19,6.5495
2023-06-20,6.5964
2023-06-21,6.6317
2023-06-22,6.6915
2023-06-23,6.6647
2023-06-24,6.6647
2023-06-25,6.6647
2023-06-26,6.6759
2023-06-27,6.7968
2023-06-28,6.8861
2023-06-29,6.8807
2023-06-30,7.3019
2023-07-01,7.3019
2023-07-02,7.3019
2023-07-03,7.2776
2023-07-04,7.2776
2023-07-05,7.3243
2023-07-06,7.2327
2023-07-07,7.3613
2023-07-08,7.3613
2023-07-09,7.3613
2023-07-10,7.3509
2023-07-11,7.4921
2023-07-12,7.4983
2023-07-13,7.4456
2023-07-14,7.3537
2023-07-15,7.3537
2023-07-16,7.3537
2023-07-17,7.3714
2023-07-18,7.4296
2023-07-19,7.4763
2023-07-20,7.3504
2023-07-21,7.155
2023-07-22,7.155
2023-07-23,7.155
2023-07-24,7.1654
2023-07-25,6.8985
2023-07-26,6.9642
2023-07-27,6.9507
2023-07-28,6.7505
2023-07-29,6.7505
2023-07-30,6.7505
2023-07-31,6.8482
2023-08-01,6.8458
2023-08-02,6.8407
2023-08-03,6.8278
2023-08-04,6.7756
2023-08-05,6.7756
2023-08-06,6.7756
2023-08-07,6.8498
2023-08-08,6.7435
2023-08-09,6.8066
2023-08-10,6.7759
2023-08-11,6.8568
2023-08-12,6.8568
2023-08-13,6.8568
2023-08-14,6.9127
2023-08-15,6.8062
2023-08-16,6.7388
2023-08-17,6.7264
2023-08-18,6.7745
2023-08-19,6.7745
2023-08-20,6.7745
2023-08-21,6.7484
2023-08-22,6.7342
2023-08-23,6.7902
2023-08-24,6.7083
2023-08-25,6.728
2023-08-26,6.728
2023-08-27,6.728
2023-08-28,6.7806
2023-08-29,6.8482
2023-08-30,6.9075
2023-08-31,6.9249
2023-09-01,6.9856
2023-09-02,6.9856
2023-09-03,6.9856
2023-09-04,6.9856
2023-09-05,6.8808
2023-09-06,6.842
2023-09-07,6.7367
2023-09-08,6.7902
2023-09-09,6.7902
2023-09-10,6.7902
2023-09-11,6.7688
2023-09-12,6.7961
2023-09-13,6.7607
2023-09-14,6.998
2023-09-15,6.84
2023-09-16,6.84
2023-09-17,6.84
2023-09-18,6.8538
2023-09-19,6.8373
2023-09-20,6.8648
2023-09-21,6.8418
2023-09-22,6.8029
2023-09-23,6.8029
2023-09-24,6.8029
2023-09-25,6.8149
2023-09-26,6.7778
2023-09-27,6.846
2023-09-28,6.9108
2023-09-29,7.2497
2023-09-30,7.2497
2023-10-01,7.2497
2023-10-02,7.0457
2023-10-03,6.9588
2023-10-04,6.9633
2023-10-05,6.8482
2023-10-06,6.9007
2023-10-07,6.9007
2023-10-08,6.9007
2023-10-09,7.0137
2023-10-10,7.0942
2023-10-11,7.0315
2023-10-12,6.9337
2023-10-13,6.9284
2023-10-14,6.9284
2023-10-15,6.9284
2023-10-16,6.9971
2023-10-17,7.0028
2023-10-18,6.9362
2023-10-19,6.8311
2023-10-20,6.7886
2023-10-21,6.7886
2023-10-22,6.7886
2023-10-23,6.6876
2023-10-24,6.4578
2023-10-25,6.4287
2023-10-26,6.5036
2023-10-27,6.4589
2023-10-28,6.4589
2023-10-29,6.4589
2023-10-30,6.45
2023-10-31,6.5463
2023-11-01,6.6367
2023-11-02,6.7355
2023-11-03,6.8855
2023-11-04,6.8855
2023-11-05,6.8855
2023-11-06,6.7813
2023-11-07,6.7517
2023-11-08,6.73
2023-11-09,6.6771
2023-11-10,6.7328
2023-11-11,6.7328
2023-11-12,6.7328
2023-11-13,6.7706
2023-11-14,7.0412
2023-11-15,7.1168
2023-11-16,6.794
2023-11-17,6.8791
2023-11-18,6.8791
2023-11-19,6.8791
2023-11-20,6.925
2023-11-21,6.807
2023-11-22,6.8319
2023-11-23,6.8319
2023-11-24,6.8808
2023-11-25,6.8808
2023-11-26,6.8808
2023-11-27,6.8402
2023-11-28,6.8702
2023-11-29,6.8722
2023-11-30,6.8819
2023-12-01,7.0235
2023-12-02,7.0235
2023-12-03,7.0235
2023-12-04,7.1163
2023-12-05,7.0165
2023-12-06,6.9692
2023-12-07,6.9908
2023-12-08,6.9799
2023-12-09,6.9799
2023-12-10,6.9799
2023-12-11,7.0034
2023-12-12,6.907
2023-12-13,7.0988
2023-12-14,7.3278
2023-12-15,7.3065
2023-12-16,7.3065
2023-12-17,7.3065
2023-12-18,7.1227
2023-12-19,7.1679
2023-12-20,7.0996
2023-12-21,7.1812
2023-12-22,7.143
2023-12-23,7.143
2023-12-24,7.143
2023-12-25,7.143
2023-12-26,7.1276
2023-12-27,7.1396
2023-12-28,7.203
2023-12-29,10.2963
2023-12-30,10.2963
2023-12-31,10.2963
2024-01-01,10.2963
2024-01-02,10.2503
2024-01-03,9.9445
2024-01-04,9.9085
2024-01-05,9.877
2024-01-06,9.877
2024-01-07,9.877
2024-01-08,9.9462
2024-01-09,9.9527
2024-01-10,9.9827
2024-01-11,9.9624
2024-01-12,9.8055
2024-01-13,9.8055
2024-01-14,9.8055
2024-01-15,9.8055
2024-01-16,9.8133
2024-01-17,9.8122
2024-01-18,9.8308
2024-01-19,9.8536
2024-01-20,9.8536
2024-01-21,9.8536
2024-01-22,9.9208
2024-01-23,9.9246
2024-01-24,9.8668
2024-01-25,10.0075
2024-01-26,10.0578
2024-01-27,10.0578
2024-01-28,10.0578
2024-01-29,10.1821
2024-01-30,10.1536
2024-01-31,9.9529
2024-02-01,10.0524
2024-02-02,10.0438
2024-02-03,10.0438
2024-02-04,10.0438
2024-02-05,9.9905
2024-02-06,9.9689
2024-02-07,9.9892
2024-02-08,9.9039
2024-02-09,10.101
2024-02-10,10.101
2024-02-11,10.101
2024-02-12,10.2408
2024-02-13,10.1534
2024-02-14,10.2108
2024-02-15,10.2179
2024-02-16,10.1219
2024-02-17,10.1219
2024-02-18,10.1219
2024-02-19,10.1219
2024-02-20,9.9339
2024-02-21,9.9471
2024-02-22,10.0144
2024-02-23,10.0729
2024-02-24,10.0729
2024-02-25,10.0729
2024-02-26,9.9976
2024-02-27,10.0164
2024-02-28,9.9363
2024-02-29,9.91
2024-03-01,9.9308
2024-03-02,9.9308
2024-03-03,9.9308
2024-03-04,9.8387
2024-03-05,9.8338
2024-03-06,9.8584
2024-03-07,9.9383
2024-03-08,9.9286
2024-03-09,9.9286
2024-03-10,9.9286
2024-03-11,9.9462
2024-03-12,9.9537
2024-03-13,9.9442
2024-03-14,9.8216
2024-03-15,9.935
2024-03-16,9.935
2024-03-17,9.935
2024-03-18,9.898
2024-03-19,9.9181
2024-03-20,10.1193
2024-03-21,10.2473
2024-03-22,10.2348
2024-03-23,10.2348
2024-03-24,10.2348
2024-03-25,10.2053
2024-03-26,10.2676
2024-03-27,10.4428
2024-03-28,10.4867
2024-03-29,10.4867
2024-03-30,10.4867
2024-03-31,10.4867
2024-04-01,10.4561
2024-04-02,10.2851
2024-04-03,10.2697
2024-04-04,10.1497
2024-04-05,10.1814
2024-04-06,10.1814
2024-04-07,10.1814
2024-04-08,10.1975
