,KMX US Equity
2020-06-28,16.9319
2020-06-29,17.3534
2020-06-30,17.4535
2020-07-01,17.3913
2020-07-02,17.4265
2020-07-03,17.4265
2020-07-04,17.4265
2020-07-05,17.4265
2020-07-06,17.6307
2020-07-07,17.3157
2020-07-08,17.335
2020-07-09,16.9004
2020-07-10,17.2453
2020-07-11,17.2453
2020-07-12,17.2453
2020-07-13,17.0852
2020-07-14,17.8014
2020-07-15,18.4507
2020-07-16,18.4823
2020-07-17,18.4471
2020-07-18,18.4471
2020-07-19,18.4471
2020-07-20,18.1533
2020-07-21,18.4911
2020-07-22,18.9451
2020-07-23,18.9328
2020-07-24,18.8765
2020-07-25,18.8765
2020-07-26,18.8765
2020-07-27,18.9311
2020-07-28,18.8255
2020-07-29,19.0912
2020-07-30,19.0296
2020-07-31,18.7903
2020-08-01,18.7903
2020-08-02,18.7903
2020-08-03,18.8659
2020-08-04,19.2108
2020-08-05,19.3868
2020-08-06,19.4378
2020-08-07,19.3727
2020-08-08,19.3727
2020-08-09,19.3727
2020-08-10,19.7106
2020-08-11,20.0256
2020-08-12,20.4215
2020-08-13,20.0907
2020-08-14,20.0889
2020-08-15,20.0889
2020-08-16,20.0889
2020-08-17,20.3124
2020-08-18,20.4901
2020-08-19,20.5165
2020-08-20,20.4004
2020-08-21,20.5412
2020-08-22,20.5412
2020-08-23,20.5412
2020-08-24,20.872
2020-08-25,20.5623
2020-08-26,20.5957
2020-08-27,20.4743
2020-08-28,20.5992
2020-08-29,20.5992
2020-08-30,20.5992
2020-08-31,19.0302
2020-09-01,19.2969
2020-09-02,19.3002
2020-09-03,18.9316
2020-09-04,18.812
2020-09-05,18.812
2020-09-06,18.812
2020-09-07,18.812
2020-09-08,18.6568
2020-09-09,18.7425
2020-09-10,18.3077
2020-09-11,18.1735
2020-09-12,18.1735
2020-09-13,18.1735
2020-09-14,18.6859
2020-09-15,18.7199
2020-09-16,18.639
2020-09-17,18.3933
2020-09-18,18.4063
2020-09-19,18.4063
2020-09-20,18.4063
2020-09-21,18.0911
2020-09-22,18.6051
2020-09-23,18.8686
2020-09-24,17.0868
2020-09-25,17.0461
2020-09-26,17.0461
2020-09-27,17.0461
2020-09-28,17.2121
2020-09-29,16.8915
2020-09-30,16.7011
2020-10-01,16.9582
2020-10-02,17.2934
2020-10-03,17.2934
2020-10-04,17.2934
2020-10-05,17.6701
2020-10-06,16.8959
2020-10-07,17.0504
2020-10-08,17.3497
2020-10-09,17.1903
2020-10-10,17.1903
2020-10-11,17.1903
2020-10-12,16.7918
2020-10-13,16.8927
2020-10-14,16.6406
2020-10-15,16.891
2020-10-16,16.9919
2020-10-17,16.9919
2020-10-18,16.9919
2020-10-19,16.7154
2020-10-20,16.5674
2020-10-21,16.3527
2020-10-22,16.6145
2020-10-23,16.5381
2020-10-24,16.5381
2020-10-25,16.5381
2020-10-26,16.1868
2020-10-27,15.9672
2020-10-28,16.0388
2020-10-29,16.0925
2020-10-30,15.8046
2020-10-31,15.8046
2020-11-01,15.8046
2020-11-02,16.234
2020-11-03,16.891
2020-11-04,16.6357
2020-11-05,16.9236
2020-11-06,16.8309
2020-11-07,16.8309
2020-11-08,16.8309
2020-11-09,17.3546
2020-11-10,17.0846
2020-11-11,16.9398
2020-11-12,16.8878
2020-11-13,17.2749
2020-11-14,17.2749
2020-11-15,17.2749
2020-11-16,17.6181
2020-11-17,17.1529
2020-11-18,16.8423
2020-11-19,17.1204
2020-11-20,17.1236
2020-11-21,17.1236
2020-11-22,17.1236
2020-11-23,17.431
2020-11-24,17.366
2020-11-25,17.244
2020-11-26,17.244
2020-11-27,17.257
2020-11-28,17.257
2020-11-29,17.257
2020-11-30,15.5325
2020-12-01,15.9312
2020-12-02,15.9806
2020-12-03,15.9506
2020-12-04,15.9851
2020-12-05,15.9851
2020-12-06,15.9851
2020-12-07,15.9192
2020-12-08,15.6674
2020-12-09,15.7408
2020-12-10,15.6614
2020-12-11,15.5999
2020-12-12,15.5999
2020-12-13,15.5999
2020-12-14,15.3916
2020-12-15,15.9297
2020-12-16,16.3718
2020-12-17,16.4782
2020-12-18,16.2474
2020-12-19,16.2474
2020-12-20,16.2474
2020-12-21,16.5786
2020-12-22,15.2714
2020-12-23,15.3979
2020-12-24,15.2669
2020-12-25,15.2669
2020-12-26,15.2669
2020-12-27,15.2669
2020-12-28,15.0733
2020-12-29,15.258
2020-12-30,15.6124
2020-12-31,15.5885
2021-01-01,15.5885
2021-01-02,15.5885
2021-01-03,15.5885
2021-01-04,15.4158
2021-01-05,15.5498
2021-01-06,16.0656
2021-01-07,16.413
2021-01-08,16.6802
2021-01-09,16.6802
2021-01-10,16.6802
2021-01-11,17.0573
2021-01-12,17.3334
2021-01-13,17.1835
2021-01-14,17.3112
2021-01-15,17.3245
2021-01-16,17.3245
2021-01-17,17.3245
2021-01-18,17.3245
2021-01-19,18.8076
2021-01-20,19.7518
2021-01-21,19.3806
2021-01-22,19.1357
2021-01-23,19.1357
2021-01-24,19.1357
2021-01-25,19.4801
2021-01-26,20.494
2021-01-27,19.5528
2021-01-28,19.5291
2021-01-29,19.008
2021-01-30,19.008
2021-01-31,19.008
2021-02-01,18.8788
2021-02-02,19.7889
2021-02-03,19.829
2021-02-04,20.1778
2021-02-05,20.2535
2021-02-06,20.2535
2021-02-07,20.2535
2021-02-08,20.3545
2021-02-09,20.1422
2021-02-10,20.1422
2021-02-11,20.353
2021-02-12,20.0947
2021-02-13,20.0947
2021-02-14,20.0947
2021-02-15,20.0947
2021-02-16,19.6879
2021-02-17,19.7102
2021-02-18,19.3732
2021-02-19,19.5335
2021-02-20,19.5335
2021-02-21,19.5335
2021-02-22,19.2455
2021-02-23,19.2277
2021-02-24,19.6107
2021-02-25,19.1772
2021-02-26,19.8567
2021-02-27,19.8567
2021-02-28,19.8567
2021-03-01,20.1428
2021-03-02,20.0804
2021-03-03,20.2052
2021-03-04,19.9769
2021-03-05,20.4182
2021-03-06,20.4182
2021-03-07,20.4182
2021-03-08,21.3267
2021-03-09,21.2506
2021-03-10,21.9932
2021-03-11,21.905
2021-03-12,22.0252
2021-03-13,22.0252
2021-03-14,22.0252
2021-03-15,22.115
2021-03-16,21.6234
2021-03-17,21.765
2021-03-18,22.1469
2021-03-19,21.9461
2021-03-20,21.9461
2021-03-21,21.9461
2021-03-22,21.803
2021-03-23,21.6082
2021-03-24,21.2019
2021-03-25,21.5443
2021-03-26,22.0328
2021-03-27,22.0328
2021-03-28,22.0328
2021-03-29,22.1484
2021-03-30,22.3402
2021-03-31,21.8578
2021-04-01,20.435
2021-04-02,20.435
2021-04-03,20.435
2021-04-04,20.435
2021-04-05,21.2334
2021-04-06,20.9691
2021-04-07,20.934
2021-04-08,21.2472
2021-04-09,21.7788
2021-04-10,21.7788
2021-04-11,21.7788
2021-04-12,21.8506
2021-04-13,21.5527
2021-04-14,21.4717
2021-04-15,21.4061
2021-04-16,21.5252
2021-04-17,21.5252
2021-04-18,21.5252
2021-04-19,21.5451
2021-04-20,21.1946
2021-04-21,21.3673
2021-04-22,21.3856
2021-04-23,21.6957
2021-04-24,21.6957
2021-04-25,21.6957
2021-04-26,21.7492
2021-04-27,21.9967
2021-04-28,22.1556
2021-04-29,22.0181
2021-04-30,22.0257
2021-05-01,22.0257
2021-05-02,22.0257
2021-05-03,22.591
2021-05-04,22.6628
2021-05-05,22.7376
2021-05-06,21.575
2021-05-07,21.5292
2021-05-08,21.5292
2021-05-09,21.5292
2021-05-10,21.2115
2021-05-11,20.5255
2021-05-12,19.705
2021-05-13,20.1693
2021-05-14,20.7375
2021-05-15,20.7375
2021-05-16,20.7375
2021-05-17,20.6779
2021-05-18,20.0242
2021-05-19,19.375
2021-05-20,19.5705
2021-05-21,19.4926
2021-05-22,19.4926
2021-05-23,19.4926
2021-05-24,19.065
2021-05-25,18.9871
2021-05-26,19.204
2021-05-27,19.3567
2021-05-28,12.7354
2021-05-29,12.7354
2021-05-30,12.7354
2021-05-31,12.7354
2021-06-01,12.8895
2021-06-02,12.6854
2021-06-03,12.5945
2021-06-04,12.619
2021-06-05,12.619
2021-06-06,12.619
2021-06-07,12.6711
2021-06-08,12.719
2021-06-09,12.716
2021-06-10,12.716
2021-06-11,12.9048
2021-06-12,12.9048
2021-06-13,12.9048
2021-06-14,13.0323
2021-06-15,13.1068
2021-06-16,12.968
2021-06-17,12.8099
2021-06-18,12.5282
2021-06-19,12.5282
2021-06-20,12.5282
2021-06-21,12.8272
2021-06-22,12.966
2021-06-23,13.0497
2021-06-24,13.168
2021-06-25,13.9536
2021-06-26,13.9536
2021-06-27,13.9536
2021-06-28,14.1175
2021-06-29,14.2953
2021-06-30,14.1425
2021-07-01,14.2882
2021-07-02,14.6184
2021-07-03,14.6184
2021-07-04,14.6184
2021-07-05,14.6184
2021-07-06,14.5083
2021-07-07,14.9302
2021-07-08,14.5623
2021-07-09,14.7223
2021-07-10,14.7223
2021-07-11,14.7223
2021-07-12,14.7814
2021-07-13,14.4064
2021-07-14,14.6561
2021-07-15,14.3575
2021-07-16,14.3259
2021-07-17,14.3259
2021-07-18,14.3259
2021-07-19,14.0813
2021-07-20,14.6755
2021-07-21,14.8334
2021-07-22,14.6785
2021-07-23,14.7223
2021-07-24,14.7223
2021-07-25,14.7223
2021-07-26,14.7478
2021-07-27,14.7356
2021-07-28,14.5654
2021-07-29,14.7356
2021-07-30,14.6316
2021-07-31,14.6316
2021-08-01,14.6316
2021-08-02,14.8915
2021-08-03,15.2176
2021-08-04,14.9037
2021-08-05,14.8406
2021-08-06,14.6388
2021-08-07,14.6388
2021-08-08,14.6388
2021-08-09,14.5195
2021-08-10,14.7702
2021-08-11,14.4227
2021-08-12,14.1618
2021-08-13,14.0344
2021-08-14,14.0344
2021-08-15,14.0344
2021-08-16,14.1343
2021-08-17,13.9713
2021-08-18,13.6808
2021-08-19,13.6421
2021-08-20,13.6951
2021-08-21,13.6951
2021-08-22,13.6951
2021-08-23,13.7114
2021-08-24,13.7746
2021-08-25,13.9723
2021-08-26,13.8479
2021-08-27,13.8816
2021-08-28,13.8816
2021-08-29,13.8816
2021-08-30,13.8714
2021-08-31,14.7415
2021-09-01,14.9614
2021-09-02,14.8685
2021-09-03,14.9418
2021-09-04,14.9418
2021-09-05,14.9418
2021-09-06,14.9418
2021-09-07,14.918
2021-09-08,15.3795
2021-09-09,15.5695
2021-09-10,15.7037
2021-09-11,15.7037
2021-09-12,15.7037
2021-09-13,15.6892
2021-09-14,15.7522
2021-09-15,15.9391
2021-09-16,16.2364
2021-09-17,16.2983
2021-09-18,16.2983
2021-09-19,16.2983
2021-09-20,16.0836
2021-09-21,15.9566
2021-09-22,16.3211
2021-09-23,16.4914
2021-09-24,16.7247
2021-09-25,16.7247
2021-09-26,16.7247
2021-09-27,16.8094
2021-09-28,16.5812
2021-09-29,16.9343
2021-09-30,15.0254
2021-10-01,14.8786
2021-10-02,14.8786
2021-10-03,14.8786
2021-10-04,14.402
2021-10-05,14.7811
2021-10-06,15.0933
2021-10-07,15.307
2021-10-08,15.2238
2021-10-09,15.2238
2021-10-10,15.2238
2021-10-11,15.0943
2021-10-12,15.3285
2021-10-13,15.5124
2021-10-14,15.7476
2021-10-15,15.8658
2021-10-16,15.8658
2021-10-17,15.8658
2021-10-18,15.9408
2021-10-19,16.0414
2021-10-20,16.0476
2021-10-21,16.3907
2021-10-22,16.5478
2021-10-23,16.5478
2021-10-24,16.5478
2021-10-25,16.1924
2021-10-26,15.9325
2021-10-27,15.9027
2021-10-28,15.7969
2021-10-29,15.8791
2021-10-30,15.8791
2021-10-31,15.8791
2021-11-01,16.0876
2021-11-02,16.6464
2021-11-03,16.9669
2021-11-04,17.3264
2021-11-05,17.7044
2021-11-06,17.7044
2021-11-07,17.7044
2021-11-08,17.6284
2021-11-09,17.7209
2021-11-10,17.423
2021-11-11,17.2381
2021-11-12,17.1005
2021-11-13,17.1005
2021-11-14,17.1005
2021-11-15,17.1837
2021-11-16,17.0183
2021-11-17,16.9454
2021-11-18,16.8159
2021-11-19,16.9135
2021-11-20,16.9135
2021-11-21,16.9135
2021-11-22,16.9238
2021-11-23,16.8447
2021-11-24,16.9515
2021-11-25,16.9515
2021-11-26,16.7861
2021-11-27,16.7861
2021-11-28,16.7861
2021-11-29,16.8611
2021-11-30,16.1358
2021-12-01,16.0418
2021-12-02,16.4196
2021-12-03,16.2787
2021-12-04,16.2787
2021-12-05,16.2787
2021-12-06,16.4606
2021-12-07,17.0013
2021-12-08,16.8944
2021-12-09,16.6705
2021-12-10,16.9583
2021-12-11,16.9583
2021-12-12,16.9583
2021-12-13,16.3357
2021-12-14,16.1418
2021-12-15,16.2097
2021-12-16,15.751
2021-12-17,15.765
2021-12-18,15.765
2021-12-19,15.765
2021-12-20,15.1863
2021-12-21,15.71
2021-12-22,14.7985
2021-12-23,14.6238
2021-12-24,14.6238
2021-12-25,14.6238
2021-12-26,14.6238
2021-12-27,14.7415
2021-12-28,14.7834
2021-12-29,14.7465
2021-12-30,14.8114
2021-12-31,15.015
2022-01-01,15.015
2022-01-02,15.015
2022-01-03,14.6936
2022-01-04,14.3793
2022-01-05,13.9292
2022-01-06,13.8901
2022-01-07,14.0875
2022-01-08,14.0875
2022-01-09,14.0875
2022-01-10,13.8473
2022-01-11,13.8951
2022-01-12,13.9061
2022-01-13,13.7277
2022-01-14,13.322
2022-01-15,13.322
2022-01-16,13.322
2022-01-17,13.322
2022-01-18,13.0229
2022-01-19,12.7468
2022-01-20,12.5903
2022-01-21,12.7937
2022-01-22,12.7937
2022-01-23,12.7937
2022-01-24,13.1744
2022-01-25,12.9771
2022-01-26,12.7588
2022-01-27,12.5385
2022-01-28,12.9831
2022-01-29,12.9831
2022-01-30,12.9831
2022-01-31,13.0997
2022-02-01,13.0787
2022-02-02,12.9631
2022-02-03,12.6561
2022-02-04,12.6093
2022-02-05,12.6093
2022-02-06,12.6093
2022-02-07,12.5435
2022-02-08,12.8874
2022-02-09,13.2512
2022-02-10,13.0419
2022-02-11,12.8315
2022-02-12,12.8315
2022-02-13,12.8315
2022-02-14,13.0787
2022-02-15,13.314
2022-02-16,12.9412
2022-02-17,12.7319
2022-02-18,12.5485
2022-02-19,12.5485
2022-02-20,12.5485
2022-02-21,12.5485
2022-02-22,12.1029
2022-02-23,12.0211
2022-02-24,12.4996
2022-02-25,12.7189
2022-02-26,12.7189
2022-02-27,12.7189
2022-02-28,13.6636
2022-03-01,13.2446
2022-03-02,13.3019
2022-03-03,13.1677
2022-03-04,13.0222
2022-03-05,13.0222
2022-03-06,13.0222
2022-03-07,12.7087
2022-03-08,12.7026
2022-03-09,12.9014
2022-03-10,12.7846
2022-03-11,12.6268
2022-03-12,12.6268
2022-03-13,12.6268
2022-03-14,12.5592
2022-03-15,12.802
2022-03-16,12.9147
2022-03-17,13.1093
2022-03-18,13.1657
2022-03-19,13.1657
2022-03-20,13.1657
2022-03-21,12.9731
2022-03-22,13.0202
2022-03-23,12.5971
2022-03-24,12.634
2022-03-25,12.428
2022-03-26,12.428
2022-03-27,12.428
2022-03-28,12.5674
2022-03-29,13.0991
2022-03-30,12.8645
2022-03-31,12.3471
2022-04-01,12.553
2022-04-02,12.553
2022-04-03,12.553
2022-04-04,12.8481
2022-04-05,12.6893
2022-04-06,12.4782
2022-04-07,12.6176
2022-04-08,12.9352
2022-04-09,12.9352
2022-04-10,12.9352
2022-04-11,13.0325
2022-04-12,11.9874
2022-04-13,11.9527
2022-04-14,11.8002
2022-04-15,11.8002
2022-04-16,11.8002
2022-04-17,11.8002
2022-04-18,11.731
2022-04-19,12.258
2022-04-20,11.9304
2022-04-21,11.6863
2022-04-22,11.6568
2022-04-23,11.6568
2022-04-24,11.6568
2022-04-25,11.6639
2022-04-26,11.4584
2022-04-27,11.5032
2022-04-28,11.5266
2022-04-29,11.1888
2022-04-30,11.1888
2022-05-01,11.1888
2022-05-02,11.7341
2022-05-03,12.1339
2022-05-04,12.6537
2022-05-05,11.8602
2022-05-06,12.0962
2022-05-07,12.0962
2022-05-08,12.0962
2022-05-09,11.904
2022-05-10,11.8439
2022-05-11,11.5967
2022-05-12,11.7463
2022-05-13,11.787
2022-05-14,11.787
2022-05-15,11.787
2022-05-16,11.8887
2022-05-17,12.378
2022-05-18,11.5978
2022-05-19,11.6995
2022-05-20,11.8683
2022-05-21,11.8683
2022-05-22,11.8683
2022-05-23,11.7086
2022-05-24,11.6985
2022-05-25,12.2224
2022-05-26,12.5499
2022-05-27,12.6649
2022-05-28,12.6649
2022-05-29,12.6649
2022-05-30,12.6649
2022-05-31,13.9149
2022-06-01,13.821
2022-06-02,13.9056
2022-06-03,13.5762
2022-06-04,13.5762
2022-06-05,13.5762
2022-06-06,13.7108
2022-06-07,13.7943
2022-06-08,14.2594
2022-06-09,13.9915
2022-06-10,13.5391
2022-06-11,13.5391
2022-06-12,13.5391
2022-06-13,12.7016
2022-06-14,12.8153
2022-06-15,13.0183
2022-06-16,12.3478
2022-06-17,12.4905
2022-06-18,12.4905
2022-06-19,12.4905
2022-06-20,12.4905
2022-06-21,12.5705
2022-06-22,12.8106
2022-06-23,13.0438
2022-06-24,13.7437
2022-06-25,13.7437
2022-06-26,13.7437
2022-06-27,13.7418
2022-06-28,13.2564
2022-06-29,13.161
2022-06-30,12.8056
2022-07-01,13.0575
2022-07-02,13.0575
2022-07-03,13.0575
2022-07-04,13.0575
2022-07-05,13.4198
2022-07-06,13.0931
2022-07-07,13.3105
2022-07-08,13.0563
2022-07-09,13.0563
2022-07-10,13.0563
2022-07-11,12.617
2022-07-12,12.893
2022-07-13,12.8194
2022-07-14,12.6481
2022-07-15,12.9287
2022-07-16,12.9287
2022-07-17,12.9287
2022-07-18,13.0747
2022-07-19,13.4589
2022-07-20,13.5106
2022-07-21,13.4416
2022-07-22,13.2507
2022-07-23,13.2507
2022-07-24,13.2507
2022-07-25,13.2829
2022-07-26,13.0046
2022-07-27,13.253
2022-07-28,13.6682
2022-07-29,13.8476
2022-07-30,13.8476
2022-07-31,13.8476
2022-08-01,14.1259
2022-08-02,13.7878
2022-08-03,13.8775
2022-08-04,13.8395
2022-08-05,13.805
2022-08-06,13.805
2022-08-07,13.805
2022-08-08,13.874
2022-08-09,13.552
2022-08-10,13.9028
2022-08-11,14.096
2022-08-12,14.0833
2022-08-13,14.0833
2022-08-14,14.0833
2022-08-15,14.0638
2022-08-16,14.3858
2022-08-17,13.9016
2022-08-18,13.7556
2022-08-19,13.4715
2022-08-20,13.4715
2022-08-21,13.4715
2022-08-22,12.7343
2022-08-23,12.7895
2022-08-24,12.8562
2022-08-25,13.123
2022-08-26,12.7504
2022-08-27,12.7504
2022-08-28,12.7504
2022-08-29,12.8309
2022-08-30,12.7884
2022-08-31,14.5772
2022-09-01,14.668
2022-09-02,14.4597
2022-09-03,14.4597
2022-09-04,14.4597
2022-09-05,14.4597
2022-09-06,14.1353
2022-09-07,14.5879
2022-09-08,14.6359
2022-09-09,14.9189
2022-09-10,14.9189
2022-09-11,14.9189
2022-09-12,14.9296
2022-09-13,14.194
2022-09-14,14.1713
2022-09-15,14.1153
2022-09-16,14.0819
2022-09-17,14.0819
2022-09-18,14.0819
2022-09-19,14.2755
2022-09-20,13.7428
2022-09-21,13.5919
2022-09-22,13.4197
2022-09-23,13.3823
2022-09-24,13.3823
2022-09-25,13.3823
2022-09-26,13.4464
2022-09-27,13.6039
2022-09-28,14.3075
2022-09-29,11.4692
2022-09-30,11.5204
2022-10-01,11.5204
2022-10-02,11.5204
2022-10-03,11.7483
2022-10-04,11.8424
2022-10-05,11.6118
2022-10-06,11.4369
2022-10-07,11.0286
2022-10-08,11.0286
2022-10-09,11.0286
2022-10-10,11.1996
2022-10-11,11.1254
2022-10-12,11.0021
2022-10-13,11.0392
2022-10-14,10.749
2022-10-15,10.749
2022-10-16,10.749
2022-10-17,10.9915
2022-10-18,10.8139
2022-10-19,10.3911
2022-10-20,10.2546
2022-10-21,10.1512
2022-10-22,10.1512
2022-10-23,10.1512
2022-10-24,10.4879
2022-10-25,10.9677
2022-10-26,10.9279
2022-10-27,10.9955
2022-10-28,11.2248
2022-10-29,11.2248
2022-10-30,11.2248
2022-10-31,11.1214
2022-11-01,11.299
2022-11-02,11.0353
2022-11-03,11.1731
2022-11-04,11.0923
2022-11-05,11.0923
2022-11-06,11.0923
2022-11-07,11.3361
2022-11-08,11.3547
2022-11-09,11.3401
2022-11-10,12.134
2022-11-11,12.6549
2022-11-12,12.6549
2022-11-13,12.6549
2022-11-14,12.574
2022-11-15,12.4004
2022-11-16,11.8292
2022-11-17,11.6807
2022-11-18,11.5919
2022-11-19,11.5919
2022-11-20,11.5919
2022-11-21,11.5455
2022-11-22,11.6688
2022-11-23,11.5959
2022-11-24,11.5959
2022-11-25,11.6184
2022-11-26,11.6184
2022-11-27,11.6184
2022-11-28,11.4594
2022-11-29,11.6661
2022-11-30,14.4803
2022-12-01,14.4347
2022-12-02,14.5207
2022-12-03,14.5207
2022-12-04,14.5207
2022-12-05,14.1343
2022-12-06,13.8182
2022-12-07,13.7322
2022-12-08,13.7989
2022-12-09,13.8375
2022-12-10,13.8375
2022-12-11,13.8375
2022-12-12,13.8656
2022-12-13,14.0975
2022-12-14,14.1906
2022-12-15,13.7831
2022-12-16,13.0893
2022-12-17,13.0893
2022-12-18,13.0893
2022-12-19,12.501
2022-12-20,12.443
2022-12-21,12.7258
2022-12-22,12.3449
2022-12-23,12.8648
2022-12-24,12.8648
2022-12-25,12.8648
2022-12-26,12.8648
2022-12-27,12.9105
2022-12-28,12.7032
2022-12-29,13.058
2022-12-30,12.993
2022-12-31,12.993
2023-01-01,12.993
2023-01-02,12.993
2023-01-03,12.9491
2023-01-04,13.736
2023-01-05,13.4233
2023-01-06,13.8522
2023-01-07,13.8522
2023-01-08,13.8522
2023-01-09,14.0787
2023-01-10,14.1349
2023-01-11,14.142
2023-01-12,14.0454
2023-01-13,13.7152
2023-01-14,13.7152
2023-01-15,13.7152
2023-01-16,13.7152
2023-01-17,14.1437
2023-01-18,13.4359
2023-01-19,13.2216
2023-01-20,13.9049
2023-01-21,13.9049
2023-01-22,13.9049
2023-01-23,14.1244
2023-01-24,14.0173
2023-01-25,13.9453
2023-01-26,13.9365
2023-01-27,14.4353
2023-01-28,14.4353
2023-01-29,14.4353
2023-01-30,14.4248
2023-01-31,14.6724
2023-02-01,15.6191
2023-02-02,16.2303
2023-02-03,16.0319
2023-02-04,16.0319
2023-02-05,16.0319
2023-02-06,15.9739
2023-02-07,15.6753
2023-02-08,15.6858
2023-02-09,15.3802
2023-02-10,15.2204
2023-02-11,15.2204
2023-02-12,15.2204
2023-02-13,15.4891
2023-02-14,15.6314
2023-02-15,15.5682
2023-02-16,15.3521
2023-02-17,15.1115
2023-02-18,15.1115
2023-02-19,15.1115
2023-02-20,15.1115
2023-02-21,14.3457
2023-02-22,14.5038
2023-02-23,14.437
2023-02-24,14.2175
2023-02-25,14.2175
2023-02-26,14.2175
2023-02-27,14.0893
2023-02-28,17.2584
2023-03-01,17.2013
2023-03-02,17.0179
2023-03-03,17.5255
2023-03-04,17.5255
2023-03-05,17.5255
2023-03-06,17.2034
2023-03-07,17.2095
2023-03-08,17.552
2023-03-09,16.7141
2023-03-10,16.1759
2023-03-11,16.1759
2023-03-12,16.1759
2023-03-13,15.6621
2023-03-14,15.4827
2023-03-15,15.2381
2023-03-16,15.1056
2023-03-17,14.653
2023-03-18,14.653
2023-03-19,14.653
